CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_고가_clust_id
2979,0,-1,-1,2,-1,1,4
2980,1,-2,0,3,-2,0,4
2981,-1,1,-1,1,-1,1,2
2982,-2,-1,3,0,-3,3,0
2983,-1,1,-1,2,-3,1,2
2984,2,-2,0,3,0,-3,4
2985,-1,1,-1,1,-2,2,2
2986,-1,1,-1,1,0,0,2
2987,3,-3,0,3,0,-3,4
2988,1,-2,-1,0,2,1,1
2989,-1,1,-3,3,-3,2,2
2990,-3,2,-2,2,-1,1,2
2991,-1,1,-1,2,-3,2,2
2992,-1,1,-3,0,3,-3,5
2993,0,2,-1,-2,3,-3,5
2994,1,0,-1,0,1,-1,1
2995,0,-3,1,0,0,1,0
2996,1,0,-1,2,-2,1,4
2997,-1,-1,1,1,0,-3,0
2998,-1,-1,2,-1,0,2,0
2999,1,2,-3,2,0,1,2
3000,1,1,-3,2,0,-1,4
3001,-1,2,-3,3,-3,1,2
3002,0,-1,0,1,-1,0,4
3003,3,-3,3,-3,3,-3,3
3004,1,1,-3,3,-2,2,4
3005,0,-2,1,-2,1,0,3
3006,1,1,-2,0,1,0,1
3007,-1,-1,1,-2,-1,4,0
3008,1,-1,0,1,0,-1,1
3009,1,-1,1,1,-2,0,4
3010,1,0,-1,1,-2,3,4
3011,1,0,-2,2,0,1,4
3012,1,-2,2,0,-1,1,0
3013,-1,2,-3,1,1,0,5
3014,-2,3,-3,2,-1,1,2
3015,3,-2,1,-2,1,2,3
3016,0,-1,1,-1,2,-2,3
3017,4,0,-1,-2,-1,0,1
3018,0,-2,3,-2,0,-1,3
3019,0,2,-1,-1,0,1,5
3020,2,1,-3,3,-3,2,4
3021,-3,3,-2,-1,1,1,5
3022,0,1,-2,3,-2,-1,2
3023,2,-2,1,0,0,0,3
3024,1,0,-1,1,0,-1,1
3025,-1,1,0,-1,1,-1,5
3026,-2,1,0,0,-2,3,0
3027,-2,2,0,-2,3,-2,5
3028,1,0,-1,1,-1,1,4
3029,3,0,-3,3,-3,3,4
3030,1,0,1,-1,1,1,1
3031,0,1,0,0,-1,1,0
3032,3,-2,1,-1,1,-1,3
3033,3,-1,-1,2,-3,1,4
3034,-2,3,-2,2,-3,2,2
3035,-2,3,-1,-1,-1,2,5
3036,1,-3,1,1,-2,2,4
3037,0,1,0,-3,2,-2,5
3038,-3,3,-2,2,-3,3,2
3039,0,1,0,-1,0,1,1
3040,1,-1,0,1,-2,3,4
3041,3,-3,3,-3,0,3,3
3042,1,-1,0,2,-3,3,4
3043,1,0,0,0,-2,3,4
3044,-1,-2,0,3,-2,2,4
3045,0,-2,-1,3,-1,-1,4
3046,-1,3,-2,0,1,0,5
3047,3,-3,3,-3,3,-2,3
3048,-2,1,-2,2,1,-1,2
3049,-3,2,0,-1,0,0,5
3050,-1,3,-1,1,-3,1,2
3051,-2,3,-1,-1,-1,2,5
3052,1,1,-2,1,-1,1,4
3053,-2,2,1,-2,-1,1,0
3054,3,-3,3,-3,3,-2,3
3055,2,-1,2,-1,-1,0,3
3056,-3,2,-2,0,3,0,5
3057,1,0,0,-1,0,2,1
3058,-2,1,-1,0,1,-1,5
3059,2,0,-2,1,-2,3,4
3060,-3,3,-3,3,-3,1,2
3061,-1,2,-1,-1,0,-1,5
3062,-1,1,-1,1,-1,0,2
3063,1,0,-2,0,3,-1,1
3064,3,-2,1,0,0,1,3
3065,-1,-1,1,-1,2,0,3
3066,0,1,-2,0,-1,3,2
3067,1,0,0,1,-1,0,4
3068,0,0,-2,3,-3,2,4
3069,1,-2,-1,3,-3,3,4
3070,-2,1,-1,1,-1,0,2
3071,-1,3,-2,2,-3,3,2
3072,-1,1,-2,1,0,0,2
3073,-2,3,-1,-1,0,1,5
3074,-1,0,0,1,0,-1,0
3075,-2,1,0,-1,2,-2,5
3076,1,1,0,-1,2,-3,1
3077,1,-1,0,1,-1,0,4
3078,0,1,0,0,-1,1,0
3079,1,-1,1,0,-2,1,0
3080,-3,1,1,-1,2,-1,5
3081,3,-3,3,-3,3,-3,3
3082,3,-2,-1,3,-3,0,4
3083,-1,2,-3,3,-3,2,2
3084,0,-1,0,2,-2,0,4
3085,-1,-2,2,-2,3,0,3
3086,3,-3,2,-1,-1,3,3
3087,-1,2,-3,3,-2,0,2
3088,0,0,-1,1,-1,-1,4
3089,3,0,-3,2,1,-3,1
3090,2,-2,1,-2,3,-1,3
3091,-3,3,-2,1,-1,2,2
3092,0,3,0,-3,3,-1,5
3093,-1,0,0,2,-3,3,4
3094,0,-1,2,-2,0,1,3
3095,-2,3,-2,1,0,-1,2
3096,2,0,1,-3,0,3,3
3097,3,-1,-2,2,-2,3,4
3098,-1,1,-3,3,-3,3,2
3099,-1,-1,0,1,-1,1,0
3100,-1,1,-1,1,-1,0,2
3101,1,-1,1,0,-2,2,0
3102,2,-1,0,2,-2,0,4
3103,-1,-1,0,2,-3,2,4
3104,-1,2,-1,2,-2,1,2
3105,-2,3,-2,1,-1,1,2
3106,3,-2,2,-3,2,0,3
3107,0,1,-2,3,0,-1,2
3108,-3,3,-3,3,-3,2,2
3109,-1,0,1,0,-2,3,0
3110,-2,1,-1,0,0,0,5
3111,-2,0,-1,3,-1,0,2
3112,-1,3,0,-3,2,0,5
3113,3,-3,3,-3,3,-3,3
3114,-2,1,-1,1,-1,0,2
3115,-1,0,-2,2,-1,0,2
3116,-2,3,0,-3,0,2,5
3117,2,-2,1,-1,0,0,3
3118,0,3,-3,3,-3,1,2
3119,0,0,-1,0,-1,3,1
3120,0,3,0,-2,1,1,5
3121,1,1,-1,0,2,-3,1
3122,-3,1,1,1,-2,2,0
3123,-2,2,-2,1,2,-3,5
3124,-1,-1,1,0,-2,3,0
3125,1,0,1,-2,-1,1,0
3126,2,-1,1,-1,0,1,3
3127,3,-2,1,1,-3,0,4
3128,3,-2,2,-3,1,2,3
3129,4,-3,-1,4,-3,-1,4
3130,-1,3,-2,-1,3,-3,5
3131,0,1,-2,0,-1,1,2
3132,2,1,-3,2,-2,2,4
3133,3,-2,2,-1,-1,0,3
3134,3,0,-1,0,-2,2,4
3135,0,1,0,-1,0,2,1
3136,-3,-1,0,0,0,0,0
3137,0,0,-3,1,0,2,1
3138,-2,1,-2,3,-3,3,2
3139,0,1,-2,2,-3,0,2
3140,-2,2,-1,-1,3,-3,5
3141,0,1,-1,1,-2,2,2
3142,0,1,-1,0,-1,-1,1
3143,0,0,-3,1,0,2,1
3144,-1,-1,2,-3,3,-2,3
3145,-2,3,-1,0,-2,2,2
3146,2,-1,-1,3,-1,-1,4
3147,0,-3,2,0,1,-3,3
3148,0,-1,0,0,0,2,1
3149,2,0,0,0,0,-1,1
3150,3,-3,3,-3,3,-3,3
3151,-1,1,-2,3,-2,2,2
3152,1,0,-2,3,-3,3,4
3153,-1,0,0,-2,2,0,5
3154,1,2,-2,0,0,1,1
3155,-1,0,1,0,-1,1,0
3156,0,-1,1,1,-3,1,0
3157,-1,1,0,-1,1,-1,5
3158,3,-1,1,-2,0,1,3
3159,-1,2,-2,0,-1,3,2
3160,-3,3,-1,-1,1,1,5
3161,1,2,-2,0,2,-1,1
3162,-1,2,-2,2,-2,2,2
3163,-2,3,-2,1,1,0,5
3164,2,-2,2,-3,0,3,3
3165,2,-3,1,0,2,-3,3
3166,-1,-1,0,0,1,0,1
3167,3,-1,-2,3,-1,-1,4
3168,0,-1,0,2,-3,3,4
3169,-2,3,-3,2,-1,1,2
3170,0,2,-2,1,-1,1,2
3171,3,-1,-1,0,2,-2,1
3172,-2,0,2,-3,2,-1,3
3173,-1,-2,2,1,-2,1,0
3174,0,-1,2,-1,1,-2,3
3175,-2,3,-2,1,-1,1,2
3176,1,1,-2,0,-1,3,1
3177,-2,2,-1,1,-1,1,2
3178,3,-3,3,-3,3,-3,3
3179,0,3,-1,-1,1,-1,5
3180,-2,-1,3,-1,-2,2,0
3181,-3,1,1,-1,-1,3,0
3182,0,1,-1,-1,2,0,5
3183,-1,-1,0,0,1,0,1
3184,2,1,-2,0,1,1,1
3185,-3,3,-1,-1,1,-2,5
3186,0,0,-1,2,-2,1,4
3187,-1,1,0,0,-1,1,0
3188,-2,3,-1,1,-3,2,2
3189,1,0,0,-1,0,1,1
3190,-1,1,0,0,-1,1,0
3191,0,1,-2,3,0,-3,2
3192,-3,2,-1,1,-2,2,2
3193,-1,3,-3,3,-2,1,2
3194,1,-1,0,1,0,-1,1
3195,2,-1,1,-1,2,-2,3
3196,2,1,-3,3,-3,0,4
3197,-1,0,1,0,-2,2,0
3198,1,-1,0,1,0,-1,1
3199,-2,0,1,-1,1,0,0
3200,1,0,0,-2,1,2,1
3201,-1,-1,1,-2,2,-2,3
3202,2,0,0,0,0,-1,1
3203,-3,3,-3,3,-3,2,2
3204,-3,0,3,-3,3,-3,3
3205,0,-2,2,0,0,-2,0
3206,-1,0,1,-2,3,-3,5
3207,-2,0,1,-1,-1,2,0
3208,-1,3,-2,2,-3,3,2
3209,2,-1,-2,0,3,-1,1
3210,2,-1,2,-3,3,-3,3
3211,3,-1,-1,1,0,0,1
3212,1,0,-1,2,-2,-1,4
3213,-2,0,0,-1,3,-1,5
3214,-1,0,-1,0,-1,0,0
3215,-2,-1,3,0,-2,1,0
3216,-2,3,-1,-1,-1,3,5
3217,-2,0,1,1,-3,2,0
3218,-2,3,-3,3,-1,0,2
3219,0,-1,1,-1,1,0,3
3220,0,-2,1,2,-1,-1,4
3221,1,-2,3,-3,2,-1,3
3222,0,1,-1,2,-3,2,2
3223,1,1,-3,3,-2,1,4
3224,0,2,-3,1,0,1,2
3225,1,-1,0,1,-1,-1,4
3226,3,-2,0,1,0,0,1
3227,-1,1,0,-1,1,-1,5
3228,0,-1,-1,2,0,-1,4
3229,0,-1,0,2,-3,1,4
3230,3,-2,1,-2,3,-3,3
3231,2,-3,3,-3,2,-1,3
3232,1,0,-1,1,-1,0,4
3233,-3,2,-1,2,-3,3,2
3234,-2,0,0,2,-1,-1,2
3235,-2,2,-1,-1,0,0,5
3236,-1,1,-2,0,1,0,5
3237,3,-3,3,-3,3,-2,3
3238,-3,3,0,-3,3,-3,5
3239,-1,1,-1,-1,2,1,5
3240,-3,3,-1,-2,3,-2,5
3241,-1,-1,1,-1,1,-1,0
3242,-1,2,-1,1,1,-2,5
3243,0,-1,0,1,-1,1,4
3244,1,-2,3,-2,1,-1,3
3245,-1,0,3,0,-1,-1,0
3246,-1,0,0,1,-1,1,0
3247,1,-3,0,3,-3,3,4
3248,-3,3,-2,1,0,-1,2
3249,-2,-1,4,0,-2,-1,0
3250,-2,2,-3,2,-2,2,2
3251,0,2,-3,2,-2,3,2
3252,-3,3,0,-3,0,0,5
3253,0,-3,2,0,0,-1,3
3254,1,0,-2,1,1,1,1
3255,0,2,-3,3,-2,2,2
3256,0,0,-2,2,0,-1,4
3258,-2,0,0,2,-2,0,2
3259,1,1,1,-3,1,2,3
3260,-2,0,1,1,-3,1,0
3261,-3,3,-1,0,-2,3,2
3262,2,-2,0,0,1,0,1
3263,-1,0,-1,1,-2,1,2
3264,3,-2,0,-1,3,-2,3
3265,3,-3,1,1,-2,3,4
3266,-1,-1,3,-2,-1,3,0
3267,3,0,-2,0,0,1,1
3268,-3,3,-2,0,2,-3,5
3269,0,1,-1,-1,0,0,1
3270,1,-1,1,-1,1,-1,3
3271,-1,2,-1,0,0,0,5
3272,-1,2,-3,3,-1,-1,2
3273,1,-1,-1,3,-2,1,4
3274,-3,3,-3,2,-1,0,2
3275,2,-2,-1,2,-2,3,4
3276,3,-2,-1,3,-2,0,4
3277,-2,1,-2,3,-2,0,2
3278,1,-2,1,-2,1,2,3
3279,3,0,-2,0,0,0,1
3280,0,1,-2,3,-3,3,2
3281,0,-1,3,0,-3,1,0
3282,-2,2,-1,-1,1,-2,5
3283,3,-3,2,1,-3,3,4
3284,0,-1,1,0,-1,1,0
3285,3,0,-3,1,0,1,1
3286,0,2,-3,2,-2,2,2
3287,0,2,-1,1,-2,0,2
3288,-2,-1,3,0,-2,0,0
3289,-2,3,-3,1,0,0,2
3290,-1,-2,3,-2,0,1,3
3291,1,-1,-1,3,-2,2,4
3292,1,0,-1,1,1,-3,1
3293,-2,2,-2,2,0,0,2
3294,-2,1,-1,1,-2,0,2
3295,-3,3,-3,2,-2,3,2
3296,-2,0,0,1,-2,1,0
3297,-1,3,0,-3,1,1,5
3298,-3,0,3,0,-1,0,0
3299,1,-1,0,1,-1,1,4
3300,0,1,-1,1,0,-2,1
3301,1,0,-1,-1,3,-3,1
3302,-2,1,1,-2,0,0,0
3303,1,1,1,-2,-1,2,0
3304,2,0,1,-3,3,-3,3
3305,0,2,-2,0,1,0,5
3306,1,-1,0,0,1,0,1
3307,3,-3,2,-1,1,-1,3
3308,1,-1,1,1,-1,-1,4
3309,-3,3,-3,3,-2,-1,2
3310,2,0,-1,2,-2,1,4
3311,-1,1,-1,0,1,-1,5
3312,0,0,-1,-1,3,-3,1
3313,1,2,-2,2,-1,-1,2
3314,1,0,0,-2,1,0,1
3315,-3,-1,0,0,0,0,0
3316,1,1,1,-3,0,3,3
3317,-1,3,-3,3,-3,3,2
3318,-3,0,3,0,0,-2,0
3319,-2,1,0,0,-1,0,0
3320,1,1,-1,-1,0,1,1
3321,3,0,-3,1,0,0,1
3322,1,0,-1,1,-1,1,4
3323,-1,3,-3,3,-3,3,2
3324,-1,2,-3,3,-3,3,2
3325,2,1,-2,2,-3,3,4
3326,-1,2,-3,3,0,-2,2
3327,2,-2,1,-1,0,2,3
3328,0,1,-2,3,-3,0,2
3329,0,1,-2,3,-2,1,2
3330,1,-2,-1,3,-2,0,4
3331,1,-1,0,1,-1,1,4
3332,-2,3,-1,0,-2,0,2
3333,2,-2,-1,3,-1,1,4
3334,-3,3,-3,2,-1,1,2
3335,3,-3,3,-3,3,-3,3
3336,-2,3,-3,1,2,-3,5
3337,-1,-1,0,0,-1,3,0
3338,1,0,0,0,-1,1,1
3339,0,0,-2,0,0,2,1
3340,-1,0,3,0,-1,0,0
3341,-3,3,0,-3,2,-1,5
3342,0,-1,0,1,-1,-1,4
3343,2,1,-1,0,0,-1,1
3344,-3,3,-2,2,-2,0,2
3345,0,0,-1,1,-2,3,4
3346,-1,3,-3,3,-3,0,2
3347,1,0,-1,0,0,2,1
3348,1,0,-2,3,-3,3,4
3349,1,0,-1,0,0,1,1
3350,-3,0,3,0,0,-3,0
3351,1,-1,2,-1,-2,3,0
3352,-2,1,0,-1,0,2,5
3353,-1,2,-1,-1,0,-1,5
3354,-1,-1,0,1,-1,0,0
3355,1,-2,1,2,0,-2,4
3356,0,2,0,-3,3,-1,5
3357,-1,0,0,2,-3,3,4
3358,-1,0,1,0,-1,0,0
3359,-2,2,-2,3,-2,1,2
3360,3,-2,-1,1,2,-3,1
3361,1,-2,3,-3,3,-3,3
3362,0,-2,0,3,0,-2,4
3363,1,-1,1,-1,0,1,3
3364,-1,0,0,2,-3,2,4
3365,-1,1,0,0,-1,0,0
3366,2,-3,2,-2,3,-3,3
3367,0,1,-3,2,-1,-1,2
3368,0,1,-2,2,-1,1,2
3369,-1,-2,2,1,-2,1,0
3370,-3,2,-1,0,1,0,5
3371,1,-1,1,0,-1,0,0
3372,-2,2,0,0,-2,2,2
3373,-1,-2,3,-3,2,-1,3
3374,-1,1,1,-3,1,1,5
3375,4,-2,2,-3,2,-1,3
3376,1,-1,1,-1,0,1,3
3377,-2,1,-1,0,1,0,5
3378,0,-3,1,0,0,2,0
3379,-2,2,-1,1,-2,1,2
3380,-1,0,1,-1,0,2,0
3381,3,-2,2,-1,-1,1,3
3382,0,-1,0,2,-3,1,4
3383,3,-3,3,-3,3,-3,3
3384,-2,0,0,2,-3,3,2
3385,-3,3,-3,1,0,2,2
3386,3,-2,1,-1,1,-1,3
3387,0,-1,2,0,0,-1,0
3388,2,0,-1,0,1,-1,1
3389,-2,2,0,-1,0,0,5
3390,-3,3,0,-2,1,-2,5
3391,-1,3,-2,-1,3,0,5
3392,2,-2,1,1,-3,2,4
3393,-2,1,-2,2,-1,1,2
3394,-1,3,-2,0,1,-1,5
3395,-2,3,-2,0,2,-3,5
3396,0,-3,3,-3,2,-1,3
3397,3,-1,0,-2,3,-2,3
3398,0,-1,1,-1,0,-1,0
3399,2,-2,3,-3,3,-3,3
3400,-3,3,-2,0,1,0,5
3401,-1,1,-2,1,2,-1,5
3402,3,-1,0,-2,1,2,3
3403,0,1,-1,1,-1,1,2
3404,-1,0,-2,2,-2,3,2
3405,3,-2,-1,3,-2,1,4
3406,-3,0,3,0,-2,1,0
3407,-3,3,0,-3,3,-3,5
3408,-1,1,-1,1,-2,3,2
3409,0,3,-3,3,-3,3,2
3410,0,3,-3,3,-2,-1,2
3411,-3,3,-2,2,-2,1,2
3412,-3,3,-3,3,-2,1,2
3413,-3,0,3,-1,-1,1,0
3414,-3,2,0,1,-3,2,2
3415,0,2,-3,2,-2,3,2
3416,3,-3,3,-2,2,-2,3
3417,-2,2,-2,1,-1,2,2
3418,-1,3,-2,1,0,-1,2
3419,1,-2,1,-2,2,0,3
3420,-3,2,0,-1,0,0,5
3421,3,-2,1,-1,0,2,3
3422,-1,1,0,-1,1,0,5
3423,0,-1,0,1,-1,-1,4
3424,0,1,-1,1,0,-1,1
3425,1,-2,-1,2,0,0,4
3426,0,0,-1,1,-1,1,4
3427,-3,3,-3,1,1,-2,5
3428,0,-1,0,1,0,0,1
3429,-1,1,-1,-1,0,0,5
3431,0,1,1,-1,-2,2,0
3432,1,0,0,0,0,-1,1
3433,1,0,1,-2,1,-1,3
3434,-1,0,-2,2,-1,1,2
3435,0,-1,1,-2,1,2,3
3436,2,0,0,0,-1,1,1
3437,-1,1,-1,1,-1,0,2
3438,3,-2,0,1,1,-3,1
3439,-1,3,-3,3,-3,3,2
3440,2,1,-2,0,0,2,1
3441,-2,0,-1,3,0,-2,2
3442,-1,2,-3,3,-3,3,2
3443,-2,0,3,-1,-2,2,0
3444,1,-3,1,-1,2,-1,3
3445,1,-2,0,1,-1,1,4
3446,-1,-1,1,0,-2,2,0
3447,-2,0,0,0,1,-2,5
3448,-3,3,-2,2,-3,2,2
3450,-2,-1,4,-2,2,-1,3
3451,0,0,1,-1,0,0,0
3452,-2,0,0,1,0,0,0
3453,1,2,-3,1,1,1,1
3454,-1,1,0,0,-1,0,0
3455,1,0,0,-1,0,2,1
3456,1,0,0,-1,-1,3,1
3457,-1,3,-3,0,3,0,5
3458,-3,2,-2,3,-3,2,2
3459,-1,1,-1,1,-1,0,2
3460,-1,1,-1,1,-1,1,2
3461,1,-1,1,0,-1,1,0
3462,-1,0,1,-2,-1,0,0
3463,-2,2,-2,3,-1,-2,2
3464,-2,-1,0,2,-1,2,0
3465,-3,2,-2,3,-1,-1,2
3466,-1,1,-1,0,0,1,5
3467,-2,1,-2,3,-3,1,2
3468,3,-1,0,-1,0,2,1
3469,-1,1,0,0,-1,1,0
3470,-1,1,0,-1,-1,3,0
3471,0,1,-2,3,-3,1,2
3472,-1,1,-1,0,2,-2,5
3473,1,-2,3,-3,3,-1,3
3474,0,4,-3,2,-1,0,2
3475,-1,2,-3,3,-2,1,2
3476,-1,1,-1,1,-2,2,2
3477,1,-3,1,2,-1,-2,4
3478,1,-1,0,-1,3,-2,1
3479,1,0,-1,0,0,2,1
3480,1,2,0,-3,2,1,5
3481,-2,-1,2,-2,3,-2,3
3482,1,-1,1,-2,3,-3,3
3483,-1,3,-3,1,0,1,2
3484,-2,3,-3,3,-1,0,2
3485,-1,1,-1,1,-2,2,2
3486,3,-2,-1,2,-1,0,4
3487,-2,3,-2,0,-1,3,2
3488,-1,1,-2,3,-3,2,2
3489,-1,3,-2,1,0,0,2
3490,-1,1,-2,1,2,-2,5
3491,2,-1,1,-2,2,0,3
3492,-2,0,0,1,-1,1,0
3493,-1,0,1,-1,0,1,0
3494,1,-1,0,2,-1,-1,4
3495,-1,2,-2,1,-1,1,2
3496,2,-1,1,0,-2,3,4
3497,0,-1,1,0,-1,-1,0
3498,0,2,-3,2,0,1,2
3499,-2,2,-2,1,2,-2,5
3500,0,0,0,0,0,0,1
3501,-2,0,1,0,-1,0,0
3502,-3,3,-2,-1,2,-2,5
3503,2,-3,3,-1,-1,1,3
3504,0,-1,0,0,0,1,1
3505,-3,-1,4,-3,-1,0,0
3506,2,0,-1,1,-2,2,4
3507,-2,1,-2,3,-2,1,2
3508,-2,3,-3,3,-2,0,2
3509,1,-2,3,-3,3,0,3
3510,-1,1,-1,2,-3,1,2
3511,-1,1,-1,0,0,1,5
3512,-2,2,-3,3,-2,1,2
3513,-2,2,-1,1,-1,0,2
3514,2,0,1,-3,3,0,3
3515,-2,3,-2,2,-3,3,2
3516,3,-1,-1,2,-1,-1,4
3517,-2,0,0,0,1,-1,5
3518,2,0,1,-3,0,2,3
3519,0,0,-1,1,-1,1,4
3520,1,1,-3,1,-1,3,4
3521,1,-1,1,-2,3,-2,3
3522,-2,3,-3,1,0,2,2
3523,-3,2,-2,3,-2,-1,2
3524,-2,2,-3,3,-3,1,2
3525,-3,1,-1,3,-3,2,2
3526,3,-2,-1,3,-3,3,4
3527,2,1,-2,1,-2,3,4
3528,0,0,0,0,2,-2,1
3529,1,-2,1,-1,3,-1,3
3530,0,3,0,-2,1,-2,5
3531,-2,1,-2,3,-2,2,2
3532,3,-2,2,-2,0,0,3
3533,1,-2,1,-1,1,0,3
3534,1,-1,0,1,0,0,1
3535,-1,1,-1,1,-1,1,2
3536,1,0,-2,3,-3,3,4
3537,-1,2,0,-3,1,0,5
3538,0,-1,3,-1,0,0,0
3539,-3,3,-3,3,-2,0,2
3540,0,1,-1,0,1,0,1
3541,-1,1,-3,3,-2,1,2
3543,0,0,2,-1,-1,1,0
3544,0,-1,0,0,2,-3,1
3545,-3,0,3,-2,1,-1,0
3546,3,-3,2,1,0,-3,3
3547,-2,3,-2,0,2,-2,5
3548,0,-1,-1,3,-3,2,4
3549,-1,0,0,0,1,-1,1
3550,-1,-1,0,0,2,-3,1
3551,-1,2,-1,-2,2,-1,5
3552,2,0,-3,3,-2,1,4
3553,-2,2,0,0,-2,2,2
3554,0,-2,1,2,-3,0,4
3555,1,2,0,-3,0,3,5
3556,-1,3,-2,2,-2,1,2
3557,1,-2,3,-2,1,0,3
3558,-2,3,0,-3,3,-3,5
3559,-2,3,-2,0,0,1,5
3560,-2,1,-2,3,-3,3,2
3561,0,0,0,-2,2,-2,1
3562,-1,-1,3,-2,2,-1,3
3563,-2,1,-2,0,3,-3,5
3564,-3,0,0,3,0,-2,2
3565,-1,1,-2,3,-3,3,2
3566,-1,-2,2,0,-2,3,0
3567,2,-2,1,-2,2,-1,3
3568,3,-2,0,1,-1,1,4
3569,0,-2,3,-2,1,0,3
3570,0,0,0,0,0,0,1
3571,0,1,-2,1,1,-1,1
3572,-3,2,-1,1,-1,0,2
3573,1,-1,0,2,-1,-2,4
3574,-2,1,-1,1,-1,1,2
3575,0,-1,-2,2,-1,2,4
3576,0,-1,1,1,-2,-1,0
3577,1,1,-3,2,0,-1,4
3578,-1,0,-1,1,1,-2,1
3579,-1,0,1,0,0,0,0
3580,-2,0,-1,3,-3,3,2
3581,-1,1,0,-1,0,1,5
3582,-2,3,-3,2,-1,0,2
3583,3,-1,-2,3,-3,3,4
3584,-1,0,0,2,-1,0,4
3585,-3,3,-3,2,0,0,2
3586,0,-2,0,1,1,1,1
3587,0,2,-3,1,2,-3,5
3588,0,0,0,-1,0,1,1
3589,3,-3,3,-3,3,-3,3
3590,-1,1,-2,2,-2,3,2
3591,-2,2,-1,0,-1,1,2
3592,3,-2,2,-2,0,1,3
3593,1,0,0,-1,1,-1,1
3594,0,1,0,-2,3,-2,5
3595,-1,1,-1,1,-1,0,2
3596,-1,0,1,0,-2,2,0
3597,-1,2,-3,2,-2,2,2
3598,0,2,-1,-1,0,0,5
3599,2,-1,0,1,-2,3,4
3600,-1,-1,0,-1,2,0,1
3601,-3,3,-3,2,-1,1,2
3602,1,0,-2,1,1,1,1
3603,3,-1,-2,3,-2,2,4
3604,0,1,-1,-1,1,1,5
3605,1,1,-2,1,-1,0,4
3606,0,1,-1,-1,3,-1,5
3607,-1,3,-2,2,-1,-1,2
3608,-3,3,-1,-2,3,-3,5
3609,3,-2,1,1,-3,1,4
3610,0,1,1,0,-2,3,0
3611,-2,0,2,-1,0,-1,0
3612,0,0,-1,2,-2,2,4
3613,1,0,-1,-1,3,-3,1
3614,3,-3,1,2,-3,3,4
3615,0,0,-2,0,0,3,1
3616,-3,0,2,1,-1,-1,0
3617,-2,1,1,0,-1,1,0
3618,-1,-1,0,1,-1,1,0
3619,0,-1,-1,3,-2,2,4
3620,-2,0,0,0,0,1,0
3621,-2,1,0,-1,1,-1,5
3622,3,-2,0,-1,3,0,3
3623,-2,3,-1,-2,2,1,5
3624,0,2,-3,3,-2,1,2
3625,-3,2,1,-2,0,1,5
3626,0,1,-3,2,-1,1,2
3627,-3,3,-2,2,-2,0,2
3628,-1,0,0,2,-1,-1,4
3629,3,0,-2,-1,3,-3,1
3630,0,-1,1,1,-3,2,0
3631,1,0,-1,1,-2,2,4
3632,3,-2,1,1,-2,0,4
3633,0,3,-1,0,-1,1,2
3634,-2,0,1,-1,-1,1,0
3635,-2,3,-1,1,-2,-1,2
3636,0,0,-2,2,-1,1,4
3637,2,-3,1,-1,3,-3,3
3638,-1,-1,1,-1,0,0,0
3639,4,-1,-1,1,0,-1,1
3640,-1,0,-1,0,0,1,1
3641,-3,3,0,-3,3,-2,5
3642,-1,2,-2,1,-1,1,2
3643,-1,3,-3,3,-3,2,2
3644,-1,-2,2,-2,2,0,3
3645,-1,3,-2,1,0,-1,2
3646,-2,2,-1,1,-2,2,2
3647,1,-1,0,0,0,2,1
3648,-1,0,0,1,-1,-1,0
3649,-1,0,-1,2,-2,0,2
3650,1,-1,2,-3,0,3,3
3651,3,-2,1,0,-2,3,4
3652,-1,3,-3,1,1,1,5
3653,-2,0,-1,3,-3,3,2
3654,-1,4,-3,3,-2,2,2
3655,3,0,-3,2,0,-1,4
3656,-3,3,-1,1,-2,0,2
3657,-3,3,-1,1,-3,2,2
3658,-3,3,-3,3,-3,-1,2
3659,1,-2,3,-2,0,2,3
3660,0,0,-1,0,1,0,1
3661,-2,3,-3,3,-3,3,2
3662,0,-2,3,-1,-1,-1,0
3663,1,1,-1,1,-2,1,4
3664,3,-3,3,-2,1,-2,3
3665,0,0,-2,-1,0,3,1
3666,1,0,-1,1,-1,1,4
3667,-2,1,-1,1,0,-1,2
3668,3,0,-3,1,0,2,1
3669,0,-1,0,0,0,1,1
3670,-2,1,-1,2,-3,3,2
3671,-1,1,-1,1,0,-1,2
3672,-3,0,3,0,-2,0,0
3673,1,0,-2,2,0,-1,4
3674,3,-1,1,-2,2,-3,3
3675,-1,-1,1,1,-3,3,0
3676,0,-1,-1,3,-3,2,4
3677,0,-2,1,-1,-1,1,0
3678,2,-1,2,-3,3,-3,3
3679,-3,3,-1,-1,0,1,5
3680,2,-3,1,2,-3,3,4
3681,2,-3,2,1,-2,1,4
3682,-1,1,-1,0,1,-1,5
3683,-1,0,0,0,0,1,0
3684,1,1,-3,3,-1,-1,4
3685,-1,2,-1,-1,-1,3,5
3686,-1,0,2,-2,0,2,0
3687,1,-1,0,0,-2,2,4
3688,0,0,-1,1,-2,1,4
3689,2,-3,3,-2,1,-1,3
3690,-2,3,-3,2,0,0,2
3691,1,0,0,0,0,1,1
3692,-2,2,-2,-1,2,-2,5
3693,-3,2,-2,3,-3,3,2
3694,-2,0,0,1,-1,-1,0
3695,1,-1,2,-3,2,-1,3
