CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_고가_clust_id
2371,0,0,0,0,0,0,0
2372,0,-1,-1,-1,3,0,0
2373,-3,2,-2,3,-2,0,5
2374,-2,-1,0,0,3,-1,0
2375,0,0,0,0,-1,1,0
2376,0,-1,-1,2,0,-2,0
2377,0,4,-3,-1,0,0,4
2378,3,-3,3,-2,-1,3,2
2379,0,0,0,0,0,0,0
2380,0,0,0,2,0,-2,0
2381,0,0,0,0,0,0,0
2382,-1,0,-2,-1,4,-1,4
2383,1,0,-3,3,-3,3,3
2384,-2,1,-1,0,1,-1,0
2385,-2,1,-2,3,-2,1,5
2386,-3,-1,0,0,0,0,0
2387,3,-3,3,-3,3,-3,2
2388,0,0,0,0,0,0,0
2389,0,0,0,0,0,0,0
2390,2,-2,0,3,-1,0,3
2391,-3,3,-3,2,-2,-1,5
2392,2,-1,-2,3,-1,-2,3
2393,-1,0,-1,0,0,2,0
2394,0,-2,1,2,-1,-1,3
2395,0,4,-3,-1,0,4,4
2396,3,-3,3,-3,2,-1,2
2397,0,0,0,0,0,0,0
2398,0,0,0,0,4,-2,0
2399,0,0,0,0,0,0,0
2400,3,-3,3,0,-1,-2,2
2401,0,0,0,4,-3,-1,3
2402,1,-2,2,1,-2,-1,3
2403,0,0,4,-3,-1,0,1
2404,-1,0,4,-3,-1,0,1
2405,0,0,0,0,0,4,0
2406,-1,-1,0,0,0,0,0
2407,0,0,0,0,0,0,0
2408,-1,0,0,0,0,0,0
2409,-1,1,0,-1,1,-1,0
2410,-1,0,4,-3,-1,0,1
2411,-2,3,-3,3,-3,2,5
2412,3,-3,-1,0,4,-2,2
2413,-1,0,1,0,-1,0,0
2414,-3,3,-1,0,-2,3,5
2415,-1,0,4,-3,3,0,1
2416,0,1,-2,2,0,-1,5
2417,0,0,0,0,0,0,0
2418,4,-3,-1,0,0,0,2
2419,0,0,0,0,0,0,0
2420,-3,3,0,-3,2,1,4
2421,-1,-2,-1,0,0,4,0
2422,-1,4,-2,0,1,-1,4
2423,2,0,-1,-1,3,-3,0
2424,-1,0,0,4,-3,-1,3
2425,-2,-1,3,-3,3,-1,1
2426,-1,0,0,0,0,0,0
2427,2,0,-3,1,2,-2,0
2428,1,-2,1,2,-2,0,3
2429,1,-3,0,1,2,-3,2
2430,-2,1,-1,1,0,0,0
2431,3,-3,3,0,-1,-2,2
2432,0,-1,3,-1,-1,-1,1
2433,-1,2,-3,3,-1,-2,5
2434,0,-2,2,0,-1,-1,1
2435,2,0,-1,1,0,-1,0
2436,0,0,0,0,0,0,0
2437,-2,1,-1,2,-2,1,5
2438,-3,-1,0,4,-1,-1,3
2439,-3,2,-2,1,2,-3,4
2440,-1,0,4,-1,-2,3,1
2441,0,0,0,0,4,-3,0
2442,0,0,0,0,0,0,0
2443,-1,-1,0,3,-1,-1,3
2444,0,0,0,0,0,0,0
2445,0,0,0,0,0,0,0
2446,0,-2,0,1,0,-1,0
2447,0,0,0,4,-3,-1,3
2448,0,0,0,0,0,0,0
2449,0,0,1,0,0,0,0
2450,0,0,0,0,4,-3,0
2451,0,1,-1,-1,2,0,0
2452,0,0,0,0,0,0,0
2453,-3,2,-1,1,1,-3,4
2454,0,0,0,0,0,0,0
2455,0,0,0,0,0,0,0
2456,1,1,-1,0,-2,1,0
2457,0,-3,0,0,3,-3,0
2458,0,3,0,-2,-1,3,4
2459,-3,3,-3,-1,0,0,4
2460,0,2,-3,3,-2,0,5
2461,-1,-1,3,0,-3,1,1
2462,3,-3,2,0,0,-2,2
2463,-3,0,3,-2,0,2,1
2464,-1,-1,0,1,0,-1,0
2465,0,0,-2,2,1,-1,0
2466,0,0,0,0,0,0,0
2467,0,0,0,0,0,0,0
2468,-1,-2,2,-1,0,0,1
2469,-3,-1,0,0,4,-3,0
2470,3,-3,-1,0,0,0,2
2471,0,3,0,-1,-2,3,4
2472,-2,1,-1,1,-1,1,5
2473,0,0,1,-1,1,-2,0
2474,-1,3,0,-1,-1,-1,4
2475,0,0,4,-3,-1,0,1
2476,4,-3,-1,0,0,0,2
2477,-1,-1,3,-2,1,0,1
2478,1,-2,2,-1,2,-2,2
2479,-3,-1,4,-3,-1,0,1
2480,0,0,0,0,0,0,0
2481,-2,1,1,1,-3,3,5
2482,-3,-1,4,-2,1,-2,1
2483,0,0,0,0,0,0,0
2484,-3,2,1,-2,0,2,4
2485,3,-1,-1,1,-1,-1,3
2486,-3,1,1,-2,3,-2,4
2487,-3,2,-2,3,-1,-2,5
2488,0,0,-1,3,-2,-1,3
2489,0,0,4,-3,-1,0,1
2490,1,-2,2,0,0,-1,2
2491,-2,0,-1,3,-3,2,3
2492,-3,-1,4,-2,0,-1,1
2493,-3,3,0,-3,-1,4,4
2494,-2,3,-1,1,-3,0,5
2495,0,2,-2,-1,0,3,4
2496,0,3,-1,1,-2,0,5
2497,0,-3,3,0,-2,0,1
2498,-3,2,-1,0,1,-1,4
2499,1,0,-1,1,-2,3,3
2500,0,0,4,-3,-1,0,1
2501,1,-1,1,-1,1,-1,0
2502,-1,0,-2,2,1,-3,0
2503,3,-2,1,-1,2,-3,2
2504,-1,-1,3,0,-1,-2,1
2505,-1,2,-1,-2,3,-3,4
2506,2,-3,3,-2,0,2,2
2507,2,-2,-1,4,-3,3,3
2508,0,0,0,0,0,0,0
2509,-3,1,2,-3,-1,0,1
2510,-1,0,1,0,-1,1,0
2511,0,0,0,0,0,0,0
2512,-1,0,0,0,0,0,0
2513,-1,0,3,-2,0,2,1
2514,-1,-1,0,4,-1,-2,3
2515,-2,1,2,-3,3,-1,1
2516,-3,3,-3,3,-3,-1,5
2517,-1,1,0,-2,3,-1,4
2518,4,-3,-1,0,0,0,2
2519,-1,0,0,0,0,0,0
2520,-1,3,-3,3,-3,3,5
2521,-2,2,-1,2,-3,1,5
2522,0,1,-1,0,2,-3,0
2523,-1,-1,3,-3,0,3,1
2524,0,4,0,-3,-1,0,4
2525,0,4,0,0,-3,2,5
2526,2,0,-2,2,0,-1,3
2527,-1,1,-1,0,1,-1,0
2528,-3,-1,4,-3,-1,0,1
2529,0,-1,0,0,1,-1,0
2530,0,4,-3,3,-3,-1,5
2531,4,-3,-1,4,-3,-1,3
2532,0,0,0,0,0,0,0
2533,0,0,0,0,0,0,0
2534,-2,0,3,-1,-2,3,1
2535,0,0,0,0,0,0,0
2536,3,-3,-1,0,0,0,2
2537,0,0,0,0,0,0,0
2538,-1,-2,1,2,0,-3,0
2539,-2,1,-2,3,-3,3,5
2540,-2,2,0,-2,2,-2,4
2541,-1,2,1,-2,1,-2,4
2542,3,-2,-1,-1,4,-3,2
2543,4,0,-1,-1,1,-1,2
2544,-1,-1,3,-3,3,0,1
2545,0,4,-3,-1,0,0,4
2546,2,-3,3,-3,3,-3,2
2547,0,0,0,0,0,0,0
2548,-1,-1,2,1,-3,2,3
2549,0,0,0,0,0,0,0
2550,-1,-2,2,-2,3,-2,1
2551,0,0,0,0,0,0,0
2552,-3,3,-3,3,-3,2,5
2553,-3,1,-1,-1,4,0,4
2554,3,-3,3,-2,2,-3,2
2555,-3,-1,0,0,0,0,0
2556,-3,3,-1,-2,3,-3,4
2557,4,-1,-2,3,-3,3,3
2558,-2,3,-1,-2,1,0,4
2559,-2,3,-2,0,0,-1,4
2560,0,4,-3,-1,0,4,4
2561,3,-3,2,-2,3,-3,2
2562,0,0,0,0,0,0,0
2563,0,4,0,-3,-1,0,4
2564,-1,0,0,4,-3,-1,3
2565,0,0,0,0,0,0,0
2566,-3,2,1,-3,3,-3,4
2567,0,4,0,-3,-1,4,4
2568,0,0,0,0,0,0,0
2569,0,4,-2,1,-1,-1,5
2570,0,1,1,0,-1,1,0
2571,-3,3,0,-1,-2,3,4
2572,2,-3,3,-3,0,-1,2
2573,-1,3,-3,3,-3,2,5
2574,0,-1,1,0,-1,1,0
2575,0,-2,3,-1,-1,0,1
2576,0,0,0,0,0,0,0
2577,-1,0,0,0,0,0,0
2578,3,-2,-1,2,-2,3,3
2579,-1,1,0,0,-2,3,0
2580,1,1,-3,2,-2,2,5
2581,2,-1,-1,-1,3,-2,2
2582,0,0,0,4,-2,-1,3
2583,-2,2,-1,-1,1,1,4
2584,3,-3,3,-3,3,-3,2
2585,-3,-1,0,4,-1,-1,3
2586,-3,3,-3,3,-2,-1,5
2587,-1,0,-2,3,-2,1,3
2588,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,0
2590,-3,2,0,-2,3,-3,4
2591,0,1,0,0,-1,1,0
2592,-1,0,3,-1,0,0,1
2593,-2,-1,3,-1,0,-1,1
2594,-1,0,4,-3,-1,0,1
2595,-3,3,-3,3,-3,3,5
2596,4,-3,-1,0,0,0,2
2597,2,-3,2,-2,3,0,2
2598,2,1,-3,2,0,-2,3
2599,0,0,0,0,0,0,0
2600,0,0,0,0,0,0,0
2601,3,0,-2,-1,2,-1,2
2602,0,-1,-1,3,-3,3,3
2603,0,0,0,0,0,0,0
2604,1,-1,1,-1,1,1,0
2605,1,-2,3,-2,1,-2,1
2606,0,0,0,0,0,0,0
2607,0,0,0,0,0,0,0
2608,0,0,0,-1,-1,3,0
2609,-1,-1,3,-3,3,-3,1
2610,-1,1,-2,-1,0,4,4
2611,0,0,0,0,0,0,0
2612,-1,-1,2,-1,-2,2,1
2613,-1,-1,-1,3,-1,-1,3
2614,-1,-1,3,-3,3,-3,1
2615,-3,-1,4,-3,-1,0,1
2616,0,0,0,1,-2,3,3
2617,0,0,4,-3,3,0,1
2618,0,0,4,-3,-1,0,1
2619,3,-2,0,1,-2,3,3
2620,0,0,0,0,0,0,0
2622,0,0,0,4,0,-3,3
2623,-3,3,-2,0,2,-3,4
2624,-1,2,0,0,0,-2,0
2625,1,-1,0,-1,3,-1,0
2626,0,-2,1,2,-3,3,3
2627,0,2,-3,0,3,-3,4
2628,-3,-1,0,0,0,0,0
2629,-2,1,0,-1,1,-1,0
2630,4,-3,3,-3,-1,4,2
2631,-2,-1,0,0,4,-3,0
2632,0,1,0,-1,1,0,0
2633,-3,2,-2,0,3,-3,4
2634,0,1,-2,3,-2,0,5
2635,4,-3,-1,0,0,0,2
2636,0,0,4,-3,-1,0,1
2637,0,0,0,0,0,0,0
2638,3,-3,3,-3,3,-1,2
2639,1,-2,2,1,-3,3,3
2640,-2,0,3,-2,1,1,1
2641,-2,0,2,-1,1,-1,1
2642,-1,1,-3,1,2,0,4
2643,-3,3,-3,3,-3,2,5
2644,3,-1,0,-2,-1,4,2
2645,0,1,-1,2,-2,0,5
2646,0,1,-1,1,-1,0,0
2647,0,0,0,0,0,0,0
2648,1,0,1,0,1,-3,0
2649,-1,2,-3,3,-2,-1,5
2650,0,0,4,-3,-1,0,1
2651,-1,0,0,0,0,0,0
2652,1,-1,0,1,0,-2,0
2653,3,-1,-1,2,-3,3,3
2654,-3,3,-2,0,2,-2,4
2655,-1,-1,2,1,-2,0,0
2656,2,0,-1,1,0,-1,0
2657,-1,2,1,-2,0,0,4
2658,0,0,4,-3,3,-3,1
2659,-3,-1,4,-1,1,-1,1
2660,-2,3,-3,3,-2,0,5
2661,0,0,2,-2,-1,2,1
2662,1,-1,0,1,-1,1,0
2663,2,-2,0,1,-1,1,3
2664,-3,0,3,-2,2,-2,1
2665,1,-2,-1,0,3,-3,0
2666,-3,3,0,-3,-1,0,4
2667,-3,-1,0,0,0,0,0
2668,0,0,0,0,0,0,0
2669,3,-3,2,0,-2,-1,2
2670,0,0,4,-3,3,-3,1
2671,-1,1,-1,1,1,-2,0
2672,0,0,0,0,0,0,0
2673,3,-3,-1,4,-3,0,3
2674,0,0,0,0,0,0,0
2675,1,-1,0,1,-1,0,0
2676,0,0,0,0,4,-3,0
2677,-3,3,-1,-2,-1,0,4
2678,-1,-1,-1,3,-3,1,3
2679,-2,1,-2,3,-2,1,5
2680,0,0,0,0,0,0,0
2681,-3,0,3,-2,-1,3,1
2682,-1,0,3,-3,3,-3,1
2683,3,-3,3,-3,3,-2,2
2684,3,-2,1,1,-3,2,3
2685,3,-3,3,-2,-1,3,2
2686,2,-1,0,-2,0,3,2
2687,0,0,0,0,0,0,0
2688,-3,-1,0,0,0,0,0
2689,0,0,0,0,0,4,0
2690,-1,1,-1,1,0,0,0
2691,-3,-1,0,0,0,0,0
2692,-3,1,0,2,0,-3,5
2693,0,0,0,0,0,0,0
2694,2,-3,3,-3,2,1,2
2695,1,2,-3,3,-2,-1,5
2696,-3,-1,0,4,-3,0,3
2697,1,-2,2,0,-1,2,2
2698,-1,1,1,1,-2,1,0
2699,0,0,0,0,0,0,0
2700,-1,4,-3,-1,0,4,4
2701,4,-3,-1,0,0,0,2
2702,0,-1,4,-2,-1,3,1
2703,0,0,0,0,0,0,0
2704,4,-3,3,-3,-1,0,2
2705,-1,0,0,4,-2,-1,3
2706,-1,1,-1,0,1,0,0
2707,1,-1,2,-2,0,-1,1
2708,-2,0,-1,3,0,-3,5
2710,-2,-1,2,1,-1,-1,0
2711,0,0,0,4,-3,-1,3
2712,-3,3,-3,1,-1,3,5
2713,0,0,0,0,0,0,0
2714,0,0,0,0,0,0,0
2715,-1,1,-1,0,1,-2,0
2716,2,-3,3,-3,3,-3,2
2717,-2,0,0,1,-1,0,0
2718,0,0,4,0,-3,-1,1
2719,0,0,0,0,0,0,0
2720,-3,0,3,0,-2,1,1
2721,0,0,0,0,0,0,0
2722,1,-1,1,-1,2,-3,0
2723,0,-1,-1,-1,4,0,0
2724,-2,-1,4,-3,-1,4,1
2725,-1,0,0,2,-1,-1,0
2726,1,-1,1,0,-2,2,0
2727,0,0,0,0,0,0,0
2728,0,0,0,0,0,0,0
2729,-3,3,-2,1,-2,-1,5
2730,0,0,0,0,0,0,0
2731,-3,3,-3,-1,4,-3,4
2732,-1,4,-3,-1,0,0,4
2733,-3,-1,0,0,0,0,0
2734,0,0,0,0,0,0,0
2735,1,-1,1,0,-1,1,0
2736,0,-2,3,-2,-1,3,1
2737,-2,3,-2,-1,3,-1,4
2738,0,0,4,-3,-1,0,1
2739,3,-3,3,0,-2,-1,2
2740,0,0,0,4,-3,-1,3
2741,-2,3,-3,1,-1,0,5
2742,3,-3,3,-2,0,1,2
2743,0,0,0,0,0,0,0
2744,0,0,0,0,0,0,0
2745,-3,-1,0,0,0,0,0
2746,0,0,0,0,0,0,0
2747,0,0,0,4,-3,-1,3
2748,0,0,0,0,0,0,0
2749,0,0,-1,0,-1,3,0
2750,3,-3,-1,0,0,0,2
2751,-1,3,-1,-2,2,-2,4
2752,-1,0,0,0,0,0,0
2753,2,-1,1,0,-2,3,2
2754,-1,3,-2,-1,2,1,4
2755,0,4,-3,-1,0,0,4
2756,-3,2,-2,1,2,-1,4
2757,0,-3,3,-3,0,3,1
2758,-1,0,-1,-1,3,-3,0
2759,-2,3,-3,3,-3,1,5
2760,0,-1,-1,4,-3,3,3
2761,-2,0,1,-2,3,-3,0
2762,3,-3,0,3,0,-2,3
2763,-1,0,1,0,-1,1,0
2764,0,0,0,0,0,0,0
2765,0,0,4,-3,-1,0,1
2766,0,0,0,0,0,0,0
2767,-2,2,-3,3,-3,2,5
2768,-1,4,-3,-1,0,0,4
2769,-3,3,-3,-1,0,4,4
2770,-1,0,-2,-1,4,-2,4
2771,0,-1,3,-3,2,1,1
2772,4,0,-2,0,1,-2,2
2774,2,-3,3,0,-1,0,2
2775,0,0,0,0,0,0,0
2776,2,-2,3,-2,1,0,2
2777,-2,1,0,-2,3,-3,4
2778,-1,-1,3,-2,0,0,1
2779,0,-1,0,2,-2,0,3
2780,4,-3,3,-1,-2,0,2
2781,-1,0,-1,3,-3,0,3
2782,-2,0,-1,3,0,0,5
2783,0,-1,0,4,-3,-1,3
2784,0,4,-1,0,-2,3,5
2785,0,0,0,4,-3,-1,3
2786,0,2,-1,1,0,-1,0
2787,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0
2789,0,0,0,0,0,4,0
2790,0,0,0,0,0,0,0
2791,-3,3,-3,3,-2,1,5
2792,-1,1,1,-2,1,-2,0
2793,3,-3,-1,0,4,-3,2
2794,2,-2,-1,3,-2,-1,3
2795,-3,0,-1,4,-1,-2,5
2796,1,-2,3,-1,-1,1,1
2797,1,0,2,-2,1,-2,1
2798,0,-3,-1,4,-3,-1,3
2799,0,0,0,0,0,0,0
2800,-2,-1,2,1,-2,-1,0
2801,-1,3,0,-3,3,-3,4
2802,-3,-1,0,4,-3,-1,3
2803,0,0,0,0,0,0,0
2804,-2,-1,2,1,-2,0,0
2805,-3,3,-1,-2,-1,4,4
2806,-2,3,-3,3,-3,2,5
2807,-1,-1,3,-3,3,-2,1
2808,0,0,1,-2,3,-1,0
2809,-1,-1,3,-1,-1,-1,1
2810,2,-2,-1,3,-2,1,3
2811,-1,3,0,-3,2,-2,4
2812,3,0,-3,3,-2,2,3
2813,0,0,0,4,-3,-1,3
2814,0,0,0,0,4,-3,0
2815,4,-3,-1,0,0,0,2
2816,-1,0,0,4,-3,-1,3
2817,-3,3,-2,-1,3,-2,4
2818,3,-2,-1,3,-3,3,3
2819,3,-2,-1,3,-3,3,3
2820,3,-3,3,-1,0,-1,2
2821,2,-2,0,1,-1,0,3
2822,4,-3,3,-3,-1,0,2
2823,0,-1,1,-1,1,0,0
2824,1,-2,2,1,-3,3,3
2825,0,0,4,-3,3,-2,1
2826,-3,1,2,-2,0,1,1
2827,0,4,-3,-1,0,0,4
2828,0,0,-2,3,-3,1,3
2829,-1,1,-2,2,-1,-1,5
2830,0,3,-3,0,3,0,4
2831,0,4,-3,-1,0,0,4
2832,-2,2,-3,3,-1,-2,5
2833,-3,3,-3,3,-3,-1,5
2834,-2,3,-1,-1,0,0,4
2835,4,-3,-1,0,0,0,2
2836,-1,-2,3,-1,-2,2,1
2837,0,4,-1,0,-2,2,5
2838,1,0,1,-3,3,-2,1
2839,0,0,0,0,0,0,0
2840,0,0,0,0,0,0,0
2841,0,0,0,0,0,0,0
2842,0,0,0,0,0,0,0
2843,-2,3,-2,0,1,-1,4
2844,4,-3,3,-3,3,-3,2
2845,1,-3,3,0,-3,3,1
2846,-1,0,1,0,0,-1,0
2847,3,-3,3,-3,-1,0,2
2848,0,3,-3,0,-1,4,5
2849,0,1,-1,2,-2,0,5
2850,0,0,0,0,4,-3,0
2851,4,0,-3,-1,4,-1,2
2852,0,0,-2,2,-1,0,3
2853,0,0,0,0,0,0,0
2854,-3,-1,0,0,0,0,0
2855,3,-3,3,-1,-1,-1,2
2856,0,-1,3,-1,-1,1,1
2857,1,-1,-1,4,-3,-1,3
2858,0,0,0,0,0,0,0
2859,0,0,0,0,0,0,0
2860,-3,-1,4,-3,-1,4,1
2861,-2,2,-2,3,-2,0,5
2862,0,-2,3,-1,0,-1,1
2863,0,-1,1,-1,-1,3,0
2864,-1,-1,2,-2,-1,0,1
2865,0,0,0,4,-3,-1,3
2866,0,4,-3,-1,0,0,4
2867,-1,0,-2,3,-3,3,3
2868,-1,-2,3,-2,-1,0,1
2869,0,0,4,-3,-1,0,1
2870,-3,3,-3,3,-2,1,5
2871,1,2,-3,3,-1,0,5
2872,0,0,0,0,0,4,0
2873,0,0,0,0,0,4,0
2874,-2,2,-3,3,0,-3,5
2875,4,0,-2,0,-1,3,2
2876,-1,1,-1,1,-2,-1,5
2877,4,-3,-1,0,0,0,2
2878,2,-3,3,-2,1,0,2
2879,-1,-1,3,-1,-2,3,1
2880,4,-3,-1,0,0,0,2
2881,0,0,0,0,0,0,0
2882,0,0,0,0,0,4,0
2883,0,4,-3,3,-3,-1,5
2884,0,0,0,0,0,0,0
2885,0,0,0,0,0,4,0
2886,-1,0,0,0,0,0,0
2887,1,0,-1,2,-3,2,3
2888,-2,2,-2,-1,3,-2,4
2889,3,0,-1,-2,3,-3,2
2890,1,-1,0,1,-1,-1,0
2891,-1,3,-3,3,-1,-1,5
2892,1,-2,2,-1,0,0,2
2893,0,-3,0,3,-1,0,3
2894,4,-3,3,-3,-1,4,2
2895,0,0,0,0,0,0,0
2896,1,-2,3,-3,3,-3,1
2897,3,0,-3,1,-1,3,3
2898,-1,3,0,-3,2,-2,4
2899,3,-3,0,-1,4,-1,2
2901,0,3,-3,-1,4,-3,4
2902,0,0,0,0,0,0,0
2903,-1,-2,3,-3,-1,4,1
2904,-1,-2,3,-3,3,-2,1
2905,0,0,0,0,0,0,0
2906,1,-1,1,-1,0,2,0
2907,0,0,0,0,0,0,0
2908,1,1,1,-2,0,1,0
2909,-1,0,0,0,0,0,0
2910,-1,-1,3,-1,0,-1,1
2911,0,0,0,0,0,0,0
2912,-2,2,-3,2,0,-1,5
2913,0,0,0,0,0,0,0
2914,-1,0,0,0,0,0,0
2916,-1,-2,3,-3,0,3,1
2917,0,4,-2,2,-3,-1,5
2918,-1,2,-1,1,1,-2,4
2919,0,0,0,0,0,0,0
2920,1,0,-2,2,-1,0,3
2921,-1,0,4,-3,3,-1,1
2922,0,0,0,0,0,0,0
2924,-1,1,-1,-1,3,-1,4
2925,3,-1,-2,3,-2,2,3
2926,1,-2,0,1,-1,0,3
2927,-1,4,0,-1,-1,0,4
2928,3,-1,1,-2,-1,3,2
2929,1,0,2,0,-2,-1,0
2930,0,0,0,0,0,0,0
2931,-3,3,-2,2,-3,-1,5
2932,1,2,-3,3,-2,2,5
2933,-2,0,2,-2,1,-1,1
2934,0,0,0,0,0,0,0
2935,0,0,0,0,0,0,0
2936,-1,0,0,0,0,0,0
2937,-1,-2,2,0,-1,1,1
2938,-3,-1,0,0,0,0,0
2939,0,0,0,0,0,0,0
2940,0,1,0,0,-1,1,0
2941,0,-3,3,-1,-2,0,1
2942,0,0,0,0,0,0,0
2943,-3,-1,0,0,0,0,0
2944,2,-3,2,-1,2,-3,2
2946,0,0,0,0,4,-3,0
2947,-3,3,-3,3,-3,2,5
2948,0,0,0,0,0,0,0
2949,0,1,1,-3,2,-1,1
2950,0,0,0,0,0,0,0
2951,-1,1,1,-3,3,-3,4
2952,0,0,0,0,0,0,0
2953,-1,0,-2,1,1,0,0
2954,3,-3,0,-1,4,-3,2
2955,0,0,0,0,0,0,0
2956,4,-2,-1,-1,0,4,2
2957,-1,-1,1,-1,-1,3,0
2958,-1,0,2,1,-2,0,0
2959,-1,-1,3,0,-2,-1,1
2960,4,-1,-2,-1,0,0,2
2961,0,0,0,0,4,-3,0
2962,1,0,0,1,-2,-1,3
2963,0,0,0,0,0,0,0
2964,-2,1,-1,0,0,1,0
2965,0,4,-3,-1,0,0,4
2966,0,0,0,0,0,0,0
2967,0,-2,2,1,-2,-1,3
2968,3,-3,1,2,-2,0,3
2969,0,4,-3,-1,0,0,4
2970,2,-2,0,0,0,1,2
2971,1,-1,1,-1,2,-1,0
2972,4,-3,-1,4,-3,3,3
2973,-2,3,-2,2,-3,3,5
2974,2,-2,3,-3,3,-3,2
2975,0,0,0,0,0,0,0
2976,1,-1,1,-2,2,1,2
2977,-1,-1,4,-3,0,-1,1
2978,3,-3,0,-1,4,-3,2
2979,1,0,2,-3,1,-1,1
2980,-1,-1,0,2,-3,3,3
2981,-2,3,-1,-2,3,-2,4
2982,1,-3,2,0,-1,0,2
2983,-1,0,1,-1,0,2,0
2984,0,0,0,0,0,0,0
2985,1,2,-1,-1,-1,3,0
2986,-2,-1,3,-3,3,-3,1
2987,0,4,-3,3,-1,-1,5
2988,0,0,0,0,0,4,0
2989,4,-3,-1,0,0,0,2
2990,-1,0,0,0,0,0,0
2991,-3,3,-1,-2,3,-3,4
2992,3,-1,-1,-1,3,-3,2
2993,0,4,-3,-1,0,0,4
2994,0,3,-2,0,0,1,4
2995,4,-3,-1,0,0,4,2
2996,-1,2,1,-2,0,1,4
2997,-3,2,-1,1,-1,1,5
2998,-1,1,-2,3,-1,-1,5
2999,0,0,0,0,0,0,0
3000,0,0,0,4,-3,-1,3
3001,3,-2,-1,3,-3,3,3
3002,0,0,4,-3,-1,0,1
3003,-1,0,3,-3,2,-1,1
3004,0,4,-3,-1,0,0,4
3005,2,-1,0,0,0,-1,2
3006,0,-1,2,-3,0,0,1
3007,0,0,0,0,0,0,0
3008,0,3,-2,-1,-1,0,4
3009,0,-1,0,1,-1,1,0
3010,2,-3,0,3,-1,-2,3
3011,2,-3,3,-3,3,-3,2
3012,-2,0,0,-1,0,-1,0
3013,-2,0,2,1,-3,0,0
3014,-1,3,-2,2,0,-3,5
3015,-2,2,1,-2,-1,2,4
3016,-1,-2,1,0,2,-2,0
3017,0,0,0,4,-3,-1,3
3018,3,-2,-1,3,-2,0,3
3019,-1,4,-3,-1,0,0,4
3020,0,0,0,0,0,0,0
3021,3,-2,0,1,-1,0,2
3022,0,0,0,0,0,4,0
3023,0,0,0,0,0,0,0
3024,4,-3,-1,0,0,0,2
3025,0,-3,2,-2,0,3,1
3026,-1,-1,1,0,-2,1,0
3027,-1,0,1,1,-2,-1,0
3028,-3,-1,0,0,0,0,0
3029,-1,2,-1,-2,0,3,4
3030,3,-3,3,-3,3,-2,2
3031,0,1,-1,1,1,-2,0
3032,1,0,2,-3,3,-3,1
3033,-1,0,1,1,-3,0,3
3034,-2,3,-3,2,1,-1,5
3035,0,0,0,4,-3,3,3
3036,0,0,0,0,0,0,0
3037,3,-1,1,-2,0,0,2
3038,0,0,0,4,-3,-1,3
3039,0,0,0,0,0,0,0
3040,0,2,-3,3,-3,3,5
3041,0,0,0,0,0,0,0
3042,0,0,0,0,0,0,0
3043,0,-1,1,0,-2,3,0
3044,-2,2,-1,0,-2,1,5
3045,2,0,-1,1,0,-1,0
3046,0,0,0,0,0,0,0
3047,-3,0,1,2,-3,0,5
3048,1,-1,1,-1,0,1,0
3049,0,0,0,0,0,0,0
3050,0,4,-2,-1,3,-3,4
3051,1,-2,2,-1,2,-3,2
3052,3,-3,3,-3,3,-3,2
3053,0,0,0,0,4,-3,0
3054,0,1,-2,3,-1,-1,5
3055,-3,-1,4,-3,0,-1,1
3056,0,-3,3,-1,1,-3,1
3057,0,0,0,0,0,0,0
3058,0,0,0,0,4,-3,0
3059,0,0,0,0,0,0,0
3060,0,0,-1,0,0,0,0
3061,-3,2,1,-3,-1,4,4
3062,0,0,0,0,0,0,0
3063,0,0,0,0,0,0,0
3064,3,-3,3,-3,3,-1,2
3065,0,0,0,0,0,0,0
3066,3,-2,1,-1,2,-1,2
3067,0,0,0,0,0,0,0
3068,1,-2,0,1,-1,0,3
3069,3,-3,0,2,0,1,2
3070,1,-3,2,0,-2,2,2
3071,0,0,0,0,0,0,0
3072,-1,0,0,0,0,0,0
3073,0,0,0,0,0,0,0
3074,-1,0,-1,-1,2,1,0
3075,0,4,-3,-1,0,0,4
3076,-2,0,1,1,-2,-1,0
3077,-1,1,0,-1,1,-1,0
3078,0,0,0,0,0,0,0
3079,0,0,-2,2,-1,1,3
3080,3,-3,3,-2,1,-2,2
3081,1,-2,0,0,0,0,0
3082,-1,1,-1,2,-2,0,5
3083,-3,3,-1,-1,1,1,4
3084,0,0,0,0,0,0,0
3085,-1,3,-2,1,-1,-1,5
3086,2,-3,3,-2,1,-2,2
3087,4,-2,-1,3,-3,-1,3
3088,3,-3,-1,0,0,0,2
3089,0,0,0,0,0,0,0
3090,-1,0,1,0,-1,-1,0
3091,0,0,0,0,4,-3,0
3092,2,0,0,0,-2,2,0
3093,0,0,0,0,0,0,0
3094,-2,1,-1,0,1,-1,0
3095,0,-2,0,0,3,-3,0
3096,-3,-1,4,-2,-1,3,1
3097,0,4,-3,-1,0,0,4
3098,-2,0,-1,3,-1,-1,5
3099,-3,-1,0,4,-3,3,3
3100,-1,0,1,0,0,-1,0
3101,4,-3,-1,0,0,0,2
3102,-1,0,1,0,-2,3,0
