CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_중가_clust_id
2763,-3,3,-3,3,-2,0,0
2764,-1,1,-1,1,-1,1,0
2765,0,-1,2,-2,0,2,4
2766,-1,3,-2,2,-2,2,0
2767,0,0,-1,0,0,0,5
2768,1,0,1,1,-3,3,3
2769,1,0,0,-1,2,-1,5
2770,0,0,0,1,-2,2,3
2771,1,2,0,-1,-2,2,1
2772,3,-1,-2,2,-1,0,3
2774,-1,-1,-1,2,-1,0,3
2775,-1,3,-3,3,-2,-1,0
2776,2,-1,2,-1,-1,0,4
2777,0,0,3,-2,1,0,4
2778,-1,2,-2,1,-2,3,0
2779,3,-3,3,-3,3,-3,4
2780,-1,2,-2,2,-3,2,0
2781,-2,2,-2,2,-1,-1,0
2782,-2,0,2,-3,0,3,1
2783,-1,1,-3,3,-1,-1,0
2784,0,2,-2,2,-3,2,0
2785,-1,1,-1,-2,3,0,2
2786,3,-2,-1,1,2,-3,5
2787,-1,0,0,1,-2,1,1
2788,0,-1,1,1,-1,-1,1
2789,2,-2,0,1,-2,3,3
2790,-1,3,-2,2,-2,0,0
2791,1,-1,-1,1,1,-1,5
2792,-1,1,-2,3,-2,0,0
2793,2,0,-2,0,2,-1,5
2794,2,-3,0,3,-2,1,3
2795,2,-3,2,-1,0,1,4
2796,2,-2,0,2,-3,3,3
2797,-1,0,0,-1,0,0,1
2798,1,1,-2,2,-1,-1,0
2799,0,2,-3,2,-1,2,0
2800,0,1,-1,1,-2,1,0
2801,3,0,-2,2,-1,0,3
2802,0,0,-1,1,-1,0,3
2803,0,0,-2,3,-1,-1,0
2804,-2,1,-2,2,-2,3,0
2805,-2,2,-1,0,-2,3,0
2806,0,-1,1,0,-1,1,1
2807,-1,1,0,-1,1,0,2
2808,-2,0,1,0,-2,2,1
2809,0,-1,1,1,0,-1,1
2810,-1,2,-3,1,2,-2,2
2811,3,-1,-1,2,-3,2,3
2812,-1,2,-3,2,-1,2,0
2813,1,0,0,0,-1,0,1
2814,1,-3,1,1,-2,2,3
2815,2,0,0,-1,1,-1,5
2816,0,0,-2,2,-1,1,0
2817,-2,2,1,-1,0,-1,2
2818,3,-3,3,-3,0,3,4
2819,-2,2,1,-3,3,-2,2
2820,3,-2,0,1,0,-1,3
2821,-3,1,0,1,1,-3,2
2822,-2,3,-1,1,-2,1,0
2823,-1,1,-1,0,1,-1,2
2824,1,-1,0,2,-3,3,3
2825,0,-1,0,1,0,-1,1
2826,1,-3,3,-2,1,-1,4
2827,0,-1,1,0,-2,2,1
2828,2,0,-2,0,1,0,5
2829,0,0,-1,2,-3,3,3
2830,1,-1,1,1,-3,0,3
2831,1,1,-3,1,1,0,5
2832,0,0,1,-1,1,0,1
2833,1,-2,3,-1,-2,0,1
2834,-3,2,-1,1,0,0,0
2835,-2,0,0,1,0,0,1
2836,1,-2,2,-1,2,-3,4
2837,-1,1,-1,0,0,0,2
2838,2,-3,3,-2,-1,0,4
2839,-3,3,-1,1,-2,-1,0
2840,1,-1,1,-1,1,-1,4
2841,0,1,-1,2,-2,2,0
2842,2,0,-1,2,0,-3,3
2843,-1,-1,1,0,-1,0,1
2844,1,0,-2,2,0,0,5
2845,-1,1,1,-2,2,1,2
2846,0,1,-3,1,1,0,5
2847,0,-1,0,0,2,0,5
2848,1,-2,1,2,-3,0,3
2849,1,1,-3,3,-1,-1,0
2850,-1,-1,2,-1,1,-1,1
2851,0,-1,-1,3,-2,0,3
2852,-2,2,-1,2,-2,1,0
2853,0,0,0,-1,1,0,5
2854,-1,-1,2,0,-2,-1,1
2855,0,1,2,0,-3,0,1
2856,1,1,-3,3,-3,2,0
2857,1,1,-1,1,-2,3,3
2858,1,-1,0,2,-3,2,3
2859,0,1,-2,3,-2,1,0
2860,2,-2,0,1,-2,2,3
2861,0,-2,1,0,2,-3,4
2862,1,-1,1,-1,2,-3,4
2863,0,0,0,-1,2,-1,5
2864,-1,1,-2,3,-2,2,0
2865,0,-1,0,2,-2,2,3
2866,1,-1,0,1,0,-1,3
2867,-1,0,-1,3,-3,1,0
2868,-1,3,-3,3,-3,2,0
2869,1,0,-2,2,-2,2,3
2870,0,1,-2,3,0,-3,0
2871,0,-2,2,0,0,0,1
2872,-1,0,1,1,-1,-1,1
2873,-2,-1,3,-1,-1,0,1
2874,-1,-1,1,0,-1,2,1
2875,3,-3,3,-3,2,1,4
2876,0,-1,1,0,-3,2,1
2877,-1,0,1,0,0,0,1
2878,-2,1,-1,1,1,-3,2
2879,-1,0,-1,-1,3,-1,2
2880,2,-1,2,-2,0,0,4
2881,-1,0,1,1,-2,1,1
2882,2,-2,1,1,-2,0,3
2883,0,1,1,-2,0,1,1
2884,0,-1,0,-1,3,-2,4
2885,2,0,-3,2,-2,3,3
2886,-1,0,0,0,1,-1,2
2887,0,2,-3,2,0,-2,0
2888,1,0,1,-2,1,-1,4
2889,0,1,-1,1,-1,1,0
2890,-2,1,-2,3,-3,0,0
2891,-2,1,1,0,0,-1,1
2892,2,-1,-2,2,-2,2,3
2893,0,0,1,0,0,-1,1
2894,-2,2,1,-2,0,0,2
2895,0,1,0,0,-2,3,1
2896,-3,1,2,-3,3,-3,2
2897,1,-2,3,-2,1,-1,4
2898,1,-1,1,-2,3,-2,4
2899,3,-2,0,1,-1,1,3
2901,0,1,-1,1,0,-2,5
2902,0,0,1,-1,0,0,1
2903,3,-2,2,-3,1,1,4
2904,-1,0,0,2,-2,-1,0
2905,2,-3,1,1,1,-2,4
2906,-1,1,0,-1,0,1,2
2907,2,1,-2,2,0,-2,5
2908,-1,0,0,1,-2,0,1
2909,-1,2,-1,-1,0,1,2
2910,0,0,-1,1,-1,1,3
2911,-3,0,3,-1,1,-2,1
2912,0,0,-2,0,2,-1,5
2913,-1,1,-2,1,-2,2,0
2914,-1,0,1,-1,1,-1,1
2916,-2,1,0,0,-2,3,1
2917,0,0,1,1,-1,-1,1
2918,-3,3,-1,0,-2,3,0
2919,1,-1,0,0,0,0,5
2920,-1,1,0,-1,0,0,2
2921,1,-1,0,1,1,-3,5
2922,-1,3,-3,3,-3,2,0
2924,-2,1,-2,3,-2,0,0
2925,0,2,0,-2,1,-1,2
2926,0,-2,2,-2,3,-2,4
2927,1,-1,0,0,-1,3,3
2928,1,1,-3,3,-3,2,0
2929,1,-1,3,-2,0,0,4
2930,-1,0,1,-1,1,-1,1
2931,0,0,-2,2,-2,3,0
2932,-2,1,-1,2,-3,2,0
2933,-1,0,0,-2,2,0,2
2934,1,0,-1,1,-2,2,3
2935,1,-1,-1,3,-2,0,3
2936,0,0,1,-1,1,-1,1
2937,-2,-1,3,0,-3,2,1
2938,-1,0,1,1,-1,-1,1
2939,-1,1,2,-1,1,0,2
2940,-1,2,1,-1,0,-1,2
2941,0,2,1,-2,-1,0,1
2942,1,-1,1,-1,1,-2,4
2943,-1,3,-3,2,0,0,0
2944,0,0,-2,3,-3,3,0
2946,-1,1,-1,0,0,0,2
2947,3,-1,-2,2,0,-1,3
2948,-2,0,1,2,0,-1,1
2949,1,0,-1,-1,2,-1,5
2950,-1,1,-1,0,1,0,2
2951,0,-1,1,-1,0,2,1
2952,1,2,0,0,-3,3,0
2953,1,0,-1,2,-3,3,3
2954,-2,2,-2,-1,3,-1,2
2955,-2,3,-3,3,-2,1,0
2956,0,0,-1,0,1,-1,5
2957,1,-1,-1,3,-2,-1,3
2958,-2,3,-3,3,-3,2,0
2959,2,-2,1,0,-1,-1,3
2960,-1,1,0,-1,1,-2,2
2961,1,-1,1,-1,1,0,4
2962,1,-3,1,0,2,-2,4
2963,0,0,-1,1,-1,1,3
2964,-1,-2,1,1,-1,1,1
2965,-3,2,-2,3,-2,-1,0
2966,0,0,-1,-1,3,0,5
2967,-1,0,1,-1,-1,2,1
2968,2,0,0,-1,1,0,5
2969,-1,0,1,0,-1,1,1
2970,-1,1,-3,3,-2,2,0
2971,2,1,-3,2,0,-1,5
2972,0,-1,1,-1,-1,1,1
2973,-1,3,-3,1,-1,3,0
2974,3,-3,3,-2,2,-3,4
2975,-1,0,4,0,-3,-1,1
2976,-2,2,-1,2,0,-3,0
2977,1,-3,1,1,0,0,3
2978,-1,1,2,-2,0,1,1
2979,-3,3,-2,1,-2,3,0
2980,2,1,-1,1,-3,0,3
2981,0,0,1,0,-2,2,1
2982,3,-2,1,-2,2,0,4
2983,-2,2,0,0,-2,3,0
2984,-2,2,1,-2,2,-2,2
2985,0,1,0,-2,3,-1,2
2986,0,1,-1,0,1,-1,5
2987,1,0,2,0,-2,0,1
2988,1,0,-1,0,2,-1,5
2989,-1,0,-2,2,-1,0,0
2990,-1,0,0,1,-2,1,1
2991,-1,1,-1,2,-2,-1,0
2992,-1,1,-1,0,-1,2,0
2993,-1,-1,0,1,1,-3,1
2994,2,-1,1,-2,2,-2,4
2995,-1,0,2,-2,0,0,1
2996,0,1,0,1,-2,-1,0
2997,0,2,0,-2,2,-1,2
2998,-2,3,-3,1,2,0,2
2999,-1,1,1,-1,2,-3,2
3000,1,-2,0,0,0,2,3
3001,3,-2,-1,3,-2,0,3
3002,-2,3,-3,3,-2,2,0
3003,3,-3,3,-3,3,-3,4
3004,-1,2,-2,0,1,0,2
3005,1,-1,0,-1,2,-2,4
3006,-2,3,-3,2,-2,3,0
3007,0,-1,0,-1,0,3,1
3008,-1,1,-1,1,0,0,0
3009,2,-1,-2,2,-2,3,3
3010,0,0,-2,1,1,-1,5
3011,-1,0,-1,1,1,1,5
3012,-1,-1,3,-1,-2,1,1
3013,-1,3,-3,1,1,-1,0
3014,-1,1,-1,-1,1,2,2
3015,0,2,-3,1,1,0,5
3016,0,-1,0,1,-2,3,3
3017,-1,3,-2,-1,3,-3,2
3018,0,1,0,-1,0,0,2
3019,-1,2,-2,1,-1,0,0
3020,0,0,-2,1,1,-1,5
3021,-1,2,0,0,-1,-1,2
3022,-1,1,-1,1,-2,2,0
3023,-1,1,-1,1,-2,2,0
3024,1,-1,1,0,-1,0,1
3025,0,2,-3,3,-2,-1,0
3026,0,-2,3,-1,-1,0,1
3027,1,-2,3,-3,3,-3,4
3028,0,2,-2,1,0,-1,0
3029,2,1,-3,3,-3,3,3
3030,2,-2,3,-3,3,-2,4
3031,0,-1,1,0,0,0,1
3032,3,-2,0,2,-3,2,3
3033,3,-1,-2,2,-2,2,3
3034,0,3,0,-1,-2,1,2
3035,1,0,0,0,-2,1,3
3036,-1,2,0,-2,2,-1,2
3037,0,-1,1,0,0,-1,1
3038,-1,2,0,-3,0,3,2
3039,1,0,-1,0,1,0,5
3040,0,0,1,-1,-1,3,1
3041,-1,-1,3,-3,3,-3,4
3042,2,-1,2,-1,-2,2,1
3043,0,0,1,-1,-1,2,1
3044,1,0,-1,0,1,0,5
3045,-1,1,0,-2,2,-2,2
3046,-1,2,-2,1,0,-1,0
3047,-1,2,-2,0,0,1,2
3048,3,-3,2,-1,2,-1,4
3049,-2,1,-2,3,-1,-1,0
3050,0,-2,2,0,1,-2,4
3051,-1,1,-2,3,-2,2,0
3052,-1,-1,1,1,-1,0,1
3053,0,-1,-1,2,-1,1,3
3054,0,-2,3,-2,0,0,4
3055,-1,0,2,-2,-1,2,1
3056,0,-2,3,-3,3,-1,4
3057,2,-1,1,-2,3,-2,4
3058,-3,3,-1,1,-3,1,0
3059,1,1,-3,3,-1,-1,0
3060,2,-3,2,-1,-1,3,4
3061,0,0,2,-3,0,-1,4
3062,-1,2,-2,1,-2,1,0
3063,1,0,-2,0,1,2,5
3064,2,1,-1,-1,0,2,5
3065,-1,1,-1,0,1,1,2
3066,1,1,-3,3,-3,3,0
3067,2,-3,3,-3,3,-3,4
3068,1,2,-3,3,-3,3,0
3069,-1,0,-2,1,-1,3,0
3070,1,0,0,-1,3,-3,5
3071,2,-1,0,1,0,0,3
3072,0,-2,0,1,-1,1,3
3073,-1,2,-3,3,-1,-1,0
3074,3,0,-3,1,1,-1,5
3075,0,-1,1,0,0,-2,1
3076,0,0,1,0,-1,1,1
3077,-2,3,0,-3,1,1,2
3078,1,0,2,-2,0,1,4
3079,-1,1,-1,1,0,-1,0
3080,1,0,0,-1,2,-3,5
3081,0,1,-3,1,0,0,0
3082,2,0,-1,0,1,-1,5
3083,-1,1,-1,-1,0,3,2
3084,-1,-1,1,2,-1,0,1
3085,-3,1,0,2,-3,2,0
3086,0,-3,3,-3,3,0,4
3087,0,1,-1,1,-1,1,0
3088,0,-1,0,2,0,-3,3
3089,1,-3,3,0,0,-3,4
3090,1,0,1,-3,3,-1,4
3091,-2,1,0,2,-2,1,0
3092,2,-3,1,2,-2,2,3
3093,-1,-1,2,1,-1,-1,1
3094,-1,0,1,1,-1,0,1
3095,0,1,-2,3,-1,-1,0
3096,-1,2,-2,1,-1,0,0
3097,2,0,-1,0,1,-2,5
3098,0,0,0,-1,1,0,5
3099,0,-1,1,0,-1,0,1
3100,-1,1,-1,1,-1,1,0
3101,2,-1,2,-1,-2,2,1
3102,1,-3,3,-3,3,-3,4
3103,-3,2,-2,3,-2,-1,0
3104,0,1,0,0,0,-2,5
3105,0,1,-3,2,-1,0,0
3106,0,-1,1,1,-3,0,3
3107,0,1,-2,2,1,-1,5
3108,-2,3,-2,0,0,1,2
3109,0,0,1,0,-1,1,1
3110,1,-1,1,-1,2,-1,4
3111,1,-1,1,1,-2,1,3
3112,0,2,0,-3,3,-3,2
3113,0,-1,3,-3,2,0,4
3114,-2,0,2,-3,2,1,2
3115,-2,2,-3,1,0,1,0
3116,2,-1,-2,2,0,-1,3
3117,0,2,-3,3,-3,1,0
3118,-3,3,-2,1,1,-3,2
3119,0,-1,2,-3,0,3,4
3120,-1,3,0,0,-1,-1,2
3121,1,-1,3,-1,1,-3,4
3122,-2,1,-1,1,1,-1,2
3123,-3,3,-1,0,-2,0,0
3124,-1,1,-2,3,-3,2,0
3125,-1,1,-1,1,-1,1,0
3126,-1,3,-1,-1,2,-1,2
3127,1,-2,3,-2,1,0,4
3128,-2,3,-2,0,1,-2,2
3129,2,0,0,0,-1,0,3
3130,-2,3,-2,1,0,1,0
3131,-1,1,1,0,-2,0,1
3132,0,0,-1,0,2,-3,5
3133,3,-3,3,-1,0,-1,4
3134,-1,2,-2,1,-1,0,0
3135,1,-1,3,-3,2,0,4
3136,-3,1,-1,3,-1,-1,0
3137,3,0,-1,-1,-1,3,5
3138,2,-1,1,-1,1,0,4
3139,-1,0,1,-1,1,-1,1
3140,1,-2,3,-2,-1,3,4
3141,3,-1,-2,1,1,0,5
3142,-1,2,1,-3,0,3,2
3143,0,0,-2,1,1,-1,5
3144,-1,0,0,2,-2,0,0
3145,-2,3,0,-2,-1,2,2
3146,-1,0,0,0,2,-1,2
3147,0,-1,-1,0,0,2,5
3148,2,-2,1,-1,1,-1,4
3149,-3,3,-3,3,-2,1,0
3150,0,0,-2,3,-2,0,0
3151,0,1,-1,2,-1,-1,0
3152,1,0,-1,2,-2,0,3
3153,-2,1,0,-2,2,-1,2
3154,1,-3,0,1,1,-2,3
3155,-1,0,1,0,-1,1,1
3156,0,1,0,-1,1,0,2
3157,1,-1,1,0,-2,3,1
3158,1,-3,3,-1,0,0,4
3159,-1,1,-2,1,-2,0,0
3160,-1,2,-2,1,-2,3,0
3161,0,2,-1,-2,3,-3,2
3162,-3,2,-1,-1,3,-2,2
3163,-1,0,2,-2,1,-1,1
3164,-1,2,-3,1,-1,2,0
3165,3,-1,-1,0,1,-1,5
3166,-1,0,1,0,-1,1,1
3167,2,1,-3,1,2,-3,5
3168,3,-3,3,-3,0,3,4
3169,1,0,-2,2,-1,2,3
3170,-1,0,2,-1,-1,-1,1
3171,3,-1,-2,1,1,-1,5
3172,3,-1,-1,0,1,-2,5
3173,-2,0,0,2,-3,2,0
3174,1,-2,2,-1,2,-3,4
3175,-3,2,-1,2,-3,3,0
3176,0,0,0,-1,1,1,5
3177,0,3,-1,0,-2,3,0
3178,3,-3,3,-3,3,-3,4
3179,-3,2,0,1,-3,0,0
3180,-2,0,1,-1,-1,2,1
3181,-2,1,0,-1,0,1,2
3182,2,1,-2,-1,3,-2,5
3183,0,-1,-1,1,1,0,5
3184,-1,1,-1,0,1,-1,2
3185,-1,3,-2,1,-1,-1,0
3186,-1,0,1,-1,1,0,1
3187,2,-2,1,-2,3,-1,4
3188,-1,0,0,0,1,-1,2
3189,2,-2,1,0,-2,1,3
3190,0,0,0,1,-2,1,3
3191,1,-1,-1,2,1,0,5
3192,0,-1,3,-1,0,-2,1
3193,3,-3,2,0,-1,0,4
3194,0,-1,0,1,-1,1,3
3195,3,-2,1,0,-1,0,3
3196,-3,2,1,-3,3,-3,2
3197,1,0,-1,1,-1,2,3
3198,0,1,0,0,0,-1,5
3199,-2,2,-1,0,-1,2,0
3200,1,0,-1,0,1,-1,5
3201,-1,-1,-1,2,1,-2,5
3202,1,-1,1,-1,0,1,4
3203,-1,2,1,-3,3,-2,2
3204,0,3,-1,-1,2,0,2
3205,3,-3,2,-2,3,-3,4
3206,1,-2,3,-3,2,-2,4
3207,1,-1,1,0,-1,0,1
3208,0,2,-3,1,-1,0,0
3209,2,-3,0,1,2,-2,4
3210,-1,-1,3,-2,1,-1,4
3211,1,0,-2,3,-1,-1,3
3212,1,0,-1,1,0,-1,5
3213,1,0,1,0,-1,1,1
3214,1,-1,-2,3,-3,3,3
3215,-1,0,2,-1,-2,3,1
3216,0,1,0,-1,0,0,2
3217,-2,2,0,1,-2,0,0
3218,0,0,-1,3,-1,0,3
3219,0,0,2,-1,0,-2,1
3220,0,1,-1,2,-2,1,0
3221,1,-1,1,-1,1,-1,4
3222,1,0,-1,1,0,0,5
3223,-3,2,-2,3,-3,3,0
3224,1,0,-1,-1,0,3,5
3225,1,0,-1,0,1,-1,5
3226,0,0,1,-2,3,-1,4
3227,-1,1,-1,1,0,-2,0
3228,0,-1,1,1,-1,2,1
3229,2,-1,0,-2,2,-2,4
3230,1,0,-1,1,0,-1,5
3231,0,1,-1,-1,1,1,2
3232,-1,1,1,0,-1,0,1
3233,0,0,0,-1,1,-1,5
3234,0,-1,1,0,-1,1,1
3235,0,0,-2,1,0,0,5
3236,0,-2,0,0,2,-2,5
3237,-1,3,-1,-1,2,-2,2
3238,1,0,-1,1,-1,2,3
3239,-2,1,-2,0,3,0,2
3240,-3,2,-2,0,2,1,2
3241,0,-2,1,-1,1,-1,4
3242,-2,3,-2,1,-2,0,0
3243,-1,0,1,0,-1,1,1
3244,0,-2,3,0,0,0,1
3245,0,2,-3,3,-2,-1,0
3246,0,-2,3,-2,1,0,4
3247,1,-2,0,3,-3,3,3
3248,0,0,-2,1,1,0,5
3249,-2,3,0,-2,-1,2,2
3250,1,-1,1,-1,-1,1,1
3251,0,-1,0,0,0,1,1
3252,0,-1,1,-1,2,-2,4
3253,1,0,-3,0,3,0,5
3254,0,1,0,-1,0,1,2
3255,0,1,0,0,-1,0,1
3256,-1,1,-2,3,-3,3,0
3258,-2,0,0,1,-1,2,1
3259,2,-2,3,-1,1,-3,4
3260,1,0,-2,2,-2,2,3
3261,1,0,-1,0,1,-1,5
3262,1,0,-1,1,0,0,5
3263,-1,1,1,-1,1,-1,2
3264,0,0,1,-1,2,-1,4
3265,-1,1,-1,-1,2,-1,2
3266,0,1,-2,2,0,-2,0
3267,3,-1,0,-1,2,-2,4
3268,-2,3,-1,-1,0,2,2
3269,-1,1,1,-2,0,1,2
3270,-2,0,1,-1,0,1,1
3271,-2,1,0,0,-2,2,1
3272,1,1,-2,1,2,-1,5
3273,0,0,0,1,0,0,5
3274,2,-1,-1,1,-1,0,3
3275,-1,2,-3,3,-2,0,0
3276,0,0,-2,3,-3,3,0
3277,-2,-1,2,1,-2,0,1
3278,3,-3,3,-3,2,0,4
3279,2,-3,3,-3,2,-1,4
3280,0,1,0,-2,3,-1,2
3281,-1,0,-1,3,0,-2,0
3282,-1,2,1,0,-1,-2,1
3283,0,2,-2,0,1,0,5
3284,-1,1,-1,2,-2,0,0
3285,2,0,-1,1,0,-1,5
3286,1,-1,0,1,0,0,3
3287,1,-1,1,-2,1,0,4
3288,-2,1,2,0,-3,2,1
3289,1,0,-1,1,0,-1,5
3290,1,2,-1,-1,2,-2,5
3291,1,0,2,-2,-1,2,1
3292,-1,0,0,1,0,1,1
3293,0,0,1,0,-1,-1,1
3294,0,2,-3,3,-3,0,0
3295,1,-1,0,1,0,-2,3
3296,-1,-1,1,0,-2,3,1
3297,0,0,-1,-1,3,-3,5
3298,-1,-2,3,-1,1,-1,4
3299,-2,3,-3,3,-2,0,0
3300,0,2,-2,1,-2,0,0
3301,-2,2,-1,-1,3,-3,2
3302,2,-3,2,-1,1,0,4
3303,-1,1,0,0,-2,3,1
3304,0,0,-1,1,-1,1,3
3305,3,-2,2,-1,-1,1,4
3306,-2,3,-3,0,3,0,2
3307,3,-3,2,-2,0,2,4
3308,3,-1,1,0,0,-3,4
3309,-2,3,-1,-1,-1,2,2
3310,0,0,1,1,-3,2,1
3311,2,-2,-1,1,0,2,3
3312,-2,0,2,-3,2,1,2
3313,1,-1,1,0,-1,1,1
3314,0,-1,0,0,1,-2,5
3315,-3,3,-3,-1,0,4,2
3316,0,1,1,-2,1,-1,2
3317,2,0,-1,-1,3,-1,5
3318,-2,3,-3,2,1,-1,0
3319,2,1,-2,0,1,-1,5
3320,2,-2,2,-2,0,1,4
3321,-2,3,-2,0,2,-2,2
3322,0,-1,0,2,-3,2,3
3323,-1,2,-2,1,-2,2,0
3324,1,-2,2,0,-1,1,1
3325,1,1,-1,2,-2,1,3
3326,-2,0,1,0,-2,2,1
3327,-2,3,-2,1,-2,3,0
3328,2,-1,0,1,0,-2,3
3329,0,-1,0,3,-2,0,3
3330,0,-2,3,-2,0,-1,4
3331,0,0,-1,3,-2,1,3
3332,1,1,-1,-1,-1,1,5
3333,0,2,-3,3,-1,1,0
3334,-1,0,1,-1,1,-1,1
3335,3,-3,3,-3,3,-3,4
3336,3,-1,1,-1,-2,3,3
3337,-1,1,-1,1,-2,2,0
3338,-1,0,1,-1,-1,2,1
3339,0,0,-2,1,-2,2,0
3340,1,-1,3,-3,3,0,4
3341,-1,1,-1,1,-1,0,0
3342,0,-1,-1,2,0,0,3
3343,1,1,0,0,0,0,5
3344,-3,3,-2,0,2,-3,2
3345,0,0,1,-1,1,0,1
3346,-1,3,-3,3,-3,2,0
3347,2,-2,1,0,-1,-1,3
3348,-1,2,0,-1,0,2,2
3349,1,-1,0,1,-1,1,3
3350,-2,0,0,2,-1,0,0
3351,-1,1,-1,1,-2,1,0
3352,-2,3,-1,0,-2,3,0
3353,2,-1,1,1,-1,-2,3
3354,1,-2,1,0,-1,1,1
3355,1,0,0,-1,2,-2,5
3356,-2,3,-3,2,1,-2,0
3357,-2,3,-3,3,-2,1,0
3358,0,1,0,1,-3,1,0
3359,-2,2,-3,0,3,-1,2
3360,0,1,-1,-1,0,1,5
3361,1,1,0,-1,1,-2,5
3362,3,-3,3,-3,3,-1,4
3363,1,-1,1,-1,1,-1,4
3364,-1,0,-2,0,1,1,5
3365,-2,3,-2,2,-2,0,0
3366,-3,1,2,-1,-1,1,1
3367,1,-2,1,-2,2,-2,4
3368,-2,1,0,0,0,0,2
3369,3,0,-2,2,-3,3,3
3370,-2,2,0,0,-1,1,2
3371,0,1,-1,0,1,-2,5
3372,3,-2,0,1,-2,3,3
3373,1,-3,2,0,-2,3,1
3374,-1,0,1,1,-3,1,1
3375,-1,1,-1,0,-1,1,0
3376,0,0,-1,1,-1,0,3
3377,-1,0,0,1,-1,0,1
3378,1,-1,1,-1,-1,3,1
3379,-2,3,-1,-1,-1,2,2
3380,1,-2,1,0,1,-1,4
3381,2,-1,-1,2,-2,1,3
3382,0,-1,-1,2,-1,1,3
3383,-1,-2,3,0,0,-3,1
3384,2,-1,1,0,0,-1,4
3385,1,-1,2,0,-3,3,1
3386,2,-2,2,-1,-2,3,4
3387,-1,2,-2,0,2,-2,2
3388,-1,1,-1,-1,3,-2,2
3389,0,2,-2,0,0,1,5
3390,0,-1,2,-1,0,-2,1
3391,-2,1,0,1,-1,2,0
3392,1,1,1,-3,3,-1,4
3393,-1,0,1,1,-3,1,1
3394,3,-3,3,-3,3,-3,4
3395,0,1,0,-2,2,0,2
3396,0,2,-2,2,-2,1,0
3397,-1,0,-1,0,-1,1,1
3398,0,0,-1,0,-1,3,5
3399,2,0,-2,3,-3,3,3
3400,-2,0,0,0,1,-1,2
3401,0,0,-2,2,1,-1,5
3402,0,-1,0,2,-3,3,3
3403,-2,3,-1,-1,0,2,2
3404,-1,2,-1,0,-2,1,0
3405,-3,3,-3,2,-1,1,0
3406,0,0,1,-1,0,-1,1
3407,3,-3,3,-3,3,-3,4
3408,0,0,0,1,-2,3,3
3409,-1,0,1,-1,0,0,1
3410,0,3,-3,0,0,3,0
3411,2,1,-2,1,0,0,5
3412,1,0,-1,1,-2,3,3
3413,3,0,-2,0,2,-1,5
3414,1,-1,1,1,-2,-1,3
3415,1,1,-1,0,1,0,5
3416,-1,1,1,-3,1,0,2
3417,0,1,0,-1,1,0,2
3418,-2,2,0,1,-1,-1,0
3419,0,-2,1,1,-1,2,1
3420,-3,1,0,0,2,-1,2
3421,1,-1,0,-1,3,-2,4
3422,0,0,0,-2,3,-2,2
3423,-2,0,1,0,-1,1,1
3424,-1,1,-2,2,0,-1,0
3425,2,0,-2,2,0,0,5
3426,0,0,-1,1,0,-1,5
3427,-3,2,-1,2,-1,-1,0
3428,1,-1,0,1,-1,1,3
3429,-1,1,-2,3,-3,0,0
3431,1,1,1,-1,-1,1,1
3432,-2,0,1,1,-3,1,1
3433,0,0,0,0,0,-2,1
3434,-2,0,0,1,-1,0,1
3435,3,-2,0,1,0,0,3
3436,2,-2,3,-2,0,1,4
3437,3,-3,0,2,-2,3,3
3438,0,-2,0,3,0,-3,3
3439,-3,2,0,0,-2,2,0
3440,0,-1,0,1,0,-1,1
3441,3,-2,-1,3,-3,3,3
3442,0,-1,0,2,-2,3,3
3443,0,1,0,-1,-1,2,1
3444,1,-2,0,2,-2,0,3
3445,2,-2,0,1,0,1,3
3446,0,2,-1,-1,-1,0,2
3447,3,-3,2,-1,-1,3,4
3448,-1,1,0,-1,1,-1,2
3450,-3,2,0,-1,1,-1,2
3451,0,0,-1,0,0,2,5
3452,2,-1,2,-1,0,-2,4
3453,1,1,-3,2,-1,2,0
3454,0,-2,3,-2,1,0,4
3455,0,-1,1,0,-2,1,1
3456,0,-2,2,-1,0,2,4
3457,0,3,-2,-1,2,0,2
3458,1,-2,-1,2,-1,0,3
3459,0,-1,0,2,-3,1,3
3460,1,-1,1,0,-1,0,1
3461,-1,1,0,-1,0,0,2
3462,1,0,-1,0,-1,2,5
3463,-2,2,1,0,-2,-1,1
3464,-2,3,-3,1,2,-2,2
3465,-1,2,-3,2,0,-1,0
3466,2,-2,1,0,-1,1,3
3467,-2,2,-3,3,-3,0,0
3468,1,-2,2,0,0,-1,4
3469,-1,1,0,0,-1,0,1
3470,-2,3,-1,-2,2,1,2
3471,0,1,-1,1,-1,1,0
3472,-3,3,0,-3,3,-2,2
3473,1,-1,0,-1,3,-2,4
3474,0,1,-1,0,0,-1,5
3475,0,1,0,-2,1,1,2
3476,1,0,-2,3,-3,2,3
3477,-2,1,-1,1,-2,1,0
3478,-3,2,1,-2,1,-1,2
3479,0,0,1,-1,2,-2,4
3480,1,2,-1,-2,2,0,2
3481,-2,2,-3,1,2,-1,2
3482,-1,1,0,-2,2,0,2
3483,1,0,-1,-1,3,-3,5
3484,-1,2,-1,-2,1,0,2
3485,-2,2,-1,1,-2,3,0
3486,2,-2,2,0,0,-1,4
