CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_저가_clust_id
3521,0,-1,-2,3,-2,-1,0
3522,-1,0,0,2,-2,-1,0
3523,0,1,-3,2,0,0,4
3524,0,0,0,0,0,0,1
3525,0,0,0,0,0,0,1
3526,0,0,0,0,0,0,1
3527,3,-1,-2,3,-3,3,0
3528,3,-3,0,3,-2,1,0
3529,-2,-1,3,-2,2,-3,5
3530,0,0,0,0,0,0,1
3531,0,-2,2,1,-3,3,0
3532,-1,4,-2,0,2,-2,4
3533,1,-3,1,1,-2,-1,0
3534,0,0,-1,0,0,0,1
3535,-1,0,4,-3,-1,0,5
3536,3,-3,-1,0,0,0,2
3537,1,1,-3,3,-2,1,0
3538,1,-2,3,-3,-1,0,5
3539,0,0,0,0,4,-3,3
3540,1,-2,2,-1,1,-1,2
3541,-3,0,-1,0,0,0,1
3543,3,0,-2,1,-1,0,0
3544,0,-1,0,3,-1,-2,0
3545,-2,-1,-1,0,4,-3,3
3546,-1,-1,3,-3,0,-1,5
3547,3,-2,1,0,-1,0,2
3548,2,-2,3,0,-3,3,2
3549,-3,-1,0,0,0,4,1
3550,-1,4,-3,-1,4,-3,3
3551,-1,1,-2,-1,4,-3,3
3552,0,1,-2,-1,3,-2,3
3553,3,-3,3,-2,1,0,2
3554,0,0,0,0,0,0,1
3555,1,-1,3,-3,-1,4,5
3556,-1,-1,4,0,-3,0,5
3557,-2,-1,2,-2,3,-1,5
3558,0,0,0,0,0,0,1
3559,-2,-1,3,-2,2,-3,5
3560,0,4,-1,0,-1,1,4
3561,-1,3,-3,-1,0,0,4
3562,4,-3,-1,0,4,-1,2
3563,1,-1,1,0,-1,1,1
3564,0,0,4,-3,3,-2,5
3565,-1,4,-3,-1,0,0,4
3566,-3,0,3,-1,-2,-1,5
3567,-1,3,-2,1,1,-3,4
3568,-3,-1,4,-2,0,0,5
3569,-3,-1,0,0,0,0,1
3570,0,0,0,0,0,0,1
3571,2,-3,3,-2,1,0,2
3572,0,-3,3,-2,0,-1,5
3573,2,-1,0,-1,1,-2,2
3574,-1,1,0,-1,1,-1,1
3575,0,0,4,-3,-1,0,5
3576,-1,0,-1,3,-3,1,0
3577,-1,0,2,-2,1,1,5
3578,0,4,-2,-1,3,-3,3
3579,-1,-2,0,-1,4,-3,3
3580,0,0,0,4,-3,-1,0
3581,-3,-1,0,4,-3,-1,0
3582,-3,-1,4,-3,3,-3,5
3583,-1,-1,-1,4,-3,-1,0
3584,-3,1,2,-2,0,1,5
3585,3,-2,1,0,0,-2,2
3586,0,0,0,0,0,0,1
3587,0,1,-2,3,-3,2,0
3588,-1,-1,3,0,-3,3,5
3589,4,-3,-1,4,-3,3,0
3590,3,-3,-1,0,0,4,2
3591,-1,-1,-1,0,4,0,3
3592,-1,0,4,-3,-1,0,5
3593,-1,4,-1,-2,3,-3,3
3594,-2,1,-1,2,-2,-1,4
3595,0,-1,1,-1,1,0,1
3596,0,0,0,-1,0,1,1
3597,1,2,-3,0,3,-3,3
3598,0,1,0,-2,3,-2,3
3599,-1,2,-3,1,2,-3,3
3600,4,-3,-1,0,0,0,2
3601,0,0,0,0,0,0,1
3602,-1,1,0,-1,-1,3,1
3603,3,-3,3,-1,-2,3,2
3604,-1,2,-3,3,0,-3,4
3605,-1,1,0,-1,0,1,1
3606,-3,1,1,-1,0,1,1
3607,0,0,0,0,0,0,1
3608,-3,2,1,-2,-1,3,1
3609,0,0,0,0,0,0,1
3610,-2,1,-2,-1,0,0,4
3611,0,0,3,-3,2,0,5
3612,2,-1,2,-3,0,-1,2
3613,2,-2,-1,0,4,-1,2
3614,3,-3,0,-1,4,-3,2
3615,0,3,-3,1,-1,3,4
3616,4,-3,-1,0,0,0,2
3617,3,-3,3,0,-2,0,2
3618,0,-1,0,1,-1,1,1
3619,4,-3,0,-1,4,-3,2
3620,4,-1,0,-1,2,-3,2
3621,0,-2,3,-2,0,-1,5
3622,-2,-1,3,-1,0,1,5
3623,0,-1,-1,0,4,-2,3
3624,3,-2,1,-2,3,-2,2
3625,0,-3,3,-1,-2,3,5
3626,-1,2,-2,-1,3,-1,3
3627,4,-3,-1,0,4,-3,2
3628,0,-1,4,-3,0,3,5
3629,-2,-1,3,-3,1,2,5
3630,0,-1,-1,3,-3,3,0
3631,-1,2,1,-1,-2,2,1
3632,1,-1,1,1,-2,2,0
3633,-1,0,0,0,0,0,1
3634,0,0,0,0,0,0,1
3635,-3,3,-3,-1,0,4,4
3636,4,-2,2,-3,-1,0,2
3637,-1,1,0,-1,0,0,1
3638,-1,0,-1,-1,4,0,3
3639,0,-1,-1,1,0,-1,1
3640,3,-3,-1,0,4,0,2
3641,-1,0,2,-2,0,1,5
3642,2,-1,0,0,-1,1,2
3643,-2,3,-2,-1,3,-3,3
3644,1,1,-3,1,-1,0,4
3645,1,1,-2,3,-1,-1,0
3646,3,-3,3,-3,-1,0,2
3647,-3,2,-1,0,2,-3,3
3648,0,0,0,0,0,0,1
3649,0,2,-1,-2,1,2,3
3650,-3,0,2,1,-3,2,1
3651,1,0,1,-3,2,-1,5
3652,-1,-1,-1,0,4,-3,3
3653,-3,-1,0,0,0,0,1
3654,0,0,0,0,4,-2,3
3655,3,-3,3,-3,-1,0,2
3656,3,0,-1,-2,2,-1,2
3657,0,2,-2,3,-3,-1,4
3658,0,-3,-1,0,0,4,1
3659,0,-1,4,-3,3,-3,5
3660,0,-1,3,-3,3,-1,5
3661,0,4,-3,-1,0,0,4
3662,3,-3,3,-2,0,0,2
3663,0,0,0,4,-3,-1,0
3664,2,0,-1,2,-3,3,0
3665,0,4,-2,0,-1,-1,4
3666,4,-1,-2,-1,0,0,2
3667,0,0,4,-3,3,-2,5
3668,-2,0,0,0,1,-1,1
3669,2,-2,-1,4,-3,0,0
3670,0,0,4,-3,3,-1,5
3671,0,-2,3,-1,0,-1,5
3672,4,-3,-1,0,4,-3,2
3673,-3,-1,4,-3,-1,0,5
3674,-3,-1,0,0,0,0,1
3675,0,3,-2,1,-2,3,4
3676,0,0,0,0,0,0,1
3677,0,0,0,0,0,0,1
3678,4,0,0,-3,3,-2,2
3679,4,-3,-1,0,0,4,2
3680,2,-3,3,-3,3,-3,2
3681,-3,-1,0,0,0,0,1
3682,1,-1,3,-1,1,-2,5
3683,0,4,0,-1,-2,0,4
3684,3,0,-2,0,2,-3,2
3685,0,0,0,0,0,0,1
3686,-1,0,0,4,-3,-1,0
3687,-1,3,-3,0,3,-1,3
3688,4,-3,2,-2,-1,0,2
3689,0,4,-3,-1,0,0,4
3690,-1,0,-2,3,-3,-1,0
3691,-1,4,-3,3,-3,3,4
3692,-1,0,-2,3,-3,3,0
3693,0,0,4,-3,-1,0,5
3694,-2,1,1,0,-1,-1,1
3695,-1,-1,1,-2,1,-1,5
3696,-1,-2,1,1,-1,2,1
3697,0,0,0,4,0,-3,0
3698,-1,0,0,0,0,0,1
3699,0,0,0,0,0,0,1
3700,0,4,-1,1,-3,0,4
3701,3,0,-3,-1,4,-3,3
3702,0,3,-2,0,1,-1,4
3703,3,0,-2,0,1,-2,2
3704,2,-1,0,2,-3,1,0
3706,2,-1,2,-2,1,-1,2
3707,4,-3,-1,0,0,0,2
3708,0,0,-1,1,0,-2,1
3709,3,-2,0,0,2,-3,2
3710,2,-2,3,-3,3,-2,2
3711,-3,3,-3,-1,0,0,4
3712,2,-2,-1,2,-1,-1,0
3713,1,-2,3,0,-3,1,5
3714,0,-3,3,-3,-1,4,5
3715,-2,3,-2,-1,0,3,4
3716,-2,1,-2,3,0,-2,4
3717,-1,-1,0,1,-2,2,1
3718,0,4,-2,1,-2,-1,4
3719,0,-3,2,-1,2,-2,5
3720,4,-3,3,-3,3,-3,2
3721,-3,-1,0,0,0,0,1
3722,0,0,0,0,0,0,1
3723,3,-2,-1,3,-3,1,0
3724,3,-1,-2,2,1,-3,2
3725,3,-2,-1,-1,0,0,2
3726,-3,-1,4,-3,3,-3,5
3727,-3,2,1,-3,3,-1,3
3728,-1,3,0,-1,-2,-1,4
3729,0,4,-3,-1,0,0,4
3730,0,2,-2,-1,0,-1,4
3731,1,-1,2,-3,1,-1,5
3732,0,2,-3,1,0,0,4
3733,-1,2,-3,3,-3,3,4
3734,-1,-1,4,-3,-1,0,5
3735,0,3,-2,-1,3,-1,3
3736,-2,0,-1,0,0,4,1
3737,-1,-1,3,-3,2,-1,5
3738,-3,0,-1,0,0,0,1
3739,0,0,0,0,0,0,1
3740,3,-3,-1,0,0,0,2
3741,1,-2,3,-1,-1,0,5
3742,3,-2,0,1,-2,3,0
3743,4,-3,-1,4,-3,-1,0
3744,3,-3,-1,0,0,0,2
3745,0,0,4,0,-3,0,5
3746,2,-2,-1,3,0,-3,0
3747,0,4,-1,-2,3,-3,3
3748,-2,3,-1,-1,1,0,4
3749,3,0,-1,0,-1,1,2
3750,3,0,-2,-1,3,-1,2
3751,0,-1,-1,1,-2,-1,0
3752,0,0,0,4,-3,-1,0
3754,-2,0,1,0,-1,0,1
3755,1,-3,-1,0,4,-3,2
3756,4,-3,-1,0,0,0,2
3757,0,0,0,4,-3,-1,0
3758,0,0,0,0,4,-3,3
3759,-1,-2,2,0,0,-1,5
3760,0,0,0,0,0,0,1
3761,0,0,0,0,0,0,1
3762,0,0,0,0,0,0,1
3763,3,-3,-1,4,-2,0,0
3764,0,-2,3,-3,2,-1,5
3765,-3,3,-3,3,-3,-1,4
3766,4,-3,0,3,-1,-1,0
3767,3,-2,-1,-1,0,4,2
3768,-2,2,1,-1,-2,2,1
3769,-1,-2,-1,0,0,0,1
3770,0,0,0,0,0,0,1
3771,-1,0,0,1,-2,-1,1
3772,0,-2,1,-1,1,-1,1
3773,4,-3,-1,0,0,4,2
3774,0,0,0,0,0,0,1
3775,-3,-1,4,-3,-1,0,5
3776,0,1,-2,1,2,-1,3
3777,0,0,0,0,0,0,1
3778,-1,0,-1,3,-3,-1,0
3779,0,-1,3,0,-3,3,5
3780,0,1,-3,3,-3,0,0
3781,0,0,0,0,0,0,1
3782,2,-2,2,-3,1,-1,2
3783,-3,2,-1,0,0,0,4
3784,0,1,0,0,-1,2,1
3785,1,0,-2,-1,4,-3,3
3786,4,-3,-1,0,4,-3,2
3787,3,-3,3,0,-3,0,2
3788,-2,1,2,-1,0,-2,5
3789,4,-3,3,-3,3,-3,2
3790,0,4,0,-2,1,-1,3
3791,-1,4,-3,-1,4,-3,3
3792,1,-1,0,2,-3,1,0
3793,0,4,0,-2,-1,3,4
3794,-1,1,1,0,0,-2,1
3795,0,3,-3,-1,4,-1,3
3796,-1,3,-3,0,3,-2,3
3797,0,0,0,0,0,0,1
3798,0,0,2,-1,-1,0,5
3799,0,0,-2,3,-3,3,0
3800,-1,4,-2,2,-3,3,4
3801,0,1,-1,0,1,-1,1
3802,1,0,-2,1,0,2,1
3803,1,0,-1,1,-1,0,1
3804,1,-1,-1,3,-2,1,0
3805,-1,1,-1,2,-2,0,4
3806,0,-2,2,0,-1,1,1
3807,0,-1,0,0,0,0,1
3808,-1,2,-1,-1,3,-3,3
3809,0,0,0,0,0,0,1
3810,1,1,-3,3,0,-2,0
3811,-1,0,1,0,0,-1,1
3812,0,0,4,-2,-1,-1,5
3813,-2,2,-2,-1,4,-3,3
3814,-1,4,-3,-1,0,0,4
3815,3,0,-3,0,3,-3,3
3816,0,0,2,-1,-1,1,5
3817,0,0,0,0,0,0,1
3818,3,-3,0,3,-3,3,0
3819,-3,3,-3,-1,0,4,4
3820,-1,-1,1,-2,3,-3,3
3821,0,-2,-1,0,3,-2,3
3822,1,-3,3,-3,1,-1,5
3823,-1,1,0,-1,0,1,1
3824,-2,2,1,-3,2,0,3
3825,1,-1,-1,3,-2,0,0
3826,0,1,-1,0,2,-1,3
3827,-2,3,-3,-1,4,-1,3
3828,0,0,0,0,0,0,1
3829,4,-2,-1,-1,0,0,2
3830,1,-2,-1,4,-3,-1,0
3831,-3,-1,0,0,0,0,1
3832,0,-2,2,-1,-1,3,5
3833,0,0,0,0,0,0,1
3834,-1,-2,3,-3,3,-3,5
3835,4,-3,3,-3,3,-1,2
3836,1,1,1,-3,2,0,3
3837,3,-2,-1,3,-1,-2,0
3838,1,0,-2,0,3,0,3
3839,-1,-1,3,-3,-1,0,5
3840,0,0,0,0,0,0,1
3841,-1,1,0,0,-1,1,1
3842,0,-2,-1,2,-2,3,0
3843,-1,-1,2,-2,3,-1,5
3844,4,-3,-1,4,-1,0,0
3845,-3,-1,0,0,4,-3,3
3846,0,-1,2,-1,0,2,5
3847,3,-3,3,-3,3,-3,2
3848,-2,-1,3,-3,-1,0,5
3849,3,-2,-1,3,-2,0,0
3850,0,-1,1,-1,2,-2,1
3851,1,-2,0,2,-2,-1,0
3852,0,-1,0,0,0,4,1
3853,-1,1,1,-2,1,-2,1
3854,-2,-1,3,0,-1,0,5
3855,0,0,0,0,0,0,1
3856,-1,3,-1,-2,-1,4,4
3857,1,-2,-1,4,-1,-2,0
3858,-3,0,-1,4,0,-3,0
3859,0,0,0,0,0,0,1
3860,-2,0,3,0,-3,0,5
3861,-2,2,-2,3,-2,-1,4
3862,0,3,-1,0,-2,3,4
3863,3,-2,0,2,0,-3,2
3864,0,-2,1,2,0,-3,1
3865,-2,-1,0,3,-3,2,0
3866,-1,4,-3,0,-1,4,4
3867,-1,0,-2,3,-2,-1,0
3868,0,-3,3,-1,-2,3,5
3869,-1,-1,3,0,-2,0,5
3870,2,-2,0,2,-3,3,0
3871,-1,4,-3,-1,4,-2,3
3872,0,1,-2,3,-3,3,0
3873,-3,-1,0,0,0,0,1
3874,3,-2,2,-1,-1,0,2
3875,0,0,-2,3,-2,0,0
3876,-1,0,-1,0,0,0,1
3877,-1,0,0,0,4,-3,3
3878,0,0,0,0,0,0,1
3879,0,0,4,-3,-1,0,5
3880,-3,-1,4,0,-2,-1,5
3881,0,0,0,0,4,-3,3
3882,-2,2,-1,0,1,-2,4
3883,4,-3,-1,0,0,0,2
3884,0,-2,2,-2,1,0,5
3885,0,2,-2,-1,1,0,3
3886,4,-2,1,-1,0,1,2
3887,0,0,0,0,0,0,1
3888,1,0,-1,0,2,-2,3
3889,-2,-1,4,-1,-2,0,5
3890,0,0,0,0,0,0,1
3891,-3,3,-3,-1,4,-3,3
3892,1,-3,2,-1,0,2,2
3893,0,0,0,0,0,0,1
3894,1,-1,1,-2,2,-1,2
3895,0,-2,-1,0,0,0,1
3896,0,-2,3,0,-3,0,5
3897,0,0,-1,2,-2,-1,0
3898,0,-2,1,-2,3,-3,5
3899,3,-3,3,-3,0,3,2
3900,0,4,-1,-2,-1,4,4
3901,0,-2,2,-3,2,0,5
3902,0,-3,3,-2,-1,3,5
3903,-2,1,-1,-1,3,-2,3
3904,1,-1,-1,3,-1,-2,0
3905,3,-3,3,-3,2,1,2
3906,0,0,0,0,0,0,1
3907,0,0,0,0,-1,1,1
3908,0,-3,0,-1,4,-3,3
3909,0,0,0,0,0,0,1
3910,-2,3,-2,0,1,-1,4
3911,-1,0,1,-2,3,-3,3
3912,-3,-1,4,-3,2,-2,5
3913,3,-1,-2,2,1,-1,2
3914,3,-2,-1,3,-1,-2,0
3915,-1,2,1,-1,0,-1,1
3916,0,1,0,-1,1,-2,1
3917,0,4,-3,3,-3,3,4
3918,-3,3,-1,0,0,-2,4
3919,-1,0,4,-3,3,-3,5
3920,4,-3,-1,0,0,0,2
3921,0,4,-3,-1,0,0,4
3922,-2,0,0,1,-1,1,1
3923,0,3,-1,-2,1,2,3
3924,0,0,0,0,0,0,1
3925,-3,2,1,-2,0,1,1
3926,4,-3,-1,0,0,0,2
3927,0,4,-3,3,-3,-1,4
3928,-3,2,0,0,-1,-1,4
3929,-2,0,3,-3,-1,0,5
3930,0,-1,0,0,0,0,1
3931,0,0,0,0,0,0,1
3932,3,-2,1,-1,1,-2,2
3933,0,0,4,-3,-1,0,5
3934,0,0,0,0,0,0,1
3935,0,0,-1,0,0,0,1
3936,-3,-1,0,0,4,-3,3
3937,2,-3,2,1,-2,0,2
3938,1,2,-1,-1,-1,3,1
3939,0,0,4,-3,-1,0,5
3940,3,0,-1,-1,1,-2,2
3941,3,-2,-1,3,-3,3,0
3942,0,0,0,4,-3,-1,0
3943,0,-2,3,-3,3,-3,5
3944,4,-1,0,-1,-1,3,2
3945,-3,3,-3,2,-2,3,4
3946,1,-2,-1,0,0,0,1
3947,-1,1,-1,2,-3,2,0
3948,0,-3,0,0,3,-2,2
3949,3,-2,-1,3,-3,0,0
3950,-3,3,-3,-1,0,4,4
3951,0,0,-1,1,-1,-1,1
3952,0,0,-2,3,-2,-1,0
3953,-3,3,-3,-1,0,0,4
3954,-2,-1,2,0,-1,0,1
3955,-1,0,0,4,-1,-2,0
3956,-2,1,1,-3,3,-3,3
3957,-3,-1,0,0,0,0,1
3958,-2,2,0,0,1,-2,1
3959,-1,4,-3,-1,4,-3,3
3960,3,-2,2,-3,3,-1,2
3961,-1,4,-1,-2,3,-2,3
3962,-3,0,3,-3,-1,0,5
3963,0,0,0,4,-3,-1,0
3964,4,-3,-1,0,4,-3,2
3965,-1,-2,-1,4,-3,3,0
3966,0,0,0,0,0,4,1
3967,2,-2,3,-3,3,-3,2
3968,0,4,-2,2,-3,3,4
3969,-3,0,3,-2,0,-1,5
3970,0,-3,0,2,-2,3,0
3971,-1,2,-2,3,-1,0,4
3972,4,0,-2,0,-1,3,2
3973,4,-3,-1,0,0,0,2
3974,0,0,0,0,0,0,1
3975,0,-2,0,1,-1,0,1
3976,-2,3,-2,0,0,1,4
3977,0,-1,1,-1,1,0,1
3978,0,0,0,0,0,0,1
3979,1,-1,1,-1,1,-1,2
3980,0,3,-3,-1,4,-3,3
3981,0,4,0,-1,0,-2,4
3982,0,-2,0,-1,4,-3,3
3983,-3,-1,4,-1,-2,-1,5
3984,0,-1,-1,4,-3,-1,0
3985,1,1,-2,2,-3,0,0
3987,3,-1,-2,0,3,-1,2
3988,0,0,0,-1,0,1,1
3989,0,0,-2,-1,3,0,3
3990,2,0,-1,0,0,0,1
3991,0,0,4,-3,-1,0,5
3992,0,0,0,0,0,0,1
3993,-3,0,-1,0,0,0,1
3994,0,0,0,0,0,0,1
3995,-1,2,-2,0,2,-3,3
3996,-3,-1,0,0,0,0,1
3997,1,-3,3,-2,-1,-1,5
3998,2,-2,1,0,-1,1,2
3999,1,-2,2,0,-2,3,1
4000,-1,0,0,0,0,0,1
4001,1,-2,2,-1,1,-2,2
4002,0,0,0,0,0,0,1
4003,4,-3,-1,4,-3,3,0
4004,1,-2,-1,3,-3,3,0
4005,-3,-1,0,0,4,-1,3
4006,4,0,-3,3,-1,-1,0
4007,-1,3,-2,2,-3,1,4
4008,2,-1,0,-1,-1,4,2
4009,-1,0,0,4,-3,-1,0
4010,0,0,1,0,-1,2,1
4011,0,0,0,2,-2,0,0
4012,-1,0,0,-1,3,-2,3
4013,1,2,-2,0,1,0,3
4014,1,-1,1,-1,0,0,1
4015,0,0,0,0,0,0,1
4016,-1,0,0,0,0,0,1
4017,-1,1,-1,-1,-1,4,1
4018,0,-1,3,0,-3,3,5
4019,-3,-1,4,-3,3,-3,5
4020,-3,3,-3,2,-1,1,4
4021,4,0,-1,-2,-1,0,2
4022,-2,0,3,-3,-1,0,5
4023,4,0,-3,-1,0,4,2
4024,-2,1,-2,-1,0,4,4
4025,-3,2,0,-1,1,-2,3
4026,0,0,0,0,0,4,1
4027,0,0,0,0,4,-3,3
4028,1,-3,3,-1,-1,-1,5
4029,-1,0,4,-3,3,-2,5
4030,3,-2,2,-3,3,-2,2
4031,0,0,0,0,0,0,1
4032,0,-1,1,0,-1,0,1
4033,0,0,0,2,-3,1,0
4034,3,-2,1,-1,1,-2,2
4035,-1,3,-2,1,1,-2,4
4036,-1,-1,-1,2,0,-2,1
4037,-2,2,1,-2,0,2,1
4038,0,-2,-1,4,-1,-2,0
4039,1,0,1,-1,0,2,1
4040,0,0,-1,1,0,1,1
4041,-1,-1,3,-3,3,-3,5
4042,1,0,2,-2,-1,3,5
4043,-1,0,-2,-1,0,0,1
4044,0,0,0,0,4,0,3
4045,4,-3,-1,0,0,0,2
4046,0,0,0,0,0,0,1
4047,0,-1,2,-2,0,0,5
4048,1,-1,1,0,0,0,1
4049,3,-3,-1,0,0,0,2
4050,0,-2,-1,-1,0,4,1
4051,2,-1,0,-1,3,-3,2
4052,0,1,0,-2,2,1,3
4053,-1,3,-1,-2,3,-2,3
4054,-1,0,0,4,-2,-1,0
4055,0,0,0,0,4,-3,3
4056,-1,1,-3,2,0,-2,4
4057,1,0,0,-1,0,1,1
4058,0,-3,0,-1,4,-2,3
4059,-1,-1,0,0,4,0,3
4060,-3,3,-3,3,-2,-1,4
4061,0,3,-3,3,-1,-1,4
4062,-2,2,-1,2,-2,-1,4
4063,3,-3,-1,0,0,4,2
4064,-2,3,-1,-1,1,0,4
4065,4,-3,0,3,-2,2,0
4066,3,-3,3,-2,2,0,2
4067,-1,0,0,0,0,0,1
4068,0,-1,0,0,0,0,1
4069,-1,0,0,1,-1,0,1
4070,0,1,0,-1,2,-2,3
4071,-3,3,-3,3,-2,-1,4
4072,4,-3,-1,0,0,0,2
4073,0,4,0,-1,-2,-1,4
4074,2,-2,-1,1,2,-2,2
4075,0,0,0,0,0,0,1
4076,2,-2,2,-2,-1,3,2
4077,0,0,0,4,-3,-1,0
4078,3,-3,2,-2,3,0,2
4079,-1,0,0,0,0,0,1
4080,1,-1,-2,1,0,2,1
4081,-2,3,-3,3,-2,2,4
4082,-1,4,-1,0,0,-2,4
4083,-1,-1,3,-3,2,-1,5
4084,-3,-1,0,0,0,0,1
4085,0,0,0,0,0,0,1
4086,0,-2,3,-1,-2,3,5
4087,-1,3,-2,1,-2,3,4
4088,-2,0,0,0,1,-2,1
4089,0,0,0,0,0,0,1
4090,0,0,0,0,0,0,1
4091,1,-2,3,0,-2,1,5
4092,2,-3,2,1,0,-3,2
4093,4,-3,3,-3,3,-3,2
4094,-1,-1,0,0,0,0,1
4095,3,-2,0,1,1,-2,2
4096,4,-3,-1,0,0,4,2
4097,0,0,0,0,4,-3,3
4098,1,1,-3,3,-2,-1,0
4099,1,1,-3,1,2,-2,3
4100,-1,3,-2,1,-2,2,4
4101,-3,3,-3,3,-2,-1,4
4102,-1,-1,-1,4,0,-1,0
4103,-2,0,1,0,-1,-1,1
4104,0,0,0,0,0,0,1
4105,2,-2,3,-2,1,-2,2
4106,0,0,0,0,0,4,1
4107,0,0,0,1,1,-3,1
4108,1,-1,3,-2,1,-2,5
4109,4,-3,-1,0,0,0,2
4110,4,-1,-2,-1,4,-3,2
4111,0,4,-3,-1,0,4,4
4112,0,0,0,1,-2,3,1
4113,1,0,0,-2,2,1,3
4114,3,-1,-2,-1,4,-1,2
4115,2,-1,-1,-1,2,-1,2
4116,0,0,0,0,0,0,1
4117,-3,-1,0,0,0,0,1
4118,-3,3,-3,3,0,-1,4
4119,4,-3,3,0,-2,2,2
4120,-3,-1,0,4,-1,0,0
4121,-1,-1,-1,0,4,-2,3
4122,-3,3,-1,-1,-1,-1,4
4123,0,-1,3,-1,-2,2,5
4124,-2,-1,3,-2,-1,3,5
4125,0,0,0,0,0,0,1
4126,3,-3,3,-3,-1,4,2
4127,0,0,0,0,0,0,1
4128,3,-2,2,-2,0,0,2
4129,-1,0,0,0,0,4,1
4130,0,-1,1,0,-1,0,1
4131,4,-3,3,-3,-1,0,2
4132,-1,2,-2,-1,4,-1,3
4133,3,-3,3,-3,3,-3,2
4134,0,4,0,-3,2,-2,3
4135,0,0,0,0,0,0,1
4136,3,-1,-1,0,0,-1,2
4137,0,-3,3,-1,0,1,5
4138,0,0,0,0,4,-3,3
4139,4,-3,3,-3,3,-3,2
4140,0,0,0,0,0,0,1
4141,-3,-1,0,0,0,0,1
4142,-2,0,1,-2,3,-3,3
4143,2,-1,0,-2,2,-2,2
4144,0,3,-1,-2,3,-2,3
4145,3,-3,3,-3,3,-2,2
4146,-3,2,-2,3,-1,-1,4
4147,0,0,0,0,0,0,1
4148,0,4,0,-3,3,-3,3
4149,-3,2,-2,3,-2,0,4
4150,3,-3,3,-3,2,-1,2
4151,3,-2,0,-1,3,-3,2
4152,-1,-1,-1,3,-1,-1,0
4153,-2,-1,0,0,0,4,1
4154,2,-1,0,2,-2,0,0
4155,0,0,0,0,0,0,1
4156,3,-3,-1,0,0,0,2
4157,-2,2,-2,2,-1,-2,4
4158,-1,-2,-1,0,0,0,1
4159,3,-3,1,-1,-1,4,2
4160,-3,3,-2,-1,-1,0,4
4161,0,0,0,0,0,0,1
4162,3,-3,-1,0,0,0,2
4163,0,4,-3,-1,0,0,4
4164,-2,3,-2,-1,3,-2,3
4165,0,0,0,0,0,0,1
4166,0,0,0,0,4,-3,3
4167,4,-3,-1,0,4,-3,2
4168,-1,-1,0,-1,-1,0,1
4169,0,0,0,0,0,0,1
4170,3,-3,3,-3,-1,0,2
4171,0,0,0,0,0,0,1
4172,0,-3,2,-1,2,-2,5
4173,2,-2,3,-2,-1,3,5
4174,3,-3,-1,4,-3,-1,0
4175,-2,-1,3,-2,-1,-1,5
4176,-2,-1,2,-1,-1,-1,5
4177,0,-2,-1,0,4,-3,3
4178,0,4,-3,3,-3,-1,4
4179,0,-2,2,1,-2,1,1
4180,1,-1,-1,3,-2,1,0
4181,0,0,0,4,-3,-1,0
4182,0,0,0,0,0,0,1
4183,3,-3,3,-2,-1,1,2
4184,0,0,0,0,0,4,1
4185,1,-1,0,0,1,-1,1
4186,-3,-1,4,-1,1,-3,5
4187,0,0,0,0,0,0,1
4188,-1,3,-2,0,2,-2,3
4189,3,-3,3,-3,-1,4,2
4190,0,-1,4,-2,0,-1,5
4191,-3,0,-1,0,4,-1,3
4192,0,0,0,0,4,-3,3
4193,3,-3,3,-3,3,-3,2
4194,3,0,-3,0,3,-3,3
4195,1,1,-3,-1,4,-3,3
4196,1,-3,-1,4,-2,1,0
4197,-2,1,0,2,-2,1,4
4198,-1,0,0,0,0,0,1
4199,0,0,0,0,0,0,1
4200,4,0,-1,-2,-1,0,2
4201,0,4,-3,-1,0,0,4
4202,-1,3,-1,-2,3,-2,3
4203,2,-2,-1,4,-1,0,0
4204,0,0,0,0,0,0,1
4205,0,3,-3,-1,4,-1,3
4206,-2,0,-1,4,-1,-2,0
4207,1,1,-3,3,-2,-1,0
4208,-1,-2,2,-2,3,0,5
4209,0,0,0,0,0,0,1
4210,3,-3,-1,0,0,0,2
4211,0,-1,0,0,1,-2,1
4212,3,-3,-1,4,-3,-1,0
4213,3,-2,0,1,0,-1,2
4214,0,2,-2,0,0,-1,4
4215,3,-3,3,-3,3,-1,2
4216,3,0,-3,1,-1,3,0
4217,3,-2,-1,3,0,-3,0
4218,-1,3,-2,0,-1,-1,4
4219,1,-2,0,-1,4,-3,3
4220,-3,-1,0,0,0,0,1
4221,0,-1,2,-3,1,1,5
4222,-2,2,-1,1,-1,1,4
4223,0,4,-3,3,-1,-2,4
4224,1,1,-1,2,-3,1,0
4225,0,-1,-1,3,-1,-1,0
4226,-2,1,-1,3,-2,1,4
4227,-1,0,0,4,-3,-1,0
4228,-3,2,-2,3,-3,-1,4
4229,0,-1,0,0,0,0,1
4230,4,-3,-1,0,0,0,2
4231,0,0,0,0,0,0,1
4232,0,0,4,-3,-1,0,5
4233,-1,-2,2,-1,0,2,5
4234,-3,0,-1,4,-1,-2,0
4235,3,-3,-1,0,0,0,2
4236,0,0,1,0,-1,2,1
4237,3,-1,-1,-1,3,-1,2
4238,0,0,-2,1,-1,3,1
4239,-2,1,2,-2,-1,3,5
4241,0,-1,0,1,-1,1,1
