CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_저가_clust_id
4860,0,0,0,0,0,0,3
4861,0,0,0,0,0,0,3
4862,0,0,-1,1,-1,0,3
4863,0,0,0,0,0,0,3
4864,0,0,0,0,0,0,3
4865,0,0,0,0,4,-1,1
4866,0,0,0,0,0,0,3
4867,0,0,0,0,0,0,3
4868,3,-3,3,-3,-1,0,5
4869,-2,3,-1,-2,0,-1,0
4870,0,0,0,0,0,0,3
4871,-1,-2,2,0,-1,-1,3
4872,-3,3,-1,0,-2,3,0
4873,-1,0,0,0,0,0,3
4874,0,0,0,0,0,0,3
4875,0,0,0,0,0,0,3
4876,0,0,4,-1,-2,-1,2
4877,0,0,0,0,0,0,3
4878,2,-3,0,3,-3,3,4
4879,-1,0,4,-3,3,-3,2
4880,0,-3,3,-3,3,-1,2
4881,-1,4,-1,-2,-1,0,0
4882,-1,0,4,-3,3,-2,2
4883,4,-3,-1,0,0,0,5
4884,0,0,0,0,0,0,3
4885,2,-1,-1,3,-3,0,4
4886,-2,-1,0,4,-3,-1,4
4887,0,0,0,0,0,0,3
4888,-1,4,-3,-1,4,-2,1
4889,0,0,0,0,0,0,3
4890,2,-3,2,-1,-1,3,5
4891,4,0,-1,0,-2,-1,5
4892,1,0,-1,1,-2,3,4
4893,0,-1,0,4,-3,3,4
4894,0,4,-3,-1,0,0,0
4895,0,0,0,0,0,0,3
4896,-1,-1,3,-3,-1,0,2
4897,0,0,0,4,-1,-2,4
4898,0,0,0,0,0,0,3
4899,4,-3,-1,0,4,-3,5
4900,0,0,0,0,0,0,3
4901,-1,1,-1,0,1,-1,3
4902,-1,2,-2,3,-2,-1,0
4903,-3,3,-3,-1,0,4,0
4904,0,0,0,0,0,0,3
4905,0,0,0,0,0,0,3
4906,-1,0,0,0,0,0,3
4907,0,0,0,0,0,0,3
4908,-2,1,-2,1,1,-2,0
4909,0,0,0,0,0,0,3
4910,0,4,-3,-1,0,0,0
4911,4,-1,-2,3,-1,-1,4
4912,0,0,0,0,0,0,3
4913,0,0,0,0,0,0,3
4914,-3,3,-3,-1,4,-3,1
4915,0,0,0,0,0,0,3
4916,0,0,1,-1,-1,2,3
4917,-1,3,-2,0,0,1,0
4918,-1,-1,0,4,-2,2,4
4919,2,-3,3,-1,-1,-1,5
4920,1,0,-2,3,-2,2,4
4921,-1,-1,2,0,0,-2,3
4922,0,-3,3,-3,-1,0,2
4923,0,0,0,0,4,-3,1
4924,2,-3,0,3,-3,-1,4
4925,0,0,0,4,0,-2,4
4927,-3,-1,0,0,0,0,3
4928,-1,0,0,0,0,0,3
4929,-3,-1,0,4,-3,-1,4
4930,0,0,4,-3,-1,0,2
4931,-3,3,-1,-2,3,-2,1
4932,3,-3,3,-3,0,-1,5
4933,0,0,0,0,0,4,3
4934,3,0,-3,3,-3,3,4
4935,0,0,4,-3,-1,0,2
4936,0,0,0,0,0,0,3
4937,-3,-1,0,4,-3,2,4
4938,0,4,-3,3,-2,-1,0
4939,0,0,0,0,0,0,3
4940,0,4,-3,-1,4,-3,1
4941,0,0,0,0,0,4,3
4942,3,-3,2,0,-1,0,5
4943,4,-2,0,-1,-1,0,5
4944,-1,0,-1,4,-1,-1,4
4945,2,-1,-1,3,-2,-1,4
4946,0,0,0,0,0,0,3
4947,0,0,0,0,4,-3,1
4948,0,4,-3,3,-3,3,0
4949,-1,-2,3,-3,1,-1,2
4950,-1,0,0,4,-3,-1,4
4951,3,-3,-1,4,-3,-1,4
4952,-1,3,-3,1,2,-1,0
4953,-1,0,0,0,0,0,3
4954,0,0,0,0,0,0,3
4955,-1,-2,-1,0,0,0,3
4956,-2,1,2,-3,3,-3,2
4957,-3,-1,4,-3,3,-3,2
4958,0,0,0,0,0,0,3
4959,3,-3,3,-1,-1,0,5
4960,0,-3,3,-3,2,1,2
4961,-1,4,-1,-2,-1,0,0
4962,3,-3,2,-2,3,0,5
4963,0,0,0,0,0,0,3
4964,0,0,-3,2,-2,-1,4
4965,4,-3,-1,0,0,0,5
4966,0,0,4,-3,-1,0,2
4967,-1,0,0,0,4,-3,1
4968,-3,3,-3,-1,0,0,0
4969,-3,3,0,-2,2,-3,1
4970,-1,4,-3,-1,0,4,0
4971,4,-3,-1,4,-3,3,4
4972,0,0,0,0,4,-1,1
4973,-1,0,0,4,-3,-1,4
4974,-2,0,-1,-1,4,-3,1
4975,0,0,0,0,0,0,3
4976,-1,0,4,-1,-2,-1,2
4977,0,0,0,0,0,0,3
4978,1,0,-1,-1,0,3,3
4979,0,0,0,4,-3,-1,4
4980,-2,3,-3,3,-1,0,0
4981,0,0,0,0,0,0,3
4982,0,0,0,0,0,0,3
4983,1,-1,3,-1,-1,-1,2
4984,0,4,-3,-1,0,4,0
4985,0,0,0,0,0,0,3
4986,4,-3,-1,0,4,-3,5
4987,4,-2,-1,3,-2,-1,4
4988,4,-3,-1,4,-3,-1,4
4989,0,0,0,4,-3,0,4
4990,-1,0,-1,0,0,0,3
4991,-1,4,0,-1,-2,2,0
4992,0,0,0,0,0,0,3
4993,-3,3,-1,-1,1,-1,0
4994,4,-3,-1,0,4,-1,5
4995,2,-3,3,-3,3,-3,5
4996,-1,2,-1,-2,2,0,1
4997,0,0,4,-3,3,-1,2
4998,4,-3,0,-1,0,0,5
4999,-1,-1,4,-2,1,0,2
5000,1,-2,-1,0,4,-3,1
5001,4,-3,-1,0,4,-3,5
5002,-2,-1,-1,4,-3,3,4
5003,4,-3,-1,0,0,4,5
5004,0,0,0,4,0,-3,4
5005,-3,-1,0,0,0,0,3
5006,3,-3,3,-3,-1,0,5
5007,0,0,0,0,0,0,3
5008,-1,0,-1,0,0,0,3
5009,0,0,4,-3,-1,0,2
5010,3,-3,-1,0,0,0,5
5011,4,-3,-1,0,0,0,5
5012,-3,-1,0,0,0,0,3
5013,0,-3,1,-1,-1,0,3
5014,4,-3,3,-3,-1,4,5
5015,-1,0,0,0,0,0,3
5016,0,0,0,0,0,0,3
5017,-2,-1,3,-3,-1,0,2
5018,3,-3,2,-1,1,0,5
5019,0,-2,3,-3,-1,4,2
5020,0,4,-3,3,-3,-1,0
5021,4,-3,-1,0,0,4,5
5022,0,0,0,4,0,-3,4
5023,-3,3,-1,-2,3,-3,1
5024,-3,3,-3,-1,0,0,0
5025,0,4,-3,-1,0,4,0
5026,0,0,0,0,0,0,3
5027,-2,-1,-1,0,0,0,3
5028,0,0,4,-3,-1,0,2
5029,-3,-1,4,-3,-1,0,2
5030,0,1,-1,1,-2,3,3
5031,0,0,0,0,0,0,3
5032,0,0,0,0,0,0,3
5033,-3,-1,0,4,-3,3,4
5034,0,0,4,-3,0,3,2
5035,-2,-1,0,-1,0,0,3
5036,-3,-1,0,0,4,-3,1
5037,-1,0,4,-3,0,-1,2
5038,0,0,0,0,0,4,3
5039,-3,3,-1,-2,-1,0,0
5040,0,0,0,0,0,0,3
5041,0,0,0,0,0,0,3
5042,-1,3,-2,0,1,1,0
5043,0,0,4,-3,-1,0,2
5044,0,3,-3,-1,0,0,0
5045,-3,-1,0,0,4,0,1
5046,-3,3,-3,3,-2,-1,0
5047,0,0,0,0,0,0,3
5048,0,0,0,0,0,0,3
5049,1,0,1,0,-1,-1,3
5050,3,-1,-2,-1,4,0,5
5051,2,-2,2,-1,-1,3,5
5052,0,-2,2,0,0,-1,3
5053,-3,-1,4,-3,0,0,2
5054,0,0,4,-3,-1,0,2
5055,0,-3,3,-2,2,-1,2
5056,0,-1,3,-3,0,3,2
5057,0,0,0,0,0,0,3
5058,1,-1,1,-1,1,0,3
5059,3,-3,3,-2,1,0,5
5060,-3,-1,0,4,-1,-2,4
5061,-2,-1,3,-1,-1,-1,2
5062,0,0,0,0,0,0,3
5063,0,0,0,0,0,0,3
5064,-1,-1,3,-1,-1,-1,2
5065,3,-2,-1,3,-3,-1,4
5066,0,0,0,0,0,0,3
5067,-1,0,0,0,0,0,3
5068,-1,0,0,0,0,0,3
5069,0,0,0,4,-3,-1,4
5070,-3,-1,0,0,0,0,3
5071,3,0,-3,2,-2,1,4
5072,4,-3,-1,0,0,0,5
5073,0,0,4,-1,-2,-1,2
5074,0,0,0,0,0,0,3
5075,4,-3,0,-1,0,4,5
5076,0,0,0,4,-3,-1,4
5078,0,0,0,0,0,0,3
5079,0,0,0,0,4,-3,1
5080,-1,3,0,-3,0,-1,3
5081,0,0,0,0,0,0,3
5082,0,0,0,0,0,0,3
5083,0,0,0,0,0,0,3
5084,-3,3,-3,-1,4,-1,1
5085,0,0,0,0,0,0,3
5086,0,0,0,0,0,0,3
5087,-1,3,-1,-2,2,-1,1
5088,0,0,0,0,0,0,3
5089,-2,2,-2,-1,4,-1,1
5090,0,4,-3,3,-3,-1,0
5091,0,0,0,4,-3,-1,4
5092,0,0,0,0,0,0,3
5093,1,-1,1,-2,3,-1,1
5094,-3,-1,0,0,0,0,3
5095,4,-3,2,-2,-1,4,5
5096,0,0,0,0,0,0,3
5098,0,0,4,-1,-2,3,2
5099,0,0,0,0,0,0,3
5100,0,4,-3,-1,0,0,0
5101,-2,0,3,-3,3,-1,2
5102,-2,-1,3,-1,0,-2,2
5103,0,0,0,0,0,0,3
5104,-1,0,1,0,-1,2,3
5105,0,0,0,0,0,0,3
5106,0,0,0,0,0,0,3
5107,0,4,-3,-1,0,0,0
5108,-2,-1,3,-3,3,0,2
5109,-1,-1,1,-2,0,3,3
5110,-2,3,-3,-1,0,0,0
5111,3,0,-3,3,-3,-1,4
5112,3,0,-3,3,-3,-1,4
5113,-3,-1,0,0,0,0,3
5114,0,0,0,0,0,4,3
5115,0,0,0,0,0,4,3
5116,3,0,-3,0,3,-3,1
5117,0,3,-3,3,-3,3,0
5118,0,0,0,0,0,0,3
5119,-1,-2,-1,4,-2,-1,4
5120,4,-3,3,-3,-1,0,5
5121,-3,3,0,-3,-1,4,0
5122,-1,-2,-1,0,4,-3,1
5123,-3,0,3,-3,3,-2,2
5124,0,0,4,-3,-1,0,2
5125,-3,3,-3,-1,0,0,0
5126,1,-2,3,-2,2,-3,2
5127,3,-2,-1,-1,0,0,5
5128,-2,3,-2,1,-1,2,0
5129,-1,4,-2,-1,0,3,0
5130,0,-3,0,0,3,-1,3
5131,-1,0,4,-3,3,-1,2
5132,0,0,0,0,4,0,1
5133,3,-3,-1,0,0,0,5
5134,0,-1,-1,3,-1,0,4
5135,0,1,-2,-1,0,0,3
5136,2,-2,1,-1,1,-2,5
5137,4,-2,-1,-1,4,-3,5
5138,-2,0,1,0,0,-1,3
5139,3,-3,-1,0,4,-3,5
5140,0,4,-1,1,-3,3,0
5141,-1,0,2,-3,3,-3,2
5142,0,0,0,0,0,0,3
5143,0,0,0,0,0,0,3
5144,0,0,4,-3,-1,0,2
5145,4,-3,3,-1,-2,-1,5
5146,0,0,0,0,0,0,3
5147,-3,2,-2,3,-2,1,0
5148,0,0,0,0,4,-3,1
5149,0,-1,3,-3,2,-2,2
5150,0,0,0,0,0,0,3
5151,4,-3,3,-3,1,-1,5
5152,3,-1,-1,0,0,1,5
5153,0,4,-3,3,-3,-1,0
5154,-3,-1,4,-2,-1,3,2
5155,0,0,0,0,0,0,3
5156,0,0,4,-3,3,-3,2
5157,-3,1,2,-2,1,0,2
5158,0,0,0,0,0,0,3
5159,-3,3,-3,-1,4,-3,1
5160,-1,2,-2,3,-1,-1,0
5161,0,0,0,0,0,0,3
5162,0,-3,3,-1,-1,0,2
5163,0,4,-3,-1,0,0,0
5164,-3,3,-1,-2,2,-2,1
5165,0,0,0,0,0,0,3
5166,0,0,4,-1,1,-3,2
5167,0,0,0,0,0,0,3
5168,0,0,4,-3,-1,4,2
5169,0,0,0,4,-3,3,4
5170,0,-2,-1,4,-3,3,4
5171,0,0,0,0,0,0,3
5172,0,0,0,0,0,0,3
5173,0,0,-1,1,2,-2,3
5174,0,0,4,-3,-1,0,2
5175,-1,0,0,0,4,-3,1
5176,0,0,4,-3,-1,0,2
5177,0,0,0,0,0,0,3
5178,-1,0,0,0,0,0,3
5179,-1,-1,-1,3,-3,3,4
5180,-2,-1,0,4,0,-3,4
5181,0,0,0,0,0,0,3
5182,0,0,0,0,0,0,3
5183,0,0,0,0,4,-3,1
5184,0,0,0,0,0,0,3
5185,3,-3,-1,4,-3,3,4
5186,-1,-1,1,-1,0,1,3
5187,-1,0,0,0,0,0,3
5188,3,-3,-1,4,-3,3,4
5189,0,0,0,0,0,0,3
5190,-2,3,-1,-2,-1,4,0
5191,0,3,0,-2,1,-2,1
5192,4,-3,3,-3,3,-3,5
5193,-3,-1,0,4,0,-2,4
5194,-1,0,0,0,0,0,3
5195,0,0,0,0,0,0,3
5196,4,-3,-1,4,-3,-1,4
5197,0,0,0,0,0,0,3
5198,0,0,0,0,0,0,3
5200,0,4,-3,-1,0,4,0
5201,1,-2,2,-2,3,-3,5
5202,4,-3,-1,0,0,0,5
5203,0,0,0,0,0,0,3
5204,-2,-1,3,-3,-1,4,2
5205,4,0,-3,-1,0,0,5
5206,2,-3,3,-2,1,0,5
5207,-1,0,0,4,-3,-1,4
5208,0,0,0,0,0,0,3
5209,0,4,-3,3,-3,-1,0
5210,0,4,-3,3,-3,-1,0
5211,0,0,0,0,0,0,3
5212,2,-2,1,-1,1,-1,5
5213,0,0,0,0,0,0,3
5214,-2,-1,-1,4,-1,-2,4
5215,0,3,-3,-1,4,-2,1
5216,0,1,0,0,0,0,3
5217,0,0,0,0,0,0,3
5218,2,0,-1,1,0,-2,3
5219,0,0,0,0,0,0,3
5220,-2,1,-2,3,-1,-1,0
5221,2,-3,3,-2,1,0,5
5222,4,-3,-1,4,-3,-1,4
5223,0,0,0,0,0,0,3
5224,0,0,0,0,4,-3,1
5225,-1,4,-3,-1,0,0,0
5226,-1,-1,0,0,4,-2,1
5227,0,0,0,0,0,0,3
5228,0,4,-3,3,-1,-2,0
5229,4,-3,-1,0,0,0,5
5230,0,0,0,4,-3,3,4
5231,-1,1,-1,1,-2,3,3
5232,0,0,0,0,0,0,3
5233,-1,-2,3,0,-2,-1,2
5234,-3,-1,0,0,0,0,3
5235,0,0,0,0,0,0,3
5236,4,-2,-1,3,-3,-1,4
5237,3,-2,2,-3,3,-1,5
5238,0,0,0,0,0,0,3
5239,-3,-1,0,0,0,0,3
5240,-3,-1,4,-3,3,-3,2
5241,0,0,0,0,0,0,3
5242,-2,-1,3,-3,-1,0,2
5243,-3,-1,0,0,0,0,3
5244,1,-1,0,2,-2,-1,4
5245,0,4,-2,1,-2,3,0
5246,0,0,4,-3,-1,0,2
5247,-1,1,-2,0,3,-2,1
5248,0,0,0,0,0,0,3
5249,-3,-1,4,-3,0,-1,2
5250,0,4,-3,-1,0,0,0
5251,0,0,0,0,4,-3,1
5252,-3,1,2,-3,2,1,2
5253,0,0,0,0,0,0,3
5254,0,-3,-1,0,0,0,3
5255,-2,-1,3,-3,-1,0,2
5256,-1,0,0,4,0,-3,4
5257,-2,-1,3,-1,-2,3,2
5258,0,0,0,0,0,0,3
5259,-1,4,-3,-1,0,4,0
5260,0,0,0,0,0,0,3
5261,4,-3,-1,0,4,-2,5
5262,3,-2,2,-3,2,0,5
5263,0,0,-1,0,1,0,3
5264,4,-3,-1,0,4,-3,5
5265,0,0,0,0,0,0,3
5266,0,0,0,4,-3,3,4
5267,0,4,-3,3,-1,0,0
5268,0,0,0,0,0,0,3
5269,0,0,4,-3,-1,0,2
5270,0,0,0,0,0,0,3
5271,0,0,4,-2,-1,-1,2
5272,0,0,0,0,0,0,3
5273,2,0,0,1,-3,0,4
5274,0,0,0,0,0,0,3
5275,4,-2,-1,0,-1,4,5
5276,0,0,0,0,0,0,3
5277,0,-1,-1,4,-3,-1,4
5278,-2,1,0,-2,3,-3,1
5279,0,4,-3,3,-3,-1,0
5280,0,0,0,0,0,0,3
5281,3,-1,-2,3,-3,3,4
5282,0,0,0,0,0,0,3
5283,-2,1,-2,3,-2,2,4
5284,0,4,-3,0,-1,4,0
5285,0,0,0,0,0,0,3
5286,-2,-1,3,-3,-1,4,2
5287,0,-2,2,-1,1,1,2
5288,0,0,0,4,-3,-1,4
5289,-1,1,-1,-2,1,-1,3
5290,0,0,0,0,0,0,3
5291,4,-3,3,-3,3,0,5
5292,0,0,0,0,0,0,3
5293,4,-3,-1,0,4,-3,5
5294,0,0,0,0,4,-3,1
5295,0,0,0,0,0,0,3
5296,-2,0,3,-3,2,-1,2
5297,0,0,0,0,0,0,3
5298,0,4,-3,-1,0,0,0
5299,-2,0,-1,-1,0,4,3
5300,-3,2,-2,3,-2,-1,0
5301,0,0,0,0,0,0,3
5302,-3,-1,0,4,-1,1,4
5303,0,0,0,0,0,0,3
5304,0,0,0,0,0,0,3
5305,-1,4,-3,-1,4,0,1
5306,0,0,0,0,0,0,3
5307,0,0,0,0,0,4,3
5308,-1,0,4,-3,-1,0,2
5309,3,-3,2,0,-1,0,5
5310,-3,-1,0,0,0,4,3
5311,-1,0,0,0,0,4,3
5312,0,0,0,0,0,0,3
5313,0,-1,-1,0,0,0,3
5314,0,0,-1,1,-2,3,3
5315,0,-1,4,-1,-1,2,2
5316,-2,-1,-1,0,4,-1,1
5317,3,-3,3,-3,-1,0,5
5318,0,0,0,0,0,0,3
5319,0,0,4,-3,-1,0,2
5320,-3,-1,0,0,0,0,3
5321,2,0,-3,-1,0,0,3
5322,-2,-1,3,-3,0,3,2
5323,-3,-1,0,0,0,0,3
5325,3,-3,3,-1,0,-2,5
5326,-1,1,-2,2,-1,-1,0
5327,0,0,0,0,0,0,3
5328,0,-3,0,3,-1,-2,4
5329,0,-1,1,-2,2,-2,3
5330,0,0,0,0,0,0,3
5331,0,0,0,0,0,0,3
5332,0,4,-3,-1,0,0,0
5333,-1,-2,-1,4,-2,1,4
5334,-2,3,-1,0,0,-2,0
5335,-3,1,1,-2,3,-1,1
5336,0,-3,1,-1,3,-3,5
5337,-1,4,-3,3,-2,1,0
5338,-3,-1,0,0,0,0,3
5339,0,0,0,0,0,0,3
5340,0,0,0,0,4,-3,1
5341,0,0,0,0,0,0,3
5342,0,4,-3,-1,0,0,0
5343,-1,0,0,0,0,0,3
5344,-2,1,1,-2,1,0,3
5345,-2,0,-1,4,0,-3,4
5346,-3,1,2,-2,1,1,2
5347,-1,4,-3,2,-1,-1,0
5348,0,0,0,0,0,4,3
5349,-2,3,-2,0,-1,-1,0
5350,1,-3,1,-1,-1,4,5
5351,0,0,0,0,0,0,3
5352,1,-3,0,3,-1,-1,4
5353,1,-1,1,-2,0,-1,3
5354,4,-3,2,1,-1,-2,5
5355,-2,-1,-1,4,-3,-1,4
5356,0,0,0,0,0,0,3
5357,4,-2,1,-2,-1,0,5
5358,1,-1,0,0,1,-1,3
5359,-2,-1,3,-3,-1,0,2
5360,0,0,0,0,0,0,3
5361,3,-2,-1,3,-2,1,4
5362,0,0,0,0,0,0,3
5363,0,0,0,0,0,0,3
5364,0,0,0,0,0,0,3
5365,3,-3,-1,0,0,4,5
5366,-1,4,-3,-1,0,0,0
5367,3,-3,-1,0,0,0,5
5368,0,0,0,0,0,0,3
5369,0,-1,0,1,-2,3,3
5370,0,0,0,0,0,0,3
5371,0,0,0,0,0,0,3
5372,3,-3,-1,0,0,0,5
5373,-3,-1,0,0,0,0,3
5374,-2,3,-1,1,-2,-1,0
5375,0,-2,2,0,-1,0,3
5376,4,-3,2,-2,3,0,5
5377,0,0,4,-3,-1,0,2
5378,-3,3,-1,0,-2,0,0
5379,0,0,0,0,0,0,3
5380,0,0,0,0,0,0,3
5381,0,0,0,0,0,0,3
5382,0,0,0,0,0,0,3
5383,0,0,0,4,-3,-1,4
5384,0,0,0,0,0,0,3
5385,0,0,0,0,4,-2,1
5386,0,0,0,4,-3,-1,4
5387,0,4,-3,3,-3,-1,0
5388,0,0,0,0,0,0,3
5389,0,0,0,0,0,0,3
5390,-2,3,-3,-1,4,-3,1
5391,0,0,0,0,0,0,3
5392,0,0,0,0,0,4,3
5393,0,0,0,4,-3,-1,4
5394,-3,-1,4,-3,-1,0,2
5395,-1,3,-3,3,-3,-1,0
5396,-3,-1,0,4,-1,-2,4
5397,1,-1,-1,3,-3,3,4
5398,0,0,0,0,0,0,3
5399,-1,0,1,0,0,-1,3
5400,0,0,0,0,0,0,3
5401,1,-2,0,3,-3,-1,4
5402,0,0,0,0,0,0,3
5403,3,-1,-1,0,0,0,5
5404,0,0,0,0,0,0,3
5405,0,0,0,4,-3,-1,4
5406,2,-2,-1,-1,0,4,5
5407,-1,0,-1,4,-3,3,4
5408,-3,3,-3,-1,4,-3,1
5409,0,4,-3,3,-3,3,0
5410,0,0,0,0,4,-3,1
5411,-2,2,-2,1,-1,2,0
5412,-1,-2,0,-1,4,-2,1
5413,4,-3,3,-3,-1,0,5
5414,4,-3,3,-3,3,-1,5
5415,0,0,0,0,0,0,3
5416,-3,3,-3,-1,0,0,0
5417,0,-1,0,0,0,0,3
5418,-1,0,-2,0,3,-3,1
5419,0,0,0,0,0,0,3
5420,0,0,4,-3,3,-3,2
5421,-3,-1,0,0,0,0,3
5422,0,0,0,0,0,0,3
5423,3,-3,-1,4,0,-3,4
5424,-2,-1,-1,0,0,4,3
5425,-3,3,-3,-1,4,-3,1
5426,0,0,0,0,0,0,3
5427,0,-2,-1,3,-1,-1,4
5428,3,-2,-1,-1,0,0,5
5429,1,-3,1,0,0,2,5
5430,-1,4,-3,-1,0,0,0
5431,0,-2,-1,-1,4,-3,1
5432,0,0,0,4,-3,-1,4
5433,0,0,0,0,0,0,3
5434,1,-1,1,-1,1,0,3
5435,0,0,0,0,0,0,3
5436,3,0,0,-1,-2,1,5
5437,4,-3,-1,0,0,0,5
5438,4,-3,3,-1,-2,-1,5
5439,-2,2,0,0,-2,3,0
5440,-3,3,-2,-1,3,-3,1
5441,3,0,-3,3,-2,1,4
5442,0,4,-1,-2,3,-3,1
5443,-2,3,-3,-1,0,4,0
5444,-2,-1,-1,4,-1,0,4
5445,-1,0,0,0,0,4,3
5446,-2,0,-1,-1,4,-1,1
5447,-3,3,0,-3,-1,4,0
5448,0,4,-3,2,1,-2,0
5449,4,-1,-2,2,-2,-1,4
5450,0,0,0,0,0,0,3
5451,-1,0,-1,2,-2,3,4
5452,1,2,-2,1,-1,1,0
5453,1,-2,3,-3,3,-1,2
5454,3,-3,-1,0,4,-1,5
5455,-1,1,0,-1,-1,-1,3
5456,0,-1,0,-1,3,-2,1
5457,0,0,0,0,0,0,3
5458,-1,1,-1,1,0,-1,3
5459,0,0,0,0,4,-3,1
5460,-2,-1,3,-3,-1,0,2
5461,4,-3,-1,0,0,0,5
5462,0,0,0,0,0,0,3
5463,-3,3,0,-3,2,0,1
5464,4,-1,-2,3,-3,-1,4
5465,4,-3,-1,0,0,0,5
5466,0,0,0,4,-3,-1,4
5467,0,3,-3,0,-1,4,0
5468,0,0,0,0,0,4,3
5469,0,-1,3,-2,1,-1,2
5470,0,0,0,0,0,0,3
5471,1,-1,0,1,0,0,3
5472,2,-1,1,-1,-1,3,5
5473,3,-1,-2,0,0,3,5
5474,-3,3,-1,-1,1,-1,0
5475,-3,-1,0,0,0,0,3
5476,0,0,0,4,-3,-1,4
5477,0,0,0,0,4,-3,1
5478,3,-2,-1,-1,4,-2,5
5479,3,-3,3,-2,1,-2,5
5480,0,1,0,-1,1,-1,3
5481,0,0,0,0,0,0,3
5482,0,0,-1,4,-3,3,4
5483,-3,-1,0,0,0,0,3
5484,0,0,0,0,0,0,3
5485,-1,-1,4,-3,3,-3,2
5486,-2,-1,3,-3,-1,0,2
5487,0,4,-2,2,-2,-1,0
5488,-1,-1,0,0,4,-3,1
5489,0,0,0,0,0,0,3
5490,0,0,0,0,0,0,3
5491,0,0,0,0,0,0,3
5492,0,4,-3,-1,4,-3,1
5493,-3,3,-3,-1,4,-3,1
5494,-1,4,-3,2,0,0,0
5495,0,0,0,0,0,0,3
5496,0,0,0,0,0,0,3
5497,2,-1,-1,-1,3,0,5
5498,-3,-1,0,0,4,-1,1
5499,0,0,0,0,0,4,3
5500,4,-1,-1,1,0,-1,5
5501,0,0,0,0,0,0,3
5502,-1,0,0,0,0,4,3
5503,4,-3,0,0,3,-3,5
5504,0,0,0,0,0,0,3
5505,0,0,0,0,0,0,3
5506,0,4,-3,3,0,-3,0
5507,0,0,4,-2,-1,-1,2
5508,-3,-1,0,0,4,-3,1
5509,0,0,0,0,0,0,3
5510,0,0,0,0,0,0,3
5511,0,0,0,0,0,0,3
5512,-1,0,4,-2,1,-1,2
5513,0,0,0,0,0,0,3
5514,0,0,0,0,0,0,3
5515,4,-2,-1,3,-1,-2,4
5516,0,0,4,-3,-1,0,2
5517,-2,3,-3,3,-3,3,0
5518,-3,3,-3,3,-2,-1,0
5519,0,-1,-1,-1,0,4,3
5520,0,0,0,0,0,0,3
5521,0,0,0,0,0,0,3
5522,4,-1,-2,-1,4,-3,5
5523,-3,3,-3,3,-3,1,0
5524,0,4,-3,-1,0,0,0
5525,0,4,-2,0,2,0,0
5526,0,4,-3,-1,0,0,0
5527,0,0,0,0,0,0,3
5528,-1,0,0,0,0,0,3
5529,0,0,0,0,0,0,3
5530,4,0,-3,3,-1,-2,4
5531,-3,-1,0,0,4,-3,1
5532,0,4,-3,-1,4,-3,1
5533,4,-2,1,-1,1,-2,5
5534,-1,0,4,-3,-1,0,2
5535,-2,-1,0,4,-3,0,4
5536,-2,-1,-1,4,-3,-1,4
5537,4,-1,-2,0,-1,0,5
5538,0,0,0,0,4,-3,1
5539,0,0,0,0,0,0,3
5540,0,0,0,0,0,0,3
5541,0,0,0,0,0,0,3
5542,0,0,0,0,0,0,3
5543,0,0,0,0,0,0,3
5544,-3,3,-3,-1,4,-3,1
5545,-3,3,-2,1,-1,1,0
5546,0,0,0,0,0,0,3
5547,0,3,-3,3,-3,-1,0
5548,-2,-1,3,-1,-2,3,2
5549,0,4,-3,-1,0,0,0
5550,-3,3,0,-3,-1,4,0
5551,0,4,-3,3,-3,3,0
5552,4,-3,3,-1,-1,2,5
5553,0,-2,2,-1,1,-2,2
5554,1,-2,3,-3,-1,0,2
5555,0,0,0,0,0,0,3
5556,4,-3,-1,0,0,0,5
5557,1,-1,1,-1,1,-1,3
5558,-3,-1,4,-1,-1,-1,2
5559,-2,1,0,-1,-1,3,3
5560,0,0,0,4,-1,-2,4
5561,3,0,-3,2,1,-3,3
5562,-1,4,-3,3,-3,-1,0
5563,0,0,1,-1,1,-1,3
5564,0,0,0,0,0,0,3
5565,0,3,-1,-2,0,-1,0
5566,0,0,0,0,4,-3,1
5567,-1,0,0,2,-1,-1,3
5568,0,0,0,0,0,0,3
5569,-1,-1,2,-1,-1,0,2
5570,0,0,0,0,0,4,3
5571,-3,3,-2,1,0,-1,0
5572,-2,3,-3,-1,4,-3,1
5573,0,0,0,0,0,0,3
5574,0,0,0,0,0,0,3
5575,0,3,-3,3,-3,-1,0
5576,0,4,-3,-1,0,0,0
5577,-1,-1,4,-3,0,-1,2
5579,-1,-1,3,-3,3,0,2
5580,3,-3,3,-3,3,-2,5
5581,-2,-1,3,-3,1,2,2
5582,-3,-1,0,0,4,-3,1
5583,-1,1,-1,-1,-1,-1,3
5584,4,-3,-1,0,0,0,5
5585,-1,0,-1,4,-3,3,4
5586,4,-3,2,-1,-1,3,5
5587,1,-3,3,-3,3,-3,2
5588,-1,-2,-1,0,4,-3,1
5589,0,0,0,0,0,0,3
5590,0,0,0,0,0,0,3
5591,-1,4,-3,2,-2,2,0
5592,-2,-1,0,0,0,4,3
5593,0,0,0,0,0,0,3
5594,0,0,0,0,0,4,3
5595,-1,2,-3,2,-2,2,0
