CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_저가_clust_id
5466,-3,-1,0,0,0,4,0
5467,0,0,-2,3,-3,2,4
5468,-3,-1,4,-3,3,-3,2
5469,3,-2,1,0,0,-2,1
5470,-3,-1,0,0,0,0,0
5471,1,2,-2,-1,3,-1,3
5472,0,2,-2,0,-1,3,5
5473,0,1,-3,2,0,-2,5
5474,-2,2,-2,3,-3,2,5
5475,-3,-1,0,0,0,0,0
5476,0,0,0,0,0,4,0
5477,-2,3,-1,-2,1,1,3
5478,0,0,4,-1,0,-1,2
5479,-3,1,1,0,-2,0,0
5480,1,-1,3,-1,-2,2,2
5481,-1,0,0,0,0,0,0
5482,3,-3,0,3,-3,3,4
5483,-3,3,-3,3,0,-2,5
5484,0,4,-3,-1,0,0,5
5485,3,-2,0,1,-1,2,1
5486,0,0,-1,-1,2,-3,3
5487,3,0,-3,2,1,-1,4
5488,0,4,-3,3,-3,3,5
5489,0,0,0,0,0,0,0
5490,0,0,0,0,4,-3,3
5491,4,-3,3,-3,-1,0,1
5492,0,1,-1,1,-1,1,0
5493,2,-3,2,1,-3,3,4
5494,1,-1,2,-3,2,0,2
5495,-2,-1,-1,4,-3,-1,4
5496,-2,1,0,-1,2,-3,3
5497,-2,-1,0,3,0,-3,0
5498,1,-2,3,-3,3,0,2
5499,0,0,0,0,4,0,3
5500,-1,1,1,-2,0,1,0
5501,4,-3,-1,4,-3,-1,4
5502,0,1,0,-2,1,2,3
5503,-3,3,-3,3,-2,-1,5
5504,3,-2,2,-2,-1,3,1
5505,4,-3,3,-3,3,0,1
5506,-1,0,0,0,4,-3,3
5507,1,2,-3,3,-3,-1,5
5508,0,4,0,-3,3,-3,3
5509,0,0,0,0,0,0,0
5510,-2,3,-3,3,-3,3,5
5511,0,0,0,0,0,0,0
5512,-1,4,-1,0,0,-2,5
5513,3,-1,-2,0,0,3,1
5514,2,-1,0,-1,0,1,1
5515,0,-2,2,1,-2,0,0
5516,-1,0,0,0,0,0,0
5517,-1,1,0,0,0,-1,0
5518,3,-2,0,2,-2,1,4
5519,-1,-1,-1,3,-1,-2,4
5520,0,0,0,0,0,0,0
5521,-3,-1,4,-3,-1,0,2
5522,1,2,-3,3,-3,-1,5
5523,0,0,-2,3,-3,3,4
5524,-1,3,-3,1,2,-1,5
5525,0,-1,1,-1,1,1,0
5526,-3,3,0,-3,3,-2,3
5527,0,0,0,0,0,0,0
5528,-2,0,3,0,-3,3,2
5529,-3,3,-3,-1,0,0,5
5530,-1,2,-2,1,-2,3,5
5531,0,4,0,-1,1,-3,3
5532,0,0,4,-3,-1,0,2
5533,0,3,-1,-2,3,-3,3
5534,1,-1,2,-2,0,1,2
5535,-1,0,0,-1,1,-1,0
5536,-1,0,0,4,-3,-1,4
5537,0,-1,1,0,0,0,0
5538,-3,2,0,-1,1,0,3
5539,0,0,0,0,0,0,0
5540,3,-2,-1,3,-2,0,4
5541,0,0,0,0,0,0,0
5542,0,4,-3,-1,0,0,5
5543,-1,0,0,4,-3,-1,4
5544,-2,0,2,-1,-1,0,2
5545,-1,1,1,0,-2,3,0
5546,4,-3,3,-3,-1,0,1
5547,-3,3,-3,3,-3,1,5
5548,1,2,-3,3,-3,1,5
5549,-1,4,-3,3,-3,0,5
5550,0,1,0,-1,1,0,0
5551,-3,0,0,3,-3,3,4
5552,0,0,0,0,4,-2,3
5553,3,-2,-1,3,0,-2,4
5554,2,-2,-1,1,1,0,1
5555,0,0,0,0,0,0,0
5556,0,0,0,4,-3,3,4
5557,-2,3,0,-2,-1,2,0
5558,3,-2,0,1,0,-1,1
5559,0,-1,1,-1,1,1,0
5560,-1,3,-3,3,-3,3,5
5561,4,-3,-1,4,0,-2,4
5562,2,1,-3,1,-1,-1,4
5563,-2,0,-1,3,-3,0,4
5564,0,0,0,4,-3,-1,4
5565,0,0,0,4,-3,-1,4
5566,1,-1,-1,-1,3,-3,3
5567,0,1,0,-1,1,0,0
5568,1,0,-2,3,-1,-2,4
5569,-2,3,-2,0,-1,3,5
5570,-1,-1,3,-3,3,-2,2
5571,-3,2,-1,-1,3,-3,3
5572,-1,-1,-1,4,-3,3,4
5573,0,0,0,0,0,0,0
5574,-3,-1,0,4,-3,-1,4
5575,-2,2,-3,2,0,0,5
5576,1,0,-1,0,1,-1,0
5577,0,1,-1,0,1,-1,0
5579,1,-1,0,1,-1,1,0
5580,3,-2,1,0,-1,2,1
5581,-2,1,-2,3,0,-3,5
5582,0,-1,4,-2,-1,3,2
5583,2,-1,-1,-1,2,-1,1
5584,4,-3,-1,4,-3,-1,4
5585,0,0,0,0,4,-3,3
5586,-1,0,0,0,4,0,3
5587,0,-1,3,-3,3,-3,2
5588,-3,0,-1,4,-3,1,4
5589,0,0,0,0,0,0,0
5590,4,-3,-1,0,4,-3,1
5591,-1,3,-1,-1,0,1,5
5592,-2,2,-1,0,-1,3,5
5593,0,0,0,0,0,0,0
5594,0,0,0,0,0,0,0
5595,3,-3,-1,4,-3,-1,4
5596,-1,2,-2,3,-1,-2,5
5597,-1,-2,-1,4,-1,-2,4
5598,0,-1,0,1,0,-1,0
5599,0,1,0,0,-2,3,0
5600,1,2,-3,2,-2,2,5
5601,0,0,0,0,0,4,0
5602,1,-3,3,0,-3,3,2
5603,0,-1,-1,-1,3,-3,3
5604,-2,3,-2,0,-1,3,5
5605,-1,2,-1,1,-1,1,5
5606,-1,0,0,0,4,-3,3
5607,0,0,0,0,0,0,0
5608,-1,-1,-1,-1,0,4,0
5609,0,0,0,0,4,-3,3
5611,1,-1,0,1,-2,2,4
5612,0,0,0,0,0,0,0
5613,0,0,-2,3,-2,0,4
5614,4,0,-3,3,-1,-1,4
5615,0,4,-1,0,0,-1,5
5616,4,-3,3,-3,3,-3,1
5617,-1,-2,0,3,-3,-1,4
5618,-2,1,1,0,-1,1,0
5619,-1,0,4,0,-3,0,2
5620,0,-1,0,2,-2,0,4
5621,-2,2,-2,2,0,-1,5
5622,-1,-1,1,0,-1,1,0
5623,0,0,0,0,0,0,0
5624,0,0,4,-3,-1,0,2
5625,-1,-1,-1,3,-3,3,4
5626,-3,-1,4,-3,-1,4,2
5627,-3,0,-1,0,0,4,0
5628,-2,3,-1,-2,0,3,3
5629,-1,-2,3,-3,3,0,2
5630,0,0,4,-3,-1,0,2
5631,-2,1,0,0,-2,2,0
5632,-1,-1,4,0,-3,-1,2
5633,-3,2,0,-1,2,-3,3
5634,-3,3,-3,0,-1,4,5
5635,0,3,-3,-1,4,-3,3
5636,2,-3,3,-3,0,2,1
5637,-3,3,-1,-1,2,-2,3
5638,-2,2,-3,0,0,3,5
5639,0,0,0,0,0,0,0
5640,4,-3,-1,0,0,0,1
5641,3,-3,3,0,-1,0,1
5642,0,-1,-1,-1,2,-2,3
5643,4,-3,-1,4,0,-3,4
5644,0,1,-1,0,1,-2,0
5645,0,0,0,0,4,-1,3
5646,1,-2,0,1,-2,2,4
5647,-1,0,0,0,0,0,0
5648,3,-2,1,-2,0,-1,1
5649,0,1,-2,3,-1,-1,4
5650,1,0,1,-1,-2,3,0
5651,1,0,-2,1,2,-3,3
5652,0,0,4,-3,-1,0,2
5653,3,-3,0,3,-3,3,4
5654,0,0,0,4,-3,-1,4
5655,4,-3,3,-1,0,-1,1
5656,-1,3,-3,2,-2,2,5
5657,2,0,-1,0,1,-1,0
5658,-1,0,0,4,-3,2,4
5659,2,-3,-1,0,4,-3,1
5660,3,-2,0,2,0,-2,4
5661,-2,2,1,-2,0,-1,0
5662,-3,0,3,-1,-2,1,2
5663,1,0,-1,1,0,1,0
5664,-1,-2,-1,4,-2,2,4
5665,1,-3,1,2,-3,3,4
5666,0,0,0,0,0,4,0
5667,1,-1,0,2,-1,-1,4
5668,-1,0,-1,0,0,4,0
5669,-1,-2,1,2,-3,3,4
5670,0,0,0,0,0,0,0
5671,3,-3,1,1,1,-1,1
5672,3,-3,1,-1,3,-2,1
5673,0,2,-2,0,-1,3,5
5674,3,-3,3,-2,1,0,1
5675,3,-3,3,-1,-2,2,1
5676,3,-1,-1,0,-1,2,1
5677,0,0,-3,3,-3,-1,4
5678,0,0,0,0,0,0,0
5679,-1,0,0,0,0,0,0
5680,3,-1,0,-2,2,0,1
5681,0,2,-3,3,-1,-2,5
5682,0,4,-3,3,-2,-1,5
5683,0,0,0,4,-3,3,4
5684,1,0,-2,1,0,2,0
5685,-1,3,0,-2,-1,2,0
5686,0,4,-3,3,-3,0,5
5687,2,-3,1,-1,3,-1,1
5688,-2,3,-1,0,0,-2,5
5689,0,1,0,0,-2,2,0
5690,-1,0,-2,3,-2,0,4
5691,3,-3,3,-3,3,-3,1
5692,-3,2,-1,0,0,0,5
5693,0,0,0,0,0,4,0
5694,0,0,0,0,0,0,0
5695,4,-3,3,-3,-1,0,1
5696,-2,2,0,-1,-1,3,0
5697,-1,0,0,0,0,0,0
5698,4,-3,2,-1,2,-1,1
5699,-3,1,-1,3,-3,-1,5
5700,-1,0,0,2,-3,0,4
5701,1,0,-1,1,-1,1,0
5702,2,-3,3,-3,0,3,1
5703,4,-3,-1,0,4,-3,1
5705,2,-2,-1,4,0,-3,4
5706,-1,3,-3,3,-3,3,5
5707,0,0,0,0,0,0,0
5708,3,-1,-2,3,-3,-1,4
5709,1,-2,-1,-1,0,4,0
5710,-3,-1,0,0,4,-3,3
5711,-3,-1,4,-2,2,-3,2
5712,-1,0,0,4,-1,1,4
5713,-1,0,0,0,0,0,0
5714,-1,0,4,0,-1,-2,2
5715,4,-3,-1,0,0,0,1
5716,0,0,4,-3,3,-3,2
5717,0,0,0,0,0,0,0
5718,-1,3,-1,-1,1,-2,3
5719,3,-3,0,3,-3,3,4
5720,0,0,-1,3,-1,0,4
5721,-1,0,0,-1,3,-1,3
5722,0,0,0,0,0,0,0
5723,-2,0,2,-2,-1,3,2
5724,0,0,0,0,0,0,0
5725,3,-3,3,-3,3,-3,1
5726,3,-3,3,-3,-1,0,1
5727,0,0,0,0,0,0,0
5728,-3,3,-1,0,-1,-1,5
5729,3,-3,2,-1,2,-3,1
5730,0,0,0,0,0,0,0
5731,0,0,0,0,0,4,0
5732,0,0,0,0,0,0,0
5733,0,3,-2,1,0,-1,5
5734,1,-1,1,0,2,-3,1
5735,-1,-1,-1,0,3,-3,3
5736,0,0,4,-3,3,0,2
5737,2,-1,1,0,-1,-1,1
5738,1,0,-1,1,1,-2,0
5739,3,-2,1,-2,2,0,1
5740,-3,-1,0,0,0,4,0
5741,3,-2,2,-3,3,-3,1
5742,0,2,-2,3,-3,3,5
5743,-1,2,0,-1,0,0,0
5744,0,-1,0,1,0,-1,0
5745,1,-2,3,-1,-2,3,2
5746,0,0,0,0,0,0,0
5747,0,4,-3,-1,0,0,5
5748,-3,3,-2,0,2,-3,3
5749,0,0,0,0,0,0,0
5750,-1,-1,3,-1,-2,2,2
5751,0,0,4,-3,-1,0,2
5752,0,0,0,4,0,-3,4
5753,-1,-2,3,-2,2,-3,2
5754,0,0,0,0,0,0,0
5755,-1,2,-2,-1,2,0,3
5756,0,1,-2,0,0,-1,0
5757,0,0,1,-1,1,-2,0
5758,0,0,0,0,0,0,0
5759,0,0,0,4,-3,-1,4
5760,0,0,0,0,0,0,0
5761,-1,4,-3,3,-1,-2,5
5762,0,0,0,4,-3,-1,4
5763,1,-2,3,-2,0,1,2
5764,-1,-2,3,-2,1,-1,2
5765,2,-2,0,1,-1,1,4
5766,2,0,0,0,-1,1,0
5767,3,-2,0,1,-2,3,4
5768,0,0,0,0,0,0,0
5769,-3,-1,0,0,0,0,0
5770,0,0,0,4,-2,-1,4
5771,-1,-2,3,-2,-1,3,2
5772,1,-1,0,1,-1,1,0
5773,-1,0,0,0,0,4,0
5775,-1,3,-3,3,-3,3,5
5776,-3,3,-1,1,-3,3,5
5777,0,3,-1,-2,3,-1,3
5778,0,0,2,-3,1,0,2
5780,3,-3,-1,4,-3,3,4
5781,4,-3,-1,4,-1,-2,4
5782,1,-2,1,0,-1,1,0
5783,2,-2,0,0,1,-1,1
5784,0,0,0,0,0,0,0
5785,4,-2,-1,3,-3,2,4
5786,2,-1,-1,1,-2,2,4
5787,0,0,0,4,0,-3,4
5788,0,-1,4,0,-3,1,2
5789,1,-1,1,-2,3,-2,1
5790,0,4,-2,0,2,-2,3
5791,0,0,4,0,-3,-1,2
5792,-1,4,-3,-1,0,0,5
5793,0,3,-3,-1,4,-2,3
5794,0,2,-1,-1,3,-3,3
5795,0,-1,4,-3,3,0,2
5796,0,1,1,-2,1,0,0
5797,4,0,-1,-1,-1,-1,1
5798,-2,2,-2,0,1,-1,3
5799,-2,3,0,-2,1,-1,3
5800,0,-1,1,0,-1,0,0
5801,0,0,0,0,0,4,0
5802,0,3,-2,1,-2,3,5
5803,3,-3,3,-2,-1,-1,1
5804,0,0,0,0,0,0,0
5805,-1,0,2,-2,3,-3,2
5806,1,0,2,-1,-2,0,0
5807,0,0,0,0,0,0,0
5808,-3,3,-2,1,-1,1,5
5809,-2,2,0,-1,1,-1,3
5810,4,-3,-1,0,0,0,1
5811,-2,0,3,0,0,-1,2
5812,-2,0,-1,0,0,0,0
5813,0,0,0,0,0,4,0
5814,0,0,0,0,0,0,0
5815,0,0,0,4,-3,3,4
5816,0,-3,3,-1,-2,3,2
5817,0,4,0,-3,-1,4,0
5818,1,-2,1,-2,3,-3,1
5819,0,0,0,0,4,-3,3
5820,0,4,-3,-1,0,0,5
5821,-1,3,-3,3,0,-3,5
5822,-1,0,2,-3,1,2,2
5823,2,-2,-1,3,0,-3,4
5824,0,0,0,4,-3,-1,4
5825,0,0,0,0,0,0,0
5826,0,0,0,0,0,0,0
5827,2,0,0,-1,-1,2,0
5828,0,0,0,4,-3,0,4
5829,0,0,0,4,-1,-1,4
5830,0,-2,0,-1,-1,0,0
5831,4,-1,-1,1,-1,0,4
5832,1,-1,1,0,-1,0,0
5833,0,0,0,4,-3,-1,4
5834,0,-1,0,1,0,0,0
5835,-3,3,-3,3,-3,3,5
5836,4,-3,-1,0,0,0,1
5837,-1,0,1,0,-1,1,0
5838,-2,2,-2,2,0,-1,5
5839,0,0,0,0,0,4,0
5840,2,-3,3,-2,1,-2,1
5841,4,-3,-1,4,0,-3,4
5842,0,4,-3,-1,4,-3,3
5843,1,2,-3,3,-3,0,5
5844,-1,0,-1,3,-1,-2,4
5845,-1,0,4,-3,-1,0,2
5846,-2,0,-1,4,-3,3,4
5847,0,-2,0,2,-1,-2,4
5848,4,-3,3,-1,-2,-1,1
5849,0,-1,-1,3,-2,1,4
5850,0,0,0,0,0,0,0
5851,0,0,0,0,0,0,0
5852,-1,-1,-1,0,3,0,3
5853,-3,3,-3,-1,0,0,5
5854,-3,3,-2,0,0,1,5
5855,-2,3,-3,2,-1,0,5
5856,-3,3,-2,0,1,0,5
5857,-1,4,-3,2,1,-3,5
5858,1,-3,3,-1,-2,3,2
5859,4,-3,-1,4,-2,0,4
5860,0,0,1,0,-2,2,0
5861,-1,-2,0,3,-3,3,4
5862,-2,1,2,-3,1,1,2
5863,-3,1,-1,3,-2,-1,5
5864,-2,3,-3,2,0,1,5
5865,0,1,0,-1,0,1,0
5866,3,-2,1,-1,0,0,1
5867,3,-3,3,-1,-2,2,1
5868,-1,3,-2,-1,3,-2,3
5869,2,-1,1,-3,0,3,1
5870,4,-3,-1,0,0,0,1
5871,0,2,-3,3,-3,2,5
5872,-3,-1,0,0,0,0,0
5873,-1,3,-1,-2,0,3,3
5874,4,-3,-1,0,4,-3,1
5875,-3,-1,0,0,0,4,0
5876,4,-3,-1,0,0,0,1
5877,0,0,4,-3,-1,0,2
5878,0,0,0,0,0,0,0
5879,0,1,-2,3,-2,1,4
5880,0,0,0,0,0,4,0
5881,-3,-1,0,0,0,0,0
5882,-1,-2,3,-3,0,-1,2
5883,-2,0,-1,2,1,-3,0
5884,-3,0,1,1,-1,2,0
5885,4,-3,3,-3,3,-3,1
5886,0,0,4,-3,-1,0,2
5887,1,-1,-1,3,-3,2,4
5888,0,4,-3,3,0,-3,5
5889,-2,1,0,-2,-1,4,0
5890,0,-3,3,0,-3,3,2
5891,4,-2,1,0,-2,2,1
5892,-3,3,-3,1,-1,3,5
5893,-3,3,-1,1,-2,0,5
5894,-1,4,-3,-1,0,0,5
5895,0,0,0,0,0,0,0
5896,2,1,-3,3,0,-3,4
5897,-1,0,0,4,-3,-1,4
5898,-1,1,-1,1,-2,3,5
5899,4,-3,-1,0,0,0,1
5900,-2,0,3,0,-3,1,2
5901,0,0,0,0,0,4,0
5902,2,-1,0,-2,3,-3,1
5903,-3,0,3,0,-3,0,2
5904,3,0,-3,2,0,0,4
5905,0,1,-1,2,-3,0,4
5906,-1,4,-3,0,3,-1,3
5907,0,3,0,-2,-1,-1,0
5908,-1,0,2,-3,1,1,2
5909,-2,1,1,-2,3,-2,3
5910,0,-3,0,3,-3,3,4
5911,-3,0,3,0,-3,2,2
5912,-1,3,-2,0,-1,0,5
5913,3,-3,3,-3,3,-1,1
5914,2,-2,0,2,-3,2,4
5915,0,-2,2,-3,2,-2,2
5916,-3,2,1,-2,-1,0,0
5917,-2,3,-3,2,-2,3,5
5918,0,0,0,4,-3,-1,4
5919,0,-1,3,-3,3,-1,2
5920,-2,2,0,-1,1,-2,3
5921,-1,3,-3,3,-3,3,5
5922,0,0,4,-3,-1,4,2
5924,0,0,0,0,0,0,0
5925,3,-2,-1,0,3,0,1
5926,0,0,0,0,0,0,0
5927,-1,1,-1,1,0,-1,0
5928,-2,0,-1,2,0,0,0
5929,1,-2,3,-2,0,1,2
5930,3,-3,3,0,-2,-1,1
5931,0,1,-1,-1,1,-1,3
5932,-2,2,-2,-1,0,3,5
5933,3,-1,0,-2,2,1,1
5934,3,0,-3,0,3,-3,3
5935,-1,0,0,0,1,0,0
5936,4,-3,-1,0,4,0,1
5937,0,3,-3,3,0,-2,5
5938,-3,0,-1,4,-3,-1,4
5939,3,-3,-1,4,-3,0,4
5940,-2,2,-1,1,-1,0,5
5941,0,0,2,-1,-2,2,0
5942,0,3,-3,3,-1,-2,5
5943,1,0,-2,3,-2,-1,4
5944,0,0,0,4,-3,0,4
5945,0,1,-1,1,-1,2,0
5946,-3,0,-1,4,-3,-1,4
5947,-2,0,0,2,-2,-1,0
5948,0,0,0,0,0,0,0
5949,-1,0,0,0,0,0,0
5950,0,0,0,4,-3,0,4
5951,0,3,-3,3,-2,-1,5
5952,4,-3,0,-1,0,4,1
5953,4,-3,0,-1,0,4,1
5954,3,-3,-1,0,0,4,1
5955,0,0,0,0,0,0,0
5956,0,0,0,0,0,0,0
5957,3,-3,0,3,-2,2,4
5958,0,0,0,0,0,0,0
5959,0,3,-2,-1,2,0,3
5960,4,0,0,-3,0,0,1
5961,2,-1,-1,0,0,-1,0
5962,3,-1,-1,0,-1,3,1
5963,3,-3,3,-3,-1,4,1
5964,0,2,-3,3,-3,2,5
5965,-1,0,3,-3,3,-3,2
5966,0,0,0,4,-3,-1,4
5967,0,0,0,0,0,0,0
5968,0,0,0,0,4,-1,3
5969,-3,0,3,-1,0,-1,2
5970,0,0,0,0,0,4,0
5971,3,-3,3,-3,2,1,1
5972,0,-1,1,-1,0,2,0
5973,1,-1,1,-2,3,-3,1
5974,2,1,-2,-1,0,3,0
5975,0,3,-1,-2,-1,4,5
5976,-3,0,-1,0,0,4,0
5977,0,0,0,0,0,0,0
5978,-2,1,0,1,-3,1,5
5979,3,-1,-2,3,0,-1,4
5980,2,-2,0,0,1,-2,1
5981,3,-3,1,1,1,-3,1
5982,-2,0,0,0,1,0,0
5983,0,0,0,4,-3,3,4
5984,0,0,4,-1,-1,1,2
5985,0,0,0,0,0,4,0
5986,0,0,0,0,0,0,0
5987,0,-1,0,0,0,0,0
5988,-2,1,2,-1,-2,3,0
5989,-3,0,3,0,-3,2,2
5990,0,0,0,4,-3,-1,4
5991,1,2,-3,3,0,-2,5
5992,-3,0,3,-3,1,1,2
5994,4,-3,-1,4,-3,-1,4
5995,-1,-1,2,-3,0,3,2
5996,0,0,0,0,0,0,0
5997,0,0,0,4,-3,0,4
5998,0,-1,1,0,-1,-1,0
5999,-1,0,4,-1,-2,-1,2
6000,-3,-1,4,-3,3,-2,2
6001,0,0,0,0,0,0,0
6002,2,-3,3,-2,-1,3,1
6003,4,-3,3,-3,3,-3,1
6004,0,0,0,0,0,0,0
6005,-1,0,0,4,-3,3,4
6006,-3,0,3,-3,3,0,2
6007,-2,0,0,-1,2,1,3
6008,-1,-2,-1,4,-3,2,4
6009,-1,4,-1,-1,-1,3,5
6010,-1,2,1,0,-3,1,0
6011,0,0,0,0,0,4,0
6012,-2,3,-1,-2,3,0,3
6013,0,-3,-1,4,-2,-1,4
6014,0,4,-3,3,-3,-1,5
6015,0,0,0,0,4,-3,3
6016,-1,3,-2,-1,-1,4,5
6017,1,-3,3,-3,0,2,2
6018,4,0,-3,0,-1,4,4
6019,-3,2,0,0,-1,1,5
6020,-1,-2,-1,4,-3,0,4
6021,4,0,-3,0,3,-2,1
6022,-1,1,-1,1,0,-2,0
6023,4,-3,-1,4,-3,3,4
6024,-3,0,0,-1,0,4,0
6025,-3,3,-3,3,-3,3,5
6026,-1,1,-2,3,0,-3,5
6027,-2,1,-1,2,-2,1,5
6028,4,-3,0,-1,0,0,1
6029,0,4,-3,-1,0,4,5
6030,-1,0,0,2,-3,1,4
6031,1,-2,0,-1,2,1,1
6032,3,-2,-1,3,-3,3,4
6033,2,-3,2,1,-1,-1,1
6034,-1,-2,3,-3,3,-3,2
6035,0,0,0,0,0,0,0
6036,0,0,0,0,0,0,0
6037,0,1,-1,-1,0,3,0
6038,-3,2,-1,2,-1,-2,5
6039,0,4,-3,-1,0,4,5
6040,2,-3,3,-3,3,-3,1
6041,3,-3,-1,0,0,4,1
6042,-2,1,1,-3,3,-1,3
6043,0,-1,3,-2,1,-1,2
6044,0,-1,0,1,-1,0,0
6045,2,0,0,-1,1,-1,1
6046,-1,-1,3,-2,0,0,2
6047,-2,3,-3,2,0,0,5
6048,2,-2,3,-1,0,0,1
6049,0,0,0,0,0,0,0
6050,2,-3,1,-1,3,-2,1
6051,4,-3,-1,0,0,0,1
6052,2,-3,1,0,2,-2,1
6053,1,2,-3,0,3,-3,3
6054,-1,2,-3,1,1,-1,5
6055,3,0,-1,-2,3,-3,1
6056,-1,0,4,-3,-1,0,2
6057,0,-1,0,1,-1,2,0
6058,0,-1,0,0,1,1,0
6059,3,-3,3,-3,2,-2,1
6060,-1,1,-1,2,-3,2,5
6061,-3,-1,4,0,0,-3,2
6062,0,-2,3,-2,-1,1,2
6063,2,-1,-1,0,1,-1,1
6064,3,-2,2,-3,1,-1,1
6065,0,0,4,-3,3,-3,2
6066,-2,3,-2,0,0,0,5
6067,4,-3,-1,0,0,4,1
6068,0,0,0,0,4,-3,3
6069,-3,2,-2,3,-3,3,5
6070,-3,3,-2,0,2,-3,3
6071,0,0,0,0,4,-1,3
6072,0,-1,4,-3,0,-1,2
6073,1,-1,1,0,0,-1,0
6074,2,-3,3,-2,1,-1,1
6075,-1,0,1,-3,2,-2,2
6076,-3,3,-3,3,-3,-1,5
6077,3,-3,3,-2,1,-1,1
6078,0,0,0,0,0,0,0
6079,-3,-1,0,4,-3,-1,4
6080,-1,0,0,0,0,4,0
6082,0,0,0,1,-1,2,0
6083,0,0,0,4,-3,-1,4
6084,1,-1,3,-1,1,-1,2
6085,-2,1,-2,3,-3,3,5
6086,-2,2,-2,0,0,-1,5
6087,4,-3,3,-1,-2,3,1
6088,0,0,0,0,4,-3,3
6089,2,1,0,-3,1,1,1
6090,-2,3,-2,0,0,1,5
6091,0,0,0,0,0,0,0
6092,1,2,-1,-2,3,0,3
6093,0,-1,0,1,-2,3,4
6094,0,0,0,4,-3,3,4
6095,-1,1,0,-1,1,-1,0
6096,0,0,0,0,0,0,0
6097,1,-1,0,1,-1,0,0
6099,-3,-1,4,-3,-1,4,2
6100,-2,-1,1,2,-3,2,4
6101,0,1,-1,1,-1,0,0
6102,0,0,0,0,0,0,0
6103,1,-2,2,1,-1,-1,0
6104,3,-1,-2,0,3,0,1
6105,-1,1,-2,3,-3,2,5
6106,-3,0,3,-3,2,-1,2
6107,-2,-1,-1,0,0,0,0
6108,-1,4,-3,2,-1,-1,5
6109,-1,4,-3,3,-3,0,5
6110,-3,3,-3,3,-3,-1,5
6111,-1,-2,3,-2,-1,1,2
6112,-1,3,0,-3,1,1,3
6113,0,0,0,0,0,0,0
6114,0,4,-1,1,-3,3,5
6115,3,-3,3,-3,3,-3,1
6116,0,0,0,4,-3,-1,4
6117,-1,0,0,-1,0,1,0
6119,1,-2,3,0,-3,3,2
6120,-1,0,0,2,-3,1,4
6121,4,-3,3,-3,2,-2,1
6122,3,-2,0,0,1,0,1
6123,0,-3,3,-3,-1,0,2
6124,0,0,0,0,0,0,0
6125,-3,3,-3,-1,4,-3,3
6126,-1,1,-2,3,-1,-2,5
6127,-1,-1,4,-3,2,-2,2
6128,-3,-1,0,4,-3,3,4
6129,0,-3,-1,0,0,4,0
6130,-3,3,-3,-1,0,0,5
6131,-3,-1,4,-3,3,-2,2
6132,0,0,0,0,4,-3,3
6133,-3,3,-1,-2,1,1,3
6134,4,-3,-1,0,4,-3,1
6135,0,1,0,-1,0,-1,0
6136,4,-1,-2,-1,0,4,1
6137,0,0,0,0,0,0,0
6138,3,-2,-1,-1,0,0,1
6139,0,0,0,0,0,0,0
6140,-3,2,0,-2,3,-2,3
6141,0,0,0,4,-3,3,4
6142,-3,1,-1,3,-3,-1,5
6143,-2,1,-2,3,-3,3,5
6144,0,0,0,0,0,0,0
6145,-1,0,0,1,0,0,0
6146,0,0,4,0,-2,-1,2
6147,0,-1,1,0,-1,1,0
6148,-2,3,-2,2,-3,2,5
6149,0,2,-2,0,3,-3,3
6150,0,0,0,4,-3,-1,4
6151,2,-3,2,1,-1,0,1
6152,0,0,0,0,4,-3,3
6153,-2,1,-2,3,-3,2,5
6154,1,0,-1,2,-2,-1,4
6155,3,-1,-1,2,-1,-2,4
6156,-3,-1,0,0,4,-3,3
6157,-2,3,-3,0,3,-1,3
6158,-1,0,0,0,0,4,0
6159,2,-3,3,-1,-1,0,1
6160,0,0,0,0,0,0,0
6161,-1,3,-1,-1,0,-1,5
6162,4,-2,2,-2,1,0,1
6163,-3,3,-3,0,-1,4,5
6164,1,1,-1,0,0,1,0
6165,0,0,0,0,0,0,0
6166,0,0,0,0,0,0,0
6167,0,-2,3,-1,0,-1,2
6168,-3,-1,0,0,0,0,0
6169,0,0,0,0,0,4,0
6170,3,-1,-1,0,2,-3,1
6171,1,1,-3,2,0,-1,5
6172,2,-1,0,-1,0,1,1
6173,0,0,0,0,4,0,3
6174,0,3,-1,-1,0,1,5
6175,0,0,2,-3,2,-1,2
6176,-3,3,-3,0,0,3,5
6177,-1,0,3,0,-3,3,2
6178,2,-3,3,0,-3,2,1
6179,-1,1,-3,0,3,-2,3
6180,0,-1,0,1,0,-2,0
6181,-3,3,-3,-1,4,-3,3
6182,1,-2,1,-2,3,-3,1
6183,-1,0,-2,3,0,-3,4
6184,0,-1,2,-3,1,1,2
6185,0,0,0,0,0,0,0
6186,0,-1,4,-3,3,-3,2
6187,1,2,-1,-2,2,0,3
6188,0,1,-1,1,-2,2,0
6189,-1,0,-1,0,-1,3,0
6190,2,-1,-2,1,0,1,4
6191,1,0,-2,3,-3,2,4
6192,-3,-1,0,0,0,0,0
6193,0,3,-2,1,-2,3,5
6194,0,0,0,0,0,0,0
6195,-3,1,-1,3,-2,1,5
6196,0,0,0,0,0,4,0
6197,0,2,-2,1,-2,3,5
