CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_중가_clust_id
5230,-2,3,-3,3,0,-3,3
5231,-1,0,0,0,0,0,0
5232,-3,3,-3,2,-2,0,3
5233,0,-1,0,4,-1,-2,4
5234,0,0,0,0,0,0,0
5235,0,0,0,4,0,-2,4
5236,-1,3,-3,3,-1,-2,3
5237,3,0,-3,2,-1,1,4
5238,-3,3,-2,-1,3,-3,2
5239,-3,2,0,0,-2,3,3
5240,0,0,-1,3,-3,-1,4
5241,-2,1,-2,2,-1,2,3
5242,0,0,4,-3,-1,0,5
5243,0,4,-3,-1,0,0,3
5244,4,-2,-1,-1,0,0,1
5245,0,4,-3,3,-1,-2,3
5246,-3,3,-3,0,3,-3,2
5247,0,0,0,0,0,0,0
5248,0,0,0,0,0,0,0
5249,3,-3,0,-1,0,4,1
5250,0,2,-3,3,-3,3,3
5251,1,-1,-1,-1,0,4,0
5252,3,-2,1,-1,1,0,1
5253,4,-3,0,3,-3,3,4
5254,0,0,0,0,0,0,0
5255,4,-3,-1,0,0,0,1
5256,0,2,0,0,0,-1,0
5257,0,0,0,0,0,0,0
5258,0,3,-1,0,-2,0,3
5259,0,0,0,4,-2,-1,4
5260,2,-2,3,-3,2,0,5
5261,-3,0,-1,4,-2,0,4
5262,2,-3,3,-3,-1,4,5
5263,-1,0,0,0,0,4,0
5264,-1,0,0,0,4,-3,2
5265,3,-3,1,1,-2,3,1
5266,-2,1,-2,0,3,0,2
5267,-3,-1,0,4,-3,0,4
5268,-1,0,4,0,-2,-1,5
5269,-1,1,0,-1,0,1,0
5270,0,3,-1,-1,2,-2,2
5271,4,-3,-1,0,4,-3,1
5272,4,-2,2,-2,-1,-1,1
5273,1,-2,1,0,1,1,1
5274,-3,3,-3,3,-3,3,3
5275,0,0,0,0,0,0,0
5276,4,-3,-1,0,0,0,1
5277,-1,-1,0,0,0,0,0
5278,0,0,0,0,0,0,0
5279,3,-3,3,-3,-1,0,1
5280,-1,-1,-1,4,-2,1,4
5281,0,1,0,0,-2,0,0
5282,-2,0,-1,-1,4,-2,2
5283,4,-3,3,-2,0,-1,1
5284,0,0,0,0,0,0,0
5285,3,-1,-1,-1,-1,4,1
5286,-1,0,0,0,0,0,0
5287,0,0,0,0,0,0,0
5288,1,-2,2,0,-2,3,0
5289,0,0,0,0,0,0,0
5290,0,0,4,-3,-1,4,5
5291,0,0,0,0,4,-1,2
5292,-3,2,-2,3,-3,-1,3
5293,4,-1,-2,3,-3,-1,4
5294,0,0,0,4,-3,-1,4
5295,2,-2,-1,4,-2,1,4
5296,0,0,4,-3,-1,0,5
5297,0,0,4,-3,3,-3,5
5298,0,0,4,0,-3,3,5
5299,-2,3,-3,-1,0,0,3
5300,-3,0,3,-3,-1,0,5
5301,-1,1,0,-1,1,-2,0
5302,-3,3,-3,3,0,-2,3
5303,0,4,-3,3,-1,-1,3
5304,-2,3,-3,-1,0,0,3
5305,-1,-1,0,4,0,-2,4
5306,0,-2,2,-1,0,-1,5
5307,0,0,0,0,0,0,0
5308,0,0,-1,-1,2,1,2
5309,-2,3,0,-3,0,3,3
5310,-3,0,3,-1,0,0,5
5311,3,-2,1,-1,0,-1,1
5312,-1,3,0,-2,0,0,3
5313,0,4,-3,3,-3,-1,3
5314,0,4,-3,-1,4,-3,2
5315,0,0,0,0,0,0,0
5316,3,0,0,-2,0,1,1
5317,-2,0,1,-1,1,-1,0
5318,1,0,-1,1,-1,0,0
5319,4,-3,-1,0,0,0,1
5320,0,0,0,0,0,0,0
5321,0,0,0,0,0,0,0
5322,-2,2,-2,-1,3,0,2
5323,0,1,-2,3,-3,3,4
5325,-1,4,-3,2,0,-2,3
5326,0,0,0,0,0,0,0
5327,0,0,0,0,0,4,0
5328,-1,-1,4,-2,0,1,5
5329,-3,-1,0,0,0,0,0
5330,-1,-1,1,-1,0,1,0
5331,-2,1,1,-3,3,-3,2
5332,0,-2,0,3,-3,2,4
5333,-1,1,-1,1,-2,3,0
5334,3,-2,-1,3,-2,1,4
5335,-1,0,0,4,-3,-1,4
5336,4,-3,-1,0,4,-3,1
5337,-1,0,4,-3,0,-1,5
5338,-2,0,-1,3,-1,-2,4
5339,0,0,0,1,-1,-1,0
5340,0,0,0,0,4,-3,2
5341,2,-2,3,-1,-2,1,5
5342,-1,4,-2,0,-1,3,3
5343,0,0,4,-3,-1,0,5
5344,3,-3,-1,0,4,-2,1
5345,4,-3,-1,4,-2,0,4
5346,0,0,0,4,-2,1,4
5347,0,0,0,0,0,0,0
5348,0,-3,3,-3,3,-3,5
5349,4,-3,0,3,-2,-1,4
5350,0,0,0,0,0,0,0
5351,3,-1,0,-2,3,-3,1
5352,-3,3,-3,-1,0,4,3
5353,0,0,0,0,0,0,0
5354,0,0,0,4,-3,-1,4
5355,0,0,0,0,0,0,0
5356,-3,0,-1,4,-3,3,4
5357,-2,2,-2,3,-3,1,3
5358,0,0,0,0,4,-3,2
5359,3,-3,-1,0,0,0,1
5360,0,3,-1,-1,-1,3,3
5361,4,-3,-1,0,0,0,1
5362,4,-1,-2,-1,0,0,1
5363,-1,-1,4,-3,1,0,5
5364,4,-2,-1,-1,4,0,1
5365,2,0,-1,-1,3,0,2
5366,3,-3,-1,4,-1,-2,4
5367,0,0,0,0,0,0,0
5368,-3,3,-3,3,-1,-2,3
5369,0,0,0,0,4,-3,2
5370,-1,1,0,-1,0,2,0
5371,2,-2,-1,2,-1,-1,4
5372,4,-3,-1,0,4,-2,1
5373,0,0,4,-3,-1,0,5
5374,3,-3,3,-3,-1,0,1
5375,-1,0,0,0,0,0,0
5376,-1,0,4,-3,-1,0,5
5377,4,-3,3,-3,3,-3,1
5378,0,0,0,0,0,0,0
5379,-1,0,-2,0,0,3,0
5380,2,-3,1,1,0,-2,1
5381,-1,0,-1,0,-1,3,0
5382,4,-2,1,-2,3,-3,1
5383,4,-3,-1,0,0,0,1
5384,-3,0,-1,0,4,-2,2
5385,-2,2,0,0,-2,3,3
5386,0,0,-1,-1,0,3,0
5387,-3,-1,4,0,-3,-1,5
5388,3,0,-2,2,-1,-2,4
5389,-2,-1,0,0,0,0,0
5390,2,-3,3,-3,3,-2,1
5391,-1,0,0,1,-1,1,0
5392,0,0,0,0,0,0,0
5393,-3,3,-3,-1,4,-1,2
5394,0,0,0,0,0,0,0
5395,0,0,0,4,-1,-2,4
5396,0,4,0,-2,-1,3,3
5397,-1,-2,3,-2,1,-2,5
5398,-3,3,-2,-1,-1,0,3
5399,4,-3,-1,4,-1,-2,4
5400,0,0,0,0,0,0,0
5401,0,0,0,0,0,0,0
5402,0,0,0,0,0,4,0
5403,3,-3,-1,0,0,4,1
5404,-3,3,-3,1,1,-1,3
5405,-3,3,-3,-1,0,0,3
5406,0,0,0,0,0,0,0
5407,0,4,-3,3,-1,-2,3
5408,-3,3,-3,3,-3,3,3
5409,2,0,-1,1,0,-1,0
5410,0,0,0,4,-3,-1,4
5411,-1,0,4,-3,-1,0,5
5412,-3,3,-3,-1,0,0,3
5413,-3,3,-3,-1,0,4,3
5414,-3,-1,0,0,0,0,0
5415,-2,3,-3,-1,4,-3,2
5416,0,0,0,4,-3,-1,4
5417,-3,3,-1,-1,0,2,3
5418,-2,-1,0,0,4,-3,2
5419,0,0,0,1,0,0,0
5420,-3,0,-1,0,4,-1,2
5421,-1,3,-3,-1,0,0,3
5422,-1,3,-1,-2,0,3,3
5423,-3,-1,0,4,-3,-1,4
5424,1,-2,1,0,-2,1,0
5425,0,0,4,-3,-1,4,5
5426,-1,0,0,0,4,-3,2
5427,0,0,4,-3,0,-1,5
5428,-2,0,0,0,-1,-1,0
5429,-1,0,0,0,0,0,0
5430,-3,-1,4,-2,-1,3,5
5431,-2,2,-2,-1,0,0,3
5432,0,0,1,-1,-1,3,0
5433,-3,1,2,-3,3,-2,2
5434,0,0,4,-3,-1,0,5
5435,0,0,0,0,0,4,0
5436,0,0,0,0,0,0,0
5437,0,-1,0,3,-3,3,4
5438,-1,4,-3,3,-1,-2,3
5439,-3,3,-3,-1,4,-3,2
5440,4,-3,-1,0,0,4,1
5441,0,0,0,4,0,-2,4
5442,-2,3,0,-1,-2,2,3
5443,4,-1,1,-3,3,0,1
5444,0,0,0,0,0,0,0
5445,-1,3,-1,0,-2,-1,3
5446,-3,-1,4,-3,-1,4,5
5447,0,0,0,0,0,0,0
5448,0,0,0,0,0,4,0
5449,-1,0,0,0,0,0,0
5450,0,-2,3,-3,0,3,5
5451,4,-3,-1,0,4,-3,1
5452,0,0,4,-3,-1,0,5
5453,0,0,0,0,0,0,0
5454,-1,0,0,4,-3,3,4
5455,0,0,4,-3,-1,0,5
5456,4,-1,-2,-1,0,0,1
5457,1,-1,-1,3,-2,0,4
5458,0,0,0,0,0,0,0
5459,-1,-1,0,0,0,4,0
5460,-3,-1,4,0,-3,2,5
5461,-1,0,2,-2,-1,3,5
5462,1,0,-1,-1,-1,4,0
5463,0,0,0,0,0,0,0
5464,0,0,0,0,0,4,0
5465,0,0,2,-3,3,-3,5
5466,-3,3,-3,3,-3,-1,3
5467,-1,4,-3,-1,0,0,3
5468,3,-3,1,1,-1,0,1
5469,4,-3,-1,0,4,-3,1
5470,-1,-1,1,0,1,-2,0
5471,0,0,0,4,-3,-1,4
5472,0,0,0,0,0,0,0
5473,3,-1,0,-1,1,0,1
5474,0,0,4,-3,-1,0,5
5475,0,2,-3,-1,0,0,3
5476,0,3,-2,0,-1,3,3
5477,4,-1,-2,-1,0,0,1
5478,0,0,0,0,4,-3,2
5479,3,-3,-1,4,-2,-1,4
5480,0,0,0,0,0,0,0
5481,-2,2,-2,-1,2,1,2
5482,-1,0,1,-1,-1,2,0
5483,0,0,0,0,0,0,0
5484,0,-2,3,-2,1,0,5
5485,-3,3,-1,-1,1,-2,3
5486,4,-3,-1,0,0,0,1
5487,-1,0,4,-3,0,3,5
5488,4,-1,-2,-1,0,0,1
5489,4,-1,0,-2,-1,4,1
5490,-3,2,-2,3,0,-3,3
5491,1,-2,1,0,2,-2,1
5492,1,1,-3,-1,4,-3,2
5493,1,-1,-1,3,-1,-1,4
5494,0,-3,3,-2,1,-2,5
5495,0,0,0,4,-3,-1,4
5496,-2,1,-2,3,-2,1,4
5497,4,-3,-1,0,0,0,1
5498,-3,3,-3,2,0,0,3
5499,0,0,0,4,-3,-1,4
5500,0,0,4,-3,-1,0,5
5501,4,-3,2,0,0,0,1
5502,4,-3,3,-3,-1,0,1
5503,-3,2,-2,3,-3,-1,3
5504,-1,-1,4,0,-3,-1,5
5505,-1,0,3,-2,2,-3,5
5506,-3,3,-2,-1,3,-2,2
5507,-2,2,-1,-1,3,-2,2
5508,0,0,0,0,0,0,0
5509,-2,3,-1,-1,2,-3,2
5510,-3,-1,4,-1,-1,-1,5
5511,-2,0,-1,3,-3,3,4
5512,-1,0,0,0,0,0,0
5513,-3,-1,0,0,0,0,0
5514,0,0,4,-3,3,-3,5
5515,0,0,0,0,4,-3,2
5516,3,-3,3,0,-3,3,1
5517,4,-1,-2,3,-1,-2,4
5518,-3,3,-2,-1,3,-2,2
5519,0,0,0,0,0,0,0
5520,0,0,0,4,-3,-1,4
5521,-2,-1,1,2,-2,2,4
5522,0,0,0,0,4,-3,2
5523,0,0,0,4,-2,1,4
5524,0,0,0,0,0,0,0
5525,-1,4,0,-1,-2,-1,3
5526,0,-3,3,-3,-1,4,5
5527,3,0,-2,0,-1,3,1
5528,0,0,0,0,0,0,0
5529,-2,0,0,0,-1,3,0
5530,1,2,-3,3,-3,3,4
5531,0,0,0,0,0,4,0
5532,2,-2,-1,4,0,-3,4
5533,-3,3,-3,-1,0,0,3
5534,-2,-1,3,0,-3,-1,5
5535,0,4,-1,-2,3,-3,2
5536,-1,1,-2,3,-3,3,4
5537,0,0,0,0,0,0,0
5538,-3,-1,4,-3,-1,0,5
5539,3,-1,-2,3,-3,0,4
5540,-1,-1,0,-1,1,-1,0
5541,-3,3,-2,-1,3,-3,2
5542,-3,3,0,-2,0,1,3
5543,0,0,0,0,4,-3,2
5544,-1,0,1,0,-1,1,0
5545,-1,0,0,0,0,0,0
5546,4,-3,3,-1,0,-2,1
5547,0,-1,0,2,-2,-1,4
5548,4,-2,-1,3,-3,-1,4
5549,-1,0,0,2,-1,-2,0
5550,-3,-1,0,0,0,0,0
5551,0,0,0,0,0,0,0
5552,-3,3,-1,1,-2,1,3
5553,-1,0,4,-3,-1,0,5
5554,-2,1,-2,3,-3,3,4
5555,-1,-2,1,2,-1,-2,0
5556,4,-2,1,-2,-1,0,1
5557,0,3,0,-3,3,-3,2
5558,0,0,0,0,0,0,0
5559,-1,4,-3,3,-3,-1,3
5560,0,3,-3,-1,0,0,3
5561,2,-2,-1,3,-3,3,4
5562,3,-3,2,0,-1,-1,1
5563,-1,4,-1,-2,3,-3,2
5564,-3,3,-1,0,0,-1,3
5565,-2,3,-2,1,-1,1,3
5566,0,0,0,4,-3,-1,4
5567,0,0,0,0,0,0,0
5568,0,0,0,0,0,0,0
5569,-3,3,-3,2,-2,3,3
5570,1,-1,1,-2,3,-3,2
5571,4,-3,3,-3,3,-3,1
5572,0,0,0,0,0,0,0
5573,2,-2,3,-3,3,0,1
5574,-2,-1,0,4,-3,3,4
5575,-3,-1,4,0,-2,1,5
5576,3,-2,0,1,-2,-1,1
5577,4,-3,3,-1,-1,2,1
5579,-2,-1,-1,4,0,-2,4
5580,-3,-1,4,-2,-1,-1,5
5581,0,0,0,0,0,0,0
5582,-1,1,0,-1,0,2,0
5583,4,-3,3,-2,-1,-1,1
5584,-1,4,-3,3,-3,3,3
5585,0,0,0,0,0,0,0
5586,0,0,0,0,0,0,0
5587,0,0,0,4,-3,-1,4
5588,0,0,0,0,0,0,0
5589,0,-1,3,-2,-1,3,5
5590,3,-3,3,-1,0,-2,1
5591,0,0,0,0,0,0,0
5592,0,-1,3,-3,2,-2,5
5593,0,-1,-1,3,-1,0,4
5594,1,-1,1,1,-3,3,4
5595,0,0,0,0,0,0,0
5596,4,-3,-1,0,4,-3,1
5597,-1,0,0,0,0,-1,0
5598,3,0,-2,1,-1,1,1
5599,0,0,0,0,0,0,0
5600,4,-3,-1,0,0,0,1
5601,3,-1,0,-1,-1,0,1
5602,-2,2,0,-1,1,-1,0
5603,0,0,0,0,0,4,0
5604,0,0,0,4,-3,-1,4
5605,0,0,4,-3,-1,0,5
5606,0,0,0,4,-3,-1,4
5607,0,0,-1,-1,3,-2,2
5608,0,0,0,0,0,0,0
5609,3,-2,1,0,-1,1,1
5611,1,-2,-1,4,-3,-1,4
5612,1,0,-2,-1,0,0,0
5613,0,0,0,0,0,0,0
5614,0,0,0,0,0,0,0
5615,3,-1,-2,3,0,-3,4
5616,-1,1,-2,3,-2,-1,4
5617,-2,-1,3,-2,-1,3,5
5618,0,0,0,0,0,0,0
5619,-2,-1,0,4,-3,-1,4
5620,0,0,0,4,-3,-1,4
5621,-2,-1,-1,4,-1,-2,4
5622,-3,-1,4,-2,-1,3,5
5623,0,-2,-1,2,-1,2,4
5624,0,0,4,-3,-1,4,5
5625,-3,-1,0,4,-3,3,4
5626,0,0,0,0,0,0,0
5627,-3,3,-3,-1,0,0,3
5628,0,0,0,0,0,0,0
5629,-3,3,-3,-1,0,0,3
5630,0,0,-1,1,-2,3,0
5631,-3,3,-3,3,-2,2,3
5632,-1,-1,0,0,4,-3,2
5633,3,-3,3,-3,-1,4,1
5634,-2,3,-3,3,-3,3,3
5635,0,0,0,0,0,0,0
5636,-1,0,0,0,4,-1,2
5637,-3,0,3,-3,3,-1,5
5638,-1,3,-2,1,0,-1,3
5639,0,-1,0,4,0,-3,4
5640,0,0,0,0,0,0,0
5641,-1,-1,-1,3,-3,-1,4
5642,-2,3,-2,-1,0,-1,3
5643,-3,2,1,-3,3,-2,2
5644,2,1,-1,-2,0,3,0
5645,2,1,-3,3,-2,1,4
5646,4,0,-3,3,-3,-1,4
5647,0,-1,1,-2,3,-1,2
5648,3,0,-1,0,-2,3,1
5649,-2,-1,0,0,0,0,0
5650,-1,0,4,-3,-1,0,5
5651,-1,-2,3,-3,3,-3,5
5652,-3,-1,0,4,-1,-2,4
5653,-3,-1,0,0,4,-3,2
5654,-2,0,1,-2,3,-3,2
5655,-3,0,-1,0,4,-1,2
5656,0,0,0,0,0,0,0
5657,-3,3,0,-3,-1,0,3
5658,3,-3,3,-3,2,-2,1
5659,0,0,0,0,0,0,0
5660,0,0,0,0,0,0,0
5661,-2,0,2,-3,0,3,5
5662,-2,3,-1,-1,2,-3,2
5663,-1,-2,1,2,-1,-1,0
5664,-3,3,-3,3,-1,-2,3
5665,-3,-1,0,0,0,0,0
5666,-3,-1,4,-3,-1,4,5
5667,0,4,-3,-1,0,4,3
5668,4,-3,-1,0,0,0,1
5669,-1,-2,3,-2,-1,-1,5
5670,-2,1,0,-1,0,2,0
5671,-1,-1,0,0,0,4,0
5672,0,0,0,0,0,0,0
5673,4,-2,1,-2,-1,0,1
5674,-1,-2,-1,4,-3,3,4
5675,0,0,0,0,4,-3,2
5676,-3,-1,0,0,0,0,0
5677,0,0,0,0,0,0,0
5678,-1,0,-2,2,0,0,0
5679,-3,-1,0,4,-2,-1,4
5680,3,-3,-1,4,-3,-1,4
5681,0,-2,-1,4,0,-3,4
5682,3,-2,-1,3,-1,-2,4
5683,0,0,0,4,-2,-1,4
5684,-1,4,-3,-1,0,0,3
5685,0,0,0,4,-1,-1,4
5686,0,-2,3,-1,-2,3,5
5687,3,-2,1,0,0,-2,1
5688,0,0,0,0,0,0,0
5689,-1,3,-1,0,-1,0,3
5690,-2,3,-3,3,-1,-1,3
5691,-1,-2,-1,4,-1,0,4
5692,3,-3,-1,0,4,-3,1
5693,3,0,-3,-1,4,0,2
5694,4,0,-3,-1,0,0,1
5695,-3,3,-1,-2,1,-1,3
5696,-1,3,-1,-1,-1,-1,3
5697,-3,-1,0,0,0,4,0
5698,0,1,0,-2,1,-1,0
5699,-3,3,0,-3,3,-1,2
5700,0,0,0,0,0,0,0
5701,3,-2,1,0,-1,2,1
5702,-3,3,-2,1,0,1,3
5703,-1,-2,3,-2,1,-2,5
5705,-2,2,-3,-1,4,-3,2
5706,0,0,0,0,0,4,0
5707,0,1,-1,-1,3,-1,2
5708,0,-1,0,0,4,-3,2
5709,0,0,0,0,0,0,0
5710,-3,-1,4,-1,-1,1,5
5711,-1,0,1,0,-2,3,0
5712,-3,3,-3,3,-3,-1,3
5713,-1,0,0,4,-3,-1,4
5714,0,0,0,4,-3,3,4
5715,4,-3,2,-1,0,2,1
5716,-1,4,-2,-1,-1,0,3
5717,-1,3,-2,-1,3,-1,2
5718,-3,-1,0,0,0,0,0
5719,0,0,4,-3,-1,0,5
5720,0,0,0,0,0,4,0
5721,-2,3,-1,0,-2,0,3
5722,-2,-1,0,0,4,-1,2
5723,0,4,-3,-1,0,0,3
5724,4,-3,3,-1,-1,0,1
5725,-3,3,-1,-1,1,-1,3
5726,-2,2,-1,1,-1,1,3
5727,-3,2,-2,3,0,-3,3
5728,0,0,0,0,4,0,2
5729,0,0,0,0,0,0,0
5730,4,-2,1,-1,1,1,1
5731,-2,1,-2,3,-1,-2,3
5732,-3,-1,0,0,0,0,0
5733,0,4,-3,-1,0,0,3
5734,4,-3,-1,0,0,4,1
5735,0,0,0,0,0,0,0
5736,1,-2,2,1,-2,0,0
5737,0,0,0,0,0,0,0
5738,0,-1,0,-1,4,-2,2
5739,-2,-1,-1,4,-1,-2,4
5740,4,-2,-1,0,3,-1,1
5741,4,-3,-1,0,0,0,1
5742,4,-3,0,3,-3,3,4
5743,-3,3,-3,-1,4,-3,2
5744,-1,-1,0,0,1,-2,0
5745,3,-3,-1,4,-3,3,4
5746,-1,-2,3,-3,3,-2,5
5747,0,0,4,-3,-1,4,5
5748,0,0,0,0,0,0,0
5749,4,-3,-1,0,0,0,1
5750,1,-1,3,-3,3,-3,5
5751,0,-3,3,-3,3,-3,5
5752,2,-1,-1,-1,4,-1,2
5753,-2,0,3,-2,2,-2,5
5754,0,-2,3,-2,-1,0,5
5755,0,0,4,-3,-1,4,5
5756,-3,3,-3,3,-3,0,3
5757,0,4,-3,-1,0,0,3
5758,4,0,-3,3,-3,-1,4
5759,2,-1,2,-3,2,0,1
5760,-1,-1,4,-3,-1,0,5
5761,0,-3,0,3,-3,2,4
5762,3,-2,0,1,-1,1,1
5763,0,4,-3,-1,0,4,3
5764,0,0,0,0,0,0,0
5765,-1,0,0,0,0,0,0
5766,0,0,0,0,0,0,0
5767,4,0,-3,-1,0,4,1
5768,3,-3,-1,4,-3,-1,4
5769,0,0,0,0,0,0,0
5770,3,0,-3,3,-3,1,4
5771,0,0,0,0,0,0,0
5772,-3,-1,0,0,0,0,0
5773,0,-1,-1,0,1,-2,0
5775,-3,3,-3,3,-2,-1,3
5776,0,0,0,0,0,0,0
5777,-3,3,-3,-1,0,4,3
5778,0,0,0,0,0,0,0
5780,0,0,0,0,0,4,0
5781,0,0,4,-2,1,-1,5
5782,-2,-1,-1,0,0,0,0
5783,4,0,-3,-1,4,-3,1
5784,3,-3,2,-1,-1,-1,1
5785,0,0,0,0,0,0,0
5786,-3,3,-3,3,-3,-1,3
5787,-1,3,-3,3,-3,-1,3
5788,0,0,0,0,4,-3,2
5789,0,0,0,4,-3,-1,4
5790,3,-2,-1,-1,0,4,1
5791,3,-3,-1,4,-3,3,4
5792,-1,-1,0,0,0,0,0
5793,1,2,-2,0,1,0,0
5794,0,3,-1,0,-1,-1,3
5795,4,-3,-1,0,0,0,1
5796,0,0,0,0,0,0,0
5797,0,0,0,4,-2,0,4
5798,0,4,-3,3,-3,3,3
5799,-3,3,-3,3,-3,3,3
5800,4,-3,-1,0,0,0,1
5801,0,-1,-1,0,4,-2,2
5802,0,0,0,0,0,0,0
5803,4,-3,-1,0,4,-1,1
5804,-1,0,-1,-1,3,-3,2
5805,0,0,0,0,0,0,0
5806,0,0,0,0,0,0,0
5807,-2,0,1,0,-1,-1,0
5808,-1,-1,3,-1,0,-2,5
5809,4,-3,3,-2,-1,3,1
5810,2,-3,1,2,-3,3,4
5811,-3,3,-3,3,0,-3,3
5812,-3,-1,0,0,0,0,0
5813,1,1,-2,-1,0,3,0
5814,-1,4,-3,-1,4,0,2
5815,0,0,0,0,0,0,0
5816,3,-3,3,-1,-1,0,1
5817,-2,0,2,-3,2,0,5
5818,0,0,4,-2,-1,3,5
5819,-1,4,-3,3,-1,-1,3
5820,4,-3,-1,0,0,0,1
5821,0,0,0,0,0,0,0
5822,0,4,-3,-1,0,0,3
5823,0,-2,2,0,-1,2,0
5824,4,-3,3,-3,3,0,1
5825,-2,0,-1,3,-3,3,4
5826,-3,3,-2,-1,3,-3,2
5827,-1,-1,3,-1,-1,1,5
5828,4,-3,-1,0,0,0,1
5829,1,-1,0,1,-1,2,0
5830,0,0,-1,0,4,0,2
5831,4,-3,3,-2,-1,3,1
5832,0,0,4,-3,0,-1,5
5833,3,-1,-2,-1,0,4,1
5834,3,-1,-2,3,-3,-1,4
5835,1,-1,0,1,-2,0,4
5836,0,0,0,0,0,0,0
5837,0,4,-3,-1,0,4,3
5838,3,-3,-1,0,0,0,1
5839,4,-3,0,3,-2,-1,4
5840,4,-2,-1,-1,0,0,1
5841,-1,-2,3,-2,0,-1,5
5842,-1,0,4,-3,-1,4,5
5843,4,-3,-1,0,0,0,1
5844,-3,-1,0,0,4,-3,2
5845,-3,3,-2,1,-2,-1,3
5846,4,0,-3,0,-1,4,1
5847,0,-1,2,-2,1,-1,5
5848,-3,-1,4,-3,-1,0,5
5849,-3,3,-3,-1,0,4,3
5850,0,0,0,0,0,0,0
5851,-1,2,-1,-2,-1,4,3
5852,1,-2,3,-3,3,-3,5
5853,-1,4,-3,-1,0,0,3
5854,0,0,0,0,0,0,0
5855,0,0,0,0,0,0,0
5856,0,0,4,-3,3,-1,5
5857,0,0,0,0,0,0,0
5858,4,-3,3,-3,-1,0,1
5859,0,4,-3,3,-3,-1,3
5860,-3,3,-3,3,0,-2,3
5861,4,-3,3,-3,3,0,1
5862,0,0,4,-3,-1,0,5
5863,-3,3,-1,-1,-1,3,3
5864,0,0,0,0,0,0,0
5865,0,-1,0,4,-3,-1,4
5866,0,0,0,0,0,0,0
5867,-3,-1,0,0,0,0,0
5868,2,1,-3,3,-3,2,4
5869,0,0,4,-3,3,-2,5
5870,-3,-1,0,4,-3,3,4
5871,-1,0,0,0,4,-3,2
5872,-3,3,-1,0,-2,0,3
5873,0,0,4,-3,-1,0,5
5874,1,-2,-1,0,0,4,0
5875,0,-3,3,-1,0,0,5
5876,-1,3,-3,3,-1,-2,3
5877,-1,0,0,0,0,4,0
5878,1,-2,-1,0,4,-3,2
5879,-1,3,-3,3,-2,1,3
5880,-3,-1,0,4,-3,3,4
5881,-2,3,-2,-1,3,-2,2
5882,0,0,0,0,0,0,0
5883,-3,3,0,-1,-1,1,3
5884,2,-2,-1,3,-1,-1,4
5885,-1,1,-1,-2,0,3,0
5886,0,1,1,-2,0,1,0
5887,-3,-1,4,-3,-1,0,5
5888,-3,3,-3,-1,0,4,3
5889,-1,-2,2,-2,2,-2,5
5890,0,0,0,0,0,0,0
5891,3,0,-2,1,-1,1,1
5892,0,0,0,0,0,0,0
5893,4,-3,-1,0,0,0,1
5894,3,-3,3,-2,1,-2,1
5895,1,-2,3,-3,0,3,5
5896,0,0,0,0,0,0,0
5897,4,-1,-2,3,0,-3,4
5898,-1,0,4,-3,3,-3,5
5899,-2,0,0,0,-1,-1,0
5900,-3,2,0,0,-2,3,3
5901,0,1,0,-1,1,-2,0
5902,-1,-2,3,-2,-1,-1,5
5903,0,-1,1,0,-2,3,0
5904,0,0,0,0,4,-3,2
5905,3,-3,3,0,-3,-1,1
5906,0,0,0,0,0,0,0
5907,0,0,0,0,0,0,0
5908,0,0,0,0,0,0,0
5909,-3,3,-2,0,-1,3,3
5910,4,0,-3,-1,0,0,1
5911,-1,-2,3,-2,0,1,5
5912,0,0,0,4,-3,3,4
5913,-3,-1,0,4,-3,-1,4
5914,-3,-1,0,0,4,-2,2
5915,-2,3,0,-2,-1,2,3
5916,4,-1,-2,-1,4,-3,1
5917,0,4,-3,-1,0,0,3
5918,4,-3,-1,4,-3,-1,4
5919,4,-2,-1,3,-2,1,4
5920,-1,0,0,0,4,-3,2
5921,0,0,0,0,0,0,0
5922,0,-3,3,-3,3,-3,5
5924,0,4,-3,3,-3,-1,3
5925,-3,3,-3,3,-2,2,3
5926,0,0,0,0,0,0,0
5927,-1,-1,1,0,-2,3,0
5928,0,0,0,0,0,0,0
5929,4,-3,-1,0,0,0,1
5930,-2,3,-3,3,-1,-2,3
5931,0,0,0,0,0,0,0
5932,-3,3,-3,3,0,-1,3
5933,1,-2,-1,0,0,0,0
5934,3,-1,0,-1,1,-1,1
5935,0,0,0,0,0,0,0
5936,3,-1,-1,0,0,1,1
5937,-1,-2,3,-3,-1,0,5
5938,-1,-1,0,3,-1,0,4
5939,-3,3,-3,2,-2,3,3
5940,4,-3,-1,4,-3,-1,4
5941,0,0,0,0,0,0,0
5942,-2,2,-3,2,-2,0,3
5943,0,-1,-1,0,0,4,0
5944,4,0,-3,3,-1,-2,4
5945,-3,-1,0,4,-3,-1,4
5946,4,-3,-1,0,0,0,1
5947,-1,3,0,-3,-1,4,3
5948,-3,0,3,-3,-1,0,5
5949,4,-3,-1,0,0,0,1
5950,3,-2,-1,2,-2,-1,4
5951,0,0,0,0,0,0,0
5952,0,0,0,0,0,0,0
5953,-1,1,-1,1,-1,1,0
5954,3,-3,3,-3,3,-2,1
5955,0,0,0,0,0,0,0
