CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,교육문화_아동_중가_clust_id
3951,3,0,-2,0,-1,3,2
3952,0,0,0,0,0,0,0
3953,-1,0,3,-3,3,-1,4
3954,4,-3,-1,0,4,-3,1
3955,4,-1,-2,3,-3,-1,2
3956,0,0,0,0,0,0,0
3957,0,0,0,0,0,0,0
3958,-3,0,3,-3,0,3,4
3959,-3,-1,0,0,0,0,0
3960,-3,-1,0,0,0,0,0
3961,0,0,0,0,0,0,0
3962,0,0,0,0,0,0,0
3963,1,-1,-1,1,0,-1,0
3964,0,0,0,0,0,0,0
3965,-3,-1,0,4,-2,-1,5
3966,0,0,0,0,4,-3,1
3967,0,0,0,0,0,0,0
3968,0,0,0,4,-3,-1,5
3969,-1,0,0,4,0,-3,5
3970,0,0,0,0,0,4,0
3971,-1,0,0,0,0,4,0
3972,0,0,0,0,0,4,0
3973,-1,0,0,4,-3,0,5
3974,0,0,0,0,0,0,0
3975,2,-2,2,-2,0,-1,4
3976,0,0,0,0,0,4,0
3977,0,0,0,0,0,0,0
3978,0,0,0,0,0,0,0
3979,3,0,-1,-2,-1,4,2
3980,-3,3,-3,3,-2,1,5
3981,-3,3,-3,-1,4,-3,3
3982,-3,-1,0,0,0,0,0
3983,0,0,0,0,0,0,0
3984,-2,2,-2,3,-2,0,5
3985,0,0,-1,0,0,0,0
3987,3,-3,0,-1,4,-3,1
3988,-3,-1,0,0,0,0,0
3989,0,4,-3,-1,4,-3,3
3990,0,0,0,0,0,4,0
3991,0,-1,0,0,4,-3,1
3992,-1,0,4,-3,0,-1,4
3993,0,0,0,0,0,0,0
3994,-1,0,-2,2,-1,-1,5
3995,-1,0,0,0,0,0,0
3996,0,0,0,0,0,0,0
3997,0,0,0,0,4,-3,1
3998,0,0,0,4,-3,-1,5
3999,-1,0,4,-2,-1,3,4
4000,0,0,0,0,0,0,0
4001,0,0,0,0,0,0,0
4002,0,0,0,0,0,0,0
4003,0,4,-3,-1,4,-2,3
4004,-3,3,-3,-1,4,-3,3
4005,-2,3,-3,-1,4,-3,3
4006,0,1,0,-2,2,-2,1
4007,-1,0,0,0,0,0,0
4008,0,0,0,0,0,0,0
4009,0,0,0,4,-3,3,5
4010,0,0,0,0,0,0,0
4011,0,0,0,0,0,0,0
4012,-3,-1,0,4,-3,-1,5
4013,0,0,0,0,0,0,0
4014,0,0,4,-3,-1,0,4
4015,0,0,0,0,0,0,0
4016,-3,3,-2,-1,3,-2,3
4017,0,0,4,-3,-1,0,4
4018,-3,-1,0,4,-3,-1,5
4019,0,0,0,0,0,0,0
4020,-1,0,0,0,0,0,0
4021,3,-3,2,-1,-1,-1,2
4022,-1,0,4,-3,3,-3,4
4023,-1,0,0,0,0,0,0
4024,-3,3,-3,-1,0,0,3
4025,3,-1,-1,0,-1,-1,2
4026,4,-3,3,0,-3,-1,2
4027,0,0,0,0,0,0,0
4028,0,0,0,0,4,-3,1
4029,0,0,0,0,0,0,0
4030,0,4,-2,-1,3,-3,3
4031,0,0,0,0,0,0,0
4032,0,0,0,0,0,0,0
4033,0,0,0,0,4,-1,1
4034,-1,0,0,0,0,0,0
4035,-1,0,0,0,0,0,0
4036,-3,-1,0,0,0,4,0
4037,4,-3,-1,0,0,0,2
4038,0,0,0,0,0,0,0
4039,-1,3,-3,0,-1,4,3
4040,0,0,0,0,0,0,0
4041,1,1,-2,3,-3,-1,5
4042,0,0,0,0,0,0,0
4043,-1,0,4,-3,3,-3,4
4044,0,0,0,0,4,-2,1
4045,0,-3,3,-3,-1,4,4
4046,0,0,0,0,0,0,0
4047,0,3,-2,-1,3,-3,3
4048,0,4,-3,0,-1,0,3
4049,0,0,0,4,-3,-1,5
4050,0,0,0,0,0,0,0
4051,4,0,-3,-1,0,0,2
4052,-2,-1,0,4,-3,3,5
4053,-3,3,-3,0,-1,0,3
4054,0,4,-3,-1,4,-3,3
4055,-3,3,-3,-1,0,4,3
4056,0,0,0,4,0,-3,5
4057,0,0,0,0,0,0,0
4058,0,0,0,0,4,-3,1
4059,-1,0,4,0,-3,0,4
4060,1,-1,2,-2,-1,-1,4
4061,0,4,-3,3,-3,-1,5
4062,0,0,0,0,0,0,0
4063,-3,3,-3,-1,0,0,3
4064,0,0,0,0,0,0,0
4065,0,0,0,0,0,0,0
4066,0,4,0,-2,-1,-1,3
4067,-2,3,0,-2,0,1,3
4068,3,-1,-2,3,-3,3,2
4069,0,0,0,0,0,0,0
4070,-3,3,-2,0,-1,2,3
4071,0,0,0,0,0,0,0
4072,-1,-2,-1,0,4,-3,1
4073,-2,-1,3,-3,3,-1,4
4074,-1,0,0,0,0,4,0
4075,0,0,0,0,0,0,0
4076,0,0,0,0,0,0,0
4077,0,4,-2,1,-2,3,3
4078,3,-3,1,-1,-1,0,2
4079,-3,3,-1,1,-3,2,5
4080,4,-3,0,-1,0,0,2
4081,-1,0,0,4,-3,-1,5
4082,0,0,0,4,-3,-1,5
4083,0,4,-3,-1,0,0,3
4084,4,-3,-1,0,0,0,2
4085,0,0,0,0,0,4,0
4086,-2,1,-2,3,-2,0,5
4087,-1,4,-3,3,-3,-1,5
4088,-1,0,0,4,-3,-1,5
4089,4,-3,-1,0,0,0,2
4090,4,-1,-2,3,-3,-1,2
4091,-1,4,-2,2,-3,-1,5
4092,4,-3,-1,0,4,-3,1
4093,0,0,0,0,0,0,0
4094,2,0,-1,-1,3,-3,1
4095,4,0,-2,-1,0,3,2
4096,-2,-1,-1,0,0,0,0
4097,-1,-2,0,-1,0,0,0
4098,3,0,-3,3,-1,-1,2
4099,1,-2,0,0,0,1,0
4100,0,0,4,-3,-1,0,4
4101,-1,2,-1,1,0,-1,0
4102,0,0,0,0,0,0,0
4103,0,0,0,0,0,0,0
4104,-1,-1,4,-3,-1,0,4
4105,4,-3,0,-1,0,0,2
4106,0,0,0,0,0,0,0
4107,-3,-1,0,0,0,0,0
4108,0,0,0,0,0,0,0
4109,-3,3,-3,-1,0,0,3
4110,0,0,0,0,0,0,0
4111,4,-1,0,-1,-1,1,2
4112,4,-3,0,3,0,-3,2
4113,-3,0,3,-2,-1,-1,4
4114,0,0,0,0,0,0,0
4115,0,0,0,0,0,0,0
4116,-1,4,-3,-1,0,0,3
4117,0,4,-3,3,0,0,5
4118,0,0,0,0,0,0,0
4119,4,-3,0,3,-3,-1,2
4120,0,0,0,0,0,0,0
4121,-3,-1,0,0,0,0,0
4122,-2,-1,0,0,0,0,0
4123,2,0,-2,3,-2,-1,5
4124,4,-3,-1,4,-3,-1,2
4125,0,0,0,0,4,-2,1
4126,4,-3,-1,0,0,4,2
4127,0,0,0,0,0,0,0
4128,-3,-1,0,0,0,0,0
4129,-2,-1,-1,0,0,0,0
4130,-3,-1,4,-3,-1,0,4
4131,0,0,0,0,0,0,0
4132,0,0,0,0,0,0,0
4133,0,0,0,0,0,0,0
4134,1,-2,2,0,-1,1,4
4135,3,-2,0,1,0,-2,2
4136,0,0,0,0,0,0,0
4137,0,3,-3,0,3,-3,3
4138,-1,4,-3,-1,0,0,3
4139,3,-3,3,-3,3,0,4
4140,0,1,-1,2,-2,0,5
4141,-2,3,-3,-1,4,-3,3
4142,-1,0,0,0,0,2,0
4143,0,0,0,4,-1,-2,5
4144,-1,4,0,-3,-1,4,3
4145,3,-3,3,-2,-1,-1,4
4146,4,-3,-1,0,0,0,2
4147,1,-2,1,-1,-1,0,0
4148,4,-1,-1,-1,-1,0,2
4149,0,0,0,0,0,0,0
4150,0,4,-3,-1,0,0,3
4151,0,0,0,0,0,0,0
4152,-1,-2,3,-2,-1,3,4
4153,-1,0,4,-3,-1,4,4
4154,0,0,0,0,0,0,0
4155,4,0,-3,3,-3,-1,2
4156,-1,0,0,4,-3,3,5
4157,0,0,0,0,0,0,0
4158,0,-2,1,-2,2,1,1
4159,0,4,-3,-1,0,0,3
4160,-1,0,0,0,0,0,0
4161,0,4,-2,-1,-1,0,3
4162,0,0,0,0,0,0,0
4163,4,-3,-1,0,4,-2,1
4164,0,4,-3,-1,0,0,3
4165,0,0,4,-3,-1,0,4
4166,-3,-1,0,0,0,0,0
4167,0,0,0,0,0,0,0
4168,-1,1,-1,2,-2,0,5
4169,0,0,0,0,0,0,0
4170,0,4,-1,-2,-1,0,3
4171,-3,-1,0,0,0,0,0
4172,0,4,-3,3,-3,-1,5
4173,0,0,0,0,0,0,0
4174,-1,0,0,-1,4,0,1
4175,0,0,0,0,0,0,0
4176,0,0,0,4,-3,-1,5
4177,0,0,0,0,0,0,0
4178,0,0,0,4,-1,-2,5
4179,0,0,0,0,0,4,0
4180,0,0,0,0,4,-3,1
4181,0,0,0,0,0,0,0
4182,-3,3,-3,-1,4,-3,3
4183,0,0,0,4,-3,-1,5
4184,-3,3,-1,-2,-1,0,3
4185,-1,3,-3,2,0,1,3
4186,-1,-2,-1,0,0,0,0
4187,0,-3,0,-1,0,0,0
4188,0,0,0,0,0,0,0
4189,0,4,-2,-1,3,-3,3
4190,0,0,0,0,0,0,0
4191,0,0,4,-3,-1,4,4
4192,-3,0,-1,4,-3,-1,5
4193,0,0,4,-3,-1,4,4
4194,0,0,0,0,0,0,0
4195,4,-2,-1,-1,4,-3,1
4196,0,0,0,0,4,-1,1
4197,0,4,-3,0,3,-2,3
4198,1,-1,2,-2,-1,1,4
4199,4,-3,-1,0,4,-3,1
4200,-2,3,-3,3,-3,1,5
4201,0,-3,-1,4,-3,-1,5
4202,0,0,0,0,0,0,0
4203,0,4,-3,3,-3,3,5
4204,-1,4,-3,-1,0,4,3
4205,0,0,0,0,0,0,0
4206,0,0,0,0,0,0,0
4207,0,0,0,0,0,0,0
4208,-1,0,0,0,0,0,0
4209,-1,4,-3,-1,0,0,3
4210,-2,-1,-1,0,0,0,0
4211,-1,-1,1,2,-3,1,5
4212,-1,-1,0,0,0,0,0
4213,0,0,0,0,0,0,0
4214,0,0,0,0,0,0,0
4215,0,0,0,0,0,4,0
4216,4,-3,0,-1,0,0,2
4217,-3,3,-3,3,-3,3,5
4218,0,0,0,0,0,0,0
4219,0,4,-3,-1,4,-3,3
4220,-1,0,0,0,4,0,1
4221,-3,3,-1,-2,-1,0,3
4222,0,2,-1,0,0,-1,3
4223,0,0,0,0,0,0,0
4224,0,4,-2,-1,-1,0,3
4225,-3,-1,0,0,0,0,0
4226,0,-1,0,0,0,0,0
4227,0,0,0,0,0,0,0
4228,0,0,0,0,0,0,0
4229,0,0,4,-1,0,-2,4
4230,-3,-1,0,4,-3,3,5
4231,-1,3,-3,3,-1,-1,5
4232,0,0,0,0,0,0,0
4233,4,-1,-2,-1,0,4,2
4234,0,0,0,0,0,4,0
4235,0,0,0,0,0,0,0
4236,3,-2,0,-1,3,-3,1
4237,0,0,0,0,0,0,0
4238,0,0,0,0,0,0,0
4239,0,0,0,0,0,0,0
4241,0,4,-3,3,-3,2,5
4242,2,-3,-1,0,0,0,2
4243,-1,0,0,0,0,0,0
4244,-1,0,0,0,0,0,0
4245,0,0,0,0,0,0,0
4246,0,0,1,-1,1,-1,0
4247,0,0,0,0,0,0,0
4248,0,4,-3,-1,0,4,3
4249,0,0,0,0,4,-3,1
4250,-3,-1,0,0,0,0,0
4251,-3,-1,4,-2,2,-2,4
4252,0,-1,0,0,0,0,0
4253,0,0,0,0,0,0,0
4254,0,0,0,0,0,0,0
4255,0,0,0,0,0,0,0
4256,2,-2,0,2,-2,-1,2
4257,-1,0,4,-3,-1,0,4
4258,-3,0,3,-3,3,-1,4
4259,-2,2,-1,1,0,-2,3
4260,-3,-1,0,4,-3,-1,5
4261,-2,3,-3,2,0,1,3
4262,0,0,0,0,0,0,0
4263,0,0,4,-3,-1,0,4
4264,0,4,-3,-1,0,0,3
4265,0,0,0,0,0,0,0
4266,0,0,0,0,0,0,0
4267,-1,0,4,-3,3,-3,4
4268,-2,3,-3,3,-3,3,5
4269,4,0,-3,-1,4,-3,1
4270,0,0,0,0,0,0,0
4271,-3,3,0,-3,0,3,3
4272,0,4,-3,-1,0,0,3
4273,0,-3,3,-3,-1,0,4
4274,0,0,0,0,0,0,0
4275,-1,0,0,0,0,0,0
4276,0,0,0,0,0,0,0
4277,-1,-1,2,-2,2,-2,4
4278,-1,-1,0,0,0,0,0
4279,0,0,0,0,4,-3,1
4280,0,0,0,0,0,0,0
4281,0,0,0,0,0,0,0
4282,4,-3,-1,0,0,0,2
4283,0,0,0,0,0,0,0
4284,0,4,-3,-1,0,0,3
4285,0,0,0,0,0,0,0
4286,0,0,0,0,0,4,0
4287,0,-2,0,-1,-1,0,0
4288,0,0,0,0,0,0,0
4289,0,0,0,0,0,0,0
4291,0,4,-3,-1,0,0,3
4292,-2,-1,3,-1,-2,1,4
4293,0,4,-3,-1,0,0,3
4294,0,0,0,0,0,0,0
4295,0,4,-3,-1,4,-3,3
4296,-1,-1,0,2,-1,-1,0
4297,-1,3,0,-3,-1,0,3
4298,0,0,0,0,0,0,0
4299,3,-1,1,-3,3,-3,1
4300,-1,0,0,0,0,0,0
4301,0,0,0,0,0,0,0
4302,0,-1,0,0,0,0,0
4303,-1,0,0,0,0,4,0
4304,0,0,4,0,-1,-2,4
4305,0,0,0,0,0,0,0
4306,0,0,0,0,0,0,0
4307,-3,3,-2,0,2,-3,3
4308,0,0,4,-3,-1,0,4
4309,2,1,-2,1,-1,1,0
4310,0,0,0,0,0,0,0
4311,0,0,0,0,0,0,0
4312,0,0,0,0,0,0,0
4313,0,0,0,0,0,0,0
4314,-3,-1,0,0,0,0,0
4315,0,0,0,0,0,0,0
4316,-1,4,-3,-1,0,4,3
4317,0,4,-3,-1,0,4,3
4318,3,-3,-1,0,0,0,2
4319,0,4,-2,-1,-1,0,3
4320,-1,-1,2,-3,3,-2,4
4321,0,0,0,4,-3,-1,5
4322,0,0,0,0,0,0,0
4323,0,-1,3,-2,2,-3,4
4324,-1,-1,4,-3,3,0,4
4325,1,0,2,-3,3,-3,1
4326,-1,4,-3,-1,4,-3,3
4327,4,-3,-1,0,0,0,2
4328,-3,2,0,-2,-1,4,3
4329,3,-3,0,3,-3,-1,2
4330,0,0,0,0,0,0,0
4331,0,0,0,0,0,0,0
4332,0,0,0,0,0,0,0
4333,-1,0,0,4,-3,-1,5
4334,-1,-2,-1,0,0,0,0
4335,-1,-1,0,1,0,0,0
4336,0,0,0,0,0,0,0
4337,0,0,0,0,0,0,0
4338,-1,3,-1,-1,-1,3,3
4339,0,0,0,0,0,0,0
4340,-1,3,-1,-2,-1,0,3
4341,-1,2,0,-2,3,-2,3
4342,-1,0,0,4,-3,-1,5
4343,0,4,-3,-1,0,0,3
4344,0,0,4,-3,3,-3,4
4345,3,-3,-1,0,0,0,2
4346,4,-3,-1,0,0,0,2
4347,0,0,-2,1,2,-3,1
4348,-1,-2,3,-2,2,-3,4
4349,0,0,4,-3,3,-3,4
4350,-2,0,3,-2,0,1,4
4351,0,0,0,0,0,0,0
4352,-2,3,-3,3,0,-3,5
4353,-1,0,0,0,0,0,0
4354,4,-3,3,-3,-1,0,4
4355,-1,4,-3,-1,0,0,3
4356,0,0,0,0,0,0,0
4357,0,0,0,0,0,0,0
4358,0,0,0,0,0,0,0
4359,-3,1,2,-3,3,-3,4
4360,-1,3,-2,1,0,0,3
4361,0,0,0,0,0,0,0
4362,-3,2,1,-2,-1,3,0
4363,3,-1,-1,-1,3,-2,1
4364,0,0,0,0,0,0,0
4365,3,-3,-1,0,0,0,2
4366,-3,-1,0,4,-3,-1,5
4367,-1,4,-3,-1,4,-3,3
4368,-3,-1,0,0,0,0,0
4369,4,0,-1,-2,2,1,1
4370,-3,-1,0,0,0,0,0
4371,4,-3,-1,0,0,0,2
4372,0,0,0,0,0,0,0
4373,0,4,-3,3,-3,-1,5
4374,-1,1,0,0,-1,-1,0
4375,-2,2,0,0,-2,3,0
4376,0,0,0,0,0,0,0
4377,4,0,-3,3,0,-3,2
4378,3,-1,-2,3,-2,1,2
4379,0,0,0,0,0,0,0
4380,0,0,0,0,0,0,0
4381,3,-3,-1,0,0,0,2
4382,-2,-1,3,-3,-1,0,4
4383,0,2,-2,-1,0,3,3
4384,-3,3,-3,3,-3,-1,5
4385,0,0,0,0,0,0,0
4386,0,0,0,0,0,0,0
4387,-3,-1,4,-3,-1,4,4
4388,0,0,4,-3,-1,0,4
4389,0,-1,1,-1,1,-2,0
4390,0,0,0,0,0,0,0
4391,2,-2,-1,4,-3,-1,2
4392,-1,0,0,0,0,0,0
4393,0,0,4,-3,3,-3,4
4394,0,0,4,-3,-1,0,4
4396,3,-3,3,-3,3,0,4
4397,-1,0,0,0,0,0,0
4398,0,0,0,0,0,0,0
4399,-1,0,0,0,0,0,0
4400,0,0,0,0,0,0,0
4401,0,0,0,0,0,0,0
4402,0,4,0,-3,-1,0,3
4403,-1,4,-3,-1,0,0,3
4404,0,-1,0,2,-2,1,5
4405,-1,-2,0,-1,0,0,0
4406,0,0,0,0,0,0,0
4407,-3,-1,0,0,0,0,0
4408,3,-2,1,-2,3,-3,1
4409,0,0,0,0,0,0,0
4410,-1,0,0,0,0,0,0
4411,0,-3,3,-3,3,-3,4
4412,0,2,-3,3,-3,3,5
4413,4,-3,-1,0,0,0,2
4414,-1,3,0,-3,-1,0,3
4415,0,4,-3,-1,0,0,3
4416,0,0,0,0,0,0,0
4417,4,-3,2,1,-3,1,2
4418,-3,-1,4,-3,-1,0,4
4420,0,4,-3,-1,0,0,3
4421,-2,-1,0,0,0,0,0
4422,-1,1,-2,3,-1,-1,5
4423,-1,4,-1,-2,-1,0,3
4424,0,0,0,0,0,0,0
4426,4,-3,-1,0,4,-3,1
4427,2,-3,3,-2,2,-3,4
4428,3,-3,3,-3,3,-3,4
4429,0,-1,4,-3,-1,4,4
4430,0,0,0,0,0,0,0
4431,0,3,-1,-2,3,-3,3
4432,0,0,0,0,0,0,0
4433,0,0,0,4,-3,3,5
4434,0,0,0,0,0,0,0
4435,0,4,-3,-1,0,0,3
4436,0,0,0,0,0,0,0
4437,-2,-1,3,-3,3,-3,4
4438,-1,0,0,0,0,0,0
4439,1,-1,1,-2,3,-2,1
4440,0,0,0,0,0,0,0
4441,0,0,4,-3,-1,0,4
4442,-1,0,4,-3,0,-1,4
4443,0,0,4,-3,3,-2,4
4444,0,0,0,0,0,0,0
4445,-3,-1,0,0,0,0,0
4446,0,0,0,0,0,0,0
4447,0,0,0,0,0,0,0
4448,0,0,0,0,0,0,0
4449,-1,-2,-1,4,-3,-1,5
4450,0,4,-3,-1,0,4,3
4451,0,0,0,0,0,0,0
4452,1,0,0,0,0,-1,0
4453,4,-3,-1,0,0,0,2
4454,0,0,0,0,0,0,0
4455,0,0,4,-3,-1,0,4
4456,4,-3,-1,0,0,0,2
4457,-1,-1,0,0,0,0,0
4458,4,-3,-1,0,4,-3,1
4459,3,-2,-1,-1,0,0,2
4460,-1,0,0,0,0,0,0
4461,-3,3,-3,-1,0,0,3
4462,0,0,0,0,0,0,0
4463,0,-1,4,-3,3,-2,4
4464,3,-2,-1,-1,0,0,2
4465,0,0,0,0,0,0,0
4466,-1,0,0,0,0,0,0
4467,0,-1,-1,3,-3,3,5
4468,-3,-1,0,0,0,4,0
4469,0,0,0,0,0,0,0
4470,-3,-1,0,0,0,0,0
4472,3,-3,-1,0,0,0,2
4473,0,3,0,-3,0,-1,3
4474,0,0,0,0,0,0,0
4475,0,4,-3,-1,4,-3,3
4476,-3,-1,4,-1,-2,3,4
4477,0,0,0,4,-3,-1,5
4478,0,0,4,-3,-1,0,4
4479,0,4,-3,3,-2,-1,5
4480,0,0,4,-3,-1,0,4
4481,3,-3,-1,0,0,0,2
4482,0,0,0,0,4,-3,1
4483,-1,4,-3,-1,0,4,3
4484,-3,3,-3,-1,0,4,3
4485,0,0,0,0,0,0,0
4486,0,0,0,0,0,0,0
4487,0,0,0,0,4,-3,1
4488,-3,3,-3,3,-3,2,5
4489,3,-3,-1,0,0,0,2
4490,0,0,0,0,0,0,0
4491,0,0,0,4,-3,-1,5
4492,0,0,0,0,0,0,0
4493,0,-2,-1,0,0,0,0
4494,0,0,-1,1,0,0,0
4495,0,0,4,-3,-1,0,4
4496,-1,3,0,-3,2,-2,3
4497,0,0,0,0,0,0,0
4498,0,2,0,1,-1,-2,0
4499,4,-2,-1,-1,4,-3,1
4500,0,0,0,0,0,0,0
4501,3,-3,3,-3,3,-1,4
4502,4,-3,-1,0,4,-3,1
4503,-2,-1,-1,0,0,0,0
4504,-1,4,-3,-1,0,0,3
4505,0,0,0,0,4,-3,1
4506,2,-2,-1,4,-3,3,2
4507,0,0,0,0,0,0,0
4508,0,0,0,0,0,0,0
4509,0,0,0,0,0,0,0
4510,0,0,0,0,0,0,0
4511,0,0,0,4,-3,-1,5
4512,1,0,0,-1,1,0,0
4513,0,0,0,0,4,-3,1
4514,-3,-1,0,0,0,0,0
4515,0,0,0,0,0,0,0
4516,0,0,0,0,0,0,0
4517,-1,0,3,-2,-1,3,4
4518,0,0,0,0,0,0,0
4519,4,-3,0,3,-2,2,2
4520,-3,-1,0,0,0,0,0
4521,4,0,-2,0,-1,-1,2
4522,-1,4,-3,-1,0,0,3
4523,-1,-1,4,-1,-2,3,4
4524,0,0,0,0,0,0,0
4525,4,-3,-1,0,0,4,2
4526,0,0,0,0,0,0,0
4527,0,-3,3,-3,-1,0,4
4528,0,0,0,0,0,0,0
4529,0,4,-3,-1,0,0,3
4530,4,-3,3,-3,3,-3,4
4531,0,0,0,0,0,0,0
4532,0,0,0,0,4,-3,1
4533,-3,-1,0,0,0,0,0
4535,-2,2,-2,1,-2,2,5
4536,0,4,-3,-1,4,-3,3
4537,-1,0,3,-3,0,3,4
4538,-1,4,-3,-1,0,0,3
4539,0,0,0,0,0,0,0
4540,0,0,0,0,0,0,0
4541,-1,4,0,-3,3,-3,3
4542,-3,1,1,-1,-1,3,0
4543,0,4,-3,-1,0,0,3
4544,-3,0,3,-3,0,3,4
4545,0,0,0,0,0,4,0
4546,-1,0,0,4,-3,0,5
4547,-2,0,3,-2,-1,0,4
4548,-3,-1,0,4,0,-3,5
4549,-3,-1,4,0,-3,-1,4
4550,-2,3,0,-3,3,-3,3
4551,3,-3,3,-3,-1,0,4
4552,-1,1,0,-1,0,0,0
4553,0,0,0,0,0,0,0
4554,0,0,0,0,0,0,0
4555,0,-3,-1,0,0,0,0
4556,0,0,0,0,0,0,0
4557,0,0,0,0,0,0,0
4558,4,-3,0,-1,0,0,2
4559,4,-3,-1,0,0,0,2
4560,0,1,-1,0,2,-2,1
4561,0,0,0,0,4,-3,1
4562,-2,1,-2,0,-1,4,0
4563,0,1,-2,0,-1,4,0
4564,0,-2,3,-2,-1,3,4
4565,0,0,0,0,4,-3,1
4566,-2,-1,2,-2,3,-1,1
4567,4,-3,-1,0,4,-3,1
4568,0,0,0,0,0,0,0
4569,0,4,-3,0,-1,0,3
4570,0,0,0,0,0,0,0
4571,3,-2,2,-3,2,-2,4
4572,-3,-1,0,0,0,0,0
4573,0,0,0,0,4,-3,1
4574,4,-3,-1,0,0,0,2
4575,2,-1,-1,1,0,-2,2
4576,0,4,-1,-2,3,-2,3
4577,0,0,0,0,0,0,0
4578,0,0,4,-3,-1,4,4
4579,0,0,0,0,4,-3,1
4580,0,0,0,0,0,0,0
4581,0,0,0,0,4,-3,1
4582,-1,-1,4,-1,-2,-1,4
4583,0,-2,0,2,1,-1,0
4584,1,0,-1,0,2,-2,1
4585,0,0,0,0,0,0,0
4586,4,-3,-1,4,-2,-1,2
4587,0,3,-3,-1,4,0,3
4588,-1,-1,0,0,0,0,0
4589,1,0,0,-1,-1,0,0
4590,-3,-1,0,0,0,0,0
4591,0,0,0,0,0,0,0
4592,2,-2,2,0,0,-1,2
4593,0,0,0,0,0,0,0
4594,-1,-2,3,-1,-2,0,4
4595,0,0,0,0,0,4,0
4596,-2,-1,0,0,4,-3,1
4597,-1,0,0,2,-3,3,5
4598,0,0,4,-3,-1,0,4
4599,-2,0,0,1,-1,-1,0
4600,-3,-1,0,0,0,0,0
4601,-1,3,-1,-1,-1,0,3
4602,0,0,0,0,0,0,0
4603,0,0,0,0,4,-3,1
4604,0,0,0,0,0,0,0
4605,-1,0,4,-3,3,-3,4
4606,4,-3,-1,0,0,0,2
4607,-1,0,0,4,0,-3,5
4608,-1,3,-2,0,-1,3,3
4609,-1,0,0,4,-3,3,5
4610,-3,3,-2,-1,3,-3,3
4611,0,-1,-2,3,-3,1,5
4612,-1,-1,2,-3,3,-3,4
4613,0,0,0,0,0,0,0
4614,0,4,-3,3,0,-2,5
4615,0,2,-2,1,-2,3,5
4616,0,0,0,0,0,0,0
4617,-1,0,0,0,0,0,0
4618,-2,2,0,-2,2,0,3
4619,-1,0,4,-3,3,-3,4
4620,4,0,-3,3,-3,-1,2
4621,3,-3,-1,0,4,-1,1
4622,3,-3,-1,0,0,0,2
4623,0,0,0,0,0,0,0
4624,0,0,0,0,0,4,0
4625,0,0,0,0,0,0,0
4626,0,-1,0,0,0,0,0
4627,-1,3,0,0,-2,-1,3
4628,0,0,0,0,0,0,0
4629,0,4,-2,-1,3,-3,3
4630,4,-1,-2,-1,4,-2,1
4631,0,0,0,0,0,0,0
4632,0,0,0,0,0,0,0
4633,-1,3,-1,-2,0,-1,3
4634,0,0,0,0,0,0,0
4635,0,4,-3,-1,0,4,3
4636,0,0,0,0,0,4,0
4637,-2,2,-1,-2,0,3,3
4638,-1,4,-2,0,-1,-1,3
4639,3,-3,3,-2,-1,1,4
4640,-2,2,1,-3,3,-2,3
4641,-1,0,0,4,-3,3,5
4642,3,-3,-1,0,0,0,2
4643,0,0,0,0,0,0,0
4644,0,0,0,0,0,0,0
4645,0,0,0,0,0,4,0
4646,-3,3,-3,-1,0,0,3
4647,0,0,0,0,0,0,0
4648,0,4,0,-2,-1,-1,3
4649,3,-3,-1,4,-3,-1,2
4650,-2,3,-2,1,-1,1,3
4651,0,4,-3,-1,4,-1,3
4652,-3,0,3,-2,2,-3,4
4653,-1,3,-2,1,-2,3,5
4654,0,-1,0,0,0,0,0
4655,0,0,0,0,0,0,0
4656,-2,3,-2,0,0,0,3
4657,-2,1,0,-1,1,-1,0
4658,-1,-1,-1,0,0,0,0
4659,-3,3,-3,-1,4,-3,3
4660,-2,-1,3,-3,-1,0,4
4661,-1,3,-1,-1,1,-1,3
4662,0,0,0,4,-3,-1,5
4663,3,-1,0,0,-2,-1,2
4664,-3,-1,0,0,0,0,0
4665,0,0,0,0,4,-3,1
4666,0,0,0,4,0,-3,5
4667,-1,0,4,-3,-1,0,4
4668,-3,3,-2,-1,-1,4,3
4669,3,-1,-2,1,1,0,2
4670,-1,-2,-1,0,0,0,0
4671,0,0,0,0,0,0,0
4672,1,1,-2,3,-1,0,5
4673,0,3,0,-3,2,-2,3
4674,0,-2,3,-3,3,-3,4
4675,-1,3,-3,-1,0,0,3
4676,0,0,0,0,0,0,0
4677,0,0,2,-2,1,-1,4
4678,0,0,0,0,0,0,0
4679,-3,-1,4,-3,-1,0,4
4680,-3,-1,4,-3,-1,0,4
4681,-1,4,-3,3,-3,-1,5
4682,-1,-2,3,-3,-1,0,4
4683,-2,-1,0,4,-1,-2,5
4684,4,-3,3,-3,3,-3,4
4685,-3,-1,0,4,-3,3,5
4686,-3,3,-3,-1,0,0,3
4687,-1,1,0,0,-2,3,0
4688,0,0,4,-3,-1,0,4
4689,-1,0,4,-3,-1,4,4
4690,0,4,-3,-1,4,-3,3
4691,0,0,0,0,0,0,0
4692,-3,-1,0,0,0,0,0
4693,4,-3,-1,4,0,-1,2
4694,-2,2,0,-2,3,-1,3
4695,0,4,-3,-1,4,-3,3
