CUSTNO,변동폭_Monetary_가구인테리어/잡화_고가_등급,변동폭_Monetary_가구인테리어/잡화_저가_등급,변동폭_Monetary_가구인테리어/잡화_중가_등급,변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,변동폭_Monetary_교육문화/아동_고가_등급,변동폭_Monetary_교육문화/아동_저가_등급,변동폭_Monetary_교육문화/아동_중가_등급,변동폭_Monetary_식품/생활_고가_등급,변동폭_Monetary_식품/생활_저가_등급,변동폭_Monetary_식품/생활_중가_등급,변동폭_Monetary_의류/이미용_고가_등급,변동폭_Monetary_의류/이미용_저가_등급,변동폭_Monetary_의류/이미용_중가_등급,변동폭_Monetary_침구/주방_고가_등급,변동폭_Monetary_침구/주방_저가_등급,변동폭_Monetary_침구/주방_중가_등급,절대변동폭_Monetary_가구인테리어/잡화_고가_등급,절대변동폭_Monetary_가구인테리어/잡화_저가_등급,절대변동폭_Monetary_가구인테리어/잡화_중가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,절대변동폭_Monetary_교육문화/아동_고가_등급,절대변동폭_Monetary_교육문화/아동_저가_등급,절대변동폭_Monetary_교육문화/아동_중가_등급,절대변동폭_Monetary_식품/생활_고가_등급,절대변동폭_Monetary_식품/생활_저가_등급,절대변동폭_Monetary_식품/생활_중가_등급,절대변동폭_Monetary_의류/이미용_고가_등급,절대변동폭_Monetary_의류/이미용_저가_등급,절대변동폭_Monetary_의류/이미용_중가_등급,절대변동폭_Monetary_침구/주방_고가_등급,절대변동폭_Monetary_침구/주방_저가_등급,절대변동폭_Monetary_침구/주방_중가_등급
1910,0,-3,3,0,0,5,0,0,-4,0,-1,-2,0,-3,0,0,-2,0,0,0,6,0,2,10,0,0,0,6,0,0,2,2,4,0,0,0
1911,0,0,2,2,0,3,0,0,0,2,0,1,-1,0,-2,-3,0,-2,6,0,0,2,0,4,0,0,0,2,2,2,0,0,2,6,2,0
1912,0,0,1,0,-2,0,0,0,-2,2,0,1,0,2,0,0,0,2,0,6,2,0,2,0,2,0,4,4,0,2,0,2,2,0,4,4
1913,4,1,4,0,0,-1,0,0,1,1,-2,-1,4,0,-3,-3,-2,0,10,4,4,4,0,4,0,0,4,0,2,0,0,0,4,2,0,0
1914,0,1,0,-1,2,-1,0,3,1,0,0,-1,-1,0,1,0,0,0,0,2,2,0,4,2,0,8,2,0,0,4,2,2,2,2,0,0
1915,0,2,1,0,2,0,0,0,0,-1,-1,-1,0,-1,0,0,2,0,0,2,2,0,0,0,0,2,0,2,0,0,0,2,2,0,4,0
1916,0,-1,0,-1,0,0,0,0,0,1,0,-1,1,2,0,-2,0,-2,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,2,0,0
1917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,6,0,2,0,0,0,2,0,0,6,0
1918,-1,-1,-4,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,2,8,6,10
1919,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,0,1,0,0,2,0,0,6,0,0,0,0,4,2,2,2,0,2,0,2,0
1920,4,-3,-3,0,0,1,0,0,2,-1,1,0,0,0,0,-3,2,-4,4,0,0,2,0,0,0,2,4,2,2,0,0,2,4,4,2,4
1921,0,0,0,0,-3,5,0,0,0,-1,1,3,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,2,0,6,2,0,4,0,2,0
1922,-1,3,2,-1,1,-3,0,0,0,-3,-1,-3,1,0,-2,-2,0,-3,0,4,6,0,2,0,0,0,2,2,2,2,4,4,2,0,2,4
1923,1,-2,0,0,0,0,0,0,0,-3,1,0,2,0,-1,0,0,-1,2,0,0,8,0,0,0,0,0,6,2,2,4,4,2,6,2,0
1924,0,-2,0,0,7,0,0,0,1,-2,0,0,0,-1,-2,-3,-1,2,4,2,2,4,14,4,0,0,0,6,0,4,2,4,2,2,2,4
1925,-5,3,0,-4,0,2,0,1,0,3,0,2,2,0,1,0,-4,0,8,0,6,12,0,2,0,2,0,0,0,4,4,2,2,2,0,10
1926,-1,-1,3,0,0,-5,0,0,-3,-1,0,0,-1,0,-3,1,-1,0,0,0,2,0,0,4,0,0,0,2,2,0,8,0,6,0,0,2
1928,0,1,2,-1,0,3,0,0,0,-1,0,1,3,0,1,2,0,5,0,2,4,2,0,2,0,0,0,2,0,4,2,0,2,2,0,6
1929,0,0,-2,3,-1,-2,0,0,0,-1,-4,-2,0,1,5,-1,-3,-1,0,0,0,8,0,0,0,0,0,8,4,0,2,2,10,0,4,0
1930,-3,4,-2,0,0,1,0,2,4,1,0,0,-1,1,-1,0,1,1,4,8,0,2,0,2,0,0,2,2,0,4,4,0,8,4,0,6
1931,0,0,0,0,-3,0,0,0,0,1,0,1,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4,0,2,0
1932,-2,0,-2,-1,0,1,0,0,0,-4,0,1,-2,0,-1,1,0,-3,0,4,0,4,0,0,0,0,0,12,0,2,4,4,2,2,0,4
1933,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,4,0,0,0
1934,4,-1,1,-2,0,1,0,0,-2,2,0,0,-1,0,-1,0,0,-3,4,2,2,6,0,4,0,0,0,4,0,0,2,0,6,0,0,0
1935,0,-1,3,0,0,0,0,-1,-2,-1,-2,-2,0,1,-1,0,-2,0,0,2,4,0,0,0,0,4,2,0,0,4,0,2,4,0,2,0
1936,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,1,0,0,0,4,0,4,4,0,0,0,0,0,0,0,4,2,0,10,0
1937,-1,0,-1,-2,0,-2,0,0,-4,-3,0,-1,-2,0,0,0,0,-2,2,4,2,4,0,6,0,0,4,4,0,2,4,0,0,2,0,6
1938,0,1,-3,0,0,-3,-1,0,-5,-4,0,-3,-1,0,-1,0,-3,-2,2,4,10,0,0,4,6,6,8,0,0,2,2,0,4,6,0,0
1939,-3,-2,-1,0,0,0,0,2,0,1,1,0,1,-1,0,2,1,2,6,2,4,0,0,6,0,4,0,0,6,2,10,2,2,4,4,0
1940,0,2,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,2,0,0,2,2
1941,0,-1,5,-1,2,0,0,0,0,0,0,0,3,-2,0,0,0,3,6,2,12,4,4,6,0,0,0,0,2,0,2,0,2,4,0,6
1942,0,0,0,0,1,1,2,1,0,-1,-1,0,2,1,0,0,-2,0,0,2,4,0,0,2,4,0,0,2,0,0,2,0,2,0,2,0
1943,0,0,0,-1,4,-1,0,0,0,1,1,1,-1,-2,-1,-1,-1,1,0,0,2,0,2,4,0,0,0,2,0,2,2,0,0,2,2,2
1944,0,3,-1,0,-1,1,0,1,1,-3,0,-1,-1,-1,-1,-2,-1,-4,2,2,2,2,2,0,0,2,2,2,2,0,2,2,0,4,4,4
1945,-7,-2,-1,-1,0,-4,0,-1,0,0,-2,0,2,0,-1,0,-2,-2,6,0,6,4,0,8,0,0,0,0,0,2,2,2,2,0,0,12
1946,0,-1,0,0,0,-2,0,1,1,-2,0,0,0,0,2,-1,0,0,0,2,2,0,2,0,0,2,2,0,2,2,6,2,2,0,2,2
1947,0,1,0,0,1,0,0,0,0,-1,1,1,0,0,0,0,-1,-4,0,8,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,4
1948,0,1,1,-1,0,0,0,0,1,-1,0,-2,1,2,-1,0,0,1,0,2,2,0,0,2,0,0,2,0,2,6,2,4,0,0,4,2
1949,0,0,-1,0,0,0,0,0,1,3,0,0,-1,0,-2,-3,0,0,0,2,2,0,0,0,0,0,2,4,0,0,2,0,0,0,0,2
1950,0,3,0,0,0,-1,0,1,0,1,1,0,-1,0,-1,0,1,0,0,4,0,0,0,2,0,2,0,2,2,2,0,0,4,0,2,0
1951,0,3,0,0,-2,0,0,-2,0,0,-1,1,0,2,1,0,1,0,0,6,0,0,4,0,0,6,0,2,2,2,0,4,4,0,4,0
1952,0,3,2,-3,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,6,4,4,0,2,0,0,4,0,0,0,4,0,0,2,0,2
1953,-3,1,0,-2,0,-2,0,0,0,0,0,0,1,0,-3,3,0,2,4,6,0,2,0,4,0,0,0,10,0,0,4,0,0,4,0,10
1954,-1,-1,1,0,0,2,0,0,0,-3,0,0,-2,0,-2,-6,0,-4,4,2,4,2,0,8,0,0,2,8,0,2,2,0,4,4,0,4
1955,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0
1956,6,1,3,1,0,4,0,0,0,0,0,0,2,0,1,1,0,7,12,4,2,2,0,2,0,0,0,8,2,8,0,0,2,2,0,6
1957,2,1,0,-1,-2,0,0,0,3,1,0,0,-1,4,0,3,0,2,10,2,0,2,0,2,0,0,2,0,0,4,0,4,2,6,2,6
1958,0,0,4,4,3,1,0,0,0,1,2,5,0,4,2,0,5,0,0,4,8,8,4,2,0,2,0,0,4,2,0,6,2,0,6,0
1959,0,0,0,0,-2,1,0,0,0,1,1,-1,-1,2,-1,0,-2,0,0,4,0,0,0,4,0,2,0,0,2,0,0,4,0,0,4,0
1960,0,1,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-2,0,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
1961,0,1,-4,0,0,0,0,-1,0,0,1,0,6,2,1,-3,0,0,0,2,4,0,2,0,0,2,4,2,0,2,12,2,2,2,2,0
1962,0,0,0,0,-1,-1,0,0,0,-2,1,-1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,4,0
1963,0,1,2,-2,0,0,0,1,0,0,0,1,-2,-1,0,0,-1,1,0,2,2,0,0,2,0,2,0,4,2,2,6,0,0,0,0,4
1964,-1,2,2,0,0,2,0,0,0,1,0,0,1,3,1,-4,-1,0,0,2,4,0,0,2,0,2,0,0,2,0,2,4,2,0,4,0
1965,-2,2,-5,0,0,2,0,0,-1,1,0,0,0,0,0,2,0,0,0,4,2,4,0,8,0,0,2,0,0,8,2,0,6,4,0,0
1966,0,3,1,0,0,0,0,-2,0,0,0,1,0,1,3,0,1,-1,0,6,2,0,0,0,0,0,0,2,0,2,2,2,6,0,2,2
1967,0,1,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,0,-1,3,0,4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,6,6
1968,0,0,-2,0,0,-1,0,0,0,-1,-1,1,-2,-1,-3,1,-3,-1,4,0,2,0,0,12,0,0,4,2,2,2,2,0,0,2,0,10
1969,0,-1,2,0,0,-2,0,0,0,-1,0,-1,-1,-1,-2,0,-1,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0
1970,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-3,-1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0
1971,0,0,0,-3,0,3,0,0,0,-2,0,0,-2,0,0,0,0,-2,4,0,2,0,0,4,0,0,0,4,0,0,2,0,6,2,0,0
1972,0,-2,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,2,-2,0,0,2,0,0,2,0,0,0,2,2,2,0,2,2,0,4,0
1973,-1,0,-1,0,0,4,0,-1,0,-1,0,-2,-1,0,-1,0,1,3,0,0,4,0,0,4,0,2,0,2,2,0,0,0,2,0,2,0
1974,-1,1,-1,-1,0,-1,0,-3,1,5,-1,-2,1,-2,-1,4,0,1,0,6,0,4,0,0,0,0,2,0,0,4,2,0,2,2,0,4
1975,0,1,0,0,-1,0,0,0,0,2,0,0,0,1,0,0,-4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
1976,-1,1,4,2,0,0,0,0,-1,1,-1,-1,1,-1,0,-2,-2,-4,2,6,2,2,0,0,0,0,0,4,0,0,2,0,2,8,0,4
1977,0,0,1,0,-2,0,0,-1,1,1,0,0,0,-2,1,0,0,0,0,2,2,0,8,0,0,0,0,2,0,2,0,2,0,0,10,4
1978,0,0,1,0,-1,-1,0,0,0,1,-1,0,2,1,0,-3,1,-2,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,4,2,0
1979,0,3,-1,-1,0,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,4,4,2,0,0,0
1980,0,-1,-3,2,0,-3,0,0,0,0,0,0,0,0,-1,1,0,2,0,6,0,2,0,6,0,0,4,2,0,2,2,0,0,4,0,0
1981,0,0,0,-2,0,3,0,0,0,1,0,1,-1,-1,1,-4,0,0,6,6,4,4,0,8,0,0,0,2,0,0,0,0,0,2,0,6
1982,0,-1,-3,0,-1,3,0,0,0,1,0,0,1,2,2,-2,-2,3,0,2,6,0,2,0,0,2,0,2,2,0,2,4,2,0,6,6
1983,0,-2,0,0,1,0,0,0,0,0,2,3,0,3,0,-1,-1,-2,0,0,0,0,2,0,0,0,0,2,2,6,0,6,0,0,2,0
1984,4,0,-1,7,0,-1,0,0,0,4,0,1,5,0,-1,0,0,5,6,0,4,10,0,2,0,0,0,0,2,2,0,0,4,2,0,0
1985,0,-2,2,-1,0,-1,0,0,2,1,-1,0,0,-1,-2,-2,-1,-2,0,2,2,4,0,0,0,0,2,0,0,0,0,0,2,4,0,6
1986,0,1,0,0,4,-2,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,4,0,8,0,0,4,0,0,0,0,0,6,2,0,2,0
1987,-2,2,-4,-3,0,3,0,1,2,-1,2,1,1,1,0,0,1,2,0,4,0,2,0,6,0,2,4,4,2,2,0,4,0,4,2,4
1988,-1,-1,0,2,0,-2,0,0,0,-1,1,0,-1,1,0,-1,0,-4,4,6,6,0,0,2,0,4,0,2,2,6,0,2,2,6,0,2
1989,-2,2,-3,-1,0,1,0,-2,1,0,0,0,1,0,2,1,-1,0,4,2,4,2,0,4,0,0,2,2,2,2,2,4,2,2,0,4
1990,0,0,-4,0,0,1,0,0,0,2,1,2,3,2,2,1,3,0,0,4,8,0,0,2,0,0,0,4,0,0,0,4,2,2,6,6
1991,0,1,0,0,5,-2,0,-4,0,0,0,1,0,2,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,2,2,4,0,0,8,0
1992,0,1,3,-3,0,3,0,1,3,5,0,-3,3,0,1,-3,0,1,4,2,8,0,0,2,0,2,6,6,2,4,0,6,0,0,0,2
1993,3,-2,1,2,0,-2,0,0,-2,-1,-1,0,1,0,-1,3,0,1,8,2,4,4,0,10,0,0,4,4,2,2,4,0,2,2,0,8
1994,0,2,-2,0,0,0,0,0,-1,-2,3,0,0,1,0,0,-1,0,0,0,0,0,2,0,0,2,0,2,4,2,2,0,2,0,0,0
1995,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,5,2,1,0,1,-1,0,6,2,0,0,4,0,0,0,6,0,2,4,2,0,0,4,4
1996,0,-4,-1,0,0,2,0,-2,0,-1,0,1,2,-3,0,2,0,-1,4,8,0,2,0,0,0,4,0,2,2,0,2,0,0,4,8,2
1997,0,1,-2,0,7,0,0,-3,0,0,0,-1,0,2,1,0,1,0,0,2,0,0,6,0,0,2,0,0,0,2,0,0,2,0,0,2
1998,0,-1,5,0,-2,0,0,0,0,1,-1,0,1,1,1,0,-4,-6,2,2,4,0,2,0,0,0,0,2,2,2,0,4,6,2,4,8
1999,0,3,1,2,0,-2,0,0,0,2,1,1,1,0,0,2,0,2,0,2,4,4,0,2,0,0,0,2,0,2,0,4,0,4,4,2
2000,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,2,0
2001,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0
2002,-3,1,-3,-7,0,-3,-1,0,-1,-3,1,0,1,0,1,-5,-2,-4,0,4,4,0,0,6,2,2,0,6,4,4,2,6,2,2,2,0
2003,0,1,0,0,3,0,0,0,0,1,0,0,0,-2,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,0
2004,0,0,-2,0,0,3,0,0,0,-1,0,0,0,-1,1,3,-1,4,0,2,2,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0
2005,0,0,0,0,-5,0,0,1,0,1,0,0,1,-1,0,0,-2,0,0,2,0,0,6,0,0,2,2,0,0,0,2,0,0,0,2,0
2006,-1,-2,-2,0,0,-2,0,0,-1,-1,0,-1,-1,1,-1,-1,2,-4,8,0,0,2,0,0,0,0,0,0,2,2,4,4,2,0,4,0
2007,-2,-2,1,1,0,1,0,2,0,1,0,0,-1,0,0,2,1,1,6,2,4,0,0,0,0,4,0,0,0,0,0,2,2,2,2,4
2008,0,0,-2,-3,0,-1,0,0,-2,-1,-1,-2,-1,-2,-2,-1,0,-1,4,2,2,6,0,0,0,0,6,0,2,4,2,0,2,2,0,0
2009,-3,-3,2,1,0,3,0,1,0,0,-1,-2,1,0,0,0,-1,1,6,4,0,4,0,2,0,0,0,0,2,2,0,0,2,2,2,0
2010,-3,-3,1,1,2,-1,0,0,0,0,0,-1,-1,0,-1,-2,0,-2,4,6,0,2,4,0,0,0,4,0,0,0,2,2,0,10,0,4
2011,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,-2,0,0,2,4,0,0,0,0,0,0,0,0,2,2,2,0,0,6,0
2012,0,0,0,1,0,0,1,0,1,-1,0,0,2,0,0,-1,-1,0,0,0,0,2,0,4,2,0,4,2,0,4,0,0,2,0,2,6
2013,0,0,-3,0,0,4,0,0,-1,0,1,3,-3,0,0,1,1,-2,0,2,4,2,0,0,0,0,2,6,2,10,2,0,6,4,2,6
2014,0,1,-2,0,-2,0,0,1,-1,1,1,1,0,0,-1,0,1,3,0,2,0,0,4,0,0,4,0,2,0,2,0,0,2,0,2,6
2015,0,-2,0,0,-2,-1,-1,-2,0,-1,0,-1,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0
2016,-5,-2,-2,0,0,0,0,0,-3,1,0,0,-2,0,0,-4,0,-1,4,6,2,2,0,0,0,0,6,0,0,2,4,0,2,2,0,4
2017,-2,0,-4,0,-1,-3,0,0,0,-4,0,2,-1,0,-3,4,1,-1,4,2,6,0,0,8,0,0,0,10,2,2,4,2,4,4,2,4
2018,0,-4,0,2,0,0,0,0,0,2,-1,0,4,0,-2,-2,-1,-1,2,0,4,4,0,4,0,4,0,4,2,2,8,4,4,2,2,2
2020,0,2,0,0,-1,0,0,0,0,-1,0,0,0,2,2,0,3,0,0,0,0,0,0,4,0,0,0,4,0,2,2,2,2,0,0,0
2021,0,1,0,0,-1,-1,0,1,1,2,1,0,-1,0,-2,0,0,3,2,2,0,0,0,2,0,0,2,4,0,2,0,0,2,4,2,4
2022,0,5,0,0,-4,2,0,0,0,1,1,0,0,-3,1,3,0,1,0,2,0,0,0,2,0,0,0,2,0,4,4,10,2,6,2,0
2023,0,0,2,1,0,0,0,0,0,-2,1,0,-4,2,2,3,0,0,0,0,2,0,0,2,0,0,0,0,2,0,8,4,0,4,0,10
2024,0,1,0,0,0,-1,0,0,0,-1,-1,-2,-2,-1,2,-3,0,-5,0,4,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,0
2025,0,5,-7,0,0,0,0,0,-2,-6,0,0,2,0,0,0,-1,5,2,6,4,0,0,0,0,0,4,0,0,0,2,0,0,0,2,6
2026,0,-1,0,0,0,1,0,2,0,-1,1,-2,-1,0,0,-2,3,-1,0,4,2,0,12,2,0,0,0,4,2,2,2,2,2,6,4,6
2027,0,2,2,-2,-2,1,0,0,0,-1,0,-2,3,2,1,-2,-2,-3,10,8,0,4,2,4,0,0,6,4,0,4,0,2,0,4,2,2
2028,0,-1,0,0,0,-1,0,2,0,0,0,0,-1,-1,1,0,-2,-5,0,2,0,0,0,2,0,4,0,0,0,0,0,2,0,0,4,0
2029,0,-1,0,0,0,2,0,0,2,-1,1,2,2,3,1,-3,2,0,0,8,12,0,2,0,0,2,2,2,2,2,4,6,2,6,4,8
2030,0,1,0,0,-1,-1,0,0,0,4,0,-1,1,2,1,0,0,1,0,0,0,0,4,4,0,2,0,10,0,2,2,4,6,0,2,2
2031,0,-1,-3,0,2,0,0,2,0,0,-1,-1,0,0,3,0,3,0,0,2,0,0,4,0,0,4,0,0,2,0,0,2,6,0,6,0
2032,0,4,-2,0,-2,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,8,8,0,0,2,0,2,0,8,0,2,2,2,2,0,0,0
2033,0,-2,0,0,-2,-1,0,0,0,-2,0,0,0,-2,-1,0,1,0,2,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0,2,4
2034,0,-1,2,2,0,3,0,-2,-2,0,-1,-2,3,1,0,0,1,-1,0,2,4,4,0,4,0,2,0,2,0,2,4,4,0,2,4,0
2035,2,-1,-2,5,0,-7,0,0,-2,-1,0,0,-1,0,-1,2,0,1,0,0,2,10,0,6,0,0,0,2,0,0,2,0,2,2,0,8
2036,0,1,0,1,0,3,0,0,0,0,0,2,-1,0,-1,0,0,0,0,6,6,0,0,4,0,0,0,8,0,4,4,0,4,0,0,0
2037,0,1,-1,0,0,0,0,0,0,-6,0,0,1,0,-1,-1,0,-3,0,2,6,6,0,4,0,0,0,2,2,0,2,0,2,4,0,0
2038,2,-5,-2,2,0,2,0,0,0,-1,0,2,-4,0,1,5,0,0,2,4,4,4,0,4,0,0,0,0,0,4,6,0,4,10,0,0
2039,0,1,0,0,2,0,-2,0,1,0,-2,-1,0,0,-1,0,2,0,0,4,0,0,2,2,4,0,0,2,2,0,0,2,2,0,8,0
2040,-2,2,-2,0,0,0,0,0,3,0,0,-1,1,0,0,-1,2,-4,0,8,0,0,0,2,0,0,0,2,0,4,2,2,0,4,2,0
2041,0,-2,0,0,-5,-1,0,0,0,0,0,-2,1,-1,0,0,-2,0,0,2,0,0,8,0,0,0,0,2,2,2,2,0,0,0,0,0
2042,-1,-1,0,4,0,-1,0,1,1,0,0,1,1,2,1,0,1,1,0,10,2,8,0,2,0,2,0,4,0,0,2,4,2,4,2,2
2043,0,-3,-1,0,0,-1,0,-1,0,0,-1,1,-2,1,0,0,0,0,6,2,4,0,4,0,0,2,2,2,2,4,2,2,0,6,4,0
2044,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
2045,-1,-1,2,-1,-2,-4,0,0,-2,0,-1,2,-1,-2,0,1,-1,0,2,6,6,2,0,2,0,0,0,0,0,6,2,4,2,2,0,2
2046,5,0,-5,-3,0,-1,0,0,-2,-1,1,0,3,0,-1,4,0,0,6,2,6,6,0,0,0,0,4,2,0,0,4,0,0,8,0,0
2047,0,0,1,0,3,-1,0,0,0,2,0,0,0,-1,1,0,3,0,0,0,2,0,6,2,0,2,0,6,0,2,0,2,2,0,2,0
2048,0,1,0,0,-4,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0
2049,-2,0,3,-4,0,1,0,0,0,1,0,0,1,0,-1,0,0,0,4,2,4,6,0,0,0,0,0,10,2,0,0,2,0,2,0,0
2050,1,1,-1,-2,1,-2,-2,0,1,1,2,2,0,1,1,3,2,0,2,2,4,8,4,4,2,0,2,0,0,2,2,2,0,4,0,0
2051,2,-2,2,0,0,-1,0,0,0,-5,0,2,1,0,-1,-2,0,0,2,6,2,6,0,4,0,0,0,0,0,4,0,0,0,0,0,2
2052,0,1,-2,0,0,-3,0,0,0,0,-1,0,-3,-1,-1,0,-1,-2,0,6,4,2,2,6,0,0,0,6,2,0,0,0,2,2,4,4
2053,0,1,0,0,4,0,0,1,0,0,0,1,-1,1,0,0,3,2,0,4,6,0,12,0,0,2,0,2,0,2,2,0,0,0,4,4
2054,2,0,1,0,2,3,0,0,0,-1,1,-1,-2,3,1,-1,1,-5,2,4,2,4,4,2,0,0,0,2,2,2,2,6,2,0,2,0
2055,0,-1,0,0,0,0,0,1,0,0,-1,-2,0,2,1,0,2,0,0,2,2,0,6,0,0,4,0,2,0,0,0,0,2,0,4,0
2056,0,1,2,0,0,-1,0,0,0,-1,1,1,-2,0,1,1,1,-2,0,2,2,0,0,2,0,0,0,8,2,2,2,2,2,8,6,4
2057,-3,-2,1,-2,0,3,0,-2,0,1,0,0,-1,-2,0,0,0,0,6,4,6,2,0,8,0,0,0,2,2,0,4,0,2,2,0,0
2058,2,2,-4,-2,-1,0,0,1,-1,-2,1,-1,4,2,-1,-2,0,-3,4,2,8,2,4,2,0,2,0,2,2,2,10,2,2,6,0,4
2059,1,-2,1,0,1,2,0,0,0,1,0,4,1,-1,0,-2,0,0,2,2,2,0,2,2,0,0,0,2,2,6,2,2,2,0,0,4
2060,-5,0,-4,0,0,2,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,2,4,0,6
2061,0,0,-3,0,4,0,0,0,0,-1,1,1,0,0,1,0,-1,0,0,0,0,0,10,0,0,0,0,0,0,2,0,4,2,0,2,0
2062,0,-2,1,1,0,0,0,0,0,-2,0,-3,0,0,0,0,-2,-1,4,0,2,0,8,4,0,0,0,2,2,2,2,6,2,6,8,0
2063,1,-3,0,3,-1,-1,0,0,0,-1,1,1,0,-1,-1,1,2,0,2,2,4,6,0,2,0,0,0,2,0,2,0,0,4,2,4,8
2064,4,0,0,-1,1,-2,0,0,-1,0,0,-2,0,0,-2,-1,0,-6,2,4,0,8,2,4,0,0,10,8,2,2,0,0,2,2,0,4
2065,0,0,0,0,-4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
2066,0,0,0,0,3,1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,2,0,2,0,2,0,0,0,0,2,0
2067,0,1,0,0,0,-1,0,0,0,0,0,0,0,2,-1,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
2068,-2,1,3,1,0,0,0,0,1,-2,0,0,-2,-1,-2,3,2,1,2,0,4,2,0,2,0,0,0,2,0,0,0,4,2,6,0,2
2069,0,-2,0,0,2,-2,-2,0,-1,0,-1,-2,0,-2,1,0,0,0,0,2,0,0,4,2,0,0,2,2,4,6,0,4,0,0,8,0
2070,-6,-3,-1,-2,0,0,0,0,0,1,0,0,-1,0,1,2,0,-4,2,6,4,4,0,0,0,0,2,6,0,2,0,0,2,6,2,2
2071,0,0,1,0,0,2,0,0,2,1,1,0,-1,0,-1,1,0,0,2,4,0,2,0,0,0,0,4,2,0,0,2,0,2,4,0,0
2072,0,-1,0,0,4,2,0,0,1,1,1,1,0,0,-1,0,-1,0,0,2,2,0,0,6,0,4,2,0,0,2,0,2,2,0,4,2
2073,0,1,-4,0,0,0,0,3,-1,0,0,-2,0,0,0,0,-4,0,4,2,0,0,4,2,0,6,0,2,0,4,2,0,2,2,8,6
2074,0,0,-1,-2,2,0,0,0,0,0,-1,1,-4,0,1,-2,2,2,2,2,4,0,4,0,0,0,4,2,0,2,0,2,2,4,2,4
2075,0,-1,0,0,1,-1,0,1,0,0,0,0,0,-1,1,0,-5,0,0,4,0,0,10,2,0,0,0,2,0,0,0,0,2,0,6,0
