CUSTNO,Monetary_가전/레저취미/멀티샵_중가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_중가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_중가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_중가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_중가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_중가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_중가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_중가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_중가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_중가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_중가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_중가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_중가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_중가_q8_q7_로그변환
2721,0,0,0,4,1,0,0,0.0,0.0,0.0,10.477180914573491,-10.477180914573491,0.0,0.0
2722,2,2,4,2,2,1,0,-10.187500244986552,-11.480617734750416,12.13600956081967,-11.928342376313838,-10.377842636901496,-11.265046824039826,0.0
2723,4,3,2,1,4,2,4,11.08136469304541,10.33092296065863,-9.642697339942135,-11.292366210520603,11.21098031460509,-10.094878430414552,11.718688771531475
2724,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2725,1,3,3,3,3,3,1,-13.581353972860793,10.817194706537657,11.593100119836139,12.212553426129356,11.48851794637652,13.436293505565216,-14.054700029995383
2726,4,4,3,2,2,1,4,11.843843693006063,13.354623586795988,13.182845266281719,-12.780986569983355,-12.52631018990211,-13.296350294798929,12.657388918261967
2727,1,0,0,0,0,0,0,-13.063396078659236,0.0,0.0,0.0,0.0,0.0,0.0
2728,4,1,0,0,4,1,4,10.734427542068408,-10.734427542068408,0.0,0.0,10.66918848864701,-10.66918848864701,12.015359936991553
2729,4,2,2,1,4,2,1,11.004047682928444,-10.441076788760766,-7.412552508545614,-10.09513365376874,11.93627763033891,-10.655670903865833,-11.610738454635916
2730,4,1,4,1,0,0,0,10.25810138498484,-10.25810138498484,12.648920780695228,-12.648920780695228,0.0,0.0,0.0
2731,2,1,4,1,0,0,4,-9.785108263176422,-12.159926070277688,13.522803840615103,-13.522803840615103,0.0,0.0,11.580423878649157
2732,1,0,0,4,3,1,0,-12.700813625199725,0.0,0.0,11.040180163138823,-7.272189903504055,-11.01682719834645,0.0
2733,1,0,4,4,1,4,1,-12.755643169554006,0.0,10.774792256959733,11.93072719928429,-12.204378698726545,12.392336137814763,-12.392336137814763
2734,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,1,0,4,1,4,1,1,-12.649673034443543,0.0,13.294585895578477,-13.294585895578477,13.658824088355008,-13.321751920382178,-12.407563463049673
2736,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2737,2,1,4,1,1,4,3,-9.664693062542039,-12.548768881548225,12.432215801873788,-12.472619236003547,-10.977799463091863,11.581926664426367,8.789107248681905
2738,4,2,2,3,2,1,0,11.902827265014542,-11.555773508977103,-10.672582315102359,11.150136229676153,-9.508335870303492,-11.372385499305278,0.0
2739,1,0,0,4,1,1,4,-11.152295759629466,0.0,0.0,13.333727189319413,-13.049738184155151,-11.93627763033891,10.93135828572423
2740,0,4,1,4,2,1,4,0.0,11.137915512100633,-11.137915512100633,12.692079971973461,-12.080616063120956,-11.909985812612689,14.563304848091537
2741,2,1,1,0,4,1,0,-13.244808996806624,-13.5134413594343,-12.25810971022495,0.0,10.968037855327147,-10.968037855327147,0.0
2742,0,4,4,2,1,0,0,0.0,11.736580334986023,13.81333040770465,-13.159337184812834,-13.31141761055026,0.0,0.0
2743,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744,4,3,2,3,4,1,4,11.262691140566812,10.63263556204787,-11.274909529097126,10.141751323955322,12.212506370695857,-12.49567359085205,12.171608378237293
2745,4,1,0,0,4,1,0,11.36904291634302,-11.36904291634302,0.0,0.0,10.537264224500774,-10.537264224500774,0.0
2746,0,0,0,4,1,4,1,0.0,0.0,0.0,11.733319321703117,-11.733319321703117,11.52257117534827,-11.52257117534827
2747,0,4,1,0,0,0,0,0.0,12.539660284040739,-12.539660284040739,0.0,0.0,0.0,0.0
2748,4,3,2,3,1,0,4,11.2431369982373,11.746805475853327,-11.830440174559088,10.95637259751588,-11.717086717223399,0.0,11.187007080166039
2749,2,1,4,2,4,2,4,-11.766606449725865,-11.813538564514987,12.692195403968789,-12.114972613058876,13.089168619465472,-12.955915220593376,15.426402559703899
2750,1,0,4,1,0,4,1,-11.516513531011267,0.0,11.031923007944151,-11.031923007944151,0.0,12.352946264899126,-12.352946264899126
2751,4,2,1,3,1,4,1,12.785288172361987,-12.093625047388098,-11.917350571071205,10.943415815907223,-11.34965262501044,11.468749982263805,-11.468749982263805
2752,4,1,0,0,0,0,0,11.01999672113618,-11.01999672113618,0.0,0.0,0.0,0.0,0.0
2753,2,1,4,3,4,3,1,-13.045563962068542,-13.882001318386557,11.694454506309434,10.588274922190505,13.02192926476186,11.992080115276156,-13.558373430912457
2754,1,3,3,3,2,3,3,-12.639625481567833,11.119628729947157,11.38548794779975,12.000937633174404,-12.384730197780174,12.996878801907629,12.747574322076053
2755,4,1,0,0,0,0,0,11.107797548463388,-11.107797548463388,0.0,0.0,0.0,0.0,0.0
2756,4,1,4,3,3,1,4,11.195169924114207,-11.195169924114207,11.871128170078418,11.17646514860091,11.065328273452593,-12.536883146681866,10.280787117145591
2757,4,2,1,4,2,3,1,12.516822423309817,-11.95737609298344,-12.042067175853335,11.973268279966307,-10.398713283878765,11.770591789941601,-12.449156228812997
2758,1,1,4,3,2,1,4,-13.338595213598296,-10.274907918764162,10.973917154792886,11.851348998155546,-11.08565625902926,-11.800937231523738,12.50086542563257
2759,1,1,4,1,4,2,3,-12.494641000384538,-11.562277361444384,11.789210953713587,-11.789210953713587,12.782169323069906,-10.834802729104974,11.295481209807617
2760,1,4,1,0,4,1,4,-13.517984913511926,10.9572648933149,-10.9572648933149,0.0,12.374121826019131,-12.374121826019131,12.215815606786675
2761,1,2,4,1,1,4,1,-13.606432269771032,-11.751920360772814,14.68618856818499,-14.71457154905732,-11.2459503970763,12.912638821932056,-12.912638821932056
2762,4,4,1,4,1,4,1,11.107797548463388,13.026330708393788,-13.163323574592276,11.54760381305522,-11.293933124262548,11.944769430811885,-12.085064548789111
2763,4,1,4,2,2,1,0,13.077248396840504,-13.199827372888226,13.036960252330124,-12.419270869639714,-11.316675821005783,-11.770403548792636,0.0
2764,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,0,0,0,4,2,1,0,0.0,0.0,0.0,9.907115474517441,-7.443831382486515,-9.818169482630289,0.0
2766,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,2,2,3,3,2,3,2,-11.115157514843279,-10.784183809277485,13.433598692983887,14.610116191322996,-14.634534076971256,13.529539472040819,-12.397307165276096
2768,2,4,2,1,4,2,3,-9.379770702166859,11.80729935856939,-11.367239136057696,-11.1970572774893,12.653187431352682,-12.08022394317706,12.365833113391554
2769,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,13.351864648194985,-13.351864648194985,12.468554243053852
2770,2,1,0,0,4,1,0,-12.646272367710246,-12.152815869458054,0.0,0.0,11.12503909857405,-11.12503909857405,0.0
2771,4,1,0,4,1,0,0,12.299244821522638,-12.39113310055427,0.0,9.958406277955262,-9.958406277955262,0.0,0.0
2772,4,4,1,4,1,0,0,11.255715616733225,12.601841861915084,-12.833146481443055,8.754543899774367,-8.754543899774367,0.0,0.0
2774,2,1,4,2,3,1,4,8.864263226875497,-12.424089582275828,12.393623406487366,-9.474824651950989,10.28651439364509,-12.55342153206627,11.647140790169944
2775,3,3,2,3,1,3,3,9.688579828880146,11.563011340183614,-11.6565051626497,10.001635119270611,-11.131646321544961,9.853257338524624,9.377965115925289
2776,1,3,3,4,4,1,4,-15.05634313581433,11.354981052711617,11.484216928633002,13.6346870803831,14.795556663057665,-15.124904216782245,13.40757285686991
2777,0,0,0,4,4,1,0,0.0,0.0,0.0,12.52331194698203,13.754896467408184,-14.010955308540233,0.0
2778,1,4,1,4,3,1,4,-13.027759279368736,11.433570808653354,-11.74561173145673,11.28079384619373,10.88770281306759,-11.796579958895077,13.60208619631567
2779,3,1,4,1,2,3,3,12.609533526748978,-12.994305357002503,14.730457984927304,-14.43478078420882,-11.148778859701949,12.712989183239214,14.182430822908975
2780,4,1,0,4,1,0,0,11.826336369890349,-11.826336369890349,0.0,10.854466291609176,-10.854466291609176,0.0,0.0
2781,4,3,1,0,0,4,1,10.934136898277,11.594172484918172,-12.010790976922086,0.0,0.0,14.240662461919031,-14.066389071574585
2782,1,0,4,1,4,1,4,-10.723848804742131,0.0,13.695972946240568,-13.67187403801861,12.147395865365768,-12.253578170388575,11.858592481551382
2783,4,1,0,4,1,0,4,11.107797548463388,-11.107797548463388,0.0,9.102804197988025,-9.102804197988025,0.0,13.068847849751123
2784,0,0,0,4,1,4,1,0.0,0.0,0.0,12.459798779999508,-12.459798779999508,12.497696238445076,-12.497696238445076
2785,0,0,4,2,1,3,2,0.0,0.0,12.433810171723659,-10.516298831572605,-12.075850547756787,10.077815830279544,-8.789898228153824
2786,4,2,3,2,3,1,1,13.796504173802088,-13.47430902857111,12.112176943404549,-12.407990449644316,11.386810657569464,-12.322911697058071,-11.424619637875455
2787,1,0,4,1,4,3,1,-13.056649946454083,0.0,10.098472417434412,-10.098472417434412,10.092593259485733,8.769516849863724,-10.32867148583158
2788,0,0,0,4,1,0,0,0.0,0.0,0.0,11.046936837561786,-11.046936837561786,0.0,0.0
2789,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,2,3,1,4,1,0,4,7.976433088507263,10.186856578938356,-11.427261985944115,11.230937802234507,-11.230937802234507,0.0,8.30691863882855
2791,2,3,2,4,1,4,4,-12.550986016767936,12.631115598590128,-12.929928450488658,14.24346218094801,-14.476800052393855,14.203133675024224,15.55833751263312
2792,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.021802325019353,-10.879786325415981
2793,4,1,0,0,4,1,1,10.680361530907392,-10.680361530907392,0.0,0.0,11.900847429534062,-11.612053646995427,-10.517907850544352
2794,1,4,1,0,0,4,1,-12.417951835855503,12.21033281943236,-12.21033281943236,0.0,0.0,12.696546423620633,-12.384722825599995
2795,1,4,1,0,0,0,0,-12.622460559432007,13.013792150255888,-13.013792150255888,0.0,0.0,0.0,0.0
2796,1,4,1,1,4,4,1,-11.435075958369696,12.517498792501089,-12.214933061228795,-11.174584733330255,13.95117497551593,16.15680279006419,-16.214744656099498
2797,3,1,3,2,3,2,3,13.301262609243336,-13.551407291665662,12.872484822696922,-12.190701718910676,13.326344496781722,-13.178561939818085,11.292630190683541
2798,4,1,0,0,0,4,3,11.579605492887573,-11.579605492887573,0.0,0.0,0.0,11.44651959475348,12.0371763689977
2799,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.388593098785329
2800,4,1,3,2,2,2,3,14.247656145589286,-14.165707942285774,13.42483219710324,-12.291288510627446,-13.130429544140123,-11.642177151822509,10.88298373350402
2801,4,2,2,1,4,3,3,12.657504414724873,-11.665731269393943,-10.408500819640576,-12.010445951994832,11.87089531354081,10.700159264211228,12.7506762228447
2802,2,2,3,2,4,1,4,-12.293602905721087,-11.021082132410397,11.730659843517609,-11.571440174237708,12.40918055255897,-12.685418760917496,11.952128146713047
2803,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2804,2,4,1,3,3,2,3,-11.067254971302074,12.986079587633606,-12.847744955604064,10.952782537062575,12.451928994449787,-12.441807014995735,12.812856453069555
2805,4,1,0,4,3,3,1,12.078237717387456,-12.078237717387456,0.0,11.451273680885356,11.39515652849297,9.967543643106723,-12.227012903505823
2806,4,1,4,1,4,1,4,11.20310636509015,-11.20310636509015,12.971056177335011,-12.971056177335011,11.515188141494795,-11.515188141494795,12.496330287391858
2807,4,1,4,1,4,1,0,11.693965958466276,-11.693965958466276,12.553540680440403,-12.553540680440403,10.951231029284378,-10.951231029284378,0.0
2808,3,3,2,3,2,2,3,11.261013730965795,13.10466631875026,-11.204727868466133,12.115361358360257,-12.714935763004778,-13.599199963603175,13.396777071906449
2809,1,4,1,1,4,1,4,-13.77727314481624,15.105696182506009,-15.067808629553003,-11.962015583193788,13.413579439953445,-13.373400326114002,13.319786863471755
2810,1,4,4,1,4,1,2,-13.011654566951618,11.228135711291138,12.21773522386996,-12.53380108126016,13.463978518251704,-13.337543772354923,-9.6203512013841
2811,1,0,0,4,2,1,4,-11.393454743086759,0.0,0.0,11.4602221917093,-10.883820393130062,-10.634900226228297,12.072286507734926
2812,2,3,1,1,0,4,2,-12.639612899595791,10.903730117990007,-12.71422792716311,-10.791599026604972,0.0,11.936415205753956,-11.521665736189918
2813,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.309583586652275,-12.309583586652275,0.0
2814,1,0,4,3,2,3,1,-11.861219524402712,0.0,11.661484766622895,12.479196445747396,-11.972690925688001,11.023301598508366,-12.548751223328003
2815,1,0,0,0,0,0,0,-12.845951700450211,0.0,0.0,0.0,0.0,0.0,0.0
2816,1,4,1,0,4,3,2,-13.3876180276579,11.759869863956606,-11.92127624441659,0.0,11.764784547784734,12.292801248051383,-12.413978834849747
2817,3,3,1,0,0,0,0,9.637411534127516,10.777656196853973,-11.736580334986023,0.0,0.0,0.0,0.0
2818,1,4,1,0,4,4,1,-14.32506474473666,14.084095967111743,-14.13381944000863,0.0,10.744898615040054,14.881958896645127,-14.89780211232055
2819,1,4,3,1,4,2,1,-12.88614032896345,12.579827562816861,12.45582871490744,-13.391426123210334,12.979921428729732,-12.235293878347713,-12.250356272305254
2820,2,3,1,0,4,1,0,-12.669391404027747,12.440903028171599,-13.51447612486697,0.0,13.915438512543615,-13.915438512543615,0.0
2821,2,3,1,4,1,4,2,-11.29491255254061,13.615836183417608,-14.011144638936823,12.359888276740028,-12.359888276740028,11.74470214236462,-9.686845180622477
2822,1,4,1,2,4,3,1,-12.862526622200077,13.618284916596183,-13.411992267259093,-10.845617035216756,13.068780307046284,11.783004532298714,-13.468292444024353
2823,4,1,4,1,0,0,0,10.908288912662261,-10.908288912662261,9.737042108239795,-9.737042108239795,0.0,0.0,0.0
2824,1,4,1,0,0,0,0,-12.031536830882331,12.820468600294248,-12.820468600294248,0.0,0.0,0.0,0.0
2825,1,0,0,0,4,1,0,-11.332086509938218,0.0,0.0,0.0,13.773551397194419,-13.773551397194419,0.0
2826,3,2,1,4,1,3,3,12.944542736786042,-13.27251657505566,-12.707090511095082,14.101566422247485,-13.89020094217522,11.962838654153952,13.024893924405974
2827,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.934792433620046,-10.934792433620046
2828,4,1,4,2,2,3,1,14.572431377629098,-14.496297116430739,13.483625984510539,-12.513585489323273,-12.789064678213753,12.536929938054309,-13.086302982481072
2829,1,0,4,1,1,0,4,-13.753849201506302,0.0,12.387597516890562,-12.351719989919978,-9.042186535717004,0.0,10.58907938059734
2830,2,2,3,2,3,3,3,-11.82449594733421,-11.987699759552742,11.626546833663246,-10.79595081882714,12.323026181810732,13.087499495023009,12.515322169504657
2831,0,4,1,4,1,0,0,0.0,12.734084230140915,-12.734084230140915,10.329955146247658,-10.329955146247658,0.0,0.0
2832,1,4,2,2,3,2,1,-11.682026449527468,13.047878347973715,-12.599216123185714,-10.871181724602227,11.762980463406981,-11.622199957071215,-11.790647135418817
2833,4,2,2,1,4,3,1,12.486807931347068,-11.024420731499982,-11.81008907697066,-11.139899670384008,11.614871069543774,10.620766301683027,-11.929715057201474
2834,2,1,3,1,4,2,1,-12.775740206507406,-13.570899204075616,11.913357852571213,-12.354976736993123,11.870219414220253,-11.24371640133225,-11.105682494165398
2835,0,0,0,4,4,2,1,0.0,0.0,0.0,10.329955146247658,11.433882976089983,-10.600887109605337,-11.044717081625802
2836,2,3,1,2,4,1,4,-12.557043192422036,12.499402769144599,-12.831482152310633,-10.874563616071248,11.777048677016246,-12.061123498933446,12.947211517686883
2837,0,0,4,1,4,3,3,0.0,0.0,10.383641151362326,-10.383641151362326,11.729613004993585,10.28963413928574,11.408791417415381
2838,2,2,1,4,3,1,0,-10.208610527007751,-11.504455906244793,-11.832723462580196,10.913888597571596,10.328845285361126,-11.356690291904068,0.0
2839,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,3,1,4,1,4,1,0,11.495230538939285,-12.11012351517117,11.292366210520603,-11.292366210520603,9.818169482630289,-9.818169482630289,0.0
2841,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842,4,2,1,0,0,0,0,11.75421051376737,-11.27522681444772,-10.788191774224835,0.0,0.0,0.0,0.0
2843,4,2,2,4,1,1,0,12.807858563082492,-12.147312053687978,-11.969514665608248,12.51509607392324,-12.67488719043122,-10.274907918764162,0.0
2844,3,2,1,0,4,2,3,10.757891592029864,-10.756439778748172,-10.814166731350696,0.0,11.681795525017636,-10.987257472010294,11.249318918489738
2845,1,4,1,0,4,1,0,-12.550253339303847,11.110269589400257,-11.110269589400257,0.0,11.998538640213757,-11.998538640213757,0.0
2846,4,3,1,1,0,4,2,12.266535275838555,8.17751734310081,-12.205178998500374,-9.69302788029246,0.0,11.333410149125864,-10.412004668847032
2847,4,2,1,0,4,1,4,11.974767547067302,-11.129980040468435,-11.413275897411568,0.0,11.311031361414328,-11.311031361414328,10.458462713001888
2848,4,4,1,4,1,4,1,10.916745468525797,11.91946918533345,-12.231994209526151,11.557756086951956,-11.557756086951956,12.987004894818082,-12.987004894818082
2849,4,4,1,0,4,4,1,11.59646067550236,13.465449268967124,-13.608924485291343,0.0,11.724150686704018,12.852073470824726,-13.067908993030064
2850,4,2,1,0,4,1,4,12.158913417268408,-11.742207516323926,-11.082425985570284,0.0,11.733496473811396,-11.733496473811396,9.993116473138981
2851,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.032164943585753,-11.032164943585753
2852,3,3,2,4,1,2,2,11.606735601813952,9.374400450142781,-11.139975072656076,13.083583755517907,-13.099796062377262,-10.181353182189625,-9.774790441756858
2853,0,0,4,1,4,1,0,0.0,0.0,10.503923811330006,-10.503923811330006,10.560078303863568,-10.560078303863568,0.0
2854,0,4,2,1,0,0,0,0.0,11.277732009132329,-10.349526637373923,-10.774792256959733,0.0,0.0,0.0
2855,4,1,2,2,2,2,1,15.10890778174012,-14.808715429295857,-13.070754312459082,-12.411129451723,-11.092355051280347,-11.560498324382795,-11.133453773890338
2856,1,4,1,4,3,2,1,-14.399450723159628,12.992826466880302,-12.992826466880302,12.153085667943008,10.963813319166148,-11.905729221975012,-11.277935620930503
2857,4,1,0,0,0,0,4,12.654422758013327,-12.654422758013327,0.0,0.0,0.0,0.0,9.916159089077722
2858,0,0,0,4,1,0,4,0.0,0.0,0.0,11.040180163138823,-11.040180163138823,0.0,10.9167597493677
2859,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.521226648989026,-12.521226648989026
2860,4,1,4,3,2,3,4,12.782576681561574,-12.782576681561574,13.38471803380741,12.332721926645016,-11.87714573440272,12.582107275489664,14.751316998979588
2861,2,1,0,0,4,2,1,-5.408611070957938,-11.290599575199515,0.0,0.0,10.04340510192894,-9.467479661382654,-9.217547018799875
2862,4,3,1,0,4,3,1,10.32369644066098,10.52543471215532,-11.122776672834977,0.0,10.951231029284378,10.89469796568275,-11.616502107236661
2863,1,1,4,4,2,3,2,-13.319757086300164,-12.192732048908404,10.383641151362326,11.282797194689508,-9.328403373610747,12.520552711506378,-12.30483824667075
2864,2,2,3,3,2,4,4,-10.805073823063937,-8.54544767268981,8.836966698375248,11.833169078698436,-11.72783422731508,13.498935655607323,14.56469471487425
2865,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,0,0,4,1,0,0,0,0.0,0.0,12.33059831751767,-12.33059831751767,0.0,0.0,0.0
2867,1,4,1,1,4,2,1,-11.113180085317394,12.953353292824039,-12.693333850734923,-11.440538114707124,12.107509474159546,-11.359974016608394,-11.752758517062965
2868,3,4,1,4,3,3,1,11.945544252813697,14.067383787510451,-14.400624696140179,12.307832143868323,11.316358373052696,13.30750925349174,-13.470380554168562
2869,0,4,1,0,0,0,0,0.0,10.814166731350696,-10.814166731350696,0.0,0.0,0.0,0.0
2870,4,1,4,1,4,4,1,12.169996596374956,-12.072915276532528,11.459161324787148,-11.631716705671996,9.869460054355608,11.352861445232431,-11.557313785606496
2871,1,3,1,4,4,3,3,-12.15201988991751,10.931380241101786,-11.799779550117757,8.572253891067993,13.230748350384548,11.579587281173747,14.272481014655375
2872,0,0,0,4,1,0,4,0.0,0.0,0.0,13.227549387788986,-13.227549387788986,0.0,11.484735921311529
2873,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,1,0,4,1,4,1,4,-11.451273680885356,0.0,11.761101750158181,-11.761101750158181,12.469134490060465,-12.469134490060465,9.33637938411708
2875,4,1,3,1,3,4,1,13.946861893826613,-13.69242380828725,10.74537793297942,-12.584619890583152,9.729040343945448,12.352877592237515,-12.247761485982759
2876,2,1,0,4,1,0,4,-9.846196991525963,-12.310324049842967,0.0,14.73874254950938,-14.73874254950938,0.0,15.247281659742965
2877,1,0,4,1,0,0,0,-11.966579334169017,0.0,11.388593098785329,-11.388593098785329,0.0,0.0,0.0
2878,0,4,2,3,3,1,0,0.0,12.416383198985704,-12.02338844717642,10.93437761574185,-8.953302255521125,-11.76403295645019,0.0
2879,2,1,4,1,2,2,4,-13.968805802306331,-14.074467268770228,15.41174044911038,-15.254711922311664,-13.3289172725223,-11.841345681948294,14.49748358885475
2880,3,2,4,1,1,0,0,10.432631324442474,-8.985061866254595,13.384397760771718,-13.35315541658786,-11.381478687811148,0.0,0.0
2881,4,1,0,4,1,0,0,11.923985592835553,-11.991676056816553,0.0,10.854466291609176,-10.854466291609176,0.0,0.0
2882,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.147260622442134
2883,0,4,2,1,0,0,0,0.0,12.381697783997666,-11.668851448373276,-11.707877415442365,0.0,0.0,0.0
2884,3,1,0,0,0,0,0,10.638622766893404,-11.164149663373472,0.0,0.0,0.0,0.0,0.0
2885,0,0,4,1,0,4,1,0.0,0.0,12.332027904020723,-12.332027904020723,0.0,12.594303932992652,-12.594303932992652
2886,1,4,3,1,0,0,0,-13.246762602304297,11.890991959593293,9.579696228196987,-11.985507157192119,0.0,0.0,0.0
2887,1,1,4,3,3,1,4,-14.509025795862131,-12.602510004285545,11.7767745560441,11.211819176822846,11.932216562309726,-12.90796307134187,12.03477790649175
2888,1,0,4,1,0,0,0,-11.20396704789828,0.0,11.99655692487422,-11.99655692487422,0.0,0.0,0.0
2889,3,1,4,1,0,4,1,10.864022997225,-11.582404439268364,14.136494234762134,-14.136494234762134,0.0,12.151175212890216,-12.015242853816131
2890,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,4,1,4,1,4,1,1,13.753855623618465,-13.753855623618465,12.380137357531508,-12.220473739984415,14.850514525177783,-14.828770186781474,-11.468749982263805
2892,1,1,4,1,4,1,4,-14.043687846549103,-12.924590491936259,13.41630892224106,-13.41630892224106,12.854082263992112,-12.74869005629822,11.66825436670443
2893,1,4,1,4,3,2,1,-12.388021292518395,11.97248445761264,-11.97248445761264,13.07631094927049,11.234899943596327,-12.732955457228341,-12.155778385401963
2894,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,1,0,4,1,4,4,1,-13.039468016713345,0.0,11.29034399037817,-11.29034399037817,10.995166061193148,13.488228896413585,-13.567645280271678
2897,1,4,3,1,1,4,1,-11.731622982074681,12.258049197970937,10.812486859049315,-12.449112700638903,-8.572253891067993,13.23040553972691,-12.989775714025107
2898,4,1,4,3,2,2,2,11.666163912391886,-11.666163912391886,13.607786489728676,12.436362449649565,-12.845794971341476,-11.500134745121343,-11.965345036972874
2899,0,4,1,1,4,4,3,0.0,12.441982373215117,-12.110418968558012,-11.176854850059389,11.75040681146782,12.870650737887152,12.435007458720058
2901,0,0,4,1,0,0,0,0.0,0.0,12.090867049458966,-12.090867049458966,0.0,0.0,0.0
2902,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.098472417434412
2903,0,0,4,3,1,0,0,0.0,0.0,12.183279980486377,12.293153944094245,-12.932870003110956,0.0,0.0
2904,3,2,4,3,2,1,4,8.902723513895152,-10.175093457184214,12.253237324313394,12.891013431033056,-12.429732246545312,-12.636595896033063,12.51579884077086
2905,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,2,3,3,3,2,3,3,-13.214536490764683,12.4057580640329,11.722381651746755,8.840981138301148,-12.714590588205962,11.437997174783064,9.123066706515862
2907,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908,0,4,1,4,2,4,2,0.0,11.881513280894456,-11.881513280894456,12.106632204119794,-11.368426376003107,13.019673677737961,-11.691686578901047
2909,0,0,4,1,4,1,0,0.0,0.0,11.001315665654959,-11.001315665654959,11.048079236527062,-11.048079236527062,0.0
2910,1,3,3,1,4,2,4,-12.831452854203983,10.503294157373473,12.112918360025084,-12.898151166536692,11.414851935322625,-9.126438393351355,13.22956773846675
2911,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2912,4,1,4,3,3,2,1,14.436664097327105,-14.555414829346661,12.812848833983283,12.348049394743796,14.063158590380572,-14.001548748439314,-13.482142497860854
2913,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2914,4,1,4,2,1,4,1,9.818169482630289,-9.818169482630289,10.360827187467079,-9.352327419142032,-9.907115474517441,10.888273266892918,-10.888273266892918
2916,4,1,0,4,3,1,0,10.934136898277,-10.934136898277,0.0,11.462446863306594,11.615373671099036,-12.234973072097931,0.0
2917,0,0,0,4,1,1,0,0.0,0.0,0.0,12.877212733580325,-12.556773114671575,-11.583215571400158,0.0
2918,1,1,4,2,4,2,2,-12.404497137760885,-11.627275159416795,12.718187419874189,-12.286965824399665,12.924860740755493,-12.278219741685437,-10.89319426949665
2919,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,7.151369070079044,-7.151369070079044
2920,1,3,4,3,1,4,3,-12.641702020333248,7.197178323535291,12.700082651706897,12.278205049052252,-13.250282513318307,9.627189286811596,9.706655709665684
2921,1,0,4,1,4,1,4,-10.62621259298375,0.0,11.336817431015724,-11.336817431015724,10.557568957410956,-10.557568957410956,10.60928158412275
2922,3,2,1,0,4,2,1,10.57986398902967,-10.333597967787497,-11.64594904693592,0.0,11.41698183811143,-10.339595115410473,-11.00074926351307
2924,3,2,3,2,3,1,4,11.972776649071815,-12.659249181928905,10.519702956685679,-10.944699459658793,11.999800763339163,-12.480906095503327,11.762209230381185
2925,4,1,0,0,4,1,4,10.274907918764162,-10.274907918764162,0.0,0.0,10.951231029284378,-10.951231029284378,11.311376052971493
2926,1,3,1,4,1,4,1,-12.545755657996379,10.621182044759381,-11.860122240472146,13.335948080123254,-13.335948080123254,13.696223074543994,-13.696223074543994
