CUSTNO,Monetary_교육문화/아동_고가_증감여부_q2_q1,Monetary_교육문화/아동_고가_증감여부_q3_q2,Monetary_교육문화/아동_고가_증감여부_q4_q3,Monetary_교육문화/아동_고가_증감여부_q5_q4,Monetary_교육문화/아동_고가_증감여부_q6_q5,Monetary_교육문화/아동_고가_증감여부_q7_q6,Monetary_교육문화/아동_고가_증감여부_q8_q7,Monetary_교육문화/아동_고가_q2_q1_로그변환,Monetary_교육문화/아동_고가_q3_q2_로그변환,Monetary_교육문화/아동_고가_q4_q3_로그변환,Monetary_교육문화/아동_고가_q5_q4_로그변환,Monetary_교육문화/아동_고가_q6_q5_로그변환,Monetary_교육문화/아동_고가_q7_q6_로그변환,Monetary_교육문화/아동_고가_q8_q7_로그변환
5596,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5597,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5598,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5600,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5601,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5602,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.836886604786395,-11.836886604786395
5603,0,0,4,1,0,0,0,0.0,0.0,9.379029300826913,-9.379029300826913,0.0,0.0,0.0
5604,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5605,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5606,0,4,2,1,4,4,2,0.0,11.131708853611544,-10.698235942067107,-10.086904939872362,11.480750799959946,13.490713490828442,-12.611666331858734
5607,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5608,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5609,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5611,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.442030447491048,-10.442030447491048
5612,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5613,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5614,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5615,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5616,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5617,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5618,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5620,1,0,4,2,1,4,2,-11.492125058004797,0.0,10.665179066730799,-9.244392556340493,-10.38876574638913,11.689834332616725,-11.257145452691367
5621,4,1,0,0,4,2,1,11.045974230008968,-11.045974230008968,0.0,0.0,10.075440018683482,-8.20620328848188,-9.907968558925017
5622,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.305982586957423
5623,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5624,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5625,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5627,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5628,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5629,2,2,4,1,4,1,1,-9.860549017797199,-9.604242408450986,13.060773460055266,-13.097298438297974,12.993690539056432,-12.762134743544188,-11.298838111668188
5630,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,4,1,0,4,1,0,0,9.482868113629001,-9.482868113629001,0.0,9.342578283558952,-9.342578283558952,0.0,0.0
5632,4,1,0,0,0,0,0,10.026171095985541,-10.026171095985541,0.0,0.0,0.0,0.0,0.0
5633,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634,4,1,4,1,0,4,1,11.164362464992282,-11.164362464992282,11.4985039606675,-11.4985039606675,0.0,10.403362456793232,-10.403362456793232
5635,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5636,2,4,1,2,4,4,2,-12.094991120951928,12.468836323788555,-12.324779842913042,-10.927858882173014,11.884828810237833,13.309459584617011,-13.214015419085406
5637,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5638,0,4,1,4,1,1,0,0.0,10.37057364498063,-10.37057364498063,13.018535192643233,-12.98635207351744,-9.566243630931059,0.0
5639,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5640,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5641,0,0,0,0,4,2,1,0.0,0.0,0.0,0.0,10.960453480787304,-9.789622743938919,-10.589256689598514
5642,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,2,1,4,2,2,1,0,-11.385305358865983,-10.592956851769626,11.932387845228574,-10.279717064267654,-11.146353619618674,-10.890611164365172,0.0
5645,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5646,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,10.036220989567175,-10.036220989567175,10.38602077660561
5647,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5648,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5649,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5650,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5651,0,0,0,4,1,0,0,0.0,0.0,0.0,10.05087116159637,-10.05087116159637,0.0,0.0
5652,0,0,0,4,1,0,0,0.0,0.0,0.0,11.065637270079039,-11.065637270079039,0.0,0.0
5653,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5654,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5655,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5656,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5657,4,1,0,0,0,0,0,11.506363114674649,-11.506363114674649,0.0,0.0,0.0,0.0,0.0
5658,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5659,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5660,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5661,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5662,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5663,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5664,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5665,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5666,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5667,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.56982284965658,-11.56982284965658,0.0
5668,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5669,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.469993733165254
5670,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5671,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5672,1,0,0,4,1,4,1,-10.28698634953413,0.0,0.0,11.219004781015846,-11.219004781015846,10.045163298821869,-10.045163298821869
5673,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5674,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.25279452697984,-10.25279452697984
5675,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5676,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5677,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5679,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5680,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5681,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5682,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5683,0,4,1,0,0,0,0,0.0,12.044524613416815,-12.044524613416815,0.0,0.0,0.0,0.0
5684,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5685,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.382344124740795
5686,0,4,1,1,0,0,0,0.0,12.08467948764712,-11.82344874405227,-10.614579265052273,0.0,0.0,0.0
5687,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5688,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5690,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5691,0,4,1,0,0,0,4,0.0,10.624347140956537,-10.624347140956537,0.0,0.0,0.0,11.845334958254648
5692,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5693,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5695,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5696,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5697,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5699,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5700,2,1,4,3,1,4,2,-11.645419328415974,-10.521711964851503,10.785879158235504,9.966927537409596,-11.151128300927605,11.861370557084042,-11.519014260083258
5701,0,0,4,1,0,0,0,0.0,0.0,10.241468507054442,-10.241468507054442,0.0,0.0,0.0
5702,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5703,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5705,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5706,1,0,0,0,0,0,0,-9.617402154680828,0.0,0.0,0.0,0.0,0.0,0.0
5707,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5708,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5709,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5710,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5712,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5713,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5714,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,0,0,0,4,1,0,4,0.0,0.0,0.0,10.773701290815598,-10.773701290815598,0.0,11.771421865754148
5716,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5717,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5718,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.072134241912453
5719,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5720,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5721,0,4,1,4,3,1,4,0.0,9.919082484087394,-9.919082484087394,9.881538278103287,9.19999789424443,-10.290853364769752,10.593599995191871
5722,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5723,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5724,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5725,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5726,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5727,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5728,0,4,1,0,0,0,0,0.0,9.048903989876212,-9.048903989876212,0.0,0.0,0.0,0.0
5729,4,2,2,1,0,4,1,12.45654922449066,-12.054350712548677,-10.022097419287803,-11.04396856707156,0.0,11.56895351763062,-11.315567809445836
5730,4,1,0,0,0,0,0,11.045974230008968,-11.045974230008968,0.0,0.0,0.0,0.0,0.0
5731,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5732,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5733,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.595818012358896,-10.595818012358896,0.0
5734,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5735,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.896134693854636,-9.896134693854636
5736,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5737,0,0,4,1,4,4,1,0.0,0.0,10.138342764226541,-10.138342764226541,9.748553511983719,11.499624523424776,-11.659681550932577
5738,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5740,4,1,0,0,0,0,0,10.434982710351749,-10.434982710351749,0.0,0.0,0.0,0.0,0.0
5741,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5742,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5743,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5744,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5745,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5746,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5747,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5748,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5749,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5750,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.896134693854636,-9.896134693854636
5751,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5752,0,0,4,1,0,0,0,0.0,0.0,10.138342764226541,-10.138342764226541,0.0,0.0,0.0
5753,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5754,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5755,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5756,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5757,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5758,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5759,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5760,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5761,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5762,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5763,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5764,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5765,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5766,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5767,2,1,4,1,0,0,0,-10.788265641500512,-10.87560580544588,9.735678901295103,-9.735678901295103,0.0,0.0,0.0
5768,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5769,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5770,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5771,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.785252718966472,-10.785252718966472,0.0
5772,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5773,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5775,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5776,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5777,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5778,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5780,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5781,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5782,0,4,1,0,0,0,0,0.0,10.465880975571244,-10.465880975571244,0.0,0.0,0.0,0.0
5783,4,2,3,1,1,0,4,10.950483482569934,-9.193391875015369,10.971336094323084,-11.196025825776553,-10.38876574638913,0.0,9.189556879131226
5784,0,0,0,4,1,0,0,0.0,0.0,0.0,10.638080159527936,-10.638080159527936,0.0,0.0
5785,3,3,1,0,4,4,1,10.806962437384218,11.061527616291897,-12.110363996457695,0.0,10.932283100261312,12.333508178411613,-12.553679835307996
5786,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5787,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5788,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5789,0,4,2,1,0,0,0,0.0,10.055367028436303,5.97796965293452,-10.072134241912453,0.0,0.0,0.0
5790,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5791,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5792,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5793,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.110093430727044
5794,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5795,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5796,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5797,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5798,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5799,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5801,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5802,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5803,0,0,4,1,0,0,0,0.0,0.0,7.653313902859437,-7.653313902859437,0.0,0.0,0.0
5804,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5805,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5806,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5807,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5808,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5810,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5811,0,0,4,3,4,2,2,0.0,0.0,9.985126704948769,10.11727181531708,11.945042024345126,-11.34979520836839,-10.940015448738656
5812,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5813,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5814,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5815,0,0,4,1,0,0,0,0.0,0.0,8.349561930982361,-8.349561930982361,0.0,0.0,0.0
5816,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.554997060355863,-10.554997060355863,0.0
5817,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.960453480787304,-10.960453480787304,0.0
5818,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,9.896134693854636,10.261926716628892
5819,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5820,0,0,4,1,0,0,0,0.0,0.0,11.034918876854006,-11.034918876854006,0.0,0.0,0.0
5821,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5822,0,0,4,1,0,0,0,0.0,0.0,10.256430850120466,-10.256430850120466,0.0,0.0,0.0
5823,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5824,0,0,4,1,0,0,4,0.0,0.0,10.806081451760837,-10.806081451760837,0.0,0.0,12.372894014836614
5825,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5826,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5827,0,0,4,1,4,3,1,0.0,0.0,10.428796513660943,-10.428796513660943,10.595818012358896,9.882881801737357,-10.994713402627037
5828,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5829,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830,2,1,0,0,0,0,0,-11.002788797065755,-11.421231743253209,0.0,0.0,0.0,0.0,0.0
5831,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5832,0,0,4,4,4,3,2,0.0,0.0,8.955590228729085,10.210532316798346,11.762554572106511,11.145732302708991,-11.693828519127036
5833,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5834,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.376374735139601,-9.376374735139601
5835,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5836,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5837,0,4,1,0,0,0,0,0.0,10.065467692718283,-10.065467692718283,0.0,0.0,0.0,0.0
5838,3,1,0,0,0,0,0,-8.848154710648796,-10.72684320207664,0.0,0.0,0.0,0.0,0.0
5839,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5840,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5841,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5842,0,0,4,1,0,0,0,0.0,0.0,12.549034029126998,-12.549034029126998,0.0,0.0,0.0
5843,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5844,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5845,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5846,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5847,4,3,1,4,1,0,4,11.257020041465516,11.239576307207857,-11.941476875397752,11.66228257041121,-11.66228257041121,0.0,10.37750477551593
5848,4,2,1,4,3,1,0,11.644623381880667,-10.500146164416472,-11.261338136245023,11.545377850839156,11.125403511080101,-12.050419177361913,0.0
5849,0,0,0,4,1,0,0,0.0,0.0,0.0,9.342578283558952,-9.342578283558952,0.0,0.0
5850,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5851,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5852,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5853,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5854,1,4,1,0,4,3,1,-10.746506125385656,10.332834522431908,-10.332834522431908,0.0,10.336314230305993,10.428469199499888,-11.076584617086686
5855,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5856,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5857,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5858,4,2,2,1,4,1,2,10.72684320207664,-10.467769963903416,-8.15916974601985,-8.840093139105692,10.711691732137048,-10.48839815838924,-8.630525868040538
5859,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5860,4,1,0,0,0,0,0,10.62120661911049,-10.62120661911049,0.0,0.0,0.0,0.0,0.0
5861,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5862,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5863,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5864,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5865,0,0,0,4,1,4,1,0.0,0.0,0.0,10.574659903538405,-10.574659903538405,10.25279452697984,-10.25279452697984
5866,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,12.852979382144873,-8.78541909436528
5867,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5868,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5869,0,0,4,3,2,3,3,0.0,0.0,10.700723188969505,10.583123523832304,-8.869925266032052,10.022515559143333,10.566982034260793
5870,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5871,1,0,0,0,0,4,1,-10.522741208248377,0.0,0.0,0.0,0.0,10.982737413872226,-10.982737413872226
5872,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5873,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5874,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5875,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5876,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
