CUSTNO,Monetary_침구/주방_저가_증감여부_q2_q1,Monetary_침구/주방_저가_증감여부_q3_q2,Monetary_침구/주방_저가_증감여부_q4_q3,Monetary_침구/주방_저가_증감여부_q5_q4,Monetary_침구/주방_저가_증감여부_q6_q5,Monetary_침구/주방_저가_증감여부_q7_q6,Monetary_침구/주방_저가_증감여부_q8_q7,Monetary_침구/주방_저가_q2_q1_로그변환,Monetary_침구/주방_저가_q3_q2_로그변환,Monetary_침구/주방_저가_q4_q3_로그변환,Monetary_침구/주방_저가_q5_q4_로그변환,Monetary_침구/주방_저가_q6_q5_로그변환,Monetary_침구/주방_저가_q7_q6_로그변환,Monetary_침구/주방_저가_q8_q7_로그변환
3303,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,7.935021498836074,-7.935021498836074,0.0
3304,3,1,4,3,1,0,4,8.260540539015292,-8.91339264923087,9.158799080650143,9.165003715395834,-9.855000908071363,0.0,9.251880144626485
3305,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3306,1,0,0,0,0,0,4,-10.278242565458083,0.0,0.0,0.0,0.0,0.0,7.614668705189261
3307,3,1,0,0,0,4,1,8.403467107779452,-9.16378201016412,0.0,0.0,0.0,7.427424574734142,-7.427424574734142
3308,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3309,2,1,0,4,1,0,0,-9.166925363595777,-9.237285274749699,0.0,10.353535834177073,-10.353535834177073,0.0,0.0
3310,2,4,1,4,1,4,1,-6.31611621550454,9.086676658002144,-9.287434336812709,8.00385085105567,-8.00385085105567,7.490236251309737,-7.490236251309737
3311,2,3,3,1,0,0,0,-7.887974994463276,8.676470316344878,9.946258008246884,-10.382858792318212,0.0,0.0,0.0
3312,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3313,3,1,4,4,1,3,1,10.861638227871115,-11.797247510303917,10.315696730030366,12.415874405303494,-12.317692204343132,11.323884918579635,-11.53928738279079
3314,3,1,4,1,4,3,1,7.916546145317335,-9.303030457835012,8.748497404639869,-8.748497404639869,7.277298878260459,2.1170657959192236,-7.282335485133511
3315,4,1,0,0,0,0,0,9.207729392748506,-9.207729392748506,0.0,0.0,0.0,0.0,0.0
3316,3,2,1,3,1,3,2,10.016662209268183,-9.518386508431886,-10.39376545140617,9.197994352395163,-9.647011420351927,9.167072643133189,-8.308802307353302
3317,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3318,1,4,4,1,0,4,1,-10.414594202581966,6.812744317529279,8.353804182052126,-8.547657745531696,0.0,9.094138755754594,-9.094138755754594
3319,3,1,3,2,3,2,3,10.878143948358876,-11.05473612435537,10.45014316912642,-10.356047622674298,10.648491534546002,-10.811581040213014,9.676825162115978
3320,2,2,3,4,3,1,4,-11.581327899286581,-11.08159303110719,8.562243103420952,12.041607290399378,10.365704581073931,-12.448562640487149,11.398684345287638
3321,0,4,1,1,4,1,0,0.0,10.681617234017377,-10.581861289976423,-8.327367064474345,9.671426204358339,-9.671426204358339,0.0
3322,4,1,4,1,0,4,3,9.488894409294693,-9.468972122889898,10.288210834975178,-10.419814188641697,0.0,8.498246841278213,8.771135641322974
3323,3,3,2,2,4,1,4,9.444713039990472,10.162770374449622,-10.088407848258763,-10.02278151116287,11.043287476306736,-11.274504578269319,9.619575407049076
3324,0,4,3,3,3,3,1,0.0,9.420323226768986,-6.769766260644623,-7.540182564153775,5.939286978431371,8.88268437952191,-9.636656988248228
3325,1,3,3,3,2,3,4,-9.567144619330676,5.978645728315602,8.361496115040552,7.923473840547377,-6.581423909939213,8.447893579711314,11.181729405734488
3326,2,1,1,0,4,3,3,-9.118578841312852,-9.586308052138543,-9.00899093156275,0.0,6.906046245830504,6.676053482059162,6.268678902169016
3327,4,1,0,0,0,0,0,8.5146824686018,-8.5146824686018,0.0,0.0,0.0,0.0,0.0
3328,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,0,4,1,4,3,1,1,0.0,8.195711144538597,-8.195711144538597,7.974302073962737,8.384097190521834,-8.589266842626307,-7.554105478201281
3330,2,4,3,1,3,2,2,-9.159754609699673,9.745920743009846,-7.480311610584652,-9.843612060595868,7.433084914692123,-7.122190081182261,-7.23378233700519
3331,2,4,2,2,1,4,2,-7.435140408714863,9.479677263449581,-8.796635742957822,-8.410958988553997,-8.849570010715427,9.361175215134246,-8.619080977989894
3332,1,0,0,0,0,0,0,-8.20534276802969,0.0,0.0,0.0,0.0,0.0,0.0
3333,3,3,2,1,0,0,4,8.54725377992757,9.227126575407691,-9.428959095951262,-9.069577773872082,0.0,0.0,12.16655262149728
3334,2,2,3,3,1,4,1,-9.920290306219536,-10.182372103764509,7.338867116330518,8.844278247110704,-10.09682451403165,11.212463183666925,-11.16054390944003
3335,2,3,2,4,2,3,2,-9.065632061594748,6.997341843824493,-9.296762988016102,9.616174903072915,-9.257438084073353,9.535759999459769,-9.60410690630071
3336,1,0,0,0,0,0,4,-7.569009048569309,0.0,0.0,0.0,0.0,0.0,8.971609215528888
3337,3,2,2,3,3,1,3,9.997761069299994,-8.922185179496635,-9.51468411868247,-8.923797585123015,8.220886745812287,-10.130328894219803,7.4464100323590685
3338,0,4,4,3,1,2,4,0.0,8.29349875151251,11.371377887582932,-9.961336027435218,-11.04208206591686,-8.003755360651352,9.534516831542062
3339,4,1,0,0,0,0,0,8.003990504419944,-8.003990504419944,0.0,0.0,0.0,0.0,0.0
3340,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.014859464165378,-11.014859464165378
3341,1,2,3,1,4,2,1,-10.282339523707433,-8.373911129761925,7.829822716707303,-8.701459685410352,11.102261059256914,-10.695092742265244,-9.873219975468427
3342,1,4,1,1,4,1,1,-7.491089360580058,9.113338826477602,-8.818673329605351,-7.7481384504088835,8.608154916017176,-8.32205164166795,-7.217842801469332
3343,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.661349490350307,-8.661349490350307,0.0
3344,2,1,0,4,1,0,4,-8.38690651655643,-9.645948746407125,0.0,10.847541911804177,-10.847541911804177,0.0,8.048131154527665
3345,1,1,4,3,2,1,4,-9.044090503156262,-8.534481164463282,9.347181603382053,-7.941494426336754,-6.717993602530573,-8.686460463561227,8.739801296742176
3346,4,1,4,3,3,3,3,7.593682421968412,-7.593682421968412,7.691593214988654,-5.573378233057926,2.9539561882844136,5.790532437331451,7.093798777869054
3347,3,2,2,3,1,1,4,9.383807480305487,-9.493552369114076,-7.769174420174265,9.602516273468712,-9.966626205284964,-8.428961880530247,8.517010484799943
3348,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3349,2,3,1,0,0,0,0,-8.250937763539877,9.820064804523147,-10.42636823842166,0.0,0.0,0.0,0.0
3350,4,1,0,0,0,0,0,8.906659526336238,-8.906659526336238,0.0,0.0,0.0,0.0,0.0
3351,2,2,1,0,0,0,0,-6.142628149957162,-5.273611384185352,-7.936931003725247,0.0,0.0,0.0,0.0
3352,3,4,1,4,1,0,0,5.774578480716217,10.210311294979629,-10.54933987094307,9.68721704022978,-9.68721704022978,0.0,0.0
3353,4,1,4,1,0,0,0,8.291589041725205,-8.291589041725205,8.893657968361516,-8.893657968361516,0.0,0.0,0.0
3354,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,13.173005208448044,-13.121496830571637,11.55103225161065
3355,0,0,0,4,1,0,0,0.0,0.0,0.0,11.330286057546692,-11.330286057546692,0.0,0.0
3356,2,3,4,1,2,4,1,-7.936620339745133,9.209189263225445,11.23128077721778,-11.307080412553525,-9.151877158050175,9.655088074621768,-9.595841279764802
3357,3,1,4,2,1,4,3,7.496558576674131,-9.804628963242324,10.541172303430171,-10.310474301045097,-9.351970729089182,8.06186116684243,8.206246490336184
3358,4,3,4,2,4,2,1,8.591628657570194,8.61375583481354,9.933570107003156,-10.076047731302417,10.58978505535398,-10.022092450977597,-10.124414531443172
3359,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,2,2,4,2,1,3,4,-8.525249262575702,-9.239031972267421,10.789037755617876,-10.259364590786138,-10.207335620075243,6.53221466277779,10.755824539182516
3361,3,1,1,4,1,0,0,8.628421005112248,-8.583576255056606,-8.198213585171356,8.762571673950058,-8.762571673950058,0.0,0.0
3362,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3363,0,4,2,1,0,0,4,0.0,8.769073428896188,-8.23750525569459,-7.883488436101017,0.0,0.0,8.714854801291931
3364,0,0,4,1,4,1,0,0.0,0.0,8.755822286339976,-8.755822286339976,9.70664545691997,-9.70664545691997,0.0
3365,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,8.313741898432694,-7.334113619286766
3366,4,1,1,1,0,4,1,11.667000711038245,-11.5616094411668,-10.338360020930548,-8.858060477414092,0.0,10.24566675770012,-10.24566675770012
3367,3,2,2,2,1,4,2,10.329385150777671,-9.855442740668488,-10.020732699146818,-8.685528809399495,-8.485825742253306,8.481667359485423,-8.308904413154002
3368,1,3,4,3,2,1,4,-10.264808520964378,9.169265965733885,10.521129565516118,-9.496857095741435,-9.726504429621064,-9.955254526013302,8.91281839098825
3369,1,4,2,4,1,3,2,-9.661037587154224,9.138053163331923,-8.78310977303703,10.38000067495277,-10.210225252288186,6.677584083636132,-8.547135953121542
3370,2,1,3,2,4,2,1,-7.87644079557839,-9.328462605806099,-5.565413596513904,-7.918624031187808,9.220521144932569,-9.154494723054867,-8.498246841278213
3371,3,1,4,1,3,2,4,7.255150439457319,-9.292448475468637,9.147007484685677,-9.132323622449647,7.908617288510016,-7.200783159737839,10.414757437111586
3372,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373,3,3,2,3,2,1,4,9.89025132272294,8.400071240192329,-9.510064367059503,-8.573098466592395,-5.849836562120429,-9.76629697696881,10.594039793491207
3374,4,3,1,3,2,1,4,8.609974420714959,8.95554361149837,-9.235955594536893,8.16914115829568,-7.98832715573633,-8.177890462170966,8.327367064474345
3375,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.045381100327557
3376,4,3,3,2,3,1,4,7.860941063555084,7.922368943707268,8.937243055524318,-8.80938128387615,9.209659742073047,-9.69627065546257,10.26463135231763
3377,3,3,2,3,3,3,3,9.296259080942152,6.704822318551416,-9.825650646733456,7.110013497810252,8.80093929825434,8.582011106426362,10.16612658038799
3378,1,4,2,1,0,0,0,-8.698447476259185,8.664984675971683,-7.7551481052619105,-8.150121760860182,0.0,0.0,0.0
3379,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.030299134085887,-8.030299134085887,0.0
3380,1,4,1,4,1,4,3,-10.976219465277062,10.987132538430703,-11.027125473892761,10.495526534270184,-10.930273931943871,10.133116196957133,11.024374236980087
3381,1,2,1,0,0,0,0,-9.262313806130601,2.15493702228586,-8.29349875151251,0.0,0.0,0.0,0.0
3382,0,4,1,4,1,0,4,0.0,8.421302106040681,-8.421302106040681,8.007080793658165,-8.007080793658165,0.0,7.045381100327557
3383,3,3,2,1,0,4,1,6.6414754606743935,6.714470460593653,-7.639610264654946,-7.460600215990577,0.0,10.044071659904443,-9.976429044957722
3384,4,1,1,4,1,3,1,10.485809259170884,-10.22988664303786,-8.997819005179501,10.273238557312709,-9.984477261496098,7.879241321173301,-9.200507823977912
3385,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3386,4,1,0,0,0,0,4,8.003990504419944,-8.003990504419944,0.0,0.0,0.0,0.0,8.140040567804869
3387,4,1,4,3,2,3,3,9.478978927827276,-9.253184930800005,9.81174765059386,9.209719085434257,-9.101291969351019,10.387188703992383,10.372851025785106
3388,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,3,2,3,2,3,3,1,9.985636834203136,-9.323884031719594,9.837125427250646,-9.756704835951552,9.048948501761792,9.801964391265287,-10.79480006927684
3390,0,4,1,0,4,2,1,0.0,9.209639389467084,-9.209639389467084,0.0,8.313834135869358,-7.510532284742994,-7.720346407056539
3391,0,0,4,1,0,0,0,0.0,0.0,9.405064363545975,-9.405064363545975,0.0,0.0,0.0
3392,3,1,1,4,3,2,3,10.00485974042966,-10.178056920673928,-9.50634560342851,10.016520664297085,9.418524288505226,-9.414929747604873,8.564778542910268
3393,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3394,4,4,1,3,1,2,1,9.855116502229645,10.858460893517154,-10.863690045851754,10.105763091478837,-10.507737832504422,-8.427308711376327,-7.9967706308042965
3395,3,1,3,3,1,3,1,10.541988611121269,-10.68299743422304,9.274190050660582,10.64823987569385,-10.944484318290163,9.225320041022556,-9.864288495772259
3396,1,3,4,2,2,2,4,-12.69583869239419,11.078717150339367,13.06210579272343,-12.816309745952752,-11.906770027758482,-10.208645848465602,12.374722434770046
3397,1,4,1,4,1,4,1,-11.316596194657434,7.687571374353309,-7.687571374353309,8.883698203536314,-8.883698203536314,11.89986426162982,-11.89986426162982
3398,2,3,3,2,2,4,1,-10.03725417556735,9.816717889689013,9.964077721209172,-10.812362168216568,-8.593145237017213,11.747794347402916,-11.820618629969623
3399,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.10428999264998,-9.10428999264998
3400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3401,4,1,1,0,0,4,4,9.883783306678211,-9.785496253253852,-8.969330623923717,0.0,0.0,7.873281398988638,10.960245146683905
3402,2,2,3,1,4,1,4,-7.229989645746527,-6.518417129236129,-4.388690613254834,-7.460600215990577,9.726482603329146,-9.66210972213415,8.348978556721038
3403,1,0,0,0,0,0,0,-10.302893757454003,0.0,0.0,0.0,0.0,0.0,0.0
3404,3,1,4,3,2,1,0,6.667786624187533,-8.21364782025772,9.315370554253741,6.138743814986512,-8.715187441584613,-8.608154916017176,0.0
3405,4,3,1,2,2,1,0,10.161655105972867,10.416981223458565,-10.970199961692785,-8.812175629496815,-7.836180546292866,-8.420391618878774,0.0
3406,2,1,4,1,1,2,1,-9.740465676778994,-10.372845040239852,11.239339857238106,-11.103324571276959,-9.491703734445068,-7.938289696063439,-7.755978207293032
3407,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3408,3,3,3,1,4,1,3,7.303954598138267,8.620446625556628,7.685102619554838,-9.308686680860884,8.909882639463746,-8.795463601246515,7.992888108644263
3409,2,2,1,0,0,0,0,-8.084399435201556,-7.724169644234933,-7.910623223398586,0.0,0.0,0.0,0.0
3410,1,1,0,0,0,0,0,-10.41748517669219,-7.598692445673373,0.0,0.0,0.0,0.0,0.0
3411,1,0,4,1,4,2,2,-8.128403581860557,0.0,8.341272154627164,-8.341272154627164,9.833621176830802,-9.447255857716574,-5.502473414723607
3412,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,1,3,1,0,4,3,1,-10.228016445954971,9.065015786848754,-9.593632254922175,0.0,9.003184985479827,8.318652554394202,-9.411448151527694
3414,1,3,1,4,2,2,2,-10.08117301582755,9.500679581123448,-9.82778849339624,9.600541896214956,-9.408588643239653,-7.318573104458105,-5.772377385991056
3415,3,2,3,2,2,2,3,9.607700687394395,-9.585411430057265,9.831975183715684,-10.013090053631819,-9.836478931854117,-7.816548101653559,9.122741271683728
3416,0,4,1,0,4,1,0,0.0,9.279836863702212,-9.279836863702212,0.0,11.973954541872386,-11.973954541872386,0.0
3417,1,4,1,0,0,4,1,-7.974302073962737,10.042491949428761,-10.042491949428761,0.0,0.0,8.995569564002325,-8.995569564002325
3418,2,2,2,3,2,3,1,-10.903412211595125,-10.37258364892368,-10.567619766255797,-5.17020356293198,-9.838807456475935,9.769468942237287,-10.82376028570561
3419,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.671426204358339,-9.671426204358339,0.0
3420,3,2,1,0,0,0,0,9.236284110855424,-9.101075683530464,-9.294974523285752,0.0,0.0,0.0,0.0
3421,4,2,2,4,2,2,2,11.272519395234138,-10.609508997223887,-10.797013866668113,12.232057254708009,-10.627809884957506,-11.528174960238454,-10.281210260662567
3422,4,1,0,0,0,4,3,9.73831635883649,-9.73831635883649,0.0,0.0,0.0,8.8786461433936,8.364133707406467
3423,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,2,3,4,1,0,0,4,-9.513980648344603,8.017447199410148,11.237484056404382,-11.434093956304814,0.0,0.0,11.432840051221406
3426,2,2,2,4,3,2,3,-9.957177994215758,-8.60157777050484,-8.391903962707477,8.733548334146308,9.836963978882102,-9.189182292784263,9.710447881870627
3427,2,2,3,3,2,2,2,-6.685246828333114,-10.043989258372616,9.128650879041292,-8.248838187227483,-9.132855394101147,-9.082798970944921,-7.664731211646632
3428,3,3,1,3,3,2,3,7.033711520974935,8.787761201180427,-9.219821073716338,8.003144894586375,6.759866795682023,-7.473236524789816,7.297397280949299
3429,2,3,2,3,2,2,1,-8.198198239831193,9.422946751439579,-9.633429636930755,9.159491405272602,-8.047491172006454,-7.566402433007434,-9.139084690064918
3431,3,1,1,1,4,3,3,6.217187876182468,-9.218094076365567,-8.558909764748227,-7.045381100327557,9.265992625680582,7.0374659350126,10.21541432999802
3432,0,4,1,4,1,0,0,0.0,9.209639389467084,-9.209639389467084,9.702720271812861,-9.702720271812861,0.0,0.0
3433,1,1,3,4,2,3,3,-9.758210594353828,-7.890616211452502,7.26335110605694,9.320424291620279,-8.967541151467188,9.417064338133926,9.726499806875982
3434,3,2,2,4,1,3,4,10.84893917997223,-10.710304096316207,-9.784788737025819,11.509227644493876,-11.691925054038196,9.342093844623808,11.681348771697982
3435,4,1,4,4,1,1,4,9.811999884800422,-9.46084160603726,9.43077188554359,10.693332133513094,-10.996035030512987,-7.738389024230337,9.176924573816969
3436,4,2,1,4,1,0,4,9.552998142824933,-8.803527708187074,-9.487246866347384,9.556437806574502,-9.556437806574502,0.0,9.262928926624404
3437,1,1,1,0,0,0,4,-9.846666266316042,-8.802441290486772,-7.910623223398586,0.0,0.0,0.0,9.028760575804199
3438,0,0,4,1,0,0,0,0.0,0.0,7.473837872833562,-7.473837872833562,0.0,0.0,0.0
3439,3,2,2,3,2,3,3,9.054880466413504,-9.903027797555644,-10.013917479431388,7.3565494835258525,-9.00573320628125,9.433827446146468,9.684224848086089
3440,1,4,1,3,3,2,4,-11.362130216793664,11.77962985755326,-11.68250934949235,-8.878047342524932,9.606751961160791,-9.582136312924673,11.699828333174858
3441,1,4,3,1,0,0,0,-8.550764599849597,7.148902313093641,6.941156481836134,-7.7431280771515105,0.0,0.0,0.0
3442,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3443,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,2,3,3,1,4,1,0,-9.638965151384046,7.303665252269171,10.39783581009674,-11.071437187724436,9.574151271060726,-9.735371022588287,0.0
3445,2,4,3,3,2,2,2,-7.048879007658528,8.77719825157626,9.142252169173583,7.77703749008738,-6.962463526054148,-8.394168530004091,-8.674282350484681
3446,4,1,4,1,4,1,1,11.662085182938487,-11.597440630456859,9.85647422405296,-10.179162730660241,11.506216265247664,-11.226283311161742,-10.096348837612217
3447,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,7.805303465342919,-5.003319066023335
3448,1,4,1,2,2,4,1,-10.195833635165217,10.985282280794316,-11.043458261434868,-8.275947525799221,-8.543914707389096,10.888974995069523,-10.818592261419138
3450,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3451,3,3,2,2,3,3,3,10.162726247676975,11.087945432842124,-9.833074516015936,-11.081385587531713,9.734258452604257,8.700825467586649,10.334194584509888
3452,2,2,1,4,1,4,3,-10.686570022955593,-9.440561175801854,-9.63152843861599,10.30015539214359,-10.358768864269079,9.159307741436153,9.843064206008478
3453,3,3,1,4,1,1,4,9.99542904185488,10.080357550624738,-10.801363449325024,9.974205690804196,-10.291372072661309,-8.030299134085887,9.435111136340259
3454,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.664170221674047
3455,4,1,4,3,3,2,2,9.198376162119011,-9.598386789195427,8.798679380621302,7.802904305020258,8.689306488510283,-8.071384865831888,-8.425043102359387
3456,1,2,3,2,2,3,3,-10.952768238470261,-8.527985155142703,10.472989474204363,-10.347939144400907,-9.125371874374457,8.980451562263005,11.346712566998967
3457,0,0,4,1,1,0,0,0.0,0.0,11.712520193657447,-11.648252577662438,-8.935990638938037,0.0,0.0
3458,4,3,2,3,4,2,3,9.080305586104815,9.142639761184594,-9.47028773558836,-5.952337604914453,10.161167414658177,-9.876948351530789,8.137716369157975
3459,3,3,3,2,3,2,2,8.113101758245683,10.461986453159414,10.590589333694409,-10.860004835653637,9.966702168862078,-10.097460705943995,-9.610752559581375
3460,2,2,3,1,4,2,3,-7.595429552600484,-9.465940231862367,9.930681134344665,-10.535518557164819,9.36813125417143,-8.346456734497016,9.627940825475127
3461,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,7.465232637090777,-7.465232637090777,9.522732335186657
3463,1,2,1,4,1,4,1,-10.823316775655833,-9.263711084495926,-9.677330320349686,10.5034402879748,-10.478501054366706,8.602234521543904,-8.754850665291382
3464,3,1,1,0,4,3,1,7.824298830232125,-10.145745427435822,-7.6230634187700765,0.0,8.777000462127546,-4.963035281314258,-8.754850665291382
3465,1,1,4,3,1,0,4,-10.702572425847585,-7.986605751181866,8.444439836651764,5.10847500013893,-8.650472941278979,0.0,9.24070792190551
3466,4,3,1,0,4,3,1,9.437231988453437,7.7436147313112125,-9.60593926881793,0.0,9.4024557276475,-5.992016178457804,-9.36895668891738
3467,1,4,2,1,1,0,0,-10.154414183419835,10.210876189443765,-9.423300815497724,-9.482718786687991,-7.4355513966156,0.0,0.0
3468,1,4,1,4,1,1,4,-9.313350067362617,10.789711235690865,-10.849174876646506,12.129662488237267,-11.955025518323348,-10.395198203577973,10.277461878028758
3469,0,0,0,4,1,0,4,0.0,0.0,0.0,7.831254182003734,-7.831254182003734,0.0,9.933244668489515
3470,1,4,2,2,2,2,2,-12.305543110978581,11.94018423566217,-11.036710578570132,-10.586563448153461,-10.812955352650784,-9.36666453570902,-7.780080512997303
3471,3,2,2,3,3,3,2,9.91980813619094,-9.652120625613291,-8.332209189598291,7.13064995665496,7.205709299952501,9.484982354900263,-9.426128532437698
3472,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3473,0,0,4,2,1,4,4,0.0,0.0,9.315370554253741,-8.577057717570039,-8.665609372447152,6.792564052223385,8.703643647500131
3474,2,3,3,2,2,3,1,-10.186333842686512,8.893399828190578,9.81309361451115,-10.170617989453302,-9.266784799892585,9.261188273868743,-9.693148875391685
3475,1,4,3,2,2,3,2,-9.103318379867291,9.10428999264998,9.710327984254386,-9.811281271856366,-5.639636109157116,7.939087782717157,-8.670475301867015
3476,2,2,1,4,2,2,2,-10.98438454391472,-10.34538525648957,-9.772848309356547,11.07424448983095,-10.736286371379412,-8.89860383282933,-8.978562306981804
3477,2,3,3,2,3,2,2,-6.889684428755198,8.391672697669378,8.026598762288884,-8.598678775210743,8.63659969665063,-8.518379789016684,-8.10549062996322
3478,4,3,2,2,1,4,4,9.399740114505109,9.105661345839536,-9.125775424763825,-9.392584116992072,-8.236586905650075,7.505341511419753,9.261975218066018
3479,2,2,3,4,2,3,3,-8.366312679910362,-8.180133896766094,6.392993327442729,9.415447822851657,-9.367205805669597,7.110081651757889,7.328693476739005
3480,1,4,2,2,1,0,4,-8.484990010232785,9.485868610946275,-8.144386897320313,-8.580049694859452,-8.390699758126162,0.0,9.479438767015147
3481,1,0,0,0,0,4,1,-8.68380362238115,0.0,0.0,0.0,0.0,10.937182005909655,-10.937182005909655
3482,0,0,4,1,0,0,0,0.0,0.0,9.922507592803013,-9.922507592803013,0.0,0.0,0.0
3483,0,4,1,0,4,1,0,0.0,9.099227255098294,-9.099227255098294,0.0,8.711856750870327,-8.711856750870327,0.0
3484,4,1,1,4,2,1,4,10.50907623099834,-10.305643695686879,-9.199590064422393,7.558963926881285,-4.960582802220756,-7.482220561977287,10.117990901517794
3485,3,2,1,4,3,1,4,7.408987093640197,-8.87065457156275,-9.294974523285752,9.19685374117253,9.02840446705839,-9.489770318535609,9.754758610617158
3486,3,4,1,2,2,4,2,9.787466912642936,11.893857858480345,-11.960928294980674,-9.026860360948788,-8.64106327404196,10.43703972081674,-10.16458457656398
3487,1,3,2,3,2,4,1,-9.187274651348993,8.051655264550034,-8.321089449400873,7.78219191409508,-8.117208140077647,10.589554932358919,-10.653268206457971
3488,3,1,3,1,4,2,1,9.37939949797937,-10.243359733208136,6.43113177832654,-7.887844102703788,8.5146824686018,-7.169741385944715,-8.213098131479692
3489,1,0,0,0,0,0,4,-10.05302566406176,0.0,0.0,0.0,0.0,0.0,9.02039333378882
3490,1,4,2,1,4,1,1,-8.035645104759391,9.288451320026248,-8.58435974057243,-8.773903138446732,10.249706431970292,-10.093554326700838,-8.31596604873223
3491,3,1,4,1,4,2,1,7.612444535444951,-9.129775980551624,10.050335077337374,-10.050335077337374,10.439635377317735,-8.387967732564023,-10.302106119826263
3492,0,4,2,1,0,0,0,0.0,10.145315364043947,-8.84859867471836,-9.82595160442232,0.0,0.0,0.0
3493,3,1,3,2,3,1,3,8.106961238631778,-10.23221186590735,9.507122642556443,-10.036850360921614,8.906917115423393,-9.198708338084908,9.206660145638306
3494,1,4,1,4,3,4,1,-11.30930268980537,10.311297231253878,-10.183558575111176,8.89417135398931,7.791749093428634,10.396744881124478,-10.54478324942802
3495,1,4,4,1,2,2,3,-8.759853990066915,9.783115180535876,10.746139037572206,-10.907694613119991,-8.554343679175291,-8.287168377064985,9.125184609893024
3496,4,1,4,1,0,0,0,11.168973667376948,-11.18419795111471,11.11210513856181,-11.138868394245883,0.0,0.0,0.0
3497,0,0,4,1,0,0,0,0.0,0.0,7.796908064598786,-7.796908064598786,0.0,0.0,0.0
3498,4,1,0,4,1,4,1,9.568482545855248,-9.645303418671256,0.0,9.16798462014086,-9.16798462014086,8.087314303483478,-8.087314303483478
3499,4,3,1,4,1,4,3,10.0529526915061,7.611927742299352,-10.206360543632156,10.762885521568379,-10.784178355981052,9.555402337619755,10.24036303811385
3500,2,2,2,1,0,4,4,-9.076150540022889,-8.551870838971203,-8.665781368283048,-7.84340939806764,0.0,8.064721498153457,9.902701080458556
3501,4,1,4,3,2,3,1,8.589775433361396,-8.20510917773253,8.706762963019154,8.926384783165902,-8.629409055838549,9.341325273511833,-9.675830083349169
3502,1,0,0,0,4,1,0,-8.615992907085195,0.0,0.0,0.0,8.69530282955771,-8.69530282955771,0.0
3503,3,1,4,2,3,3,2,8.537817551331615,-8.876252118077371,9.94671801633675,-9.403316380536893,8.126033810824431,10.012008328562356,-9.433729617851617
3504,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3506,1,2,4,1,0,0,4,-8.472861688573937,-5.186597337982342,8.666432183682247,-8.938725593662497,0.0,0.0,11.083491752460633
3507,2,4,2,3,1,3,3,-7.327715036120109,11.387182304339621,-10.951334220143467,8.22646653845008,-10.568281952478836,7.716624239500701,9.162078091571153
