CUSTNO,Monetary_가구인테리어/잡화_고가_증감여부_q2_q1,Monetary_가구인테리어/잡화_고가_증감여부_q3_q2,Monetary_가구인테리어/잡화_고가_증감여부_q4_q3,Monetary_가구인테리어/잡화_고가_증감여부_q5_q4,Monetary_가구인테리어/잡화_고가_증감여부_q6_q5,Monetary_가구인테리어/잡화_고가_증감여부_q7_q6,Monetary_가구인테리어/잡화_고가_증감여부_q8_q7,Monetary_가구인테리어/잡화_고가_q2_q1_로그변환,Monetary_가구인테리어/잡화_고가_q3_q2_로그변환,Monetary_가구인테리어/잡화_고가_q4_q3_로그변환,Monetary_가구인테리어/잡화_고가_q5_q4_로그변환,Monetary_가구인테리어/잡화_고가_q6_q5_로그변환,Monetary_가구인테리어/잡화_고가_q7_q6_로그변환,Monetary_가구인테리어/잡화_고가_q8_q7_로그변환
2106,1,0,0,0,0,0,0,-13.164051933734646,0.0,0.0,0.0,0.0,0.0,0.0
2107,1,4,1,0,0,4,1,-14.927887352780967,9.003173721429508,-9.003173721429508,0.0,0.0,12.749939870992899,-12.740548261987119
2108,4,1,4,3,2,2,2,17.586765354336652,-17.574539620908023,16.41923599249072,15.853814275918955,-16.046837951015497,-15.85949476870588,-14.20120543616643
2109,1,4,4,1,4,2,1,-14.913174586629129,12.553629009909441,16.103663933147804,-16.131982680490136,15.57185268170939,-14.463087196922032,-15.037284769675008
2110,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,2,1,2,4,1,1,0,-15.707754494557228,-14.959096081369884,-13.002158623028203,16.501514367965733,-16.505854963459186,-12.428959996229228,0.0
2113,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,4,2,4,1,0,0,0,13.440205483403808,-13.150794249171607,15.032079991486485,-15.081964479812365,0.0,0.0,0.0
2115,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0,4,1,0,4,1,4,0.0,13.689545953165807,-13.689545953165807,0.0,13.385811492697746,-13.385811492697746,10.9395277182018
2117,1,4,4,1,4,1,0,-11.627952289509397,11.233675509939602,16.28020666436523,-16.286617590399203,12.776047211983801,-12.776047211983801,0.0
2118,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,2,1,4,1,4,1,2,-13.614698447591671,-12.963237365201081,15.890496487340606,-15.841321074384071,16.093628040057062,-16.00433776826737,-13.65748071922782
2120,0,4,1,0,4,1,0,0.0,12.275998403570037,-12.275998403570037,0.0,14.183045018695712,-14.183045018695712,0.0
2121,4,1,0,0,0,0,0,13.322183630921947,-13.322183630921947,0.0,0.0,0.0,0.0,0.0
2122,0,4,2,3,3,2,1,0.0,14.83485207014461,-13.847270197001722,13.971452618826861,14.146573590662468,-14.5032876498192,-14.653198386638996
2123,1,1,0,0,4,1,0,-15.889085577742758,-11.637511388538314,0.0,0.0,13.860944990974778,-13.860944990974778,0.0
2124,4,4,1,0,4,3,1,9.220795287642838,16.38276517531854,-16.38354032341736,0.0,15.18139516949614,14.59124152448072,-15.622383050577884
2125,0,4,3,1,1,0,0,0.0,11.156118341833302,11.596826021433284,-11.95883252103234,-10.023587600211648,0.0,0.0
2126,1,0,4,1,4,2,2,-13.196140187707085,0.0,14.783560376855508,-14.783560376855508,14.634870867142475,-13.707340092906703,-13.697279780714663
2127,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,3,3,3,1,3,3,3,12.380321697060404,15.903015680488824,14.737343908339955,-16.3529176104006,14.615462313673767,14.848220124846284,15.086218181777229
2129,0,0,4,1,0,0,0,0.0,0.0,11.008519406831123,-11.008519406831123,0.0,0.0,0.0
2130,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,13.912045112999357,-13.912045112999357,0.0
2134,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,14.081196928047365
2135,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,0,4,1,4,1,0,4,0.0,14.77006914410094,-14.77006914410094,12.448927850050259,-12.448927850050259,0.0,14.845515265298383
2137,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,3,1,4,1,4,2,2,15.51162461874468,-15.99919992480519,16.59588999248286,-16.609869636665852,14.84456788095606,-14.004548909618054,-13.288798511765972
2139,4,4,4,1,4,1,4,11.13763348924224,13.153951561398992,15.7818646967101,-15.852835797028927,13.25907685270382,-13.357463181882483,17.0718849118507
2140,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.809951725611791,-10.809951725611791,0.0
2143,4,3,1,4,1,4,2,12.355846956648465,12.05368824974407,-12.909281641799927,9.740932554396386,-9.740932554396386,15.099876034697495,-14.549133096991424
2144,4,1,4,1,4,1,3,12.755552975518832,-12.755552975518832,13.38061554712212,-13.38061554712212,15.617626142956992,-15.489887399332474,11.110619492109317
2145,2,1,4,1,0,4,1,-12.73559750161977,-12.635142186781994,11.571322958303114,-11.571322958303114,0.0,15.868246488051991,-15.868246488051991
2146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,0,0,4,1,4,1,0,0.0,0.0,13.547478025126212,-13.547478025126212,14.567804324793153,-14.567804324793153,0.0
2149,2,1,0,0,0,4,1,-9.461755269181367,-9.903843150970115,0.0,0.0,0.0,11.014259601617928,-10.902149271688327
2150,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,1,0,0,0,4,1,4,-11.521469810614573,0.0,0.0,0.0,13.022906671355955,-12.95319927813623,12.967931031915779
2155,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,1,4,3,2,2,2,2,-13.183050911358134,13.804131778850204,14.549968485322335,-14.484028652777594,-12.936236676386592,-13.213132084395026,-10.26989747781786
2157,0,0,4,1,0,0,0,0.0,0.0,11.82092079727866,-11.82092079727866,0.0,0.0,0.0
2158,4,2,2,3,1,3,4,14.969330546943477,-13.042829447662967,-14.480071493321745,14.471295700730392,-14.821625763124981,9.471123167990614,15.873758720769622
2159,4,1,4,1,0,4,1,12.625224782572223,-12.625224782572223,12.672432080809378,-12.672432080809378,0.0,11.816468793871781,-11.816468793871781
2160,1,0,0,0,0,0,0,-14.631223297560759,0.0,0.0,0.0,0.0,0.0,0.0
2161,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.023481582885092,-12.023481582885092
2162,0,4,1,0,4,3,1,0.0,11.123328995263622,-11.123328995263622,0.0,12.216433544820463,11.765061064652466,-12.709145301454395
2163,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,0,4,1,0,0,0,0,0.0,11.62409846709744,-11.62409846709744,0.0,0.0,0.0,0.0
2166,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,0,0,4,1,0,0,0,0.0,0.0,16.306820296026896,-16.306820296026896,0.0,0.0,0.0
2169,1,4,1,4,1,0,4,-13.714933229172313,9.331643342556442,-9.331643342556442,12.660447813830993,-12.660447813830993,0.0,12.16748348180309
2170,0,0,0,4,1,0,0,0.0,0.0,0.0,11.005017072415717,-11.005017072415717,0.0,0.0
2171,0,4,1,0,4,1,1,0.0,13.551063769964559,-13.551063769964559,0.0,11.734360399577993,-11.556626520525864,-9.91939063932551
2172,3,2,4,3,1,4,3,13.435957673518473,-13.396878484574097,15.639243946552662,14.976076644735171,-16.08594160844609,13.202757618492072,12.611933763991692
2173,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,4,1,0,0,0,0,0,11.881661832460722,-11.881661832460722,0.0,0.0,0.0,0.0,0.0
2176,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.51741578042576,-13.51741578042576
2177,0,4,1,0,0,0,4,0.0,12.776771854811207,-12.776771854811207,0.0,0.0,0.0,13.84563106038383
2178,0,0,0,4,1,4,4,0.0,0.0,0.0,17.89795752890997,-17.89795752890997,11.464547566412552,17.53844059488257
2179,4,2,1,0,4,1,4,13.511157119688733,-13.229171821296239,-12.107580607162294,0.0,14.609722841401972,-14.609722841401972,13.622585403015243
2180,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.128168904418883,-13.128168904418883
2181,0,0,4,1,0,4,1,0.0,0.0,11.979288036653395,-11.979288036653395,0.0,14.962766861405637,-14.962766861405637
2182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.146418191502079,-11.146418191502079,0.0
2184,2,1,0,4,4,3,2,-13.00402664231051,-14.251971142055268,0.0,12.756411511640957,15.05962036358047,14.936981436996053,-14.25884254641838
2185,2,1,0,0,4,4,3,-15.331046895391074,-14.297743999809894,0.0,0.0,11.002422117600892,14.602929410598808,14.111202307288048
2186,4,1,0,0,4,1,0,11.746432884648089,-11.746432884648089,0.0,0.0,12.711127855547213,-12.711127855547213,0.0
2187,3,3,1,2,3,3,2,12.178638838131874,16.63795510243552,-16.89322303183664,-15.077069006057512,15.315898872163858,15.292370649107697,-15.907096327970189
2188,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.365088753877922,-13.365088753877922
2190,0,4,2,1,0,4,1,0.0,12.9951186795995,-9.917517253106539,-12.947956467659381,0.0,13.950431468907103,-13.950431468907103
2191,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,0,4,1,4,3,1,0,0.0,11.888788940429482,-11.888788940429482,12.58578653112571,13.453121566747374,-13.803826389655695,0.0
2193,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,4,1,1,4,4,1,4,16.514981086648035,-16.514920571786604,-12.776771854811207,10.81703321500892,16.945171812823872,-16.947350031276375,14.70402725477543
2196,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,4,1,3,3,3,1,0,14.13622108684526,-14.103654579488447,10.99292363210453,12.292157105187647,13.991071558824496,-14.28897201917673,0.0
2198,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,1,0,0,0,0,4,1,-13.666143120293338,0.0,0.0,0.0,0.0,12.758422768469874,-12.758422768469874
2200,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.39914773226963
2201,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,4,2,1,0,4,4,1,14.075847484839278,-13.539622156014355,-13.196488017085427,0.0,12.628872594243703,15.570650889156964,-15.590103715841025
2203,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,3,2,1,4,4,1,2,12.963923632664613,-14.46210322894657,-13.45465017214978,14.319248694483663,16.87805262989812,-16.84265974980689,-14.442535975108918
2206,4,1,4,1,4,1,0,15.346910486683644,-15.303975479212585,14.937607287521244,-14.998967584630465,13.158389004201009,-13.158389004201009,0.0
2207,2,1,4,3,3,3,1,-11.914759851390505,-12.334216030647479,12.03335492777635,12.237432876311354,12.308170247300508,13.507805329825658,-14.101646741339977
2208,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,1,0,0,4,3,1,4,-13.986986020130331,0.0,0.0,13.98459653474831,13.698010967473547,-14.544681918396494,13.113614152683079
2210,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.79763149160595,-10.79763149160595,0.0
2214,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,0,0,4,1,0,4,1,0.0,0.0,14.081196928047365,-14.081196928047365,0.0,14.55191106599032,-14.342807189515124
2217,4,2,1,3,4,1,4,15.086130131107092,-14.410636507379605,-14.336647311657316,11.038032417332037,13.439315042813293,-13.54729064799603,12.385654312847755
2218,2,1,4,2,3,1,3,-12.579758195124054,-12.815267816379418,13.955605812539138,-11.813965826905626,14.170026052658585,-14.584938033369742,12.794650850708793
2219,1,4,2,2,1,4,1,-14.964789174689534,14.944460543126725,-14.673427103144789,-10.001221692063798,-13.518223175319523,14.783901752201796,-14.783901752201796
2220,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,1,4,4,3,1,4,1,-14.496187077707265,11.682938455815135,14.215534471010248,13.553346462874197,-14.682516569832112,13.946676155991668,-13.946676155991668
2222,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,3,4,1,2,2,4,2,-10.277614454750502,15.773296868719054,-15.813108466128801,-12.333482446770631,-13.32302649612137,14.936743852088458,-14.762954695216418
2224,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,13.490439229567503,14.96426755020369
2225,4,1,4,3,1,0,0,12.362349747865297,-12.266139725152408,12.245375556670469,11.885735671452517,-12.833735380493556,0.0,0.0
2226,1,1,3,1,0,4,2,-16.91585732675964,-14.288169318506243,12.349125107558578,-13.006374980631639,0.0,12.694707143424374,-12.208150999801408
2227,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.527306497359966
2228,0,0,4,4,3,4,1,0.0,0.0,10.603062578696978,14.030855136450732,10.98111440653322,15.616172320674503,-15.816037449565515
2229,2,1,0,0,0,4,1,-12.424205586851405,-12.940349834835727,0.0,0.0,0.0,16.23931012964404,-16.11167878624129
2230,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,15.775152523140614,-15.775152523140614,0.0
2231,4,2,3,2,3,3,2,14.652925410097724,-14.275148704457369,13.934966205746559,-13.146137717627175,13.836972334149472,14.457466866732416,-14.444336573401078
2232,0,4,1,0,0,4,1,0.0,11.478665300822735,-11.478665300822735,0.0,0.0,11.72945808797093,-11.72945808797093
2233,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.262753238984219,-12.262753238984219
2234,2,2,1,0,0,0,0,-11.200305965531191,-10.124259208007565,-9.769866842602882,0.0,0.0,0.0,0.0
2235,4,4,2,1,4,1,0,12.635142186781994,14.823710853422682,-13.967204398321766,-14.448921472271255,14.890681029936893,-14.890681029936893,0.0
2236,0,4,1,0,0,4,1,0.0,11.62409846709744,-11.62409846709744,0.0,0.0,15.002469938255826,-14.966679323743135
2237,0,4,1,1,0,4,1,0.0,12.744420093834771,-12.619432312299887,-10.603062578696978,0.0,13.162369633648808,-13.162369633648808
2238,2,1,4,2,1,4,3,-11.363513522726892,-12.949039224292042,14.769191588857886,-12.88714908743595,-14.603988621727018,14.97486187584706,-8.570095912528757
2239,0,4,2,3,1,2,1,0.0,15.726664576695125,-15.308756811181276,15.859475014743985,-15.976370111962076,-12.292376972191256,-13.941175913649518
2240,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,0,0,0,0,4,4,1,0.0,0.0,0.0,0.0,10.31934160083148,11.67575119361385,-11.904936816840374
2242,0,0,0,4,1,0,0,0.0,0.0,0.0,10.018550030129068,-10.018550030129068,0.0,0.0
2243,4,1,0,0,0,0,0,11.222189697202339,-11.222189697202339,0.0,0.0,0.0,0.0,0.0
2244,1,0,4,1,4,1,4,-16.587108211910817,0.0,13.227708130762394,-13.227708130762394,16.68983730760524,-16.68983730760524,15.135529966189504
2245,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,0,4,3,4,1,2,1,0.0,9.578484044178666,6.744225912679866,14.961795764971697,-14.94735056556889,-10.228695274153742,-10.396296044949024
2249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,4,3,3,3,3,3,2,10.809951725611791,11.02059243462498,10.061672656343717,11.645021851988343,11.956240949205784,13.758260408019003,-13.628952300989031
2255,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,4,3,2,3,2,4,1,15.033432540198294,12.95140907345952,-14.44845805468122,15.638706068074347,-15.010475907540865,18.84752666658657,-18.815090760105136
2257,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,3,1,4,2,1,0,4,12.980296987574318,-13.455134109188654,11.138132105612163,-10.608618157252682,-10.585335639520009,0.0,14.840038960158646
2259,3,1,4,4,1,1,4,13.437761717669112,-14.099268674615674,13.05476710294597,15.18738764490679,-15.298384437556901,-10.789332859190216,15.416684640487775
2260,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.098633870758116,-12.098633870758116
2261,4,1,4,2,1,1,0,16.381147079559927,-16.583728636933643,16.12717517073106,-14.840334631734182,-15.571607986225372,-14.230798801431577,0.0
2262,3,1,3,1,4,1,3,14.539908168736341,-14.588999255303808,10.94678625643316,-13.036653272952956,14.170343046552258,-14.071397436419996,12.613006046347314
2263,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,2,1,4,4,1,4,1,-15.29117083596618,-15.337972857939887,12.81296120133177,14.757403721480447,-14.911358056309368,15.461382640447766,-15.363083179102055
2267,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,0,0,0,4,1,0,0,0.0,0.0,0.0,11.617800008998664,-11.617800008998664,0.0,0.0
2269,4,1,0,0,0,0,4,13.209682202126999,-13.209682202126999,0.0,0.0,0.0,0.0,15.257493440690544
2270,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,4,4,1,4,3,1,0,10.925462409367576,14.144366795468015,-14.183585718062524,12.205582671948415,12.889779729951439,-13.29823544414896,0.0
2273,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,15.41927909577439
2274,4,1,3,3,2,3,2,16.359924483044576,-16.389903445598993,13.248020528511315,14.454436016468732,-14.335083849435227,15.004937105495888,-15.374693618110499
2275,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,3,2,1,4,1,4,1,11.389802531536402,-11.724823378809358,-10.692554028904455,10.210914123779629,-10.210914123779629,12.615472303374373,-12.615472303374373
2277,4,1,0,0,4,1,0,12.83161691029,-12.83161691029,0.0,0.0,12.206383258951435,-12.206383258951435,0.0
2278,1,4,1,4,1,0,0,-10.944864179918692,14.874816656594962,-14.874816656594962,11.281331374120887,-11.281331374120887,0.0,0.0
2279,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,4,1,1,4,3,3,2,16.369790629275993,-16.37918894529684,-10.835651844082756,14.877711185834972,13.450626805201043,14.970078028956777,-15.16041171378158
2281,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,4,1,4,4,2,4,1,15.732218892069177,-15.732218892069177,10.665096475490849,13.528395879848663,-12.191554235429425,15.549340261742858,-15.511731539089356
2285,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,4,2,1,3,3,2,3,13.758176819227973,-9.69871838695386,-13.71404207518892,12.142486675816054,12.59720790076442,-13.062673386013408,8.955235225823404
2287,3,2,1,0,0,0,4,13.338727109658954,-10.685769259332385,-13.623411700031125,0.0,0.0,0.0,15.288912181117018
2288,0,0,0,4,3,1,2,0.0,0.0,0.0,14.394771143405952,15.146659422908503,-15.419294039950275,-11.378706590954307
2289,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,4,2,1,3,4,1,3,18.424439531477695,-16.640462644313452,-18.162055473465568,15.334504907287046,19.001319527041215,-18.963107236724486,17.805756681547745
2291,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,3,3,1,0,0,0,4,9.644395437348441,11.53173892797589,-11.919701324463368,0.0,0.0,0.0,10.88522336351812
2294,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,1,0,0,0,0,0,0,-10.287100564952002,0.0,0.0,0.0,0.0,0.0,0.0
2296,0,0,4,1,0,0,0,0.0,0.0,10.377422184918668,-10.377422184918668,0.0,0.0,0.0
2297,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.587995565521885,-12.587995565521885,0.0
2298,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,0,0,4,1,4,1,0,0.0,0.0,14.29198781120054,-14.29198781120054,13.142671618867677,-13.142671618867677,0.0
2300,2,3,1,4,1,0,0,-13.01892490866801,13.062789057261174,-13.35958302089922,13.27504850816931,-13.27504850816931,0.0,0.0
2301,4,2,2,1,1,4,2,16.423971700710993,-16.06606486300775,-12.391921887663186,-14.945301217461342,-13.526881226457448,16.580492658245053,-16.00687309967306
2302,0,0,4,1,4,1,0,0.0,0.0,10.058353390548831,-10.058353390548831,14.49431158392385,-14.49431158392385,0.0
2303,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.111073578991702,-12.111073578991702,0.0
2307,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,1,4,1,3,3,1,4,-15.658907154315967,14.76470930589885,-14.739782441800468,12.313855574226158,12.888314150966549,-13.432825386887188,15.772948983483468
2310,4,1,4,3,2,1,1,12.575573950248172,-12.575573950248172,14.233228854882434,13.245605919437066,-11.549923840052644,-14.484406753366248,-10.247880927084818
2311,4,1,0,4,1,4,1,10.995665448095947,-10.995665448095947,0.0,10.028599920327242,-10.028599920327242,12.57258685732427,-12.57258685732427
2312,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,10.555356247596185,12.298031550983483
2313,1,0,4,4,1,1,4,-9.740932554396386,0.0,10.698370500333368,15.65337158985728,-15.423632451247194,-14.103650498708861,13.703131146385422
2314,1,0,4,2,3,3,1,-13.944721096184745,0.0,14.81233206489869,-14.236451789737892,14.93609826241067,15.348243711280904,-15.999732295847316
2315,1,1,0,4,2,2,4,-16.645115851908212,-10.995665448095947,0.0,15.195482589474981,-14.299824887905,-13.983384951299293,16.135592901361033
2316,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,3,1,4,1,4,1,0,9.778940823202767,-10.83015402897923,16.850693739103495,-16.850693739103495,13.681361976233013,-13.681361976233013,0.0
2320,4,1,0,0,0,4,1,10.83015402897923,-10.83015402897923,0.0,0.0,0.0,13.509935410649085,-13.509935410649085
2321,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,1,3,1,0,4,2,1,-13.879262519424602,8.034135075378883,-11.398428734703092,0.0,12.108514766517217,-11.539839461596376,-11.273182696152572
2324,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.71905525402042
2325,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,1,4,1,1,4,1,3,-13.88393686966147,16.961997881234055,-16.96042050788578,-12.12909944214455,14.290104165268799,-14.218794548100758,12.174140830858745
2328,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,4,1,0,0,0,0,0,14.671735201119759,-14.671735201119759,0.0,0.0,0.0,0.0,0.0
2330,0,0,0,4,1,0,0,0.0,0.0,0.0,9.740932554396386,-9.740932554396386,0.0,0.0
2331,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,15.673596805694688,-15.673596805694688,0.0
2333,1,0,0,0,0,0,0,-13.571254020075209,0.0,0.0,0.0,0.0,0.0,0.0
2334,0,4,1,4,3,1,0,0.0,11.904173754429861,-11.904173754429861,13.39826403181531,14.444253182889149,-14.745352526166188,0.0
2335,4,1,0,0,0,0,0,10.31934160083148,-10.31934160083148,0.0,0.0,0.0,0.0,0.0
2336,1,4,2,1,4,1,4,-16.454804878165692,16.389482009311564,-16.227442618237628,-14.686359813097402,15.373443726131006,-15.478775892789486,14.241334825538441
2337,3,1,4,1,4,3,1,11.525321416278484,-14.075847484839278,14.556395084182563,-14.556395084182563,14.308910362080216,15.310212601707748,-15.567659636516513
2338,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,0,4,4,1,3,4,1,0.0,10.207060408917867,14.898784924612196,-14.849612583772348,10.411277850357763,14.958451799526726,-15.020900488511142
