CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_저가_clust_id
4584,3,-2,1,0,-1,0,2
4585,2,-3,-1,4,-3,-1,3
4586,2,0,0,-2,3,-1,2
4587,-1,1,-2,0,3,-1,4
4588,0,3,-3,-1,0,4,4
4589,-2,1,0,-2,3,-3,4
4590,-2,2,-1,-2,3,-2,4
4591,0,1,1,-2,1,0,5
4592,-1,0,0,0,2,-3,4
4593,-1,-2,3,-1,-1,-1,1
4594,3,-1,-2,3,-1,-2,3
4595,-3,3,-1,-2,0,3,4
4596,-1,-1,1,-1,-1,3,1
4597,-1,1,-2,2,0,-1,0
4598,4,-3,3,-3,0,3,2
4599,0,-2,3,-3,3,-1,5
4600,-2,3,0,-3,3,-3,4
4601,-2,0,1,0,-1,1,1
4602,4,-3,3,-3,3,-3,2
4603,0,0,0,4,0,-3,3
4604,0,-2,3,-3,3,-3,5
4605,0,-1,0,0,1,0,1
4606,0,0,1,-1,1,1,1
4607,-1,2,-2,3,-2,-1,0
4608,-1,-1,1,2,-2,0,1
4609,1,0,-1,1,-2,2,3
4610,-1,1,0,-1,-1,2,1
4611,0,1,-1,-2,3,-1,4
4612,2,0,0,-1,1,-2,2
4613,-3,2,-1,0,2,-3,4
4614,-1,1,-1,-1,1,-1,4
4615,-1,0,3,-3,-1,4,5
4616,-1,1,-1,1,-1,-1,0
4617,3,-1,-2,2,-2,3,3
4618,-2,2,-2,0,3,-2,4
4619,3,-2,2,-2,1,-1,2
4620,0,1,-3,0,3,0,4
4621,-3,0,-1,4,-3,3,0
4622,1,-1,1,-1,-1,1,1
4623,-3,3,-1,1,-1,-2,0
4624,2,-3,3,-3,3,-3,2
4625,4,-2,2,-3,3,-1,2
4626,-2,3,-3,3,0,-2,0
4627,-2,-1,2,1,-2,1,1
4628,2,1,-3,0,-1,0,3
4629,-1,4,-3,3,-3,3,0
4630,-2,3,0,-1,-1,0,4
4631,-3,-1,0,0,0,4,1
4632,-3,3,-1,-1,-1,3,4
4633,3,-2,0,0,0,1,2
4634,3,-3,1,2,0,-3,3
4635,2,1,-3,0,3,-1,4
4636,1,-3,1,2,-3,3,3
4637,1,-3,2,0,-1,0,2
4638,-1,4,-3,0,3,-2,4
4639,1,-1,0,0,2,-3,2
4640,-2,2,-1,2,-2,2,0
4641,3,-2,1,-2,3,-3,2
4642,-1,0,-1,3,-3,-1,0
4643,2,0,0,0,0,-1,2
4644,2,-3,0,3,-1,-1,3
4645,1,2,-2,1,0,-1,0
4646,-3,0,3,-3,3,-1,5
4647,1,0,-1,3,-2,0,3
4648,-2,1,0,0,-2,3,1
4649,-1,-1,1,-1,2,-3,5
4650,-1,2,-2,1,-1,0,0
4651,-1,0,0,-2,-1,4,1
4652,2,-2,1,0,-2,3,3
4653,-1,0,1,-1,1,0,1
4654,0,-1,2,0,0,-1,1
4655,0,0,2,-3,3,-3,5
4656,-3,3,-3,0,3,-2,4
4657,1,-1,1,1,-3,2,3
4658,0,1,0,-1,1,-1,4
4659,-1,3,-3,3,-1,1,0
4660,-3,3,-2,-1,0,3,4
4661,-3,3,-2,-1,3,-1,4
4662,-3,0,2,1,-2,-1,1
4663,1,0,0,-1,1,-1,2
4664,1,0,-1,-1,3,-3,4
4665,3,-3,3,-2,2,-1,2
4666,-3,2,-2,2,-1,0,0
4667,1,-1,0,2,-2,1,3
4668,0,-2,1,-2,2,-1,5
4669,3,-2,1,-1,1,-2,2
4670,0,0,0,1,-1,1,1
4671,-1,0,3,0,-3,-1,1
4672,-3,2,-1,0,1,0,4
4673,-1,-1,3,0,-2,-1,1
4674,-2,-1,3,-1,-2,3,1
4675,-3,3,0,-2,0,-1,4
4676,1,0,-1,-1,2,0,4
4677,2,-2,2,-2,0,-1,2
4678,0,0,0,4,-3,3,3
4679,3,-2,1,0,-2,2,2
4680,0,0,0,4,-3,-1,3
4681,-1,3,-3,2,0,0,0
4682,-2,-1,3,-3,3,-3,5
4683,-1,3,-2,2,-1,-1,0
4684,1,-1,0,0,1,0,2
4685,3,-3,2,-2,3,-2,2
4686,0,0,-1,1,-1,1,1
4687,-3,1,2,-2,-1,0,1
4688,-2,-1,3,-3,2,-2,5
4689,3,0,-1,0,-2,3,3
4690,0,0,1,1,-3,2,1
4691,-2,-1,3,-3,2,0,5
4692,1,-1,1,-2,-1,4,1
4693,1,-1,0,-1,3,-2,2
4694,-1,0,1,0,-1,0,1
4695,2,-2,0,1,1,-3,2
4696,0,0,0,0,4,-2,4
4697,-1,-2,1,2,-2,-1,1
4698,2,-3,0,3,-3,3,3
4699,-2,0,2,-2,1,0,5
4700,0,-3,0,0,3,-3,2
4701,0,1,-1,0,-1,2,1
4702,2,-3,3,-2,1,-2,2
4703,-1,1,-2,3,-2,1,0
4704,1,-2,3,-3,3,0,5
4705,2,-3,3,-3,2,0,2
4706,0,-2,3,-3,3,-3,5
4707,0,-2,1,0,-1,3,1
4708,1,-1,1,0,-1,0,1
4709,-1,1,-1,0,1,-1,4
4710,-3,0,3,-2,1,-1,5
4711,-1,-2,1,1,1,-3,1
4712,-1,4,0,-2,-1,3,4
4713,0,0,0,-1,2,-2,4
4714,3,-2,2,-3,1,2,2
4715,0,0,0,2,-2,1,3
4716,2,1,-2,2,-3,3,3
4717,0,-2,1,1,-2,3,1
4718,2,-2,3,0,-3,3,1
4719,-1,0,0,0,0,0,1
4720,1,-2,0,3,-2,-1,3
4721,3,-3,3,-1,0,-1,2
4722,-2,3,-2,2,-2,1,0
4723,0,4,-3,-1,0,4,4
4724,1,1,-2,3,-1,-2,3
4725,-2,0,3,0,-3,3,1
4726,-2,3,-3,3,-2,2,0
4727,3,-1,0,1,-3,1,3
4728,0,-1,-1,4,-1,0,3
4729,2,-2,0,0,0,1,2
4730,2,-1,-1,0,1,0,2
4731,2,0,-1,-1,3,-3,2
4732,0,1,-1,0,0,0,4
4733,2,1,-3,0,-1,4,3
4734,-2,0,2,-2,0,1,5
4735,1,-1,3,0,-2,1,1
4736,2,-3,1,2,-2,1,3
4737,3,-1,0,1,-3,0,3
4738,0,2,-3,2,1,-3,0
4739,-2,2,0,-1,-1,3,4
4740,-3,0,3,-1,0,-1,5
4741,3,0,-3,0,0,3,3
4742,-3,3,-2,2,-3,1,0
4743,4,-3,3,-3,3,-2,2
4744,1,-3,3,-3,3,0,5
4745,-1,1,0,-1,1,-1,4
4746,-2,3,0,-3,1,2,4
4747,-1,2,-2,3,-1,-1,0
4748,-1,4,-3,2,-1,2,0
4749,0,-2,-1,3,-1,-2,3
4750,-2,-1,1,-1,3,0,5
4751,2,-1,-1,0,0,2,2
4752,0,-3,3,-3,-1,0,5
4753,-3,3,-2,-1,3,-3,4
4754,0,0,-1,3,-2,2,3
4755,-3,3,-3,3,-3,1,0
4756,-1,1,-1,1,0,-1,0
4757,-2,1,1,-2,-1,3,1
4758,0,0,0,4,-3,-1,3
4759,2,-3,2,-2,3,-3,2
4760,2,1,-1,0,-2,0,3
4761,2,1,-1,-2,1,-1,4
4762,1,0,-1,0,1,-2,1
4763,3,-1,-2,3,0,-2,3
4764,-1,3,-1,-2,3,-3,4
4765,0,3,-2,-1,0,3,4
4766,-2,-1,4,0,-1,-2,1
4767,1,1,0,0,-1,0,1
4768,3,-1,-2,2,1,-3,3
4769,1,0,1,-2,0,0,1
4770,0,2,-2,1,-1,1,0
4771,0,-3,3,0,-3,2,1
4772,2,-1,1,-2,3,-3,2
4773,-3,2,-2,3,-1,-2,0
4774,-2,3,-3,3,-1,0,0
4775,1,-1,2,1,-3,1,1
4776,-2,3,-2,1,-2,2,0
4777,0,0,-1,2,-3,0,3
4778,1,1,-3,3,-3,0,0
4779,0,1,-1,1,0,-1,0
4780,0,-1,1,-1,2,-1,5
4781,1,2,-2,1,0,-2,0
4782,-1,0,3,-3,0,-1,5
4783,0,0,0,0,0,0,1
4784,-2,1,-2,3,-2,-1,0
4785,0,4,0,-3,-1,4,4
4786,3,-2,0,1,-1,0,3
4787,0,4,-3,-1,0,0,4
4788,3,-2,-1,3,-3,3,3
4789,0,0,0,0,0,0,1
4790,-3,3,0,-3,-1,4,4
4791,1,-1,0,-1,2,0,2
4792,0,0,1,0,-2,1,1
4793,1,-2,-1,1,2,-2,2
4794,-2,0,3,-1,0,-2,5
4795,0,0,2,-3,3,0,5
4796,4,-2,-1,-1,0,0,2
4797,0,0,0,2,-2,0,3
4798,-2,3,0,-3,0,3,4
4799,0,1,1,-3,3,-1,5
4800,0,1,-3,1,0,1,0
4801,3,-3,3,-2,-1,3,2
4802,2,-2,3,-2,0,1,2
4803,-1,1,-1,1,-1,-1,0
4804,3,-3,2,-1,-1,3,2
4805,-1,-2,1,1,-1,0,1
4806,0,3,-3,3,-3,2,0
4807,1,-1,-1,3,-1,0,3
4808,-1,2,-3,2,-2,0,0
4809,0,3,-3,3,0,-3,0
4810,-2,3,-1,-1,0,2,4
4811,2,0,-1,2,-2,-1,3
4812,-3,1,1,-2,3,-1,4
4813,-2,0,0,1,-2,3,1
4814,1,-3,2,-2,-1,4,2
4815,-1,0,1,-1,1,-1,1
4816,-1,1,-1,1,1,-3,4
4817,-2,3,-3,3,-3,3,0
4818,-3,3,-1,-1,-1,3,4
4819,-1,4,-3,-1,0,0,4
4820,-1,3,-2,2,-3,3,0
4821,3,-2,1,0,1,-3,2
4823,-3,2,1,-3,0,3,4
4824,-2,0,2,-1,-2,1,1
4826,-2,2,0,0,-2,1,0
4827,3,-2,2,-1,-1,1,2
4828,3,-3,0,3,-3,0,3
4829,-1,1,0,-1,1,-1,4
4830,-1,3,0,-3,1,0,4
4831,-2,1,-1,3,0,-3,0
4832,-3,3,-3,3,-1,-1,0
4833,-2,3,-1,0,0,-1,4
4835,-3,2,0,-2,3,-1,4
4836,2,-2,1,-2,2,-1,2
4837,-1,1,1,-2,0,1,1
4838,0,-1,0,1,0,0,1
4839,0,0,1,1,-2,1,1
4840,-2,0,3,-1,-2,3,1
4841,2,-1,-2,3,-1,-1,3
4842,0,3,-3,3,-3,3,0
4843,0,-1,-1,2,0,-1,3
4844,2,-2,-1,4,-3,3,3
4845,0,-2,-1,-1,0,0,1
4846,-2,-1,0,0,0,0,1
4847,1,-1,1,-2,2,0,2
4848,-1,4,-3,0,-1,4,0
4849,3,-2,1,-2,3,-2,2
4850,-2,0,2,-2,0,1,5
4851,4,0,-1,-1,-1,3,2
4852,-2,0,0,0,-1,2,1
4853,-2,3,-3,3,0,-3,0
4854,-2,2,-1,-1,3,-1,4
4855,-2,3,-2,1,-2,3,0
4856,-1,-1,1,1,-3,3,1
4857,-3,2,1,-3,1,-1,4
4858,-3,3,-1,-1,1,-2,4
4859,0,-3,0,2,0,-2,3
4860,-1,-1,3,-3,2,1,5
4861,1,1,-2,0,0,1,4
4862,-3,2,0,-2,2,-2,4
4863,-2,0,1,-1,0,1,1
4864,-1,0,4,-3,-1,4,5
4865,0,-1,3,0,-3,0,1
4866,2,-2,2,-3,-1,0,2
4867,-1,0,-1,-1,3,-3,4
4868,-3,0,1,-1,-1,0,1
4869,0,-1,0,1,-1,1,1
4870,-2,-1,0,-1,4,-3,4
4871,-2,2,-2,-1,-1,0,4
4872,0,0,1,0,-2,2,1
4873,0,4,-2,1,-2,3,0
4874,3,-2,1,1,-2,0,3
4875,-1,1,-2,3,-2,1,0
4876,2,-1,-1,3,-2,1,3
4877,-3,3,0,-3,3,-1,4
4878,3,-1,0,0,-1,1,2
4879,1,-1,3,-2,1,-2,5
4880,-1,1,0,-1,1,0,4
4881,2,0,-1,-1,0,3,2
4882,-1,-1,0,1,-1,1,1
4883,-1,1,-1,2,-3,2,0
4884,0,-2,-1,3,-1,0,3
4885,-1,0,4,-3,-1,4,5
4886,1,-2,0,3,-2,2,3
4887,0,3,-1,-2,1,2,4
4888,-2,1,-2,3,-1,-2,0
4889,0,-1,3,-1,-2,3,1
4890,-1,-1,3,-2,-1,3,5
4891,-1,2,-3,3,-3,3,0
4892,-3,3,-2,-1,-1,0,4
4893,-3,0,3,-1,-1,2,1
4894,1,-2,0,3,-3,3,3
4895,2,-2,1,0,0,-1,2
4896,3,-3,-1,4,0,-3,3
4897,0,-3,0,-1,4,-3,2
4898,1,0,-2,3,-3,3,3
4899,4,-3,3,-3,0,3,2
4900,0,3,-1,1,-3,-1,0
4901,1,-1,1,0,-1,0,1
4902,3,-2,0,0,1,-1,2
4903,-3,3,-3,3,-3,3,0
4904,-1,1,-1,1,-1,-1,0
4905,-2,-1,3,-3,0,3,5
4906,3,-3,3,-3,3,-2,2
4907,-1,1,1,-3,3,0,5
4908,1,-2,2,0,-2,3,1
4909,1,0,-2,3,-3,2,3
4910,-1,2,-2,1,-1,1,0
4911,-1,-1,4,-3,-1,0,5
4912,2,-2,1,-2,2,0,2
4913,-3,2,-1,-1,3,-2,4
4914,2,0,-2,2,1,-3,3
4915,1,-2,1,-1,1,-2,2
4916,-1,1,1,-1,-1,0,1
4917,3,-3,3,0,-3,3,2
4918,0,0,0,1,-2,3,1
4919,-3,3,-2,2,-3,2,0
4920,0,3,-3,1,2,-1,4
4921,0,4,-3,-1,4,0,4
4922,-1,0,1,0,1,-2,1
4923,3,-3,-1,0,0,0,2
4924,-2,-1,4,-3,3,-1,5
4925,-2,1,0,-2,2,-1,4
4927,0,0,-2,3,-1,-1,3
4928,-3,-1,0,4,-3,-1,0
4929,0,-2,-1,4,-2,-1,3
4930,-1,0,-2,3,-2,0,0
4931,1,2,-1,-1,-1,3,4
4932,1,-3,3,0,-2,0,1
4933,-3,2,-2,3,-1,-1,0
4934,0,1,-3,2,0,-2,0
4935,-3,3,0,-3,0,2,4
4936,3,-2,1,-1,1,-1,2
4937,3,-3,3,0,-3,2,2
4938,-1,4,-3,-1,4,-3,4
4939,0,1,-1,0,1,-2,4
4940,-3,1,1,0,-2,1,1
4941,-1,-2,2,0,-2,3,1
4942,-3,3,-3,-1,0,0,4
4943,2,1,-1,-1,0,1,4
4944,-1,3,-3,1,0,0,0
4945,-1,-1,0,4,-3,2,3
4946,-1,3,-3,2,0,0,0
4947,-1,-2,3,0,-3,1,1
4948,0,-3,3,-3,3,-3,5
4949,4,-3,0,3,-3,1,3
4950,2,-1,0,-1,-1,3,2
4951,-1,0,-1,3,-1,-2,0
4952,-3,3,-3,3,0,-3,0
4953,-2,-1,3,0,-3,3,1
4954,-1,1,1,-3,3,-2,5
4955,0,0,0,-2,2,0,4
4956,1,1,-2,1,0,-2,0
4957,0,3,-1,-2,3,-3,4
4958,4,-2,1,-1,-1,0,2
4959,-2,0,1,0,-1,0,1
4960,-1,0,3,-1,1,-3,5
4961,-1,3,-3,3,-3,3,0
4962,0,0,0,0,0,-1,1
4963,-3,2,1,-2,-1,3,1
4964,-1,1,-1,0,1,0,4
4965,3,-3,3,-2,1,-1,2
4966,-2,3,-2,0,1,-1,4
4967,0,3,-2,1,-2,3,0
4968,4,-3,-1,0,0,0,2
4969,0,4,-1,-1,1,0,4
4970,-2,-1,4,-2,0,1,5
4971,0,3,-3,3,-2,0,0
4972,3,0,-3,3,-1,-1,3
4973,3,-3,0,2,-2,-1,3
4974,0,1,-2,1,1,-1,4
4975,1,0,1,-1,2,-3,2
4976,-1,-1,4,-2,0,-1,5
4977,0,0,-2,2,0,0,3
4978,1,-2,2,-2,3,-3,2
4979,3,-1,0,0,-2,0,3
4980,-1,0,0,1,-1,-1,1
4981,-2,3,0,-2,1,-2,4
4982,4,-1,0,-2,3,0,2
4983,-1,1,-1,0,-1,2,1
4984,-3,0,3,-3,2,0,5
4985,2,-1,1,-1,2,-1,2
4986,3,-3,3,-3,-1,0,2
4987,2,1,-3,3,-3,0,3
4988,-2,2,-2,3,-3,2,0
4989,-1,0,-2,2,0,-1,0
4990,-3,2,0,1,-3,2,0
4991,0,0,-1,3,0,-3,3
4992,-1,0,0,0,1,-1,1
4993,-2,-1,4,-3,3,-3,5
4994,2,-1,2,-2,-1,0,2
4995,0,-1,0,1,1,-3,1
4996,1,-1,-1,3,-2,1,3
4997,-3,3,-1,-1,1,-2,4
4998,-1,-1,0,-1,3,-3,5
4999,-3,-1,4,-3,-1,0,5
5000,3,-3,3,-2,1,-1,2
5001,-1,-2,-1,0,4,-3,4
5002,-3,2,1,-3,3,-3,4
5003,2,-1,0,0,-1,1,3
5004,1,-1,0,0,1,-1,2
5005,-3,0,3,-3,3,0,5
5006,2,-1,0,2,-1,-1,3
5007,-2,-1,3,-3,3,-2,5
5008,-2,2,-3,2,0,-1,0
5009,1,-3,0,3,-3,3,3
5010,1,-2,1,0,-2,3,1
5011,-1,0,4,-3,-1,4,5
5012,-1,-1,-1,3,-2,1,3
5013,0,2,-1,0,-2,3,0
5014,-3,2,-1,0,1,-1,4
5015,3,0,-1,-2,3,-3,2
5016,3,-1,-1,0,1,-2,2
5017,3,-2,2,-3,3,-3,2
5018,-2,0,-1,2,1,-3,0
5019,1,0,-2,0,3,-3,4
5020,0,-2,2,-1,2,-3,5
5021,0,1,-2,1,2,-1,4
5022,1,0,0,-1,1,0,2
5023,0,2,-3,2,-2,3,0
5024,4,-3,-1,4,-3,3,3
5025,-3,3,0,-1,-2,3,0
5026,1,-2,3,-2,2,-3,5
5027,0,-2,3,0,-1,-1,1
5028,-3,3,-3,3,-3,1,0
5029,-1,-1,-1,3,-3,-1,3
5030,1,2,-3,3,-3,1,0
5031,1,0,-1,1,0,-2,3
5032,2,-3,3,-3,1,-1,2
5033,2,-1,1,0,-2,1,1
5034,-2,0,3,-1,0,-1,5
5035,0,-1,1,-1,1,-2,1
5036,-3,2,-2,-1,4,-3,4
5037,0,-1,3,0,-1,-1,1
5038,1,0,-2,2,-2,2,3
5039,3,0,-1,-2,3,-2,2
5040,-2,3,-3,3,-3,2,0
5041,-2,1,-2,3,-3,3,0
5042,-1,-1,2,1,-3,2,1
5043,-3,3,-1,-1,1,-1,4
5044,2,-3,1,1,0,0,2
5045,-1,-1,0,-1,3,-1,5
5046,3,-3,1,0,2,-3,2
5047,0,2,-2,3,-3,2,0
5048,1,2,-1,-2,1,2,4
5049,-2,-1,0,4,-2,-1,0
5050,-1,1,-2,1,2,-3,4
5051,-3,0,-1,4,-3,0,0
5052,0,3,-2,-1,3,-2,4
5053,-2,2,0,-1,2,-3,4
5054,4,-3,-1,4,-2,-1,3
5055,-1,-1,0,1,0,-2,1
5056,0,0,-1,4,-1,-2,3
5057,2,-2,-1,3,-2,0,3
5058,3,-3,3,-3,-1,0,2
5059,-3,-1,4,-2,-1,3,5
5060,0,4,-3,3,-3,-1,0
5061,1,-3,0,3,-2,0,3
5062,-2,2,-3,3,-3,1,0
5063,-3,-1,4,-1,-1,1,5
5064,-1,-2,3,0,-1,-2,1
5065,3,-3,0,3,-3,3,3
5066,-3,3,-3,2,0,-2,0
5067,0,-3,3,-3,3,-3,5
5068,-3,1,-1,3,-3,3,0
5069,3,-3,3,-3,3,-3,2
5070,3,-3,3,-3,0,3,2
5071,-3,1,1,1,-2,1,1
5072,-2,3,-1,-2,2,1,4
5073,0,0,0,-1,0,0,1
5074,-1,0,0,2,-2,0,1
5075,-3,3,-3,3,-1,0,0
5076,-2,1,-2,-1,0,4,4
5078,1,0,-1,1,-2,2,3
5079,-2,2,-1,1,-2,2,0
5080,-1,0,3,-1,-2,0,1
5081,3,-2,-1,0,3,-3,2
5082,-3,2,1,-2,-1,2,1
5083,3,-1,0,0,-1,-1,2
5084,-3,1,-1,3,-3,3,0
5085,3,0,-3,-1,0,4,2
5086,1,-1,0,1,0,-1,3
5087,2,-2,1,2,0,-3,3
5088,-1,3,-3,3,-2,2,0
5089,0,-3,3,-2,1,-1,5
5090,-2,1,-2,-1,4,-3,4
5091,-3,3,-3,1,0,2,0
5092,1,0,-2,3,-2,0,3
5093,0,-2,2,0,0,-1,1
5094,-3,3,-3,2,-2,2,0
5095,1,-3,2,-2,-1,4,2
5096,1,-3,2,0,-1,-1,2
5098,0,0,3,-3,1,2,5
5099,2,-2,1,-2,0,3,2
5100,-3,3,-3,-1,0,0,4
5101,-3,2,-2,-1,4,-3,4
5102,1,-2,-1,4,-3,3,3
5103,3,-3,3,-3,3,-3,2
5104,-2,-1,3,-3,-1,4,5
5105,3,-1,1,-2,-1,2,2
5106,-1,2,-3,1,1,0,4
5107,0,1,1,-3,3,-2,5
5108,0,-1,0,4,-2,2,3
5109,0,1,-3,1,0,0,0
5110,0,-2,1,-1,-1,0,1
5111,-3,3,-2,0,1,1,4
5112,4,-3,3,-1,-2,3,2
5113,1,-1,-1,-1,1,1,2
5114,0,-3,2,-2,3,0,5
5115,-3,3,-2,0,0,1,4
5116,-1,2,-1,-1,3,-3,4
5117,-3,3,-2,0,1,-1,4
5118,1,-2,-1,-1,0,4,2
5119,-3,-1,0,4,-1,-2,0
5120,-2,3,-3,2,0,-2,0
5121,3,-3,0,-1,0,4,2
5122,3,-3,3,-2,2,-3,2
5123,3,-2,2,-2,0,0,2
5124,0,0,0,-1,3,-3,4
5125,3,-2,0,1,-1,-1,3
5126,-1,2,0,0,0,-2,4
5127,3,0,-3,1,-1,3,3
5128,0,-1,1,-2,2,0,5
5129,0,0,3,-3,3,-1,5
5130,-1,-2,2,-2,3,-3,5
5131,-1,3,-3,2,0,1,0
5132,-2,0,-1,3,0,-3,0
5133,-1,1,0,-1,0,0,1
5134,-3,0,3,-1,-2,2,1
5135,-1,-1,-1,4,-2,-1,3
5136,-3,0,-1,0,0,4,1
5137,4,-2,0,1,1,-3,2
5138,2,-2,3,-3,3,-3,2
5139,-3,0,3,-1,-2,3,1
5140,0,4,-2,-1,3,-3,4
5141,-2,0,1,-2,2,-2,5
5142,-1,3,-2,0,0,0,4
5143,1,-2,1,-1,3,-1,2
5144,3,-3,3,-3,-1,4,2
5145,4,0,0,-3,-1,4,2
5146,2,0,-1,0,2,-3,2
5147,0,-3,0,-1,0,4,1
5148,0,-1,1,-1,0,0,1
5149,-3,3,0,-3,-1,0,4
5150,0,-1,3,-2,1,-1,5
5151,-3,3,-1,-2,0,2,4
5152,0,-3,3,-2,1,-1,5
5153,-1,2,0,-2,1,-2,4
5154,-1,0,4,-1,-2,3,1
5155,-1,-1,3,-1,-2,3,1
5156,1,-1,3,-2,-1,3,5
5157,3,-2,-1,2,1,-3,3
5158,3,-3,3,-2,0,2,2
5159,1,-2,0,0,1,0,2
5160,0,-3,3,-3,0,3,5
5161,2,-1,-1,1,-1,-1,3
5162,-2,1,0,-2,0,-1,4
5163,-3,0,3,-3,3,-3,5
5164,0,1,-2,3,0,-2,0
5165,3,-3,1,1,1,-1,2
5166,-1,2,-3,2,-1,1,0
5167,1,-2,1,0,0,1,2
5168,4,-3,0,3,0,-3,3
5169,2,0,1,-2,0,1,2
5170,0,0,4,0,0,-3,1
5171,1,0,-2,2,0,0,3
5172,0,-2,1,1,-1,0,1
5173,-2,3,-2,1,-2,3,0
5174,-2,0,1,0,-2,1,1
5175,0,0,0,2,-2,-1,3
5176,-2,3,-3,3,-3,2,0
5177,2,-3,3,-1,-1,1,2
5178,-2,2,-3,3,-3,1,0
5179,0,0,0,4,-3,-1,3
5180,0,-2,-1,4,-3,1,3
5181,-3,3,-3,3,-3,3,0
5182,0,-1,0,-1,0,1,1
5183,0,0,4,-1,1,-3,5
5184,-3,2,1,-3,3,-3,4
5185,-2,-1,3,-3,2,0,5
5186,-3,0,-1,4,-1,-1,0
5187,-3,2,1,-2,0,2,4
5188,0,-3,3,-3,-1,0,5
5189,2,-2,3,-3,3,-1,2
5190,3,-3,3,-3,3,-2,2
5191,-1,2,-1,1,-1,1,0
5192,-1,-1,2,-2,0,-1,5
5193,-3,2,-1,2,0,-3,0
5194,-3,-1,0,4,-3,0,0
5195,1,1,-3,1,1,-2,4
5196,1,0,-1,0,0,1,1
5197,-1,1,-3,2,1,-2,0
5198,2,-2,2,-2,0,1,2
5200,-2,1,2,-2,1,-1,5
5201,0,1,-2,0,3,-1,4
5202,1,-1,-1,-1,0,3,1
5203,-1,-2,2,1,-1,-1,1
5204,-1,0,4,-3,3,-3,5
5205,-1,2,-2,3,-3,0,0
5206,1,-1,1,0,-1,0,1
5207,1,2,-3,3,-1,-2,0
5208,-3,3,-3,-1,0,0,4
5209,2,-1,-2,2,-1,0,3
5210,0,-1,0,1,-2,3,1
5211,0,-1,-1,3,-2,2,3
5212,0,-1,-1,-1,3,-2,4
5213,0,3,-1,1,-3,1,0
5214,0,-2,-1,3,-3,0,3
5215,-2,1,-1,1,-1,0,0
5216,-2,-1,3,-2,2,-3,5
5217,1,-2,3,-1,-2,3,1
5218,-2,-1,4,-1,-1,0,5
5219,1,-1,2,1,-1,-1,1
5220,-3,0,3,-1,1,-3,5
5221,2,-2,3,-1,-2,1,2
5222,4,0,-3,1,2,-1,3
5223,3,0,-3,1,1,-1,3
5224,-2,-1,1,0,1,1,1
5225,1,0,0,-1,0,-1,1
5226,-1,0,1,1,-3,0,1
5227,-2,3,-3,2,0,-1,0
5228,2,-2,1,-2,3,-2,2
5229,0,4,-3,-1,0,4,4
5230,-2,3,-1,0,-2,-1,0
5231,3,-3,0,3,-1,-2,3
5232,0,0,2,-3,3,-2,5
5233,-3,3,-3,3,-2,-1,0
5234,-1,-2,-1,0,0,4,1
5235,-1,-1,1,-1,-1,0,1
5236,-1,-2,0,3,0,-2,3
5237,-3,2,0,0,1,-3,4
5238,1,0,-2,1,2,-2,4
5239,-3,1,0,2,-2,-1,0
5240,-1,-1,0,2,-3,0,3
5241,2,-1,0,2,-3,2,3
5242,-2,2,0,-1,0,1,4
5243,3,-3,3,-3,3,-3,2
5244,-1,2,-3,3,-1,-2,0
5245,0,4,-3,1,2,-3,4
5246,0,-1,1,0,-1,1,1
5247,0,-3,3,-3,2,-1,5
5248,-2,0,1,0,-2,2,1
5249,0,0,-1,-1,0,4,1
5250,-1,-1,3,-2,0,1,5
5251,0,0,-1,2,-1,2,3
5252,1,1,-2,3,-3,3,3
5253,1,1,0,0,-2,3,1
5254,2,-3,3,-3,-1,0,2
5255,0,-3,0,0,-1,4,1
5256,-1,3,-3,3,-2,-1,0
5257,-2,-1,3,-2,1,-1,5
5258,2,-2,3,-2,-1,3,2
5259,3,-3,-1,4,-3,-1,3
5260,0,-3,1,1,-2,2,1
5261,0,-1,0,0,2,-2,1
5262,2,-3,3,-1,-1,1,2
5263,3,-2,2,-1,-1,-1,2
5264,-2,2,-3,3,-3,3,0
5265,-3,3,-3,3,-3,-1,0
5266,1,0,-1,0,1,-1,1
5267,-1,3,0,-2,2,-3,4
5268,-2,3,-1,0,-1,1,0
5269,1,-1,1,0,-2,0,1
5270,-1,3,-2,0,-1,3,0
5271,-3,3,-3,1,0,1,0
5272,0,2,-3,1,1,-2,4
5273,-2,0,2,-2,-1,2,1
5274,3,0,-3,3,-3,0,3
5275,-1,-1,-1,0,4,-3,4
5276,4,-3,-1,0,0,4,2
5277,-2,2,-1,2,-2,1,0
5278,3,-3,-1,0,4,-2,2
5279,2,-1,2,-3,0,3,2
5280,-3,1,-1,3,-1,-1,0
5281,-1,-2,3,-2,2,-1,5
5282,-1,0,1,0,0,-1,1
5283,-2,1,-2,3,-2,1,0
5284,-2,0,-1,3,-1,-2,0
5285,3,-3,1,2,-2,1,3
5286,2,-3,3,-2,0,1,2
5287,-2,3,-3,3,-1,-2,0
5288,1,0,-1,-1,3,-3,4
5289,4,0,-2,0,2,-3,2
5290,0,4,-3,3,-3,0,0
5291,-2,3,0,-2,1,0,4
5292,0,3,-3,3,-3,3,0
5293,0,2,-2,0,0,1,4
5294,2,-2,-1,3,-3,3,3
5295,-2,0,1,-1,1,-2,1
