CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids,전체_clust_ids
5792,4,0,5,1,4,3,0,4,5,4,0,0,5,4,5,5,1,1,1
5793,2,0,0,4,4,3,0,2,0,4,2,1,5,4,3,1,4,4,4
5794,0,3,5,4,4,5,0,1,3,2,0,3,0,0,3,0,1,0,3
5795,1,1,2,0,1,4,0,0,0,2,5,1,0,5,2,0,1,4,1
5796,1,0,5,0,4,2,0,3,4,5,5,3,0,2,0,0,0,3,3
5797,0,4,0,0,3,3,0,5,0,3,5,1,0,4,1,0,1,4,2
5798,1,3,3,0,0,2,0,3,2,2,5,3,2,4,3,0,5,3,5
5799,1,3,4,0,2,3,0,2,0,5,0,0,5,0,3,0,2,1,2
5800,1,1,5,0,2,3,0,5,3,4,1,3,0,5,0,0,4,5,1
5801,4,2,4,0,1,3,0,4,0,5,5,3,3,4,0,5,2,1,5
5802,1,0,2,0,4,5,0,2,0,0,3,2,0,3,5,0,1,4,1
5803,1,1,2,4,3,3,1,5,0,1,4,1,0,2,1,4,1,3,1
5804,1,2,2,2,5,3,0,1,0,0,2,1,4,2,0,3,5,4,3
5805,2,0,1,0,5,5,0,0,0,5,4,2,0,3,2,0,1,3,3
5806,1,0,2,0,4,2,0,0,0,1,5,2,0,3,0,0,1,4,5
5807,2,0,0,0,5,3,0,5,0,4,0,2,1,0,0,2,1,1,4
5808,5,5,3,0,5,5,0,5,1,5,5,3,1,3,5,0,3,3,3
5809,1,1,3,0,4,0,0,1,3,1,1,1,0,3,3,0,5,0,1
5810,2,4,4,1,1,3,0,4,0,3,0,3,1,4,1,2,3,1,0
5811,2,3,4,2,0,5,1,5,4,0,0,5,4,3,2,4,0,5,3
5812,1,0,5,0,1,4,0,0,4,0,0,3,0,4,0,0,1,4,4
5813,1,0,1,2,4,3,0,1,0,2,2,4,5,5,0,3,3,1,5
5814,5,2,0,3,4,3,0,2,0,3,1,2,0,4,0,4,3,1,2
5815,1,0,1,0,5,3,1,5,0,4,0,5,0,3,4,0,1,1,2
5816,3,1,1,5,3,5,2,5,0,3,4,3,1,2,2,3,4,5,1
5817,5,5,0,5,2,3,2,3,0,3,1,4,3,1,0,0,3,4,1
5818,1,5,4,0,0,1,3,0,2,5,4,2,1,0,1,0,0,5,1
5819,4,3,4,2,2,3,0,0,0,0,5,1,5,4,3,5,0,4,2
5820,1,1,2,1,2,3,1,0,2,1,2,2,0,5,5,0,1,1,1
5821,1,0,2,0,2,3,0,0,0,4,5,1,0,1,5,0,1,3,5
5822,1,3,3,0,3,2,1,3,2,4,1,2,0,5,2,0,1,1,3
5823,3,0,2,0,5,2,0,2,1,5,5,0,3,4,4,2,5,1,2
5824,3,1,2,5,4,3,1,3,0,4,5,2,4,5,4,5,5,1,1
5825,0,4,0,0,4,3,0,5,0,2,2,0,3,3,0,4,3,1,5
5826,1,2,0,4,0,3,0,3,0,2,2,4,4,0,0,3,5,1,3
5827,1,5,2,0,3,5,1,0,0,2,1,5,0,5,0,0,0,0,0
5828,1,1,5,0,0,3,0,2,2,4,3,1,5,0,4,4,0,1,4
5829,5,0,4,4,5,3,0,5,0,2,3,1,1,3,4,2,4,1,5
5830,3,2,5,1,5,3,0,2,0,3,2,3,3,1,0,5,0,2,0
5831,2,1,1,0,0,4,0,2,4,2,5,4,5,2,4,4,4,3,3
5832,1,5,3,0,5,2,1,0,4,3,5,0,1,3,0,0,1,5,1
5833,1,1,5,0,2,3,0,3,0,1,1,4,0,1,4,2,3,1,0
5834,1,4,3,0,1,4,3,5,0,1,0,3,0,2,0,0,2,5,5
5835,0,4,4,2,3,0,0,0,0,2,0,1,5,4,5,0,3,3,3
5836,1,0,1,0,3,4,0,0,0,4,1,2,0,4,1,0,1,2,4
5837,0,3,0,0,3,1,5,0,2,5,3,2,2,1,0,2,3,4,2
5838,1,1,2,0,1,4,0,5,0,0,5,5,0,3,5,0,3,1,5
5839,5,4,0,4,4,3,0,4,0,2,5,5,1,4,0,5,2,1,3
5840,1,1,4,0,5,4,0,0,5,2,0,1,4,0,1,0,2,1,5
5841,3,5,2,5,3,5,0,5,4,4,3,0,3,5,4,5,4,2,0
5842,2,5,0,2,2,3,1,2,0,2,0,0,0,1,3,2,3,1,2
5843,1,1,0,0,5,3,0,3,0,4,1,2,3,2,5,5,1,5,4
5844,1,2,0,0,3,3,0,0,3,1,4,5,0,1,4,0,5,2,5
5845,1,3,4,0,3,3,0,1,0,2,3,2,0,2,2,4,3,2,2
5846,5,1,3,5,0,3,0,1,5,0,0,2,5,1,4,0,0,0,0
5847,4,5,2,1,1,4,4,4,5,2,4,2,3,2,4,0,3,0,0
5848,2,5,4,1,3,0,4,5,2,2,0,1,4,4,1,0,2,1,2
5849,1,3,1,0,5,2,4,2,1,4,0,4,0,3,4,0,4,5,5
5850,1,0,0,0,4,3,0,3,0,0,0,5,1,3,0,0,1,1,1
5851,2,3,4,5,1,3,0,3,0,4,1,5,0,3,0,4,3,2,0
5852,1,5,2,5,5,1,0,1,2,5,0,1,4,3,3,3,0,1,3
5853,4,3,3,3,2,5,0,4,0,3,4,2,3,4,5,1,5,1,0
5854,1,0,5,0,4,5,2,5,2,4,5,2,0,5,5,0,5,0,5
5855,1,0,5,0,1,0,0,5,0,5,2,0,0,2,5,0,4,1,3
5856,1,5,5,1,1,5,0,0,2,4,1,3,1,5,5,0,5,5,1
5857,1,0,4,0,3,1,0,1,0,1,4,2,0,1,5,0,1,4,0
5858,5,1,0,0,3,2,2,3,0,1,5,5,0,0,2,0,0,4,5
5859,0,3,1,0,2,3,0,1,0,5,0,4,3,3,4,5,4,3,5
5860,0,3,0,0,1,0,0,4,2,0,1,1,0,1,0,0,3,5,4
5861,3,1,4,4,1,3,0,0,3,5,5,0,5,2,4,4,4,3,5
5862,2,5,3,0,4,4,0,0,0,2,3,1,3,2,2,0,1,4,2
5863,1,3,0,2,2,3,0,5,4,1,0,0,5,0,5,1,1,1,3
5864,1,0,3,0,4,2,0,0,0,5,2,0,0,3,5,0,1,0,3
5865,1,4,3,0,2,5,4,1,3,2,1,2,0,5,0,3,4,2,4
5866,1,0,5,0,2,3,3,3,4,2,1,2,0,3,1,0,1,2,3
5867,1,0,4,0,4,2,0,0,5,0,4,2,0,2,1,0,1,2,4
5868,2,4,4,4,2,2,0,0,0,5,3,0,4,1,3,5,1,4,2
5869,1,5,2,0,1,5,1,2,2,3,5,0,1,5,1,0,1,2,5
5870,4,4,2,0,0,3,0,0,0,0,4,0,5,3,1,0,3,1,2
5871,1,2,3,0,2,5,3,4,2,3,0,0,0,1,5,0,4,2,2
5872,1,3,4,1,2,0,0,5,0,2,0,3,0,3,0,4,1,1,3
5873,1,5,5,0,1,1,0,1,0,0,1,0,0,3,3,0,3,2,3
5874,3,0,5,0,0,5,0,0,0,3,4,4,1,2,1,5,5,2,1
5875,3,5,3,4,4,5,0,3,3,2,0,1,0,3,0,1,0,0,3
5876,1,3,1,0,4,3,0,2,1,4,3,5,2,3,1,0,0,1,4
5877,5,0,0,2,5,3,0,4,0,1,4,1,0,2,2,0,5,0,1
5878,2,2,2,0,3,3,0,3,0,4,3,1,3,2,0,2,4,1,0
5879,1,3,0,0,4,4,3,5,2,2,1,3,0,0,4,0,1,5,2
5880,1,4,3,0,3,1,0,3,0,0,1,2,0,1,0,4,1,0,4
5881,2,2,3,1,1,3,0,3,0,1,4,2,2,0,0,4,5,1,4
5882,1,0,4,0,4,4,0,0,0,5,2,2,0,3,2,0,1,3,4
5883,1,3,3,0,5,1,0,0,0,5,4,2,0,1,0,4,2,3,4
5884,0,4,4,0,1,3,0,0,0,2,4,0,0,1,0,1,1,2,4
5885,1,0,4,3,2,5,0,0,5,1,5,4,2,2,1,2,4,5,1
5886,3,0,4,2,5,3,0,1,0,2,3,2,1,2,2,3,5,1,1
5887,1,5,5,0,4,4,0,0,3,5,5,4,0,3,4,0,1,0,2
5888,5,3,2,0,2,1,0,0,0,2,3,2,5,0,5,4,0,5,2
5889,1,5,0,0,3,3,0,5,0,4,0,2,5,5,0,2,3,3,2
5890,1,0,5,0,4,1,5,1,4,3,2,2,0,3,2,0,1,4,4
5891,1,1,1,0,4,5,0,0,3,2,0,4,3,3,1,1,1,2,5
5892,1,0,3,0,2,1,0,0,0,1,2,1,0,0,5,0,1,1,3
5893,1,1,5,0,4,5,0,0,5,4,1,2,0,5,5,0,3,5,0
5894,3,1,1,0,4,1,4,1,2,5,5,0,0,1,5,2,5,4,1
5895,5,5,4,3,0,3,0,5,0,3,0,2,5,4,0,5,0,1,4
5896,1,0,1,0,4,4,0,0,0,2,1,2,0,3,4,0,1,0,4
5897,0,4,0,0,4,3,0,1,1,2,5,4,2,3,4,4,3,2,0
5898,2,5,0,0,4,5,3,0,0,0,1,3,0,1,5,0,1,5,4
5899,0,0,2,2,1,3,0,5,0,2,1,5,3,1,1,2,1,4,4
5900,0,3,2,1,4,4,0,4,0,2,1,2,5,0,2,2,1,2,3
5901,4,0,4,0,4,3,0,0,0,2,5,2,4,1,0,5,3,1,2
5902,2,5,2,1,2,3,3,1,1,4,2,5,4,1,1,0,0,4,2
5903,4,0,5,2,3,3,0,5,0,2,4,1,2,3,2,5,1,1,0
5904,1,2,4,0,2,2,2,5,0,2,0,0,1,2,4,0,1,1,3
5905,1,1,4,0,3,4,2,4,2,5,2,0,0,1,4,0,3,3,4
5906,1,0,1,0,2,3,0,0,0,2,3,5,0,3,3,0,3,5,2
5907,1,0,1,0,1,4,0,0,0,5,4,5,0,4,0,0,1,0,3
5908,1,0,3,0,3,4,0,0,2,5,0,5,0,1,2,0,4,5,2
5909,4,3,1,0,4,0,0,5,0,5,1,1,2,0,3,0,3,4,1
5910,4,1,4,0,2,4,0,2,0,2,2,3,3,4,4,0,3,1,2
5911,4,5,2,5,3,5,4,1,5,4,2,1,1,0,2,5,1,5,1
5912,1,4,3,0,4,2,0,0,2,1,3,3,0,0,5,0,0,2,5
5913,1,4,4,0,4,4,0,0,0,3,4,1,0,3,1,0,1,2,1
5914,1,2,5,0,4,2,1,1,4,3,5,4,3,0,4,1,4,2,1
5915,5,3,3,1,3,4,0,0,2,1,3,5,0,4,2,0,0,2,2
5916,1,1,0,0,2,0,5,3,2,2,4,4,2,1,0,0,5,3,2
5917,1,3,1,0,5,4,2,3,3,2,0,1,0,4,5,0,3,3,2
5918,0,4,5,4,1,3,0,0,0,0,0,0,3,4,4,3,1,1,3
5919,0,4,2,0,2,5,5,3,0,2,4,3,4,4,2,3,1,3,2
5920,1,2,2,0,3,2,0,0,3,0,3,1,0,3,3,0,4,2,0
5921,1,0,1,0,0,1,0,0,0,0,4,2,0,3,5,0,1,2,0
5922,2,5,2,1,0,3,1,3,0,1,0,0,4,0,2,2,1,5,5
5924,1,3,0,0,5,3,1,2,0,4,2,1,4,2,0,4,1,1,1
5925,4,3,1,1,1,1,1,2,3,2,5,3,3,0,1,5,3,0,0
5926,1,0,1,0,5,4,0,3,0,2,0,2,2,5,0,0,1,0,4
5927,5,0,1,1,3,3,0,0,0,2,1,0,4,5,0,3,3,1,4
5928,1,0,3,0,4,5,0,0,0,2,0,3,0,3,0,0,1,2,2
5929,1,1,1,0,2,5,0,0,2,2,3,0,0,3,2,0,4,2,5
5930,5,3,1,1,0,4,1,2,5,2,2,0,4,4,1,3,5,0,3
5931,1,0,0,0,4,1,0,0,2,1,5,1,0,3,3,0,4,4,5
5932,3,3,2,5,5,2,0,3,2,5,3,2,2,0,5,4,2,1,3
5933,1,0,3,0,1,0,0,0,0,5,4,2,0,3,1,0,5,0,0
5934,4,1,4,2,1,1,5,5,5,5,4,4,0,2,3,2,3,4,3
5935,1,0,3,0,4,1,3,4,5,3,0,4,0,3,0,0,4,1,4
5936,5,1,4,0,0,5,0,2,0,2,0,4,1,3,1,4,0,2,3
5937,4,5,0,0,3,2,3,2,2,5,0,4,3,4,5,4,0,4,2
5938,4,4,4,0,2,1,0,2,0,2,0,1,5,3,4,2,0,2,2
5939,4,3,0,1,5,5,1,5,3,2,3,4,5,4,4,3,1,2,2
5940,1,4,3,0,3,2,2,5,0,4,3,4,1,1,5,4,2,0,0
5941,1,0,2,0,5,0,4,3,0,0,1,5,0,3,0,0,0,0,4
5942,5,3,3,3,4,3,5,3,3,5,4,2,1,3,5,0,1,2,4
5943,1,0,4,0,2,3,0,3,2,2,5,0,2,1,4,0,2,5,4
5944,4,4,1,2,5,3,1,5,0,3,2,3,4,4,4,2,0,0,4
5945,1,4,1,0,5,4,0,0,4,2,1,5,2,4,0,4,4,3,2
5946,1,1,5,0,2,3,5,4,3,3,2,2,2,1,4,0,1,0,1
5947,5,3,3,2,3,3,0,2,2,1,3,4,1,4,0,2,1,0,2
5948,4,5,4,2,1,3,3,0,5,3,4,3,1,2,0,0,4,1,3
5949,1,1,3,0,3,4,5,0,2,1,0,4,3,1,0,0,1,2,0
5950,1,4,0,1,3,4,0,5,2,4,3,2,0,4,4,4,0,5,2
5951,1,0,4,0,4,4,0,5,5,1,0,0,0,0,5,0,1,5,2
5952,1,0,1,0,2,3,0,0,0,1,5,1,0,3,1,0,1,4,5
5953,1,0,0,0,3,3,0,4,0,5,1,3,4,2,1,4,2,2,4
5954,5,1,1,3,0,3,4,0,4,4,2,3,3,0,1,3,3,2,3
5955,1,0,4,0,2,1,3,1,0,3,5,4,0,0,0,0,1,2,5
5956,1,5,4,2,4,3,5,3,4,5,1,5,4,3,0,4,4,1,2
5957,3,3,3,0,0,0,4,0,3,1,0,4,4,4,4,0,0,5,4
5958,1,0,4,0,1,2,0,4,0,5,2,1,0,2,0,1,1,1,3
5959,1,3,3,2,0,1,0,3,3,1,3,3,0,2,3,0,1,3,4
5960,5,0,4,0,3,4,0,0,0,4,4,2,1,0,1,3,3,2,4
5961,1,1,0,0,4,4,0,1,0,2,1,5,0,2,0,0,4,0,4
5962,1,0,5,0,3,3,0,4,0,1,4,4,0,1,1,0,1,3,5
5963,3,3,4,0,3,1,0,2,5,2,0,3,5,0,1,2,5,5,0
5964,1,0,3,0,4,1,0,0,0,0,5,2,0,3,5,0,1,2,5
5965,1,3,5,0,1,3,0,4,1,4,1,0,3,3,2,1,4,1,1
5966,3,0,2,2,2,1,0,0,0,0,3,5,0,0,4,0,4,5,5
5967,0,4,3,4,1,3,0,1,0,1,0,1,0,2,0,5,5,1,2
5968,1,0,0,3,3,5,0,3,1,2,3,1,2,2,3,0,1,3,0
5969,1,0,1,0,4,1,0,0,0,2,5,4,0,0,2,0,1,0,5
5970,4,3,5,2,4,4,0,1,0,2,0,3,3,4,0,0,0,0,2
5971,3,1,3,2,3,0,5,0,2,1,4,3,5,1,1,4,4,3,5
5972,1,5,1,0,4,5,0,3,5,4,3,1,0,3,0,0,5,1,1
5973,1,4,5,0,2,2,0,5,4,3,0,5,1,2,1,0,0,0,5
5974,1,3,1,0,0,4,1,4,0,2,5,3,1,2,0,0,0,5,1
5975,5,5,4,3,1,2,0,4,0,2,4,0,0,0,5,5,5,5,3
5976,2,4,2,2,5,3,0,0,0,4,4,2,5,0,0,4,2,0,3
5977,0,4,3,1,3,3,0,4,4,1,3,5,0,3,0,1,3,2,5
5978,4,3,4,0,2,2,0,4,0,5,2,2,4,0,5,4,0,3,3
5979,1,5,2,0,1,3,0,0,0,4,5,4,2,1,4,5,2,0,0
5980,1,3,3,0,0,3,5,5,4,4,3,2,1,1,1,0,1,5,5
5981,2,0,4,0,4,4,0,4,0,2,1,2,4,0,1,0,1,2,2
5982,1,5,2,0,4,0,2,0,4,5,0,1,0,5,0,3,2,2,3
5983,5,3,5,0,4,0,0,0,0,4,1,1,4,3,4,5,5,1,3
5984,1,3,1,0,3,2,0,0,0,5,5,1,5,4,2,2,2,0,2
5985,1,4,1,0,2,3,0,0,0,2,3,1,0,4,0,2,1,1,2
5986,1,0,5,0,0,5,0,0,0,3,1,2,5,3,0,0,1,4,1
5987,1,0,1,0,3,5,0,4,0,2,1,2,3,1,0,4,1,4,4
5988,4,4,4,0,2,3,1,1,5,4,4,0,3,4,0,0,0,3,0
5989,1,0,5,0,4,1,4,5,3,1,1,2,0,3,2,0,1,0,4
5990,4,3,0,0,2,2,0,5,3,0,0,2,5,1,4,2,0,0,2
5991,1,0,3,0,2,2,0,1,1,1,3,1,2,5,5,0,1,2,5
5992,1,0,2,0,4,4,0,0,0,1,5,5,0,3,2,0,1,3,5
5994,1,0,1,0,4,4,0,0,0,1,1,2,0,3,4,1,1,4,4
5995,1,3,0,0,2,0,0,1,0,2,0,2,0,1,2,0,1,1,2
5996,2,1,2,5,5,3,0,3,0,2,5,1,5,2,0,5,2,1,3
5997,5,5,3,0,2,2,0,4,5,5,0,1,2,5,4,4,0,1,5
5998,1,5,5,0,1,1,2,0,3,1,0,1,0,5,0,0,2,1,4
5999,2,5,1,2,4,3,0,4,0,1,1,2,5,3,2,0,0,3,4
6000,1,1,2,0,4,5,0,0,0,5,4,5,2,1,2,1,1,4,0
6001,1,1,3,5,1,3,0,0,0,2,1,2,1,5,0,3,3,1,1
6002,1,0,4,0,4,1,0,0,0,4,3,1,0,3,1,0,1,1,5
6003,0,4,0,0,0,3,0,0,5,2,0,2,1,2,1,4,0,1,3
6004,1,0,2,0,1,3,0,2,0,0,3,3,1,2,0,4,1,1,1
6005,2,4,5,2,4,4,1,0,1,2,0,2,1,3,4,3,1,2,4
6006,4,0,4,1,0,3,0,1,0,2,2,2,0,3,2,2,3,5,4
6007,1,5,3,0,1,0,0,0,5,3,4,3,0,5,3,0,1,3,1
6008,1,5,3,0,0,3,0,2,0,4,0,1,1,0,4,1,3,0,3
6009,1,0,4,0,4,5,0,0,0,1,2,2,0,3,5,0,1,0,2
6010,1,2,1,0,3,0,5,5,3,4,0,2,0,5,0,0,1,0,5
6011,2,2,0,3,0,3,0,4,0,3,2,3,1,3,0,4,4,1,4
6012,1,5,0,0,1,3,0,0,2,5,1,0,2,2,3,2,1,5,1
6013,1,5,2,0,0,3,0,2,5,5,1,2,1,2,4,3,4,5,1
6014,1,0,0,0,2,0,1,0,0,2,5,4,0,0,5,0,1,3,5
6015,1,3,0,0,3,3,0,0,0,4,4,1,1,3,3,3,4,0,5
6016,1,0,0,0,4,5,0,0,0,5,0,0,3,1,5,0,1,1,4
6017,1,4,5,0,5,3,0,0,3,0,3,4,0,4,2,0,5,1,0
6018,1,0,1,0,4,1,0,0,0,1,3,3,0,3,4,2,1,3,0
6019,5,3,0,2,3,4,1,4,4,0,3,2,3,1,5,2,3,1,2
6020,1,3,4,1,4,3,0,4,0,5,0,5,0,3,4,5,5,3,3
6021,5,3,3,0,0,1,0,0,0,2,3,1,0,4,1,0,1,0,2
6022,1,0,3,0,4,5,0,0,4,5,1,4,4,3,0,5,4,3,3
6023,1,5,1,5,0,3,1,4,1,1,1,5,0,2,4,0,3,5,1
6024,4,3,2,1,1,3,0,5,2,3,4,0,1,0,0,5,3,1,2
6025,1,4,0,0,4,2,4,4,2,5,2,2,1,5,5,0,3,2,2
6026,1,0,5,0,2,5,1,0,2,1,0,5,3,4,5,0,3,4,2
6027,1,0,2,0,0,4,2,4,2,5,0,1,0,3,5,0,1,5,2
6028,1,0,2,0,4,2,0,0,0,1,1,2,0,3,1,0,1,1,4
6029,5,4,0,5,4,3,0,3,0,0,4,3,0,5,5,4,0,4,4
6030,1,0,1,0,4,0,0,0,0,1,1,2,0,3,4,0,1,4,4
6031,1,3,5,3,0,1,1,4,0,5,3,2,1,5,1,0,1,4,3
6032,1,4,0,0,3,2,2,1,3,2,0,2,0,1,4,4,5,2,0
6033,3,3,1,0,4,3,0,2,5,1,1,1,3,2,1,3,5,1,1
6034,1,0,5,0,4,3,0,0,0,5,3,1,0,3,2,0,1,3,4
6035,2,2,2,5,0,3,0,3,2,4,2,2,4,4,0,4,0,1,3
6036,5,0,0,2,5,3,0,1,0,2,5,1,0,4,0,4,5,1,2
6037,1,0,0,0,3,2,0,0,0,4,1,2,2,1,0,0,1,1,4
6038,3,2,4,2,0,4,1,3,2,0,5,4,4,0,5,2,0,3,5
6039,1,2,3,0,4,5,0,0,0,3,3,2,0,1,5,2,1,0,4
6040,1,0,1,0,1,4,0,4,0,4,5,2,0,3,1,0,1,4,5
6041,3,4,0,0,5,1,0,0,4,2,2,5,1,3,1,0,0,3,3
6042,5,3,1,0,4,3,0,5,5,2,0,1,5,0,3,3,3,2,4
6043,1,2,4,0,1,2,0,0,2,2,3,2,2,3,2,0,5,1,4
6044,1,1,2,0,1,2,5,5,1,3,1,1,2,3,0,3,4,3,5
6045,1,0,2,0,5,0,0,3,5,2,1,0,0,1,1,0,3,0,4
6046,4,4,2,3,0,3,0,3,1,5,3,1,5,5,2,0,0,0,5
6047,0,2,4,0,3,5,1,0,2,2,5,1,5,4,5,4,2,2,2
6048,1,0,2,0,5,3,0,0,2,1,1,2,0,5,1,0,2,0,3
6049,1,4,2,0,3,5,0,0,0,3,4,3,0,1,0,0,1,2,1
6050,1,5,5,1,0,4,0,3,3,2,4,5,0,5,1,3,1,5,1
6051,5,0,0,0,3,3,0,4,0,5,4,4,1,5,1,0,1,1,1
6052,1,0,2,0,3,0,0,0,0,5,2,0,1,5,1,0,1,5,1
6053,1,3,2,0,4,3,0,0,0,2,4,3,2,0,3,0,1,5,1
6054,1,4,4,0,4,2,4,5,5,2,0,3,0,0,5,0,5,5,2
6055,1,1,2,4,3,3,0,0,3,2,5,4,2,4,1,0,3,1,3
6056,3,2,1,2,4,3,0,4,0,3,5,3,1,1,2,5,1,2,3
6057,1,0,1,0,1,0,1,3,3,3,0,1,0,5,0,0,4,4,3
6058,5,3,1,0,1,3,0,0,5,5,4,3,0,0,0,1,5,5,1
6059,3,2,4,0,4,2,2,3,4,3,4,4,0,2,1,2,4,4,1
6060,5,5,2,0,5,2,4,0,0,1,2,3,2,0,5,0,1,1,1
6061,0,0,5,0,4,2,0,3,0,3,2,2,3,1,2,0,2,5,4
6062,4,1,4,0,3,0,1,2,1,0,0,1,0,2,2,0,1,4,4
6063,1,2,0,0,2,1,3,5,0,1,2,0,0,3,1,0,1,1,5
6064,1,0,2,0,3,4,0,2,0,4,3,4,0,5,1,0,1,5,0
6065,4,1,1,0,0,3,0,4,0,5,4,3,4,2,2,5,3,1,3
6066,2,4,5,0,2,2,3,4,5,3,4,2,3,5,5,3,5,5,1
6067,0,4,1,2,3,3,0,3,0,2,2,5,5,1,1,2,0,4,0
6068,3,4,2,1,3,3,0,2,0,2,1,5,5,2,3,4,0,1,4
6069,1,0,2,0,5,4,5,1,3,2,3,5,0,3,5,0,1,1,4
6070,1,5,4,2,4,5,1,4,4,5,4,1,5,2,3,2,2,3,4
6071,0,4,0,0,2,3,0,3,0,2,2,3,5,1,3,4,5,5,3
6072,0,3,1,5,4,4,0,5,0,5,0,3,1,4,2,0,1,5,3
6073,1,0,0,0,4,2,0,2,5,0,3,2,0,3,0,0,5,1,4
6074,1,1,0,0,4,1,0,0,4,5,4,3,0,2,1,0,5,3,1
6075,1,4,3,0,3,4,0,0,0,5,1,3,0,4,2,0,1,4,4
6076,3,4,4,0,1,3,0,1,0,2,2,5,0,5,5,0,5,1,2
6077,1,3,2,0,2,0,0,0,5,0,1,4,2,2,1,0,2,1,1
6078,5,3,1,0,5,3,0,0,0,5,5,0,2,0,0,2,4,1,3
6079,1,4,1,1,0,3,0,1,0,0,1,2,1,2,4,1,5,1,0
6080,0,4,2,0,4,1,0,2,0,3,3,4,0,5,0,2,1,4,1
6082,1,0,3,0,5,5,1,2,0,0,1,2,0,3,0,0,2,2,4
6083,3,4,0,0,3,3,0,4,0,2,2,3,5,4,4,1,1,1,2
6084,1,0,4,0,4,3,0,3,3,2,3,4,0,2,2,0,4,5,5
6085,4,2,1,0,5,0,5,1,5,2,0,4,4,2,5,0,4,2,2
6086,1,2,0,0,5,0,1,5,2,1,3,1,1,3,5,0,5,2,5
6087,2,2,1,4,1,3,0,2,0,3,4,5,2,2,1,0,0,1,1
6088,4,3,2,5,1,3,0,5,1,0,2,5,0,1,3,4,0,3,4
6089,3,3,4,0,0,0,0,4,5,5,4,4,2,0,1,0,0,1,5
6090,1,3,0,0,4,0,4,1,2,3,0,1,0,3,5,0,1,3,2
6091,1,3,4,0,4,3,0,0,0,2,0,2,2,4,0,0,1,1,2
6092,2,0,4,3,2,0,1,1,4,0,2,2,2,4,3,2,3,4,2
6093,1,2,4,0,1,5,1,4,4,4,2,2,4,1,4,0,0,1,4
6094,0,5,2,0,0,0,0,0,0,5,2,0,4,3,4,0,1,1,3
6095,1,3,2,0,5,2,0,2,1,4,2,2,0,0,0,0,3,2,4
6096,1,4,0,2,2,3,4,5,0,1,0,3,1,4,0,0,4,1,4
6097,1,2,2,0,1,0,0,3,1,1,2,0,0,5,0,0,1,2,5
6099,0,3,0,1,5,3,0,2,4,4,1,2,4,3,2,3,2,1,3
6100,4,3,4,4,3,2,2,4,0,0,0,0,1,4,4,3,5,5,3
6101,2,4,0,0,3,2,4,4,1,2,3,5,4,1,0,2,3,0,2
6102,2,1,0,4,5,3,0,0,0,2,4,2,4,3,0,4,0,1,3
6103,1,4,2,0,5,0,5,2,1,4,3,5,0,3,0,0,4,3,5
6104,1,0,2,0,4,4,0,0,0,2,4,4,0,3,1,0,1,3,1
6105,1,1,2,0,5,3,0,3,5,2,2,3,0,1,5,0,2,1,2
6106,1,0,5,0,4,4,0,0,0,4,1,2,0,4,2,0,1,1,4
6107,2,5,3,3,5,3,0,5,0,4,4,4,2,2,0,3,5,2,0
6108,1,0,3,0,3,0,0,0,0,4,3,4,0,3,5,0,1,0,0
6109,1,0,5,0,4,1,0,0,0,0,4,1,1,5,5,3,0,0,1
6110,1,4,1,0,2,3,0,2,0,4,1,1,4,3,5,2,3,5,4
6111,1,5,5,0,4,0,0,2,4,5,0,1,0,2,2,0,0,1,2
6112,1,1,0,0,0,5,4,4,5,0,0,2,0,0,3,0,1,3,0
6113,2,4,3,0,3,3,0,2,0,4,3,1,3,1,0,2,3,1,0
6114,4,1,4,0,0,5,0,5,0,0,4,2,4,5,5,0,1,3,1
6115,1,4,2,0,1,1,0,4,4,1,1,5,2,2,1,0,3,1,4
6116,1,4,5,2,1,3,0,5,0,4,0,1,3,4,4,0,2,1,2
6117,1,1,5,0,4,3,0,0,1,5,2,3,0,5,0,3,5,1,4
6119,0,0,3,0,5,1,0,0,5,0,2,1,2,1,2,4,4,0,3
6120,1,0,5,0,4,3,2,3,1,4,1,5,0,3,4,0,1,5,0
6121,5,1,0,0,2,2,2,5,0,3,2,3,4,5,1,4,4,3,1
6122,1,3,0,0,1,5,0,0,4,2,2,1,0,0,1,4,5,2,2
6123,2,2,4,0,4,3,5,3,4,3,4,3,4,4,2,1,1,3,2
6124,5,2,4,0,0,3,0,0,0,3,2,1,0,0,0,0,2,1,1
6125,0,0,4,1,0,3,0,3,0,2,2,0,3,3,3,0,0,4,3
6126,5,3,1,1,0,3,1,2,4,2,4,5,1,2,5,2,3,2,0
6127,0,5,1,0,4,4,0,0,5,5,1,3,0,3,2,0,1,3,1
6128,1,1,3,2,4,4,0,5,2,1,4,1,4,2,4,1,5,1,3
6129,5,1,1,5,4,3,0,0,0,3,2,3,1,0,0,4,1,1,4
