CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,전체_clust_id
3976,2,-2,2,0,0,0,0
3977,0,1,-1,1,0,0,5
3978,-3,2,-2,1,0,1,2
3979,0,0,-1,0,0,1,5
3980,-2,3,-2,0,0,2,2
3981,1,1,1,-1,-1,0,4
3982,-1,1,-1,0,1,-1,3
3983,1,-1,1,-1,2,-3,1
3984,-2,1,1,-3,2,-2,3
3985,0,1,0,0,-1,1,4
3987,1,0,-1,0,2,-2,5
3988,0,1,-1,0,0,1,5
3989,1,-1,2,-3,3,-3,1
3990,-1,0,1,0,-1,0,4
3991,0,3,-1,-1,2,-1,3
3992,2,-1,-1,0,0,2,5
3993,0,-2,-1,2,-2,2,0
3994,-3,2,0,0,-2,3,2
3995,0,1,0,-1,1,-1,3
3996,-3,3,-3,3,-2,1,2
3997,3,-2,-1,1,0,1,0
3998,2,-1,1,0,1,-3,1
3999,-2,2,0,0,0,0,3
4000,3,-2,2,-2,1,-1,1
4001,-1,0,1,0,-1,-1,4
4002,3,-3,2,-1,2,-2,1
4003,1,2,-3,3,-1,0,2
4004,0,-1,1,-1,1,-1,1
4005,-2,0,1,-1,0,1,3
4006,-1,1,0,0,-1,0,4
4007,1,0,2,-2,0,1,1
4008,0,0,-2,3,-3,2,2
4009,3,-2,1,-1,1,-1,1
4010,0,2,-3,2,-1,1,2
4011,-1,0,1,-2,2,-1,3
4012,-1,2,-3,2,-1,0,2
4013,1,0,-1,1,-1,-1,5
4014,0,-1,0,1,0,-1,4
4015,-1,0,-1,2,0,-1,2
4016,2,-2,-1,3,0,-2,0
4017,1,0,0,-1,0,0,5
4018,1,-1,0,1,-1,1,0
4019,-1,-1,0,1,-1,0,4
4020,0,1,0,0,-2,3,4
4021,3,-2,1,0,-1,1,0
4022,1,-1,0,0,1,-1,5
4023,2,-1,-1,3,-1,-2,0
4024,0,-1,0,-1,2,0,1
4025,-1,2,0,0,-1,0,4
4026,1,0,-2,1,1,0,5
4027,-1,2,-1,1,1,-3,3
4028,0,0,-2,2,-1,1,2
4029,0,2,-2,3,-2,0,2
4030,-1,0,1,-1,0,1,3
4031,3,0,-3,1,1,1,5
4032,-1,1,-1,1,-1,0,2
4033,-3,3,-2,0,0,0,2
4034,2,-1,0,1,-1,0,0
4035,-1,1,-1,1,0,-1,2
4036,0,1,-1,2,-1,-2,2
4037,3,-2,1,-2,2,0,1
4038,3,0,-3,2,1,-3,5
4039,1,-1,1,0,0,-1,0
4040,0,-1,1,-1,1,-1,1
4041,-1,0,2,0,-3,1,4
4042,-3,1,2,-1,-1,0,3
4043,-1,2,-2,0,0,1,2
4044,2,0,-1,1,-1,-1,5
4045,-3,3,-1,1,-3,1,2
4046,-2,3,-1,-1,2,-2,3
4047,1,2,-1,-1,1,0,5
4048,0,-1,0,1,-2,1,4
4049,-1,-1,-1,3,-3,2,2
4050,-3,2,0,-1,1,0,3
4051,-1,0,0,-1,0,1,3
4052,0,-1,0,2,-2,1,4
4053,2,-2,0,1,0,-1,0
4054,-1,0,-1,3,-2,0,2
4055,0,-1,-2,0,2,0,5
4056,3,0,-2,0,1,-1,5
4057,-1,0,1,0,0,-1,4
4058,0,0,1,0,-1,1,4
4059,1,-2,0,3,-2,1,0
4060,0,-1,0,1,-1,0,4
4061,-1,1,1,0,-1,1,4
4062,0,1,-1,1,0,0,5
4063,1,-3,1,1,0,-1,0
4064,-1,0,0,1,-2,1,4
4065,1,1,-3,1,0,2,5
4066,0,-2,1,-1,1,0,1
4067,-1,0,0,0,1,1,3
4068,-1,2,-2,1,-1,3,2
4069,-1,1,-1,0,0,0,3
4070,1,-1,0,1,0,0,0
4071,-1,1,0,0,-1,1,4
4072,3,-2,1,-1,1,-2,1
4073,0,1,-1,2,-3,2,2
4074,-3,2,-1,0,1,0,3
4075,-1,-1,-1,3,0,-3,2
4076,1,0,0,-1,1,0,5
4077,0,2,-3,1,2,-3,5
4078,1,-1,0,0,2,-2,5
4079,2,1,-3,2,1,-2,5
4080,-1,-1,0,1,0,-1,4
4081,0,0,-1,1,0,-1,5
4082,1,-1,1,0,-2,2,0
4083,2,-1,0,0,2,-1,5
4084,0,1,1,-3,3,-1,3
4085,0,2,0,0,-1,1,4
4086,-1,0,2,-1,-1,0,4
4087,0,-1,1,0,-1,0,4
4088,0,1,0,-1,0,1,3
4089,0,-2,3,-3,3,0,1
4090,-3,0,1,1,-1,1,4
4091,0,-1,-1,3,-3,1,4
4092,0,-1,1,-1,1,-2,1
4093,3,-2,2,-2,0,0,1
4094,-2,0,-1,2,-2,2,2
4095,-3,2,0,1,-3,2,2
4096,-3,3,-2,2,-2,1,2
4097,-1,1,-3,0,0,1,2
4098,0,0,-1,1,0,0,5
4099,0,-1,0,1,-1,-1,4
4100,-2,2,0,-1,0,2,3
4101,-1,3,-2,1,0,-1,2
4102,-1,1,0,-1,2,-1,3
4103,0,0,0,0,1,-1,5
4104,1,1,-3,1,-1,3,2
4105,1,0,-1,0,0,1,5
4106,-3,2,-1,2,-1,0,2
4107,0,-1,1,-1,0,1,1
4108,2,-2,1,-1,0,1,1
4109,0,1,0,-1,1,-1,3
4110,0,0,-2,1,2,-2,5
4111,2,-2,2,-1,0,-1,1
4112,-1,-1,0,0,2,-3,3
4113,0,0,0,0,-1,2,4
4114,-1,1,0,-1,0,0,3
4115,-1,0,0,-1,1,1,3
4116,1,0,-1,2,-3,2,4
4117,0,3,-3,0,3,0,3
4118,0,1,-1,1,1,-2,5
4119,-1,2,-2,1,-2,2,2
4120,2,-2,0,0,0,2,0
4121,3,-2,-1,3,-3,2,0
4122,0,1,0,-1,-1,3,4
4123,1,-1,1,-1,0,0,1
4124,-1,0,1,-1,0,1,3
4125,3,-3,1,1,1,-3,0
4126,-1,1,-1,0,0,2,3
4127,0,-1,3,-1,0,0,1
4128,0,-1,0,1,1,-3,5
4129,1,0,1,-2,2,0,1
4130,-1,1,-1,1,-1,1,2
4131,3,-3,1,-1,1,1,1
4132,0,0,-1,0,1,0,5
4133,1,-3,2,1,-3,3,0
4134,1,-1,0,0,1,0,5
4135,3,-1,-2,2,-2,1,0
4136,1,0,-2,2,-2,3,2
4137,1,0,-1,1,1,-2,5
4138,-2,3,-3,2,-1,1,2
4139,2,-2,3,-3,2,1,1
4140,0,0,-1,0,1,1,5
4141,0,-1,1,-2,1,2,1
4142,-2,1,-2,0,1,1,3
4143,0,1,-1,2,-1,-1,2
4144,-3,3,-2,0,-1,2,2
4145,1,-2,1,1,-1,0,0
4146,3,0,-2,0,-1,3,5
4147,0,1,-2,1,-1,3,2
4148,0,1,0,0,0,-1,4
4149,0,-1,1,0,0,-1,4
4150,-1,1,0,-1,0,1,3
4151,1,0,-1,0,1,-1,5
4152,-1,0,0,1,0,0,4
4153,-1,1,0,-1,1,-1,3
4154,1,-1,0,1,-1,1,0
4155,-2,0,1,0,-2,3,4
4156,-3,2,-2,3,0,-3,2
4157,-3,2,0,-1,1,1,3
4158,-1,1,0,1,1,-3,3
4159,0,-1,0,1,-1,1,4
4160,0,-2,1,0,0,1,0
4161,-2,3,-2,2,-3,3,2
4162,-1,-2,1,1,-1,1,4
4163,0,0,-1,1,0,-1,5
4164,-1,0,1,-1,1,0,3
4165,-3,1,2,0,-2,0,4
4166,-2,3,-3,3,-2,-1,2
4167,3,0,-3,1,-1,3,5
4168,1,1,-1,0,1,-1,5
4169,-1,0,-2,1,2,-2,5
4170,2,1,-2,0,1,-1,5
4171,2,-1,-1,3,-1,-1,0
4172,-3,3,-1,-2,1,1,3
4173,-2,3,-1,0,1,-3,3
4174,3,-3,3,-1,-2,1,0
4175,-2,0,1,-2,3,-2,3
4176,0,-1,0,2,-3,2,4
4177,-1,0,0,0,-1,1,4
4178,-3,1,1,0,0,1,3
4179,-1,0,1,0,-1,1,4
4180,1,-1,0,1,-1,-1,0
4181,-3,1,0,1,-1,0,4
4182,-2,3,-2,1,-2,3,2
4183,0,-1,2,-2,1,0,1
4184,-2,2,-2,0,2,-2,3
4185,0,1,-1,1,0,-1,5
4186,2,-1,0,1,1,-2,5
4187,-1,-1,-1,0,3,-3,3
4188,3,-2,0,1,-2,2,0
4189,2,-2,0,0,1,-1,0
4190,0,1,0,0,1,-3,3
4191,1,0,0,0,-1,0,4
4192,2,-1,1,-2,3,-2,1
4193,-3,2,-1,1,0,-1,2
4194,1,0,-1,1,-1,1,5
4195,1,-2,2,0,1,-3,1
4196,1,1,-1,-1,1,0,5
4197,2,-2,3,-1,-2,2,0
4198,1,-1,1,-1,0,1,1
4199,-2,3,0,-3,2,-1,3
4200,-2,2,-1,2,-3,3,2
4201,-2,1,-2,3,-3,2,2
4202,-1,1,-1,0,1,0,3
4203,2,-1,-1,0,0,1,5
4204,0,0,0,1,-2,3,4
4205,2,-1,0,0,1,0,5
4206,-2,1,0,-1,1,0,3
4207,1,0,-1,0,1,0,5
4208,0,0,0,0,1,-1,5
4209,-1,0,1,-1,0,2,3
4210,1,0,0,1,0,-2,5
4211,0,-1,3,-2,0,1,1
4212,0,0,2,-3,3,-3,1
4213,1,0,-1,1,0,-1,5
4214,-1,3,-2,0,2,0,3
4215,0,-1,1,0,1,0,1
4216,2,-1,-2,3,-2,1,0
4217,1,-1,1,0,0,-1,0
4218,1,0,-1,1,-1,0,5
4219,2,-2,1,-1,1,-1,1
4220,3,-2,1,1,-2,1,0
4221,-1,1,0,-1,0,1,3
4222,1,1,-3,2,0,1,5
4223,1,0,0,0,-1,0,4
4224,1,-1,0,1,-1,1,0
4225,-1,0,-1,1,0,-1,4
4226,-1,-2,2,1,-3,3,4
4227,-2,3,-1,-1,0,0,3
4228,-2,-1,1,2,-2,1,4
4229,0,1,-1,1,-1,1,2
4230,2,-2,0,2,-3,1,0
4231,-1,3,-3,3,-2,1,2
4232,0,2,-3,0,0,1,2
4233,0,0,-1,2,-1,1,2
4234,0,-2,-1,3,0,-3,0
4235,0,0,1,1,-3,3,4
4236,0,1,-1,0,2,-2,5
4237,2,-3,3,-3,3,-1,1
4238,0,-3,2,1,-3,2,0
4239,2,-3,1,1,-1,1,0
4241,0,-1,0,1,-1,1,4
4242,-1,0,1,-1,0,2,3
4243,3,-2,0,1,-1,1,0
4244,2,0,-2,3,-3,1,2
4245,0,0,-1,0,0,1,5
4246,-2,2,1,-2,1,0,3
4247,-1,-1,0,0,0,1,4
4248,-1,1,-2,0,0,0,2
4249,-1,1,-1,1,0,-1,2
4250,1,0,-1,0,1,-1,5
4251,0,0,-1,1,-1,1,4
4252,-3,2,-2,2,0,-1,2
4253,1,-1,-1,1,-1,0,0
4254,-1,1,0,-1,1,1,3
4255,-3,3,-3,2,1,0,2
4256,-1,-1,3,-1,-1,1,4
4257,1,-1,1,-2,2,-1,1
4258,1,-3,2,0,-1,1,0
4259,-2,3,-3,3,-1,-1,2
4260,2,-1,0,1,0,-1,0
4261,-2,3,-1,-1,1,0,3
4262,2,-1,0,-1,2,-2,1
4263,-1,0,1,0,-1,1,4
4264,-1,2,-2,1,-1,0,2
4265,-1,1,0,0,-1,0,4
4266,-1,-1,2,-3,2,1,1
4267,-2,3,-2,-1,3,-3,3
4268,1,-2,1,2,-2,2,0
4269,0,-1,0,1,-1,0,4
4270,2,-2,3,-3,1,0,1
4271,1,0,0,-2,1,1,1
4272,0,0,0,-1,1,0,3
4273,2,-1,1,-1,1,-1,1
4274,-2,2,1,-3,1,2,3
4275,0,1,1,-3,3,-2,3
4276,0,0,-2,2,0,0,5
4277,0,2,-3,0,2,-1,5
4278,0,1,-1,1,-1,0,2
4279,-2,1,1,-1,-1,3,3
4280,1,-1,1,0,-1,0,0
4281,-2,1,-1,1,-1,1,2
4282,-1,2,-2,1,-1,1,2
4283,0,-1,-2,1,1,-1,5
4284,1,-2,0,1,-1,1,0
4285,-2,0,1,1,0,-2,4
4286,0,-1,1,-1,1,-1,1
4287,2,-1,0,0,0,0,0
4288,-1,1,1,-3,3,-3,3
4289,-1,0,0,1,-1,1,4
4291,2,-3,2,-1,2,-2,1
4292,1,-3,3,-2,0,1,1
4293,-1,-1,3,-3,1,0,1
4294,2,-1,1,0,-1,1,0
4295,-1,0,1,-1,1,-2,3
4296,0,-1,1,0,-2,0,4
4297,-2,1,-1,2,-3,2,2
4298,-1,3,-3,2,-1,-1,2
4299,0,0,2,-2,0,0,1
4300,1,-1,0,1,-1,1,0
4301,0,2,-1,-1,0,1,3
4302,1,-1,-1,3,-1,-1,0
4303,-2,1,1,0,-2,3,4
4304,0,1,-1,0,2,-3,5
4305,0,-1,0,1,-1,0,4
4306,-2,1,-1,2,-3,1,2
4307,-2,1,-1,0,2,-3,3
4308,-1,0,0,1,0,0,4
4309,-1,0,1,-1,0,0,3
4310,1,0,-2,1,1,0,5
4311,-1,2,-2,0,1,-1,3
4312,2,-1,1,-1,1,-1,1
4313,3,-3,3,-2,0,0,1
4314,1,0,-1,0,1,-1,5
4315,0,-1,1,0,-1,1,4
4316,0,1,0,-1,1,0,3
4317,-1,1,0,-1,1,-1,3
4318,-3,2,1,-2,-1,1,3
4319,-1,-1,1,-1,0,1,4
4320,1,1,-1,0,2,-2,5
4321,-1,0,0,0,0,-2,4
4322,0,1,0,-1,1,-2,3
4323,0,1,-1,1,0,-1,5
4324,3,-3,3,-2,1,1,1
4325,3,-3,3,-3,3,-3,1
4326,0,1,0,-1,1,1,3
4327,0,2,-1,-2,3,-2,3
4328,-3,3,-1,-1,1,-2,3
4329,1,-1,2,-1,-1,2,1
4330,3,0,-2,0,-1,1,5
4331,1,0,0,-1,-1,3,4
4332,1,1,-3,3,-3,3,2
4333,0,0,-1,1,-1,0,4
4334,3,-3,2,-1,1,0,1
4335,1,-1,1,0,-1,1,0
4336,-3,2,-1,1,-1,1,2
4337,0,0,1,-1,1,0,1
4338,0,1,2,-2,-1,2,4
4339,-1,1,-1,1,-1,1,2
4340,-1,1,1,-2,1,2,3
4341,1,1,-3,2,0,0,5
4342,-1,2,-2,-1,2,0,3
4343,0,0,1,-1,-1,1,4
4344,-1,0,-1,3,-1,0,2
4345,-1,-1,3,-3,3,-3,1
4346,1,-1,0,1,-1,0,0
4347,0,0,0,0,1,-3,5
4348,-2,0,1,-1,2,-3,3
4349,2,-2,0,1,-1,1,0
4350,2,0,-1,1,-2,1,0
4351,1,-1,1,0,-1,1,0
4352,0,0,0,0,-2,2,4
4353,-1,1,-1,1,0,0,2
4354,3,-1,-1,1,0,0,5
4355,0,1,-1,1,-1,2,2
4356,-1,2,-3,0,3,0,3
4357,-2,1,1,0,-2,3,4
4358,1,-1,1,-2,0,3,1
4359,-1,1,-1,1,-1,1,2
4360,1,1,-3,0,2,0,5
4361,1,-3,1,-1,2,-1,1
4362,-1,2,0,-1,-1,2,3
4363,2,1,-1,-1,0,1,5
4364,-2,3,-1,-1,1,-1,3
4365,-1,1,-1,1,0,0,2
4366,2,-3,0,3,-2,0,0
4367,-1,1,-1,1,-1,0,2
4368,0,-1,0,0,1,-2,5
4369,-2,2,-1,1,-1,0,2
4370,1,-1,1,1,-2,0,0
4371,0,1,-1,-1,2,0,3
4372,1,-1,1,0,0,0,0
4373,-1,2,-3,2,0,-1,2
4374,-1,0,-2,2,-1,1,2
4375,-1,3,-1,-2,3,-1,3
4376,0,1,0,0,0,-2,4
4377,0,0,-1,0,1,0,5
4378,-2,1,1,0,-1,-1,4
4379,2,-3,3,-3,3,-3,1
4380,-2,2,-2,3,-2,1,2
4381,0,0,1,0,0,-1,4
4382,-3,2,1,-3,0,1,3
4383,1,-2,2,-1,-1,2,1
4384,1,2,-1,-1,0,2,5
4385,-2,1,1,-1,0,1,3
4386,1,0,-2,1,0,-1,5
4387,1,-1,0,2,-2,0,0
4388,-3,0,3,-3,1,1,3
4389,2,-1,0,2,-3,2,0
4390,0,0,0,0,-2,3,4
4391,1,-1,1,0,-1,-1,0
4392,-1,3,-3,2,-1,0,2
4393,1,-2,2,0,0,0,0
4394,0,1,0,-2,2,-1,3
4396,2,-2,2,0,-1,2,0
4397,1,-1,1,1,-3,3,0
4398,0,1,0,-1,1,0,3
4399,1,0,-1,1,1,-2,5
4400,0,-1,0,-1,2,1,1
4401,0,-1,1,0,-1,0,4
4402,0,1,-1,0,1,-1,5
4403,2,-3,1,1,0,-1,0
4404,3,-3,2,0,-1,-1,0
4405,2,-3,2,0,-1,2,0
4406,0,1,-1,0,1,1,5
4407,-2,0,0,1,0,0,4
4408,-2,1,-2,3,-1,-2,2
4409,3,-1,-2,3,0,-3,5
4410,-1,1,-1,0,1,-2,3
4411,0,-2,0,1,-1,0,0
4412,3,0,-3,2,-1,2,5
4413,2,-2,0,1,-1,0,0
4414,0,0,-2,2,1,-1,5
4415,1,0,0,-1,0,0,5
4416,-1,1,-1,1,0,0,2
4417,3,-3,2,0,-1,-1,0
4418,0,1,0,-1,0,0,3
4420,0,-1,1,-1,1,-1,1
4421,-1,3,-3,2,-1,1,2
4422,0,-1,1,0,2,-3,1
4423,0,0,-1,0,2,-3,5
4424,0,-1,2,-2,2,-1,1
4426,-1,1,-1,1,-1,1,2
4427,-1,-2,1,1,-1,1,4
4428,1,0,1,-2,2,-1,1
4429,0,1,0,0,-1,0,4
4430,3,-1,1,-3,2,-1,1
4431,-1,1,0,0,-2,1,4
4432,-1,2,-1,-1,0,1,3
4433,-2,0,1,0,0,-2,4
4434,2,0,0,-2,3,-2,1
4435,-1,1,-2,1,1,-2,2
4436,0,1,-1,0,1,-1,5
4437,1,-1,1,-1,1,0,1
4438,1,1,-1,1,-1,1,5
4439,0,-1,1,-2,3,-2,1
4440,-1,1,-1,0,1,0,3
4441,0,0,0,-2,3,-3,3
4442,1,0,-1,1,0,-1,5
4443,-2,1,-1,1,0,-1,2
4444,2,0,-1,0,1,-2,5
4445,1,0,-1,0,0,0,5
4446,1,-2,-1,2,-1,0,0
4447,0,0,-1,1,-1,1,4
4448,-1,3,0,-1,-1,1,3
4449,0,1,-3,2,0,-2,2
4450,0,0,-1,1,-1,1,4
4451,1,1,-2,2,0,-1,5
4452,0,1,-1,0,1,-2,5
4453,1,-3,3,-2,1,-2,1
4454,-1,0,0,2,-2,1,4
4455,1,-1,1,-1,2,-2,1
4456,3,-2,2,0,-3,2,0
4457,-2,2,0,-1,1,-1,3
4458,0,-1,1,-1,1,0,1
4459,0,1,0,-1,0,0,3
4460,1,0,1,0,-2,3,4
4461,0,-2,1,1,1,-3,0
4462,-1,0,0,1,-1,0,4
4463,-2,2,-2,3,-3,1,2
4464,-1,1,0,-2,1,1,3
4465,-1,1,-3,1,0,2,2
4466,3,-1,-1,0,-1,3,0
4467,-2,-1,1,1,0,-2,4
4468,-1,1,-1,1,0,-2,2
4469,3,-2,1,0,-1,1,0
4470,0,-1,0,1,0,-2,4
4472,-2,1,0,-1,0,0,3
4473,-2,2,-2,0,0,0,2
4474,0,0,-1,-1,1,0,5
4475,0,-2,2,0,-1,-1,0
4476,1,-2,3,-1,-2,1,0
4477,0,3,0,-1,-1,0,3
4478,-2,0,1,-1,1,-2,3
4479,2,-1,0,0,-2,1,0
4480,-1,1,-1,0,1,-2,3
4481,-1,0,-1,0,1,-1,3
4482,-1,2,-2,1,-1,0,2
4483,0,1,-1,0,0,1,5
4484,3,-1,-1,0,0,1,5
4485,-1,-2,3,-3,2,1,1
4486,-1,1,-2,2,1,-1,2
4487,0,2,-3,1,1,0,2
4488,2,0,-2,3,-2,2,2
4489,0,1,-1,1,-1,1,2
4490,2,1,-3,3,-2,0,2
4491,0,0,-2,1,0,0,5
4492,2,-2,0,3,-3,1,0
4493,1,-2,2,-1,0,2,1
4494,0,-1,1,-2,1,2,1
4495,0,1,2,-3,3,-2,1
4496,3,-2,2,-1,-1,2,0
4497,1,-1,1,0,-1,0,0
4498,-2,2,-1,1,-1,0,2
4499,0,1,-2,3,-1,0,2
4500,0,-1,1,0,0,0,4
4501,0,-2,2,0,-1,0,0
4502,-2,1,-1,2,-2,0,2
4503,0,1,-1,0,0,1,5
4504,-3,1,0,2,-2,0,2
4505,-2,1,-1,2,-2,-1,2
4506,0,1,-1,1,-1,1,2
4507,-1,1,-1,0,2,-2,3
4508,0,-2,1,0,-2,0,0
4509,-1,0,1,1,-2,0,4
4510,0,0,-1,1,0,0,5
4511,-1,-1,1,-2,1,1,1
4512,0,1,-1,2,-2,0,2
4513,-1,1,0,0,-1,0,4
4514,1,0,-1,2,-3,3,4
4515,1,-1,0,1,0,-1,0
4516,0,0,-1,0,0,1,5
4517,-3,3,-3,3,-3,3,2
4518,-2,2,-3,2,0,-1,2
4519,-1,2,-3,3,-2,1,2
4520,0,1,0,0,1,-1,3
4521,3,-2,0,0,1,-1,0
4522,0,-1,1,-2,2,-1,1
4523,1,1,0,-2,3,-2,3
4524,0,2,-3,2,-1,1,2
4525,1,0,0,1,0,1,5
4526,0,0,1,1,-3,2,4
4527,0,1,0,-1,0,1,3
4528,1,-2,2,1,-2,2,0
4529,1,-1,0,1,0,0,0
4530,3,-1,-1,1,-1,-1,0
4531,0,1,-1,1,0,-1,5
4532,-2,0,1,-1,-1,3,4
4533,-1,0,1,-1,0,-1,3
4535,-1,0,-1,1,0,-1,4
4536,2,1,-2,1,-2,2,5
4537,3,-2,2,-3,2,0,1
4538,0,-2,2,-2,0,2,1
4539,0,1,0,0,-1,0,4
4540,-1,1,-1,0,0,0,3
4541,0,2,-1,0,0,-1,5
4542,-1,0,0,-1,3,-1,3
4543,-1,1,0,-2,2,1,3
4544,-1,-1,2,0,0,-1,4
4545,3,-3,2,-1,1,-1,1
4546,0,0,0,0,1,-2,5
4547,1,-2,0,2,-3,2,0
4548,-1,-2,2,-1,2,-3,1
4549,-1,1,0,-1,1,-1,3
4550,0,2,-2,0,0,1,5
4551,0,-1,1,-1,1,-1,1
4552,1,-2,0,1,0,-2,0
4553,2,0,-1,-1,0,3,5
4554,0,-1,1,0,-1,0,4
4555,1,0,-1,1,0,-1,5
4556,1,0,1,-2,2,0,1
4557,-2,3,-1,-1,0,0,3
4558,1,-1,1,-1,0,1,1
4559,-1,0,2,-3,2,-1,1
4560,0,3,-1,-2,2,-1,3
4561,0,0,-3,3,0,-3,2
4562,2,-2,0,1,-1,2,0
4563,-2,0,1,0,0,-1,4
4564,1,-2,2,-2,1,-1,1
4565,2,-2,1,-1,0,1,1
4566,1,-2,0,0,2,-2,1
4567,-3,2,-2,3,-1,-2,2
4568,-1,2,-3,3,-3,0,2
4569,1,-1,1,0,-1,0,0
4570,-1,-1,0,0,2,-2,3
4571,-1,-1,1,1,0,-1,4
4572,0,-1,1,-1,0,1,1
4573,1,-1,1,0,-1,0,0
4574,2,-1,1,-1,0,1,1
4575,3,-1,-2,3,-3,2,0
4576,2,0,-1,1,-2,2,0
4577,1,-1,2,-2,1,-2,1
4578,-1,0,1,-2,1,1,3
4579,1,2,-2,2,-1,-2,2
4580,-1,1,0,0,-1,1,4
4581,1,-1,-1,3,-2,0,0
4582,0,0,0,1,-1,1,4
4583,-1,0,1,0,0,-2,4
4584,0,0,-1,1,-1,0,4
4585,-2,3,-2,1,0,-1,2
4586,-3,1,2,-2,1,-2,3
4587,-3,0,2,-2,3,0,3
4588,2,-3,1,1,0,1,0
4589,1,-2,3,-2,1,-1,1
4590,2,-1,2,-3,1,0,1
4591,-1,2,-1,-2,3,-2,3
4592,1,-1,0,0,2,-2,5
4593,2,-2,3,-3,1,1,1
4594,0,2,-2,0,1,-1,5
4595,-1,1,0,0,-2,2,4
4596,-2,1,-1,0,0,1,3
4597,-2,1,2,-3,1,1,3
4598,-1,1,0,0,-1,1,4
4599,0,-3,2,-2,2,-1,1
4600,-1,0,-1,1,0,-1,4
4601,2,-2,0,0,-1,1,0
4602,1,0,-1,1,-2,1,4
4603,0,1,-3,3,-2,0,2
4604,1,0,0,-1,1,-1,5
4605,1,2,-2,2,-1,-2,2
4606,-3,3,-1,-1,1,0,3
4607,-2,3,-3,1,1,-1,2
4608,1,-2,3,-2,1,-1,1
4609,-2,0,1,1,-3,1,4
4610,0,-2,3,-1,-2,1,0
4611,3,-1,1,-3,2,-2,1
4612,3,-3,0,2,1,-2,0
4613,-1,1,0,-1,1,-1,3
4614,0,0,-2,3,0,-1,2
4615,1,0,-3,0,2,0,5
4616,-2,1,-1,1,-1,0,2
4617,3,-1,-2,2,-1,2,0
4618,-3,1,0,0,-1,2,4
4619,0,0,0,1,-1,2,4
4620,2,1,-3,0,3,0,5
4621,0,1,-2,1,-1,1,2
4622,1,-2,2,0,-1,1,0
4623,-1,1,-1,-2,3,-2,3
4624,-1,1,0,0,0,-2,3
4625,-1,1,0,0,0,-2,3
4626,1,1,-1,0,0,1,5
4627,-1,1,0,-1,0,1,3
4628,-1,1,0,-1,1,0,3
4629,0,2,0,-2,1,-1,3
4630,-1,1,0,-1,0,1,3
4631,1,-1,2,-3,2,1,1
4632,0,0,0,-1,1,0,3
4633,2,-3,2,1,-3,2,0
4634,2,-1,0,1,1,-3,5
4635,1,0,-1,0,0,0,5
4636,1,0,1,-2,1,0,1
4637,3,-3,3,-2,1,1,1
4638,0,2,0,0,-1,-1,4
4639,-1,0,1,0,-1,0,4
4640,-2,0,1,0,-2,3,4
4641,0,0,1,-1,1,-1,1
4642,-1,0,1,1,-2,-1,4
4643,0,0,-1,1,-1,0,4
4644,0,1,-1,0,0,2,5
4645,-1,3,-3,2,-1,0,2
4646,-2,-1,2,-1,1,-1,1
4647,-1,1,-2,3,-1,0,2
4648,-1,1,-1,1,-1,2,2
4649,0,-1,2,-2,0,0,1
4650,1,-1,1,0,-2,2,0
4651,1,-3,3,-3,1,0,1
4652,-1,0,1,-1,1,-1,3
4653,-1,1,-1,1,-2,3,2
4654,-2,2,0,1,-2,0,2
4655,2,-3,2,1,-2,0,0
4656,1,1,-2,0,-1,3,5
4657,3,-3,3,-3,3,-3,1
4658,2,-3,2,0,-1,-1,0
4659,-3,3,-1,-2,3,-1,3
4660,-3,3,-2,1,-2,3,2
4661,-2,2,-3,1,1,-1,2
4662,2,-3,1,2,-1,-2,0
4663,2,0,-1,0,0,-1,5
4664,0,1,-2,2,0,0,2
4665,1,0,-1,0,1,0,5
4666,0,-2,2,-2,2,-2,1
4667,-1,0,0,1,-1,0,4
4668,0,2,-2,0,0,2,5
4669,1,0,-1,1,-1,0,5
4670,-1,1,0,-1,0,1,3
4671,1,0,-1,1,1,-2,5
4672,-3,1,2,-2,1,-1,3
4673,-1,1,-1,1,-1,0,2
4674,-1,1,0,-1,2,-2,3
4675,-1,0,1,-2,3,-3,3
4676,-1,1,-1,1,-1,0,2
4677,1,-3,3,-2,-1,1,1
4678,1,-2,0,1,-1,1,0
4679,2,0,-2,0,0,0,5
4680,-3,2,-1,1,0,-1,2
4681,3,-3,0,2,0,0,0
4682,-1,2,-3,3,-2,0,2
4683,-1,1,-1,1,0,0,2
4684,1,0,-2,3,-2,1,2
4685,1,-1,0,0,1,-1,5
4686,-1,0,2,-3,1,-1,1
4687,1,2,-1,-1,1,0,5
4688,-1,1,-1,0,1,0,3
4689,1,-2,1,-1,1,-1,1
4690,-1,0,1,-1,-1,3,4
4691,0,1,-1,0,1,-1,5
4692,1,0,-2,1,1,-1,5
4693,0,0,1,-1,1,0,1
4694,-1,0,1,0,-1,2,4
4695,0,0,1,-2,0,-1,1
4696,0,1,0,-1,0,1,3
4697,-2,2,0,1,-2,2,2
4698,0,-1,0,1,-1,0,4
4699,0,-3,2,0,-1,-1,0
4700,-1,-2,1,0,0,1,4
4701,0,1,-1,0,0,0,5
4702,1,0,-2,2,-1,0,5
4703,0,-2,2,-2,2,0,1
4704,-1,1,-1,0,0,1,3
4705,0,1,0,1,-3,3,4
