CUSTNO,Monetary_침구/주방_고가_증감여부_q2_q1,Monetary_침구/주방_고가_증감여부_q3_q2,Monetary_침구/주방_고가_증감여부_q4_q3,Monetary_침구/주방_고가_증감여부_q5_q4,Monetary_침구/주방_고가_증감여부_q6_q5,Monetary_침구/주방_고가_증감여부_q7_q6,Monetary_침구/주방_고가_증감여부_q8_q7,Monetary_침구/주방_고가_q2_q1_로그변환,Monetary_침구/주방_고가_q3_q2_로그변환,Monetary_침구/주방_고가_q4_q3_로그변환,Monetary_침구/주방_고가_q5_q4_로그변환,Monetary_침구/주방_고가_q6_q5_로그변환,Monetary_침구/주방_고가_q7_q6_로그변환,Monetary_침구/주방_고가_q8_q7_로그변환
894,1,4,1,0,4,1,4,-10.064000276457984,12.978814849554746,-12.978814849554746,0.0,12.787931489263215,-12.787931489263215,14.11765985242339
895,1,4,1,4,2,2,1,-11.880082830979855,11.317211193148928,-11.554898115291284,11.897345642596843,-11.646887751846236,5.563806124423228,-10.398247481405294
896,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,3,1,4,1,4,2,1,11.947010616989218,-12.697502913487419,12.449091323890743,-12.449091323890743,13.350678582171168,-12.365521775732498,-12.784182734713424
898,2,3,2,3,3,2,2,-9.585268161464626,9.074480033823557,-9.365676864856622,10.505602831552784,11.036931641957825,-10.707886031754594,-8.974832491588336
899,1,3,1,4,4,2,3,-14.914806844669464,13.24976389639094,-13.632402906304597,10.77815308824469,12.61313774212865,-12.051769471221851,11.122827936886809
900,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,2,2,2,1,0,4,3,-10.659150646019933,-9.055549037200048,-8.294386081307536,-10.268191185472288,0.0,11.004369427669024,10.677610736868381
904,1,0,0,0,0,0,4,-10.43555061666024,0.0,0.0,0.0,0.0,0.0,12.966056632759114
906,0,4,1,4,2,3,1,0.0,8.70193398342511,-8.70193398342511,11.953303925716769,-11.085881401504082,10.624233836396682,-11.784518977866345
907,4,1,4,2,2,1,0,12.64022062434926,-12.64022062434926,12.013401980777221,-9.207780291179862,-10.023119600705924,-11.793859596931798,0.0
908,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,1,4,4,2,1,4,2,-14.592555019641814,12.429784454248308,14.776297836352969,-13.961996216667915,-14.258241207005886,15.385448638090416,-14.336349168225293
912,3,4,2,2,3,1,4,10.33944992998705,14.190787853789605,-13.15566878916198,-11.782896417288779,12.264217057020856,-13.92851909496249,11.542343237902116
913,0,4,3,1,4,1,4,0.0,11.719980964837983,13.094326529298149,-13.319869647595839,11.337715456185272,-11.337715456185272,11.273247481492934
914,2,1,4,1,2,4,1,-11.969882419638783,-11.31756308061089,13.377609569157544,-13.308767377855386,-7.703028781914839,12.909460398201457,-12.838055724778586
915,4,3,1,4,2,2,1,10.096957969261185,8.433352468233737,-10.27041826704994,13.883372798286985,-13.040030376503175,-12.717616863352367,-12.356760820321348
916,4,1,4,3,1,4,1,10.43585046651178,-10.43585046651178,13.810433449761195,14.411245275259766,-14.809409005293544,13.071063067946305,-13.116383254901242
917,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.312201346231245,-11.312201346231245,0.0
918,0,4,1,0,4,1,0,0.0,12.511902602477884,-12.511902602477884,0.0,12.462622782074218,-12.462622782074218,0.0
919,4,1,4,1,0,4,3,12.51712019141299,-12.51712019141299,13.962016785998662,-13.962016785998662,0.0,9.29969616260501,9.632321490910781
920,1,1,4,1,1,0,4,-13.851140155471809,-11.481799976676724,12.295072477089638,-12.07755842702044,-10.66281759055688,0.0,11.830891143518533
921,0,0,0,4,1,0,0,0.0,0.0,0.0,10.939444172049559,-10.939444172049559,0.0,0.0
922,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.37905768057096,-11.37905768057096
923,0,0,4,2,2,1,0,0.0,0.0,14.295130834874222,-13.712572149169805,-12.969754228190025,-12.5568975509883,0.0
924,3,3,3,3,3,2,2,12.221516709356344,10.286729372721641,11.500000842480869,12.993849771540084,12.31228394941948,-13.542318056454217,-12.316652453274735
925,1,1,4,1,0,4,1,-14.917319347024867,-11.08624795229271,11.93300698471119,-11.93300698471119,0.0,15.635151906353435,-15.635151906353435
926,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,4,3,1,4,1,0,0,11.522223190127374,12.340248738378959,-12.705792663089522,11.960083569202638,-11.960083569202638,0.0,0.0
928,1,4,1,1,0,0,4,-9.707343583216701,14.041035856627778,-13.99104936993111,-11.02016051382285,0.0,0.0,12.990151699122057
929,3,2,4,1,2,2,3,13.219125193305915,-12.355496819620337,15.216905699036717,-15.194246196464816,-11.540646478010988,-12.482577484544349,12.659786294727835
930,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,0,4,3,1,4,4,1,0.0,10.450205676746801,9.777978575176741,-10.862673724653362,12.381156914967557,14.765628939868774,-14.799867775110815
932,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,4,2,3,2,3,3,2,13.923506557627103,-12.644613333723175,13.303774770907168,-11.680808257149224,-9.657217565362998,15.153674762042352,-15.177159797743027
935,2,3,3,4,1,3,2,-11.215427581568179,10.37370156561763,12.281658364727825,14.252417221427867,-14.340259780698894,12.18410094153933,-11.410013116395687
936,4,1,4,1,4,2,3,14.860328837762886,-15.022915568679444,15.009348047568002,-14.888871216425526,14.438621040756347,-13.769896463465207,12.865170343829853
937,3,1,4,1,1,0,4,13.088569667499964,-13.660886735454284,14.55245380667408,-14.448481433692564,-12.237292793661249,0.0,14.108130730252817
938,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2,1,4,3,3,1,2,-12.692750148848456,-12.101672963015291,13.266629140277525,11.352482079340781,13.78300551577119,-14.070987904695455,-12.039208474171522
940,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,4,1,0,4,1,4,1,9.116197388409407,-9.116197388409407,0.0,12.699834437635523,-12.627124043813328,13.336641942427207,-13.303253405190993
942,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,3,2,2,3,2,3,4,13.802706742455463,-13.279707346844134,-13.296932130652516,12.708646907279023,-12.862715744392576,10.240751382281356,14.352369518503544
944,2,1,4,3,2,3,1,9.530618370861863,-13.240286813591315,11.226009522746567,12.333099743959803,-9.975832406947735,12.04733360618068,-13.019863912091285
945,0,0,4,1,0,0,0,0.0,0.0,11.114819653693623,-11.114819653693623,0.0,0.0,0.0
946,1,4,2,1,4,3,3,-10.24631473566853,13.006056151317617,-11.46910858763217,-12.596024841319167,12.679912505378416,8.915235544089262,14.133993162641055
947,3,2,2,4,1,4,3,13.643971649355661,-11.858192369537004,-13.92020181966118,14.969112017406172,-15.091065516168118,13.493508864086195,14.911988422329939
948,4,2,1,0,0,0,0,10.997956759446167,-10.598415045827423,-9.887442181341617,0.0,0.0,0.0,0.0
949,4,1,4,3,3,3,2,10.849816311428347,-10.849816311428347,12.556246543508733,12.590739455337669,13.364750185406669,13.727278884935261,-14.253944655385094
950,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,0,4,3,1,0,4,2,0.0,11.733664581436347,-4.8162567129937885,-11.732681724001555,0.0,11.023280080441252,-9.291750546542632
953,3,3,1,2,4,1,4,11.161810382592828,14.0893257328696,-14.264540920199009,-11.162037149751491,14.705212394666162,-14.721120969089228,15.495427090017552
954,3,1,4,2,3,2,3,11.230189373235822,-12.060000502794276,11.957643494926739,-11.53270985551782,10.846217660847305,-10.510065213168534,11.33209489734834
955,3,2,3,2,3,1,3,11.957724861230885,-12.964421361179896,11.513550212451138,-11.8387669124362,12.20828782337134,-12.330479282193135,11.663999181657294
956,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,1,4,3,2,4,3,2,-13.287106078145955,11.07287623202992,12.333568185404534,-12.317953425176103,12.51783990503788,11.406083396594306,-11.691244075484832
958,1,4,3,1,0,4,2,-10.159306584859422,12.050720237336561,9.639246261072662,-12.13660171184681,0.0,11.315186358013065,-9.202874672013536
959,1,4,2,4,2,4,1,-14.663869375798518,11.297792100306605,-9.676227842502305,13.38303182514318,-12.10165530999126,14.656130798475953,-14.87023701656566
960,2,2,4,1,1,0,0,-11.314615763965074,-10.089795348268868,12.505298885872591,-12.542150928122513,-9.370895680340631,0.0,0.0
961,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,3,3,1,4,2,3,2,14.350878572109458,14.890519730512782,-15.448992282341003,14.881306435885385,-13.921710557998464,13.323765323411479,-13.97405672533411
963,3,2,3,1,3,3,1,11.818241704818053,-11.274313293061578,12.926804074180708,-12.978259218940192,12.191027289960031,12.253316334198212,-12.938050870296328
964,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,2,2,3,3,2,3,2,-11.924358696778938,-12.972862798079948,11.449624950692067,13.31715886997362,-12.512493826254698,14.669129993414554,-14.597673316478652
966,4,3,4,1,4,3,1,12.141678079973275,12.41883225602449,14.435203319702184,-14.645502140278758,13.026495248333978,14.190333258226044,-14.4389790375141
967,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,4,2,3,3,4,1,4,10.289322651058258,-10.012787576470151,9.156553799163243,7.69791910177683,11.463760271700103,-11.468124506891066,11.8037476887766
969,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.13898424296301
970,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,1,0,4,1,4,1,0,-12.336963867229882,0.0,13.298072231456796,-13.298072231456796,13.187978307527006,-13.187978307527006,0.0
972,4,1,0,0,4,3,2,10.461167540476065,-10.461167540476065,0.0,0.0,11.977428500224564,13.117026776698143,-12.029948593470843
973,2,2,2,4,2,3,1,-12.254308630291446,-12.114585591313956,-10.21406604343094,15.21472589823078,-14.444051187554232,12.753987658111537,-14.751312856109204
974,1,0,0,4,1,4,1,-11.699071650941312,0.0,0.0,12.405767591260334,-12.405767591260334,11.740219064200788,-11.740219064200788
975,1,0,0,0,0,0,0,-10.469451189348955,0.0,0.0,0.0,0.0,0.0,0.0
976,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,2,3,2,4,1,3,1,-14.451975803883604,13.344763238617903,-13.977364993958934,15.07608407576649,-14.945049443419583,14.34252646590682,-14.71165287142547
978,1,3,3,1,4,3,2,-12.81162940269091,12.380184482500072,12.728219796310906,-13.404376564464416,12.414170590745465,11.559963961555757,-12.519355971605288
979,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.7436678064895,-13.7436678064895
982,2,1,4,1,4,1,4,-11.754476418868718,-13.302647612886043,11.235268725365604,-11.235268725365604,14.211800886911282,-14.211800886911282,13.032761022836688
983,4,1,0,0,4,1,0,14.216448030833266,-14.372636037215043,0.0,0.0,12.928348414196048,-12.928348414196048,0.0
984,1,3,2,1,0,0,0,-13.590664879897206,10.123973506196343,-10.68725582014289,-10.172884477674026,0.0,0.0,0.0
986,4,1,1,4,2,3,2,13.056826401899608,-13.160187904981548,-10.164640652787204,12.966068200068467,-10.847516734957933,14.171976653243531,-14.088745734227713
987,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,1,0,0,0,4,1,4,-11.677794431021372,0.0,0.0,0.0,10.77903914864436,-10.77903914864436,10.527746390209618
990,4,4,3,4,1,4,2,9.684100145315105,11.229430467076392,10.344436352343704,14.16024219101087,-14.231497127221926,12.457898602763093,-10.704470966790513
991,0,0,4,1,0,4,2,0.0,0.0,11.869385905755514,-11.869385905755514,0.0,12.19690195322705,-11.56469849583749
992,1,3,1,4,1,4,3,-12.767894631128854,12.376341588244372,-12.634728921694553,14.986696584613675,-14.963779607142587,13.273991260256214,13.508686328388908
993,1,4,2,2,3,2,3,-13.881168286116145,13.586537231552379,-12.878289664106646,-11.617157350543744,13.599195053200216,-13.607804396580473,11.282925792541306
994,0,4,2,1,4,1,4,0.0,13.604278958097842,-12.984510112175963,-12.714237791659684,14.0763480405807,-14.107839290064767,11.831081636465944
995,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,1,4,4,1,3,3,1,-11.764431677300047,11.814077558118347,14.861568909612233,-14.818217933706158,13.582369279630992,14.660474998948672,-14.97277256549597
997,2,3,3,4,1,2,2,-12.089786279787297,13.138707957050746,13.37794666927761,16.631230387043523,-16.635039228082498,-13.712499959809728,-13.567722822660047
998,1,4,1,4,3,1,0,-10.035602028673992,9.967480980642941,-9.967480980642941,10.28713531066606,10.25982793935263,-10.966704747239104,0.0
999,3,3,3,1,4,1,4,11.17031347805781,11.758521437925609,13.896218324862739,-14.172111340968277,11.260908695152708,-11.260908695152708,14.906732455593762
1000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,2,3,2,3,1,4,2,-12.639922439436269,13.287334566163121,-13.186453067593602,13.757567769062415,-13.914740735079752,12.46680938354831,-11.180311408371605
1002,2,4,1,2,3,3,1,-14.359156899795192,16.17996892087535,-16.06127211611821,-13.9050733402479,14.587270962517966,15.759815124137148,-16.058631426612415
1003,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,3,3,3,1,3,1,4,10.703096737440198,11.321113023719963,12.10103351065936,-12.67224825709552,11.414018450657588,-11.552725127425003,12.714576696219059
1005,2,3,2,2,3,1,2,-13.724191301123394,13.433392316724266,-13.454542668390461,-11.223019841119685,13.370877405036762,-13.59783410114003,7.693622048014457
1006,0,0,4,4,1,4,2,0.0,0.0,11.453790739644264,13.823479778954416,-13.912871394530228,12.58801000662088,-11.199462094198822
1007,0,0,4,1,0,0,0,0.0,0.0,11.141111259489197,-11.141111259489197,0.0,0.0,0.0
1008,1,0,4,2,1,4,3,-12.772910323134164,0.0,12.248117249360194,-11.712073789466261,-11.368511103143732,11.433781971433103,11.99438373409962
1009,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,4,1,0,4,2,3,2,10.715395252417252,-10.715395252417252,0.0,10.24631473566853,-9.85146001125367,9.919829759955991,5.033783280666045
1011,1,0,0,0,4,3,3,-14.214100226453501,0.0,0.0,0.0,12.40290925645976,12.596506045042565,13.442829751220753
1012,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,3,2,1,3,3,2,4,13.785005028439475,-13.97886346193561,-12.394542041640731,10.443531126940096,11.279497026195749,-10.423942616834204,16.15510719793313
1014,4,1,0,4,3,1,0,12.165892210520521,-12.165892210520521,0.0,11.553382163589845,9.14848026414232,-11.639802718073906,0.0
1015,1,2,4,1,4,3,1,-11.422054644880706,-9.34813816068275,10.62686553775201,-10.819271213296298,10.190886094873116,11.52551725626467,-11.596574754315082
1016,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,1,3,4,4,1,4,2,-14.836302497668708,9.150839429959348,11.995610069060161,15.301757638731527,-15.340282801150886,12.129243814444692,-8.856908918139329
1018,3,2,1,4,2,3,3,13.293203906459194,-13.465768813448157,-12.078491768671888,12.119047955009927,-11.495412545700994,10.751180385176504,12.636246390718124
1019,4,3,2,1,4,1,3,12.069529371263878,13.249458057178856,-12.487543184180753,-12.859620078854055,12.799654996131943,-12.925282204682683,11.903104218141667
1020,4,1,4,1,0,4,3,11.496765512893079,-11.496765512893079,11.1102609381906,-11.1102609381906,0.0,10.909060910751629,11.891806799057477
1021,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,3,3,3,1,4,2,4,9.832715828126146,11.229788817934587,13.390409513981078,-13.645848583640383,11.440662259842716,-11.172703118677202,12.132684720570397
1023,1,0,0,0,0,0,0,-10.705833990419347,0.0,0.0,0.0,0.0,0.0,0.0
1024,1,4,1,1,4,1,0,-12.480807605302035,12.216418409277999,-12.251547933193223,-9.604929645288983,9.524986973848186,-9.524986973848186,0.0
1025,4,3,1,0,4,2,1,12.495848303278315,12.395618144356547,-13.140133674907553,0.0,12.634277755370443,-12.241366656466605,-11.510084538995397
1026,4,1,4,3,1,0,0,11.395280811784655,-11.395280811784655,12.132148011899602,13.373609447717024,-13.627445181820898,0.0,0.0
1027,2,4,1,1,4,1,0,-10.523693912465502,14.154512890695255,-14.118550532216823,-11.800524466290636,9.53167547530098,-9.53167547530098,0.0
1028,0,4,1,3,2,3,2,0.0,13.074663954477101,-12.966393624620997,10.839504657713535,-11.106050136743487,10.513837486075635,-7.102743035778118
1029,0,0,4,1,4,1,4,0.0,0.0,10.663492584869827,-10.663492584869827,12.772895210986631,-12.772895210986631,9.593095989971175
1030,1,0,0,0,0,0,0,-12.002705477409146,0.0,0.0,0.0,0.0,0.0,0.0
1031,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,4,1,0,0,4,2,2,11.028261609363424,-11.028261609363424,0.0,0.0,14.14006843043608,-13.720383341129414,-12.583679638643122
1033,3,3,2,2,1,4,4,10.862413234184158,10.60604758879389,-10.74620855288256,-10.964272508073703,-10.064000276457984,12.789822573406516,15.043965249034533
1034,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,0,0,0,4,2,1,4,0.0,0.0,0.0,8.677833663225952,-7.150770653737075,-8.433208212156156,10.13898424296301
1037,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,4,1,0,4,2,2,1,12.46935678829193,-12.46935678829193,0.0,12.985103401020101,-12.48011350863201,-11.59275520391321,-11.074572558959732
1039,1,4,2,4,3,1,2,-14.265436832306316,13.138886928417044,-12.877439186562922,13.560223979357477,15.001163837217144,-15.209150284972113,-8.41214105196175
1040,2,3,1,3,2,2,4,-14.551334632732454,14.852684215812586,-14.962939937482263,13.200576990286965,-13.030718272654962,-12.885127015410614,14.072047766259637
1041,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,0,4,3,3,1,0,0,0.0,10.948280920376162,10.29377161259249,10.668501381687728,-11.770530042404513,0.0,0.0
1043,0,0,0,0,4,2,1,0.0,0.0,0.0,0.0,12.05466718776222,-10.806350363631926,-11.716419102280526
1044,4,1,2,2,1,0,0,14.580005379401438,-14.48475097407572,-11.812561877295783,-8.460155211250353,-10.924119279976086,0.0,0.0
1045,2,1,0,4,1,4,1,-12.18130821277211,-11.675591516254503,0.0,13.734534227863596,-13.734534227863596,12.894725291973458,-12.894725291973458
1046,3,1,3,2,1,3,1,12.828918735096346,-13.397261601138856,12.910491317168406,-10.08579840247285,-13.037932092088562,10.948036198692627,-11.599695838103315
1047,3,2,3,2,2,1,3,14.473334337367806,-11.882164140729392,12.619926755918184,-14.583457525974207,-13.16004760982675,-12.382438649346273,11.694428162536122
1048,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,4,3,3,3,1,1,0,13.14959683268757,11.24028544849348,7.706708230062952,12.37422292071258,-13.528569349812175,-11.267392572233545,0.0
1050,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,4,3,2,4,1,3,3,12.526772029135884,12.760140667054499,-13.116172250942023,13.886261649190857,-13.937758692864593,12.333721500361293,13.02524860114081
1054,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,2,3,1,0,4,2,2,-10.231202658983468,10.248525522903165,-11.667517833204117,0.0,12.109803044157486,-11.150138132191191,-10.086264580309226
1057,3,3,1,4,1,1,4,12.747187227205135,14.28525523136258,-14.526266143376217,14.982813069619349,-14.979061274050585,-10.218097651400612,12.439808158158757
1058,4,3,1,3,3,1,4,12.395178463106225,12.04689280295057,-12.813810994403525,12.127637390445068,12.611370727647042,-13.180269756074612,11.558233116081496
1059,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.458522074589784,-12.458522074589784
1060,0,0,4,1,4,1,4,0.0,0.0,12.336556767348986,-12.336556767348986,11.087655390511244,-11.087655390511244,12.983174547427259
1061,0,0,4,4,3,1,1,0.0,0.0,11.844326767493703,13.784542664409381,13.526774783972483,-14.347625670379077,-11.954260562576431
1062,2,4,2,2,1,4,1,-10.009156002982273,12.761118298829302,-11.48907910439859,-10.389724166129628,-12.564987214045946,12.919538380616075,-12.795118750922759
1063,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,1,0,4,3,1,4,1,-11.52722295054887,0.0,13.043017500682668,13.960811627036417,-14.296853935007842,12.540636914174202,-12.482782677576436
1065,4,1,1,0,0,4,1,11.9955758354557,-11.847948005366948,-10.00965396879557,0.0,0.0,11.074572558959732,-11.074572558959732
1066,4,1,4,2,3,3,1,15.409778136023402,-15.43106570930705,13.066547947740363,-12.478766490036051,12.308688719148426,11.702062119976953,-13.222371618030827
1068,3,1,0,0,0,0,0,8.979258293104781,-9.819339418083421,0.0,0.0,0.0,0.0,0.0
1069,2,4,1,2,4,1,4,-13.546190027054816,14.599703831774287,-14.664662816060073,-11.818176404880111,14.64853781374505,-14.720291854429398,14.27649253304349
1070,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,4,3,1,4,3,2,2,11.9428574199468,12.044791525416871,-12.639268621028403,13.229660684511385,13.625534044609715,-11.84662150789845,-13.72416630796817
1072,0,0,0,4,1,4,2,0.0,0.0,0.0,15.551903364881005,-15.551903364881005,11.618564151026822,-10.018021193013515
1073,2,1,4,3,3,1,4,-9.614391207237164,-10.912902995711212,10.13898424296301,9.505642759740804,11.476115778099395,-11.813992740635184,12.652185090246906
1074,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,3,3,3,1,1,4,2,10.261411276818968,11.309219220242431,13.009833685147502,-13.225982805377347,-9.842116524369033,11.592148701929114,-10.322330776462694
1077,1,4,3,2,2,3,2,-12.20108336848974,11.924279926114043,10.867933794669975,-11.198635721548563,-8.643355251095441,11.830089150569043,-11.092716246621931
1078,0,0,0,4,4,1,0,0.0,0.0,0.0,10.064000276457984,11.4723284912609,-11.691095572040467,0.0
1079,3,2,3,1,4,2,1,12.223102143228827,-11.712075361136476,12.141357333350923,-12.883562142921472,11.82212280679714,-9.864880193451738,-11.66985699553943
1080,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,1,0,0,0,0,0,0,-11.958580948933784,0.0,0.0,0.0,0.0,0.0,0.0
1083,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,4,4,1,2,1,4,2,13.556777353301248,15.154292949099036,-15.225753648253658,-11.619532399263758,-12.691527009183858,13.663104478045739,-13.450541902884273
1085,2,3,2,4,2,3,2,-13.616861465347021,11.426543438827348,-12.468153932597815,12.893653267084698,-11.54237031046346,13.340728617491344,-13.512507004206508
1086,4,1,4,1,0,0,4,11.529482678476858,-11.529482678476858,10.327029701486342,-10.327029701486342,0.0,0.0,12.409295655923227
1087,2,1,4,1,0,4,1,-13.737592084551192,-13.80888100477832,10.167872127770064,-10.167872127770064,0.0,13.902994222549138,-13.857431729503505
1088,4,2,3,4,1,3,3,13.968946887751757,-13.759744238798946,13.174660307420787,15.107789036808866,-15.160750791984993,12.879539639094254,12.983999004925984
1089,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,1,3,2,4,2,1,1,-14.997536838846944,11.633631079256904,-11.466461606181543,13.832629096117628,-12.672235060716382,-13.497194444060149,-12.125265570408958
1091,4,2,4,2,2,1,4,12.251147235443696,-11.531708101441922,15.298742437941812,-14.928760534668672,-12.763242501889957,-13.883881673858058,12.560416626818917
1092,1,2,1,4,2,1,4,-15.641753995749683,-13.816283503097285,-12.331871139281457,12.880225048442357,-12.585755853627207,-11.594161848460804,15.09089862372849
1094,0,4,1,0,4,2,3,0.0,11.49683944595803,-11.49683944595803,0.0,12.116863044837602,-11.700306693163832,9.69708123176394
1095,4,3,1,4,1,4,1,11.967559106537495,12.894577848070234,-13.227994865437564,14.259052797283456,-14.259052797283456,12.79790131688721,-12.587002618013265
1096,1,0,0,4,1,4,1,-9.491332169021227,0.0,0.0,12.876370464412624,-12.876370464412624,8.805458308401262,-8.805458308401262
1097,4,1,4,1,4,3,1,10.001651909919447,-10.001651909919447,10.814720272735217,-10.814720272735217,10.487142292858781,8.823479835375718,-10.597238709091428
1098,1,4,3,3,3,2,2,-14.265998177696035,12.451061768532902,13.172512165032373,12.934440472378082,14.171599312404574,-14.475147137774321,-13.194421714253927
1099,0,0,4,1,0,4,1,0.0,0.0,10.578336855034353,-10.578336855034353,0.0,11.880585748490873,-11.880585748490873
1100,0,0,4,3,1,0,0,0.0,0.0,10.601184373962814,11.444945684624198,-11.802675422875012,0.0,0.0
1101,0,4,1,4,2,1,0,0.0,11.776150792243222,-11.706718377529972,12.781189822265064,-12.055674284434229,-12.165892210520521,0.0
1102,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,1,2,1,3,2,1,0,-16.113385935831722,-9.748327414400974,-11.33666143119183,10.584148105585053,-9.474061853576059,-10.729579574725907,0.0
1104,3,3,1,4,3,3,4,9.8788494896256,6.657047090654768,-10.849736562667337,10.39688263344142,11.307990652731792,12.479864182845676,14.807766068310437
1105,0,4,4,1,4,1,0,0.0,10.442263054032837,13.03870954024455,-13.110598299631095,11.487002110336816,-11.487002110336816,0.0
1106,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,0,0,4,1,0,4,2,0.0,0.0,13.879075315806624,-13.879075315806624,0.0,12.446343785580487,-11.657472119738568
1108,1,4,3,4,1,4,1,-10.418159389204284,10.660604710648824,9.641956879345305,14.136540077206506,-14.140623641597584,12.493074304438371,-12.67257720257349
1109,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,2,1,4,2,2,4,3,-10.612080789453197,-10.117576415551103,11.20009558375274,8.202008125621605,-11.001474923772738,11.70307785628706,11.048592447437803
