CUSTNO,Monetary_식품/생활_고가_증감여부_q2_q1,Monetary_식품/생활_고가_증감여부_q3_q2,Monetary_식품/생활_고가_증감여부_q4_q3,Monetary_식품/생활_고가_증감여부_q5_q4,Monetary_식품/생활_고가_증감여부_q6_q5,Monetary_식품/생활_고가_증감여부_q7_q6,Monetary_식품/생활_고가_증감여부_q8_q7,Monetary_식품/생활_고가_q2_q1_로그변환,Monetary_식품/생활_고가_q3_q2_로그변환,Monetary_식품/생활_고가_q4_q3_로그변환,Monetary_식품/생활_고가_q5_q4_로그변환,Monetary_식품/생활_고가_q6_q5_로그변환,Monetary_식품/생활_고가_q7_q6_로그변환,Monetary_식품/생활_고가_q8_q7_로그변환
2539,3,1,1,4,1,4,1,10.223719060046081,-10.387825831728634,-9.795587460344153,10.50885029246827,-10.49020028412724,10.379598520581867,-10.020614066027015
2540,3,2,2,2,2,3,1,12.50341250937415,-10.361237641573547,-12.482737025558585,9.855463066076291,-11.853826364004144,10.906607877514949,-11.922271940801664
2541,1,3,2,4,3,2,3,-12.7547339147045,11.950677614487956,-11.988140027392673,12.909141394544822,-5.832170451951357,-11.866310043297498,12.955759880387209
2542,3,3,2,3,1,4,1,10.518281115974869,11.510654045657525,-10.174660656279357,12.476273206348111,-12.815253373229131,12.768506709551454,-12.98597734607556
2543,3,3,4,2,3,3,2,8.40981166999865,10.977527573886846,12.262984335160573,-11.814445216181984,11.20113583284237,11.75524547436308,-11.82485521142441
2544,4,2,4,2,3,3,2,11.608794218474726,-11.175635986976067,12.715196718171837,-11.8910972276264,11.950986771623079,11.596912947987427,-10.70189740742101
2545,4,2,4,1,3,1,4,11.880850353528286,-11.587172468520125,11.721298307998598,-11.701022110404073,10.95043931492446,-11.918707883680257,11.93935117406441
2546,4,1,4,2,3,2,2,12.420183272185758,-12.80225059597596,12.548656090859497,-11.594579469088528,12.292173756187738,-12.285571597989643,-10.687542192552579
2547,3,3,3,2,2,2,3,10.988054559452822,11.695053492980644,11.37256893265812,-11.301421591321581,-11.887790593779785,-10.55050639817398,11.36690940311233
2548,4,1,4,1,3,2,2,12.88534138300416,-12.77806662631868,13.553727961960286,-13.593661135052473,11.597069976898613,-10.64073120457389,-11.405890123687767
2549,3,1,4,2,4,1,2,10.251915790315183,-11.116671593337303,11.32069072070478,-10.736781599723045,12.571724259166617,-12.208383055254194,-11.00012379110096
2550,3,2,3,2,2,3,3,11.549604672325357,-10.585237256752317,10.663071996499179,-11.375060277140983,-11.190423400214756,11.589963023995153,11.500101301009307
2551,1,3,3,1,3,3,2,-11.995655677846344,10.170575065570306,10.460861370592978,-11.069239372458084,8.774829859738917,7.829720377100642,-9.855665895208096
2552,3,1,3,4,1,3,1,10.269920344228272,-11.842631020825587,10.379629397706566,12.347409506316794,-12.246409096573512,11.934117446249763,-12.236290301095547
2553,2,3,4,1,2,3,2,-12.11380199656701,10.429307646504142,13.457144405237251,-13.403294872520354,-9.441856539399886,11.600665728094238,-11.733052405463422
2554,1,2,4,3,1,3,1,-10.814968372490066,-7.819721984412231,10.704731105317089,11.325634108095212,-11.385725556317167,10.381896768213132,-11.299229606770615
2555,1,4,2,3,2,4,1,-10.832123327600563,11.707183931464407,-11.445274683191478,9.710143879402795,-10.40656118283039,11.829645981317684,-12.071954601792122
2556,4,1,4,2,4,1,1,13.072603658303235,-13.368846521810882,11.097016938019504,-9.69705608992858,11.674612488469272,-11.612373025526049,-10.715256107085569
2557,4,4,1,3,2,4,2,11.240850945909385,15.750312985501365,-15.759487159094812,10.462232927077638,-8.96409770599037,12.836947449673502,9.097316749853405
2558,3,2,3,1,4,1,2,12.61862979337979,-13.040297060886905,12.48058198355115,-13.70925667694319,13.42460869003896,-13.202624705984913,-9.296085890993819
2559,2,2,2,2,3,2,1,-12.523623484975262,-11.074787334390308,-11.88906674302315,-11.357409516811837,13.015655213569111,-13.162433156711502,-13.10470715290511
2560,3,2,2,3,2,3,3,10.427128281850539,-10.449519577836028,-11.050957791408068,9.358803125007464,-10.140199092143968,11.070779087845391,8.266115250771273
2561,4,3,3,2,3,2,2,12.326827347148528,10.430260346886854,11.985337709910171,-12.26166237046412,10.636625192465438,-7.197422660323275,-11.122379716452345
2562,1,1,4,1,1,4,3,-11.38358842682992,-8.985216976291605,10.515285656358447,-10.422729124807788,-8.089735360113202,9.941725224105562,9.322155162780339
2563,1,4,1,2,2,4,1,-9.228597418550715,11.815087881878215,-11.522504915085635,-7.477254528309913,-9.822320636287168,12.162550714644038,-11.882423717318387
2564,1,3,4,1,2,2,4,-12.288530413893342,11.490824876189711,13.749830489412242,-13.34861727561697,-11.137125345177935,-11.370892216788333,13.13209975085477
2565,3,2,3,2,3,2,3,11.687459279625418,-11.248964258603838,10.455496788185425,-10.55691191760698,11.639338992463097,-11.526023684882842,11.201562473022916
2566,2,4,1,4,1,4,1,-14.366757864010488,14.916501682924883,-14.962084256304045,15.207434589718224,-15.007139520172753,15.085233845518896,-15.211797309955848
2567,2,4,3,2,2,3,2,-10.372391876366695,12.111056447397555,11.931282404975818,-9.0164358044064,-11.44868549066709,11.350435776986606,-9.498108145011848
2568,1,4,3,3,2,4,1,-11.592678700585678,11.341250151637599,10.723615185153372,12.165100690132892,-12.291808111617007,12.919031788283613,-12.841564168151782
2569,3,2,3,1,4,2,3,11.510070994073352,-11.674820769537583,12.061395994021293,-12.589770751966691,12.023823578367551,-11.168078201685619,11.570469713407316
2570,2,2,4,1,4,2,3,8.630141777172865,-12.283220104181716,12.582858806354388,-12.70909278515881,12.162646315751719,8.239137794422225,12.47339108120829
2571,3,2,2,3,2,3,2,13.124681301358454,-12.865097310085483,-10.575948546208494,12.256403283630442,-12.672042991009606,11.05595530255945,-12.124604849446833
2572,3,2,3,2,3,2,3,12.773637783170503,-12.726674283054898,12.74157301965675,-12.061255611285363,12.500897017943842,-12.548791957086014,12.134878330546131
2573,1,0,4,2,2,3,4,-12.039563134630862,0.0,12.177814469887752,-10.95430867971202,-9.098563601265969,8.985375582428716,13.223266681771625
2574,4,2,1,3,4,2,2,14.369515892216667,-12.778310612738176,-14.122603429648281,11.155232876260042,14.983380263135464,-13.52827189319338,-13.724338429680012
2575,2,3,1,4,2,3,2,-12.419113583532898,12.737587451801895,-14.053894298453047,14.451328498238553,-13.38690453634847,12.5538137070682,-13.731096113061806
2576,2,4,3,2,3,3,1,7.667443733406135,12.239077405705201,10.041390893620846,-11.848776508640986,11.540353330589344,12.401014869886733,-12.928368015940855
2577,2,4,3,1,2,4,3,-11.192397996655993,12.295901442440726,11.433342263529978,-12.444172017086375,-11.341691513650474,12.560086484400871,11.948114584196315
2578,3,3,3,2,4,1,2,10.69416802972805,12.29666784362084,11.797060699473903,-12.89310259862703,14.54089350031003,-14.511273305248848,-12.978362166100334
2579,2,3,3,2,3,2,2,-8.222053586462929,10.128747328723886,7.039578622200886,-7.952729970649317,10.403564026133505,-9.00874000708353,-10.588257317203134
2580,1,0,4,2,4,1,3,-13.711147273782457,0.0,11.861229483988598,-11.078363155932063,12.496595398447578,-12.712514806622,9.597828577968825
2581,2,3,2,3,3,1,3,-12.820503745416023,11.251070047524191,-12.259774462409865,11.762355891023308,12.382701084211831,-12.867979119419944,10.626000318538598
2582,4,3,2,2,4,1,4,12.237234612134294,12.093659757585856,-12.645546707659816,-10.963015736207987,12.604027671012988,-12.737515685543006,12.324320892569661
2583,3,2,3,2,2,3,2,12.22799608449767,-12.619487275098694,13.025050480080207,-12.321111915230512,-10.629194355211904,12.303643985201418,-11.55877860317631
2584,4,3,1,4,1,4,1,12.641620027762256,12.505169100572115,-13.357084472610737,13.35267582241895,-13.116738485783268,13.051226894631016,-13.251779612696705
2585,2,2,3,4,4,1,3,-10.965534868955407,-9.91175530501833,9.422543500240776,11.208575862926336,11.916671339561333,-12.122381954935781,11.116972879636965
2586,3,2,3,1,4,1,3,12.441751960354487,-12.417027884670134,12.464365705451327,-13.030998638115081,13.324972443182405,-13.239099806979068,12.244911181309684
2587,2,2,3,2,3,1,4,-10.311031474728262,-11.778893683946828,12.396622198785925,-11.883857956293776,11.209188225342917,-12.577943677006035,13.554590001249434
2588,3,1,4,1,3,3,2,11.138512715634343,-11.807641157620692,11.710197745116739,-11.747995755815932,10.089991748121625,9.99315217661538,-9.711568307374165
2589,4,2,4,1,3,2,3,12.181399127220256,-11.627409698835184,12.615647276786625,-12.723849067345455,10.23726247238519,-9.863031479972657,11.619421309015921
2590,2,1,4,2,3,1,4,-10.817022672385042,-12.451171962350582,12.467051391284397,-11.781548099538501,12.600207908939048,-12.770247625788853,12.764486121988114
2591,4,1,4,2,3,1,2,13.407707008237686,-13.72604298409406,12.695524202106808,-10.932147317865775,12.520877360962379,-12.68226664444574,7.850782080756929
2592,4,1,3,2,2,3,2,13.462502724641485,-13.52151659385002,11.094367403827233,7.488008725793922,-10.277396755938632,11.791280615509603,-11.199824518101359
2593,2,2,3,2,4,1,1,-9.953658817861971,-7.879095171892799,7.592296963090146,-9.580388054148838,12.324288804739794,-12.423900798324274,-8.095692253575237
2594,3,1,2,4,3,2,3,10.764348012942087,-11.402288341417231,-9.24137607220394,12.152297466667937,10.291721042155604,-11.655835408600755,10.940788409517582
2595,4,1,3,3,3,1,4,12.860005891194032,-12.866620753377838,10.561661128232265,10.901864427567727,11.922681708307312,-12.222714987306627,13.114472184324637
2596,3,3,3,1,4,2,4,9.97825740958746,11.465165560658969,10.282642834197064,-12.222079595890515,10.728343723066313,-10.555196465516124,11.019910942772322
2597,3,3,2,2,1,3,4,12.949276449277283,12.470401962570318,-13.361181283062612,-11.776480928922423,-12.536523448059828,11.597660815721992,13.907526199907624
2598,4,3,4,4,1,4,1,10.699328084763971,10.151693782569458,12.197412290788877,13.926189332430496,-13.872374353120238,13.677943762703075,-13.996358942022535
2599,4,2,3,2,2,3,4,11.634527173806466,-9.83116290595724,10.358193834945146,7.772718105211483,-10.429204430160397,9.45592527416811,12.698769497612444
2600,2,3,2,3,1,4,1,-12.304682306418298,12.091937690316342,-10.790945780235617,13.692266130789504,-14.033420780017591,12.531967909323676,-12.74375123562319
2601,1,3,3,2,2,4,2,-11.697056982312137,8.94674880908554,10.739744815315575,-10.537975901103662,-9.72521132801898,11.338735488341504,-10.944803550134816
2602,2,2,4,2,3,1,4,-10.656103780526344,-11.069366542337878,11.870562037713496,-11.615794856719397,10.26724576684036,-11.749955741391458,11.588192325033535
2603,4,1,4,2,3,1,4,11.561538560563486,-11.561538560563486,10.600079988240706,-9.767033516172393,9.022716759053182,-10.083621385072387,11.022042754263497
2604,3,4,1,2,4,1,3,12.71094108779076,15.502311531854943,-15.800574530433954,-11.439016289462154,14.625192423621108,-14.669193782586607,13.775849974207157
2605,2,2,3,3,2,2,3,-11.419977398224503,-9.685600248185324,10.399631250792318,9.919089409454926,-10.697377186615322,-10.267802547653487,10.493315121193444
2606,2,2,1,4,4,1,3,-12.231988744834828,-9.029500254804743,-11.390233794860164,11.162326971038931,12.281493234090425,-12.110442083484497,12.010064346315207
2607,2,2,2,4,1,1,4,6.640272080614109,-10.991617305571884,-10.321813938768729,12.250415698494727,-12.268193716719615,-9.095614570376515,11.586080510009214
2608,2,2,4,1,4,2,2,-10.978564029103094,-10.874048595991525,11.913734603722396,-11.960524782830197,12.450005881081735,-8.82592480916785,-8.505029415789409
2609,4,2,3,3,3,3,2,11.193602595068475,-10.734854175191652,10.763677846607173,10.495150749169897,8.773621651105445,11.232098980413111,-9.173763757579502
2610,1,4,2,3,3,3,4,-11.584521937849045,11.688559078335443,-11.15791758350384,11.08804067793379,10.180647122537827,10.981330907902041,13.490413049040379
2611,3,2,2,3,2,3,3,11.79618544276974,-10.956190509946891,-11.532543676584263,12.1165108865301,-11.974901554959834,9.859599485455712,11.583169032192894
2612,4,3,4,1,4,2,4,9.70083792834722,9.628773305676729,11.615721053104007,-11.653368103040346,11.414052290341697,-10.933698596434802,11.381730461757321
2613,1,4,2,3,3,4,1,-15.032787390930494,12.500527758527413,-10.299778531956227,10.890677447176202,12.514227155386287,15.619712199789454,-15.610552254825844
2614,3,1,4,1,4,4,1,9.53644674241825,-10.64536307944969,9.513738208649967,-9.510461295846747,9.592754207062463,10.423236648820671,-10.84059149071951
2615,2,2,3,1,3,1,3,-11.809324495008031,-11.514743049451942,12.91229691668591,-12.937387710200031,12.125857182250686,-12.649046724094433,11.973901131653797
2616,1,4,2,3,1,4,4,-14.589091956541033,13.392792172666933,-12.06550072053479,11.692022631341588,-13.27991833544847,12.5035968010538,13.439127985112119
2617,2,3,4,2,2,3,2,-10.021477399754612,11.086928608910522,12.49091442039177,-12.250954278124107,-11.861842650726754,10.755749003551758,-10.529321996741437
2618,4,2,4,1,3,3,3,12.583738796029666,-12.331864227327275,13.295289195986374,-13.00424921809178,12.352307588466301,11.340595279013407,11.64805962017418
2619,3,4,2,2,2,2,3,11.315823530293697,14.194574199091454,-13.1032041002451,-13.171413828059874,-11.474287852908395,-12.586706589394765,12.2233480031726
2620,2,2,3,1,3,2,3,-10.709826677341082,-11.118992909646426,12.02301928202979,-12.52092086589176,11.455859332285879,-11.183867896956716,9.602680107943781
2622,2,1,4,1,4,1,4,-12.619104298452793,-12.666152322505521,13.762499817903441,-13.414639371717564,13.41210508679749,-13.616834402271822,13.076285481401412
2623,4,1,2,1,4,1,4,14.065296723515777,-14.031680639942783,-10.350629082485204,-10.13871854758303,12.097285588068194,-11.767312960124803,12.73616717230015
2624,1,2,3,3,3,2,2,-12.250154543255363,-11.069272072936368,9.634652989339546,10.636083059705777,11.046763500319326,-9.465209064297282,-8.642790975132439
2625,4,1,2,1,4,4,2,13.91520492599189,-13.414469690780145,-12.639620226746082,-12.108255923701279,11.261931744566605,12.924094788897076,-7.148098540577517
2626,1,4,1,4,2,4,1,-13.998026649248953,14.21587309717188,-14.270797289214782,14.127070444021847,-13.545521870403894,13.99039857773635,-14.295680417696405
2627,4,1,2,1,4,1,4,12.714506481282058,-12.505757927680285,-9.19257074956962,-11.3317181478339,11.35144687579176,-11.282391847107624,11.914218015186561
2628,3,4,3,1,3,1,3,11.004870285295642,12.730638991625199,11.802937890006724,-12.856441749802809,12.02336458204479,-12.409910374489748,11.753937482568961
2629,4,3,4,2,2,2,2,12.253093271847694,11.694804738006686,13.289730670871217,-10.540920373517501,-12.195449582159783,-10.379564726823386,-11.566420018556583
2630,2,3,2,4,1,4,2,-10.72229052540244,11.1433804845461,-8.066028025333878,12.66046870454055,-12.884242008686316,12.050567917237814,-11.228028077234733
2631,4,1,3,1,2,3,3,14.205933855247261,-13.831115218632377,12.526809070262463,-13.269630927374537,-12.548796661147845,12.381244528547702,9.569723126748402
2632,2,2,1,4,1,4,1,-13.934254435162346,-11.691135094207066,-14.091588468165833,14.889599823765222,-14.96541810526564,14.418642932715649,-14.480389505823137
2633,3,2,3,3,2,1,2,11.69628368148775,-10.947695056653991,11.016736686036454,10.063127135632373,-10.008575480548881,-11.814007408193484,-10.724102064610147
2634,2,3,3,1,4,1,3,-11.75482175345644,-9.26094709661479,11.952421301027178,-13.014210257547525,12.757542022933842,-12.48416536746665,11.045058575151456
2635,2,2,3,2,4,2,1,-11.36036370705985,-11.430522527609817,10.521774248962855,7.908846279155487,12.783371695591185,-12.264448459653485,-12.179211761814411
2636,3,3,4,1,3,3,2,10.98279613248199,-8.459881912869301,12.964580295842605,-13.013977130284127,-9.253766820896375,12.10488299609637,7.707019705860015
2637,2,1,4,2,3,3,4,-10.8796488126161,-11.398888349446658,12.348684245685602,-11.606154381617666,9.058945365151065,10.394213481688197,12.850916054877185
2638,1,0,4,1,4,3,4,-11.433144160094592,0.0,13.492007814685742,-13.492007814685742,10.156430412466966,9.525328207262932,11.494952971956222
2639,4,1,3,1,3,1,2,14.111863020596306,-14.111085472946527,12.498147310966276,-12.609723003168126,11.791513274953132,-12.48080006934258,-6.994445649587978
2640,2,2,4,1,3,4,1,-9.44407456753089,-8.878472443006657,14.60342031162035,-14.601566353880434,9.226227466709428,16.28600547578524,-16.275953787500395
2641,3,2,4,1,4,2,1,11.739549162030457,-11.877557380265095,12.922787527193778,-13.00506897791073,13.963246233363467,-13.344372244858386,-12.960951145944696
2642,4,1,4,2,3,1,4,12.171466113793569,-12.552972001534402,11.523377064764084,-10.625687291810163,10.226048536560095,-11.273904738609806,10.901491100020895
2643,4,4,2,1,4,1,4,11.783096976345881,12.444640012058327,-10.740457827114271,-12.431134527715935,13.219898069734107,-13.215785705515065,12.992339961983305
2644,2,3,4,1,3,2,4,-10.481585709977818,11.347108893023082,14.504444482884203,-14.474780165283423,12.19202024294356,-11.661905846306386,14.34290160044359
2645,4,3,3,1,3,1,2,13.541294066985499,12.263806216618,14.217152663746509,-14.580170659783924,13.114787371462775,-13.909139334251119,-11.006216197496542
2646,3,2,3,2,3,1,2,11.23378440860694,-11.523659202662229,11.475596247878814,-10.496598551620618,11.888111864033256,-12.302102500608221,-10.632412003630753
2647,2,3,4,2,3,2,3,-11.378309006495659,10.477920170856896,12.58155295658779,-11.335654924362496,12.125031779098192,-12.140801816353772,12.535529908625879
2648,4,1,4,1,3,2,3,11.980110311612409,-11.799163780271455,11.774277817833743,-11.79871690972895,11.206069491706304,-10.797556260770131,10.880024045918692
2649,2,4,3,2,3,3,2,-11.932560460441255,12.897735346165362,-8.836989112529928,-7.623728657567309,12.158854165652995,12.106125940292287,-12.037060212916133
2650,4,3,3,4,2,2,2,11.251462426327878,7.930507620852068,10.991091556197297,12.979877440204408,-10.368742486615442,-12.456794548022609,-10.954708334319042
2651,3,3,2,3,3,2,3,11.745360285114195,-9.38844638769506,-11.286039332544302,12.658471125827674,11.76168101955263,-11.563438858263925,11.808391839502848
2652,3,1,4,2,3,3,3,11.714928831824096,-12.520287202224461,12.585930278465014,-11.657323544066902,10.599673676730907,10.142041359120727,12.261503084216493
2653,3,3,3,1,4,4,2,10.473000038116991,10.29029607657232,10.946252815474494,-11.50310908171749,12.952386875393065,14.297771815553036,-13.543417271522426
2654,4,1,4,3,2,2,3,13.69177614400104,-13.371185865172388,13.258949792572977,12.470424440207188,-12.56304220941168,-10.931852183522768,13.233853388592873
2655,3,4,1,1,4,2,3,9.310879972762432,12.56988048909463,-12.334086971630407,-11.240247498895293,11.539618044940505,-9.212180509352862,10.260347471350508
2656,4,1,4,1,1,4,4,12.361040513795581,-12.361040513795581,13.49163194600333,-13.476149156663757,-9.315964282699985,10.105876867442014,11.804273213060856
2657,3,4,3,1,2,2,2,10.168953801595602,12.883906926510386,12.770720134765073,-13.404665338803358,-10.509515540449826,9.025426629923905,-11.169700429058498
2658,4,2,4,1,4,2,3,11.911290525830784,-11.639551171759411,12.663748669584223,-12.59473335153747,11.98409498909155,-10.132652426744329,12.696458878313795
2659,2,1,3,2,4,1,3,-11.497871018755307,-11.998284459697453,11.097489284581721,-10.154713001768553,12.311090538465162,-12.108562287024311,10.062381227799385
2660,2,1,2,3,3,1,3,-13.061476335657062,-12.429253902184131,-10.718990792387366,11.899616030901726,11.74842908746364,-12.268643370400996,12.14582104251265
2661,4,1,3,1,4,1,3,13.970882185857361,-14.234110095749223,11.80753846467299,-12.73900563425347,13.934157650235631,-13.797498290115367,11.489719470190753
2662,4,4,2,1,3,4,3,12.337085003631453,12.967455721943727,-12.56955829319337,-12.772095746249434,9.637747911145308,11.701559272829078,9.19194324042488
2663,3,3,2,3,3,1,4,11.300324483965303,11.31120424218037,-11.75516973373497,10.076118199421433,11.271102170491925,-12.255442890299996,12.473352376496981
2664,2,3,2,3,2,4,1,-11.085703530811442,11.999806491332576,-12.031665715252458,12.027398159799766,-11.878687723075007,14.367459714126358,-14.283884893826835
2665,0,4,1,4,1,0,4,0.0,14.046030704279548,-13.993722907494545,12.898474460303003,-13.047376288672673,0.0,9.745562790839724
2666,2,1,1,4,1,4,1,-9.074615489530748,-12.059653950508533,-11.698231143230842,12.195961195023221,-11.978428999168576,11.955528800045665,-12.048375289056061
2667,3,2,3,1,3,1,4,11.954689202502012,-12.226793719147306,12.211093385241078,-12.33313823939503,11.82933911481243,-12.104604117633677,12.500770896101676
2668,4,3,2,4,3,2,3,10.29529997645645,10.227846120320152,-10.546214509825036,11.042532938523726,10.84662768976989,-10.886626392763427,9.637859018599174
2669,3,2,3,2,3,2,2,12.536171666308581,-12.617070735660551,10.302775642161773,-11.138816137929185,12.648035449122386,8.966281821499857,-11.292355825998364
2670,2,2,4,1,4,2,3,-9.09158179403427,-9.7548274543322,12.346590582967949,-12.123865092566822,11.665466446329392,-11.2038537454686,11.251748001248137
2671,1,4,1,4,1,4,1,-15.217694140755091,15.529536866714539,-15.463092901903803,15.559569602296518,-15.648889787514443,15.604788507701059,-15.543887057059608
2672,3,1,3,3,2,2,1,10.79524138601229,-11.732445579063512,10.341430153545005,11.224772413591651,-9.781847453387405,-9.824890604255742,-11.509366205255285
2673,3,2,2,3,3,3,3,11.144053691679268,-11.02050978506908,-9.162249832089712,9.786405204196416,8.76879097861499,11.723047844740222,12.277335734510661
2674,2,2,4,1,3,1,4,-11.654977205521558,-9.77776283136322,12.294544654144989,-11.922144483283345,-7.047178426134051,-11.46438739793495,12.175549110673337
2675,3,3,2,3,2,2,1,12.992872214864253,12.619733280528985,-13.460329506622502,12.258165693484068,-12.40862393132804,-8.831776231919367,-13.078743054847864
2676,2,2,3,3,2,2,3,-11.686553572226458,-10.89023193361646,11.936570713777968,11.350025291111157,-11.41744788402672,-11.446303469795467,11.798647648464812
2677,3,4,1,1,4,3,2,10.396876902021857,12.381634478503427,-12.562520967276935,-10.24484210232828,12.185049725829595,11.788436525996312,-11.497461127072796
2678,2,2,4,2,3,2,4,-9.614709866959624,-8.645652203801912,11.778480454581471,-11.250143573879116,8.49044668998654,-10.867707252639772,11.88402264616138
2679,4,3,2,1,3,3,4,11.663803815855234,11.230223278536164,-11.222302283873347,-11.684627281333904,10.569669549798077,11.707337657213849,12.88282135147725
2680,2,1,4,1,3,3,2,-6.430112920743094,-10.878470202094041,11.288863869336561,-11.179099714899513,9.861021377389312,8.772564407812588,-8.879635830261025
2681,2,4,3,2,1,4,1,-7.875135301243042,11.564219620247114,8.650179720562233,-10.926487526027104,-11.120893798287673,10.825262428039107,-10.734981287407809
2682,3,1,4,1,4,1,4,10.995487224318246,-13.015039448866197,12.673269857672283,-12.965776513831143,13.392496686773008,-13.179415745067175,14.288394668272957
2683,3,1,4,3,2,1,3,12.237541280418593,-12.8841725749837,12.788118055205516,12.405570402617574,-12.626797805834236,-12.561200407519685,11.981104685806212
2684,4,1,4,3,2,2,2,13.674353957754196,-13.824072809564191,12.22087190129702,12.355156244819002,-12.320570241632492,-11.626782397402863,-10.349637243098192
2685,2,3,3,1,3,2,4,-10.687234297238046,-7.372692498128858,11.841088971414075,-12.863503692262496,10.607822251590944,-11.479751609592963,12.812724543064496
2686,3,2,3,3,3,1,4,12.147960358241098,-12.47342185107055,12.631067596582131,12.798200355681686,11.467945212480604,-13.856306751573042,13.175035726379074
2687,2,1,4,1,4,1,4,-9.442601235510375,-10.978678430992975,11.192313770588523,-11.140349293712248,9.583681899126166,-10.1482451469951,11.487376498384611
2688,2,3,2,2,3,2,3,-11.392931120949129,12.00587334313913,-9.79393416510855,-10.141417863645032,11.045535774614386,-11.075715261463607,10.532520731178867
2689,3,3,1,1,4,1,2,10.314491716140655,9.55970810296089,-12.028704248114018,-11.297697125622943,12.36438976648887,-11.725145432385542,-10.636294388960359
2690,2,1,4,3,3,2,2,-9.699398781483703,-12.61585183861144,12.594506589714834,13.238672931483189,10.571592711777646,-13.076883760607346,-11.465538222810366
2691,4,1,4,3,4,2,2,13.044283669306038,-13.451410930597163,11.678182272323651,10.550868647131942,13.16094085294928,-12.36148164415421,-10.9714964522729
2692,4,3,1,2,3,4,1,14.438738032369825,14.122800452548427,-15.01043893815544,-10.524190673564755,7.47879535952845,13.384047412721989,-13.489152944199535
2693,3,3,3,2,2,3,2,9.934971488565308,9.408370929843624,8.315476650213478,-10.579425493561677,-10.149300374140797,8.948220273047227,-9.43611864660072
2694,2,3,1,2,1,4,1,-12.624282533656437,-9.904700470912264,-13.07373689946441,-4.696528084501846,-11.42943623098903,15.062792011151796,-14.934992828570879
2695,4,4,1,3,2,2,3,12.166543231578776,14.397203507780668,-14.410769060987754,12.358502880730212,-12.662299210504255,9.124648472650895,11.71840604353167
2696,2,1,3,2,4,1,3,6.617884125922412,-11.785354782434764,11.44737701536818,-10.695745340538053,12.83434582087942,-12.705113997863565,10.592785371497882
2697,4,1,3,1,3,4,3,12.623836331971065,-12.762913267079048,11.54924584411364,-11.789120703060862,10.177662201976084,12.25253510289275,11.930768827515365
2698,3,2,3,3,2,3,3,11.918537089259628,-12.055254906778362,11.378399918475612,10.663201153470993,-11.510880212666919,9.50945296707516,12.164738589461736
2699,3,2,4,3,1,3,3,10.72243417521098,-11.473049996506923,12.280855872726372,12.756899929044,-12.96320737350228,12.157844435984655,9.68051045954127
2700,3,1,3,1,3,2,2,12.366189899099151,-12.565362141137973,11.850795811159832,-12.405756182314141,11.085189641433452,-11.135258358376884,-9.673140129820547
2701,2,3,4,1,2,3,2,-11.344366201238325,9.937886080611797,12.581374477693714,-12.540868767506256,-10.151137394801076,10.196264640906877,-10.813792529355936
2702,1,2,4,1,3,3,2,-12.56678785446843,-10.0797981554479,12.97643098160515,-12.872865803482638,11.016922997974461,12.451520628872426,-12.403494364364747
2703,3,1,2,4,2,3,3,11.591323403712428,-12.493886260306569,-10.546485895389258,12.555651321249629,-12.445725191823582,11.507042680710487,11.915470413327885
2704,4,2,2,2,3,2,3,11.355230193229962,-10.316847165060032,-10.457634872155268,-8.981749980040194,9.326014825487356,7.957304142282218,10.992312983577008
2705,2,3,3,2,3,1,3,-10.7924041567817,10.834359063768243,10.978784285410917,-10.648384232713518,10.971694026125594,-11.679404720360333,10.910964083216701
2706,2,1,3,3,1,4,2,-11.028509355952616,-11.982822875520664,11.114721533507867,12.262338212626464,-12.59015831482722,12.559518278819523,-11.912157825207608
2707,4,1,4,2,1,2,2,13.167286112341737,-13.000949110923603,13.830197785264865,-12.169156702365765,-13.321778934962605,-11.340040859278252,-9.728698535008812
2708,1,4,4,2,3,1,3,-11.451538644318479,11.027834344264132,12.647841376721527,-12.016597388485438,10.599443801976538,-12.282886252997455,11.042683805005844
2710,1,4,3,1,3,3,4,-12.481285973920686,13.089537121839703,9.457722995541824,-12.89400338372086,11.206767004134432,11.498594060717874,13.266911997266314
2711,2,3,2,2,3,3,2,-12.339171093502376,10.99693318616547,-11.496651627471245,-11.734153707794864,11.146621459470959,11.888659741613296,-11.354991165372917
2712,1,3,2,3,1,4,1,-13.699932755062484,12.894855943233278,-11.68569509411678,13.192397765235725,-13.494253453533107,13.346456144773212,-13.71155113284165
2713,4,1,3,4,3,3,2,12.62239424402786,-12.489662341031805,10.513523509697562,13.051236703094853,10.634906916603082,13.103960678262775,-10.42138856823013
2714,4,4,2,3,3,2,2,10.219787056881879,11.386790068697236,-10.597378298904411,10.887728772512828,11.528746298404347,-10.580216972093686,-11.668361509792783
2715,3,1,4,1,4,2,3,11.998492148986108,-12.400593378184961,12.371489153212748,-12.6757717159723,12.454217954392796,-11.23117596759074,11.087498532562376
2716,1,4,1,4,1,2,1,-15.232087044330163,15.766892677643899,-15.780929711606946,15.204395219574716,-14.914661453116278,-13.510403910437924,-13.23067150164299
2717,4,4,1,4,2,1,4,10.057494502467613,11.588443750516667,-11.784274435218189,12.750294423366842,-11.663908008795628,-12.33866424460338,10.435490992190276
2718,2,4,3,1,4,1,4,-10.419224691442436,11.822441535389556,10.604094702577369,-12.301716592009658,10.579577373721474,-10.680644101574376,11.447972179967374
