CUSTNO,Monetary_교육문화/아동_저가_증감여부_q2_q1,Monetary_교육문화/아동_저가_증감여부_q3_q2,Monetary_교육문화/아동_저가_증감여부_q4_q3,Monetary_교육문화/아동_저가_증감여부_q5_q4,Monetary_교육문화/아동_저가_증감여부_q6_q5,Monetary_교육문화/아동_저가_증감여부_q7_q6,Monetary_교육문화/아동_저가_증감여부_q8_q7,Monetary_교육문화/아동_저가_q2_q1_로그변환,Monetary_교육문화/아동_저가_q3_q2_로그변환,Monetary_교육문화/아동_저가_q4_q3_로그변환,Monetary_교육문화/아동_저가_q5_q4_로그변환,Monetary_교육문화/아동_저가_q6_q5_로그변환,Monetary_교육문화/아동_저가_q7_q6_로그변환,Monetary_교육문화/아동_저가_q8_q7_로그변환
1777,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.378524321449557
1778,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,1,4,1,4,2,2,1,-8.005972415432321,7.600054539769929,-7.600054539769929,11.031401149629216,-10.357643388013877,-7.552482657653207,-10.253572202250908
1780,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,1,0,0,0,4,2,1,-9.26738527028346,0.0,0.0,0.0,9.206031794809316,-6.3633489364847655,-9.146102691063566
1786,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,0,0,0,4,1,0,0,0.0,0.0,0.0,8.05176702008005,-8.05176702008005,0.0,0.0
1788,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790,4,1,4,4,2,2,3,9.776075241656992,-9.37536348772912,11.018290371338205,12.085846595036385,-10.920271550440495,-11.24473291682758,9.574563252533663
1791,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.181755285489443,-8.181755285489443
1792,0,0,4,1,1,0,0,0.0,0.0,10.248370518111487,-10.12117431998761,-8.123718398727078,0.0,0.0
1793,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.586973905007227,-10.586973905007227,0.0
1794,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.648060252855363
1796,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,1,0,0,4,1,4,1,-10.426036674182358,0.0,0.0,10.422697872081885,-10.422697872081885,11.045371639253704,-11.029709539885035
1798,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,0,0,4,1,0,0,4,0.0,0.0,10.099956179403115,-10.099956179403115,0.0,0.0,9.806940488012533
1800,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,7.050816815711855,-7.050816815711855,0.0
1801,1,4,1,0,0,0,0,-10.210330502986986,10.367894468570908,-10.471956827817383,0.0,0.0,0.0,0.0
1802,4,1,4,1,4,3,1,9.914794094361746,-9.914794094361746,8.548939862058628,-8.548939862058628,10.272489903881905,8.659770649072206,-10.269837745018664
1803,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,1,0,4,3,4,2,1,-10.395005499472402,0.0,8.790733925064071,6.479746119426841,10.050620571539401,-9.897514256054773,-9.260380320864536
1807,1,0,0,4,3,1,4,-8.816717356110216,0.0,0.0,9.10436236933471,7.751889652787829,-9.334274041248497,7.364099218267749
1808,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.218244865755428
1810,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,1,4,1,4,1,0,0,-8.683207139570394,9.507219591267171,-9.507219591267171,10.362980468117708,-10.362980468117708,0.0,0.0
1814,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.925610617247798
1816,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,2,1,0,0,0,0,0,-7.30778908996716,-7.910517936229611,0.0,0.0,0.0,0.0,0.0
1818,0,0,0,4,3,1,0,0.0,0.0,0.0,6.938768198024059,2.9178733241044257,-6.955593302225228,0.0
1819,3,3,1,4,1,4,1,8.332840075776986,8.667000116065829,-9.149931388415013,10.75855109052762,-10.696722833557578,10.147056515916695,-10.265526070255824
1820,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,0,4,1,4,1,2,1,0.0,7.546015119454297,-7.546015119454297,10.85564188735828,-10.60144601249996,-7.9386660357875485,-9.08604505148753
1825,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,3,1,0,0,0,0,4,6.931157200533118,-8.148851136900051,0.0,0.0,0.0,0.0,8.242279143640642
1827,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,4,4,1,3,2,3,2,10.858597416847877,11.827422980034148,-11.886733464136638,10.316020347809602,-10.764930144351647,10.746209670123754,-10.360716062166151
1829,4,1,0,0,0,0,4,8.659561127073674,-8.659561127073674,0.0,0.0,0.0,0.0,9.132439178369761
1830,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.211850922791927
1831,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,2,3,2,2,4,2,3,-9.05365263073635,7.838643306983733,-5.712923649615737,-7.408070810960484,9.319449790223745,-8.478197970036186,6.6171477763674655
1834,1,0,0,0,0,0,0,-9.10436236933471,0.0,0.0,0.0,0.0,0.0,0.0
1835,1,0,4,1,0,0,0,-8.929534069933315,0.0,9.856621239039944,-9.856621239039944,0.0,0.0,0.0
1836,4,1,4,3,1,0,4,9.66275337163832,-9.538304229229018,8.565880418048364,9.313543823962334,-9.80781617239057,0.0,9.265299009231748
1837,0,0,4,4,1,4,3,0.0,0.0,7.669963376521064,10.308680096405306,-10.37766455944787,6.958650933931838,4.771973254479082
1838,0,4,3,1,0,4,1,0.0,8.368919070979702,7.041759357601655,-8.603989259702455,0.0,7.65132281263746,-7.65132281263746
1839,4,1,0,0,0,4,1,7.542956193710253,-7.542956193710253,0.0,0.0,0.0,7.833565130487401,-7.833565130487401
1840,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,4,3,1,4,1,0,0,9.150858542135248,9.135676565903808,-9.836390077296876,7.235251158822863,-7.235251158822863,0.0,0.0
1842,4,1,4,1,0,4,1,9.579377293913623,-9.579377293913623,7.797740750273522,-7.797740750273522,0.0,8.567328254923522,-8.567328254923522
1843,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,2,2,3,3,3,2,1,-7.744241454095382,-6.715705964194784,7.319586712999419,7.216429989315759,8.787170374564198,-7.889865238638546,-9.21154293741933
1846,1,0,0,4,1,0,0,-10.096772266856062,0.0,0.0,7.536168845219503,-7.536168845219503,0.0,0.0
1847,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,2,1,4,3,2,1,3,-10.374069166231793,-10.28687814745975,10.698774171138421,9.531201788446674,-9.551631745451683,-10.551515982966189,8.904282093395473
1849,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,0,0,4,3,1,4,1,0.0,0.0,8.044510991918838,-4.7776593205288895,-8.005972415432321,7.8541763317305575,-7.8541763317305575
1851,4,2,3,1,4,3,1,9.811164603043485,-8.055571855772861,7.988835598658894,-9.485037606783681,10.831089856444164,7.337920291011384,-10.728405491796556
1852,1,0,0,0,0,0,0,-7.3737440473017735,0.0,0.0,0.0,0.0,0.0,0.0
1853,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,1,0,0,0,0,0,0,-9.135130658912699,0.0,0.0,0.0,0.0,0.0,0.0
1858,4,3,1,3,4,1,2,8.784525688263194,9.991646105725009,-10.17083265264118,7.577206986793562,13.986079063444878,-13.753955449164165,-10.91059302481419
1859,1,0,0,4,4,2,1,-7.221655379680824,0.0,0.0,6.843554959825591,7.641288348499907,-7.584787814198039,-6.958650933931838
1860,4,3,2,1,0,0,4,10.529816976030359,10.705085365338256,-6.896657907030459,-11.302298964751031,0.0,0.0,10.973732923822224
1861,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,4,2,1,0,0,0,0,9.940369687719887,-9.314815534279122,-9.17483092894793,0.0,0.0,0.0,0.0
1865,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,7.140814081874343,-7.140814081874343
1867,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,2,3,2,2,2,3,1,-11.671430385674048,11.66290989237625,-10.11929273263446,-9.977979765889165,-10.956901182933453,11.11514204679883,-11.798026159717839
1870,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,7.29485159715674,10.630295809968915
1874,0,4,1,0,4,3,1,0.0,11.125154958520575,-11.125154958520575,0.0,8.102344886278402,8.646055893818698,-9.10374264200561
1876,1,0,0,0,0,0,0,-7.7184014918288675,0.0,0.0,0.0,0.0,0.0,0.0
1877,2,1,4,4,1,3,2,-10.713199792458921,-10.613222225379626,10.657017481041972,11.550783613028171,-11.725821899236449,10.657310896745157,-10.55728411285524
1878,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,1,4,3,1,4,1,4,-9.028659292034868,8.005352825917525,8.676782625601549,-9.089426544992769,8.053569863404698,-8.053569863404698,6.882065821332454
1883,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,2,1,4,1,4,1,0,-9.351163686858444,-8.704005347858796,8.242279143640642,-8.242279143640642,8.659561127073674,-8.659561127073674,0.0
1885,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,0,4,1,0,0,0,4,0.0,8.318920546034658,-8.318920546034658,0.0,0.0,0.0,7.574699859119351
1887,4,1,0,0,0,0,0,8.811086632032184,-8.811086632032184,0.0,0.0,0.0,0.0,0.0
1888,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,4,1,0,0,0,0,0,8.564268293160637,-8.564268293160637,0.0,0.0,0.0,0.0,0.0
1890,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.818867616883011,-8.818867616883011,0.0
1891,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.659561127073674,-8.659561127073674,0.0
1892,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,2,1,0,4,3,2,3,-8.411119566438497,-8.289891699269804,0.0,7.941456125052762,7.43658884745731,-7.828077174959253,7.910531186044532
1894,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,0,4,1,0,0,0,0,0.0,8.680636559288047,-8.680636559288047,0.0,0.0,0.0,0.0
1896,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,0,4,1,0,0,0,0,0.0,6.958650933931838,-6.958650933931838,0.0,0.0,0.0,0.0
1899,0,4,1,0,0,0,0,0.0,8.266289994027588,-8.266289994027588,0.0,0.0,0.0,0.0
1900,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,4,4,2,3,1,2,4,7.485828945798005,12.135577982528378,-11.360226638612106,11.75197785516987,-12.136871542484291,-8.09759019925366,11.753279431453487
1905,1,0,4,1,0,0,0,-7.941456125052762,0.0,9.953780135713771,-9.953780135713771,0.0,0.0,0.0
1906,1,4,1,4,1,4,1,-9.550609446455013,9.848124709698602,-9.848124709698602,10.276509722514255,-10.276509722514255,8.05662943657829,-8.05662943657829
1907,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.426974729612416,-11.426974729612416,0.0
1908,2,3,1,2,1,4,1,-9.87949710565093,9.182472085058256,-9.848819281965355,-8.47706534570408,-8.095555990992649,9.337334316113436,-9.337334316113436
1909,1,0,0,0,0,0,0,-9.01166377148991,0.0,0.0,0.0,0.0,0.0,0.0
1910,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.0,11.047048058845862,12.11665312888904
1911,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,3,2,1,0,0,4,1,10.320593630148164,-10.108836288666048,-10.954081744712724,0.0,0.0,8.238898159734367,-8.238898159734367
1913,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.323475614680229
1914,1,4,1,4,1,4,1,-10.936850437738562,7.769053023028819,-7.769053023028819,8.066577421463617,-8.066577421463617,9.618026162467675,-9.530074608519108
1915,4,1,0,0,0,0,0,7.474001166437712,-7.474001166437712,0.0,0.0,0.0,0.0,0.0
1916,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,1,4,1,4,1,4,2,-11.042715604171375,11.242480499840868,-11.228232437045666,10.906016421876478,-10.941528025674343,10.605861911166983,-10.290213239240954
1918,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,0,0,0,4,1,0,0,0.0,0.0,0.0,7.179722491177759,-7.179722491177759,0.0,0.0
1920,4,1,0,0,0,0,4,8.564268293160637,-8.564268293160637,0.0,0.0,0.0,0.0,10.394106748580704
1921,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,6.935410049579387,-6.935410049579387,0.0
1922,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,8.53481135146898,-8.207227423822758
1924,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,1,0,4,1,0,0,0,-8.021471471723176,0.0,9.04333039520191,-9.04333039520191,0.0,0.0,0.0
1926,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,2,1,4,1,0,0,0,-7.018716203250882,-8.712661980256824,9.990146081756148,-9.990146081756148,0.0,0.0,0.0
1931,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.121858219055417
1932,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,1,4,1,4,4,2,2,-9.641661984091712,10.307637569234094,-10.307637569234094,7.67586120638353,10.79934608436532,-10.319873353886198,-8.733989221232122
1936,0,0,0,4,1,0,0,0.0,0.0,0.0,7.361917060035582,-7.361917060035582,0.0,0.0
1937,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,4,1,4,1,4,1,0,10.349179972431456,-10.349179972431456,9.009393241672175,-9.009393241672175,9.226863810951516,-9.226863810951516,0.0
1939,1,0,0,4,3,1,0,-9.344011528276054,0.0,0.0,7.67586120638353,6.144877343798468,-7.8713118975494165,0.0
1940,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,1,1,4,1,0,4,1,-8.125821461639049,-7.137755965032019,10.059135896604538,-10.059135896604538,0.0,7.610520626872183,-7.610520626872183
1943,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,3,1,0,0,4,1,0,8.54687224926687,-9.082984853747268,0.0,0.0,9.138548565311606,-9.138548565311606,0.0
1945,0,4,1,0,0,0,0,0.0,7.053874712018862,-7.053874712018862,0.0,0.0,0.0,0.0
1946,3,1,0,0,0,4,1,6.4895999984342705,-8.759801183465559,0.0,0.0,0.0,8.629352203961494,-8.629352203961494
1947,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,1,0,0,4,4,1,0,-6.843554959825591,0.0,0.0,6.792317785230605,9.836740586486604,-9.883214108551584,0.0
1951,1,4,1,4,1,0,4,-10.138364485131282,11.446347162439709,-11.446347162439709,10.02058639113862,-10.02058639113862,0.0,7.5234335788118285
1952,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,4,1,0,4,3,1,2,7.5969955288534425,-7.5969955288534425,0.0,10.517549190018501,10.125427487915529,-10.671525313298147,-8.709969968386433
1959,4,1,4,1,1,0,4,8.207675118656978,-8.207675118656978,8.402962497739836,-8.084068598322643,-7.10567312340223,0.0,7.287188863517533
1960,1,4,1,0,0,0,0,-8.066577421463617,7.220795856384263,-7.220795856384263,0.0,0.0,0.0,0.0
1961,4,2,1,0,0,0,0,8.564268293160637,-6.943268417786897,-8.344232257526446,0.0,0.0,0.0,0.0
1962,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,1,0,0,0,0,0,0,-8.123718398727078,0.0,0.0,0.0,0.0,0.0,0.0
1964,1,4,1,0,0,0,0,-6.843554959825591,6.958650933931838,-6.958650933931838,0.0,0.0,0.0,0.0
1965,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,7.48888777635493,-7.48888777635493
1966,0,4,1,0,0,0,4,0.0,9.58965737954628,-9.58965737954628,0.0,0.0,0.0,7.496779933631249
1967,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,0,0,4,1,0,0,0,0.0,0.0,8.705754208099052,-8.705754208099052,0.0,0.0,0.0
1970,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,0,0,4,2,4,2,1,0.0,0.0,9.142909352178254,-8.613770172444449,9.454921397992281,-9.014706321038595,-9.03475771682026
1973,2,4,1,4,1,4,1,-10.131658941989036,10.769173458792054,-11.000417128148522,10.659784224173807,-10.659784224173807,11.221800820416,-11.175135627049949
1974,0,4,1,0,0,0,0,0.0,10.718922342487875,-10.718922342487875,0.0,0.0,0.0,0.0
1975,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,0,4,3,1,0,0,4,0.0,7.220795856384263,6.278552398801518,-7.549395211931876,0.0,0.0,7.144193283393171
1978,4,2,2,1,0,0,4,8.337384409294687,-6.237364055665447,-7.432430203665581,-7.9110254351426175,0.0,0.0,7.9110254351426175
1979,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.76132325331327,-10.76132325331327,0.0
1980,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,4,1,4,2,2,1,4,7.137755965032019,-7.137755965032019,7.946104110791783,-7.257935754636943,-3.780198288036277,-7.217737552910285,7.064216359791003
1983,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.5968253802186,-9.5968253802186
1984,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,7.5969955288534425,-7.5969955288534425,6.882065821332454
1986,1,4,1,4,2,2,4,-10.31877487632606,10.398471842895628,-10.085809801916817,10.038129590295892,-9.685130342153306,-9.438040889460305,10.899349029893427
1987,1,0,0,0,0,0,0,-8.6958234793031,0.0,0.0,0.0,0.0,0.0,0.0
1988,1,4,1,3,1,4,3,-8.933248753435459,9.5968253802186,-9.514113639186473,7.283257743347522,-7.872488659541261,7.987659207224519,-4.794527833797581
1989,0,4,1,0,0,0,0,0.0,9.229924055204648,-9.229924055204648,0.0,0.0,0.0,0.0
1990,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0,4,1,4,1,4,4,0.0,11.24817257652643,-11.189383872801685,10.333349426646281,-10.466590788051944,9.260380320864536,11.187860952519097
1992,1,0,0,0,0,0,0,-8.481692048854713,0.0,0.0,0.0,0.0,0.0,0.0
1993,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,1,4,4,2,3,1,0,-8.177770018592254,7.546015119454297,9.10648525263239,-8.952855384721047,7.52595985035539,-8.523454248740002,0.0
1995,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,4,3,3,1,0,4,1,8.695273123326801,9.286768373469688,9.119640112397434,-10.161989099260545,0.0,9.49937699895067,-9.324508288812062
1997,1,4,1,0,0,0,0,-8.208852008865664,10.908962116500884,-10.908962116500884,0.0,0.0,0.0,0.0
1998,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,2,3,4,1,2,3,2,-9.691354344325319,9.177401478709157,11.642132988105377,-11.557656859577525,-10.007627310040728,10.09947696701154,-9.591012318624948
2003,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,1,0,0,4,1,0,4,-8.431941112084981,0.0,0.0,8.036733969045693,-8.036733969045693,0.0,7.218244865755428
2006,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,0,0,0,0,0,0,-9.360270638053748,0.0,0.0,0.0,0.0,0.0,0.0
2008,0,0,0,0,4,1,1,0.0,0.0,0.0,0.0,9.334274041248497,-9.216118859048848,-7.140814081874343
2009,4,1,4,2,2,4,1,8.222077408034929,-8.436460939923546,8.09030616105776,-6.114201891855684,-7.504309321474745,8.798861352866611,-8.809465578794969
2010,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,3,2,1,4,1,0,0,7.800186669100355,-8.488080575559806,-8.436916922893838,9.836413864398146,-9.897011179650457,0.0,0.0
2012,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,4,3,3,1,4,1,-9.310678073691236,7.220795856384263,8.074188261940975,8.739558917232959,-9.289265937046768,9.080075562554825,-9.080075562554825
2015,3,4,1,2,2,3,2,6.741363133147222,9.825471642778197,-9.778052541098475,-7.7460315719170225,-6.684056954415096,6.684825765409113,-7.587940406616117
2016,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,1,4,1,0,4,1,9.040430177667371,-9.040430177667371,8.156688924361783,-8.156688924361783,0.0,7.329919502014941,-7.329919502014941
2020,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1,1,0,0,0,4,3,-8.10852836277414,-7.217737552910285,0.0,0.0,0.0,7.987659207224519,7.828027874999727
2022,0,0,0,4,1,0,4,0.0,0.0,0.0,11.532927916887685,-11.532927916887685,0.0,7.669963376521064
2023,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0,0,0,0,4,2,1,0.0,0.0,0.0,0.0,9.782009641116023,-8.79813975443629,-9.313916128962417
2026,2,1,4,1,4,3,2,-8.168648845589967,-8.928853104086684,9.121858219055417,-8.943021171804695,8.527558715302643,9.456678156246369,-9.371518882037075
2027,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,1,0,0,4,3,3,2,-9.675764217858339,0.0,0.0,7.924655035331338,7.749405664613578,9.184027309921033,-9.272043234091617
