CUSTNO,가구인테리어/잡화_고가_증감여부,가구인테리어/잡화_저가_증감여부,가구인테리어/잡화_중가_증감여부,가전/레저취미/멀티샵_고가_증감여부,가전/레저취미/멀티샵_저가_증감여부,가전/레저취미/멀티샵_중가_증감여부,교육문화/아동_고가_증감여부,교육문화/아동_저가_증감여부,교육문화/아동_중가_증감여부,식품/생활_고가_증감여부,식품/생활_저가_증감여부,식품/생활_중가_증감여부,의류/이미용_고가_증감여부,의류/이미용_저가_증감여부,의류/이미용_중가_증감여부,침구/주방_고가_증감여부,침구/주방_저가_증감여부,침구/주방_중가_증감여부
4427,1,4,2,0,0,4,0,0,1,3,0,1,3,3,4,0,0,0
4428,0,4,2,1,0,4,0,0,1,3,1,2,4,2,3,1,1,4
4429,0,1,0,0,2,0,0,0,4,2,1,2,0,2,4,0,1,1
4430,4,1,3,0,0,1,0,1,0,1,1,1,2,1,2,3,1,1
4431,0,4,2,0,1,2,0,4,1,1,1,2,3,4,3,4,3,0
4432,1,2,4,1,0,3,0,1,0,3,1,1,1,1,3,3,3,3
4433,1,2,2,0,0,2,0,0,4,2,1,2,4,4,2,3,0,0
4434,0,4,0,0,0,1,0,0,0,1,4,3,0,4,1,0,2,0
4435,0,0,1,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0
4436,0,1,0,1,0,2,0,0,0,3,1,2,2,4,2,1,1,4
4437,0,1,0,0,0,3,0,4,1,3,4,3,1,4,3,3,1,2
4438,0,2,2,4,0,1,0,0,0,3,3,1,4,0,3,3,0,4
4439,0,3,4,2,0,2,0,2,2,1,2,2,1,4,2,1,1,0
4440,0,4,0,0,0,4,0,0,0,3,2,3,0,0,0,0,4,4
4441,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0
4442,0,4,0,0,2,0,0,4,0,2,1,2,0,2,0,0,2,1
4443,0,1,1,0,4,3,0,2,2,3,2,2,0,3,3,0,4,3
4444,0,2,1,0,0,2,0,0,0,3,4,1,1,1,0,1,1,0
4445,1,3,1,1,0,1,0,4,0,4,3,2,3,2,3,4,3,1
4446,0,1,4,0,0,2,1,0,0,3,4,3,3,3,2,2,0,1
4447,0,1,1,0,0,0,0,0,0,2,3,3,2,1,4,0,4,0
4448,0,3,0,0,0,0,0,0,0,4,2,3,0,3,0,0,1,0
4449,0,4,1,1,0,3,0,0,0,1,4,4,4,0,1,0,0,2
4450,0,4,0,0,0,3,0,4,4,3,3,3,0,3,0,0,3,2
4451,0,1,0,0,1,1,1,0,0,2,2,3,1,1,0,1,4,1
4452,1,3,1,0,1,1,0,0,2,4,1,2,0,1,1,1,1,3
4453,1,1,1,1,4,1,0,0,0,1,1,1,1,1,3,3,2,3
4454,0,0,4,0,0,0,4,0,0,4,3,2,4,2,3,0,2,0
4455,1,1,3,0,1,4,4,0,0,1,4,1,0,2,3,0,1,0
4456,0,3,3,2,1,4,0,0,0,1,1,2,4,0,3,0,0,4
4457,0,3,4,0,0,1,0,4,0,1,3,3,0,4,0,0,1,0
4458,0,2,4,4,3,2,0,4,1,3,2,3,0,2,3,0,3,2
4459,0,2,0,0,1,1,0,0,0,2,3,3,0,3,2,0,1,1
4460,0,1,0,0,0,4,0,0,0,3,4,3,3,1,1,0,1,0
4461,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0
4462,0,0,0,0,0,0,0,0,0,2,1,2,0,1,4,4,1,4
4463,1,3,4,1,1,3,0,0,2,4,1,3,4,1,3,2,4,4
4464,0,2,0,0,1,0,1,3,0,2,4,3,0,3,1,0,4,4
4465,4,2,4,0,0,1,0,0,0,2,4,3,3,0,4,4,0,0
4466,0,4,1,4,0,1,0,0,0,2,3,1,4,2,2,2,2,1
4467,0,1,4,0,0,1,0,0,4,3,2,3,1,2,1,0,3,0
4468,0,1,0,0,0,4,4,1,4,2,1,1,0,2,0,0,2,1
4469,0,1,3,0,0,3,0,0,0,3,2,2,2,1,3,0,1,0
4470,4,1,2,1,0,1,0,0,0,3,0,1,2,4,2,0,0,1
4472,0,3,1,0,0,3,0,0,0,3,0,4,3,4,2,2,0,1
4473,4,2,3,2,0,3,0,0,0,4,3,4,2,1,2,2,4,0
4474,0,4,0,0,1,2,0,0,0,1,2,2,0,3,4,0,1,3
4475,4,2,3,2,0,4,0,4,1,2,3,3,2,4,1,2,4,3
4476,1,2,2,2,0,3,0,0,4,1,4,4,2,4,4,4,1,0
4477,0,1,4,0,1,4,0,3,0,4,3,1,0,2,0,0,4,0
4478,0,1,0,0,1,0,0,1,0,1,1,1,0,3,0,0,3,0
4479,0,4,0,0,0,1,0,0,1,3,4,3,2,0,1,0,0,0
4480,0,2,0,0,4,0,0,0,0,2,1,2,1,4,1,0,3,0
4481,2,1,4,4,0,1,0,0,0,2,1,1,1,1,2,2,3,1
4482,0,2,1,4,0,1,4,0,1,4,2,3,1,3,2,1,3,2
4483,0,2,2,0,0,4,4,0,4,4,4,3,3,4,2,1,3,0
4484,0,4,4,0,3,3,0,2,4,2,1,3,4,3,4,0,2,2
4485,3,2,1,0,0,1,0,0,0,3,1,3,3,0,4,1,0,4
4486,1,4,4,0,0,1,0,0,0,4,4,3,0,2,4,0,4,0
4487,2,1,3,4,0,1,0,4,1,3,4,4,3,1,2,2,3,3
4488,0,2,0,0,0,4,0,4,3,4,4,4,3,0,4,1,0,4
4489,0,2,4,0,4,4,0,0,0,4,2,3,0,1,3,0,4,0
4490,0,1,0,4,1,1,0,0,0,4,1,1,1,4,3,0,0,0
4491,1,1,4,0,0,1,0,1,0,3,3,1,0,2,4,0,2,0
4492,0,3,1,0,0,1,0,0,0,4,1,3,1,0,3,4,0,3
4493,4,0,0,0,1,0,0,0,0,4,2,1,0,2,1,0,1,0
4494,3,3,3,0,0,3,0,0,3,4,1,4,3,1,4,2,0,4
4495,2,4,1,1,0,4,0,4,0,3,1,2,1,0,2,2,0,1
4496,4,1,4,0,0,3,0,0,1,3,4,3,2,4,1,4,0,1
4497,0,3,0,0,3,1,0,0,0,3,2,2,0,1,0,0,2,0
4498,0,2,0,0,3,1,4,3,1,3,2,3,0,2,4,0,3,4
4499,3,3,1,0,0,4,0,0,1,1,4,3,3,4,3,2,4,3
4500,0,3,0,0,4,0,0,0,0,1,3,3,0,3,0,0,1,0
4501,1,4,4,4,0,2,0,0,3,3,1,2,1,1,1,4,0,2
4502,0,1,4,0,1,1,0,2,1,3,2,2,0,3,1,0,1,0
4503,0,3,0,0,0,0,0,0,0,3,3,2,0,3,4,0,1,0
4504,0,3,4,0,0,3,0,0,0,4,1,4,2,0,1,4,0,4
4505,0,4,0,0,0,1,1,0,1,1,1,2,1,3,1,0,1,0
4506,0,4,0,0,2,0,0,2,4,4,4,4,0,2,0,0,2,0
4507,0,0,4,0,0,0,0,0,0,4,3,1,0,0,4,0,1,0
4508,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0
4509,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,0,3,0
4510,0,2,4,0,1,0,0,0,0,2,3,3,0,1,0,0,1,0
4511,4,3,1,0,0,4,0,0,0,2,0,4,3,1,3,3,0,4
4512,0,1,1,0,0,4,1,4,3,4,3,3,3,4,1,2,0,0
4513,3,1,1,1,0,1,0,0,1,3,1,1,1,1,1,2,0,0
4514,0,4,0,0,4,4,0,4,0,2,3,3,0,4,4,4,2,4
4515,0,1,0,0,4,0,0,0,0,2,2,3,0,3,1,0,2,0
4516,0,4,0,0,0,4,0,1,0,1,2,3,0,4,3,0,0,0
4517,3,3,3,0,0,3,0,1,4,2,1,2,3,0,4,1,1,0
4518,2,1,1,2,0,4,0,0,0,2,3,3,3,4,2,0,1,4
4519,1,1,1,4,0,1,0,0,4,4,1,2,4,0,1,4,0,1
4520,4,4,1,0,0,0,0,0,0,4,4,4,2,0,3,0,0,0
4521,0,4,4,0,0,3,0,0,0,2,4,1,1,3,2,0,1,0
4522,1,0,2,4,0,4,0,1,0,2,1,1,1,3,3,0,3,0
4523,2,3,2,3,0,2,0,0,4,2,4,1,3,0,1,0,0,0
4524,0,1,0,0,2,0,0,1,0,3,2,3,1,4,0,0,1,0
4525,1,2,1,3,0,1,0,0,4,4,1,4,4,2,4,2,2,4
4526,0,4,0,0,0,4,0,0,0,2,3,3,0,3,0,0,3,0
4527,4,3,2,3,4,3,0,0,0,3,3,4,2,4,2,2,2,4
4528,0,0,0,0,4,4,0,0,0,4,3,3,0,1,4,0,2,0
4529,0,0,0,0,4,0,0,0,0,3,3,3,0,2,0,0,3,0
4530,0,2,0,0,4,1,0,0,1,3,2,2,0,1,4,0,2,0
4531,0,1,2,0,3,1,0,0,0,1,2,3,0,2,4,0,1,0
4532,0,1,2,0,0,2,0,0,1,3,4,1,3,4,4,3,0,1
4533,0,4,0,0,3,4,0,0,0,2,1,1,4,1,4,0,1,0
4535,4,3,1,1,0,4,0,0,3,4,4,4,2,4,1,4,1,4
4536,4,3,1,0,0,3,0,0,1,3,4,3,1,4,2,4,0,3
4537,4,0,2,3,0,4,0,0,4,1,1,2,1,0,1,4,0,0
4538,4,4,3,1,4,2,0,4,0,3,2,2,4,3,4,4,1,1
4539,1,1,3,3,0,2,0,0,0,2,1,1,1,4,2,3,0,2
4540,0,1,4,0,0,1,0,1,0,2,3,3,0,4,0,0,2,4
4541,0,1,0,0,3,0,0,2,1,2,3,2,0,2,2,0,1,2
4542,3,4,1,1,0,1,0,0,4,3,1,4,2,1,3,1,0,4
4543,0,1,0,0,4,0,0,4,0,4,2,3,0,4,0,0,4,2
4544,0,2,1,0,2,4,0,3,4,3,2,2,0,2,1,0,2,3
4545,2,4,1,3,0,0,0,0,4,4,4,3,1,0,4,3,0,0
4546,1,2,2,1,0,2,0,0,1,1,3,3,2,0,2,0,0,1
4547,4,2,0,0,0,4,0,0,1,1,4,2,4,4,4,1,0,1
4548,0,2,0,0,4,1,0,0,1,3,4,4,2,1,2,1,4,4
4549,0,1,2,0,3,4,0,4,0,1,2,3,0,2,2,0,4,4
4550,0,4,0,0,0,1,0,0,1,2,1,2,4,0,4,1,0,3
4551,0,1,0,0,2,1,0,2,0,2,3,3,0,1,1,0,3,1
4552,0,4,2,2,4,3,4,4,2,1,1,1,1,4,1,4,4,2
4553,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,4,0
4554,0,1,0,0,1,0,0,0,0,2,3,2,0,1,0,0,1,0
4555,0,1,2,0,1,1,0,0,0,1,1,2,0,2,1,0,2,0
4556,0,4,0,0,2,0,0,0,0,4,3,2,3,0,4,0,3,0
4557,0,4,0,0,0,0,1,0,0,2,3,2,0,3,0,0,4,0
4558,0,1,0,0,4,0,0,2,0,4,3,3,0,3,4,0,4,4
4559,0,4,3,0,0,1,0,0,0,4,1,3,1,4,1,0,2,0
4560,1,1,4,4,0,2,4,1,2,1,2,2,3,1,4,1,1,0
4561,1,3,1,1,0,4,0,0,1,3,0,1,3,0,1,2,0,1
4562,0,2,4,0,4,1,4,1,4,4,3,3,0,3,4,4,1,4
4563,2,3,3,0,0,1,1,1,4,3,2,2,1,3,2,0,3,1
4564,0,1,1,0,0,0,2,3,4,3,3,1,1,1,1,1,4,4
4565,0,0,1,0,4,4,0,1,1,1,4,3,0,4,0,0,0,1
4566,1,4,1,0,0,3,0,0,3,3,1,3,1,4,1,3,2,3
4567,4,1,1,0,1,1,3,3,1,1,1,1,1,2,2,0,3,1
4568,0,2,1,0,4,0,0,0,0,1,4,1,1,0,0,0,0,0
4569,0,2,0,0,1,0,0,0,0,2,2,2,0,1,0,0,3,0
4570,0,1,0,0,1,3,0,0,0,3,3,3,1,1,2,0,1,0
4571,2,3,4,0,0,2,0,0,1,2,1,2,1,4,2,1,0,1
4572,3,2,1,4,0,3,4,4,0,3,1,2,2,4,4,4,2,4
4573,0,2,0,0,1,4,0,0,1,4,2,3,0,4,1,0,0,1
4574,4,1,4,0,4,3,0,2,0,3,3,3,3,3,2,0,2,1
4575,0,2,1,0,0,4,0,0,1,4,4,3,3,1,1,0,0,4
4576,4,3,4,3,0,1,0,4,2,1,1,2,2,4,3,1,1,1
4577,0,1,0,1,0,1,0,0,0,1,1,1,0,1,4,0,1,0
4578,0,4,0,0,1,0,0,0,4,1,4,3,0,0,0,0,0,0
4579,1,1,4,4,0,3,0,0,1,2,0,1,1,0,1,2,0,1
4580,4,3,1,0,3,1,0,0,0,4,1,2,4,3,4,0,0,4
4581,0,1,0,0,1,0,0,0,1,3,3,3,0,1,0,0,3,1
4582,1,3,2,0,0,3,0,0,0,4,0,4,2,0,4,2,0,1
4583,2,2,1,1,0,3,0,0,3,1,1,2,3,0,2,1,1,1
4584,0,2,3,0,0,3,0,0,2,3,1,3,4,2,2,4,1,0
4585,0,0,1,1,0,1,0,0,0,1,4,4,0,2,0,0,3,0
4586,1,3,0,0,0,2,0,0,1,2,4,3,1,2,1,0,1,0
4587,4,3,1,0,0,3,4,0,4,4,0,3,1,0,2,3,0,3
4588,3,4,2,0,0,4,0,0,0,1,0,4,0,0,2,3,0,4
4589,4,1,2,4,0,3,0,0,0,1,1,2,1,0,1,4,0,0
4590,4,2,0,0,0,4,0,1,0,1,1,2,1,1,1,0,2,1
4591,0,3,1,0,4,3,0,0,0,4,4,4,1,0,2,1,3,4
4592,3,1,1,0,0,2,0,4,2,3,3,2,2,0,2,4,0,2
4593,0,1,3,0,0,3,0,4,0,4,4,3,0,3,3,0,1,4
4594,0,1,1,0,3,4,0,4,1,2,2,3,1,1,4,0,1,4
4595,0,4,1,0,1,4,0,0,4,4,4,3,0,1,0,0,2,2
4596,0,4,2,0,1,1,0,1,1,3,3,3,1,4,3,0,3,0
4597,4,2,1,0,0,1,0,0,4,3,4,4,1,0,4,4,0,3
4598,0,4,0,0,4,0,0,1,0,3,4,3,0,2,1,0,2,0
4599,0,3,1,4,0,2,0,1,1,3,1,2,2,0,1,0,4,1
4600,0,1,0,0,1,4,0,0,0,2,2,4,0,1,0,0,3,0
4601,0,3,2,0,0,1,0,0,1,2,1,3,1,4,3,3,0,4
4602,0,1,0,0,2,0,0,0,0,3,1,2,0,0,0,0,0,0
4603,0,1,0,0,2,4,0,4,1,3,1,2,4,4,4,0,1,0
4604,0,1,0,0,0,0,0,4,0,3,3,2,0,4,0,0,2,0
4605,3,3,1,0,0,1,0,0,1,4,4,2,2,0,1,3,2,2
4606,3,4,4,0,1,2,0,1,0,2,1,3,2,1,4,2,3,1
4607,0,1,0,1,1,1,0,1,1,4,2,2,2,1,1,4,2,2
4608,4,2,0,1,0,2,0,0,4,3,0,4,2,0,2,0,0,4
4609,0,3,1,0,4,2,0,4,4,2,1,2,1,3,2,1,2,2
4610,4,3,1,3,4,3,0,1,1,1,4,2,3,2,1,2,2,3
4611,1,3,1,0,4,0,0,1,2,1,1,2,1,4,3,0,4,1
4612,4,1,3,0,0,3,0,0,1,2,4,1,3,0,2,1,0,2
4613,0,1,4,0,1,1,0,0,0,4,2,2,0,2,2,0,2,0
4614,4,2,1,2,4,2,0,0,2,4,4,2,3,4,2,3,4,4
4615,0,4,1,0,0,0,0,0,4,3,1,4,0,0,4,1,0,0
4616,0,1,0,0,4,2,0,0,0,2,2,2,0,4,4,1,1,4
4617,4,4,4,0,0,4,0,2,0,3,2,4,4,2,3,0,3,0
4618,1,2,0,4,0,2,0,0,3,2,0,2,3,0,4,4,0,0
4619,0,2,0,0,3,4,0,0,1,4,3,3,0,4,0,0,4,4
4620,4,4,2,4,0,2,1,0,0,3,1,4,2,2,2,2,1,1
4621,0,4,0,0,1,0,0,2,3,4,3,3,4,2,4,0,3,0
4622,0,2,0,1,4,1,0,0,0,3,2,2,0,3,3,0,4,0
4623,0,1,4,0,2,2,0,0,0,2,3,4,0,4,1,0,4,0
4624,1,1,1,1,1,3,0,1,4,2,1,1,1,1,1,4,2,1
4625,0,3,0,0,2,0,0,4,0,1,1,1,0,1,0,0,1,0
4626,0,2,3,0,3,1,0,1,0,2,2,1,1,3,1,0,1,4
4627,0,3,1,3,0,3,0,3,1,3,2,1,3,1,1,2,4,4
4628,0,0,0,0,4,0,0,0,0,2,3,3,0,2,0,0,3,0
4629,0,4,0,0,0,0,4,4,1,2,3,3,0,2,0,0,4,0
4630,0,2,2,4,0,3,0,0,2,4,3,4,3,4,3,3,4,4
4631,0,4,0,0,4,0,0,0,0,4,4,3,0,1,4,0,3,0
4632,1,4,4,0,0,2,0,0,0,4,3,2,2,3,1,0,3,0
4633,3,3,1,1,0,3,0,0,0,4,4,1,3,2,2,4,4,4
4634,0,1,3,0,4,0,0,0,0,3,4,1,0,1,0,0,4,0
4635,0,3,0,0,0,0,0,4,4,2,1,2,0,4,0,0,1,0
4636,3,4,4,0,1,1,0,0,4,3,1,3,1,1,2,2,1,4
4637,1,2,3,4,0,2,0,4,4,4,4,3,4,4,1,4,0,4
4638,1,2,3,4,0,3,0,1,0,2,1,1,2,2,3,1,1,1
4639,0,1,3,0,4,0,1,2,2,3,1,1,0,4,1,0,4,0
4640,3,4,0,4,0,1,0,0,2,3,0,1,3,4,4,1,0,1
4641,0,1,0,0,0,4,0,3,4,2,1,2,0,2,1,1,1,1
4642,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
4643,0,2,0,0,1,0,0,0,0,3,3,2,0,1,1,0,4,0
4644,0,2,0,0,4,0,0,0,0,4,3,3,4,2,4,0,2,0
4645,0,2,2,1,3,3,0,4,4,2,3,3,2,4,2,2,4,1
4646,0,3,0,0,2,0,0,0,0,2,3,1,0,2,4,0,2,0
4647,0,2,0,0,3,0,0,0,0,3,3,3,0,4,4,0,2,1
4648,4,4,4,4,2,2,0,1,0,3,3,3,3,3,1,0,0,0
4649,4,1,1,2,0,4,0,1,0,2,2,1,4,0,2,1,1,1
4650,2,2,2,4,0,3,0,0,3,1,1,3,3,1,4,2,2,4
4651,4,4,4,1,0,4,0,0,3,3,1,1,1,0,2,1,0,3
4652,4,4,3,4,0,3,0,0,1,4,0,1,2,0,2,1,0,4
4653,0,3,4,4,3,4,1,1,4,2,2,3,1,4,4,3,3,2
4654,1,2,1,0,0,3,0,0,0,2,4,3,2,4,2,0,0,4
4655,3,1,1,4,2,1,0,0,0,2,3,4,2,2,3,1,4,1
4656,4,2,1,2,0,3,0,0,2,3,1,3,3,0,4,4,0,1
4657,0,3,4,0,3,0,0,2,2,1,3,3,1,3,0,0,3,0
4658,1,2,2,0,0,1,0,0,0,2,1,2,4,3,2,4,1,1
4659,4,4,1,4,0,3,0,1,1,3,4,4,4,0,2,4,4,4
4660,4,4,0,0,0,4,0,0,0,4,2,4,2,4,2,0,0,1
4661,1,3,1,0,0,2,0,0,2,3,1,3,4,0,3,0,4,2
4662,1,1,3,2,0,1,0,0,0,1,1,2,1,0,2,1,0,1
4663,4,2,3,4,0,2,0,0,0,1,1,3,2,1,1,2,0,2
4664,4,1,4,2,0,2,0,0,0,1,1,4,1,1,3,0,1,0
4665,0,3,0,0,4,2,0,4,1,3,3,2,4,3,4,4,1,4
4666,4,2,4,0,0,1,0,0,1,1,2,1,1,4,1,2,0,1
4667,0,3,3,0,3,2,0,4,0,2,1,3,4,3,2,0,4,0
4668,0,2,4,4,0,4,0,0,4,3,2,3,4,4,4,1,4,1
4669,0,1,0,0,1,4,0,1,3,3,2,2,2,2,3,0,2,1
4670,0,3,0,0,4,0,0,0,0,4,3,2,0,3,4,0,3,0
4671,0,0,4,0,1,4,0,4,0,2,2,1,0,1,0,0,3,0
4672,1,3,4,0,0,2,0,0,3,1,3,2,4,0,2,1,0,0
4673,0,1,0,0,0,0,0,1,1,3,1,3,0,4,0,0,1,4
4674,0,4,1,1,0,1,0,0,1,3,1,3,4,1,4,3,1,2
4675,2,1,1,2,0,1,0,0,0,1,4,1,3,0,2,2,1,3
4676,0,3,1,0,0,0,0,0,0,2,1,2,1,2,4,0,0,0
4677,1,1,4,0,0,2,0,0,2,1,1,2,4,0,4,2,0,3
4678,0,4,0,0,2,0,0,0,0,4,2,4,0,2,4,0,1,0
4679,0,3,3,2,1,4,0,0,0,3,3,2,3,1,2,1,0,3
4680,0,0,0,0,3,2,1,2,0,3,2,2,0,3,4,0,1,4
4681,1,3,3,3,2,4,0,0,0,4,1,2,4,2,3,0,3,2
4682,0,1,2,0,0,0,0,4,0,4,1,1,0,3,1,0,3,4
4683,0,2,0,0,0,0,0,0,1,4,4,3,0,1,4,0,1,0
4684,0,3,4,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0
4685,0,2,1,0,1,1,0,0,4,2,2,2,0,1,3,0,2,4
4686,0,3,3,0,0,1,0,0,0,3,1,1,1,1,1,3,0,4
4687,0,1,4,3,0,2,0,4,4,2,1,3,4,3,1,4,4,1
4688,1,1,0,0,4,0,0,4,0,2,4,3,4,2,4,0,0,0
4689,1,4,4,2,0,1,0,0,4,3,0,4,3,0,2,0,0,4
4690,0,3,4,0,0,4,0,1,1,4,2,2,0,3,1,4,2,4
4691,0,3,0,0,1,0,0,0,0,2,2,3,0,2,0,0,3,0
4692,0,4,4,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0
4693,0,2,3,0,0,0,0,0,3,4,4,4,2,4,2,4,0,1
4694,4,2,0,0,3,2,0,0,3,4,4,3,2,4,4,4,2,1
4695,0,1,1,0,4,2,0,0,1,1,1,2,1,3,2,4,1,3
4696,0,2,0,0,2,0,0,0,0,4,2,3,0,0,1,0,1,0
4697,3,1,1,1,3,4,0,2,1,2,3,4,2,4,2,4,3,4
4698,0,4,1,0,0,0,3,4,1,3,2,3,4,3,2,0,4,4
4699,2,3,1,0,0,1,1,0,1,4,4,2,0,0,2,1,0,4
4700,0,1,0,0,2,1,0,0,0,2,4,2,0,4,0,0,3,0
4701,0,3,0,0,0,0,4,3,4,2,1,2,0,1,2,0,1,2
4702,0,1,0,0,0,0,0,0,3,2,2,1,1,0,4,4,0,1
4703,4,3,4,1,2,2,0,0,3,4,3,3,1,1,2,4,2,0
4704,0,4,1,0,3,0,0,1,0,3,3,3,3,3,1,1,3,0
4705,0,3,4,0,1,4,0,4,0,4,1,3,4,4,4,2,4,1
4706,0,1,0,0,4,1,0,3,4,2,1,1,0,2,1,0,1,0
4707,0,4,0,0,0,0,0,0,0,3,4,2,0,1,0,0,1,0
4708,0,2,1,0,0,1,0,0,4,3,1,2,2,4,4,4,4,4
4709,4,2,0,0,0,1,0,0,1,1,4,2,4,4,2,4,0,2
4710,0,2,3,0,0,2,0,0,0,4,0,3,2,0,2,3,0,1
4711,4,1,0,4,1,1,0,1,0,4,4,2,1,4,3,1,2,1
4712,2,4,1,1,0,3,0,0,1,4,4,4,1,1,1,4,1,3
4713,0,1,0,0,0,4,0,1,1,2,1,1,0,3,0,0,4,0
4714,4,4,4,0,0,4,0,0,0,4,3,2,4,1,2,4,0,0
4715,0,3,1,0,1,4,0,0,1,3,2,2,3,2,2,4,3,4
4716,1,4,0,0,2,1,0,0,0,3,4,3,1,1,1,0,1,0
4717,0,4,0,0,1,1,1,2,1,4,4,4,0,4,0,0,2,2
4718,0,4,1,0,4,0,4,1,0,3,1,2,4,4,2,0,4,1
4719,0,0,4,0,0,4,0,1,0,4,3,3,2,4,4,4,4,4
4720,1,1,2,2,0,2,0,0,4,1,0,4,2,4,3,4,0,3
4721,0,2,0,0,3,0,0,0,1,4,1,2,0,1,0,0,4,0
4722,4,3,4,4,0,4,0,0,4,3,2,4,3,1,2,4,4,3
4723,0,4,0,0,0,0,0,0,0,3,4,3,0,0,4,0,0,0
4724,0,1,1,0,3,0,1,4,1,1,1,1,0,3,0,0,1,4
4725,4,4,4,2,0,1,0,1,0,3,1,1,2,2,1,2,4,3
4726,0,4,1,1,4,1,0,0,0,2,1,2,2,0,1,4,0,0
4727,0,2,0,0,4,4,2,1,4,2,2,1,1,1,1,0,2,1
4728,0,3,0,0,0,0,0,0,0,2,4,3,0,4,1,0,4,0
4729,2,3,1,1,0,1,0,0,1,3,1,2,3,4,1,1,4,1
4730,4,3,3,3,1,2,0,0,0,3,1,2,3,1,1,0,0,0
4731,0,1,0,0,1,0,0,0,0,2,2,2,0,2,0,0,1,0
4732,3,2,0,0,0,0,0,0,0,2,4,4,2,4,4,0,0,1
4733,2,4,2,4,0,2,0,4,1,4,3,2,2,1,4,2,3,4
4734,4,3,3,2,1,1,0,0,4,1,1,3,3,3,3,3,3,4
4735,1,3,4,0,0,2,4,1,3,4,4,2,4,1,3,1,1,0
4736,0,3,1,0,0,4,0,0,4,4,4,2,4,4,1,4,0,0
4737,1,1,4,0,1,1,0,1,1,2,1,3,4,0,4,4,0,4
4738,0,1,4,4,4,2,0,0,1,2,1,3,4,4,2,1,3,0
4739,3,4,4,0,0,4,0,0,4,2,0,1,0,0,1,3,0,2
4740,0,2,3,0,1,1,0,1,3,2,3,3,4,1,1,0,0,1
4741,4,4,4,4,0,4,0,0,4,4,0,3,1,4,1,1,0,4
4742,0,2,1,1,4,1,0,0,0,3,2,3,4,0,2,4,2,0
4743,2,2,2,1,0,1,0,0,0,2,4,2,4,0,1,1,0,1
4744,0,4,2,0,0,0,0,2,0,4,1,3,0,3,0,0,4,1
4745,2,2,3,0,1,2,0,0,0,4,2,2,3,2,3,1,0,1
4746,3,4,4,1,4,3,0,0,2,4,1,1,2,1,2,1,1,1
4747,0,2,4,0,2,4,0,0,0,2,4,3,1,2,3,0,2,2
4748,0,4,0,0,0,1,0,0,4,1,4,3,4,3,1,0,1,0
4749,0,1,1,0,2,1,4,0,2,2,4,3,0,1,1,0,1,1
4750,0,4,4,0,1,4,0,3,4,1,2,2,0,2,4,0,3,2
4751,0,4,2,1,0,3,0,0,0,4,1,1,1,1,2,4,1,4
4752,0,0,0,0,0,1,4,2,0,2,2,2,1,2,4,0,3,0
4753,0,1,4,0,3,0,0,2,0,4,2,3,4,4,4,4,1,4
4754,0,4,4,0,0,2,0,0,1,4,0,3,4,0,3,0,4,0
4755,0,2,4,0,3,2,0,4,0,1,1,1,0,3,4,0,3,1
4756,1,2,3,2,1,1,0,0,0,4,4,4,2,2,3,0,2,1
4757,0,4,2,2,0,4,0,0,1,3,4,4,2,0,2,3,0,2
4758,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,3,0
4759,1,1,1,0,0,3,0,0,1,4,2,1,2,1,1,2,0,3
4760,0,1,0,0,1,1,0,4,1,3,2,2,0,2,1,0,2,1
4761,3,1,4,4,0,0,0,0,0,3,0,2,3,0,4,0,0,4
4762,0,1,1,4,0,2,0,0,2,2,0,1,2,4,1,1,0,1
4763,0,2,0,0,0,1,0,0,4,3,3,2,4,1,4,0,3,1
4764,0,1,1,0,4,4,0,0,0,2,3,1,1,0,2,1,4,4
4765,4,4,3,3,0,2,0,0,4,3,1,4,3,0,4,0,0,1
4766,0,1,0,0,0,0,0,3,0,3,3,2,0,1,0,0,1,0
4767,1,2,4,0,0,4,0,0,0,4,1,2,4,4,4,1,0,3
4768,0,1,0,0,0,1,0,2,0,3,3,2,0,2,3,0,3,0
4769,0,2,1,1,4,2,0,0,0,4,2,3,1,1,2,2,4,4
4770,3,3,3,3,3,4,0,0,4,3,2,3,2,2,0,0,4,0
4771,0,3,4,0,0,0,0,0,0,3,4,2,4,3,0,0,1,1
4772,0,1,0,0,1,1,0,0,0,2,1,1,0,3,0,0,0,1
4773,1,1,1,0,0,0,0,0,0,3,1,1,4,0,3,1,0,4
4774,0,3,3,0,4,2,0,4,0,3,3,3,2,3,3,3,1,2
4775,4,2,1,4,0,1,0,1,1,3,3,3,1,3,4,2,2,1
4776,0,3,2,0,0,1,0,0,4,3,4,3,0,1,4,0,0,0
4777,4,1,4,0,0,1,0,0,4,3,2,2,4,3,2,4,2,1
4778,4,1,0,0,1,4,0,2,4,1,1,2,0,2,1,4,2,1
4779,0,2,2,0,0,1,0,0,4,4,4,4,1,0,2,0,0,0
