CUSTNO,Moneytary_가구인테리어/잡화_고가_증감여부,Moneytary_가구인테리어/잡화_저가_증감여부,Moneytary_가구인테리어/잡화_중가_증감여부,Moneytary_가전/레저취미/멀티샵_고가_증감여부,Moneytary_가전/레저취미/멀티샵_저가_증감여부,Moneytary_가전/레저취미/멀티샵_중가_증감여부,Moneytary_교육문화/아동_고가_증감여부,Moneytary_교육문화/아동_저가_증감여부,Moneytary_교육문화/아동_중가_증감여부,Moneytary_식품/생활_고가_증감여부,Moneytary_식품/생활_저가_증감여부,Moneytary_식품/생활_중가_증감여부,Moneytary_의류/이미용_고가_증감여부,Moneytary_의류/이미용_저가_증감여부,Moneytary_의류/이미용_중가_증감여부,Moneytary_침구/주방_고가_증감여부,Moneytary_침구/주방_저가_증감여부,Moneytary_침구/주방_중가_증감여부
2175,0,3,4,0,2,1,0,1,0,4,4,4,0,4,4,0,1,4
2176,0,1,0,0,0,0,0,2,0,4,3,3,0,2,1,0,1,0
2177,1,2,1,3,2,2,0,0,0,2,1,2,2,1,2,4,1,4
2178,0,4,2,0,0,4,0,0,4,3,4,1,4,4,2,4,0,1
2179,1,3,4,0,0,0,0,1,1,2,1,2,2,1,1,4,1,1
2180,0,2,0,0,4,0,0,1,4,3,2,2,0,2,1,0,3,0
2181,4,4,3,4,4,4,0,4,1,3,4,3,4,2,2,4,4,0
2182,0,0,0,0,1,0,0,0,0,3,3,2,0,4,0,0,1,1
2183,0,4,0,0,3,0,0,0,0,4,2,3,0,4,4,0,4,0
2184,0,1,4,4,0,0,0,0,4,2,1,2,3,4,2,4,1,1
2185,0,1,3,1,0,0,0,0,0,3,4,3,4,1,3,0,1,3
2186,0,3,4,1,1,3,0,0,4,3,1,2,2,1,3,4,4,0
2187,1,1,3,0,1,1,0,0,0,3,1,2,3,1,2,4,0,0
2188,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,0
2189,0,1,0,0,0,0,0,0,1,3,3,2,1,1,4,3,0,4
2190,2,4,1,1,1,1,0,1,1,4,2,2,3,3,1,3,1,0
2191,0,3,0,1,1,0,0,1,1,2,2,2,1,4,1,0,1,4
2192,1,1,1,4,0,1,0,0,0,1,1,1,1,0,4,1,0,2
2193,0,1,0,0,3,0,0,0,0,3,3,1,0,2,0,0,3,0
2195,1,3,4,4,0,4,0,4,2,1,4,4,1,4,1,4,1,0
2196,0,4,1,0,4,2,0,1,4,4,2,4,0,4,1,4,4,0
2197,3,2,4,4,0,4,0,0,1,2,1,3,4,1,3,3,3,0
2198,0,4,0,2,0,4,0,0,1,2,0,1,3,0,3,1,0,0
2199,0,3,0,1,0,4,0,0,0,4,0,3,2,0,3,1,0,4
2200,0,2,3,0,0,2,0,0,0,3,0,2,4,4,4,1,0,1
2201,0,1,4,0,2,0,0,1,0,4,4,2,4,3,1,0,1,0
2202,1,4,1,0,0,1,0,1,0,2,1,1,3,3,2,2,1,4
2203,0,1,0,0,0,0,0,0,0,3,2,3,0,2,1,0,2,0
2204,0,1,4,0,3,0,4,2,4,1,2,3,0,2,1,0,2,0
2205,1,1,1,1,0,4,0,0,0,1,4,1,1,1,2,1,1,1
2206,4,0,0,0,0,4,0,0,2,1,4,3,3,4,2,3,1,0
2207,4,4,3,1,4,3,0,0,0,2,1,3,2,2,1,4,2,4
2208,0,1,1,0,0,2,0,2,1,3,3,1,0,3,0,0,2,0
2209,0,1,2,2,0,4,0,0,0,1,1,1,1,3,2,3,1,3
2210,0,4,1,0,2,1,0,1,1,4,1,2,0,3,1,0,2,0
2211,0,1,0,0,2,4,0,0,0,2,4,3,0,1,0,0,2,3
2212,0,2,1,0,0,1,0,4,4,3,1,1,0,2,3,0,1,0
2213,0,1,0,0,0,0,0,0,0,2,1,2,0,2,1,0,1,0
2214,0,4,3,0,0,4,0,0,1,3,2,3,0,4,4,0,1,0
2215,0,1,0,0,1,0,0,0,0,1,1,1,0,2,0,0,4,0
2216,4,1,4,0,0,1,0,0,1,2,0,4,2,4,4,1,0,1
2217,1,3,2,0,0,2,0,0,0,3,4,3,4,4,2,2,0,4
2218,4,4,2,4,0,2,0,0,0,4,3,3,1,1,2,2,3,4
2219,2,1,2,2,0,1,0,0,4,4,4,3,4,0,1,2,0,2
2220,0,2,0,1,1,0,0,0,0,3,1,3,4,0,4,4,3,0
2221,4,2,3,0,4,4,0,0,0,2,4,2,3,0,2,3,4,2
2222,0,3,4,0,2,2,0,2,4,3,3,3,0,2,0,0,1,1
2223,1,4,1,3,0,1,0,0,0,4,4,3,1,4,1,2,1,4
2224,0,4,3,0,0,1,0,0,1,2,1,1,2,4,4,1,1,0
2225,4,3,4,3,0,4,0,1,3,3,1,4,4,4,3,4,0,4
2226,3,3,3,3,0,1,0,0,0,3,1,2,4,2,2,2,3,2
2227,0,0,0,0,4,0,0,0,4,3,2,2,0,1,0,4,0,0
2228,4,1,2,0,0,1,0,0,1,3,1,2,2,0,3,1,1,1
2229,0,3,4,1,0,0,0,4,4,3,4,4,2,4,3,1,4,0
2230,0,3,1,2,0,3,0,0,0,4,2,3,2,1,4,1,2,2
2231,3,2,1,0,4,4,0,0,4,4,3,3,3,0,3,0,3,0
2232,1,3,2,0,0,1,0,0,0,3,4,4,2,1,1,2,1,3
2233,0,2,1,0,4,3,0,0,0,3,0,4,4,0,2,0,0,0
2234,1,3,4,4,0,4,0,1,4,3,3,3,3,3,2,2,2,2
2235,2,4,4,4,4,1,0,0,0,1,1,1,1,0,2,1,4,4
2236,1,1,4,0,0,0,0,0,0,4,2,4,0,2,3,0,0,0
2237,1,2,1,3,4,4,0,0,0,3,1,3,2,2,2,2,4,0
2238,4,2,3,3,0,2,0,0,0,3,2,2,1,3,1,4,3,3
2239,2,4,2,1,4,4,0,0,2,2,4,1,1,0,4,1,0,3
2240,0,1,0,0,1,4,0,3,4,4,1,1,0,1,3,0,2,2
2241,0,1,1,0,1,0,0,4,0,4,3,2,4,2,3,1,3,4
2242,0,0,0,1,4,2,0,2,0,4,2,1,0,3,2,2,2,0
2243,0,2,0,0,0,1,0,0,1,2,1,1,4,1,1,2,0,2
2244,4,4,4,3,0,4,0,0,0,4,4,4,4,4,4,0,4,4
2245,0,0,4,0,0,0,0,0,0,1,3,4,0,1,0,0,4,0
2246,0,2,0,0,0,0,0,0,0,4,3,2,0,1,0,0,1,0
2247,0,3,0,0,4,0,0,0,0,4,2,2,0,3,0,0,4,0
2248,3,4,3,3,0,3,0,0,1,0,4,1,1,4,1,4,0,4
2249,0,3,2,1,0,3,0,1,0,3,3,2,1,2,1,1,2,3
2250,0,2,0,0,1,0,0,0,1,3,2,3,0,1,0,0,4,0
2251,0,1,0,0,0,1,0,4,0,3,3,3,0,2,1,0,2,0
2252,0,1,0,0,1,3,0,0,0,2,1,2,4,3,4,0,3,0
2253,0,4,4,4,1,1,0,0,0,3,3,4,4,4,1,0,4,1
2254,3,3,3,0,1,4,0,0,0,4,3,4,4,1,1,3,0,4
2255,0,3,1,0,0,2,0,2,0,4,4,3,1,2,4,1,1,0
2256,2,3,3,1,0,1,0,0,1,1,1,2,4,1,1,4,1,1
2257,0,2,0,0,1,0,0,4,0,4,2,4,0,2,3,0,1,1
2258,4,4,2,0,4,2,0,2,1,4,1,2,3,0,4,4,0,3
2259,4,1,2,3,4,0,0,0,0,1,2,3,1,4,4,1,4,4
2260,0,3,3,4,0,1,0,0,0,3,0,4,2,0,4,1,4,1
2261,4,3,0,0,4,3,0,0,1,4,4,2,2,0,3,4,4,4
2262,3,2,4,1,0,4,0,1,1,4,1,4,1,4,2,3,1,0
2263,0,1,0,0,3,4,0,0,0,3,1,2,0,2,0,0,4,0
2264,0,1,1,0,0,0,0,1,0,4,3,3,0,4,1,0,4,0
2265,0,3,1,0,0,1,0,0,0,4,3,3,2,0,1,0,0,1
2266,4,2,3,3,0,1,0,1,4,3,1,1,4,1,4,2,1,3
2267,0,3,4,0,4,0,0,0,0,3,2,2,0,4,0,0,4,0
2268,0,4,3,4,0,3,0,4,0,4,3,3,3,2,2,0,4,0
2269,0,3,2,0,0,0,0,1,0,3,4,3,2,2,1,0,4,3
2270,0,2,0,0,2,3,0,0,0,4,1,2,0,0,1,0,3,0
2271,0,2,0,0,1,0,0,0,0,4,2,2,4,3,1,0,1,4
2272,1,2,1,0,0,4,0,0,0,3,3,2,1,1,2,3,1,1
2273,0,4,0,0,4,0,0,0,0,4,4,4,0,4,4,0,4,4
2274,3,2,1,4,4,2,0,2,1,3,1,2,2,1,2,4,3,1
2275,0,2,2,0,0,2,0,0,0,2,0,2,2,2,3,4,0,1
2276,1,2,1,4,0,1,0,0,0,2,2,2,1,2,1,1,4,1
2277,0,2,4,1,4,0,0,4,0,2,1,3,1,3,2,2,2,0
2278,1,3,1,3,0,1,0,0,0,2,1,2,1,1,1,0,1,1
2279,0,4,0,0,4,0,4,0,0,3,1,2,0,0,4,0,1,0
2280,1,3,1,1,0,1,0,0,0,1,1,4,4,0,1,1,0,1
2281,0,0,0,0,4,0,0,4,0,3,3,2,4,3,0,0,1,0
2282,0,3,1,0,1,0,0,4,0,4,1,3,0,2,0,0,1,0
2283,0,3,0,0,1,1,4,1,0,4,4,4,0,4,1,0,3,0
2284,4,2,3,0,0,3,0,4,0,2,1,2,3,0,2,3,0,3
2285,0,4,0,0,1,0,0,4,0,4,2,3,1,4,0,0,2,4
2286,1,1,1,0,4,1,0,0,0,4,1,2,4,1,2,0,4,3
2287,1,4,3,0,0,0,0,0,0,1,0,4,2,0,2,1,0,1
2288,0,1,1,1,3,4,0,4,0,1,2,2,3,1,1,2,3,1
2289,0,3,4,0,0,0,0,0,1,4,0,2,4,0,2,1,0,4
2290,1,2,4,0,0,1,0,0,0,1,0,2,1,0,1,1,0,0
2291,0,0,0,0,0,0,0,0,0,3,3,2,0,1,4,0,4,4
2292,0,0,4,0,2,1,0,3,1,3,4,3,3,3,1,0,2,0
2293,1,4,4,3,0,2,0,0,0,3,0,2,3,0,2,3,0,1
2294,0,1,0,0,2,0,0,4,0,3,1,3,1,4,1,0,4,0
2295,0,2,2,0,0,2,0,0,1,4,4,1,3,1,3,3,1,2
2296,4,3,1,1,0,2,0,0,0,2,0,3,3,0,1,4,0,4
2297,0,1,0,0,0,4,0,0,0,4,4,1,1,4,1,0,1,0
2298,0,3,1,0,2,4,0,0,0,2,1,1,0,2,1,0,2,3
2299,4,4,0,0,1,4,0,3,0,1,2,3,0,3,4,0,3,3
2300,1,4,3,4,0,3,0,0,1,4,4,3,3,0,1,1,0,1
2301,2,3,3,1,1,1,0,0,0,1,3,2,3,1,1,3,3,3
2302,4,2,4,0,0,3,0,0,3,3,2,3,1,0,3,4,0,0
2303,0,2,3,0,0,0,3,4,1,3,3,1,0,3,1,0,4,0
2304,0,2,0,0,3,0,0,3,0,4,3,2,0,3,1,0,1,1
2305,0,1,1,0,0,4,0,0,2,3,4,3,4,0,4,4,0,3
2306,0,2,1,0,4,1,0,3,0,2,2,1,4,3,4,0,1,0
2307,0,2,0,0,1,0,0,0,0,1,3,3,0,2,0,0,2,0
2308,0,1,0,0,4,4,0,3,0,2,3,3,4,1,4,0,2,0
2309,1,2,4,1,4,1,0,4,0,2,4,3,2,4,1,4,0,3
2310,4,1,1,4,0,1,0,0,0,3,4,1,3,4,2,4,1,4
2311,0,3,1,2,4,2,0,0,0,3,1,2,2,0,1,4,0,4
2312,0,4,4,1,0,4,0,0,4,2,4,2,1,0,1,3,0,3
2313,4,4,2,0,0,0,0,1,3,2,3,4,1,4,3,2,1,2
2314,4,2,4,3,0,0,0,0,1,2,0,2,1,0,1,4,0,4
2315,0,2,4,2,0,1,0,1,0,3,2,3,2,3,3,3,2,1
2316,0,1,4,0,2,3,0,0,0,4,4,3,1,3,1,0,4,4
2317,0,0,0,0,0,0,0,0,0,4,3,4,0,2,0,0,1,0
2318,0,3,0,0,1,0,0,0,0,3,3,2,0,1,1,0,1,0
2319,4,2,1,2,0,2,0,0,0,3,3,3,1,4,2,0,0,4
2320,0,1,1,0,1,1,0,4,1,3,3,3,1,0,2,2,4,3
2321,0,4,0,0,0,3,0,4,2,4,3,3,0,4,3,0,4,4
2322,0,2,0,0,4,0,0,0,0,2,4,4,0,1,0,0,4,1
2323,1,3,4,1,0,4,0,0,0,1,1,1,4,0,1,4,1,4
2324,0,1,4,0,1,2,0,4,0,4,4,4,4,4,1,4,1,4
2325,0,1,2,0,4,0,0,0,0,4,3,3,4,2,1,0,4,1
2326,0,4,0,0,1,4,0,2,0,2,4,2,0,4,4,0,3,0
2327,1,3,1,1,0,4,0,0,0,4,3,3,3,0,3,4,0,2
2328,0,4,4,0,3,1,0,4,4,3,2,3,4,1,1,0,3,0
2329,0,2,2,0,0,3,0,0,0,4,1,1,4,0,1,1,0,1
2330,0,4,4,0,4,4,0,1,0,2,2,3,4,3,4,0,1,4
2331,0,1,0,0,1,0,0,0,0,3,2,3,0,1,0,0,2,0
2332,0,2,0,0,0,1,0,0,0,3,4,1,2,0,4,0,0,1
2333,0,2,1,0,1,4,0,0,0,4,1,1,3,1,3,0,0,1
2334,1,2,1,0,0,1,0,0,0,4,1,4,4,0,2,2,1,1
2335,0,2,3,0,0,1,0,0,0,3,1,3,2,4,3,0,0,1
2336,2,1,1,3,4,4,0,0,1,2,4,2,3,0,2,3,0,0
2337,4,3,1,1,0,3,0,0,0,4,0,1,3,0,1,0,0,0
2338,0,3,4,0,0,1,0,0,2,3,1,3,3,1,2,2,4,2
2339,4,4,4,4,0,4,0,0,4,1,0,4,1,0,3,4,0,4
2340,0,3,4,1,0,4,0,0,0,3,1,2,4,1,4,4,1,4
2341,0,4,0,0,1,0,0,0,0,3,4,4,4,2,4,0,2,0
2342,0,0,0,0,4,0,0,0,0,3,2,3,0,1,0,0,0,0
2343,1,3,1,0,2,1,4,1,1,2,4,3,1,3,3,1,3,4
2344,1,1,1,0,3,1,0,2,4,4,3,3,0,3,1,0,3,2
2345,1,1,4,4,0,1,0,0,0,3,4,4,4,0,2,4,1,3
2346,0,3,3,0,4,1,0,2,1,2,2,2,2,3,1,0,1,0
2347,0,0,0,0,0,0,0,1,0,4,3,3,0,2,1,0,0,0
2348,0,0,0,0,0,0,0,0,0,4,4,4,0,1,0,0,0,0
2349,0,1,0,0,1,0,0,0,0,4,4,4,0,4,0,0,1,0
2350,0,1,0,0,0,0,0,0,0,2,4,3,0,1,0,0,2,4
2351,0,1,0,0,0,0,0,0,0,4,3,2,4,1,1,1,3,4
2352,0,1,0,0,3,0,0,0,0,4,3,3,1,2,2,0,2,0
2353,0,0,0,0,0,1,0,3,1,3,4,3,1,2,3,3,1,1
2354,1,3,2,4,0,2,0,0,4,1,0,1,3,0,3,1,0,1
2355,0,4,0,0,1,4,0,0,4,3,1,1,0,4,0,0,2,0
2356,0,0,0,0,4,1,0,0,0,4,1,2,0,4,4,0,4,1
2357,0,0,0,0,1,0,0,0,0,2,3,3,0,1,0,0,1,0
2358,0,1,0,0,0,0,0,0,0,4,3,1,1,4,0,0,4,0
2359,0,4,0,0,0,0,0,2,0,1,4,4,4,4,4,4,3,0
2360,0,0,0,0,3,0,0,0,0,0,4,4,0,1,0,0,0,0
2361,0,4,2,0,0,1,0,0,0,3,1,3,2,0,4,4,0,4
2362,4,4,2,0,0,2,0,0,4,1,1,3,3,1,3,1,1,4
2363,1,1,0,0,4,0,0,0,0,2,3,2,0,0,1,0,4,0
2364,3,1,4,2,0,2,0,1,4,4,2,3,2,2,3,3,2,4
2365,4,3,4,2,0,3,0,0,4,3,4,4,2,0,3,3,0,2
2367,0,4,0,0,2,0,0,2,0,3,3,3,0,4,0,0,2,0
2368,1,4,3,4,0,2,0,1,1,4,4,3,4,1,1,4,4,1
2369,0,3,0,0,1,3,0,0,4,4,3,3,0,1,4,0,1,4
2370,1,3,2,1,0,2,0,0,1,1,0,1,1,4,3,3,0,1
2371,0,1,0,0,4,0,0,1,0,4,3,3,0,2,0,0,3,4
2372,1,4,3,0,0,4,0,0,4,2,4,1,3,0,4,0,0,4
2373,1,2,4,0,0,4,0,3,4,2,2,2,3,2,3,4,1,4
2374,1,2,0,0,0,4,0,1,0,2,1,2,1,4,2,4,0,0
2375,4,4,4,0,0,1,0,0,1,4,1,4,3,0,4,0,0,0
2376,4,1,1,4,0,1,0,0,0,4,4,4,2,0,1,4,3,2
2377,0,3,1,0,0,0,0,4,4,2,4,3,4,1,0,0,2,4
2378,0,2,1,0,0,1,0,3,0,3,1,3,1,1,2,2,4,2
2379,0,0,0,0,1,0,0,0,0,2,3,3,0,4,0,0,0,4
2380,1,2,0,0,0,1,0,4,1,2,4,2,2,4,1,4,4,3
2381,0,2,0,0,1,4,1,3,0,3,1,2,0,2,0,0,1,4
2382,0,4,4,0,4,0,0,1,4,3,3,2,3,2,0,0,2,0
2383,3,3,2,0,1,4,0,0,1,4,3,4,4,4,2,4,4,3
2384,1,3,2,4,0,1,0,0,1,4,0,2,3,0,1,1,0,1
2385,4,3,4,3,4,1,0,0,0,1,1,3,3,1,2,2,4,2
2386,0,2,1,0,0,4,0,0,0,4,4,4,0,1,1,4,4,0
2387,0,1,2,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0
2388,0,2,0,0,4,0,0,0,0,3,3,3,0,4,2,0,2,0
2389,0,2,4,1,0,1,0,0,0,2,0,2,0,0,3,1,0,2
2390,1,2,3,4,0,0,0,0,1,4,4,2,1,0,2,2,1,4
2391,0,2,1,0,0,2,0,0,0,3,4,2,4,0,1,1,0,4
2392,0,1,1,0,0,4,0,0,4,3,3,1,3,4,1,3,3,0
2393,3,3,4,3,1,3,4,4,4,4,4,4,3,2,2,2,3,0
2394,4,3,1,4,0,1,0,1,4,4,4,2,1,4,2,4,4,1
2395,0,1,4,0,0,0,0,0,1,2,4,2,4,3,1,0,4,0
2396,1,1,4,2,0,1,0,0,0,4,4,2,1,0,4,4,0,3
2397,0,2,0,0,1,0,0,4,0,4,4,3,0,2,1,0,3,1
2398,0,2,0,0,1,0,0,3,0,1,3,3,0,2,0,0,2,0
2399,0,1,0,0,0,0,0,0,0,4,1,2,0,4,0,0,0,1
2400,0,1,1,0,0,4,0,0,2,1,4,3,1,0,3,2,0,4
2401,0,1,0,0,1,0,0,0,0,2,1,2,0,3,0,0,2,0
2402,1,4,4,4,0,0,0,0,1,2,1,1,1,1,4,2,1,4
2403,0,3,0,0,4,0,1,1,0,1,1,2,0,3,1,0,3,4
2404,1,1,1,3,0,1,0,0,0,2,0,2,0,0,3,3,0,4
2405,0,3,0,0,2,0,0,0,0,3,1,2,0,2,0,0,3,0
2406,0,1,4,0,1,0,0,0,0,3,1,2,0,1,1,0,1,0
2407,0,1,0,0,2,0,0,1,1,4,1,2,0,3,3,0,4,0
2408,0,1,0,0,1,0,0,4,0,3,4,3,0,2,1,0,1,0
2409,0,1,2,4,0,4,0,0,0,3,0,2,3,0,1,4,0,1
2410,0,0,3,0,0,1,0,0,0,3,2,2,0,4,0,0,1,0
2411,2,2,2,1,0,2,0,0,0,4,1,3,4,4,3,4,1,3
2412,1,2,3,0,1,1,0,4,3,4,3,3,1,1,3,1,4,4
2413,4,4,4,0,0,3,0,1,0,2,1,2,2,4,2,4,0,1
2414,2,2,4,1,4,4,0,1,0,2,4,4,4,3,2,1,1,2
2415,0,1,4,0,0,4,0,4,3,3,3,4,0,2,1,0,4,4
2416,4,4,4,4,4,3,0,0,1,3,4,4,3,0,4,3,1,4
2417,0,4,0,0,4,4,0,1,4,3,4,3,0,1,0,0,1,0
2418,0,1,0,0,0,0,0,0,0,2,2,2,1,4,3,0,2,0
2419,0,4,4,0,0,4,0,0,0,2,3,3,0,4,4,0,2,4
2420,4,3,1,1,2,2,0,3,1,3,2,1,4,3,2,3,2,1
2421,0,3,0,0,3,0,0,0,0,3,2,2,1,4,0,0,2,0
2422,3,2,1,0,4,2,0,1,1,4,4,1,4,4,4,1,0,0
2423,1,4,2,2,0,1,0,0,0,4,0,1,3,0,2,0,0,3
2424,0,0,0,0,1,4,0,3,0,2,3,2,0,4,0,0,4,0
2425,0,2,1,1,0,1,0,0,0,3,0,3,1,0,4,0,0,1
2426,0,3,4,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0
2427,4,1,1,0,0,1,0,0,4,1,1,2,4,0,4,2,1,1
2428,0,1,0,0,4,0,0,0,1,4,1,1,1,1,1,1,1,0
2429,1,3,2,3,4,3,0,0,1,2,1,4,1,1,3,1,4,2
2430,1,3,3,4,0,3,0,0,0,1,1,2,3,1,1,1,1,4
2431,4,4,4,0,0,3,0,0,0,4,4,4,1,4,2,3,3,4
2432,0,3,1,0,1,1,0,4,0,4,1,4,1,4,1,4,4,3
2433,0,1,3,0,0,1,0,0,0,2,2,3,4,3,1,3,3,1
2434,0,2,2,0,0,3,0,1,0,1,4,2,1,4,2,0,0,3
2435,0,3,2,1,0,1,0,4,0,3,2,1,3,4,3,1,2,3
2436,0,2,2,0,2,4,0,0,0,2,2,1,0,2,1,0,1,0
2437,3,4,4,1,4,4,0,0,0,3,4,4,3,2,2,4,0,0
2438,0,2,1,2,4,1,0,0,0,4,1,1,0,2,2,4,0,4
2439,0,4,3,2,4,4,0,0,4,4,3,3,3,4,2,0,1,0
2440,1,3,1,1,2,1,0,0,0,2,1,1,0,1,1,4,3,0
2441,0,2,0,0,4,0,0,0,4,3,2,4,0,4,0,0,3,1
2442,0,4,1,0,0,0,0,4,0,4,1,1,0,2,0,0,1,0
2443,1,1,2,2,0,4,0,0,0,3,1,1,1,0,2,3,1,0
2444,0,2,0,0,3,3,0,4,0,4,2,3,0,2,4,0,1,0
2445,4,1,4,0,1,0,0,1,0,4,4,3,0,3,1,0,1,0
2446,3,3,2,1,0,2,0,0,0,2,4,3,2,0,3,1,0,3
2447,0,2,0,0,3,4,0,0,0,2,1,2,0,3,4,0,3,1
2448,0,1,1,0,0,0,0,0,0,1,3,2,0,1,1,0,1,0
2449,0,2,4,0,0,1,0,0,0,2,0,1,2,0,1,0,0,0
2450,0,0,1,0,0,1,0,0,0,2,4,1,0,4,0,1,4,0
2451,1,3,1,4,0,2,0,0,3,4,0,2,3,0,2,1,0,2
2452,0,1,0,0,4,1,0,1,0,3,3,3,0,4,4,0,0,0
2453,1,4,3,0,0,4,0,0,0,4,0,4,3,1,2,0,0,1
2454,0,1,0,0,0,0,0,1,0,2,2,3,0,2,0,0,1,0
2455,0,2,0,0,4,0,0,1,1,2,2,3,0,2,0,0,3,0
2456,0,1,4,4,2,0,0,4,1,2,1,3,4,2,2,1,2,1
2457,2,4,3,0,0,1,0,0,0,4,0,3,1,0,2,3,0,2
2458,4,2,0,0,0,4,0,0,2,1,1,4,4,0,4,1,1,1
2459,0,2,1,4,3,4,0,1,4,3,1,2,4,3,1,4,2,4
2460,3,2,4,3,1,3,0,4,3,2,4,4,4,0,1,3,1,3
2461,4,2,3,1,0,2,0,3,0,2,3,3,1,2,3,1,3,4
2462,4,4,2,3,0,1,0,0,0,1,1,1,1,1,1,2,1,0
2463,4,4,1,0,1,1,0,1,4,2,2,2,1,0,2,4,2,4
2464,4,2,4,0,0,3,0,0,1,3,1,3,2,0,2,0,0,4
2465,0,2,1,1,0,3,0,0,1,3,4,3,3,4,1,3,4,4
2466,0,4,0,0,4,4,0,0,1,4,3,3,0,2,0,0,1,0
2467,0,1,0,0,4,0,0,0,0,2,2,3,0,4,0,0,1,0
2468,0,2,1,0,0,1,0,0,0,4,1,3,1,0,1,1,0,0
2469,0,3,1,0,3,0,0,3,4,3,3,3,0,2,1,0,3,1
2470,0,1,0,0,2,0,0,4,0,4,4,3,1,3,4,0,2,4
2471,4,3,3,0,0,4,0,0,1,4,4,3,4,0,4,4,0,4
2472,2,4,1,2,0,3,0,0,0,4,4,3,3,0,3,1,0,3
2473,0,4,1,4,0,3,0,0,4,1,1,3,2,1,1,0,0,2
2474,4,4,1,0,0,3,0,0,0,4,1,1,4,0,1,4,0,4
2475,0,1,1,0,1,0,0,3,1,3,3,4,0,4,4,4,2,4
2476,0,1,1,0,2,1,0,0,0,3,1,2,1,4,1,0,1,0
2477,1,1,0,1,0,1,0,0,0,4,4,4,1,0,3,4,1,0
2478,1,1,1,3,1,2,0,0,0,3,2,1,1,0,1,1,3,1
2479,0,1,4,0,2,0,0,0,0,3,2,2,0,3,0,0,3,0
2480,0,2,0,0,1,0,0,1,1,3,3,3,0,3,4,4,4,0
2481,2,4,1,0,0,1,0,0,4,2,1,2,2,0,3,1,0,1
2482,0,3,0,0,0,0,0,0,0,3,2,4,0,4,4,4,0,0
2483,0,1,0,0,2,0,0,1,2,4,1,4,0,1,1,0,4,4
2484,0,4,3,2,0,1,0,0,4,2,1,3,3,4,3,4,1,3
2485,1,2,3,0,0,2,0,0,1,3,4,2,3,4,3,4,0,4
2486,2,1,4,0,0,3,0,0,2,3,1,4,2,1,3,4,1,4
2487,0,1,2,0,4,4,0,0,0,3,3,3,3,4,1,3,1,1
2488,4,2,2,0,4,2,0,0,1,2,1,4,2,2,1,4,0,0
2489,0,1,0,0,0,0,0,0,0,4,2,4,0,4,0,0,1,0
2490,4,2,2,0,0,1,0,0,2,3,4,3,1,1,1,4,0,4
2491,4,2,4,4,4,4,0,1,0,3,2,3,2,4,3,0,4,1
2492,0,3,1,0,1,4,0,1,1,3,4,4,0,4,4,0,3,4
2493,3,4,4,0,0,3,0,0,0,3,4,4,4,0,1,2,4,4
2494,1,3,1,2,0,1,0,0,4,2,4,3,4,4,3,0,0,1
2495,4,3,4,0,0,2,0,0,4,3,1,3,4,4,3,2,3,3
2496,0,4,4,0,4,4,0,0,3,3,4,1,4,0,4,4,0,0
2497,1,4,0,0,0,1,0,0,0,4,0,4,1,0,1,3,0,1
2498,4,2,3,3,0,4,0,0,0,3,0,2,3,0,4,3,0,1
2499,1,3,1,0,0,3,0,0,4,3,2,3,3,4,4,0,0,4
2500,0,1,0,0,0,0,0,0,0,3,3,2,0,1,4,4,4,0
2501,0,4,4,1,0,1,0,0,1,2,4,2,2,0,3,4,3,1
2502,1,1,0,3,1,1,0,0,0,1,1,1,3,1,1,2,1,0
2503,1,1,3,0,4,4,0,0,0,1,4,3,2,0,2,1,4,0
2504,0,2,2,0,0,1,0,0,4,3,2,2,1,0,2,4,1,4
2505,4,1,4,4,1,3,4,3,0,4,4,2,4,2,3,1,4,1
2506,1,2,3,4,0,4,0,0,0,2,0,2,1,0,3,2,0,2
2507,0,1,4,0,4,3,0,4,4,4,2,2,1,4,2,0,1,2
2508,0,1,0,0,1,0,0,0,0,2,2,3,0,3,1,0,4,0
2509,0,3,1,4,0,2,0,0,1,3,1,2,2,1,4,1,1,0
2510,1,1,4,1,0,2,0,0,1,3,3,1,2,0,4,2,0,2
2511,0,2,0,0,0,0,0,0,0,1,3,3,0,0,0,0,2,0
2512,0,3,0,0,3,4,0,0,0,1,4,3,0,4,1,0,0,0
2513,1,4,1,1,0,0,0,0,0,2,1,3,1,0,4,1,0,1
2514,4,2,2,1,2,1,0,0,1,3,4,2,0,3,1,0,1,1
2515,3,3,1,0,1,0,0,0,0,1,2,4,2,4,3,4,1,1
2516,0,0,4,0,4,4,0,1,0,4,3,4,4,4,0,0,4,4
2517,0,4,1,3,1,4,0,0,4,1,1,2,3,1,2,0,1,0
2518,0,3,4,0,1,4,0,1,0,4,3,3,1,2,1,0,3,0
2519,0,3,0,0,0,4,0,2,4,1,1,2,0,2,1,0,1,3
2520,0,2,4,0,0,1,0,1,4,3,3,3,4,4,4,0,1,4
2521,1,3,3,4,0,1,0,0,4,3,2,3,3,4,4,0,3,3
2522,2,2,4,0,0,1,0,0,0,2,0,3,3,0,2,1,0,3
2523,0,1,0,0,0,4,0,0,0,0,2,1,1,1,1,1,0,4
2524,4,1,1,0,2,1,0,3,0,3,2,3,4,2,3,3,4,4
