CUSTNO,Frequency_가구인테리어/잡화_고가_증감여부,Frequency_가구인테리어/잡화_저가_증감여부,Frequency_가구인테리어/잡화_중가_증감여부,Frequency_가전/레저취미/멀티샵_고가_증감여부,Frequency_가전/레저취미/멀티샵_저가_증감여부,Frequency_가전/레저취미/멀티샵_중가_증감여부,Frequency_교육문화/아동_고가_증감여부,Frequency_교육문화/아동_저가_증감여부,Frequency_교육문화/아동_중가_증감여부,Frequency_식품/생활_고가_증감여부,Frequency_식품/생활_저가_증감여부,Frequency_식품/생활_중가_증감여부,Frequency_의류/이미용_고가_증감여부,Frequency_의류/이미용_저가_증감여부,Frequency_의류/이미용_중가_증감여부,Frequency_침구/주방_고가_증감여부,Frequency_침구/주방_저가_증감여부,Frequency_침구/주방_중가_증감여부
1931,0,1,0,0,4,0,0,0,0,3,2,2,0,4,0,0,4,0
1932,4,3,4,4,0,3,0,0,0,2,4,4,2,1,2,2,0,3
1933,0,4,0,0,4,0,0,0,0,4,1,2,0,2,0,0,3,0
1934,1,4,2,2,0,4,0,0,4,2,0,3,2,0,2,0,0,4
1935,0,4,1,0,3,0,0,4,4,4,4,3,0,4,2,0,3,0
1936,0,2,1,0,1,1,0,0,4,1,1,2,0,2,4,0,1,0
1937,2,2,2,1,0,2,0,0,3,3,0,1,3,0,3,1,0,3
1938,1,4,3,0,0,2,2,1,3,4,0,4,3,0,2,1,4,4
1939,4,3,2,0,0,4,0,0,0,2,4,4,4,4,2,2,1,2
1940,0,1,1,0,0,1,0,0,0,2,3,3,3,3,1,2,3,1
1941,1,3,4,3,0,4,0,0,0,3,1,2,2,4,4,2,2,0
1942,0,3,1,0,1,3,0,1,0,3,3,3,1,1,1,0,3,0
1943,0,2,4,4,1,1,0,0,0,2,1,1,4,4,2,4,2,0
1944,1,2,2,1,2,2,0,1,3,3,3,4,2,2,2,3,4,4
1945,3,4,2,1,0,1,0,4,0,4,4,3,2,4,2,3,4,1
1946,0,4,1,0,4,3,0,1,3,3,4,3,4,4,1,4,1,1
1947,0,1,0,0,2,0,0,0,0,3,2,2,0,2,1,0,4,4
1948,0,3,0,4,0,1,0,0,0,4,1,2,4,1,3,0,1,0
1949,0,1,3,0,0,0,0,0,0,1,0,2,3,0,4,4,0,1
1950,0,1,0,0,0,4,0,0,0,1,3,2,4,2,2,0,2,0
1951,0,2,0,0,3,0,0,4,0,4,4,4,0,3,4,0,4,0
1952,0,3,0,4,0,3,0,0,3,3,0,1,4,0,4,1,0,2
1953,2,4,0,4,0,4,0,0,0,4,0,3,2,0,3,1,0,4
1954,3,2,2,1,0,4,0,0,1,3,0,1,2,0,2,3,0,3
1955,0,1,0,0,0,1,0,0,0,4,3,1,0,4,0,0,0,0
1956,0,4,3,0,0,1,0,0,0,4,4,2,1,0,1,2,0,1
1957,3,4,3,4,4,2,0,0,1,3,1,3,4,1,3,3,2,2
1958,0,3,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0
1959,0,4,0,0,4,4,0,1,0,1,3,3,4,2,4,0,3,0
1960,0,4,4,0,2,0,0,4,4,3,4,3,0,3,3,0,4,0
1961,0,1,3,0,4,0,0,1,1,2,1,1,0,1,3,4,2,0
1962,0,1,0,0,4,4,0,0,0,3,2,3,0,4,0,0,3,0
1963,0,1,2,4,0,4,0,0,0,1,4,1,2,4,2,3,4,1
1964,4,1,3,0,0,1,0,4,0,3,4,2,1,1,3,4,2,0
1965,4,3,4,1,0,4,0,0,4,2,1,4,4,0,4,0,0,0
1966,0,0,0,0,2,0,0,4,0,4,2,1,1,1,0,0,2,4
1967,0,1,0,0,0,0,0,0,0,2,1,3,4,4,4,0,4,0
1968,1,2,3,0,0,2,0,0,4,4,1,3,3,4,4,0,4,3
1969,0,4,2,0,0,4,0,0,0,2,1,2,4,4,4,0,2,0
1970,0,1,0,0,4,0,0,0,0,2,4,3,0,4,1,0,0,0
1971,1,1,1,4,0,2,0,0,3,2,0,1,3,0,4,3,0,4
1972,0,4,1,0,2,3,0,0,0,3,3,2,0,4,1,0,3,4
1973,4,2,2,0,0,3,0,4,0,3,4,1,4,2,2,2,2,1
1974,4,4,3,2,0,4,0,4,0,2,4,4,3,4,3,1,0,4
1975,0,0,0,0,4,0,0,0,0,1,1,2,0,4,0,0,4,0
1976,2,4,3,1,0,0,0,0,4,3,4,4,3,4,2,1,4,2
1977,0,1,0,0,2,0,0,4,1,1,2,2,0,3,1,0,1,1
1978,0,1,1,0,4,3,0,1,1,2,3,2,1,2,2,2,1,4
1979,0,2,2,4,0,3,0,0,0,3,0,1,4,4,2,0,0,0
1980,0,1,3,1,0,3,0,0,1,2,0,1,1,0,3,3,0,1
1981,1,1,1,3,0,4,0,0,0,1,4,2,2,4,2,3,0,4
1982,0,4,2,0,3,1,0,1,0,4,3,2,4,2,1,4,4,0
1983,0,4,0,0,1,0,0,0,0,4,1,2,0,0,0,4,2,4
1984,1,4,2,1,0,3,0,0,0,2,1,2,2,0,3,1,0,1
1985,0,4,2,2,0,3,0,0,1,1,4,4,3,4,3,3,4,3
1986,0,1,1,0,0,4,0,3,0,1,1,1,0,2,4,0,2,0
1987,4,2,4,4,0,0,0,0,0,2,1,1,1,1,2,1,1,1
1988,3,2,1,1,0,4,0,4,0,3,4,3,3,1,1,3,2,3
1989,3,2,3,3,0,3,0,4,0,2,4,3,3,1,2,2,2,3
1990,0,3,3,0,0,1,0,0,0,2,1,1,1,0,2,1,0,1
1991,0,4,1,0,1,2,0,4,0,2,1,3,1,3,3,0,1,0
1992,4,1,4,4,0,1,0,0,0,1,4,1,1,1,2,3,0,0
1993,4,4,3,0,0,1,0,0,2,2,2,2,3,0,3,1,0,2
1994,0,1,4,0,1,0,0,4,4,4,2,3,1,1,1,0,4,0
1995,0,1,1,0,4,1,0,0,0,2,4,3,1,1,1,0,4,2
1996,3,2,4,1,3,2,0,3,0,1,1,1,1,4,2,1,1,4
1997,0,1,4,0,1,0,0,4,0,2,3,3,0,2,3,0,2,1
1998,1,2,1,0,2,2,0,0,0,1,2,1,1,1,3,1,3,2
1999,0,1,4,0,0,4,0,0,0,1,1,1,2,1,2,0,1,1
2000,0,0,0,0,1,0,0,0,0,1,1,1,0,4,0,0,1,0
2001,0,4,0,0,3,0,0,0,0,4,3,4,0,2,0,0,0,0
2002,2,1,3,4,0,2,3,1,4,3,4,4,2,4,3,4,4,4
2003,0,0,0,0,0,0,0,0,0,1,3,3,0,4,0,0,2,0
2004,0,2,4,0,0,1,0,0,0,2,4,3,4,4,3,1,4,1
2005,0,4,0,0,3,0,0,0,4,3,4,3,0,2,0,0,3,0
2006,2,4,3,4,0,4,0,0,4,3,4,4,2,4,2,3,0,4
2007,2,4,4,2,0,2,0,0,0,1,4,1,3,4,2,1,1,4
2008,1,2,3,2,0,3,0,0,3,3,4,4,4,4,3,3,0,4
2009,3,3,1,4,0,1,0,1,0,3,1,3,1,2,3,2,3,1
2010,3,2,3,3,0,4,0,0,1,3,4,4,4,4,3,1,0,2
2011,0,2,1,0,0,0,0,1,0,2,2,3,1,2,1,0,1,0
2012,0,2,0,0,0,3,0,0,4,2,1,1,2,0,2,4,2,4
2013,0,2,3,4,0,1,0,0,3,3,0,4,2,0,1,3,0,3
2014,0,1,4,0,2,0,0,4,4,2,1,2,0,1,3,0,2,0
2015,0,4,0,0,4,4,4,3,1,3,3,4,0,3,4,0,3,0
2016,4,2,3,3,0,3,0,0,4,1,0,1,3,0,4,4,0,3
2017,3,4,3,0,4,3,0,0,0,1,4,1,2,1,4,4,2,3
2018,1,4,1,0,0,1,0,1,0,4,2,1,0,4,2,2,3,3
2020,0,1,0,0,1,1,0,0,0,1,2,3,1,1,1,0,1,0
2021,1,3,3,0,4,4,0,1,0,2,2,1,4,2,4,1,3,1
2022,0,1,0,0,4,1,0,0,0,3,1,1,4,2,3,0,2,1
2023,3,2,1,2,0,3,0,0,0,4,0,3,3,0,2,1,0,1
2024,0,4,0,0,0,4,0,0,1,2,3,4,2,3,2,4,4,4
2025,1,1,4,0,0,0,0,0,3,4,1,4,1,0,3,0,2,1
2026,0,4,3,0,4,1,0,1,0,3,4,4,3,3,1,3,3,2
2027,1,4,1,3,4,2,0,0,4,2,3,3,2,2,2,2,3,3
2028,0,4,0,0,0,3,0,0,0,3,1,3,4,1,2,0,2,4
2029,0,1,1,0,1,1,0,1,1,3,3,1,1,1,2,4,1,1
2030,0,1,0,0,1,3,0,1,0,4,4,2,4,3,4,0,1,0
2031,0,4,4,0,2,0,0,0,0,2,4,4,0,4,0,0,3,0
2032,0,0,1,0,4,1,0,1,0,4,1,3,1,3,1,0,2,0
2033,1,2,2,0,4,4,0,0,0,4,4,4,3,4,4,0,2,4
2034,0,4,0,0,0,1,0,2,4,3,3,3,1,2,3,1,4,4
2035,1,3,3,0,0,3,0,0,4,4,0,1,2,0,2,1,0,4
2036,0,1,1,2,0,1,0,0,0,4,1,2,4,0,2,0,0,0
2037,0,1,2,1,0,1,0,0,4,4,4,2,1,0,2,4,2,4
2038,3,4,4,0,0,0,0,0,0,4,0,1,4,0,4,0,0,0
2039,0,4,0,0,2,1,3,3,1,4,3,4,0,3,3,0,4,0
2040,4,1,4,0,0,4,0,0,1,2,1,1,3,1,2,2,1,4
2041,0,4,0,0,3,4,0,0,0,4,4,4,0,3,4,0,4,0
2042,4,1,1,0,0,2,0,0,1,4,4,1,4,1,2,1,2,3
2043,1,3,3,0,1,3,0,2,1,3,3,1,3,2,2,1,2,0
2044,0,4,0,0,0,0,0,0,0,3,4,2,0,0,0,0,3,0
2045,4,4,3,3,4,4,0,0,4,4,4,1,2,4,4,0,4,3
2046,1,4,4,3,0,4,0,0,4,4,1,4,3,0,4,0,0,0
2047,0,2,0,0,0,3,0,1,0,3,3,1,0,3,1,0,4,0
2048,0,1,1,0,4,0,0,0,0,3,2,3,0,2,0,0,3,0
2049,3,2,1,4,0,3,0,0,0,3,1,3,3,1,3,4,0,0
2050,3,2,3,2,1,3,3,0,3,2,1,1,3,0,1,2,1,0
2051,3,3,2,1,0,4,0,0,0,4,0,2,3,0,2,4,0,4
2052,0,1,4,1,1,2,0,0,0,2,3,2,4,4,2,1,3,3
2053,0,2,1,0,4,0,0,0,0,3,3,3,1,1,1,0,1,0
2054,1,1,2,1,0,1,0,0,0,2,4,4,4,0,1,4,3,4
2055,0,2,1,0,2,0,0,1,0,2,4,2,0,1,0,0,2,0
2056,0,1,1,0,0,4,0,0,0,4,2,3,3,1,1,1,4,4
2057,2,3,1,3,0,3,0,4,4,4,3,4,3,4,4,1,0,0
2058,3,2,2,4,4,3,0,0,4,4,0,4,3,1,3,3,0,3
2059,0,2,0,0,0,1,0,0,0,3,4,2,3,4,4,4,0,4
2060,3,3,3,0,0,3,0,0,0,2,0,1,4,0,1,1,0,1
2061,0,3,4,0,4,0,0,0,0,4,1,2,0,1,0,0,4,0
2062,3,4,2,1,1,2,0,0,0,2,4,3,2,2,2,1,1,2
2063,0,4,1,0,4,3,0,0,0,4,1,3,0,4,2,1,1,2
2064,2,4,2,2,0,3,0,0,4,4,4,4,3,0,3,3,0,3
2065,0,1,0,0,4,0,0,0,0,3,3,2,0,0,0,0,4,0
2066,0,4,0,0,1,1,0,2,0,4,1,3,0,1,0,0,4,0
2067,0,0,0,0,0,4,0,0,0,4,0,4,4,0,3,4,0,0
2068,3,2,3,0,0,3,0,0,1,3,2,3,3,1,4,0,1,0
2069,0,3,0,0,2,4,4,0,3,1,1,2,0,3,1,0,2,0
2070,4,4,2,4,0,2,0,0,3,3,1,2,3,2,2,1,1,3
2071,3,2,2,4,0,1,0,0,0,2,1,2,2,0,2,3,0,3
2072,0,2,1,0,1,4,0,1,0,1,1,1,0,4,4,0,1,1
2073,1,3,4,0,1,4,0,0,4,3,3,3,1,2,2,1,2,1
2074,2,3,4,4,0,3,0,0,1,2,3,3,4,4,1,3,1,0
2075,0,4,0,0,1,4,0,2,0,1,3,3,0,2,0,0,4,0
2076,0,4,2,0,1,1,0,1,3,1,1,1,1,1,1,0,1,3
2077,0,1,0,0,0,4,0,4,0,3,3,3,0,2,1,0,3,4
2078,1,2,2,0,3,1,0,1,4,1,3,3,4,3,1,0,4,1
2079,0,2,0,0,1,3,0,0,0,3,3,1,0,3,1,0,2,0
2080,1,4,2,0,0,3,0,0,1,4,3,4,3,1,2,1,4,1
2081,0,1,2,4,0,1,0,1,0,2,3,2,1,3,1,0,1,0
2082,0,3,1,0,0,0,0,0,0,2,3,2,0,2,2,0,1,0
2083,0,4,1,0,1,1,0,0,0,4,2,4,0,3,4,0,2,1
2084,0,1,0,0,4,0,0,0,0,4,2,2,0,3,0,0,2,0
2085,4,3,1,1,0,3,0,3,0,2,3,3,4,1,3,4,4,4
2086,0,0,0,0,4,4,0,0,0,4,4,2,0,4,0,0,1,0
2087,0,2,3,0,0,1,0,0,4,2,4,2,1,4,2,2,0,3
2088,0,1,0,0,0,1,0,1,0,2,4,2,0,2,1,0,2,0
2089,4,4,3,4,0,4,0,0,0,4,4,4,2,4,3,4,4,4
2090,0,1,1,3,0,1,0,0,0,4,0,1,3,0,1,2,0,4
2091,1,2,3,1,0,0,0,2,0,2,2,2,4,3,4,0,3,0
2092,4,2,3,1,1,2,0,0,0,3,1,2,2,1,2,4,1,2
2093,2,3,3,4,0,1,0,0,4,2,1,4,3,0,3,2,0,1
2094,0,2,0,0,2,0,0,0,0,3,2,2,0,2,0,0,3,0
2095,3,2,1,1,0,3,0,0,1,1,1,1,3,1,1,3,0,2
2096,0,0,0,0,1,0,2,4,4,3,2,2,0,3,0,0,1,0
2097,4,4,3,0,4,3,0,0,4,4,4,4,2,0,3,2,0,2
2098,0,3,3,2,1,4,0,0,4,3,3,2,3,2,3,1,2,3
2099,0,2,3,0,0,1,0,1,0,2,1,2,3,1,3,3,4,3
2100,0,3,4,0,1,1,0,0,0,3,3,3,4,0,4,4,2,4
2101,0,4,0,0,2,4,1,0,1,3,1,1,3,1,0,4,1,0
2102,4,2,4,0,0,4,0,4,4,3,4,4,4,2,3,4,3,3
2103,0,2,0,0,0,0,0,1,0,2,2,2,1,1,3,0,3,0
2104,0,1,1,0,0,0,0,0,0,2,2,2,1,2,1,0,4,0
2105,1,3,4,3,0,0,0,0,0,3,4,3,4,4,3,3,4,4
2106,0,2,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0
2107,4,1,2,0,4,1,0,0,0,2,4,2,2,4,1,3,0,4
2108,1,2,3,3,0,4,0,0,0,1,1,1,1,1,2,1,2,2
2109,4,2,3,4,0,2,0,4,3,1,1,2,0,0,4,0,0,0
2110,0,2,2,4,0,4,0,0,0,4,1,3,1,1,3,3,1,3
2111,0,4,4,0,0,4,0,3,2,1,2,3,4,1,2,0,3,0
2112,3,1,2,4,4,3,2,2,2,1,2,1,3,2,3,2,2,3
2113,0,4,1,0,0,0,0,0,0,3,2,3,0,0,1,0,0,0
2114,3,1,4,3,0,0,0,0,4,2,1,4,4,1,4,3,0,3
2115,0,1,2,0,4,3,0,0,0,4,3,2,0,4,1,0,4,1
2116,4,2,0,1,0,0,0,0,4,4,4,4,3,1,3,0,0,0
2117,4,4,3,0,3,0,0,0,0,4,4,3,2,4,3,0,2,2
2118,0,3,0,0,0,1,0,0,0,2,1,3,0,1,1,0,4,0
2119,1,1,0,1,0,1,0,0,0,3,2,2,0,0,1,1,0,3
2120,4,4,4,0,4,2,0,0,0,2,3,3,0,2,4,3,4,3
2121,1,2,1,4,0,3,0,0,0,3,1,1,3,1,3,3,4,1
2122,4,4,3,1,0,0,0,0,0,2,4,4,2,4,2,3,0,0
2123,1,1,4,0,4,2,0,0,0,3,3,1,1,0,4,1,4,4
2124,4,1,2,2,0,2,0,0,0,4,4,4,4,0,4,4,4,2
2125,4,3,2,2,0,1,0,0,4,1,4,3,2,4,2,2,3,2
2126,0,1,0,3,0,2,0,0,4,1,4,1,1,4,1,2,0,3
2127,0,3,1,1,4,4,0,0,0,1,4,1,1,4,1,0,2,0
2128,3,2,0,1,0,2,0,0,0,2,1,1,2,1,1,4,0,1
2129,0,3,2,0,1,4,0,0,0,3,3,2,4,4,4,0,1,4
2130,0,3,0,0,0,4,0,0,0,2,4,3,4,0,4,1,0,0
2131,0,4,1,0,0,0,0,0,0,2,4,3,1,0,0,0,4,3
2132,0,2,1,0,1,0,0,0,0,2,4,4,0,4,1,0,4,1
2133,0,4,3,0,0,2,0,0,0,4,4,3,3,0,3,0,4,0
2134,0,1,4,0,1,3,0,4,1,3,4,3,1,2,1,0,3,0
2135,0,4,4,0,2,1,0,1,3,1,4,4,0,2,1,0,3,4
2136,4,4,4,0,0,2,0,0,0,2,1,3,4,1,3,4,0,3
2137,0,1,1,1,0,1,0,0,0,2,4,3,3,0,2,3,4,2
2138,1,1,2,1,0,1,0,0,3,1,4,4,4,4,1,2,4,1
2139,4,2,3,0,0,1,0,0,0,2,1,1,3,0,1,3,1,4
2140,0,3,4,0,0,4,0,0,0,2,2,3,0,0,3,0,4,0
2141,0,4,1,0,1,4,0,0,0,3,1,1,0,4,1,4,2,4
2142,0,0,1,0,3,1,0,0,0,4,4,4,0,4,1,0,4,4
2143,4,3,3,4,0,1,0,0,4,2,1,3,3,0,3,3,0,2
2144,1,2,4,3,0,1,0,0,0,1,4,2,1,1,2,3,4,3
2145,1,2,1,1,0,1,0,0,0,2,0,3,3,0,2,1,0,4
2146,0,4,0,0,2,0,0,0,0,4,3,2,0,1,0,0,1,0
2147,0,2,2,0,0,1,0,0,4,2,1,1,3,0,3,4,0,1
2148,0,4,2,2,4,1,0,2,4,2,4,3,4,4,3,3,2,2
2149,1,1,0,1,4,3,0,0,4,2,2,4,4,0,4,4,1,4
2150,0,3,1,0,0,2,0,0,0,2,1,2,1,0,3,3,0,1
2151,0,1,1,0,4,0,0,0,0,4,3,2,0,4,4,0,4,0
2152,0,1,2,0,3,3,0,0,4,2,4,3,1,4,2,1,3,1
2153,0,1,0,0,4,0,0,0,0,1,3,2,0,2,4,0,1,0
2154,0,2,1,1,0,0,0,0,0,1,4,2,2,1,1,1,4,2
2155,0,1,0,4,0,4,0,0,0,1,1,2,3,1,2,0,0,0
2156,4,3,3,2,4,1,0,0,0,2,4,3,2,0,3,4,0,0
2157,0,4,1,0,0,4,0,0,4,2,4,2,4,1,1,0,4,1
2158,3,1,3,3,0,3,0,0,0,4,0,4,3,0,3,4,0,3
2159,1,1,4,1,0,0,0,0,0,3,3,3,2,2,3,0,2,0
2160,0,1,3,0,4,0,0,2,0,3,1,2,4,3,3,0,3,0
2161,0,3,2,0,0,2,0,0,3,1,1,1,2,0,3,1,1,0
2162,4,4,4,1,0,4,0,0,0,3,1,4,1,1,3,2,1,3
2163,0,4,1,0,2,0,0,1,0,4,2,2,1,3,2,0,3,0
2164,0,4,0,0,1,4,0,1,1,4,4,4,0,4,4,4,3,4
2165,4,0,4,0,2,0,0,4,0,3,4,2,4,2,4,4,1,0
2166,0,1,0,0,4,0,0,3,0,4,2,3,0,2,0,0,2,0
2167,0,4,0,0,4,4,0,2,0,1,4,3,0,2,4,0,3,4
2168,0,3,4,4,0,1,4,2,1,2,1,1,3,1,1,0,1,3
2169,4,1,3,1,2,2,0,4,0,1,1,1,4,2,2,1,3,3
2170,0,4,0,3,4,0,0,0,0,4,4,4,2,4,4,4,1,4
2171,4,4,4,0,0,3,4,4,4,4,1,3,4,0,4,3,0,1
2172,3,4,2,4,0,3,0,4,1,4,4,4,4,4,4,1,0,3
2173,0,2,1,0,0,1,0,4,1,2,2,1,0,1,3,1,3,4
2174,0,4,4,0,2,1,4,2,4,4,2,4,4,2,4,1,2,2
2175,1,4,0,0,4,4,0,4,0,4,4,3,1,2,1,1,4,1
2176,0,4,0,0,0,0,0,3,0,1,2,2,1,1,3,1,2,1
2177,4,4,3,3,4,4,0,0,1,4,4,4,4,4,3,1,4,0
2178,0,4,4,0,0,4,0,0,0,4,1,1,4,0,4,0,0,4
2179,3,4,1,0,0,0,0,4,4,2,4,4,3,4,4,0,2,4
2180,0,2,0,0,2,0,0,3,1,2,3,3,0,1,3,0,2,1
2181,0,2,4,1,0,1,0,0,4,2,1,2,3,4,4,0,1,0
2182,0,1,0,0,2,1,0,1,0,4,2,4,0,4,0,0,3,4
2183,0,4,0,0,4,1,0,0,0,3,2,3,0,4,1,0,3,0
2184,1,1,2,2,0,1,0,0,0,1,4,3,3,0,2,4,4,2
2185,1,4,3,4,0,1,0,0,0,3,4,4,3,2,3,1,4,3
2186,1,4,3,4,4,3,0,0,0,2,1,3,3,1,3,1,1,1
2187,3,1,2,0,4,4,0,0,0,1,4,3,3,4,4,0,0,1
2188,0,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,3,0
2189,0,2,1,0,0,1,0,0,4,3,4,1,2,4,1,2,0,0
2190,4,4,2,4,4,4,0,2,4,1,2,3,1,1,3,4,4,0
2191,0,2,0,4,2,0,0,2,4,3,3,3,4,2,4,0,2,0
2192,4,3,2,2,0,4,0,0,0,4,1,4,4,0,1,4,0,4
2193,0,3,0,0,2,0,0,0,0,3,1,2,0,4,0,0,4,0
2195,1,3,1,0,0,1,0,0,4,3,2,2,4,2,1,0,2,1
2196,0,1,3,0,3,1,0,4,1,3,2,2,1,4,2,0,1,1
2197,2,1,2,1,0,2,0,1,3,3,2,1,1,2,2,2,3,0
2198,0,1,1,2,1,1,0,0,2,4,1,1,2,1,1,3,1,0
2199,0,2,0,4,0,0,0,0,0,2,1,2,1,0,2,4,0,0
2200,0,1,4,0,0,4,0,0,0,2,1,3,0,0,1,4,0,3
2201,0,3,0,0,2,0,0,4,0,4,2,3,1,2,3,0,4,0
2202,2,3,4,0,0,4,0,4,0,4,4,4,3,4,1,3,2,1
2203,0,1,0,0,1,0,0,0,0,2,3,3,0,3,4,0,2,0
2204,0,4,0,0,4,1,0,1,0,4,4,4,0,2,4,0,1,1
2205,2,4,4,3,0,3,0,0,0,1,4,2,3,4,2,4,4,2
2206,3,0,1,0,0,0,0,0,4,1,2,2,2,0,4,1,4,1
2207,1,1,4,3,0,2,0,1,0,2,1,1,2,3,1,1,1,1
2208,0,4,4,0,0,4,0,4,4,1,4,2,0,1,1,0,2,0
2209,0,4,3,2,0,3,0,0,0,2,1,1,4,2,3,2,2,2
2210,0,1,4,0,4,4,0,3,4,3,3,3,0,2,2,0,3,0
2211,0,4,0,0,2,1,0,0,1,1,2,2,0,3,1,0,3,3
2212,0,2,4,0,0,4,0,0,0,4,3,2,0,2,4,0,3,0
2213,0,4,0,0,0,1,0,0,0,3,4,4,0,3,2,0,2,1
2214,0,2,3,0,0,4,0,0,4,1,2,2,0,2,1,0,3,0
2215,0,2,0,0,4,0,0,0,0,1,1,2,0,3,0,0,1,0
2216,0,2,0,0,0,3,0,0,4,1,0,1,1,1,1,3,0,2
2217,2,4,3,0,0,2,0,0,0,4,0,3,1,0,4,3,0,3
2218,1,1,3,2,0,4,0,0,0,1,1,1,3,2,2,2,3,0
2219,3,4,4,4,0,3,0,0,3,4,0,4,3,0,4,2,0,4
2220,0,3,0,3,4,0,0,0,0,3,2,2,1,0,2,0,1,0
2221,4,1,2,0,0,1,0,0,0,2,1,2,1,1,4,2,1,3
2222,0,2,4,0,3,4,0,2,0,4,1,4,0,3,1,0,4,4
2223,3,1,3,2,1,4,0,0,1,1,1,1,2,0,3,3,1,1
2224,0,1,4,0,0,4,0,0,4,1,1,1,4,0,2,4,4,1
2225,3,1,1,4,0,0,0,2,2,2,4,1,1,1,2,0,0,1
2226,3,4,3,3,0,3,0,0,0,2,2,1,1,3,2,2,1,4
2227,0,0,1,0,1,1,0,0,0,1,2,1,1,2,1,1,1,0
2228,0,4,3,0,0,3,0,0,4,3,4,3,3,0,4,3,2,3
2229,1,2,1,4,1,0,0,0,0,1,1,1,2,1,2,3,1,0
2230,0,1,4,4,0,2,0,0,0,3,4,3,3,4,1,3,3,4
2231,2,3,2,0,0,0,0,0,0,1,1,2,2,1,1,1,1,0
2232,4,2,4,0,0,4,0,0,1,1,1,1,4,4,3,4,3,3
2233,0,3,1,0,0,4,0,0,0,2,0,1,1,0,3,1,0,0
2234,3,2,2,0,0,2,0,3,1,3,1,4,3,4,3,3,1,4
2235,3,1,2,0,0,1,0,0,0,4,4,4,1,1,3,4,0,1
2236,4,4,0,0,0,0,0,0,0,2,1,1,0,1,4,0,1,0
2237,4,1,3,3,0,1,0,0,0,2,2,2,3,4,3,2,0,0
2238,1,3,2,2,0,4,0,0,0,3,3,2,3,1,3,4,1,4
2239,4,1,3,4,0,1,0,0,4,3,0,3,3,0,2,2,0,4
2240,0,2,0,0,3,0,0,4,0,4,4,3,0,2,3,0,3,4
2241,0,2,3,0,4,0,0,0,0,3,2,3,3,2,4,4,2,0
2242,0,0,1,3,1,4,0,3,1,4,3,3,1,3,4,3,3,0
2243,1,4,1,0,0,3,0,0,4,1,4,1,1,4,4,2,0,3
2244,0,4,1,4,0,1,0,0,0,2,4,3,1,1,1,1,0,1
2245,0,0,1,0,0,0,0,0,0,4,4,2,0,3,0,0,2,0
2246,0,1,0,0,0,0,0,0,0,2,3,3,0,4,0,0,2,0
2247,0,4,0,0,2,0,0,0,0,1,1,1,0,3,0,0,2,0
2248,4,1,3,2,0,2,0,0,4,1,0,4,4,0,2,0,0,0
2249,0,1,4,4,1,2,0,4,0,2,2,3,3,3,4,3,2,4
2250,0,3,0,0,4,0,0,0,4,1,2,2,0,4,0,0,2,0
2251,0,3,1,0,0,4,0,0,0,3,1,2,0,2,2,1,3,1
2252,0,2,1,0,4,3,0,0,0,3,3,4,0,2,0,0,2,0
2253,0,1,1,0,2,3,0,0,0,3,3,2,1,4,4,0,1,2
2254,3,4,3,0,4,1,0,0,0,3,4,4,1,4,4,1,0,1
2255,0,1,4,0,0,3,0,1,0,4,3,2,4,2,1,3,3,1
2256,2,4,3,4,0,3,0,0,4,4,4,4,3,4,3,0,4,4
2257,0,4,0,0,4,0,0,0,0,1,1,1,0,2,4,0,3,4
2258,2,1,3,0,1,4,0,4,4,3,2,3,3,0,1,1,0,4
2259,3,3,1,3,0,1,0,0,1,1,3,2,2,0,2,3,1,1
2260,0,2,3,0,0,4,0,0,0,1,1,1,2,0,1,4,0,3
2261,1,1,1,1,0,4,0,0,3,3,4,1,3,0,2,0,0,0
2262,2,2,3,3,0,4,0,4,2,1,4,2,2,4,3,2,4,1
2263,0,4,0,0,2,1,0,0,0,1,4,3,0,4,0,0,2,0
2264,0,4,4,0,0,0,0,4,0,1,4,4,0,4,4,0,2,0
2265,0,4,3,0,0,4,0,0,0,4,4,4,3,0,1,0,0,4
2266,1,1,1,4,0,3,0,2,1,1,1,1,4,4,2,2,3,3
2267,0,2,0,0,0,0,0,0,0,2,2,2,0,1,1,0,4,0
2268,0,0,3,1,1,1,0,0,0,2,2,1,1,2,3,0,2,0
2269,1,2,4,0,0,1,0,2,0,1,2,2,3,2,4,1,1,3
2270,0,4,0,1,3,3,0,0,0,0,4,4,0,0,4,0,3,0
2271,0,1,0,0,1,1,0,1,0,1,1,1,0,2,4,0,2,1
2272,3,4,1,1,0,1,0,0,0,4,4,3,3,4,2,2,2,4
2273,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,0,4,0
2274,2,3,4,1,1,4,0,2,4,3,2,2,4,4,4,1,2,2
2275,0,1,3,1,0,3,0,0,1,3,0,4,2,4,3,0,0,4
2276,2,2,4,1,0,4,0,0,0,3,4,4,2,2,3,2,1,4
2277,1,2,1,2,1,1,0,0,0,4,2,1,4,2,2,2,4,1
2278,4,1,4,2,0,2,0,0,0,1,4,3,2,4,2,1,4,2
2279,0,0,0,0,0,0,0,0,0,4,4,4,0,1,0,0,4,0
2280,3,2,2,4,0,4,0,0,1,4,4,1,1,0,2,3,0,2
