CUSTNO,변동폭_Monetary_가구인테리어/잡화_고가_등급,변동폭_Monetary_가구인테리어/잡화_저가_등급,변동폭_Monetary_가구인테리어/잡화_중가_등급,변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,변동폭_Monetary_교육문화/아동_고가_등급,변동폭_Monetary_교육문화/아동_저가_등급,변동폭_Monetary_교육문화/아동_중가_등급,변동폭_Monetary_식품/생활_고가_등급,변동폭_Monetary_식품/생활_저가_등급,변동폭_Monetary_식품/생활_중가_등급,변동폭_Monetary_의류/이미용_고가_등급,변동폭_Monetary_의류/이미용_저가_등급,변동폭_Monetary_의류/이미용_중가_등급,변동폭_Monetary_침구/주방_고가_등급,변동폭_Monetary_침구/주방_저가_등급,변동폭_Monetary_침구/주방_중가_등급,절대변동폭_Monetary_가구인테리어/잡화_고가_등급,절대변동폭_Monetary_가구인테리어/잡화_저가_등급,절대변동폭_Monetary_가구인테리어/잡화_중가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,절대변동폭_Monetary_교육문화/아동_고가_등급,절대변동폭_Monetary_교육문화/아동_저가_등급,절대변동폭_Monetary_교육문화/아동_중가_등급,절대변동폭_Monetary_식품/생활_고가_등급,절대변동폭_Monetary_식품/생활_저가_등급,절대변동폭_Monetary_식품/생활_중가_등급,절대변동폭_Monetary_의류/이미용_고가_등급,절대변동폭_Monetary_의류/이미용_저가_등급,절대변동폭_Monetary_의류/이미용_중가_등급,절대변동폭_Monetary_침구/주방_고가_등급,절대변동폭_Monetary_침구/주방_저가_등급,절대변동폭_Monetary_침구/주방_중가_등급
3962,-1,0,0,0,0,-2,0,1,0,1,0,0,0,1,-1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0
3963,1,1,0,0,0,-4,0,0,-2,1,-1,0,2,0,3,1,0,-5,4,4,0,0,0,4,0,0,2,2,0,0,2,0,2,0,0,4
3964,-1,0,0,0,-1,0,0,0,0,-2,-1,-1,1,2,0,0,0,0,0,2,2,4,0,2,0,0,0,2,0,4,0,4,0,0,0,0
3965,-1,-3,5,1,0,0,0,0,2,0,0,0,1,1,0,2,1,-2,4,4,4,4,0,2,0,0,2,0,2,0,2,2,2,2,2,2
3966,6,-3,0,0,1,0,0,0,0,-2,0,1,1,0,-2,0,0,0,0,2,4,4,2,0,0,0,0,4,2,2,6,0,2,0,0,4
3967,0,1,0,0,-1,2,0,1,0,0,-1,0,0,1,1,0,1,0,0,0,0,0,4,2,0,0,0,2,2,2,0,2,2,0,2,4
3968,0,0,0,0,0,0,0,0,0,-2,1,-1,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,2,0,0,0
3969,0,-1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,2,2,4,0,0,0,4,0,0,6,0
3970,0,0,4,0,0,1,0,0,0,-2,0,0,0,0,0,-1,-1,1,0,0,8,0,0,2,0,2,0,2,0,0,0,2,2,0,2,2
3971,0,0,2,0,4,0,0,1,0,0,0,0,0,-1,1,0,0,-3,0,2,2,0,8,0,0,4,2,0,0,0,0,4,0,2,2,6
3972,2,-1,1,-2,-1,0,0,0,0,0,1,0,1,0,1,-1,-2,-2,2,4,2,0,2,6,0,0,0,0,0,2,2,2,0,2,0,2
3973,-2,2,0,0,0,2,0,0,0,3,2,0,1,0,-5,2,0,-2,0,2,6,0,0,4,0,0,4,4,2,0,0,0,8,4,0,4
3974,-3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,8,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0
3975,0,1,-1,0,-1,2,1,0,0,1,0,1,0,0,0,-1,-1,1,0,2,0,0,2,0,2,0,0,2,2,0,0,0,0,2,2,0
3976,0,1,1,0,-1,0,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,2,0,4,0,0,0,0,2,2,2,0,0,6,0,2,0
3977,0,-2,2,0,4,0,0,0,0,1,1,1,-1,-2,0,0,1,0,0,2,4,0,0,2,0,0,0,0,0,2,2,4,2,0,2,0
3978,1,0,1,0,0,-1,0,0,0,1,0,-1,1,2,0,0,0,3,0,2,2,0,0,0,0,0,0,2,0,0,2,4,4,2,0,2
3979,0,0,0,0,0,0,0,1,-1,0,0,-1,0,-1,-1,0,1,0,0,2,0,0,0,0,0,2,2,2,2,0,0,4,2,0,0,0
3980,-1,0,-3,0,0,0,0,2,2,1,1,2,-1,2,-1,0,0,2,0,2,2,0,0,8,0,2,6,4,0,0,0,4,0,4,2,2
3981,0,0,-1,-1,-1,3,0,-1,0,1,-1,0,0,0,0,2,-1,0,4,2,4,0,0,4,0,0,4,10,0,0,0,6,4,2,0,6
3982,0,-1,0,0,-2,0,0,0,2,1,-1,-1,0,-1,1,0,5,1,0,2,0,0,0,0,0,0,4,2,2,2,0,2,2,0,0,2
3983,0,0,2,0,0,0,0,0,0,-2,-1,0,0,1,-1,1,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,6,6,2,2,0
3984,1,-1,1,0,0,-1,-2,2,1,-1,-1,0,0,1,1,2,5,0,2,2,6,2,2,4,4,0,2,2,0,0,2,2,2,4,2,0
3985,0,0,0,0,0,1,2,1,1,0,0,-1,-1,1,0,0,-2,0,0,6,4,0,2,4,6,0,2,2,2,2,2,0,0,0,2,0
3987,0,-1,0,0,-2,0,0,0,-1,1,0,-2,0,1,-1,0,-1,0,0,6,2,0,4,6,0,0,2,4,0,0,2,2,4,0,2,0
3988,0,1,-2,0,2,0,0,0,1,1,1,-1,0,-2,0,2,-1,1,2,2,2,0,2,0,0,2,2,2,2,0,2,6,0,0,2,2
3989,0,1,0,0,0,0,0,0,-1,-3,1,0,1,1,0,-2,-4,1,0,2,0,0,0,0,0,0,0,4,0,2,2,2,2,0,0,0
3990,0,3,0,0,0,0,0,1,0,3,1,1,-1,2,1,0,-2,0,0,2,0,0,0,0,0,4,0,4,0,0,2,4,0,0,6,0
3991,0,1,0,0,-3,1,0,-1,1,1,-1,1,1,-2,1,0,0,0,0,2,4,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0
3992,0,0,1,-1,0,-3,0,0,0,-1,0,0,0,0,-1,0,0,-2,0,0,0,0,0,2,0,0,4,0,2,0,2,0,2,2,0,2
3993,1,1,-5,3,0,-2,0,-1,0,4,0,1,-2,0,-1,-2,1,-2,2,0,0,6,0,4,0,0,0,6,0,0,2,4,2,2,0,0
3994,0,-2,1,3,0,-5,0,0,0,3,0,0,0,2,0,-1,0,-5,0,4,2,8,0,12,0,0,4,0,0,0,4,0,0,6,0,4
3995,0,-1,0,0,-5,2,0,2,0,-1,0,-1,0,-2,2,0,-2,-1,0,2,0,0,8,0,0,0,6,2,4,4,2,2,2,0,0,0
3996,3,2,0,2,0,0,0,0,0,0,0,1,-1,0,2,2,1,2,6,0,4,4,0,6,0,0,0,2,0,0,0,0,4,8,2,8
3997,0,0,1,0,0,1,0,2,0,0,0,-1,0,-3,-3,-4,1,1,0,2,2,0,0,2,0,6,0,2,0,2,2,0,6,2,2,2
3998,-3,-3,2,-2,0,0,0,0,0,0,0,1,1,0,1,-2,-1,-1,2,2,2,2,0,4,0,0,0,2,2,2,2,2,4,2,2,6
3999,2,0,-3,1,0,-2,0,-1,0,-1,0,1,0,0,2,2,1,-2,2,0,6,2,6,4,0,6,6,2,2,0,2,2,4,4,2,4
4000,0,-1,-2,0,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,4,2,4,0,0,6,0,0,0,0,0,0,0,0,6,4,2,0
4001,0,0,0,0,-3,-1,-3,2,0,1,2,3,-1,3,0,0,1,-1,0,0,2,0,0,4,0,0,0,2,4,2,2,2,0,0,4,2
4002,0,2,-1,1,0,-2,0,0,0,1,0,0,1,0,-2,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,6,4,0,0
4003,-2,0,0,-2,-4,1,0,-2,-2,0,-1,-3,0,0,1,0,0,0,6,2,0,0,0,4,0,0,0,0,2,6,0,0,2,0,0,0
4004,0,0,0,0,0,1,1,1,0,1,0,-1,0,0,1,0,-3,-1,0,2,0,0,0,2,4,4,2,2,0,2,0,2,2,0,0,0
4005,2,-1,1,1,0,2,0,0,0,1,0,0,0,0,1,1,2,0,4,2,2,2,12,8,0,4,0,2,0,2,0,0,0,0,4,4
4006,0,0,-2,0,0,0,0,0,0,0,-2,1,-1,-3,0,1,-3,1,0,2,10,0,0,0,0,0,0,4,0,8,0,0,0,2,0,4
4007,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,-1,0,2,0,0,2,4,0,0,2,2,2,0,0,2,4,0,0,0
4008,0,1,1,0,-4,-2,0,0,0,-3,0,-1,0,-1,0,0,1,0,0,2,6,0,6,4,0,0,0,2,0,0,0,0,2,4,2,4
4009,0,1,3,-3,0,-2,0,0,0,-3,1,2,-2,0,0,-2,0,0,2,4,6,8,0,4,0,0,0,2,0,2,0,2,0,0,4,0
4010,0,1,0,0,3,-3,0,0,0,-4,0,-1,0,1,1,0,2,-3,0,2,0,0,6,6,0,2,0,0,0,0,0,2,2,0,2,2
4011,0,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,1,4,0,0,2,0,0,4,0,0,0,2,2,0,0,0,2,0,0,8
4012,-4,-1,-1,0,0,-2,3,-2,2,-2,0,2,-3,-1,0,1,0,-3,0,2,4,0,0,0,6,6,4,0,0,2,6,0,0,4,2,2
4013,-2,-1,0,0,-1,-3,0,0,0,0,1,-1,0,-1,-1,0,-2,0,0,2,0,0,0,0,0,0,0,2,0,4,0,2,0,0,2,0
4014,0,1,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,2,2,2,2,0,2,2
4015,0,2,1,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,4,6,0,0,0,4,0,0,0,2,2,2,0,0,2,2,0,0
4016,0,1,2,0,0,1,0,0,0,-1,0,0,-1,0,1,-3,0,-5,0,2,2,0,0,4,0,0,4,0,0,0,4,0,0,6,2,8
4017,0,0,1,0,-2,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,4,0,2,0,0,0,0,2,0
4018,0,-1,0,0,0,-1,5,4,1,-1,0,0,0,1,1,0,1,-3,0,2,0,0,2,4,10,8,2,2,0,0,0,2,0,0,0,0
4019,-2,0,0,0,0,1,0,-1,0,-1,0,1,0,-1,1,1,3,2,2,4,0,2,0,2,0,0,0,4,0,2,2,4,0,4,6,4
4020,0,0,3,0,0,0,0,1,0,1,0,2,-2,0,0,0,-1,0,0,6,0,0,2,0,0,2,2,2,2,4,2,0,2,2,4,4
4021,-1,1,0,-1,0,1,0,0,-1,0,0,-1,-1,0,0,-1,-1,-2,0,2,8,0,0,4,0,0,2,2,0,2,2,2,2,2,0,0
4022,0,3,0,0,1,0,0,-1,0,0,-1,1,0,2,0,0,4,0,0,2,2,0,2,2,4,2,2,2,2,0,0,2,0,0,4,0
4023,1,0,2,0,0,-1,0,0,0,-1,-1,-1,1,-2,-1,3,-1,-1,0,6,0,2,0,6,0,0,6,0,2,6,4,0,4,6,0,2
4024,-1,-3,2,0,1,0,0,0,-1,-3,0,0,3,1,1,-3,1,-3,2,0,4,0,8,2,0,4,2,2,0,2,2,2,0,6,2,2
4025,0,0,0,0,0,1,0,-2,0,-1,1,1,0,0,1,0,4,0,0,2,2,0,0,4,0,4,2,2,0,0,0,2,2,0,6,0
4026,-2,-1,1,0,0,2,0,0,0,2,0,1,-1,0,4,-4,0,5,0,2,2,4,0,2,0,0,0,4,2,2,2,0,2,6,0,8
4027,-1,1,0,0,0,0,0,0,0,-3,0,0,3,0,3,-1,0,-1,8,2,2,0,0,4,0,0,0,2,0,0,2,0,4,2,0,4
4028,0,-1,0,0,3,0,0,0,0,0,-1,-1,0,-1,-2,1,2,-1,0,2,0,0,6,0,0,0,0,2,0,2,0,4,0,2,2,6
4029,0,0,0,0,0,-1,0,0,0,0,0,-1,2,1,0,0,0,-3,0,0,0,0,0,12,0,0,0,10,0,4,4,2,2,0,4,2
4030,0,0,0,0,-1,1,-2,-2,-2,0,1,0,0,0,2,0,-1,0,0,0,0,0,4,2,0,0,0,2,2,2,0,2,2,0,0,0
4031,-5,3,-2,0,0,-3,0,0,0,-5,0,-2,1,0,-1,2,0,4,0,8,0,8,0,4,0,0,0,0,0,4,0,0,2,4,0,4
4032,-1,0,-2,0,-1,-1,0,0,0,1,0,0,1,0,-1,-1,0,1,0,0,0,0,2,0,0,0,0,4,2,2,0,0,2,0,2,2
4033,-1,6,1,5,1,2,0,0,0,0,1,2,0,0,4,-2,0,-4,8,8,4,10,2,0,0,0,0,8,2,6,0,0,2,2,4,0
4034,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,2,2,0,0,2,2,0,0,2,0,0,2,0,2,2,0,2,0
4035,0,-1,0,0,1,0,0,-1,0,1,1,1,-1,0,0,0,-1,0,0,0,4,0,0,0,0,0,2,2,0,2,0,2,0,0,2,0
4036,0,-2,-1,0,6,2,0,-1,1,-1,1,1,0,-1,1,0,0,0,0,0,0,0,12,2,0,8,2,2,0,0,4,0,2,0,8,6
4037,0,0,3,0,0,-1,0,0,0,-1,0,0,-2,-1,0,0,0,-6,0,2,6,0,0,6,0,0,0,0,2,2,4,6,6,6,0,0
4038,0,-1,0,0,0,-3,0,0,0,0,-1,0,-2,0,-2,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0
4039,-1,-1,0,0,1,3,0,0,-1,-2,1,-1,0,-1,0,0,3,-1,6,2,0,0,0,6,0,0,0,6,4,2,0,2,0,8,2,0
4040,0,0,0,0,0,0,-2,0,0,1,1,0,0,-1,-1,0,-1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,4,0,0,2,0
4041,1,-1,0,0,0,0,0,0,0,3,1,2,0,3,0,0,2,0,0,6,4,0,0,2,0,4,2,6,2,2,0,2,2,0,0,0
4042,0,2,4,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0,6,8,0,0,6,0,2,0,0,0,0,2,4,0,0,2,0
4043,-2,-1,1,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,-2,0,2,2,2,0,0,0,0,4,6,0,0,2,2,2,4,4,0
4044,0,-1,0,0,-2,0,0,0,0,-1,-1,0,0,-2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,0,-3,0,0,0,-4,0,0,1,1,0,0,0,0,0,0,0,-2,8,6,2,4,0,2,0,0,2,0,0,0,2,0,2,0,0,10
4046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,0,0
4047,0,-2,0,0,1,2,0,-1,-2,-2,-1,0,0,-2,-1,0,-1,-1,0,2,0,0,2,0,0,0,6,2,2,0,0,0,2,0,2,0
4048,0,-1,-2,0,-1,0,0,-1,-2,0,0,1,0,-1,1,0,0,-2,0,6,0,0,0,4,0,2,0,0,0,0,0,4,0,0,0,6
4049,1,0,1,-2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,8,2,10,4,0,2,0,0,0,0,0,4,6,0,4,2,6,0
4050,0,0,4,0,-1,3,0,0,0,0,-1,-1,1,0,1,0,-1,1,0,0,8,0,0,6,0,0,0,0,0,0,2,0,2,0,4,2
4051,0,-2,0,0,0,0,0,1,-1,0,2,1,0,2,0,0,0,0,0,2,0,0,4,0,0,2,0,0,4,2,0,0,2,0,2,0
4052,-1,-1,-1,1,6,2,0,0,2,1,1,1,0,0,-1,-1,1,1,0,8,4,2,12,4,0,0,2,2,0,2,0,4,0,2,0,2
4053,0,0,0,0,3,0,0,0,0,-1,0,1,0,0,2,0,-3,-2,0,2,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,4
4054,-1,-2,-4,0,0,-4,0,0,-2,-1,0,-1,0,-2,2,0,0,2,4,6,4,4,0,4,0,0,0,2,0,2,2,2,4,2,6,6
4055,-4,2,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,2,4,0,0,0,0,0,2,4,2,0,2,0,4,2,0,0
4056,0,1,-1,0,-6,-1,0,-2,0,0,-3,-2,0,-6,-1,0,-3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,0
4057,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
4058,2,2,0,1,2,1,0,0,0,1,0,2,3,-1,0,0,2,0,4,6,0,2,4,8,0,0,0,2,0,2,4,2,0,0,4,0
4059,0,3,0,0,0,1,0,0,0,-1,1,1,0,1,1,0,1,0,0,2,2,0,8,2,0,6,6,0,2,2,0,2,0,4,2,0
4060,0,0,0,0,-5,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,2,0,0,6,0,0,0,2,2,0,0,0,2,2,0,8,0
4061,0,1,-2,3,0,4,0,0,-2,0,0,0,-2,0,4,3,-1,-2,0,4,8,8,0,4,0,4,0,2,0,4,8,4,2,4,4,8
4062,0,-1,0,0,-1,0,0,0,0,2,-1,0,0,-1,2,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,2,0
4063,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,2,2,0,4,2,0,4,2
4064,0,-1,1,2,0,1,0,0,0,2,0,3,2,1,1,0,0,0,0,2,2,4,2,2,0,0,0,0,2,2,2,0,0,0,0,0
4065,-6,-3,0,-4,0,-5,0,0,0,-3,1,-1,1,1,0,0,-1,0,0,2,4,4,0,8,0,0,0,2,0,0,8,2,0,4,0,4
4066,0,1,0,0,-3,1,0,0,-1,-1,-1,-1,0,-2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0
4067,0,0,-1,2,0,0,0,0,1,-1,0,0,-1,0,0,-4,0,0,0,6,4,2,0,2,0,0,0,0,0,0,2,0,0,0,4,4
4068,2,1,0,0,0,1,0,0,-1,1,1,0,1,0,0,-2,1,-1,0,0,4,0,0,2,0,0,2,2,0,0,2,0,0,6,0,4
4069,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0
4070,0,0,0,0,-2,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,6,2,0,4,2,0,2,2,2,0,0,0,0,2,0,0,0
4071,0,1,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,0
4072,-3,-5,-5,1,0,-2,0,0,3,-2,-1,-2,0,0,1,-4,0,-5,6,8,12,0,0,6,0,0,6,4,0,2,4,0,0,4,0,6
4073,0,1,-2,1,0,1,0,0,3,0,0,0,2,-2,-1,1,-2,1,6,4,4,2,0,0,0,0,6,2,2,0,4,4,2,0,0,6
4074,0,2,0,5,4,7,0,0,0,0,0,-2,0,0,1,0,-1,-3,0,0,0,10,0,14,0,2,2,2,0,4,0,2,2,0,2,4
4075,2,1,1,-1,0,-1,0,0,0,2,-1,0,1,-2,0,2,0,2,4,4,0,4,0,6,0,0,0,2,0,0,0,0,6,0,0,6
4076,0,0,-1,0,3,1,0,1,0,-1,0,-2,0,1,-1,0,-1,0,0,0,0,0,2,4,0,2,0,2,2,2,0,4,0,0,0,0
4077,0,0,-1,0,0,-2,0,0,-1,1,0,0,-4,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
4078,0,1,0,0,3,-1,0,0,-1,-1,-1,1,0,1,0,0,-1,-2,0,2,0,0,4,2,0,4,4,6,2,0,2,2,0,0,4,2
4079,-5,2,-2,-1,0,-4,0,0,1,0,0,0,0,0,-1,0,0,-2,6,2,8,0,0,0,0,0,4,0,0,0,0,4,2,8,12,0
4080,0,0,2,0,0,0,0,-1,-1,1,0,1,0,0,2,0,-4,0,0,2,4,0,0,0,0,2,0,4,4,4,0,2,2,0,0,0
4081,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,-1,2,-2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,4,0,0
4082,0,-2,-2,-2,0,-1,0,0,0,0,-1,-1,1,-1,1,1,-1,-1,0,6,4,0,0,4,0,0,0,2,0,0,0,6,0,4,12,6
4083,1,1,-2,2,0,1,0,0,-1,-2,0,-1,3,-1,-1,0,3,0,4,2,6,6,0,2,0,0,0,0,2,4,8,0,2,4,2,0
4084,1,-1,-1,1,0,-1,0,0,0,-1,0,0,-1,-1,3,-4,3,2,4,2,0,2,0,4,0,0,0,4,0,0,0,2,0,0,6,4
4085,0,0,1,0,0,0,0,0,0,1,0,0,2,0,-1,4,0,0,0,6,0,0,0,4,0,0,0,2,0,0,2,2,8,6,0,0
4086,0,-2,4,2,0,0,0,0,0,-2,0,-1,0,-3,-1,-2,2,3,0,2,10,6,0,10,4,4,4,0,0,2,2,2,4,2,0,6
4087,-2,0,0,0,0,0,0,0,-1,-1,0,0,1,0,1,2,-1,2,0,2,0,0,0,4,0,2,2,6,2,0,2,4,4,4,0,2
4088,0,0,0,0,2,0,0,1,0,-1,0,2,0,0,0,0,1,2,0,2,0,2,4,6,0,2,4,0,0,0,0,2,4,0,2,4
4089,-1,-1,-2,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,-1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
4090,5,-1,2,2,0,4,0,0,-2,3,0,0,1,0,0,0,0,0,10,2,4,2,0,8,0,4,0,6,0,0,0,2,2,0,0,0
4091,0,1,-1,0,0,2,0,0,-1,0,0,-2,-3,1,1,-2,1,0,0,2,4,0,2,4,0,2,4,2,0,2,0,0,4,0,2,0
4092,0,2,1,0,2,1,0,1,0,0,3,1,0,-1,-1,0,1,0,0,2,2,0,2,2,0,0,0,2,4,0,0,2,2,0,2,0
4093,0,-3,-1,0,-2,-2,0,0,0,-2,-1,-2,-1,-1,-1,-2,-1,-2,0,0,0,0,0,6,0,0,0,0,2,0,2,0,2,0,0,0
4094,4,-1,0,4,-2,1,1,-2,-1,-3,0,0,-3,4,0,4,3,1,8,4,0,8,4,2,2,2,4,2,2,4,0,0,0,12,2,2
4095,7,4,2,0,-1,0,0,0,-2,1,-1,3,-2,-2,1,0,-2,-1,14,2,8,6,0,4,0,0,0,6,2,8,2,0,2,0,2,0
4096,0,3,0,0,0,0,0,1,1,3,0,1,0,1,1,0,0,3,0,4,0,0,0,0,0,6,0,10,0,2,0,4,2,0,0,8
4097,-2,-2,-5,-3,0,-3,0,0,1,4,0,3,-4,2,-1,-5,0,0,4,4,4,4,0,8,0,0,8,12,0,6,2,0,6,2,0,4
4098,0,0,1,1,0,0,0,-1,-2,0,0,-1,-1,-1,1,0,-2,0,2,0,0,2,0,0,0,0,4,0,2,0,0,0,2,2,2,0
4099,0,0,1,1,2,-2,1,-1,0,0,1,1,1,1,0,0,-3,0,0,0,2,2,0,0,4,2,2,4,0,2,4,0,0,0,0,2
4100,0,1,4,0,3,-2,-2,0,0,0,0,0,0,1,1,0,-3,1,0,2,6,0,2,2,0,0,0,2,0,0,0,0,2,0,2,2
4101,-1,0,0,1,-1,0,3,3,0,0,-1,1,1,1,-1,2,2,-2,0,8,4,4,2,0,6,2,2,4,0,0,0,2,6,6,6,4
4102,0,1,-3,0,0,1,0,0,0,1,-1,-1,0,0,0,0,3,0,2,0,2,0,4,2,0,2,0,2,0,0,0,0,2,0,2,0
4103,0,-1,-1,0,-1,2,0,0,0,1,1,2,0,2,-1,0,1,-1,0,0,0,0,4,4,0,0,0,0,2,0,0,4,4,0,4,0
4104,-2,-4,-2,-2,0,1,0,0,2,1,-1,-1,-1,0,-2,-3,0,1,6,2,2,0,0,2,0,0,0,2,2,0,4,0,2,4,0,0
4105,0,0,0,0,-2,-2,0,0,-1,-1,0,-3,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,6,0,4,0,0,6,0
4106,3,-1,3,0,0,-1,0,0,0,-1,0,-1,0,-2,0,1,0,1,6,2,10,0,0,0,0,0,0,0,0,2,0,4,0,6,0,2
4107,0,4,0,0,-2,0,0,0,1,-1,0,2,0,1,1,0,1,0,0,8,0,0,8,0,0,0,2,0,0,2,0,4,2,0,2,0
4108,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,2,0,4,0
4109,0,2,4,0,0,2,0,0,-1,-2,0,1,-1,0,-1,-2,0,-2,0,6,2,0,0,4,0,0,4,4,2,2,2,0,0,4,0,0
4110,0,1,-2,0,-1,2,0,0,0,-1,0,0,1,-1,-1,0,-2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0
4111,0,1,2,2,3,3,0,0,-3,-1,0,-1,1,-2,0,1,-1,-2,2,0,0,4,6,2,0,0,0,8,0,0,0,0,4,2,0,2
4112,2,2,-3,0,2,0,0,1,-1,-2,0,0,-1,-1,1,0,0,-2,4,0,0,0,2,0,0,2,0,0,2,4,2,0,4,0,0,2
4113,0,-1,0,0,0,-3,0,1,2,-1,0,2,0,1,-1,0,-1,-1,0,0,0,0,0,0,4,2,4,0,0,2,0,2,0,0,0,0
4114,0,0,2,0,-1,0,0,0,0,-1,1,0,0,0,2,0,-2,0,0,2,4,0,0,0,0,0,0,2,0,0,0,4,4,0,4,0
4115,0,-2,-4,0,0,1,0,-2,0,-2,-1,-1,1,0,0,-2,-3,2,0,4,2,0,2,0,0,2,0,0,4,4,4,2,4,2,4,6
4116,-2,1,1,0,0,-2,0,0,-2,0,0,-1,1,0,0,1,0,0,0,2,4,0,0,0,0,0,4,0,2,0,2,0,2,0,0,2
4117,5,-2,-2,-1,0,2,-3,0,-3,0,1,-2,-1,0,-2,-4,1,-2,10,4,6,0,0,4,0,0,0,0,2,2,2,0,4,2,2,2
4118,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,0,10,0
4119,0,-1,2,-2,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,4,4,4,6,4,4,0,0,0,0,2,0,0,2,4,2,0,0,10
4120,1,-1,-3,-2,0,3,0,0,0,0,1,2,1,0,0,-3,4,-2,4,6,2,2,0,4,0,0,0,2,0,2,0,4,0,0,6,4
4121,-1,1,-1,0,-2,0,0,0,1,1,2,1,-3,3,-1,1,2,2,6,0,4,4,2,2,0,0,2,2,2,2,0,2,2,2,2,2
4122,2,-2,0,0,0,1,0,0,2,1,0,1,1,1,-2,-1,0,-2,4,6,2,0,0,0,0,0,0,2,2,2,2,4,2,2,4,2
4123,-1,2,0,0,-4,0,2,2,-1,0,-1,1,-2,0,1,0,4,4,0,0,0,0,6,6,4,4,2,2,2,2,2,0,4,0,0,8
4124,0,-1,0,0,0,0,0,-3,0,-1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,0
4125,3,-1,1,-4,0,1,0,0,0,0,0,0,-2,0,-1,3,0,0,2,6,4,0,0,2,0,0,0,6,2,0,4,0,2,6,0,14
4126,0,-4,2,1,0,-2,0,-1,0,-1,0,-1,0,-2,1,0,0,0,0,2,4,2,0,8,0,0,0,2,0,0,6,0,0,2,4,4
