,가구인테리어/잡화_고가,가구인테리어/잡화_저가,가구인테리어/잡화_중가,가전/레저취미/멀티샵_고가,가전/레저취미/멀티샵_저가,가전/레저취미/멀티샵_중가,교육문화/아동_고가,교육문화/아동_저가,교육문화/아동_중가,식품/생활_고가,식품/생활_저가,식품/생활_중가,의류/이미용_고가,의류/이미용_저가,의류/이미용_중가,침구/주방_고가,침구/주방_저가,침구/주방_중가
2555,7,4,3,7,2,6,7,5,5,3,3,3,7,3,2,7,4,7
2556,2,3,1,6,6,5,7,7,7,4,5,4,4,2,2,4,7,4
2557,3,3,3,1,3,2,7,2,3,4,4,3,2,3,3,5,3,3
2558,7,3,5,5,7,5,7,7,7,1,7,4,3,7,3,4,7,6
2559,5,2,3,6,7,4,7,7,7,2,7,5,2,7,3,3,7,2
2560,7,7,7,7,3,4,7,7,7,2,2,2,6,3,4,7,3,7
2561,3,2,3,6,7,3,7,7,7,2,3,3,3,6,2,3,6,3
2562,6,7,7,7,5,7,7,6,7,5,3,3,7,3,6,7,3,7
2563,7,3,4,7,5,6,7,3,5,4,3,3,5,2,6,7,3,5
2564,7,3,7,7,3,6,7,7,5,3,3,3,7,2,5,7,3,6
2565,7,3,7,7,2,6,7,6,6,2,3,2,7,2,3,7,2,4
2566,1,1,3,5,4,4,7,7,7,1,3,3,3,6,2,3,3,3
2567,7,2,6,6,4,7,7,4,4,2,3,2,2,3,4,7,3,7
2568,7,6,5,7,6,7,7,6,7,3,3,3,7,3,6,7,2,6
2569,7,2,7,7,7,6,7,7,6,3,5,2,5,7,3,5,7,5
2570,3,3,4,3,2,4,7,5,6,3,4,3,4,4,2,4,4,3
2571,7,4,2,7,3,3,7,4,2,1,3,2,4,2,3,1,2,4
2572,6,1,2,3,6,4,7,1,7,1,4,3,5,4,3,4,3,5
2573,3,4,7,2,6,3,5,6,5,4,5,4,4,4,3,3,3,3
2574,5,4,1,3,7,6,7,7,7,3,4,4,1,6,2,5,5,4
2575,4,3,2,2,6,2,7,7,7,3,5,5,2,4,3,5,4,6
2576,7,4,3,7,2,2,7,3,4,3,2,2,7,1,2,6,3,6
2577,7,4,7,7,3,7,7,7,7,2,3,3,7,2,6,7,2,3
2578,5,1,3,7,4,3,7,7,6,1,4,3,2,7,3,3,1,4
2579,7,3,6,6,6,7,7,6,7,3,3,3,3,3,3,7,3,6
2580,4,2,3,3,6,2,7,7,5,4,6,5,2,7,2,2,7,3
2581,2,1,3,1,7,1,7,7,4,3,4,4,1,5,2,2,6,1
2582,7,6,7,7,5,6,7,7,7,3,2,3,7,4,6,7,2,6
2583,6,2,6,7,7,4,7,7,7,1,6,3,2,7,3,6,7,5
2584,7,4,7,7,3,6,7,2,6,3,3,3,5,2,5,7,2,7
2585,7,6,6,7,1,7,7,5,6,4,3,3,7,3,6,7,4,7
2586,7,1,7,7,6,5,6,7,7,1,2,1,3,2,2,7,3,3
2587,1,3,2,3,7,5,7,7,7,1,3,3,3,5,2,2,6,3
2588,7,6,7,7,3,6,7,3,6,4,2,2,7,3,7,7,4,3
2589,7,3,7,7,2,1,7,4,7,3,3,3,7,3,4,7,3,7
2590,7,3,6,6,7,3,7,3,5,2,3,3,2,2,2,6,3,2
2591,2,4,1,1,7,4,7,2,6,3,3,4,2,4,1,4,3,3
2592,7,3,3,7,6,3,7,6,3,4,5,5,4,5,2,6,6,3
2593,6,1,2,4,7,4,7,7,6,5,6,5,3,7,1,1,7,7
2594,7,4,7,7,3,6,7,7,7,4,2,2,3,4,3,7,3,7
2595,6,1,3,7,3,3,7,7,7,3,4,3,4,3,1,6,6,7
2596,7,4,7,7,4,7,7,7,7,4,3,3,6,3,7,7,3,3
2597,7,4,3,7,1,1,1,6,7,3,5,4,3,7,1,6,3,3
2598,2,3,1,2,7,2,7,7,7,3,3,4,2,7,2,2,7,3
2599,7,4,6,7,6,7,7,7,7,3,3,2,7,3,4,7,3,1
2600,7,3,7,7,1,6,7,4,7,1,2,1,7,3,1,7,2,4
2601,6,4,3,2,7,2,7,7,7,4,4,5,1,4,1,4,4,4
2602,6,3,4,7,6,6,7,5,7,3,3,3,4,3,4,6,3,6
2603,7,5,2,7,5,6,7,7,7,5,3,3,7,2,6,7,5,7
2604,6,3,4,3,7,3,7,7,7,2,3,3,1,4,2,6,3,4
2605,7,2,4,7,6,7,7,7,7,3,5,4,2,7,2,7,7,6
2606,7,4,6,7,6,7,7,6,5,4,3,4,7,3,7,7,4,3
2607,7,7,7,7,2,4,7,6,7,3,3,3,7,3,4,7,2,7
2608,6,4,2,3,6,3,7,7,4,4,4,4,3,4,2,3,6,3
2609,7,5,6,7,3,6,7,3,7,3,3,3,4,1,1,7,2,6
2610,7,2,7,7,4,7,6,4,6,3,2,2,5,4,5,7,4,7
2611,7,3,7,7,7,7,7,7,7,2,1,1,7,4,7,7,3,7
2612,4,3,3,7,4,3,7,7,5,5,6,5,2,7,3,3,7,6
2613,6,3,2,1,7,4,7,7,7,4,5,4,3,5,2,1,6,7
2614,7,3,7,7,7,7,7,7,7,4,3,1,4,3,7,7,6,6
2615,6,1,3,7,7,4,7,7,7,1,7,3,6,7,2,7,7,6
2616,5,3,3,5,7,3,7,7,2,3,5,4,3,5,2,5,2,7
2617,7,5,5,5,4,7,7,7,7,2,3,3,6,3,5,7,4,7
2618,7,3,3,7,6,7,7,3,6,2,3,1,6,1,5,7,1,2
2619,3,2,2,3,7,3,7,7,7,1,7,3,1,3,3,2,7,3
2620,7,2,7,7,3,7,7,3,3,3,3,3,7,3,7,7,3,7
2622,7,4,7,7,5,6,7,4,7,2,3,3,7,2,4,7,2,3
2623,4,3,7,6,7,3,7,7,3,4,7,4,4,7,3,1,7,5
2624,7,3,3,7,7,3,7,7,7,4,7,5,3,7,3,3,7,4
2625,2,2,4,3,6,3,7,7,7,3,3,3,2,3,3,2,3,4
2626,3,3,3,7,7,3,7,7,6,3,4,5,3,7,1,2,7,3
2627,6,2,3,7,7,3,7,7,7,3,7,3,3,6,3,7,7,6
2628,7,3,7,7,2,7,7,7,7,3,2,2,7,4,7,7,3,7
2629,7,1,5,7,6,1,7,3,7,2,1,1,3,4,2,5,1,7
2630,7,2,7,7,6,7,7,3,5,3,3,3,5,3,6,7,2,7
2631,7,3,5,6,6,3,7,7,6,1,4,3,7,6,3,6,6,1
2632,1,3,4,6,7,4,7,6,6,2,4,4,3,3,2,2,1,4
2633,7,1,4,7,7,2,7,6,6,3,5,3,5,3,2,3,3,3
2634,7,2,2,4,6,3,7,7,3,2,6,4,3,7,2,1,7,6
2635,7,6,5,7,3,1,7,7,3,3,3,3,3,2,4,6,3,1
2636,7,3,4,6,2,6,7,7,7,1,2,2,6,3,5,2,3,7
2637,7,5,2,7,6,7,3,6,5,3,3,2,7,2,6,7,6,6
2638,3,2,3,3,3,7,7,7,7,4,4,4,3,4,3,1,7,2
2639,7,4,2,7,7,2,7,7,7,2,7,4,4,7,2,6,7,1
2640,2,2,5,7,7,2,7,7,5,5,5,5,3,7,3,1,7,3
2641,6,4,3,6,7,3,7,7,5,4,6,5,1,7,2,2,6,6
2642,3,3,2,7,7,6,7,7,7,5,5,4,4,5,2,2,7,3
2643,3,2,3,1,7,2,7,7,6,4,4,4,2,3,2,3,4,2
2644,3,2,2,3,7,3,7,5,7,2,2,2,3,2,1,3,3,3
2645,4,2,2,7,7,2,7,7,7,2,5,3,1,3,3,2,6,6
2646,2,2,2,7,7,5,7,7,7,2,4,3,3,5,1,6,4,5
2647,7,5,7,7,4,7,7,7,7,3,2,2,7,7,3,7,4,7
2648,6,4,7,7,4,3,7,3,6,3,3,3,3,2,3,3,2,3
2649,6,3,4,7,3,3,7,5,3,3,3,3,4,3,2,2,4,2
2650,7,3,7,7,4,7,7,1,2,3,3,3,6,2,6,7,3,1
2651,7,2,7,7,4,7,7,7,7,2,2,2,7,4,7,7,5,7
2652,7,2,3,7,6,2,7,7,7,2,3,2,3,3,2,3,2,2
2653,7,5,4,4,7,5,7,7,7,4,5,4,3,7,2,1,6,6
2654,2,3,6,7,3,7,7,6,7,2,4,4,3,3,3,2,4,2
2655,3,4,4,3,7,3,7,7,2,4,7,5,2,7,3,3,7,3
2656,7,3,6,6,7,3,7,7,6,5,5,5,2,4,2,4,2,5
2657,2,3,3,3,6,2,7,7,4,3,6,4,1,7,1,3,7,2
2658,7,4,6,7,3,6,7,3,5,3,3,3,6,3,4,7,3,7
2659,7,5,7,7,1,6,7,5,7,3,3,2,6,2,4,7,3,7
2660,6,2,1,7,7,3,7,7,7,3,4,4,2,5,3,4,7,3
2661,3,2,6,3,6,3,7,7,7,3,5,3,3,4,4,3,7,7
2662,6,4,3,3,7,7,7,7,6,4,5,5,2,5,2,3,7,2
2663,7,3,4,7,7,6,7,7,7,3,5,5,1,6,3,6,6,4
2664,7,3,6,7,7,4,7,7,7,2,7,3,5,6,2,4,7,3
2665,2,3,3,2,6,2,7,6,6,5,4,5,2,3,1,3,6,3
2666,6,4,3,7,4,5,7,6,6,4,3,3,4,1,4,7,2,6
2667,7,2,7,7,7,7,7,7,7,2,5,3,7,7,2,7,6,6
2668,7,2,7,7,5,7,7,7,7,3,2,2,7,4,7,7,5,7
2669,7,3,2,7,6,2,7,7,7,1,7,3,4,7,7,6,7,6
2670,7,3,6,7,7,7,7,2,3,3,3,4,6,1,5,7,2,4
2671,3,3,4,3,6,2,7,3,4,3,4,4,3,4,1,4,4,3
2672,7,3,5,7,2,6,7,1,7,4,3,4,7,1,1,7,2,5
2673,6,5,6,7,3,3,7,6,7,4,3,3,6,3,2,7,5,7
2674,7,5,7,7,7,7,7,7,7,3,3,3,7,5,7,7,6,7
2675,6,3,3,6,7,3,7,6,6,4,5,5,3,5,2,3,7,6
2676,7,4,6,7,3,7,7,7,7,3,2,2,7,4,5,7,1,7
2677,2,4,3,4,7,2,7,7,7,5,6,5,3,7,1,4,7,3
2678,6,3,3,6,6,6,7,6,7,3,3,3,4,2,3,3,4,4
2679,3,3,2,2,7,2,7,7,3,3,5,5,1,6,1,3,5,6
2680,7,7,7,7,6,6,7,7,7,5,2,3,7,2,6,7,7,7
2681,7,6,1,7,2,7,7,7,7,4,2,1,5,3,1,7,7,7
2682,6,4,6,3,7,3,7,7,6,4,7,4,3,7,2,3,7,4
2683,4,4,3,6,3,5,7,3,4,3,3,3,4,1,3,6,3,2
2684,7,3,6,7,3,7,7,1,6,4,3,3,3,1,3,6,1,2
2685,3,3,2,7,7,3,7,6,5,3,3,3,4,4,2,3,2,2
2686,7,2,4,3,4,7,7,7,7,3,4,4,3,7,2,4,5,4
2687,7,6,7,7,1,7,7,6,3,5,3,3,7,2,4,7,3,5
2688,7,2,7,7,4,7,7,7,7,1,1,2,7,4,6,7,3,7
2689,7,1,4,7,2,6,7,7,6,4,1,2,7,5,3,7,6,7
2690,2,2,1,3,6,3,7,7,7,2,5,4,1,6,2,3,7,6
2691,7,6,6,7,7,6,7,7,7,4,7,5,7,7,2,3,7,3
2692,3,5,1,7,7,3,7,7,7,4,5,5,3,6,2,3,7,1
2693,7,6,6,6,7,7,7,5,7,4,3,2,7,3,1,7,4,6
2694,6,1,7,6,5,5,7,7,6,3,3,3,2,3,3,4,4,2
2695,6,2,2,7,6,3,7,6,7,2,4,3,3,3,1,3,1,7
2696,3,2,2,7,7,4,7,7,7,3,7,5,7,7,2,3,7,3
2697,2,3,6,7,7,3,7,7,4,3,5,4,2,7,3,3,6,4
2698,4,2,1,7,7,4,7,7,7,3,6,4,4,6,2,3,6,4
2699,7,3,6,7,7,7,7,6,6,3,2,2,7,2,6,7,3,3
2700,7,1,3,7,6,7,6,7,3,2,3,3,3,1,2,7,3,5
2701,6,7,7,7,6,3,7,7,7,3,2,1,6,3,4,6,3,5
2702,5,4,7,7,7,3,7,5,3,3,4,4,1,4,3,5,4,4
2703,7,4,7,7,6,7,7,7,7,3,2,1,7,3,5,7,2,7
2704,7,3,3,7,3,1,7,4,7,4,2,2,5,3,5,7,3,7
2705,1,1,7,7,6,4,7,7,7,3,5,3,7,7,4,3,6,3
2706,5,1,2,6,7,3,7,7,7,3,4,4,1,7,3,3,7,4
2707,4,2,3,3,7,3,7,7,7,3,7,5,3,7,2,3,7,3
2708,2,2,5,6,3,1,7,6,6,3,4,4,4,3,3,2,5,4
2710,2,2,7,6,7,6,7,7,7,2,6,3,4,3,3,5,7,2
2711,7,3,7,7,7,6,7,7,7,2,3,3,7,3,7,7,3,6
2712,6,4,7,2,6,3,7,3,2,2,4,2,3,7,4,3,3,2
2713,7,6,7,7,1,6,4,5,6,1,3,2,7,3,7,7,3,4
2714,7,4,7,7,3,7,3,6,3,4,3,3,7,3,5,7,2,3
2715,6,1,3,6,7,6,7,7,7,2,3,2,2,3,3,4,4,1
2716,2,4,4,3,7,4,7,7,3,2,4,3,4,3,3,1,3,1
2717,3,3,2,2,7,3,6,6,3,5,5,5,3,6,2,2,3,7
2718,4,5,6,6,7,6,7,6,6,2,5,3,6,3,3,3,6,3
2719,7,3,7,7,7,7,7,3,7,1,3,3,7,1,6,7,2,6
2720,7,3,2,3,7,3,7,7,7,4,4,4,4,6,2,3,6,3
2721,7,5,7,7,3,7,7,7,7,7,3,3,7,3,6,7,4,6
2722,6,3,4,7,7,4,7,7,7,2,3,3,2,6,3,6,5,4
2723,6,2,4,7,2,6,7,3,6,1,3,3,3,1,3,7,3,3
2724,7,3,6,7,5,7,7,3,7,3,3,4,4,2,3,7,5,7
2725,4,4,3,3,7,3,7,7,7,5,5,5,2,7,2,4,7,3
2726,2,3,1,3,7,2,7,7,7,5,5,5,1,6,2,7,7,7
2727,7,3,7,7,2,7,7,6,7,3,3,2,7,2,3,7,3,6
2728,7,2,7,7,4,7,7,7,7,4,2,2,7,4,7,7,4,7
2729,6,2,1,7,7,5,7,7,3,3,4,3,5,3,2,1,7,6
2730,7,3,4,7,1,6,7,5,7,4,3,3,7,3,3,7,4,7
2731,6,3,3,7,7,3,7,7,7,3,5,3,4,3,3,4,7,2
2732,7,5,6,7,5,7,7,3,7,4,3,3,4,1,4,7,4,7
2733,7,7,7,7,3,3,7,7,7,2,2,2,7,3,4,7,7,6
2734,7,6,6,7,6,7,7,3,2,3,3,3,7,1,7,7,2,6
2735,4,4,7,6,7,1,7,7,4,3,5,5,3,6,2,6,7,7
2736,7,3,6,7,7,7,7,7,6,3,4,4,4,6,7,7,7,7
2737,7,2,4,7,6,3,7,3,7,1,3,3,3,3,2,2,2,1
2738,7,3,4,7,3,6,7,5,3,3,2,2,6,2,7,7,3,6
2739,7,4,7,7,3,6,6,3,6,3,3,3,5,4,5,6,5,5
2740,7,6,6,7,3,4,7,7,7,2,2,2,7,6,5,7,4,7
2741,2,2,2,7,7,1,7,7,7,4,4,4,4,6,3,1,6,6
2742,4,3,3,7,7,3,7,7,6,5,7,5,5,7,3,4,7,5
2743,7,5,6,7,3,7,7,7,7,2,1,1,7,3,3,7,3,6
2744,7,3,3,7,5,3,7,6,6,5,3,3,7,3,6,7,4,6
2745,7,3,6,7,5,7,7,3,7,3,3,2,7,1,3,7,2,7
2746,7,5,6,7,2,7,7,7,7,4,3,3,7,2,7,7,3,1
2747,7,3,3,7,5,6,7,4,7,3,2,2,7,1,3,7,3,7
2748,7,3,6,7,6,4,7,7,7,4,2,2,7,5,6,7,4,7
2749,7,2,6,7,7,3,7,7,7,1,4,3,3,5,4,6,4,4
2750,7,4,7,7,3,7,7,7,6,3,3,3,6,3,6,7,1,4
2751,3,1,3,7,7,4,7,7,3,1,4,3,2,4,3,3,6,3
2752,6,3,7,7,7,7,7,6,7,4,3,3,7,3,5,7,4,1
2753,7,5,4,6,7,4,7,7,7,2,3,4,3,6,2,7,7,7
2754,2,2,3,6,3,3,7,3,3,1,3,2,3,4,2,1,3,4
2755,7,3,6,7,3,7,7,3,6,3,3,3,1,2,3,7,2,3
2756,4,2,6,7,6,1,7,7,7,2,3,3,3,3,2,2,2,3
2757,6,1,5,6,7,3,7,7,7,7,5,3,2,7,3,7,7,6
2758,7,3,4,7,1,5,7,3,7,2,3,3,4,3,4,6,1,6
2759,7,3,3,6,5,4,7,7,7,3,4,3,3,3,3,6,4,3
2760,7,3,3,2,7,6,7,7,7,3,4,4,6,1,2,3,1,6
2761,3,3,3,3,7,3,7,4,5,2,4,4,2,3,2,5,3,6
2762,7,5,2,7,7,4,7,4,2,4,3,2,4,5,3,6,3,4
2763,2,1,6,6,7,2,7,7,7,3,5,4,2,4,3,5,6,3
2764,7,5,7,7,5,7,7,7,7,3,2,3,7,4,7,7,3,7
2765,7,1,6,7,3,7,7,7,7,5,3,3,6,2,6,7,4,6
2766,7,4,7,7,3,7,7,7,7,2,2,2,7,7,7,7,7,7
2767,3,2,3,7,6,2,7,6,3,2,3,3,2,3,3,3,3,2
2768,5,2,4,4,7,3,7,7,3,2,4,4,6,3,1,6,3,6
2769,7,1,2,7,2,7,7,7,7,2,2,2,2,3,3,5,3,6
2770,7,3,6,7,7,7,7,3,7,3,3,2,4,2,3,7,3,3
2771,4,6,2,7,7,6,7,2,7,4,6,3,3,4,3,3,7,7
2772,7,2,6,7,3,4,5,3,1,4,4,3,4,4,1,6,6,6
2774,4,2,4,3,7,3,7,7,7,2,4,3,3,6,3,3,5,2
2775,7,6,7,7,3,5,7,7,7,3,3,4,7,3,2,7,3,6
2776,6,3,2,7,7,3,7,7,5,5,7,5,2,6,2,4,6,3
2777,6,3,7,6,7,6,7,7,7,3,6,4,4,7,3,1,7,4
2778,6,3,3,2,7,5,7,7,6,3,6,4,4,7,3,7,7,4
2779,3,3,3,4,7,2,7,1,6,2,3,3,2,3,3,6,1,3
2780,7,3,3,7,7,6,7,7,7,4,3,4,4,7,3,6,7,4
2781,2,2,7,6,6,3,7,7,7,3,3,3,3,6,2,1,6,7
2782,5,1,4,4,5,3,7,7,7,2,3,3,3,5,2,3,3,6
2783,7,6,7,7,2,7,7,7,7,4,3,3,7,3,4,7,3,7
2784,7,4,7,7,3,6,7,4,3,3,3,3,5,2,4,7,4,6
2785,7,2,2,1,3,3,7,6,6,4,3,3,7,2,3,7,3,4
2786,3,3,3,1,7,3,7,7,3,4,5,4,2,7,1,3,7,5
2787,7,7,6,7,1,7,7,7,7,3,2,3,7,3,7,6,3,7
2788,7,4,4,7,7,6,7,3,3,3,3,3,7,3,6,7,2,6
2789,7,3,7,7,1,7,7,3,7,4,2,2,7,3,1,7,4,7
2790,7,3,7,7,5,6,7,3,3,4,3,3,7,1,4,7,2,7
2791,3,1,4,2,1,2,7,7,7,3,3,3,3,7,2,3,4,2
2792,7,3,6,7,6,7,7,7,7,2,2,2,3,7,5,6,3,6
2793,7,4,7,7,7,7,7,7,7,2,2,2,6,2,5,6,2,2
2794,7,2,3,7,7,1,7,7,7,2,4,4,4,3,3,3,5,7
2795,7,4,6,7,7,1,7,7,7,4,3,1,1,3,4,3,3,4
2796,1,5,6,4,7,3,7,7,7,3,5,4,3,6,2,1,7,3
2797,6,2,3,7,6,3,7,7,7,2,3,2,3,3,3,4,2,7
2798,6,6,7,7,3,7,7,4,6,4,3,3,2,2,3,7,4,7
2799,7,1,7,7,3,7,7,7,7,3,1,3,7,7,7,7,5,7
2800,3,2,2,4,7,1,7,7,5,3,5,5,3,5,2,3,7,2
2801,7,2,3,7,7,3,7,7,7,1,7,4,2,7,4,7,7,2
2802,7,3,3,7,2,5,7,7,7,2,3,3,7,1,3,7,3,4
2803,7,5,7,7,6,7,7,7,7,5,3,3,7,4,6,7,4,6
2804,6,2,2,3,7,4,7,7,5,3,7,4,3,7,3,3,7,2
2805,6,1,5,3,6,6,7,6,7,2,4,3,5,3,2,7,3,3
2806,6,1,7,7,7,3,7,7,4,1,4,3,5,3,3,7,4,7
2807,7,3,6,7,4,6,7,7,7,1,1,1,5,1,4,7,1,6
2808,4,2,3,4,4,2,7,7,4,2,4,4,3,5,3,3,6,4
2809,3,3,3,2,7,2,7,1,4,3,4,5,3,6,1,2,4,3
2810,3,2,2,7,7,3,7,7,7,2,4,3,3,6,3,3,4,2
2811,7,3,3,6,5,1,7,6,7,3,4,4,3,6,2,7,5,4
2812,2,3,3,7,1,4,7,7,7,4,4,5,3,7,2,4,7,1
2813,7,3,6,7,1,7,7,6,6,3,2,2,7,4,6,7,4,7
2814,7,3,3,7,3,3,7,7,7,2,2,3,7,2,5,7,2,7
2815,7,4,7,7,3,7,7,3,7,4,3,3,6,1,5,7,4,5
2816,6,7,1,7,6,2,7,2,7,3,3,1,7,3,3,6,4,1
2817,6,4,4,7,3,6,7,7,7,3,2,3,3,3,3,7,4,2
2818,4,2,2,2,7,1,6,7,5,2,6,3,3,7,1,2,7,3
2819,2,2,1,5,4,2,7,5,3,3,3,3,2,3,2,5,4,3
2820,4,3,7,2,7,3,7,7,4,3,5,4,3,7,3,3,7,3
2821,2,7,2,1,7,3,7,7,3,7,4,5,2,6,2,6,6,7
2822,6,5,2,6,7,3,7,7,7,3,2,2,5,4,3,4,3,4
2823,7,3,4,6,5,6,7,7,7,2,3,3,2,2,3,4,4,5
2824,3,2,3,7,7,6,7,7,4,3,3,2,4,4,2,2,3,3
2825,7,4,6,7,7,7,7,6,6,3,3,2,6,3,4,4,3,3
2826,3,5,6,6,2,4,7,4,3,2,3,3,3,4,2,2,3,3
2827,7,6,6,7,6,7,7,7,7,2,1,1,6,3,6,7,2,6
2828,7,2,2,6,7,3,7,7,7,2,7,4,3,7,3,1,7,2
2829,3,4,3,3,6,2,7,7,7,3,4,4,2,7,3,2,4,6
2830,1,1,3,7,7,4,7,7,7,2,7,4,5,7,3,4,7,6
2831,7,4,4,7,1,1,7,7,7,2,3,3,6,2,6,7,3,3
2832,6,2,6,7,7,3,7,7,6,3,5,5,3,5,1,2,5,3
2833,7,2,6,7,7,4,7,7,7,1,5,3,6,7,4,1,4,4
2834,6,3,1,6,7,2,7,5,7,3,4,4,2,5,2,5,4,6
2835,7,3,5,7,6,6,7,7,7,1,2,1,6,2,3,6,3,5
2836,7,3,2,4,2,3,7,6,4,4,4,4,2,5,1,3,2,7
2837,7,3,3,7,3,7,7,6,7,5,3,2,3,1,5,7,3,2
2838,6,3,3,2,7,5,7,7,7,3,4,4,4,4,2,1,6,4
2839,7,6,6,7,7,7,7,3,2,4,3,2,7,5,7,7,5,7
2840,7,5,7,7,5,6,7,3,6,2,3,3,7,3,6,7,2,1
2841,7,5,7,7,4,7,7,7,7,4,1,2,7,6,7,7,4,7
2842,7,6,7,7,7,6,7,7,7,3,2,2,7,3,7,7,3,7
2843,5,3,5,7,6,3,7,7,3,2,3,4,4,5,3,4,4,2
2844,7,4,7,7,2,6,7,3,7,3,3,2,5,3,3,7,3,4
2845,7,3,3,7,7,6,7,7,7,3,4,5,3,6,2,5,7,3
2846,3,5,3,7,7,3,6,1,1,3,3,4,3,7,4,4,7,5
2847,7,2,7,7,6,1,7,5,7,1,3,1,5,4,4,7,3,5
2848,7,2,4,7,6,5,7,4,6,4,6,3,4,5,3,7,6,3
2849,2,3,7,5,6,1,7,4,7,4,4,5,2,3,3,3,4,4
2850,7,3,7,7,3,6,7,3,3,4,3,3,7,2,6,7,4,7
2851,6,3,7,7,4,7,7,7,7,3,3,3,3,4,4,2,3,7
2852,6,4,3,4,7,3,7,7,4,4,7,5,2,7,3,4,7,3
2853,7,4,4,7,3,7,7,6,7,2,3,3,7,1,6,7,3,4
2854,7,4,4,7,3,6,7,7,5,3,3,3,7,3,6,7,1,7
2855,6,2,3,6,7,3,7,7,7,4,4,4,4,7,3,3,5,3
2856,3,4,2,5,7,4,7,7,2,5,4,4,2,6,3,4,6,2
2857,7,1,7,7,7,7,7,7,7,2,7,4,4,7,3,6,7,6
2858,7,3,7,7,6,7,7,3,7,4,3,3,7,2,2,7,1,7
2859,7,2,6,7,2,7,7,7,7,2,2,2,7,3,4,7,1,7
2860,7,4,7,6,6,3,7,7,7,3,5,3,3,5,5,7,7,6
2861,7,2,6,7,7,7,7,7,4,3,6,4,3,7,2,6,7,3
2862,7,2,3,6,3,6,7,6,6,1,5,4,3,6,3,3,5,1
2863,5,3,2,7,4,2,7,7,7,5,4,5,1,5,1,6,7,7
2864,7,5,3,3,7,5,7,7,7,2,4,4,5,4,3,3,4,2
2865,7,7,7,7,7,7,7,4,7,3,3,2,7,1,3,7,3,7
2866,7,4,7,7,3,6,7,6,7,3,3,3,6,3,4,7,2,3
2867,6,4,4,7,7,3,7,6,3,3,3,3,4,2,2,2,4,2
2868,5,3,2,3,7,3,7,7,6,5,4,5,4,2,2,3,5,2
2869,7,3,3,7,2,6,7,3,6,3,3,3,6,1,1,7,3,7
2870,6,5,3,6,7,4,7,7,7,4,4,4,3,4,3,3,7,3
2871,3,2,1,7,7,5,7,7,7,3,4,3,3,3,3,7,5,2
2872,7,4,7,7,7,1,7,3,3,3,3,3,7,3,6,6,3,6
2873,7,3,7,7,3,7,7,4,7,3,3,3,7,2,7,7,4,6
2874,1,5,6,7,5,1,7,7,7,2,3,3,3,3,5,6,1,7
2875,2,4,3,6,7,3,7,7,6,2,5,3,4,5,2,3,6,3
2876,4,1,2,4,7,2,7,7,7,1,7,3,3,7,1,6,6,1
2877,7,3,7,7,5,6,7,6,7,3,2,2,6,1,3,7,5,7
2878,2,3,3,3,2,5,7,7,7,3,4,5,2,7,1,7,4,2
2879,7,2,3,3,6,3,7,7,6,1,4,3,3,5,3,6,5,1
2880,7,4,5,7,3,5,7,3,5,2,3,2,6,3,4,7,6,3
2881,7,5,7,7,4,7,7,4,6,2,2,2,7,3,7,7,3,7
2882,7,3,6,7,3,7,7,2,5,3,3,2,7,2,3,7,3,4
2883,7,7,7,7,4,3,7,7,7,2,2,2,6,7,4,7,3,7
2884,7,3,5,7,2,7,7,3,7,4,3,3,7,3,3,7,4,6
2885,7,5,5,7,3,7,7,7,7,4,3,3,7,3,3,7,5,7
2886,7,1,7,7,1,3,7,6,7,3,1,1,7,3,4,7,3,7
2887,6,3,3,7,7,4,7,7,6,3,6,5,3,7,3,6,6,7
2888,4,4,3,7,7,6,7,7,7,4,5,5,4,4,3,5,6,5
2889,7,3,7,7,6,2,7,3,6,3,3,3,3,3,4,7,3,7
2890,6,2,2,7,4,7,7,7,7,3,4,4,1,5,4,4,4,5
2891,1,4,3,6,7,5,7,6,7,1,3,3,3,3,3,6,3,7
2892,4,3,1,7,7,3,7,7,2,4,5,4,3,7,2,2,6,3
2893,3,3,4,7,7,3,7,6,6,3,4,3,5,3,2,3,5,3
2894,7,5,7,7,6,7,7,3,7,3,1,2,5,2,6,7,7,7
2895,7,2,7,7,3,7,7,7,7,3,2,2,7,3,7,6,3,7
2896,3,5,4,7,7,6,7,7,6,3,7,5,3,6,3,3,7,3
2897,7,2,6,6,7,4,7,7,7,2,3,3,5,4,2,6,3,3
2898,7,2,2,7,2,3,7,7,5,3,2,1,4,3,4,3,4,4
2899,2,1,4,7,1,2,7,7,7,3,3,2,2,3,3,3,6,2
2901,6,3,7,7,7,6,7,7,7,3,4,4,4,6,3,7,4,7
2902,7,4,1,7,7,7,7,4,7,4,3,3,7,1,4,7,2,7
2903,7,3,2,7,6,2,7,5,7,3,4,2,5,3,4,2,5,1
2904,7,2,3,7,1,3,7,6,6,2,3,3,3,2,3,6,2,7
2905,7,3,6,7,7,7,7,7,7,2,1,2,7,2,6,7,5,7
2906,7,2,3,3,7,2,7,7,2,1,5,3,3,6,2,3,7,3
2907,7,7,7,7,7,7,7,7,2,6,3,4,7,7,7,7,3,7
2908,7,3,7,7,5,4,4,3,3,3,4,4,5,5,3,2,3,2
2909,7,3,7,7,4,6,7,6,7,3,3,3,7,3,6,7,3,6
2910,5,2,4,7,7,3,7,6,7,1,3,2,3,7,3,3,4,3
2911,7,3,5,7,6,7,7,4,6,2,3,3,7,2,4,7,3,7
