CUSTNO,변동폭_Monetary_가구인테리어/잡화_고가_등급,변동폭_Monetary_가구인테리어/잡화_저가_등급,변동폭_Monetary_가구인테리어/잡화_중가_등급,변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,변동폭_Monetary_교육문화/아동_고가_등급,변동폭_Monetary_교육문화/아동_저가_등급,변동폭_Monetary_교육문화/아동_중가_등급,변동폭_Monetary_식품/생활_고가_등급,변동폭_Monetary_식품/생활_저가_등급,변동폭_Monetary_식품/생활_중가_등급,변동폭_Monetary_의류/이미용_고가_등급,변동폭_Monetary_의류/이미용_저가_등급,변동폭_Monetary_의류/이미용_중가_등급,변동폭_Monetary_침구/주방_고가_등급,변동폭_Monetary_침구/주방_저가_등급,변동폭_Monetary_침구/주방_중가_등급,절대변동폭_Monetary_가구인테리어/잡화_고가_등급,절대변동폭_Monetary_가구인테리어/잡화_저가_등급,절대변동폭_Monetary_가구인테리어/잡화_중가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_고가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_저가_등급,절대변동폭_Monetary_가전/레저취미/멀티샵_중가_등급,절대변동폭_Monetary_교육문화/아동_고가_등급,절대변동폭_Monetary_교육문화/아동_저가_등급,절대변동폭_Monetary_교육문화/아동_중가_등급,절대변동폭_Monetary_식품/생활_고가_등급,절대변동폭_Monetary_식품/생활_저가_등급,절대변동폭_Monetary_식품/생활_중가_등급,절대변동폭_Monetary_의류/이미용_고가_등급,절대변동폭_Monetary_의류/이미용_저가_등급,절대변동폭_Monetary_의류/이미용_중가_등급,절대변동폭_Monetary_침구/주방_고가_등급,절대변동폭_Monetary_침구/주방_저가_등급,절대변동폭_Monetary_침구/주방_중가_등급
1412,0,1,-1,0,-4,0,0,4,0,-2,1,1,0,0,-1,0,-2,0,0,2,8,0,2,4,0,0,0,0,4,0,0,0,2,0,0,0
1413,2,2,-3,0,0,3,0,0,0,-1,-1,-2,1,0,-1,-1,-3,-2,2,0,4,0,0,6,0,0,0,2,2,0,0,2,0,2,2,0
1414,0,1,-2,1,0,0,0,0,0,0,0,1,0,3,1,2,0,3,0,0,4,0,10,2,0,0,0,0,0,4,0,2,0,2,8,0
1415,-2,6,-1,0,0,-6,0,0,0,-1,0,0,0,0,1,-4,1,-1,4,2,6,6,0,4,0,0,0,2,0,0,0,2,0,4,0,6
1416,0,-1,0,0,-1,0,0,0,0,-1,0,-2,0,-1,0,0,2,0,0,0,0,0,4,0,0,6,0,0,0,2,0,0,0,0,0,0
1417,0,2,-2,1,-1,2,0,1,2,-5,1,0,-1,1,2,0,2,0,2,6,4,4,6,10,2,2,2,0,0,2,2,0,0,0,2,10
1418,0,0,-2,0,0,2,0,-2,-1,1,1,3,-1,0,0,0,0,0,0,0,0,2,0,6,2,4,4,0,2,2,0,2,0,0,4,0
1419,2,0,-2,-1,0,0,0,0,0,-1,0,-2,-1,-1,0,2,0,1,0,0,4,2,0,0,0,0,6,4,0,2,0,0,0,0,0,2
1420,3,1,0,-5,1,3,0,-1,0,-2,0,0,1,-3,1,2,3,2,2,2,2,6,4,0,0,0,0,2,0,0,0,6,0,2,0,2
1421,2,-3,1,0,0,0,0,1,0,0,0,0,2,2,-1,-1,-1,1,0,6,2,4,0,2,0,2,0,0,2,2,4,2,2,0,2,6
1422,0,5,-2,0,-1,-3,-3,0,-1,1,-1,-2,-1,-1,0,4,3,-2,4,2,0,0,6,2,0,0,2,2,2,4,2,6,2,2,0,2
1423,0,1,0,0,3,0,0,-2,2,2,0,3,0,2,1,-2,0,1,2,4,2,0,0,0,0,0,0,6,2,0,2,2,6,2,4,2
1424,1,1,2,-2,0,-4,0,0,0,1,0,1,3,-3,0,3,-2,0,2,6,4,0,0,2,0,0,0,0,0,0,0,2,2,4,14,4
1425,0,0,0,0,0,3,0,0,2,-2,0,0,2,0,1,2,0,5,2,6,4,8,0,4,0,4,0,2,2,2,10,0,2,4,2,0
1426,-1,-1,-3,1,0,-2,0,0,1,-2,0,0,-1,0,-1,-5,0,-2,0,0,2,4,0,2,0,0,0,2,0,2,4,0,2,2,0,2
1427,0,1,0,0,1,0,-2,0,0,0,0,0,0,-3,1,0,-1,-1,0,2,0,0,14,0,0,2,0,2,2,0,0,0,0,0,0,2
1428,0,-2,0,0,-4,-1,0,2,0,0,0,0,0,1,1,0,-2,-2,0,6,2,0,4,6,0,4,0,0,0,0,0,0,4,0,4,2
1429,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
1430,1,-5,2,4,0,2,0,0,0,0,0,-1,1,-1,-1,-2,1,-1,0,0,4,2,0,2,0,8,8,0,2,2,2,0,0,0,0,0
1431,0,-1,0,0,-1,-1,0,1,-1,1,0,2,1,0,1,0,0,-2,6,4,4,0,0,2,0,0,0,2,2,0,0,0,0,4,0,2
1432,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,0,0,0,0,0,0,0,0,2,2,0,2,0
1433,0,2,0,2,0,1,0,0,0,5,0,0,2,0,0,0,0,0,4,2,0,2,2,10,0,0,0,0,0,4,2,0,4,4,0,6
1434,-3,1,-3,0,0,0,0,0,0,0,-1,-1,0,-2,0,-2,0,2,2,0,6,8,0,2,0,0,2,0,0,2,6,2,0,0,4,0
1435,0,-1,0,0,0,-1,0,2,0,0,0,1,1,-2,-1,0,5,0,0,0,4,0,6,2,0,2,0,2,0,0,0,0,0,0,2,0
1436,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,1,0,-1,-2,1,0,2,4,0,0,2,4,0,0,0,0,2,2,4,2,2,0,2,0
1437,0,-2,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,2,1,0,0,2,0,0,2,0,0,4,2,2,0,0,0,2,2,2,6
1438,-2,1,2,-1,1,2,0,0,1,0,-1,0,1,-1,1,-2,-2,-4,4,2,2,4,0,0,0,0,4,0,2,4,0,2,0,2,2,2
1439,-1,2,-1,0,-3,-1,0,0,0,-3,1,0,0,1,0,0,0,2,4,0,0,0,10,2,0,0,0,0,2,2,0,2,4,4,4,6
1440,-1,0,2,-6,0,0,0,2,0,1,-3,-1,0,0,0,-2,-1,0,8,4,4,2,0,6,0,4,4,0,2,0,0,4,4,8,0,4
1441,-1,0,1,2,2,-7,0,0,2,4,0,0,0,1,1,-2,1,-5,4,6,6,2,4,4,0,0,0,2,0,2,0,2,2,6,4,8
1442,-3,0,-3,1,0,0,0,0,-2,1,-1,0,0,-1,2,1,0,2,8,4,4,0,0,0,6,4,4,2,0,2,2,0,2,2,0,0
1443,0,5,-1,0,0,5,0,0,0,-6,1,0,1,0,3,4,0,0,6,4,2,2,0,8,0,0,0,2,0,0,0,0,4,6,0,4
1444,0,2,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0
1445,3,-1,-1,0,-3,-2,0,0,0,4,-2,-4,-2,0,-5,1,-1,-1,4,4,2,0,4,2,0,0,0,0,2,0,2,4,0,2,4,0
1446,1,-1,2,0,0,3,0,0,0,0,0,0,-1,0,0,-3,0,2,4,0,10,0,0,2,0,0,0,0,0,2,2,0,6,2,0,2
1447,4,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,2,4,6,2,2,0,0,0,2,0,2,2,2,0,0,4,2
1448,0,3,1,0,2,2,0,1,-1,0,0,0,1,3,0,0,1,0,0,2,4,0,6,0,0,4,4,0,4,2,0,4,0,0,0,0
1449,2,1,-3,1,-1,1,0,0,2,1,0,2,2,0,-1,-4,0,0,12,2,8,8,0,4,0,0,0,4,0,2,8,0,0,4,0,4
1450,0,1,-6,6,0,4,0,0,3,1,0,0,2,0,3,4,0,6,6,2,2,2,0,6,0,0,8,12,0,0,4,0,8,8,0,10
1451,-2,-2,-4,0,-2,2,0,0,0,-1,0,0,-1,0,0,-1,0,0,6,2,6,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0
1452,-1,3,2,0,0,-2,0,2,-1,2,0,-1,-1,-2,-2,-1,-3,1,0,4,6,2,2,2,0,2,2,2,4,2,2,0,2,4,0,4
1453,0,-3,0,0,1,1,0,0,-1,0,1,-3,0,0,-1,-2,0,-3,0,0,4,0,4,0,0,0,2,2,0,4,0,4,0,0,0,0
1454,0,-1,-2,-1,1,-1,0,0,0,0,-1,1,0,0,0,-2,0,0,0,2,0,2,2,2,0,0,0,4,2,0,0,2,2,0,6,4
1455,-2,2,-2,-2,0,0,0,0,0,-1,0,0,2,0,0,-1,0,-2,2,2,4,0,0,2,0,0,2,2,0,0,0,0,2,2,0,2
1456,0,0,0,0,1,6,0,-2,0,3,0,1,1,-2,1,1,3,3,0,2,4,0,2,0,0,0,0,0,0,2,0,6,4,2,2,12
1457,-4,1,-1,0,0,2,0,0,-2,-2,-1,-1,-1,-1,0,-3,0,-3,0,0,8,0,0,0,0,0,0,0,2,0,4,0,2,12,0,6
1458,-2,0,1,7,0,-1,0,0,0,-1,0,1,-1,0,0,0,0,6,0,4,2,8,0,2,0,0,4,0,2,2,2,0,2,6,0,2
1459,0,-1,4,0,0,-1,0,0,-1,0,1,0,1,0,-1,1,0,0,0,4,4,4,0,10,0,0,2,0,0,0,2,0,4,2,0,0
1460,0,0,-4,2,-2,-2,3,4,-1,0,-2,0,2,-1,-1,0,-7,-3,8,0,4,2,8,2,0,4,0,2,0,0,6,6,2,0,4,0
1461,-2,-1,-2,0,1,-1,0,-1,0,-1,-2,-3,0,-1,1,1,2,6,2,2,0,2,0,4,0,2,4,4,2,2,0,2,2,10,2,8
1462,0,1,0,0,2,-1,0,0,0,-1,1,0,0,0,-1,-6,1,0,4,0,2,0,0,0,0,0,0,4,2,4,0,0,0,2,0,6
1463,0,0,1,0,3,-1,0,0,0,1,0,0,0,1,2,0,-2,0,0,0,6,0,2,2,0,0,0,0,2,4,0,2,2,0,0,0
1464,0,1,-3,0,0,0,0,-1,1,3,0,0,0,-1,0,0,-2,2,0,4,0,2,0,2,0,0,2,0,0,0,0,2,4,0,0,0
1465,-3,0,0,0,-1,1,0,0,0,-3,1,0,-3,-1,-3,-4,-3,-1,0,0,2,6,0,12,0,0,0,6,0,0,2,0,2,0,0,6
1466,0,-2,-1,0,0,0,0,0,-1,1,0,0,-1,-2,0,0,-4,-2,0,2,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,2
1467,3,-2,-1,0,0,-2,0,0,-1,1,0,1,-2,0,-1,1,0,0,4,2,0,0,0,0,0,0,2,8,0,2,0,0,2,6,0,2
1468,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,2,4,6,0,0,0,0,2,0
1469,0,1,0,0,-2,-3,0,0,0,-1,-1,0,1,0,0,0,-1,0,0,2,0,0,2,0,0,0,0,6,2,2,0,0,0,0,2,0
1470,0,0,-2,-1,0,-2,0,0,-2,0,0,0,3,-1,0,2,0,4,2,6,0,2,4,0,0,0,0,2,2,0,2,2,0,2,2,0
1471,-3,0,-6,0,0,-3,0,0,0,-2,0,0,-2,-1,-2,0,0,3,0,2,6,0,0,4,0,0,0,4,2,2,4,0,6,2,2,2
1472,0,-1,-1,0,2,-1,0,1,2,0,3,2,7,0,4,-6,0,-7,4,2,6,0,2,4,0,0,0,2,2,2,8,0,0,0,2,0
1473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,2,0,4,0,0,4,0,0,0
1474,0,-2,0,0,-2,0,0,0,1,0,0,0,0,-1,2,0,-2,1,0,0,0,0,6,0,0,0,0,0,2,2,0,4,2,0,2,0
1475,0,-4,0,0,0,-2,0,0,1,-1,-2,-2,0,-1,0,0,-4,0,0,6,0,0,2,0,0,0,2,0,2,0,0,2,2,0,0,2
1476,0,-2,-1,0,0,-2,0,0,0,1,0,0,2,0,0,3,0,1,8,6,6,6,0,0,0,0,0,4,0,8,0,0,2,0,0,8
1477,0,2,1,0,-1,0,0,2,0,1,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,4,0,2,0,2,0,2,0,0,0,0
1478,0,0,0,0,0,0,0,0,0,-1,-1,-2,0,0,0,0,-1,0,0,4,2,4,0,0,0,2,0,0,0,2,0,2,4,4,2,0
1479,0,2,1,0,0,0,0,0,1,-3,0,1,0,-1,0,0,-1,5,2,2,4,0,0,4,0,0,4,2,2,2,2,0,2,0,0,6
1480,0,-2,1,0,-1,-3,0,0,-2,0,0,0,-2,-1,1,1,0,0,2,0,2,2,2,4,0,0,0,0,2,0,4,4,2,2,0,0
1481,0,-1,0,0,-2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,4,8,0,0,4,8
1482,0,-1,-2,2,0,1,0,0,0,0,-3,-1,0,0,1,1,0,2,0,2,0,4,0,10,0,0,0,2,0,2,0,2,0,0,2,2
1483,0,0,0,0,-1,-2,0,-3,0,0,1,1,-1,0,-2,0,1,0,0,0,0,0,2,0,0,0,0,2,6,2,0,0,4,0,6,0
1484,3,-3,0,0,0,0,0,0,0,-1,0,2,-1,-2,-1,0,-2,0,2,2,0,2,4,0,0,4,0,0,0,2,4,6,4,4,2,2
1485,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,0,2,0,0,0,6,2,0,4,0,2,0,0,4,0
1486,0,0,-3,2,0,2,0,0,-2,0,0,3,-1,-1,-1,0,0,0,0,0,0,2,0,2,0,0,2,0,2,2,6,4,0,0,0,0
1487,0,0,0,0,3,0,0,0,0,1,0,-1,0,-1,2,-5,-2,1,0,0,0,0,0,2,0,0,0,2,2,2,0,4,0,0,2,0
1488,0,0,2,0,0,0,0,0,1,0,-1,0,0,0,1,-1,0,-2,0,2,8,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0
1489,2,-2,-4,0,1,0,0,0,0,0,0,0,-2,1,-1,0,1,0,0,0,0,0,0,4,0,0,0,2,2,0,0,2,2,0,0,0
1490,0,-1,0,0,2,0,0,0,0,1,-1,4,1,-1,0,-1,0,0,2,2,2,0,0,0,0,0,0,10,2,0,2,0,0,2,2,0
1491,0,0,-1,1,0,-1,0,-1,0,1,-1,1,2,-1,1,0,-1,0,0,4,2,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0
1492,1,0,-3,2,0,-1,0,0,0,-1,1,0,0,0,2,0,1,0,0,0,2,10,0,6,0,0,2,2,0,0,0,0,0,4,0,8
1493,0,-3,-2,0,0,-3,0,-2,0,0,-1,-1,0,0,0,0,-3,-2,0,2,0,0,10,6,0,2,0,0,2,2,0,2,2,0,2,0
1494,2,0,0,0,0,-1,0,0,-2,2,0,0,2,0,1,0,0,0,4,2,2,0,0,2,0,0,0,0,0,2,2,0,0,6,0,0
1495,0,-3,-6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,2,0,10,0,0,0,0,2,0,0,0,2,0,0,12,0
1496,0,-4,0,0,-5,0,0,0,0,0,-1,-1,0,1,-3,0,0,-2,0,2,0,0,4,0,0,4,0,0,0,2,0,0,4,0,2,0
1497,1,1,0,0,-2,0,0,-1,-4,-4,-1,0,1,0,-1,2,0,-1,2,2,2,0,0,0,0,2,0,2,0,0,2,2,2,0,6,0
1498,1,-1,1,2,1,-2,0,0,0,0,0,0,3,-1,-2,-1,-2,0,0,4,2,2,2,4,0,0,4,2,2,0,2,2,0,6,0,2
1499,0,-1,0,0,0,3,0,0,2,-2,0,0,1,0,-1,3,-3,-3,0,4,4,0,0,4,0,0,0,6,0,0,0,0,2,2,4,4
1500,0,0,0,0,2,0,0,0,0,-1,0,0,0,-2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0
1501,-3,1,-1,-2,0,-6,0,0,-2,1,-1,0,0,-2,-1,-1,-1,-5,6,4,6,4,0,6,0,0,0,0,2,2,2,2,0,0,0,2
1502,-2,-1,-3,0,0,2,0,0,0,2,0,0,1,-4,2,-2,-2,-1,4,4,12,6,0,8,0,0,0,0,0,0,6,0,4,6,0,8
1503,0,-2,0,0,3,2,0,0,2,1,1,-1,0,-5,1,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,2,0,2,4,0
1504,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
1505,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,-2,-2,0,1,2,8,8,2,0,2,0,0,0,0,0,2,0,0,2,2,0,2
1506,0,0,0,0,-3,-1,0,0,0,0,-1,-1,-1,0,-3,0,0,0,0,2,0,0,0,6,0,0,0,0,2,2,0,2,0,0,2,0
1507,0,-5,0,0,2,2,0,2,0,0,0,0,1,-1,3,-2,2,0,0,0,2,0,4,4,0,2,0,2,2,2,2,4,2,0,2,0
1508,0,1,0,0,2,3,0,0,0,-1,1,2,-1,0,-2,0,1,-2,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
1509,-1,2,0,2,0,3,0,-2,-2,1,-1,-1,-2,-1,2,-1,0,-2,0,6,0,0,0,2,0,2,0,4,2,2,0,2,2,4,0,2
1510,1,-1,1,0,0,-2,0,0,0,3,0,0,3,-2,0,0,2,-6,0,0,0,0,0,4,0,0,0,4,2,4,6,4,4,8,4,0
1511,0,-1,4,0,-1,-1,0,1,0,0,0,-1,0,-2,0,0,1,1,6,4,2,2,0,4,0,6,0,4,0,0,0,0,4,0,4,2
1512,0,1,1,-1,0,4,0,0,0,0,0,3,2,0,1,-1,0,0,0,0,8,2,0,6,0,0,4,0,0,0,4,0,2,0,0,0
1513,-2,0,0,-1,1,-1,0,1,1,-1,2,0,0,2,0,-2,-1,-4,0,0,14,2,2,2,0,0,4,2,2,2,4,2,2,0,2,0
1514,0,-3,-3,0,-6,-2,0,0,-1,0,0,0,1,-1,-1,-1,-4,-2,2,4,2,0,0,4,0,4,0,2,2,2,2,4,0,4,0,2
1515,0,-1,-2,0,-2,0,0,0,0,-2,0,0,1,-1,-1,0,1,4,2,2,12,0,2,0,0,0,0,0,0,2,2,4,2,4,2,4
1516,-1,0,0,0,0,-2,-1,2,0,-1,0,-2,3,0,0,-1,0,-2,2,4,2,4,0,0,0,0,0,2,0,2,8,2,6,6,6,0
1517,-1,2,1,-1,0,2,0,0,0,-2,0,-1,0,-2,0,2,-2,-4,6,2,2,10,0,4,0,2,2,12,0,2,0,0,2,4,2,8
1518,0,1,-1,3,0,-2,0,0,0,-1,-1,0,-1,0,2,1,-1,-2,2,2,2,0,0,4,0,0,0,2,0,0,2,0,2,4,0,6
1519,0,4,1,4,0,-3,0,0,0,1,0,0,1,0,0,-2,0,1,2,4,0,0,0,6,0,0,4,4,0,2,0,0,0,0,0,8
1520,0,-1,0,0,-2,0,-1,2,0,0,-1,0,0,0,-1,0,0,0,0,4,0,0,6,2,0,0,0,0,0,2,0,6,2,0,2,0
1521,4,3,6,6,0,-2,0,0,0,4,1,-1,5,0,0,5,0,0,0,2,4,0,0,2,0,0,0,2,2,0,6,0,0,4,0,2
1522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,0
1523,-1,-2,-3,2,0,0,0,0,2,0,0,-2,3,0,-1,0,0,3,14,6,0,2,0,0,0,4,4,0,2,0,6,8,2,0,4,6
1524,-7,4,-3,0,1,-3,0,0,0,0,0,0,2,0,0,-3,-2,1,6,4,2,6,2,6,0,0,4,2,0,10,2,2,0,2,4,0
1525,0,1,0,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,0,1,-1,0,4,0,0,2,2,0,4,0,2,2,4,0,2,0,0,0,0
1526,-5,2,-3,0,0,-1,0,0,0,0,0,2,-1,0,-4,-3,1,-2,0,4,0,0,0,4,0,0,0,0,0,2,4,2,4,0,2,0
1527,0,-1,0,0,-1,0,0,2,0,2,-1,0,-1,0,-1,0,1,0,0,6,0,0,0,2,0,0,0,2,2,0,2,0,0,0,6,0
1528,0,0,-1,0,0,0,0,3,0,-1,-1,-1,0,1,1,0,-3,0,0,2,2,0,10,0,0,6,0,0,0,0,0,0,2,0,2,0
1529,0,0,0,0,0,2,-1,-2,0,-1,0,-1,0,-1,0,0,-1,0,0,2,0,0,8,0,2,2,2,2,0,2,0,0,0,0,0,0
1530,0,3,-1,-2,0,2,0,0,-4,1,0,0,1,-1,0,0,0,0,4,0,0,4,0,2,0,0,0,2,0,0,2,2,0,2,0,4
1531,0,1,0,0,-3,1,0,0,0,-2,1,-1,0,0,0,0,4,0,0,2,0,0,4,0,0,4,0,0,2,2,0,2,2,0,2,0
1532,0,1,1,1,2,2,0,-2,0,0,0,0,-1,-2,0,-1,0,-1,2,4,2,0,4,2,0,0,0,2,0,2,2,4,2,0,6,0
1533,0,-3,5,2,0,0,0,0,-3,0,0,1,0,0,-1,0,2,0,4,4,2,2,4,2,0,0,4,0,0,2,4,4,2,0,0,0
1534,0,-6,-3,0,0,0,0,0,0,-1,1,0,-2,0,1,2,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,0,2,8,0,6
1535,0,1,0,0,0,0,1,3,1,0,0,1,0,-1,0,0,0,-1,0,0,2,2,0,4,2,0,2,2,2,4,0,0,2,0,2,0
1536,0,2,1,-2,0,-2,0,0,-2,0,0,0,5,0,0,-1,0,0,0,2,4,0,0,4,0,0,0,2,2,0,4,2,0,4,0,2
1537,2,0,-2,1,0,0,0,0,0,2,0,1,0,1,0,-1,0,-2,6,0,8,0,0,2,0,0,4,4,2,2,6,2,0,0,6,6
1538,-2,-2,0,2,0,-3,0,0,0,0,-1,-2,-1,0,-4,-2,-4,0,4,8,8,6,0,6,0,0,0,0,0,6,0,2,2,2,10,8
1539,0,3,1,0,0,1,0,0,0,0,-2,0,0,0,0,2,4,1,0,2,10,0,0,2,0,2,0,0,2,0,2,6,4,4,2,4
1540,0,-1,3,0,3,-2,0,0,-1,-1,-1,-1,-2,-2,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0
1541,0,1,-2,0,0,-1,0,0,1,-2,0,-1,0,-2,0,0,-1,0,0,2,0,0,2,6,0,0,0,2,2,4,0,0,0,0,6,0
1542,-1,-2,3,2,0,0,0,-2,0,0,0,-1,1,-2,0,1,1,0,2,2,6,0,0,0,0,2,0,2,0,2,2,2,0,0,2,0
1543,0,4,2,0,-1,0,0,0,0,-1,0,0,0,3,-2,0,0,1,0,4,2,0,0,2,0,2,0,0,2,2,0,4,2,0,0,0
1544,0,-1,2,0,1,0,-3,0,0,1,0,-1,0,-3,-2,0,0,1,0,0,4,0,0,0,2,4,2,2,0,0,2,0,2,0,2,2
1545,0,5,-1,-3,0,-2,0,0,0,0,0,0,5,0,1,-1,0,0,0,8,0,4,0,2,0,0,2,4,2,2,4,2,4,6,0,0
1546,0,1,1,-1,0,2,0,0,0,-1,0,0,0,0,-1,0,0,2,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0,2
1547,0,0,0,0,-2,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,4,2,0,0,0,0,0,2,0,2,4,2,0,4,0,0,0
1548,0,-1,0,-2,0,-1,0,0,0,-2,-2,-3,-1,0,-1,-2,-2,0,4,2,2,4,0,4,0,0,0,2,2,0,4,0,6,4,0,4
1549,0,0,0,0,0,0,0,-2,0,0,1,1,-2,0,-2,0,-1,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2,0,4,0
1550,1,0,-4,4,0,-2,0,2,0,-1,0,2,-2,1,1,5,2,-1,0,2,6,4,6,0,0,0,2,0,2,2,2,0,4,6,0,4
1551,0,0,3,0,1,0,0,-2,1,1,-1,-1,0,-1,1,0,0,2,0,4,2,0,0,2,0,0,0,2,0,0,0,0,2,0,2,2
1552,0,1,0,0,2,2,0,0,0,-1,-2,0,2,0,3,0,-1,0,0,2,4,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0
1553,0,-2,0,0,2,-1,0,2,0,1,0,0,0,-4,0,0,-1,2,0,2,0,0,4,0,0,0,0,0,2,0,2,2,0,0,0,0
1554,-1,0,-2,0,-2,0,0,-2,0,-1,0,-1,1,1,-1,-4,-1,2,0,0,2,0,0,4,0,0,0,4,0,2,2,0,2,8,2,0
1555,0,0,-1,0,-2,-2,0,0,0,0,-1,-3,0,-1,0,0,-1,0,0,4,0,0,0,4,0,2,0,4,2,2,0,4,2,2,0,0
1556,0,3,1,0,1,1,0,2,1,-1,0,0,1,1,1,-1,2,0,0,10,0,0,0,0,0,0,0,4,2,0,2,2,2,0,2,2
1557,0,0,2,0,2,-1,0,0,0,-2,0,-2,1,1,0,0,-3,0,0,2,4,0,2,0,0,0,0,2,0,2,2,6,2,0,2,4
1558,0,-1,2,0,0,0,0,0,0,1,0,0,0,-1,0,-2,2,-4,2,2,2,0,0,4,0,0,2,2,0,0,2,0,0,0,2,2
1559,0,0,-1,0,0,-2,-1,-4,-2,0,2,3,0,-2,-1,0,-1,1,0,2,2,0,0,4,2,2,2,4,2,2,6,0,2,0,0,0
1560,0,-1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0
1561,3,-1,-1,0,-2,0,0,0,1,-2,-1,-4,1,2,1,1,0,0,4,4,0,0,0,6,0,0,0,4,2,2,4,0,2,2,0,0
1562,0,-5,1,0,1,0,2,-2,1,0,0,-1,0,-1,2,0,1,2,0,2,0,8,2,0,4,6,2,2,0,0,0,0,2,0,4,0
1563,0,0,0,1,0,0,0,0,-2,1,0,0,-2,0,-2,1,0,-3,2,0,2,4,4,2,0,0,2,2,2,2,0,0,0,4,2,6
1564,0,1,0,0,2,0,0,3,0,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,2,4,0,2,0,0,0,4,0,2,0,0,0,0
1565,0,-1,0,0,1,0,0,0,0,0,-1,-2,0,-1,1,0,2,0,0,2,0,0,2,0,0,4,0,2,2,4,0,4,0,0,2,0
1566,-2,0,5,0,0,-2,0,0,0,2,0,0,-1,3,0,1,1,3,0,2,2,0,0,6,0,0,2,0,2,2,0,4,0,0,0,0
1567,0,0,-1,0,-6,-2,0,0,0,-2,-1,0,-1,-2,-1,2,-3,0,0,4,2,0,10,2,0,0,0,2,0,0,4,0,2,2,2,4
1568,0,0,1,0,0,0,0,0,0,1,-1,-1,-2,0,0,0,-2,0,0,0,6,0,2,0,6,0,0,0,2,0,0,0,0,0,0,4
1569,-2,2,3,0,0,2,0,0,-1,1,0,0,-3,0,-1,-3,0,-3,0,6,2,0,0,6,0,0,0,6,2,0,0,0,0,6,0,0
1570,0,0,-2,0,0,-3,0,0,0,1,0,-1,1,0,1,-3,-1,0,0,4,0,0,0,2,0,4,0,0,2,2,0,4,2,0,0,2
1571,0,0,-1,0,0,0,0,1,0,1,-1,0,-1,-1,1,3,-1,-3,0,0,6,0,4,4,0,2,0,2,2,0,2,0,0,0,4,8
1572,0,0,0,0,0,0,0,1,0,-5,-1,0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,4,2,2,2,0,2,0,0,2,0
1573,0,-1,-2,0,0,3,0,-2,0,0,0,-1,0,-2,-1,0,0,0,0,6,2,0,2,0,4,2,0,2,2,0,0,0,2,2,2,6
1574,-1,-2,1,0,-1,0,0,0,0,-2,0,0,0,1,-1,0,0,-1,0,4,2,0,0,0,0,0,0,2,2,0,2,2,4,4,0,4
1575,1,0,0,1,0,0,0,0,0,-3,0,-1,0,0,0,0,0,5,6,2,0,2,0,2,0,0,0,2,0,0,4,0,0,0,0,4
