CUSTNO,가구인테리어/잡화_고가_증감여부,가구인테리어/잡화_저가_증감여부,가구인테리어/잡화_중가_증감여부,가전/레저취미/멀티샵_고가_증감여부,가전/레저취미/멀티샵_저가_증감여부,가전/레저취미/멀티샵_중가_증감여부,교육문화/아동_고가_증감여부,교육문화/아동_저가_증감여부,교육문화/아동_중가_증감여부,식품/생활_고가_증감여부,식품/생활_저가_증감여부,식품/생활_중가_증감여부,의류/이미용_고가_증감여부,의류/이미용_저가_증감여부,의류/이미용_중가_증감여부,침구/주방_고가_증감여부,침구/주방_저가_증감여부,침구/주방_중가_증감여부
4826,2,1,2,0,0,4,0,0,0,3,0,3,3,0,2,1,0,3
4827,1,2,1,1,0,4,1,0,1,3,4,4,3,4,3,4,0,4
4828,0,1,1,1,0,1,0,1,1,1,1,1,1,4,0,0,0,0
4829,0,3,0,0,0,0,0,0,0,2,2,2,2,1,3,0,0,0
4830,1,2,2,0,0,3,0,0,2,1,1,1,2,0,1,3,0,2
4831,0,4,2,0,2,4,0,1,2,2,2,3,4,1,1,4,1,2
4832,0,3,1,0,0,2,0,4,4,2,2,3,4,3,3,1,3,3
4833,1,3,3,0,0,2,0,0,0,1,0,2,4,4,1,1,0,1
4835,4,4,3,1,0,2,0,0,1,2,1,2,4,0,4,1,0,1
4836,0,3,0,0,3,0,0,4,0,3,2,2,0,4,1,0,1,0
4837,1,2,2,0,4,4,4,4,1,3,3,3,3,4,2,3,4,2
4838,3,3,3,1,4,3,0,4,1,2,2,3,4,1,2,1,3,4
4839,1,2,4,0,3,2,0,1,0,3,3,3,1,3,3,0,4,0
4840,0,1,0,0,0,0,0,1,0,3,2,3,0,3,1,0,2,0
4841,0,3,1,2,0,1,0,0,0,3,4,2,4,0,1,4,0,2
4842,0,1,0,0,1,0,0,0,0,1,3,3,0,1,0,0,4,1
4843,1,3,4,0,0,1,0,0,0,4,4,3,3,4,2,0,4,1
4844,0,1,0,0,0,0,0,2,0,3,3,4,0,1,4,0,0,0
4845,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0
4846,0,0,0,0,4,0,0,4,0,3,4,2,0,2,0,0,1,0
4847,3,3,2,0,0,3,0,0,4,2,1,4,3,2,3,1,1,2
4848,3,0,3,2,0,2,0,0,1,2,4,1,3,4,3,3,4,3
4849,4,4,2,4,0,0,0,4,3,1,4,4,0,3,1,4,0,4
4850,1,2,1,0,0,3,4,2,4,2,2,1,2,1,1,4,4,1
4851,1,1,0,2,0,2,0,0,0,4,1,1,2,0,4,0,0,0
4852,3,1,4,0,1,1,0,4,0,2,2,1,3,3,3,1,3,2
4853,0,4,2,0,3,2,0,0,0,1,4,4,2,4,3,2,2,1
4854,0,4,0,0,3,3,4,1,4,3,1,2,0,4,4,0,4,0
4855,2,1,4,1,0,0,0,4,4,4,4,3,1,2,4,4,0,2
4856,1,1,2,0,4,0,0,0,0,1,4,2,1,4,0,0,2,0
4857,0,2,4,0,4,0,0,3,4,4,3,3,4,2,0,0,4,0
4858,2,3,3,0,0,2,0,0,4,3,0,1,2,0,1,4,0,0
4859,0,3,0,0,1,0,0,3,0,3,2,4,0,1,1,0,1,0
4860,3,3,1,4,0,3,0,0,0,2,1,1,2,4,3,3,0,1
4861,0,2,4,4,0,2,0,0,0,1,4,2,2,0,1,4,4,0
4862,1,3,4,0,2,4,0,1,0,3,2,2,4,2,3,4,4,0
4863,1,2,1,0,0,1,0,0,0,2,4,3,4,0,1,4,0,1
4864,0,0,4,1,0,4,0,1,1,4,4,4,3,3,3,0,0,0
4865,0,1,2,0,4,4,0,0,0,1,4,2,1,0,2,1,2,1
4866,0,0,2,0,0,2,0,0,1,4,0,3,3,4,3,4,0,0
4867,1,4,4,0,0,1,0,0,0,1,4,1,2,4,1,0,0,4
4868,0,0,0,0,0,1,0,0,0,2,1,2,4,4,1,1,2,0
4869,0,2,0,0,1,0,0,0,0,1,2,2,0,0,0,0,2,0
4870,0,4,1,2,0,0,0,1,0,3,3,3,3,3,4,0,2,0
4871,0,0,0,0,2,0,1,0,4,3,2,1,4,1,0,0,1,0
4872,0,1,0,0,1,0,0,1,0,1,2,1,0,2,0,0,4,0
4873,0,1,4,4,0,1,0,0,0,1,1,4,2,0,4,0,0,3
4874,0,2,0,0,0,4,0,4,1,1,1,3,1,1,4,4,2,4
4875,1,2,1,0,0,3,0,0,4,2,4,1,3,4,2,1,4,2
4876,0,2,2,0,1,4,0,4,0,1,3,2,1,1,2,0,3,0
4877,4,4,4,0,0,0,0,0,0,2,4,4,3,0,4,4,4,0
4878,0,2,3,0,1,3,0,0,4,3,4,3,2,4,4,0,2,0
4879,0,3,1,0,4,3,0,0,0,3,2,2,0,1,1,0,2,4
4880,0,3,2,1,4,4,0,0,0,2,4,4,4,3,3,1,1,0
4881,0,1,4,4,0,3,0,0,0,2,2,2,1,3,4,1,2,4
4882,4,2,1,0,4,4,0,2,1,3,4,3,1,4,1,1,3,0
4883,0,1,0,0,0,3,0,0,0,3,1,4,2,1,4,0,0,4
4884,1,3,2,2,0,2,0,0,4,1,1,3,1,0,4,2,0,0
4885,0,0,0,0,1,0,0,0,0,2,4,4,4,3,0,0,0,0
4886,0,2,0,0,1,4,1,1,1,3,4,2,4,4,0,0,2,0
4887,1,2,4,4,0,3,0,0,4,4,4,1,3,0,3,3,0,0
4888,1,3,1,0,4,3,0,0,0,2,2,3,1,4,3,0,4,0
4889,1,1,3,1,0,3,0,4,1,3,4,2,3,4,1,4,3,3
4890,0,1,3,0,1,2,1,4,3,1,2,2,0,2,3,0,2,0
4891,0,1,1,0,1,0,0,0,1,1,1,1,0,1,3,1,0,1
4892,0,0,0,0,1,4,0,0,0,2,2,1,0,4,4,4,2,4
4893,0,2,0,0,1,4,0,1,0,1,3,2,0,2,0,0,1,0
4894,3,1,0,1,0,3,0,0,0,2,4,3,1,0,1,4,0,3
4895,1,3,0,0,0,2,1,0,1,2,1,3,1,0,2,4,0,1
4896,0,4,1,1,0,4,0,1,1,2,1,2,0,2,1,0,3,1
4897,0,4,0,0,3,4,1,4,4,1,1,1,4,2,4,0,2,0
4898,4,1,1,0,0,1,0,0,4,1,4,2,3,0,1,4,0,1
4899,0,1,0,0,4,0,2,3,3,1,4,2,0,1,0,0,2,3
4900,1,1,3,1,0,3,0,4,0,3,0,3,3,0,1,1,4,0
4901,0,2,0,0,3,1,0,0,0,4,2,1,0,1,0,0,2,0
4902,0,3,4,0,2,1,0,1,1,2,1,2,4,2,3,2,2,4
4903,1,1,3,0,0,3,0,1,0,3,3,2,0,1,1,4,1,4
4904,0,2,4,0,0,0,0,4,0,1,1,1,4,2,4,0,2,2
4905,3,1,4,2,0,1,4,0,2,2,4,3,4,4,3,1,0,1
4906,0,4,4,0,0,0,4,2,0,2,2,2,0,2,4,0,3,1
4907,1,4,1,1,0,2,0,0,0,1,4,1,2,0,2,4,0,1
4908,4,1,1,0,3,1,0,4,4,3,3,2,4,3,3,0,2,4
4909,4,1,1,4,0,3,0,0,0,2,2,1,3,1,3,3,4,2
4910,1,2,1,0,0,1,0,1,4,2,1,4,2,4,3,3,4,3
4911,0,0,0,0,3,4,0,0,0,1,2,1,0,4,1,0,3,0
4912,1,3,3,0,0,3,0,0,3,4,0,4,4,0,4,4,0,1
4913,3,4,2,0,0,3,0,4,2,2,1,2,4,1,3,0,0,4
4914,0,4,3,0,4,2,0,4,4,3,2,2,2,3,2,4,4,1
4915,0,3,4,4,0,1,0,0,0,3,1,3,2,0,1,4,0,0
4916,0,2,0,0,1,0,0,4,0,1,2,1,1,4,0,0,2,0
4917,0,1,0,0,2,1,4,0,0,3,1,2,0,2,4,4,1,0
4918,0,1,4,0,2,0,1,1,1,3,2,3,0,2,1,0,3,4
4919,0,1,0,0,2,0,0,2,1,1,1,1,0,1,0,0,2,0
4920,0,4,4,0,2,1,0,0,0,2,2,2,0,4,3,4,4,0
4921,0,4,0,0,3,0,0,0,0,2,2,1,1,4,1,0,1,0
4922,2,4,2,2,0,2,0,0,0,4,0,4,1,4,3,1,0,1
4923,0,0,0,0,4,0,0,1,0,3,4,4,0,2,0,0,4,1
4924,0,4,1,0,1,0,0,0,0,2,1,1,0,3,1,0,2,0
4925,3,3,1,1,4,1,2,1,1,4,4,4,3,1,2,2,4,1
4927,4,3,2,0,0,4,0,0,1,3,1,1,1,1,4,3,0,4
4928,0,1,0,0,0,0,0,0,0,2,1,1,0,1,4,0,1,0
4929,0,2,2,0,1,4,0,4,0,2,3,3,0,2,2,0,4,0
4930,1,2,1,0,0,0,0,4,1,2,4,4,2,4,3,1,4,2
4931,0,1,0,0,4,0,0,2,2,3,1,1,4,4,0,0,1,0
4932,0,2,1,0,1,0,0,0,0,2,3,4,0,4,0,0,1,1
4933,0,3,3,0,0,2,0,0,3,1,4,3,2,2,4,2,2,1
4934,0,3,4,0,1,0,0,4,0,2,2,3,1,2,1,0,1,0
4935,0,1,1,1,0,1,0,0,0,1,3,1,0,0,1,3,3,1
4936,0,3,0,4,0,1,0,1,1,1,3,2,0,1,3,4,1,0
4937,0,1,1,0,1,4,4,2,2,4,1,2,0,3,0,0,3,3
4938,4,4,2,4,2,2,0,3,4,2,3,3,0,1,4,1,2,3
4939,0,3,0,0,0,1,0,0,0,1,4,2,2,4,1,0,0,2
4940,0,1,4,0,4,1,0,3,0,1,4,1,1,1,4,1,0,0
4941,0,1,3,0,0,2,0,0,0,1,2,1,3,3,4,4,0,1
4942,0,0,0,0,2,0,0,1,0,2,2,3,0,3,0,0,4,0
4943,4,2,1,0,0,3,4,3,3,3,1,2,3,2,2,2,3,4
4944,4,2,2,1,3,4,0,1,0,3,4,4,4,4,4,2,4,1
4945,0,1,0,0,2,2,0,3,4,2,3,3,0,2,1,0,4,0
4946,1,3,1,1,0,3,0,1,1,1,1,3,3,0,2,0,2,0
4947,2,1,4,0,4,3,0,0,4,1,4,3,3,4,3,4,2,4
4948,0,4,4,4,1,1,0,4,0,3,1,2,4,3,3,0,4,4
4949,0,1,4,0,2,4,0,4,4,3,3,2,2,4,4,0,1,0
4950,0,1,1,0,1,2,0,0,0,2,3,3,1,1,4,3,4,4
4951,0,3,3,0,1,0,0,4,0,3,3,2,0,2,0,0,0,0
4952,0,4,1,0,4,1,4,4,4,3,3,3,0,3,4,0,2,1
4953,0,1,2,0,0,2,0,0,1,1,4,2,3,1,3,0,2,0
4954,1,4,1,1,0,1,0,0,0,1,1,1,3,1,4,1,0,0
4955,4,3,2,0,0,4,0,0,4,3,1,4,3,4,3,3,0,1
4956,1,3,1,0,4,0,0,0,1,3,3,2,0,1,1,0,4,0
4957,0,4,1,0,4,2,0,0,0,2,2,3,0,2,2,0,1,0
4958,4,1,2,3,0,3,0,0,2,1,0,2,4,0,3,0,0,4
4959,2,2,3,2,2,4,0,4,0,3,1,1,3,1,3,4,3,3
4960,0,4,0,0,3,4,0,2,1,2,4,3,0,4,0,0,2,0
4961,4,1,1,0,0,1,0,1,0,2,2,3,0,3,2,0,1,1
4962,0,2,1,0,4,0,0,3,3,3,2,3,0,3,0,4,3,0
4963,0,1,3,0,0,3,0,0,0,4,0,3,3,0,4,4,0,4
4964,0,3,0,0,1,0,0,4,0,3,3,3,0,4,0,0,4,4
4965,4,3,1,1,0,3,0,0,0,4,4,2,2,3,3,4,0,4
4966,4,3,4,0,0,2,0,0,0,1,1,3,2,4,3,0,0,0
4967,0,1,2,0,4,3,0,3,1,2,4,4,4,1,4,4,4,3
4968,0,0,0,0,0,1,0,0,0,4,4,3,0,0,1,0,2,0
4969,0,3,4,0,4,0,0,0,4,1,1,1,4,1,1,4,4,0
4970,1,2,2,4,0,1,0,0,0,1,2,1,3,1,2,2,1,1
4971,0,2,0,0,1,3,0,0,0,2,1,3,1,3,3,1,1,1
4972,0,3,0,0,4,0,0,4,3,1,1,2,0,3,4,0,2,1
4973,0,1,1,1,1,0,0,1,4,2,3,4,0,1,4,1,4,0
4974,1,3,3,4,4,2,0,0,1,1,4,3,1,2,4,1,4,2
4975,3,4,1,2,0,4,0,0,1,4,4,2,3,0,2,1,0,3
4976,0,2,0,0,1,0,2,4,1,3,2,2,0,3,0,0,3,0
4977,0,3,1,0,0,1,0,0,0,1,4,3,2,4,1,1,0,0
4978,0,4,0,0,1,4,0,0,0,2,2,1,0,3,4,0,4,4
4979,0,1,1,0,1,4,0,0,1,1,2,1,1,1,1,0,1,0
4980,0,2,1,4,3,2,0,0,0,1,1,1,2,2,1,2,3,2
4981,2,3,3,2,0,1,4,0,4,2,4,2,1,0,2,1,0,0
4982,0,4,1,0,0,1,0,0,4,2,2,3,1,3,4,0,2,0
4983,0,1,0,0,2,0,4,4,0,2,3,2,0,3,4,0,3,2
4984,3,3,3,2,0,4,0,0,1,1,4,2,4,0,3,2,3,0
4985,3,4,1,4,0,3,0,0,0,2,1,3,3,0,2,4,1,0
4986,0,0,0,0,4,1,0,1,4,1,1,1,1,1,0,0,1,0
4987,0,1,0,1,2,1,0,0,3,3,2,1,1,1,3,0,3,0
4988,2,1,1,4,1,4,0,1,3,2,1,3,4,2,2,2,0,3
4989,1,3,4,1,1,3,0,0,0,3,4,4,1,4,1,0,1,4
4990,4,1,0,0,0,1,0,0,0,3,3,3,1,0,2,4,2,0
4991,0,4,0,0,1,0,0,0,0,2,2,3,0,1,4,0,0,0
4992,0,3,1,0,0,0,0,0,0,2,2,2,0,0,3,0,0,0
4993,0,4,4,0,3,4,0,0,1,2,2,1,0,2,1,0,4,0
4994,4,1,1,0,4,2,0,4,1,3,3,2,1,4,1,2,4,1
4995,0,4,4,1,4,2,0,4,0,3,4,4,0,3,3,0,4,4
4996,0,2,0,0,3,1,0,0,0,2,1,2,0,3,0,0,3,0
4997,0,3,1,0,4,1,0,0,0,3,1,1,1,2,1,2,1,1
4998,4,4,1,0,0,3,0,4,4,3,4,4,4,3,2,4,4,1
4999,0,0,0,0,3,0,0,0,0,1,3,3,0,1,0,0,3,0
5000,0,3,4,0,4,0,0,4,0,1,3,4,0,4,0,0,4,4
5001,0,4,0,0,4,0,4,4,4,1,4,3,1,2,4,0,1,0
5002,0,4,0,0,1,0,0,4,4,2,4,3,0,4,1,0,1,0
5003,1,2,1,1,0,4,0,0,0,2,1,4,1,4,4,1,3,0
5004,0,3,0,0,4,0,0,0,4,3,1,3,1,4,2,4,3,3
5005,1,4,1,0,0,4,0,0,4,2,1,2,2,0,2,4,1,4
5006,4,3,3,0,0,4,0,0,0,2,4,1,1,1,1,0,0,4
5007,0,4,1,1,0,1,0,0,0,2,0,1,3,0,2,1,0,1
5008,0,3,1,3,0,4,0,0,0,4,1,1,4,2,3,0,1,0
5009,0,1,1,0,0,4,0,1,1,4,2,3,0,2,0,0,3,0
5010,0,1,0,1,0,1,3,4,0,1,2,2,1,2,1,0,4,0
5011,0,0,4,0,0,0,0,3,0,4,4,3,4,4,3,0,0,0
5012,1,2,4,2,0,4,0,0,3,2,3,3,2,1,3,4,2,0
5013,0,1,0,0,0,3,0,1,1,4,3,3,0,1,1,0,3,3
5014,0,3,3,0,0,3,0,0,1,2,0,3,4,4,3,2,0,1
5015,1,4,1,0,0,4,0,0,4,1,4,1,1,4,1,1,0,3
5016,1,3,3,0,0,4,0,0,1,0,1,4,1,4,3,0,0,0
5017,0,4,0,0,0,4,4,4,4,3,3,3,0,4,0,1,2,1
5018,0,4,0,0,3,4,0,0,0,2,2,3,0,4,1,4,4,0
5019,0,4,1,0,0,4,0,4,0,3,2,2,3,3,1,0,2,1
5020,0,4,3,0,1,0,0,3,4,3,3,3,0,3,1,0,4,1
5021,2,4,2,1,0,2,2,3,3,2,3,3,1,2,4,0,1,1
5022,4,3,3,1,4,4,4,0,4,4,4,4,2,4,3,3,4,4
5023,0,1,0,0,4,1,1,3,3,3,1,1,0,1,0,0,4,0
5024,0,1,0,0,0,0,0,0,0,2,3,2,0,1,0,0,2,0
5025,3,1,2,4,0,4,0,4,4,3,4,2,4,4,3,4,0,0
5026,3,4,1,1,0,3,0,0,0,3,1,3,4,0,4,3,0,1
5027,4,3,4,3,0,3,0,0,1,1,4,3,1,0,1,1,2,1
5028,2,1,3,0,0,3,1,0,1,4,1,4,4,3,2,4,2,0
5029,0,1,0,0,0,1,0,3,4,1,1,2,3,1,1,1,3,4
5030,2,1,1,1,1,3,0,2,1,1,1,1,4,2,3,0,1,0
5031,0,3,4,0,0,2,0,4,4,1,1,2,4,4,3,4,1,0
5032,1,2,1,0,0,3,0,0,4,4,0,4,3,0,1,0,0,1
5033,4,1,3,1,1,2,0,1,1,2,3,3,1,1,3,3,4,0
5034,4,3,2,1,1,1,1,0,4,1,3,3,0,1,4,0,1,1
5035,4,3,1,0,0,3,0,0,1,1,2,2,3,3,4,2,3,1
5036,0,4,4,1,4,0,0,0,0,1,1,2,4,1,4,0,1,0
5037,0,3,0,0,1,4,4,4,3,2,3,3,0,3,0,0,4,0
5038,0,1,4,0,0,4,4,4,4,2,4,4,0,4,4,4,4,0
5039,0,4,1,0,0,4,4,4,0,2,4,4,0,3,1,0,0,0
5040,4,1,1,0,0,1,0,0,0,2,4,3,2,4,4,0,4,4
5041,4,1,4,4,0,2,0,0,0,1,1,1,4,3,3,0,3,0
5042,0,1,4,1,3,3,0,4,0,2,1,2,1,3,0,0,3,1
5043,0,3,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0
5044,1,3,4,0,0,2,0,0,0,1,1,2,1,3,3,1,2,1
5045,0,4,4,0,4,0,0,0,0,3,1,2,0,2,0,0,1,0
5046,0,4,0,0,2,0,0,0,0,1,2,1,0,0,0,0,3,0
5047,3,1,3,1,0,2,0,0,4,1,4,2,3,0,3,4,0,1
5048,3,2,4,0,0,3,0,0,4,3,1,3,3,3,2,1,1,1
5049,0,2,0,0,2,1,1,1,1,4,3,3,1,2,3,4,4,4
5050,0,4,0,0,4,0,0,1,4,1,1,2,0,4,0,0,3,4
5051,0,1,0,0,1,1,0,1,1,3,2,2,1,1,3,1,4,0
5052,0,4,4,0,3,0,0,4,0,3,3,2,0,3,1,0,0,4
5053,0,4,2,1,1,3,0,2,4,2,4,3,4,4,4,0,4,4
5054,0,2,0,0,0,1,0,0,0,2,1,3,0,2,0,0,0,0
5055,0,3,0,0,4,4,0,4,0,4,3,3,0,2,4,0,2,0
5056,0,3,0,0,1,0,0,1,0,3,4,2,0,2,4,0,3,1
5057,1,2,2,2,0,2,0,0,0,1,0,4,1,4,2,2,0,4
5058,1,0,0,1,3,0,0,4,0,2,4,3,4,1,3,0,3,0
5059,0,1,1,0,3,0,0,3,0,2,3,3,0,4,0,0,4,0
5060,0,1,1,0,3,2,0,0,0,3,3,2,3,0,2,2,4,2
5061,4,2,2,0,2,2,0,1,4,4,1,3,0,3,3,0,1,3
5062,4,1,1,0,0,2,0,0,2,1,0,2,3,4,2,1,0,4
5063,4,2,4,0,0,3,0,0,3,1,0,3,1,0,2,0,0,4
5064,0,3,0,0,2,4,0,0,0,1,3,3,0,4,1,0,1,0
5065,0,1,4,0,1,2,0,0,4,3,3,3,0,4,0,0,4,4
5066,0,3,4,0,0,1,0,0,0,2,4,2,1,0,3,0,0,0
5067,0,4,4,0,0,0,0,0,0,4,3,1,0,1,4,0,0,4
5068,0,1,1,0,0,0,0,2,0,2,2,4,1,4,4,0,4,0
5069,0,4,1,0,1,3,0,1,4,1,1,2,4,1,2,1,0,4
5070,0,1,0,0,0,0,0,3,0,3,2,2,0,2,0,0,2,4
5071,4,2,4,0,1,4,0,1,4,2,3,4,0,2,4,0,3,0
5072,0,3,4,0,0,1,0,0,1,2,1,1,3,0,1,4,0,4
5073,1,2,1,1,1,1,0,0,3,1,3,4,1,3,1,1,1,0
5074,0,2,0,0,0,4,0,0,0,1,1,2,4,0,2,0,0,0
5075,0,3,0,0,0,2,0,3,0,2,2,1,0,3,1,0,3,1
5076,0,0,1,0,1,0,0,0,0,3,4,2,1,4,2,4,0,1
5078,0,1,1,0,0,1,0,0,2,1,4,2,1,0,1,3,0,1
5079,3,1,2,3,4,4,0,0,0,3,1,3,2,0,3,0,0,0
5080,0,1,4,0,1,1,0,0,0,3,1,1,0,1,0,0,1,1
5081,0,4,1,0,0,4,0,0,0,3,1,2,1,0,2,4,0,0
5082,0,1,0,0,0,0,0,0,0,3,0,1,4,0,1,3,0,3
5083,4,2,1,4,0,3,0,0,0,1,0,3,3,0,3,1,0,4
5084,0,1,0,0,4,1,3,3,2,4,1,1,0,2,0,0,1,0
5085,0,0,0,0,0,0,0,0,0,3,1,2,0,3,0,0,1,0
5086,1,3,3,0,0,0,0,0,0,1,1,1,1,1,2,0,1,1
5087,0,4,0,0,3,1,1,1,4,2,1,2,0,2,2,0,3,1
5088,0,2,1,0,0,4,0,0,0,2,0,3,3,0,2,0,0,1
5089,0,3,1,0,4,1,0,0,0,3,3,3,0,4,4,0,2,4
5090,0,4,0,0,1,1,0,0,1,2,2,2,0,1,0,0,2,0
5091,1,2,0,0,1,3,0,0,0,1,3,1,3,1,2,3,3,0
5092,0,2,2,4,0,1,0,0,0,1,4,2,0,0,2,2,0,1
5093,0,3,0,0,4,0,0,0,0,3,4,3,0,4,0,0,3,0
5094,3,1,2,4,0,2,0,3,1,4,1,2,4,2,2,3,1,4
5095,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,0,0
5096,4,2,3,4,0,2,0,0,3,4,0,2,2,0,2,3,0,0
5098,2,2,1,0,1,2,2,4,2,3,1,2,4,1,3,1,1,3
5099,1,1,1,2,0,3,0,1,0,3,4,2,2,2,1,0,0,1
5100,0,0,2,0,0,0,0,0,0,4,4,3,1,2,0,0,1,0
5101,0,4,0,0,4,2,0,4,4,2,2,2,0,3,0,0,2,0
5102,0,1,0,0,3,1,0,4,0,2,2,3,0,1,3,0,0,0
5103,1,4,3,0,0,4,0,0,1,1,4,3,3,4,3,3,4,2
5104,0,0,0,0,2,0,0,4,0,2,2,2,0,3,1,0,4,0
5105,0,1,2,0,0,1,0,0,4,1,0,1,2,0,3,4,0,0
5106,0,3,4,0,0,4,0,0,2,2,1,3,2,0,4,0,0,0
5107,4,4,2,0,0,1,0,4,0,1,4,3,1,4,2,4,4,4
5108,1,2,4,0,4,0,0,0,2,3,3,2,0,2,1,0,4,0
5109,0,2,0,0,1,0,0,0,0,1,4,4,1,1,0,0,2,0
5110,0,0,0,0,0,0,0,2,1,4,2,2,4,2,3,0,3,0
5111,2,3,3,1,1,1,0,3,0,2,2,2,1,2,4,4,2,2
5112,0,1,0,0,1,0,0,0,0,2,2,2,0,2,0,0,2,1
5113,4,2,3,0,0,2,0,0,0,2,1,3,2,4,1,2,4,2
5114,1,4,1,0,0,2,0,0,0,2,1,2,2,0,2,0,4,0
5115,4,2,4,1,0,3,0,1,0,3,3,2,2,3,3,1,2,0
5116,0,4,1,0,4,4,0,0,1,3,1,2,0,3,1,0,4,0
5117,0,3,0,0,1,0,0,4,1,3,2,1,0,4,0,0,4,4
5118,0,0,0,0,0,0,1,3,2,3,4,4,0,3,0,0,2,0
5119,0,3,0,0,2,0,4,4,0,1,4,3,0,3,1,0,3,3
5120,0,3,4,4,0,2,0,0,0,1,1,1,1,0,4,0,1,0
5121,0,0,0,0,0,0,0,2,0,2,3,2,0,2,2,4,3,4
5122,0,4,4,0,4,0,0,0,0,2,2,4,1,4,4,1,4,0
5123,0,2,0,0,4,0,0,1,0,3,2,3,0,3,0,0,2,1
5124,2,4,4,4,0,3,0,0,3,4,4,4,1,0,4,2,0,2
5125,0,2,0,0,0,0,0,1,0,1,2,2,4,4,1,0,1,1
5126,0,3,0,0,4,0,4,2,3,1,2,3,0,3,0,0,1,1
5127,4,1,1,2,0,2,0,0,4,4,4,4,1,0,3,0,0,1
5128,0,3,0,0,2,2,0,0,0,3,2,3,0,3,0,0,2,0
5129,0,4,0,0,1,0,0,0,4,3,3,3,1,0,4,0,3,0
5130,0,4,0,0,4,4,0,0,0,2,3,3,0,3,0,0,3,0
5131,0,3,0,0,4,0,0,0,0,2,3,3,0,2,1,0,0,0
5132,1,4,3,0,4,4,0,0,0,1,3,1,4,2,3,4,2,1
5133,0,2,2,0,0,4,0,4,0,1,2,2,1,2,2,1,3,0
5134,0,1,0,0,3,0,0,0,1,2,2,3,1,3,1,0,2,0
5135,0,2,0,0,0,4,1,4,0,4,1,1,0,1,0,0,4,0
5136,4,0,0,0,3,4,0,1,0,4,3,4,0,1,1,0,3,0
5137,0,4,3,0,4,2,0,1,1,4,1,2,2,2,4,0,2,1
5138,0,4,0,0,3,0,0,4,0,2,3,3,0,1,0,0,2,1
5139,0,1,1,0,4,1,4,0,0,4,1,2,4,3,2,0,4,0
5140,0,4,0,0,1,0,0,0,4,4,3,4,0,4,0,0,0,4
5141,0,3,0,0,4,4,0,1,0,2,2,1,0,3,0,0,0,0
5142,2,2,2,0,0,2,0,1,1,2,4,4,3,4,1,2,0,4
5143,4,4,1,2,0,4,0,4,0,1,1,2,3,0,3,4,0,4
5144,2,0,0,2,0,3,0,0,0,3,0,4,1,0,3,4,0,4
5145,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0,0,0
5146,2,4,2,1,0,3,0,0,3,2,0,4,3,0,4,0,0,0
5147,0,0,0,0,2,0,0,0,0,4,3,3,0,1,0,0,0,0
5148,0,2,0,0,4,1,0,0,0,2,1,2,2,2,3,0,3,1
5149,0,0,3,0,3,0,0,0,0,2,2,2,0,4,0,0,0,4
5150,4,3,0,0,0,1,0,0,0,3,1,3,1,0,2,4,4,4
5151,0,1,2,0,2,1,0,0,0,2,1,1,1,4,1,0,1,0
5152,0,3,0,0,2,4,0,4,0,3,2,3,0,1,0,0,0,0
5153,1,3,4,0,1,3,0,0,0,2,4,3,0,1,3,0,4,0
5154,0,1,0,0,1,1,0,0,0,1,1,3,0,1,1,0,0,0
5155,1,1,1,0,0,1,0,0,0,2,0,3,4,0,1,0,0,0
5156,0,1,0,0,4,4,1,2,1,1,1,2,4,2,3,0,2,0
5157,0,4,0,0,3,4,4,4,1,2,2,1,0,1,3,0,3,0
5158,4,2,2,4,0,3,0,0,4,4,0,1,4,0,3,1,0,1
5159,1,3,0,0,4,0,0,0,0,4,0,3,2,4,4,4,0,4
5160,0,1,3,0,3,4,4,3,3,2,3,2,0,1,1,0,3,4
5161,4,2,3,0,0,0,0,0,0,3,1,3,1,4,4,4,0,4
5162,0,1,0,0,2,0,0,0,0,2,4,4,0,1,0,0,4,4
5163,0,4,1,0,0,1,0,0,0,3,4,2,0,3,4,0,0,4
5164,0,4,0,0,3,0,0,1,4,1,2,3,0,4,3,0,4,4
5165,3,4,2,4,0,4,0,0,0,4,4,4,4,0,4,3,0,4
5166,1,2,1,2,4,2,0,0,1,4,3,4,2,4,3,1,3,2
5167,1,2,4,3,0,3,0,0,1,3,1,1,2,3,3,1,1,1
5168,0,4,0,0,0,0,0,1,0,4,1,1,0,1,1,0,0,0
5169,1,2,1,0,1,0,0,0,0,1,4,3,1,4,1,0,0,3
5170,0,4,4,0,1,1,0,0,0,2,3,2,0,2,3,0,4,0
5171,1,3,3,0,0,1,0,0,0,3,4,4,3,4,2,4,4,1
5172,4,2,3,0,0,4,0,0,0,2,4,2,2,2,2,0,0,0
5173,0,1,1,4,4,3,0,1,0,3,3,2,0,2,4,0,0,0
5174,0,1,1,0,0,1,0,1,1,2,1,2,2,4,4,1,1,0
5175,0,2,0,0,4,1,0,3,4,3,3,2,0,2,2,0,1,0
5176,0,1,0,0,0,1,0,0,1,3,4,4,4,0,4,3,0,0
5177,1,2,4,0,0,2,0,0,1,4,0,2,4,0,1,0,0,1
5178,0,1,1,0,0,2,0,0,2,4,1,1,3,0,3,2,0,1
5179,0,1,0,0,1,0,0,0,0,4,2,1,0,0,0,0,1,0
5180,0,1,0,0,4,4,4,2,1,3,1,3,0,1,4,0,2,3
