CUSTNO,1분기 대비2분기 증감여부,2분기 대비3분기 증감여부,3분기 대비4분기 증감여부,4분기 대비5분기 증감여부,5분기 대비6분기 증감여부,6분기 대비7분기 증감여부,7분기 대비8분기 증감여부
4574,1,3,2,3,2,2,3
4575,1,4,3,1,4,1,3
4576,1,3,3,2,3,1,3
4577,2,3,2,4,2,3,1
4578,3,2,2,3,1,2,3
4579,1,2,4,2,4,3,1
4580,3,2,3,3,3,2,3
4581,2,3,2,1,4,2,2
4582,2,2,2,2,3,2,3
4583,3,2,2,3,3,3,1
4584,3,3,3,2,3,2,2
4585,3,1,4,2,3,3,2
4586,4,1,2,4,2,3,1
4587,4,1,1,3,1,4,4
4588,2,4,1,2,3,3,4
4589,2,3,1,4,2,3,2
4590,1,3,2,4,1,2,2
4591,3,2,4,3,1,4,2
4592,2,3,2,2,2,4,2
4593,1,3,1,4,1,2,3
4594,2,2,4,2,2,3,2
4595,3,2,3,3,3,1,3
4596,4,2,3,2,2,2,3
4597,3,1,2,4,1,2,3
4598,3,2,3,3,3,2,3
4599,4,4,1,3,1,3,2
4600,4,3,3,2,3,3,2
4601,2,4,2,2,2,1,2
4602,2,3,3,2,3,1,2
4603,3,3,4,1,4,2,2
4604,2,3,3,3,2,3,2
4605,1,2,4,2,4,3,1
4606,4,1,4,3,2,3,3
4607,3,1,4,1,2,3,2
4608,2,3,1,4,2,3,2
4609,4,2,2,3,4,1,2
4610,3,3,1,4,3,1,2
4611,1,4,3,4,1,3,1
4612,1,4,1,1,3,4,2
4613,3,2,3,3,2,3,2
4614,3,3,3,1,4,4,3
4615,3,4,4,1,1,3,3
4616,4,2,3,2,3,2,2
4617,1,4,3,1,3,2,4
4618,4,1,2,2,2,1,3
4619,2,2,2,2,3,2,4
4620,1,3,4,1,1,4,4
4621,3,3,4,2,3,2,3
4622,2,3,1,3,3,2,3
4623,4,3,4,3,1,4,2
4624,3,2,3,3,3,3,1
4625,3,2,3,3,3,3,1
4626,1,2,3,2,2,2,3
4627,3,2,3,3,2,2,3
4628,3,2,3,3,2,3,3
4629,2,2,4,4,2,3,2
4630,3,2,3,3,2,2,3
4631,2,3,2,4,1,3,4
4632,3,3,3,3,2,3,3
4633,2,4,1,3,4,1,3
4634,1,3,2,2,3,4,1
4635,2,3,3,2,2,2,2
4636,2,3,3,4,2,3,3
4637,1,4,1,4,2,3,4
4638,1,1,3,3,3,2,1
4639,3,2,2,3,3,2,2
4640,4,2,2,3,3,1,4
4641,2,2,2,3,2,3,2
4642,3,2,2,3,4,2,1
4643,3,3,3,2,3,2,2
4644,2,2,3,2,2,2,4
4645,2,1,4,1,3,2,2
4646,4,2,1,3,2,3,2
4647,3,2,3,1,4,3,3
4648,3,2,3,2,3,2,4
4649,3,3,2,4,2,2,2
4650,2,3,2,3,3,1,3
4651,3,4,1,4,1,2,2
4652,3,2,2,3,2,3,2
4653,3,2,3,2,3,1,4
4654,3,1,3,3,4,2,2
4655,2,4,1,3,4,2,2
4656,2,3,4,2,2,1,4
4657,1,4,1,4,1,4,1
4658,2,4,1,3,3,2,1
4659,4,1,4,3,1,4,3
4660,4,1,4,2,3,1,4
4661,4,2,4,1,2,3,2
4662,2,4,1,2,4,3,1
4663,1,3,3,2,2,2,1
4664,2,2,3,1,3,3,3
4665,2,3,3,2,2,3,3
4666,3,3,1,3,1,3,1
4667,3,2,2,2,3,2,2
4668,2,2,4,2,2,2,4
4669,2,3,3,2,3,2,2
4670,3,2,3,3,2,2,3
4671,2,3,3,2,3,4,2
4672,4,1,2,4,2,3,2
4673,3,2,3,2,3,2,2
4674,3,2,3,3,2,4,2
4675,3,2,2,3,1,4,1
4676,3,2,3,2,3,2,2
4677,3,4,1,4,2,1,2
4678,3,4,2,2,3,2,3
4679,2,4,4,2,2,2,2
4680,4,1,3,2,3,3,2
4681,1,4,1,1,3,3,3
4682,3,2,4,1,4,2,2
4683,3,2,3,2,3,3,3
4684,2,3,3,1,4,2,3
4685,2,3,2,2,2,3,2
4686,3,2,2,4,1,2,1
4687,1,2,4,3,2,3,3
4688,3,2,3,2,2,3,3
4689,3,4,2,3,2,3,2
4690,3,2,2,3,2,1,4
4691,2,2,3,2,2,3,2
4692,2,3,3,1,2,3,2
4693,2,2,2,3,2,3,3
4694,3,2,2,3,3,2,4
4695,3,3,3,4,2,2,1
4696,2,2,3,3,2,2,3
4697,3,1,3,3,4,2,4
4698,3,3,2,2,3,2,2
4699,4,4,1,3,3,2,1
4700,4,3,1,2,2,2,3
4701,2,2,3,2,2,2,2
4702,2,3,3,1,3,2,2
4703,3,3,1,3,1,3,3
4704,3,2,3,2,2,2,3
4705,2,2,3,3,4,1,4
4706,3,2,2,3,3,3,1
4707,2,3,3,3,1,3,3
4708,2,3,2,2,3,1,4
4709,3,4,1,4,1,4,3
4710,4,2,3,2,1,4,2
4711,1,2,3,3,3,3,3
4712,2,1,2,3,3,3,3
4713,1,2,2,4,1,3,2
4714,3,3,1,4,3,1,4
4715,1,3,2,4,1,4,3
4716,3,2,4,2,2,3,2
4717,2,4,3,1,3,2,3
4718,3,1,4,1,3,3,2
4719,2,1,3,3,3,2,4
4720,2,3,1,4,3,4,1
4721,3,2,3,2,3,3,2
4722,3,3,2,2,3,1,3
4723,3,1,2,3,2,3,4
4724,3,1,3,3,2,2,2
4725,1,3,3,3,2,3,4
4726,3,2,4,3,2,3,1
4727,1,4,2,4,2,3,2
4728,2,2,2,4,2,4,2
4729,1,3,2,3,3,2,1
4730,1,3,2,3,3,3,2
4731,2,4,4,3,2,3,2
4732,3,2,3,3,3,2,3
4733,1,3,4,1,2,2,3
4734,2,4,1,3,2,2,2
4735,4,1,3,1,2,4,2
4736,3,4,1,2,3,4,3
4737,2,3,3,2,3,2,3
4738,2,3,3,2,1,2,4
4739,1,4,4,1,1,4,4
4740,2,3,4,4,1,2,1
4741,4,2,3,2,2,1,4
4742,3,3,3,2,2,2,2
4743,1,4,1,3,1,4,2
4744,3,4,1,2,2,4,2
4745,3,3,2,2,3,3,3
4746,2,4,1,2,2,4,1
4747,3,2,3,1,4,3,3
4748,4,1,2,3,2,1,3
4749,4,3,4,1,3,3,2
4750,2,2,4,3,2,3,3
4751,2,3,2,4,3,2,2
4752,3,2,4,2,2,2,2
4753,4,3,1,2,3,2,4
4754,3,2,3,2,2,3,4
4755,3,3,3,3,2,3,2
4756,3,3,3,3,3,3,2
4757,4,1,4,4,1,2,2
4758,2,3,2,3,3,2,2
4759,4,1,3,1,4,3,1
4760,3,2,2,3,2,3,2
4761,2,2,1,4,2,1,4
4762,2,1,3,2,3,4,1
4763,3,2,3,2,3,2,2
4764,4,1,2,4,3,3,1
4765,2,1,4,3,2,2,4
4766,2,2,3,3,2,3,2
4767,2,2,2,2,3,1,4
4768,3,2,4,1,3,1,2
4769,2,4,4,4,1,4,1
4770,2,2,3,3,2,2,4
4771,3,2,3,2,3,2,3
4772,2,3,2,3,3,2,2
4773,2,4,4,1,3,3,2
4774,4,1,2,2,3,3,3
4775,2,3,2,3,3,1,3
4776,2,2,2,3,3,1,3
4777,2,4,3,1,3,2,3
4778,3,3,2,2,3,2,2
4779,2,3,3,2,3,3,1
4780,2,3,2,3,3,1,4
4781,1,2,4,1,4,1,4
4782,2,3,1,4,2,1,3
4783,2,1,4,2,2,4,3
4784,3,2,3,3,2,2,4
4785,2,2,3,2,2,3,3
4786,2,3,3,2,3,3,2
4787,3,3,3,3,3,1,3
4788,4,2,2,3,3,2,2
4789,3,1,3,1,1,2,4
4790,3,3,3,2,2,2,3
4791,3,2,3,1,1,2,4
4792,3,1,2,4,2,4,1
4793,3,3,2,3,3,1,2
4794,2,3,1,3,2,3,2
4795,1,3,2,3,1,3,2
4796,2,3,2,3,2,2,3
4797,1,2,2,2,3,2,3
4798,4,2,3,4,2,4,1
4799,3,2,2,2,2,3,3
4800,1,4,2,2,2,3,1
4801,3,3,2,1,4,4,1
4802,1,3,1,4,3,4,1
4803,3,3,2,2,2,4,1
4804,2,3,3,2,2,2,3
4805,3,2,3,2,2,2,3
4806,3,3,3,1,3,2,2
4807,3,2,1,1,4,3,4
4808,3,2,3,1,2,2,1
4809,3,3,2,3,3,3,2
4810,1,2,4,2,2,1,4
4811,3,1,4,1,3,3,2
4812,4,1,1,4,1,4,2
4813,1,2,3,3,2,3,3
4814,3,1,4,2,3,2,2
4815,2,2,3,2,4,1,4
4816,3,2,4,1,3,3,2
4817,2,2,3,2,2,4,3
4818,1,4,1,2,3,2,3
4819,2,1,4,1,4,4,2
4820,2,2,3,4,4,1,1
4821,2,4,1,3,2,3,2
4823,4,2,2,4,1,2,3
4824,3,4,2,2,3,3,1
4826,3,3,1,3,2,2,3
4827,3,2,4,3,2,2,3
4828,4,2,3,1,4,1,3
4829,3,2,2,2,2,3,2
4830,2,3,3,2,3,1,3
4831,3,3,1,2,4,2,3
4832,3,2,3,2,3,3,2
4833,3,1,4,3,3,1,3
4835,3,3,2,1,2,4,1
4836,3,3,3,2,2,3,2
4837,2,4,3,3,2,3,1
4838,2,3,3,3,2,2,3
4839,3,1,2,2,2,3,3
4840,2,3,2,3,3,3,2
4841,1,4,3,2,3,1,4
4842,3,2,3,3,2,3,2
4843,1,3,2,2,4,2,4
4844,2,2,2,2,3,3,3
4845,3,2,2,2,3,2,2
4846,4,1,2,2,3,3,1
4847,3,2,3,2,3,3,3
4848,3,2,3,4,1,3,2
4849,2,1,1,4,1,4,1
4850,3,2,3,3,3,2,3
4851,2,3,4,1,3,2,2
4852,3,3,3,1,4,2,3
4853,2,4,3,1,3,3,3
4854,3,2,3,1,3,3,3
4855,1,2,3,2,4,3,3
4856,3,2,3,2,3,2,3
4857,4,2,4,1,2,3,3
4858,1,2,4,2,2,3,4
4859,3,4,1,2,2,3,4
4860,3,3,2,4,1,4,1
4861,3,4,2,2,2,1,4
4862,2,4,1,4,3,1,2
4863,2,2,4,1,4,1,4
4864,4,3,4,1,4,3,3
4865,3,3,1,4,2,1,4
4866,4,3,2,2,1,3,1
4867,2,2,2,2,4,1,4
4868,3,3,2,1,3,2,4
4869,3,2,3,2,2,2,3
4870,3,1,3,1,3,3,3
4871,2,2,4,1,3,2,3
4872,3,3,3,2,3,2,2
4873,3,4,1,3,2,4,1
4874,4,1,2,2,4,2,2
4875,3,2,2,2,4,2,1
4876,2,2,2,2,4,2,3
4877,2,3,1,1,1,4,2
4878,2,1,2,4,3,3,1
4879,3,2,3,4,2,2,3
4880,4,2,2,4,2,3,2
4881,2,3,2,2,1,3,3
4882,4,1,4,2,4,3,3
4883,2,3,3,2,1,3,2
4884,1,4,4,1,4,3,3
4885,4,2,1,4,2,3,1
4886,1,3,1,3,2,4,1
4887,4,3,3,2,1,3,2
4888,2,2,3,2,3,2,2
4889,1,3,4,1,2,4,1
4890,3,3,3,2,3,2,3
4891,3,2,3,2,4,1,3
4892,1,2,3,3,2,2,2
4893,3,2,2,2,4,2,2
4894,4,1,3,1,4,1,4
4895,3,4,1,2,3,2,3
4896,3,3,2,2,3,2,3
4897,2,3,3,1,3,3,2
4898,4,1,4,3,2,4,2
4899,3,4,3,3,2,2,1
4900,2,4,1,4,3,1,3
4901,2,3,3,2,4,2,3
4902,2,4,3,2,2,2,2
4903,2,1,4,2,3,2,4
4904,4,1,4,2,2,2,3
4905,4,3,2,4,3,3,2
4906,3,2,3,2,2,3,3
4907,2,4,2,1,4,1,2
4908,2,4,3,2,2,3,3
4909,4,4,1,1,4,4,1
4910,1,4,4,1,4,2,2
4911,2,2,3,2,3,2,4
4912,4,1,3,1,4,1,4
4913,3,2,2,2,2,3,2
4914,1,4,3,3,3,2,3
4915,2,3,3,1,3,3,4
4916,3,2,3,3,3,1,3
4917,2,2,2,2,2,2,2
4918,2,2,3,3,3,3,2
4919,3,2,3,2,4,1,3
4920,1,2,3,3,3,3,2
4921,2,2,3,2,2,2,3
4922,2,3,3,3,2,3,2
4923,2,3,3,3,2,3,2
4924,1,1,3,2,2,1,4
4925,4,3,1,4,2,2,3
4927,2,3,3,1,4,4,1
4928,2,1,4,3,3,2,2
4929,4,1,4,1,3,3,2
4930,4,1,2,2,3,2,1
4931,2,4,4,1,1,2,4
4932,2,3,3,2,2,2,2
4933,3,1,4,2,3,2,3
4934,2,2,3,2,2,2,2
4935,4,2,3,3,3,1,4
4936,2,3,4,2,1,3,4
4937,3,2,3,2,4,2,2
4938,4,2,2,3,2,4,2
4939,2,3,3,1,3,2,3
4940,4,1,3,1,3,1,1
4941,2,2,2,3,2,3,1
4942,4,4,2,3,2,3,2
4943,1,3,2,2,3,2,3
4944,2,4,4,1,4,2,1
4945,3,2,3,2,3,2,2
4946,1,3,4,2,3,1,3
4947,4,1,3,3,3,2,1
4948,4,4,1,3,2,4,1
4949,4,3,2,1,3,4,2
4950,1,3,3,3,2,2,2
4951,3,2,3,2,3,3,2
4952,3,1,4,2,3,3,3
4953,2,2,2,2,4,3,2
4954,2,4,2,2,1,3,4
4955,2,2,1,4,2,4,1
4956,2,2,3,2,4,2,3
4957,2,2,3,3,2,2,2
4958,1,2,3,3,2,4,1
4959,3,2,2,3,3,3,1
4960,3,2,3,2,2,3,2
4961,1,2,4,2,3,2,3
4962,3,2,2,2,2,3,2
4963,4,1,2,4,1,4,2
4964,2,3,3,2,3,3,2
4965,1,4,1,4,2,3,1
4966,4,3,1,2,3,3,1
4967,3,3,2,4,1,3,3
4968,3,2,2,1,4,2,4
4969,3,2,2,1,4,2,1
4970,2,2,2,3,4,2,3
4971,4,4,1,3,3,2,4
4972,4,2,3,1,3,3,2
4973,3,3,3,2,3,2,3
4974,2,3,1,3,2,2,3
4975,2,2,3,2,2,3,1
4976,3,3,2,3,2,2,2
4977,2,1,3,3,3,2,2
4978,3,2,3,2,2,3,3
4979,3,3,4,2,3,1,4
4980,3,3,3,2,2,1,2
4981,3,1,3,3,3,2,2
4982,4,2,2,1,3,3,3
4983,2,2,2,2,3,2,2
4984,2,2,2,3,3,4,1
4985,4,1,3,4,1,3,3
4986,3,2,3,3,3,1,2
4987,3,3,3,2,4,1,2
4988,1,4,1,4,2,3,1
4989,3,3,3,2,3,1,3
4990,2,3,2,4,2,4,1
4991,3,2,2,3,2,2,2
4992,3,1,4,1,4,2,3
4993,1,2,3,3,2,2,3
4994,1,2,3,3,1,1,3
4995,2,2,3,2,2,3,3
4996,3,2,4,1,3,2,3
4997,1,4,1,3,3,1,4
4998,3,2,3,2,3,3,2
4999,2,2,2,3,2,3,3
5000,1,4,2,3,3,3,1
5001,2,3,2,2,3,3,2
5002,2,2,3,1,3,3,2
5003,1,2,3,4,3,2,3
5004,3,2,2,2,4,2,3
5005,2,1,2,4,3,2,2
5006,3,2,3,3,1,3,3
5007,2,4,1,2,4,2,3
5008,1,4,3,3,2,4,2
5009,4,1,1,4,2,4,1
5010,2,4,3,1,4,1,3
5011,2,3,3,3,1,3,3
5012,3,2,2,3,2,2,4
5013,3,3,3,3,2,2,2
5014,3,3,4,2,3,3,2
5015,1,4,2,4,2,1,3
5016,4,4,2,2,3,3,2
5017,2,2,2,1,4,3,2
5018,3,3,3,2,2,4,2
5019,3,2,3,2,4,2,2
5020,3,3,3,2,2,3,4
5021,3,1,4,1,4,2,2
5022,2,3,3,1,4,4,1
5023,2,2,3,1,2,1,1
5024,2,3,2,2,2,2,2
5025,3,1,4,3,1,4,2
5026,2,1,2,3,3,4,1
5027,4,1,3,3,1,3,2
5028,1,4,1,4,1,3,2
5029,2,2,4,2,3,1,2
5030,3,2,3,1,3,2,2
5031,1,3,2,2,3,3,2
5032,2,2,4,3,1,2,4
5033,4,2,3,2,3,3,2
5034,3,4,1,3,4,3,2
5035,3,2,2,4,1,4,2
5036,2,2,2,2,2,3,2
5037,3,2,3,2,4,3,2
5038,3,1,4,2,2,4,3
5039,4,1,4,3,2,3,3
5040,3,1,3,2,4,3,2
5041,4,4,1,3,1,4,1
5042,1,1,3,3,2,2,3
5043,3,3,3,2,3,1,3
5044,2,3,2,4,3,1,4
5045,3,2,3,2,3,3,2
5046,2,3,3,3,1,2,2
5047,3,3,2,4,2,3,4
5048,4,1,3,4,1,3,2
5049,2,3,2,4,1,2,4
5050,3,1,4,2,2,2,3
5051,2,2,2,2,3,2,4
5052,1,3,4,3,1,3,2
5053,2,3,4,2,2,2,2
5054,2,2,3,2,3,2,3
5055,3,3,3,2,2,4,2
5056,3,1,2,4,2,2,3
5057,1,2,3,1,4,1,3
5058,2,3,2,3,2,3,3
5059,2,1,4,3,3,2,2
5060,3,4,1,2,4,2,1
5061,2,4,1,3,3,3,1
5062,2,3,1,4,1,3,3
5063,4,2,3,2,1,2,3
5064,2,2,2,2,2,3,2
5065,1,4,1,4,1,3,2
5066,4,3,4,2,3,2,2
5067,3,2,3,4,1,4,1
5068,4,2,2,3,3,3,1
5069,1,4,4,1,4,1,2
5070,3,3,2,3,2,2,3
5071,2,2,3,2,2,4,1
5072,4,3,1,2,4,1,4
5073,3,2,4,1,4,1,3
5074,3,3,1,3,4,2,2
5075,3,4,1,2,3,2,3
5076,1,4,3,3,4,2,4
5078,2,2,4,1,4,1,4
5079,3,2,2,3,2,3,2
5080,2,1,1,4,2,1,1
5081,1,4,1,2,3,2,1
5082,4,3,1,3,2,3,4
5083,3,4,1,4,3,4,1
5084,3,3,2,3,3,2,3
5085,1,4,4,2,4,2,3
5086,3,2,3,2,3,1,3
5087,2,2,3,2,3,2,2
5088,4,4,2,1,4,2,3
5089,2,4,2,1,3,3,2
5090,2,3,3,2,4,1,3
5091,2,2,3,2,3,2,2
5092,2,2,3,1,4,1,3
5093,2,3,2,3,2,3,2
5094,3,3,2,3,3,3,1
5095,3,3,2,3,1,1,4
5096,1,4,1,3,2,3,2
5098,3,2,3,3,3,2,2
5099,3,3,1,3,4,1,4
5100,2,3,3,2,3,3,1
5101,3,2,3,3,3,3,2
5102,3,1,3,2,2,2,2
5103,1,4,2,3,4,2,3
5104,3,3,2,2,3,2,3
5105,2,3,2,3,4,2,3
5106,3,1,3,1,2,3,3
5107,2,3,2,1,3,3,2
5108,1,3,3,3,3,2,3
5109,2,3,2,3,2,3,2
5110,2,2,3,3,2,2,2
5111,1,2,2,2,2,3,4
5112,1,3,3,2,3,2,2
5113,3,2,2,4,2,3,1
5114,3,2,1,4,4,2,3
5115,3,2,2,2,3,3,2
5116,3,1,3,3,2,3,3
5117,4,1,4,2,2,2,2
5118,3,2,3,3,1,3,3
5119,3,1,3,2,2,3,2
5120,2,2,1,2,2,2,1
5121,1,3,3,2,2,2,3
5122,3,4,1,3,2,4,3
5123,2,2,2,3,2,3,3
5124,2,1,3,2,2,4,1
5125,3,2,3,2,3,2,2
5126,2,2,3,2,3,2,2
5127,3,3,3,3,1,3,2
5128,3,3,4,1,3,2,3
5129,3,3,4,1,3,2,2
5130,3,3,1,3,2,3,2
5131,2,2,3,4,1,2,2
5132,2,4,1,3,3,4,1
5133,3,2,3,3,2,2,4
5134,4,2,2,2,2,2,4
5135,3,2,3,1,3,1,3
5136,1,1,2,4,2,4,3
5137,4,4,3,3,3,3,2
5138,4,2,3,4,3,1,2
5139,3,1,4,2,2,3,2
5140,3,3,3,3,2,4,2
5141,2,3,2,2,3,2,3
5142,2,3,1,4,3,2,3
5143,3,2,3,3,2,2,2
5144,3,4,1,4,2,3,3
5145,1,3,2,3,3,1,3
5146,3,1,4,1,4,3,2
5147,3,3,1,2,1,3,2
5148,2,4,2,2,3,3,1
5149,3,2,2,3,4,3,2
5150,3,1,3,2,2,4,1
5151,3,1,4,3,3,1,4
5152,2,2,3,3,1,3,3
5153,4,1,3,3,2,3,2
5154,2,2,2,4,3,2,2
5155,4,3,4,1,1,1,4
5156,2,2,3,3,3,3,1
5157,4,2,2,2,3,2,2
5158,3,4,3,4,2,4,1
5159,4,1,2,3,1,4,4
5160,3,3,3,2,2,3,2
5161,1,4,2,2,4,3,1
5162,2,4,3,3,1,3,3
5163,3,3,2,2,3,2,2
5164,3,2,2,3,2,3,1
5165,1,3,1,1,4,4,3
5166,1,4,2,3,2,2,1
5167,3,4,1,3,2,3,2
5168,4,1,4,3,3,1,3
5169,4,3,1,2,4,1,2
5170,2,3,3,3,3,2,2
5171,3,2,4,1,2,3,3
5172,2,2,3,3,3,2,2
5173,2,2,3,1,3,3,2
5174,3,2,4,2,2,2,3
5175,2,2,3,3,3,2,2
5176,1,1,3,3,1,3,2
5177,4,3,2,2,4,3,3
5178,4,1,4,1,4,2,3
5179,4,2,3,3,2,2,2
5180,2,3,2,3,3,3,2
5181,3,1,4,3,2,3,1
5182,4,2,2,3,4,1,4
5183,3,2,3,2,2,3,3
5184,1,2,3,2,2,3,3
5185,3,3,2,3,3,3,2
5186,3,3,2,3,2,3,2
5187,4,2,2,3,3,1,3
5188,2,2,3,2,3,2,3
5189,4,2,1,4,1,2,2
5190,3,2,3,3,2,3,2
5191,1,4,3,3,2,3,2
5192,3,3,2,2,3,2,3
5193,4,1,3,2,4,2,2
5194,1,1,4,1,4,2,3
5195,3,2,4,1,2,4,2
5196,3,2,3,3,3,2,1
5197,4,4,3,2,2,3,3
5198,3,3,2,3,3,2,3
5200,1,3,3,2,2,3,3
5201,2,3,3,1,1,3,2
5202,2,3,2,2,2,3,3
5203,2,2,3,2,2,2,4
5204,3,4,1,2,3,3,3
5205,2,2,2,1,4,1,1
5206,2,2,2,4,3,2,2
5207,4,3,3,2,3,2,2
5208,3,2,3,1,1,4,4
5209,2,4,3,3,2,2,2
5210,1,4,3,2,4,1,3
5211,2,2,2,2,4,2,3
5212,1,3,4,2,2,2,2
5213,1,4,1,3,4,3,1
5214,4,2,1,1,4,3,3
5215,3,3,2,2,3,2,1
5216,3,2,3,4,2,3,2
5217,3,3,2,2,2,2,1
5218,1,3,2,3,3,3,2
5219,3,4,1,4,3,1,1
5220,3,2,4,1,3,3,3
5221,2,3,2,3,2,3,3
5222,2,3,1,3,3,3,3
5223,3,2,2,3,3,2,3
5224,4,3,2,2,2,4,2
5225,4,2,3,4,1,1,2
5226,2,2,3,3,2,3,3
5227,4,4,1,1,4,1,4
5228,1,4,1,4,1,4,3
5229,3,2,4,2,2,4,2
5230,3,3,3,1,3,2,2
5231,2,3,3,2,4,2,2
5232,2,3,2,2,1,4,1
5233,3,2,3,2,4,3,3
5234,2,4,2,3,2,3,3
5235,3,2,3,3,3,2,4
5236,2,2,3,1,4,4,2
5237,4,3,3,2,3,3,2
5238,2,1,4,4,1,4,1
5239,4,1,3,2,4,1,4
5240,1,4,1,2,4,2,3
5241,4,1,3,1,3,4,1
5242,3,3,3,2,2,3,3
5243,3,3,3,2,2,3,3
5244,2,2,3,2,3,1,3
5245,3,2,3,2,2,3,2
5246,4,2,3,2,2,3,2
5247,4,1,3,3,1,4,2
5248,1,3,4,2,3,1,3
5249,2,3,2,2,2,2,4
5250,2,1,4,1,4,1,4
5251,2,2,2,2,2,2,3
5252,2,4,2,3,2,3,3
5253,3,3,1,2,4,3,1
5254,3,3,1,3,3,2,2
5255,2,3,2,2,3,2,2
5256,4,1,4,3,2,3,3
5257,3,2,2,2,3,1,3
5258,1,3,2,2,2,3,3
5259,2,2,3,2,4,1,3
5260,2,4,1,3,2,2,2
5261,3,3,3,2,2,4,3
5262,1,4,2,3,3,2,3
5263,2,3,2,3,2,3,2
5264,2,2,3,2,2,3,3
5265,2,3,3,1,4,2,2
5266,3,2,4,1,3,3,4
5267,2,4,2,1,4,2,3
5268,3,1,3,2,4,3,2
5269,1,3,4,1,3,3,4
5270,3,1,4,2,1,2,3
5271,3,4,1,3,3,2,1
5272,3,1,4,2,2,2,3
5273,1,2,4,2,1,3,4
5274,4,3,2,1,4,3,4
5275,3,2,4,2,3,2,3
5276,3,3,2,2,3,3,3
5277,2,3,3,1,3,2,3
5278,2,3,2,3,2,3,2
5279,2,2,4,1,4,2,2
5280,3,1,3,3,4,3,2
5281,1,3,1,4,3,4,1
5282,4,2,3,3,2,3,2
5283,3,3,1,4,1,2,2
5284,1,2,4,3,2,3,2
5285,4,1,2,2,2,2,2
5286,2,3,2,2,3,2,3
5287,3,2,3,3,2,2,3
5288,3,3,1,4,2,3,2
5289,1,4,3,2,2,3,2
5290,3,1,2,3,2,3,2
5291,2,4,2,2,4,1,3
5292,1,2,2,4,2,1,2
5293,3,2,2,2,3,2,3
5294,1,4,3,2,4,2,3
5295,2,2,3,1,3,4,2
5296,2,2,3,4,1,2,3
5297,1,3,3,1,4,2,2
5298,3,2,3,2,3,3,3
5299,2,2,3,4,2,2,3
5300,3,2,3,2,2,2,3
5301,1,3,4,1,1,3,2
5302,2,1,3,3,2,4,3
5303,3,2,4,4,2,3,3
5304,3,1,3,3,2,4,3
5305,2,3,3,1,2,4,2
5306,4,3,3,1,3,4,1
5307,4,3,3,2,3,3,1
5308,2,2,3,2,3,2,4
5309,1,3,2,4,2,4,1
5310,3,1,2,4,3,1,3
5311,2,4,3,3,2,3,2
5312,3,2,2,3,3,3,1
5313,2,2,2,3,3,1,3
5314,3,2,3,1,3,4,2
5315,3,3,2,3,2,2,3
5316,3,4,1,4,1,2,2
5317,3,3,1,3,2,2,3
5318,2,3,4,1,4,2,3
5319,1,3,2,3,3,1,3
5320,1,2,3,2,3,3,2
5321,3,2,3,3,1,4,2
5322,4,1,2,3,1,4,2
5323,1,3,3,3,2,2,3
5325,2,3,3,2,2,2,3
5326,3,2,3,2,3,3,1
5327,3,2,4,2,2,2,2
5328,3,3,2,3,3,4,1
5329,3,2,3,3,2,2,2
5330,3,4,2,2,3,1,4
5331,2,4,1,3,4,2,1
5332,2,2,3,2,2,3,2
5333,4,3,2,2,3,2,2
5334,3,3,1,2,4,2,2
5335,2,2,3,2,3,2,2
5336,2,3,2,2,2,3,3
5337,3,2,3,2,1,3,2
5338,2,1,4,4,2,2,1
5339,2,2,2,2,1,4,1
5340,2,2,3,3,3,2,3
5341,1,3,3,2,2,1,2
5342,3,1,4,4,1,3,1
5343,2,2,3,2,2,1,4
5344,3,2,2,3,3,3,2
5345,2,2,2,2,3,3,3
5346,4,2,2,2,3,2,2
5347,3,2,3,3,2,4,3
5348,1,3,3,3,2,1,4
5349,2,3,3,2,2,2,3
5350,4,3,2,2,3,3,2
5351,3,1,4,1,1,4,1
5352,2,3,3,1,4,2,4
5353,3,3,2,3,2,3,2
5354,4,3,3,2,4,2,3
5355,2,3,2,3,2,3,2
5356,1,2,3,2,3,3,1
5357,4,2,3,2,2,3,3
5358,2,2,3,3,2,4,1
5359,2,3,2,2,3,1,2
5360,3,2,2,3,4,1,3
5361,3,2,2,2,3,3,3
5362,1,4,2,1,4,1,2
5363,2,3,3,1,2,3,2
5364,4,1,2,1,4,2,4
5365,2,2,1,3,1,3,3
5366,1,4,2,3,3,2,3
5367,2,2,3,2,2,3,2
5368,4,1,2,2,3,4,1
5369,2,3,2,3,3,3,2
5370,3,1,4,3,4,1,4
5371,1,4,1,2,1,3,3
5372,3,2,3,3,4,2,2
5373,3,1,3,3,2,3,2
5374,2,2,3,3,3,2,2
5375,3,2,4,1,4,2,2
5376,3,3,2,3,2,3,2
5377,2,3,2,3,4,2,3
5378,4,2,3,3,3,2,3
5379,2,4,1,3,1,4,1
5380,1,4,1,4,1,4,1
5381,2,2,4,1,3,2,4
5382,3,4,3,2,2,3,3
5383,3,2,3,2,2,2,3
5384,2,4,1,2,4,4,1
5385,3,3,1,3,2,3,2
5386,2,4,3,2,1,3,2
5387,3,2,3,3,2,2,4
5388,1,2,3,1,4,1,1
5389,2,2,3,1,2,4,3
5390,3,3,2,2,3,3,3
5391,3,2,3,1,4,3,2
5392,3,4,2,1,2,3,2
5393,3,3,1,2,3,3,3
5394,1,4,3,2,2,2,3
5395,2,2,2,2,3,1,3
5396,3,3,2,2,3,3,2
5397,3,3,2,4,1,4,2
