CUSTNO,Monetary_가구인테리어/잡화_저가_증감여부_q2_q1,Monetary_가구인테리어/잡화_저가_증감여부_q3_q2,Monetary_가구인테리어/잡화_저가_증감여부_q4_q3,Monetary_가구인테리어/잡화_저가_증감여부_q5_q4,Monetary_가구인테리어/잡화_저가_증감여부_q6_q5,Monetary_가구인테리어/잡화_저가_증감여부_q7_q6,Monetary_가구인테리어/잡화_저가_증감여부_q8_q7,Monetary_가구인테리어/잡화_저가_q2_q1_로그변환,Monetary_가구인테리어/잡화_저가_q3_q2_로그변환,Monetary_가구인테리어/잡화_저가_q4_q3_로그변환,Monetary_가구인테리어/잡화_저가_q5_q4_로그변환,Monetary_가구인테리어/잡화_저가_q6_q5_로그변환,Monetary_가구인테리어/잡화_저가_q7_q6_로그변환,Monetary_가구인테리어/잡화_저가_q8_q7_로그변환
511,1,2,1,4,1,1,4,-10.626713571319144,-6.321139175819852,-8.505888651045089,10.608817928107921,-10.291952467503231,-9.3053781197023,9.954914521910817
512,1,1,4,4,1,0,0,-11.83530838417971,-8.74332779842429,8.86010726777271,9.847522652826097,-10.16414593722091,0.0,0.0
513,1,3,3,3,1,4,2,-12.19112569581516,9.156211577561406,10.569883421133396,-7.384058033246221,-11.611937955784441,11.879060081720045,6.158662303801209
514,0,4,1,0,4,1,0,0.0,10.161682907880031,-10.161682907880031,0.0,10.763923353515292,-10.763923353515292,0.0
515,2,2,3,3,3,1,4,-10.799148314779647,-9.858911706064024,9.24826494877412,11.203358547499233,10.708473867265413,-12.329317236619174,10.564391763893978
516,1,2,2,3,2,1,0,-10.986326148789782,-8.297324979885886,-7.0809700760377705,6.206128312146538,-7.545989934319125,-8.1016174718782,0.0
517,3,2,3,2,4,1,3,10.145464371476114,-9.533240208734863,11.065656648326577,-11.010325876882925,11.455541222727511,-11.554821324529426,10.797000152149403
518,4,2,2,1,4,4,2,13.123189458629797,-12.719176082481374,-11.477542025965434,-12.048937259492401,11.34840986113924,13.864144514613654,-13.447654575480218
519,1,0,4,2,2,3,3,-10.39047657564511,0.0,11.469391747151775,-10.131106616430314,-10.564640276671152,9.94103045893918,10.536652458338956
520,3,1,4,3,1,4,4,10.906897669037056,-11.468321406051349,11.464330025506516,11.064335124994937,-12.193838420267063,9.150149582795196,11.739491382992536
521,1,4,2,2,2,3,3,-11.343389448579417,13.09912333364553,-12.629873980260491,-11.671144473819552,-10.615240385964551,8.596130871168087,9.550781010406364
522,3,2,3,4,1,1,4,10.85510106514155,-10.461194361078688,11.378877508214753,12.804078070161792,-12.766696824300686,-11.950758961970553,10.911254234405495
523,3,1,2,4,2,3,3,8.982542049232977,-9.853467715755565,-8.792110103897965,9.17787625581462,-7.520666012023335,8.963047905552719,9.862037611930722
524,4,2,1,1,4,3,1,11.27328202073061,-10.676163526650262,-10.981310825971514,-4.37285111682275,9.710812916064123,8.859947983253747,-10.06637659028983
525,2,1,0,4,4,2,3,-6.230703288431616,-9.3053781197023,0.0,8.102415633836191,8.990372752210783,-8.806619073790126,8.930948074045398
526,3,3,1,4,4,2,2,12.017449452375546,10.409002575311344,-12.763551159530213,9.244136718649495,11.528930924056343,-10.236701973140965,-8.476485907902202
527,4,2,3,3,1,3,2,10.640312180292321,-10.138948082515908,5.866234756275933,7.972003023134949,-9.706727832506058,8.378336442011504,-5.370543030001191
528,1,0,0,4,1,1,0,-7.6388602576492755,0.0,0.0,9.930962168257926,-9.619738312381568,-8.612321868868959,0.0
529,3,4,2,3,2,2,2,9.532218047973615,11.325217539183003,-10.527233832629824,10.07421738757183,-11.02599257094134,-9.552495456856489,-9.325905103263027
530,3,3,4,1,1,4,4,11.603723034383387,12.120369025092975,13.761540055111288,-13.80474752376509,-12.661836229716167,11.169338410028605,12.763089734313395
531,4,1,2,1,4,2,1,12.30348018013897,-12.021654873578354,-10.85800849782915,-10.249068996923514,12.271080264200247,-11.465778982686695,-11.361512242159515
532,0,4,1,2,1,4,4,0.0,11.290122032563461,-11.047837169927138,-7.856244895930591,-9.336148119462393,9.91538256104937,11.87783578964264
533,4,1,1,4,1,4,2,10.841115262186289,-10.650898996934904,-9.363222415478578,9.510255032755923,-9.510255032755923,8.828606242100074,-7.206312905632867
534,0,4,2,1,4,2,2,0.0,10.411725367339647,-9.942821880520313,-9.429140201232157,10.125107075010137,-8.565905025858225,-8.094617480306821
535,3,1,1,4,4,3,3,12.271214410876292,-12.890153672876053,-9.921357448711111,7.434402355515486,11.167224636418508,8.302261277375974,11.396896658935406
536,1,4,1,1,4,1,4,-11.539173772507358,12.568394524692945,-12.62996830766914,-10.208755323436408,10.911655581663407,-10.930419478884449,10.553566210077214
537,0,4,4,4,1,1,4,0.0,7.071451192317048,9.377281787534777,10.221854081971497,-10.397973587496109,-8.948742146658837,10.326335146114479
538,3,2,2,3,2,3,2,10.061265286200909,7.4639715305719685,-10.729660832999711,10.499888720415466,-8.923434960137762,11.240332472170108,-10.27293037658836
539,4,2,1,4,2,3,1,11.360897616866566,-10.176741842177885,-11.356817344650752,10.975943228058956,-10.191388347639421,9.06639201916764,-10.607519658334406
540,4,1,3,2,3,3,1,12.118111308587823,-12.245100417115662,10.628743518161224,-10.91358755183554,9.859314277570366,10.933609143458435,-11.409129050646612
541,2,4,1,1,4,4,3,-8.690551047098642,9.675216815392284,-9.823005682256987,-8.742341974438652,9.704124334788489,10.686345190220289,10.669481120246475
542,4,4,3,2,2,4,1,8.1016174718782,10.035760833797653,10.631548454116958,-10.083454210916615,-9.449837505031127,11.753154250148608,-11.95420732948295
543,4,1,4,3,3,1,2,11.336664942523138,-11.562884421499957,11.092381582008905,-8.281145556013414,11.45555067499396,-11.680253343890909,7.0275956139548015
544,1,1,4,1,3,4,3,-11.755114408350618,-10.991517777055613,12.562641594483921,-12.443529323418364,10.431082718821008,11.569740177130129,10.732381464637307
545,3,2,3,1,3,1,4,10.758414347826427,-10.793869957167159,9.799608823973072,-11.223824619128115,9.836747746855242,-10.794031275625759,10.761115203966332
546,4,1,4,1,3,4,2,11.128077579967995,-11.511371389922921,12.157041241594229,-12.065711499456825,9.39009440815477,11.568828493624808,-8.836016565229873
547,4,3,2,2,4,1,2,9.931416063760839,9.220783366375333,-8.977611976306985,-9.013486861512154,11.641649984626483,-11.464251542246295,-10.16018167964215
548,2,3,2,2,3,3,3,-12.030953300636973,11.988502820832483,-9.963615022681715,-11.214975013364624,7.997699017989818,9.986127723428151,12.13535842398198
549,4,1,3,1,1,0,4,11.895574429386022,-11.737582531835741,10.626724459193952,-10.86013992636303,-9.730302282730442,0.0,10.273693183380134
550,1,4,4,1,4,4,2,-3.968580447356679,4.776478056101687,11.255341438556515,-11.256862897571931,10.334939077692788,11.072263211081403,-8.269615140242248
551,0,4,4,1,4,4,1,0.0,10.488356374508813,12.90815255527484,-12.993354790105176,8.859142166062469,10.536993244351557,-10.70821035213027
552,1,3,1,4,3,2,4,-11.746182032864573,10.727487785775775,-11.46691159646479,8.89127932645719,8.65937872493515,-8.590759540915071,11.203669841647203
553,4,3,2,3,1,4,2,10.805986478806187,11.055731989211457,-11.070517020737748,11.368747727594236,-11.72409106395734,11.419857190824422,-10.776494408542884
554,4,3,2,3,1,3,2,12.142355932828432,11.360262984070186,-12.171477264953118,9.83330141074967,-11.780754459005328,10.912033210999505,-10.857282614100972
555,1,3,3,1,4,4,1,-9.620677667027309,7.895601128431422,8.679413690214036,-9.372873946656952,8.78624614050768,10.950957530176998,-10.864377725208312
556,1,4,1,4,3,1,0,-9.94101201766162,10.437926961860917,-10.437926961860917,9.131391081943548,7.471440386640832,-9.3053781197023,0.0
557,4,1,4,2,1,4,1,11.751980492421072,-11.751980492421072,12.25968485857158,-11.839732674405576,-11.189445721548896,10.62597417051379,-10.40580571950131
558,2,3,2,3,3,2,1,-10.24326618658871,10.370925841117264,-11.164526434012682,10.14394346986758,11.365811529992564,-9.998418920629524,-11.64385569848636
559,2,2,1,4,1,4,1,-12.355451381068791,-11.499891530048156,-11.338911601697038,12.124489268827503,-11.81476200919804,11.677589736162426,-11.566621021561552
560,1,4,4,1,4,3,1,-11.527532244303965,10.123398767112056,14.176519898208438,-14.164665352755407,11.632203554667958,9.357842603937907,-11.726480814875977
561,3,3,3,1,4,2,1,11.560040821840735,11.058797954525819,-7.851659288508719,-12.32884353358256,12.509178303164012,-10.244017679130158,-12.006444140331084
562,2,1,3,1,3,4,1,-10.720079128488772,-11.761684525142424,10.087781016766874,-11.180029876983042,7.509165434390043,10.975187623688745,-11.164960555707966
563,3,2,1,4,2,1,4,11.66506452408367,-9.257998817982177,-12.156635728016589,12.499756437094804,-11.679493174401761,-12.04095844749836,11.032204765517356
564,4,4,3,1,2,3,4,10.234949768985317,11.319060918587311,11.325561438239976,-11.90628890260839,-10.086763918191217,9.630453626574262,11.782923665173472
565,3,2,1,4,2,3,1,11.101929005810055,-11.423813440074222,-10.981897172869525,11.369916974702692,-10.840926778899226,11.148621468023174,-11.29695224385873
566,4,1,0,4,1,4,3,9.0309699895443,-9.0309699895443,0.0,11.638879234975915,-11.638879234975915,9.098861878071776,8.161008110888208
567,2,1,3,1,4,4,2,-9.879950179099792,-12.254850113275321,9.198725986958975,-10.75041775127671,9.3053781197023,12.1423780582454,-11.191123483356138
568,3,4,2,4,3,2,4,7.305051804514899,10.344451354761889,-9.965103706713471,10.491590676371375,8.123770587326296,-10.29354470335074,11.14036971332977
569,4,4,2,1,2,1,3,11.063193339547361,12.687668745393733,-11.985532250582626,-12.360179682632843,-7.959797819806477,-9.868534710385113,6.353502500548019
570,3,4,1,4,4,1,4,8.138163673462996,10.153844811526337,-10.347778629002907,8.044164893954186,9.218471444450435,-9.487684520737934,8.049354460615683
571,3,2,1,4,1,2,4,11.082244401464253,8.499088598412717,-11.576713908595497,12.394521243489498,-12.320262277884755,-9.736275929740666,14.183055473575125
572,2,2,2,4,3,1,1,-9.995552060705126,-9.408525432436669,-8.919078243272295,12.176136585716986,11.673320868941747,-12.291699507366664,-11.100810336838114
573,4,3,2,2,3,4,1,10.345276263768021,10.523502276054788,-9.23399995146699,-10.268619269909014,8.920301621990303,11.461671008177099,-11.410939136712706
574,4,1,3,3,1,3,2,12.03140585901841,-12.019220579550973,9.707663557636279,11.327312755964499,-11.763633871531537,9.81375345522512,6.749976619220913
575,3,3,2,3,2,1,3,8.56883947820844,10.081146589670665,-8.649516767823636,11.294455372787617,-9.822810816452414,-11.411428069571127,8.440218516592894
576,4,2,3,2,3,2,3,13.092029346513499,-12.26038393180599,11.379887869384632,-12.692381553662258,12.231084692950157,-12.121003244943536,12.642828768642836
577,2,2,2,4,1,3,2,-10.642924119152607,-10.035401063914206,-9.316632222415013,10.756668075679315,-10.890116941861258,5.136948026311065,-9.267299189159518
578,3,1,1,2,3,2,4,12.625582689249022,-13.304122444019315,-10.895541727740522,-8.279547702486804,9.667107707068588,-9.615229036758842,10.73547163361529
579,1,0,4,1,4,1,0,-9.247912994484755,0.0,8.25223665448766,-8.25223665448766,9.39154830761473,-9.39154830761473,0.0
580,1,4,3,3,1,3,3,-12.16957707146043,11.44777781323958,10.901742300041725,11.179631586009007,-12.062286403600638,10.260384216608008,11.86038547233093
581,4,2,2,2,3,3,1,11.430747123344256,-10.659610679134353,-10.777727030089343,-10.016251073729375,10.115225636697712,9.775808573469428,-11.158271662602974
582,3,1,3,3,2,3,2,11.458244027656178,-12.08327743394403,9.699773917873689,11.519163293944933,-10.830926592346172,10.592184262251308,-11.209157785718908
583,4,1,0,0,0,0,0,9.3053781197023,-9.3053781197023,0.0,0.0,0.0,0.0,0.0
584,1,4,1,4,3,1,4,-9.94101201766162,11.638078974017471,-11.415449442626871,12.325189538753394,10.9960829718423,-12.577719186428032,12.688721836267483
585,4,3,2,2,1,4,3,12.981567763267966,13.13270654250255,-12.721008987623003,-12.251310237879938,-12.936748538183132,10.565922316656327,10.368788920465061
586,2,3,1,4,4,3,3,-10.290095253357526,11.714575159401926,-12.43704566776225,10.576532977601294,11.838038519279731,-8.400240176913275,9.316536189650508
587,2,2,3,1,4,2,2,-10.897347767172977,-11.285791557823593,12.535281079486829,-12.913951688014734,11.465572506132654,-10.330214615275588,-10.293307128386475
588,2,2,4,1,3,1,3,-11.697789822045289,-9.104861637361324,12.570836047896169,-12.535634726839325,9.927122246891257,-11.579332655221672,10.656863863417765
589,1,2,2,4,2,4,1,-13.202772172409505,-10.261958112676616,-8.107075879738055,11.99923001880542,-11.759331382183962,12.818383399939696,-12.62459105535349
590,4,3,2,3,3,3,2,11.18795970559629,10.400178960410118,-11.205962614171531,10.708977454238553,9.664737745984555,10.984599121575293,-10.967933304532389
591,3,4,1,3,3,2,1,8.611042120313423,11.559466618076755,-11.612132860709096,9.924274806095662,10.419890716476218,-9.921280296479688,-10.386123178605578
592,1,4,2,1,3,2,3,-13.11569848358712,13.90358755927498,-13.373414811364114,-12.969760984844335,10.62454436321418,-10.505103343895152,10.070976290240813
593,1,4,2,1,4,1,4,-11.724363171746598,11.040909777466027,-9.869219504766384,-10.67009715530311,11.19237060975487,-11.19237060975487,11.500222543502119
594,4,3,4,1,1,1,0,9.898664269993288,10.267192770836065,12.253587609127322,-12.272632973122086,-10.376848474769666,-9.436395214730107,0.0
595,1,1,3,4,1,3,4,-12.775811889255996,-11.087425370795236,8.138810375909873,12.525520238305587,-12.431734819803616,10.548817375637977,13.020320078619791
596,3,2,2,3,3,2,1,13.159352551735806,-13.062090519751864,-11.643796767529128,12.970085486828378,11.66726034814771,-13.173201636254333,-12.512571711585355
597,3,3,1,3,2,4,1,11.639754172440572,12.503899996911334,-12.798320562553682,10.585888868521444,-11.306736924907964,12.406513805045677,-12.372308773510248
598,3,3,2,2,1,3,3,10.27330961412827,9.80141937640719,-10.153195949339885,-9.936005934900063,-10.553990124162505,9.61293253619299,10.964503266590631
599,2,3,2,1,1,4,1,-8.53053100784227,11.263487560563664,-9.365776078045169,-11.835030195667194,-9.619446660400742,11.46135093616795,-11.280744809878334
600,4,3,1,4,1,4,2,11.390504581596478,11.370254268812815,-12.072831185717641,10.304772614220255,-10.45978631814334,11.143056033954846,-9.620900778909927
601,1,3,3,2,1,4,1,-13.017509735368222,11.604015123216612,11.60499705453113,-10.815420650036595,-12.372197923438499,11.7551469081881,-11.607037832019008
602,1,0,4,2,2,4,3,-10.218632079393526,0.0,12.200080037608487,-11.707341103332212,-10.475912020201648,11.148172441246947,9.74743948009641
603,2,1,3,2,1,4,3,-10.775697802892129,-12.282078051593716,11.391195491411182,-10.108330640977707,-11.614055313047114,12.140571241193701,11.306319048663726
604,4,4,1,1,4,1,4,10.062859256072604,11.550447720879538,-11.551701175542288,-10.057292006938349,9.710812916064123,-9.710812916064123,10.480481146084509
605,2,3,3,2,3,3,1,-9.518305678704088,9.278535088137176,9.387033884788991,-9.790119824506442,8.241950205871346,9.562064748123511,-10.617801702545897
606,4,1,4,1,0,4,4,12.359868100660778,-12.671187444585343,9.506636038605654,-9.881667669682175,0.0,7.253631239073554,9.516157998122727
607,4,3,3,2,1,4,2,10.030873093046827,9.011756400760657,7.06152617318149,-9.237789626161392,-9.96640440166182,10.463455961234079,-9.11732654884007
608,1,4,2,1,4,4,2,-10.911761017701886,11.878229885514893,-10.058987603808655,-11.701323686192111,10.499237208020824,11.34820033453264,-11.079791084102869
609,0,0,0,4,1,4,4,0.0,0.0,0.0,10.751915478774107,-10.751915478774107,8.845698192706154,10.100914259442744
610,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.70821035213027,-10.70821035213027
611,4,1,2,2,3,2,3,10.691464495049928,-10.651770636064683,-7.370808014338615,-6.417596579309134,9.16821452505188,-9.111533943637195,6.843061075567034
612,4,1,4,4,1,1,4,11.242838740140398,-11.376329919736326,10.707917425950576,11.57448925105663,-11.759517215049936,-10.047267831274894,3.6922402490701582
613,2,3,1,3,2,3,1,-12.73254214493096,12.410403171772558,-12.742896356206645,11.654017893510789,-11.50390978973195,12.27681612987873,-12.540943066400965
614,4,1,4,1,3,1,3,11.330354148353763,-11.480578643890611,12.254167227439666,-11.97290197509777,11.44955052644175,-11.928649685169477,8.689161774193792
615,4,4,2,3,2,2,2,9.887041921220264,11.256612006509846,-10.973621209070053,11.047525612960813,-10.945407752157674,-9.55210013257815,-8.9561204949951
616,1,4,1,1,4,4,2,-10.875279616960025,12.151119519561947,-12.130436703420544,-9.456871898001916,9.083718632506914,10.483422852565882,-10.216480928988249
617,4,1,4,1,4,3,3,12.882018165102805,-13.233677330538391,9.97186952955269,-9.97186952955269,10.994476856502603,10.974705013681803,10.148301624688264
618,4,3,2,2,2,2,1,13.29571003123046,12.86472729725921,-12.392505850554901,-11.499277384745136,-13.001185004004597,-11.137330680060579,-12.14470874550136
619,4,3,2,3,2,1,4,9.14942366549332,7.187927294255652,-8.460691085625388,7.1406596366290565,-7.055396362789039,-8.591023083859659,8.709901857362752
620,1,3,4,1,4,1,1,-10.488828437557526,8.809066001401431,11.751512105205281,-11.897059587520399,12.59983028308918,-12.505848631864428,-10.18858933543087
621,2,1,0,4,1,0,0,-10.15917673958404,-9.947188931012906,0.0,9.94101201766162,-9.94101201766162,0.0,0.0
622,4,1,2,2,2,4,1,13.051992571802042,-12.805782281274434,-11.46234998121348,-10.033801143267222,-8.863376271858245,12.037116071038152,-12.007786381771009
623,1,4,4,1,4,1,0,-11.022785353893699,9.373271893100762,10.669442723064087,-10.911254234405495,4.024994810570682,-4.024994810570682,0.0
624,4,1,1,0,0,0,4,11.227702923444786,-11.015933654292413,-10.570160784959965,0.0,0.0,0.0,7.727891945974869
625,3,2,2,3,3,3,3,10.499111023773095,-10.636498965947096,-9.407413854908562,-6.391061096388255,10.002035790476063,10.776843177594891,11.557801696436002
626,4,1,4,1,4,4,1,11.446158435223124,-11.308044490061038,10.858510983850312,-11.114774637815135,4.709170105432302,9.482706068756903,-9.43011327759005
627,1,2,4,3,1,3,4,-10.098370214605453,-8.417217077959714,10.690437662647556,-7.800647050416012,-10.731297982413581,6.61195970718019,8.772017979532805
628,1,3,2,4,4,3,1,-9.496280423971198,7.836567029362766,-8.171091008194505,8.2641173317334,9.430686560697314,9.910663978573844,-10.177862492880504
629,4,1,4,2,3,3,1,9.200027707755748,-9.200027707755748,12.461837266613356,-11.643793137612619,-7.611229420468832,10.434285054778899,-12.04374485690958
630,2,2,3,1,4,4,1,-10.269638375282996,-11.454588908863402,-8.133160938005549,-11.857280801723485,9.87290147190896,10.844598025497316,-11.201613363675776
631,4,1,2,3,2,2,2,13.747862751309208,-13.641508424281348,-10.820070854516226,11.468094563503099,-10.179518800068395,-9.852727409712127,-9.200509155210558
632,4,3,3,1,3,3,2,10.416579178194528,10.862782385103577,-8.107882986686706,-11.339172359304774,9.676013673408155,8.482614266707587,-9.834054941064288
633,3,2,3,2,4,2,3,10.169295767570324,-10.167748621950095,10.497163609014594,-9.999208825679572,11.497865336364862,-10.833223175797704,11.054619340610769
634,2,3,1,4,1,3,4,6.724305009711176,11.251337144305182,-12.38717579473634,11.43307718699038,-11.842765319209105,8.236374131818737,11.167058755152729
635,2,1,1,4,1,2,3,-9.959479137186165,-11.737420046920494,-9.695331995854124,11.217735765912838,-10.80706071906452,-8.619041448633402,10.098067245672706
636,2,4,1,3,4,2,2,4.473910460113654,11.846483591296284,-11.846038728512017,9.254559015068093,10.917520912353016,-9.456404606187888,-9.506171162090864
637,1,4,2,2,4,1,4,-11.927945784333875,12.135910409008702,-11.497663651585388,-9.345827123116912,12.579363837246724,-13.019763496580541,10.469431621889086
638,2,1,4,2,2,3,3,-10.549232925523858,-12.863488868187279,12.404922080987777,-12.105253988423893,-10.50401919085614,10.791384700811998,9.478951463420778
639,1,4,2,3,2,3,3,-11.236387094760701,11.216294492805106,-10.629911075713256,11.047635045404332,-10.333069115477677,8.994019266338913,10.803436290994075
640,3,3,4,1,4,2,2,9.500649186711131,9.732527753122502,12.090717418584411,-12.438155848684985,10.837857637299319,-10.165818816616264,-9.085263895987895
641,2,4,2,3,1,4,1,-12.484810131064798,13.269462578699343,-13.093459157559947,12.06370099693778,-12.65195948931244,13.26418138836863,-13.292132266148645
642,1,4,2,3,2,2,3,-11.98072333502604,11.322364287573047,-10.599081440762728,11.185389663040876,-11.206484355733952,-8.523159016222868,9.613446262289338
643,2,2,3,2,1,3,1,-10.722402794590721,-9.082281997213334,11.092186451539321,-10.47676635659339,-10.852683438532559,10.158789697593122,-10.564427580130276
644,3,2,3,1,3,1,4,11.701466695781365,-11.848629700382189,11.056788271975101,-11.931587813984972,10.387572616259824,-11.219661007508206,10.017448860623567
645,4,1,1,4,3,1,2,12.251263659886867,-12.211510622700786,-10.7941601366705,12.54197703928217,11.48574532694849,-12.693171335958693,-10.71851993483338
646,2,3,2,2,3,3,2,-10.887352952698956,8.75456676989543,-9.171222442388197,-10.891034795563908,9.286042888179395,10.778542127438907,-8.89085789150032
647,3,2,2,2,4,4,1,10.839938070141018,-10.013746830378802,-10.703206397661674,-10.362370440205897,10.895626659792917,11.879998663322224,-12.151601093406157
648,1,4,1,3,4,2,2,-11.146801645033673,13.075472612159931,-13.030336600240279,2.3543684248495267,11.956724477022119,-10.969148058129527,-10.557924294932354
649,1,1,4,4,1,2,3,-11.55352778851398,-9.751935909771234,10.874833957908157,11.750740199443234,-11.842721398403146,-9.792312121709225,10.27171710707952
650,1,4,1,4,1,0,0,-11.791785656454103,9.563877506619896,-9.563877506619896,6.946194338049723,-6.946194338049723,0.0,0.0
651,2,1,4,4,2,3,3,-10.971676835791907,-10.291845395824454,9.898154438048898,11.765156431599435,-9.620434965848052,9.38832513637953,9.304803312745916
652,2,3,1,4,1,4,3,-11.05456946470255,11.312971395142247,-12.484758437850902,12.086010100086353,-12.138893945546322,11.605865739476455,9.250645230880428
653,3,2,3,1,1,4,1,9.32421201856058,-9.955412731378903,10.062540420499547,-10.143428399384304,-9.40490274908026,10.402836688473569,-10.012716038407405
654,1,3,4,1,3,2,3,-10.776591793236433,10.518116215027714,13.84620771786224,-13.747668278876025,11.14712973164107,-11.767476266013796,10.357960533661469
655,1,3,1,4,1,0,0,-11.891385023970876,6.756338572581997,-8.972836174029796,10.556175529609067,-10.556175529609067,0.0,0.0
656,1,4,4,1,4,1,4,-11.795705663231448,10.081264574936979,10.912352965476186,-11.273905698306987,12.174326963502839,-12.174326963502839,9.86146600528215
657,3,2,4,2,2,3,3,12.12930177574823,-12.328994671713831,12.67908186125674,-11.281270837974184,-12.469544033786969,11.663138260886281,11.33282875010736
658,2,3,2,2,2,3,1,-11.167768631244625,10.860437502771084,-10.965348189442006,-10.567635090456534,-9.110050526640102,9.7662832218437,-10.807100647778398
659,4,1,0,4,1,0,0,11.080254946420045,-11.080254946420045,0.0,9.94101201766162,-9.94101201766162,0.0,0.0
660,2,3,3,4,1,4,1,-6.820410894998702,7.194712743846479,5.950375652755129,9.270697453844392,-9.326951384790313,9.758298789379603,-9.722116490990418
661,1,4,3,2,1,4,2,-13.877569113799597,11.60899494696296,10.445136981796297,-10.989331640985316,-11.439480971832003,11.070834407419316,-8.473122384938668
662,2,2,1,4,3,1,4,-8.263448511931882,-9.225941613462686,-8.957800217997228,9.41341274112519,9.467401142485548,-10.133878711205117,9.113855973941158
663,0,0,0,4,1,4,1,0.0,0.0,0.0,3.968580447356679,-3.968580447356679,9.373271893100762,-9.369941279013142
664,4,4,1,3,3,4,1,11.913417567225244,12.956540331076411,-13.32938779647876,4.679771416723229,9.90766469298895,11.854158318757042,-11.730499678832125
665,1,4,1,4,4,1,2,-10.301710804888925,11.024480053732034,-11.08700016249372,8.96026302566667,10.288106442733124,-10.354591754687721,-7.525170348573211
666,4,3,2,2,3,1,3,9.271571151406444,8.270995111366501,-6.716520237844209,-8.111468075328947,8.9088258412157,-9.57641984575747,7.211721364359331
667,1,4,3,1,4,1,0,-9.979709633154867,11.297454400588334,7.92525175997803,-11.408553156450202,11.987683856400984,-11.987683856400984,0.0
668,4,2,2,3,2,1,0,9.405744065658475,-8.237837865580577,-8.459498349374726,7.349056647501721,-5.31363013441464,-8.707615516610698,0.0
669,4,1,3,2,4,2,1,11.735543281992385,-11.5648714493972,8.312909095100933,-9.941344110085097,10.703369179538527,-9.578639443062793,-10.761086276105857
670,4,3,1,1,4,3,1,11.811584230627767,11.190761211637657,-12.007482213166222,-10.657426536999719,10.695234496090311,8.366194963852832,-10.801668242909196
671,1,4,1,4,1,4,2,-9.230009173586609,9.57185639700247,-9.469444126788563,8.957135705900264,-9.337822741357886,8.473383422516218,-8.171091008194505
672,2,2,1,3,4,3,2,-11.184684570188479,-9.551332815393657,-11.566592441222319,9.2962589922875,11.430962198852589,11.555114348524592,-11.666682647910699
673,2,2,3,1,4,1,1,-12.021795350314425,-6.821433231455085,12.034076145649534,-12.824026078878429,11.472045816576154,-11.36775484353264,-9.726696392270503
674,4,1,4,1,1,4,2,11.496677185099845,-11.402226458106867,11.652349423394718,-11.807164723529977,-9.94101201766162,10.759502528487502,-10.222229047220647
675,3,2,3,1,3,1,4,10.122472930063745,-9.683432436661818,10.118404589186486,-10.54403607643404,8.519895764900117,-9.641824374882903,10.57278734695977
676,1,3,1,4,4,4,1,-14.867918328534024,11.771690798314177,-12.379368660421772,8.96026302566667,11.671971196577429,12.425369394341093,-12.832184078280298
677,4,2,1,0,4,4,1,10.90361250296436,-10.226104746434299,-10.437926961860917,0.0,11.409432426419166,12.05683383863189,-12.477777413423516
678,0,4,1,4,1,0,4,0.0,9.459442573863697,-9.459442573863697,10.098008769051715,-10.098008769051715,0.0,8.049354460615683
679,4,3,3,4,1,4,2,4.024994810570682,1.5816115737260497,4.087003840534134,9.2365411150529,-9.247912994484755,8.58591579907945,-7.24643561728956
680,4,1,4,2,3,3,2,11.790861614558603,-11.803357931722719,10.992690652823416,-10.056633702089286,10.524179812342073,9.391959120774597,-10.914415893227044
681,1,3,1,4,3,1,3,-12.030769971964155,10.494451111437709,-11.401985495690653,11.934493528384444,11.198750995521387,-12.202515149234221,8.106911115874002
682,0,4,1,1,3,1,0,0.0,11.727423320197959,-11.477605864302834,-9.862331133663291,9.531795185978693,-9.998479832298177,0.0
683,1,2,1,4,1,4,4,-11.635450725742448,-9.13157111532455,-9.363222415478578,10.656385197720525,-10.656385197720525,9.210767957302984,12.339907786954132
684,4,1,4,2,4,1,3,10.334939077692788,-10.334939077692788,9.99499087965449,-8.229012060609204,11.819010359942187,-11.713438259534708,10.057387513338446
685,3,1,4,1,4,1,4,7.124592463169667,-8.373084986455899,10.005622261700374,-9.81100348720125,9.174530275831904,-9.523931315494247,8.437848640617187
686,3,2,2,2,3,1,4,11.409528045303265,-11.853519499252402,-10.981052929570014,-11.02217661057435,11.085711360098383,-11.789746755271057,11.70894483072533
687,4,2,3,3,3,2,4,12.911007310932954,-12.732345958458145,11.389788155537387,9.350845687740524,-9.116821811552352,-12.217735458883194,12.678647991545262
688,2,3,2,2,1,4,1,-8.20429252878851,8.908289613028932,-9.039313083182433,-8.682693783416282,-9.817815808948616,10.116653643595614,-10.20177584717708
689,3,2,2,2,4,2,4,10.035743341385873,-9.92789497787902,-12.074696199149782,-11.008829583120319,11.415037051424008,-11.312224811896328,12.100546353047825
690,3,3,1,4,3,2,2,8.249466998072336,10.777968776387675,-11.242525250144023,10.376921634373359,10.938964463286602,-8.896510232961008,-10.908061463672851
691,2,3,1,2,3,2,2,-10.075606036659437,11.915417675844417,-12.08537747097488,-9.415227353725427,11.357211332977153,-11.50805712373469,-9.80682334151417
692,4,3,2,2,2,2,4,11.145851250258849,11.053764124067216,-10.85589336440797,-9.871240094114743,-10.427151826213555,-9.662844794014578,12.219434796357657
693,1,4,2,3,3,1,4,-10.456339074635789,11.451185652338074,-9.360615077286203,9.888864772147713,11.644966684945322,-11.90838338152185,12.467302776956
