CUSTNO,Monetary_가전/레저취미/멀티샵_저가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_저가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_저가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_저가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_저가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_저가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_저가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_저가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_저가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_저가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_저가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_저가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_저가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_저가_q8_q7_로그변환
1562,3,3,3,2,3,1,4,9.254589835877866,10.259442518565931,10.620582864933679,-9.93005552483645,11.973050862850178,-12.136003841455057,12.895378880568913
1563,1,4,1,0,0,0,0,-9.38449006259976,9.66934246373396,-9.66934246373396,0.0,0.0,0.0,0.0
1564,3,1,0,4,1,1,4,11.275961447686328,-11.953825694652686,0.0,10.179373862507946,-9.92927505743234,-8.6712015771173,10.923252053805188
1565,2,3,4,1,3,2,1,-9.899923617734967,7.631920253334469,12.694055561362415,-12.464934437024557,9.319644080544958,-10.897521660541278,-10.645071480073785
1566,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,4,1,4,1,0,4,3,11.929133242926527,-11.929133242926527,11.626699494503738,-11.626699494503738,0.0,12.21028036580203,12.784173899073918
1568,2,1,4,1,0,0,4,-10.157683790188369,-10.369106628715251,11.736078594280247,-11.861735964127291,0.0,0.0,11.722785555749867
1569,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,1,0,0,0,0,0,4,-9.453477332930209,0.0,0.0,0.0,0.0,0.0,10.0754023916714
1572,4,1,3,1,4,1,0,11.238896913695488,-11.240284025792773,8.90044368741757,-10.219008225294818,8.528127110508203,-8.528127110508203,0.0
1573,2,1,1,0,0,0,0,-10.351666725157445,-9.904590910381994,-7.755346016761853,0.0,0.0,0.0,0.0
1574,0,4,1,0,0,4,1,0.0,11.932650222484272,-11.932650222484272,0.0,0.0,7.595455686560242,-7.595455686560242
1575,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,0,4,1,1,4,1,0,0.0,9.850584597705737,-9.721426099351866,-7.740420355744236,7.285421442659543,-7.285421442659543,0.0
1578,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,3,4,1,4,1,3,3,6.797023703619278,10.850850904977388,-10.897963183300698,11.298711538554226,-11.223723113367068,7.538279805555915,9.410150079808217
1581,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,2,3,2,3,1,3,2,-11.841368298889874,11.672145501149148,-11.761471351495794,11.873966912126772,-12.25016515542165,9.966889748317934,-10.541360096002075
1583,1,4,1,4,4,2,3,-9.219883117433326,11.622497684096457,-11.622497684096457,10.25692926513636,13.929306404104304,-13.648014984453054,11.405483310773011
1584,0,4,1,4,1,0,0,0.0,11.018533636283761,-11.018533636283761,10.49193503785625,-10.49193503785625,0.0,0.0
1585,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,4,1,4,1,3,1,3,12.388492392799582,-12.579717654725572,12.730987650036035,-12.441356141575865,11.543984337318555,-11.88835229974074,10.881181257879804
1587,4,1,0,0,0,4,1,9.79167722143799,-9.79167722143799,0.0,0.0,0.0,9.223691627366264,-9.223691627366264
1588,1,0,0,0,0,4,1,-10.97947226517722,0.0,0.0,0.0,0.0,7.328130480326707,-7.328130480326707
1589,0,0,4,3,1,0,0,0.0,0.0,8.852534012317795,8.195742843894774,-9.270171053154225,0.0,0.0
1590,0,0,0,4,4,3,1,0.0,0.0,0.0,7.924365593474235,10.520492007254097,9.281491579847064,-10.811925950129336
1591,2,2,1,3,3,3,3,-10.224404225327444,-9.53682689750035,-10.108886736743608,7.884161421224542,8.102969678257473,-5.906183045438525,9.268135322778141
1592,1,0,0,4,2,3,1,-8.85570448899794,0.0,0.0,9.44510974222091,-6.985045713513873,8.425830186674377,-9.688389466413522
1593,4,1,4,1,4,1,4,9.789501913286037,-9.875054357164101,8.751744481748302,-8.751744481748302,7.978225834827418,-7.978225834827418,8.781592792383242
1594,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,0,4,1,4,4,1,4,0.0,8.017611404203926,-8.017611404203926,8.63637662896672,10.057591823839836,-10.004571018969457,10.188191822536634
1596,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,0,0,4,3,1,0,0,0.0,0.0,8.43335006829539,8.96658195758853,-9.428161535621093,0.0,0.0
1598,0,4,2,4,1,3,1,0.0,10.172033401231884,-9.777801980470048,12.281598929592343,-12.244742641693039,8.487254650274325,-9.960847332932696
1599,0,0,4,1,4,1,0,0.0,0.0,10.079426372884589,-10.079426372884589,10.434648098257696,-10.434648098257696,0.0
1600,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.129467145082154,-8.129467145082154,0.0
1601,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.0374731233397,-8.0374731233397
1602,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,1,0,4,1,0,0,4,-10.008286448921226,0.0,9.124303217674168,-9.124303217674168,0.0,0.0,8.567635070512416
1604,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,0,0,0,4,1,1,0,0.0,0.0,0.0,13.162491329509763,-13.157436659181933,-7.872903412571887,0.0
1606,0,0,4,1,0,0,0,0.0,0.0,8.51337604570154,-8.51337604570154,0.0,0.0,0.0
1607,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,3,4,1,4,1,4,1,7.876954546130333,10.939312989747133,-10.88874948964598,11.524543139200581,-11.546855420580908,10.477142398473946,-10.532420323511444
1609,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,0,4,1,4,1,0,0,0.0,9.00157312117916,-9.00157312117916,11.425173358560652,-11.425173358560652,0.0,0.0
1614,0,0,0,4,1,0,0,0.0,0.0,0.0,8.953752385467528,-8.953752385467528,0.0,0.0
1615,3,2,2,3,2,3,3,12.464291007908898,-11.753690595662176,-10.803423127327807,11.010652923450948,-10.292976666553303,10.357301073268017,8.994469574078789
1616,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.26812781896715,-9.26812781896715,0.0
1617,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.559620458848235,-10.526789021032432
1621,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,3,3,2,3,3,4,1,10.303791636441991,11.247283468920427,-10.946541363297708,-9.373383885145337,10.425769294375593,12.539354701549403,-12.531038174537596
1623,2,2,2,1,4,1,0,-11.128516654565528,-10.59232102600773,-9.8177729435977,-10.942071776904903,10.565672750608602,-10.565672750608602,0.0
1624,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,2,3,1,3,3,2,4,-9.926758829896023,11.552755804227683,-11.74338446421098,9.563078881656194,11.08167920486231,-10.658316390850905,12.494752674738196
1626,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,3,2,1,4,3,2,1,9.171787039191477,-9.22929186202562,-9.390191430513438,10.729714264476565,10.843661073668782,-10.797985523095774,-10.77853949382298
1628,0,0,0,4,3,2,1,0.0,0.0,0.0,8.221524073360657,7.04002684411039,-7.645587349893086,-7.926671016589291
1629,1,4,3,2,1,2,2,-10.08160487271541,11.144467376083957,9.926280382096156,-10.244416810160448,-10.811360818894201,-7.15883657241519,-7.065330692593018
1630,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,3,1,0,0,0,4,1,9.295175154178127,-10.354369724254108,0.0,0.0,0.0,10.271245057484213,-10.271245057484213
1632,1,0,0,0,4,1,0,-8.726512421620486,0.0,0.0,0.0,9.286308437417283,-9.286308437417283,0.0
1633,4,2,3,3,2,1,4,8.260810942241937,5.193214837904849,7.903000201203326,5.052175017324446,-7.634278372501231,-8.23912302502591,9.339330913211093
1635,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,0,0,0,0,4,1,1,0.0,0.0,0.0,0.0,10.246601948690707,-10.003354094229811,-8.713932119823328
1637,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,1,0,0,0,0,4,1,-9.26112207392849,0.0,0.0,0.0,0.0,10.55698547966061,-10.55698547966061
1639,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,0,0,0,4,1,0,0,0.0,0.0,0.0,8.352519324072755,-8.352519324072755,0.0,0.0
1641,1,0,4,3,2,1,0,-10.605576746794112,0.0,10.416460170218269,9.111546497050025,-9.6636775885072,-10.193494058530439,0.0
1642,0,4,1,0,0,0,0,0.0,9.214642688880016,-9.214642688880016,0.0,0.0,0.0,0.0
1644,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,4,1,3,1,4,1,4,9.763570048342894,-9.341711016977598,8.871643207522258,-9.481258545169176,9.97035986040623,-9.97035986040623,10.748161651076103
1646,4,2,4,1,2,3,2,10.51404777185123,-9.733017647314954,12.107763444526697,-12.136124587012105,-9.061265771406465,6.11020786623787,-8.212038073393456
1647,1,0,0,0,0,4,1,-10.187405730645484,0.0,0.0,0.0,0.0,11.94589536275696,-11.94589536275696
1648,2,1,0,0,0,0,0,-10.534607007620775,-9.504013787158078,0.0,0.0,0.0,0.0,0.0
1649,2,2,2,3,2,1,4,-9.843062022456007,-10.710712423781711,-5.277784558703187,10.481584704401639,-10.919765765154857,-10.540767518688883,11.4583155355741
1650,1,0,0,0,4,1,0,-10.860331767107994,0.0,0.0,0.0,10.789312261890322,-10.789312261890322,0.0
1651,4,2,1,0,0,0,0,8.468715801706573,-7.91377121421879,-7.6156483392108765,0.0,0.0,0.0,0.0
1652,0,4,1,0,4,1,0,0.0,8.789336825176782,-8.789336825176782,0.0,9.180958219993146,-9.180958219993146,0.0
1653,0,4,1,0,0,0,0,0.0,8.789336825176782,-8.789336825176782,0.0,0.0,0.0,0.0
1654,4,1,0,0,4,1,0,10.83437284553437,-10.83437284553437,0.0,0.0,8.488914310328726,-8.488914310328726,0.0
1655,4,3,1,1,4,3,2,9.841680202248323,8.243949054964112,-9.978922435712168,-8.36660186815071,9.849224943226805,7.722392243269331,-9.393267354141528
1656,2,2,3,1,0,4,3,-7.48128489438025,4.555671263729509,7.188976257309831,-8.11471752053315,0.0,9.116003931139723,-2.4297141298691542
1657,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.6712015771173,-8.6712015771173,0.0
1659,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,4,1,4,3,3,2,1,9.75852689889583,-9.75852689889583,10.083434226548256,8.212577554103706,10.393041439079289,-10.369041423097014,-10.254248074502641
1661,4,1,0,0,0,4,1,8.637305937595398,-8.637305937595398,0.0,0.0,0.0,10.575286172338213,-10.575286172338213
1662,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,4,4,1,4,1,0,0,7.978225834827418,9.41740131881612,-9.630124278233177,9.80176096328226,-9.80176096328226,0.0,0.0
1664,0,0,4,1,0,0,0,0.0,0.0,10.265748822361697,-10.265748822361697,0.0,0.0,0.0
1665,1,2,1,0,0,0,0,-9.193873639987,-5.942441910600962,-7.838693349439234,0.0,0.0,0.0,0.0
1666,0,4,1,0,4,3,1,0.0,9.224692029026096,-9.224692029026096,0.0,10.375809379815792,9.552573860914451,-10.739742348801066
1667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,1,0,4,1,4,1,0,-8.91453684235082,0.0,8.199792450122539,-8.199792450122539,10.273813559789586,-10.273813559789586,0.0
1669,0,0,4,2,1,4,4,0.0,0.0,10.688823524774355,-9.476306654605107,-10.335820543831382,9.471530543425569,11.6287703284484
1670,2,2,1,4,3,1,4,-10.715999695332398,-9.266454190363426,-10.250670379346928,8.192544442487739,8.981418788766563,-9.3558954983009,10.923252053805188
1671,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,1,3,3,2,2,1,4,-11.301608268384353,9.53417490706386,8.010044996064456,-9.140040137675598,-9.238350684133788,-9.376684489074915,9.721046850240272
1675,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,2,1,0,4,4,1,0,-10.683923541708962,-10.246601948690707,0.0,7.662109868911347,8.935236653223514,-9.181958617344916,0.0
1677,4,3,1,4,3,1,0,9.181958617344916,9.154102223650522,-9.861222438065493,10.300730382935924,9.843924272281349,-10.7913142233236,0.0
1678,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,4,4,1,0,4,1,0,8.82389838080196,10.20680033268334,-10.430593772044253,0.0,10.32706622655163,-10.32706622655163,0.0
1684,4,1,1,0,0,0,0,10.619342819905059,-10.395515055697235,-9.012758939811846,0.0,0.0,0.0,0.0
1685,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,1,4,1,0,0,4,2,-10.750428020198923,9.31999324741902,-9.31999324741902,0.0,0.0,9.204491333442954,-8.140151438675781
1688,0,0,4,1,0,4,3,0.0,0.0,9.186025948797191,-9.186025948797191,0.0,8.30604663617565,6.076904796601161
1689,3,1,3,2,3,3,1,9.582232670840435,-10.323326362425249,7.887935146174937,-7.479549452803234,5.896815590820275,8.203607544121157,-8.844940207165319
1690,1,4,1,4,1,1,0,-10.56181256560156,9.544957575736294,-9.662911981089989,9.944069842553082,-9.91086020915211,-6.524064465979009,0.0
1691,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.431265015857829
1692,0,0,4,3,3,1,0,0.0,0.0,9.489260890099334,8.834698637455773,9.091627414394912,-10.273813559789586,0.0
1693,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,3,4,3,1,1,4,1,7.244671301132014,10.681711642888674,9.206967732990153,-10.984528662674357,-7.757377291977777,10.171257635668809,-10.171257635668809
1695,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,4,1,4,1,2,4,1,10.188537888588911,-10.187442422171225,11.777878428832896,-11.538902330167813,-8.768265718880338,12.533832325066188,-12.483287534814735
1698,3,1,4,4,1,3,4,10.017544105943486,-10.909983450409632,10.042613972265558,11.085429785120754,-11.270589376014447,-6.3817754246521154,10.300387730743342
1699,2,3,2,3,4,2,2,-8.931196581757721,8.185518319765594,-8.297310545274495,8.71211142646101,11.098442451151202,-10.819059391552928,-9.62073722562316
1700,4,1,0,4,2,2,1,10.916712408908124,-11.124919390487413,0.0,11.58362209798659,-10.367460229617754,-9.889867001916361,-10.92935946567073
1701,4,1,0,4,1,0,0,9.580700904092797,-9.580700904092797,0.0,9.676605200839303,-9.676605200839303,0.0,0.0
1702,1,4,1,0,4,3,1,-10.974155452118092,10.449885384447002,-10.546375578000765,0.0,10.219692328661187,10.555957745803768,-10.818682827398286
1703,3,1,0,4,1,4,3,10.270332664334063,-11.217881148918638,0.0,10.565830306672442,-10.565830306672442,9.109293236571265,9.22194795121079
1704,3,1,4,3,2,3,3,6.339810958839675,-8.312216903488597,9.834984647260239,7.2953610091442345,-6.807164087560499,8.991319384719317,9.158039596290513
1705,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,1,4,1,0,0,4,1,-9.722212915025107,8.765883540693613,-8.765883540693613,0.0,0.0,10.048812130063238,-10.048812130063238
1707,4,2,1,0,4,1,0,12.165784795994622,-11.186462136798026,-11.856489381626819,0.0,8.54717157292235,-8.54717157292235,0.0
1708,0,4,1,0,4,3,3,0.0,9.494695839038874,-9.494695839038874,0.0,9.586055300479872,8.929914835380846,8.83734638546629
1709,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.531643418691655,-8.531643418691655
1710,2,2,2,1,4,1,3,-12.111814119658925,-8.777931396995042,-8.04317883722576,-11.94890106451494,12.28051828164284,-12.31104899751875,9.539021610551249
1711,4,1,4,1,4,1,0,12.197395677653608,-12.042789717496111,13.318683380324023,-13.364305245930849,10.21151189594477,-10.21151189594477,0.0
1712,0,4,1,0,4,3,1,0.0,10.017630572125839,-10.017630572125839,0.0,7.978225834827418,8.718174409396399,-9.10817039613324
1713,0,0,0,0,4,3,1,0.0,0.0,0.0,0.0,8.2633197061045,8.741369503735923,-9.223691627366264
1714,4,1,0,0,0,0,0,7.521665903090762,-7.521665903090762,0.0,0.0,0.0,0.0,0.0
1715,4,1,4,1,4,1,4,10.973632350534894,-10.973632350534894,10.756358242893583,-10.756358242893583,9.700710768459672,-9.700710768459672,9.559214366530767
1716,0,0,4,1,4,1,0,0.0,0.0,10.662273906087872,-10.599386846427363,10.517445776529891,-10.58552401230799,0.0
1717,4,2,1,2,2,1,0,10.460397401658133,-7.132050562266081,-10.56043148417555,-8.964314010945904,-7.117603245104779,-7.567922177608467,0.0
1718,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,3,2,1,4,3,3,2,7.585541660095447,-9.671807907858568,-10.402971048431652,10.369721013851091,11.457699860688885,8.279525852566234,-10.837091644295883
1720,3,1,1,4,1,0,0,9.128576644093345,-9.716570273746502,-8.58990116840987,7.844353036955946,-7.844353036955946,0.0,0.0
1721,0,0,0,4,1,4,1,0.0,0.0,0.0,10.876526144511361,-10.876526144511361,8.713932119823328,-8.713932119823328
1722,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,8.132327535290818,-8.132327535290818,9.865288398390504
1723,2,2,3,2,2,3,2,-8.684388120041994,-9.296529468078829,10.120143478063659,-10.20940617034009,-7.216366201196372,9.671107458981098,-7.439071274099225
1724,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,4,1,0,0,0,0,0,7.567922177608467,-7.567922177608467,0.0,0.0,0.0,0.0,0.0
1726,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,4,4,1,0,0,0,4,7.216477531352143,10.975870416727382,-10.998884324455235,0.0,0.0,0.0,9.165204347881703
1728,0,0,4,1,4,1,0,0.0,0.0,8.567635070512416,-8.567635070512416,8.582386290608598,-8.582386290608598,0.0
1729,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,4,1,4,1,4,1,1,11.973027153244294,-11.920446234765807,12.488272851432273,-12.51841199878541,11.242382371858085,-11.101256948804014,-9.214642688880016
1731,4,1,0,0,0,0,0,8.240510977591626,-8.240510977591626,0.0,0.0,0.0,0.0,0.0
1732,1,4,1,0,0,4,1,-10.146585304516165,9.119342466095366,-9.119342466095366,0.0,0.0,8.490829637918301,-8.490829637918301
1733,1,4,1,0,0,0,0,-8.885553259016913,9.214642688880016,-9.214642688880016,0.0,0.0,0.0,0.0
1734,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,4,1,4,3,1,4,2,11.141965008627063,-11.141965008627063,11.339590028431532,9.139992281653733,-11.347292786208925,12.6476963918932,-11.263312941531181
1736,0,0,0,4,1,0,0,0.0,0.0,0.0,9.858916301893197,-9.858916301893197,0.0,0.0
1737,4,1,4,1,4,2,1,7.974888080207235,-7.974888080207235,8.137374677465871,-8.137374677465871,8.565860111607623,-7.617684463764216,-8.07605088869571
1738,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,2,3,1,4,1,4,1,-11.045929448336594,9.985361950334859,-11.575501795813853,9.88631386313508,-9.88631386313508,9.07388518626941,-9.07388518626941
1741,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,2,3,2,2,3,2,1,-7.781438736312547,9.315542562264383,-9.283116405710741,-7.493758448757262,9.425900291395333,-7.779785631504997,-9.622764409325558
1743,0,0,4,1,0,0,0,0.0,0.0,9.776380452229622,-9.776380452229622,0.0,0.0,0.0
1744,1,4,3,3,1,4,2,-8.850888401992522,9.878711595227687,9.475138786463434,-7.022348913908879,-10.323805692275503,8.47514954005359,-8.208094662480962
1745,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,3,2,1,3,2,1,0,10.777034115054096,-9.930382289428943,-12.646353566712776,10.646649400881728,-10.470969054525202,-10.480166305459203,0.0
1747,0,4,1,0,0,0,4,0.0,8.308549148846902,-8.308549148846902,0.0,0.0,0.0,10.025807591337058
1748,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.674172860263981,-9.674172860263981,0.0
1750,4,1,0,0,0,0,0,10.38141272598288,-10.661208397255182,0.0,0.0,0.0,0.0,0.0
1751,1,0,0,4,1,4,3,-7.980435324331389,0.0,0.0,10.146585304516165,-10.146585304516165,9.86069322512504,9.146204909460792
1752,0,4,1,4,1,0,4,0.0,10.559620458848235,-10.559620458848235,10.207207619874488,-10.207207619874488,0.0,9.860301116613963
1753,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,0,0,0,0,4,2,2,0.0,0.0,0.0,0.0,11.849091084872187,-10.224357675029472,-11.173405219450208
1756,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.103193483234424
1758,1,3,3,1,4,2,2,-9.895008141840012,7.32325933715662,8.753970325393311,-9.34114277814935,9.573967338455494,-8.710728767737676,-8.413416865898695
1759,0,0,4,1,4,1,0,0.0,0.0,10.330285168182922,-10.330285168182922,10.04899945081504,-10.04899945081504,0.0
1760,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,0,0,0,4,2,2,1,0.0,0.0,0.0,10.876526144511361,-10.3083591262062,-7.92029366634316,-9.91277762669424
1764,0,4,4,1,3,3,1,0.0,8.976258472569832,11.838760849970937,-11.711698097643765,10.53909714962689,10.817059655368203,-11.319083257231743
1765,0,4,2,2,2,2,3,0.0,10.580454010849987,-9.357481765711997,-8.782846482041164,-7.932706887106399,-9.152675934235583,8.862527560366997
1766,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,1,0,0,0,4,1,4,-9.753561594993345,0.0,0.0,0.0,12.190410589421356,-12.034631961108728,11.592736869520257
1768,4,1,4,1,0,4,1,8.2633197061045,-8.2633197061045,8.248569532750206,-8.248569532750206,0.0,9.223691627366264,-9.223691627366264
1769,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,4,3,1,4,1,0,4,8.48490711518187,9.247268003494163,-9.630124278233177,9.270171053154225,-9.270171053154225,0.0,9.802145328746542
1772,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,1,0,0,4,1,4,1,-9.45264371758314,0.0,0.0,9.780958999250199,-9.620423890547986,9.77294296131418,-9.91227501273548
1774,2,2,3,2,3,3,3,-9.280597489340932,-10.118352179649076,10.496662855437258,-10.397143593877482,9.275582683942503,9.025991564140657,7.58042425257302
1775,0,4,1,4,1,4,3,0.0,8.30604663617565,-8.30604663617565,10.926653177621871,-10.905647123445952,9.981221041483483,7.4024894507326895
1776,4,1,0,0,0,0,0,9.258912037797533,-9.258912037797533,0.0,0.0,0.0,0.0,0.0
1777,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,0,4,4,1,4,4,2,0.0,7.8184986866559845,10.72115507791384,-10.774558563200932,7.974888080207235,8.95227008823577,-8.957764174492436
1779,1,0,0,0,0,4,1,-11.046045657786582,0.0,0.0,0.0,0.0,11.25143802918166,-11.25143802918166
1780,4,1,0,0,0,0,0,11.141965008627063,-11.141965008627063,0.0,0.0,0.0,0.0,0.0
1781,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,4,1,4,1,4,1,0,8.240510977591626,-8.240510977591626,7.78122495456404,-7.78122495456404,9.276350025203252,-9.276350025203252,0.0
1788,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,10.125801666116859,-10.125801666116859,0.0
1789,0,0,4,1,4,1,0,0.0,0.0,10.772552586492449,-10.772552586492449,10.5168838757462,-10.5168838757462,0.0
1790,1,4,1,4,3,4,1,-11.888480058590725,8.644950982625398,-8.644950982625398,8.350010504933758,7.37980566355935,11.331796181182952,-11.399356373323332
1791,0,4,1,0,0,0,0,0.0,9.623435731148604,-9.623435731148604,0.0,0.0,0.0,0.0
1792,1,0,0,0,0,0,0,-10.008286448921226,0.0,0.0,0.0,0.0,0.0,0.0
1793,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
