CUSTNO,Monetary_의류/이미용_중가_증감여부_q2_q1,Monetary_의류/이미용_중가_증감여부_q3_q2,Monetary_의류/이미용_중가_증감여부_q4_q3,Monetary_의류/이미용_중가_증감여부_q5_q4,Monetary_의류/이미용_중가_증감여부_q6_q5,Monetary_의류/이미용_중가_증감여부_q7_q6,Monetary_의류/이미용_중가_증감여부_q8_q7,Monetary_의류/이미용_중가_q2_q1_로그변환,Monetary_의류/이미용_중가_q3_q2_로그변환,Monetary_의류/이미용_중가_q4_q3_로그변환,Monetary_의류/이미용_중가_q5_q4_로그변환,Monetary_의류/이미용_중가_q6_q5_로그변환,Monetary_의류/이미용_중가_q7_q6_로그변환,Monetary_의류/이미용_중가_q8_q7_로그변환
1603,2,3,2,3,2,4,2,-13.833807112487687,13.112858988986913,-13.678818461678935,12.540995808392882,-13.156527598688275,14.760044015444885,-13.691924935918758
1604,4,1,4,3,3,1,1,12.689890675591615,-12.554593228232774,12.75833315136963,12.794331924884736,10.88350032574985,-13.423458698669387,-12.332826909231885
1605,4,1,3,3,2,2,2,14.175519062110647,-13.831563071543352,12.669665101486789,13.330091606313882,-13.280967463614239,-13.334740023932603,-12.254880341392337
1606,3,3,4,2,2,1,3,11.305999158544488,11.012037660862637,14.8008292705819,-13.846364552353878,-13.664732242258447,-14.098625568299688,12.74928808299053
1607,4,2,1,3,3,2,3,15.654125174336892,-14.929944443786855,-15.115509901690423,14.189409921049158,11.840398580169937,-14.174906025866042,14.22841636960556
1608,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.985164244978185,-12.985164244978185
1609,4,1,3,3,4,2,2,15.13410113021479,-15.419390155722658,11.965090846067268,13.765166403308807,14.975429439148101,-14.670267366776578,-12.719878272949803
1610,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.186717875486634,-11.186717875486634,0.0
1611,2,4,3,1,2,1,4,-11.52914787970399,12.232956039060143,10.408156932307266,-12.335404811382105,-9.202195025476202,-11.26991661115566,12.890591612914774
1612,1,4,3,1,0,4,4,-9.879873095464504,11.257285243026395,11.416184223203748,-12.033028765072308,0.0,10.162037551926185,10.579233150711492
1613,3,2,4,1,4,4,1,12.995295816544958,-12.898714942632344,14.187895965759576,-14.47989609726088,10.869420875062636,14.597927184233761,-14.508385043099729
1614,4,1,4,1,4,3,1,12.972651840724284,-12.972651840724284,12.554323273712432,-12.554323273712432,12.377551743343057,11.922199334325914,-12.868717498182875
1615,4,2,4,1,4,1,4,13.965255821089027,-12.268580964168436,14.690705792411084,-15.165573957198761,11.967762242122703,-11.967762242122703,12.721585822991011
1616,1,4,3,3,2,4,1,-13.482488645952172,12.967982238240426,13.778719245481666,12.448352404040387,-13.43156254316679,15.365294555019155,-15.091790511948403
1617,2,2,2,4,2,2,4,-13.233241028300762,-13.044098129027462,-12.925500184162276,15.512486453715974,-13.956285945972295,-14.505307879579812,15.720460582066488
1618,4,1,3,2,2,3,1,15.930648060653429,-15.944205148657044,15.869290960881477,-14.638552950215216,-14.336447047444803,15.325989637959763,-16.334883756593012
1619,2,1,4,4,1,1,4,-11.618193828817637,-12.162088891445364,12.743032290783114,14.208590786310179,-13.868046739185006,-13.553828931605995,12.1052745057976
1620,4,4,1,1,1,4,1,12.6675868105744,14.12560475287482,-14.042912093903576,-12.929393061652194,-9.49268563575432,13.390034235633063,-13.216528273654903
1621,3,3,3,3,3,2,3,10.514967774639175,11.686112902908707,11.59948063575727,13.43560101544088,11.872342522609285,-13.262638379471609,12.030128703191167
1622,4,1,4,1,3,1,0,11.447963504985529,-11.447963504985529,11.51147091185628,-11.064670828001235,8.638683559888673,-10.636488449592283,0.0
1623,1,0,4,4,1,1,1,-10.362929192502879,0.0,10.452928159746616,12.609737778856488,-12.202008701420356,-11.694374113461635,-9.617338333988288
1624,4,2,3,1,3,1,4,13.16955695347174,-11.982216394111422,12.338526890079157,-13.138998241184554,10.643355317845385,-12.732324946074238,12.79890843259889
1625,4,1,4,1,0,4,2,12.10000807184234,-12.378528631692848,12.84756280586328,-13.02514046283885,0.0,10.567489790444503,-9.664886230782418
1626,1,3,3,1,4,3,1,-12.381059281264726,9.217394502531532,12.367817715781882,-12.745468894963992,11.927564547731356,11.230334123883718,-12.53131257532719
1627,0,0,0,4,1,0,0,0.0,0.0,0.0,11.012936851279871,-11.012936851279871,0.0,0.0
1628,1,4,4,1,2,4,1,-12.635590230579757,14.264598728406549,14.7874033810806,-14.820411213698447,-13.564138665241245,15.57347195299302,-15.59258623926007
1629,0,4,3,1,1,4,1,0.0,12.956229201468838,9.861579667948568,-12.399141084901245,-11.883321009813294,13.596612840882106,-13.569933735309611
1630,1,3,1,4,2,2,2,-14.952264982811963,13.845080885016806,-14.560655637452472,15.088241796427146,-14.631357100469558,-12.247478773436168,-13.404951378084464
1631,4,3,2,3,3,2,2,12.063310295814222,12.24215473552763,-12.280715899730417,11.51968069173142,9.213659773203656,-12.122530271263429,-10.392048070346398
1632,4,4,1,1,4,3,1,11.248098788608928,13.602457397483379,-13.61265270445648,-11.65019182929103,12.490329166964443,10.529612102191162,-12.622018342188541
1633,3,2,2,1,1,4,1,12.269708239446505,-10.971554970150715,-11.328471304232176,-12.27453354950132,-11.759659143497403,12.748724855648845,-12.895719399280091
1635,2,2,3,2,3,4,2,-12.293066264312785,-13.100881535858571,13.350519946368914,-13.408973072317966,13.575608820172349,14.337512806045753,-14.092659919784625
1636,2,1,4,2,1,4,4,-10.755443970712994,-11.472220226894613,12.466323590578003,-10.54849320944738,-12.307419842690006,10.533589126332059,12.063319127437536
1637,1,3,2,4,2,3,2,-14.702288994211486,14.312644756292508,-14.371523697761894,14.65332656187895,-13.289170395815226,-9.311059570071926,-13.714367731034953
1638,1,4,3,1,4,1,2,-15.373819679545466,14.594745279688787,15.268543386887366,-15.679382187156587,14.76649481991851,-14.788453934431528,-9.958879083575225
1639,3,1,3,4,2,2,2,11.404552381710687,-12.577094888750699,10.423196533496053,13.495349921222651,-12.365883740680097,-11.762287464486286,-12.609748442946934
1640,1,1,3,3,1,1,3,-15.07679279952594,-14.46247339175156,12.066188953352574,14.327756299221877,-14.457806328902098,-13.77545391923376,12.311592939082587
1641,2,3,3,2,2,2,3,-15.026817109307705,14.768983702293228,14.937486508546002,-15.532041034325397,-12.077699840827952,-14.525741669112625,14.250369188993135
1642,3,3,2,2,3,4,1,12.862312932745684,13.156825757696096,-12.913214197592813,-13.746017942048672,13.266365732190042,15.098751306288193,-15.466461109697557
1644,1,1,3,1,4,4,1,-13.949290429239868,-12.621157208290088,10.174183578750487,-10.666316145454315,11.000117002752877,12.066590062634878,-11.961573927408855
1645,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.79099121624222,-9.79099121624222
1646,3,4,1,2,3,1,3,14.071646135023975,15.579084470246498,-15.609864534074125,-13.650551259604459,12.162841806394955,-14.184398975029604,13.360832615853477
1647,2,3,3,1,4,1,1,-13.502442071630842,13.566323917298739,14.507523489287209,-14.995296270083625,13.043196270632054,-13.606211059561259,-10.874967676813137
1648,2,3,4,3,3,3,1,-12.001665114650308,10.582394431857004,13.380596139038841,11.349934987155397,12.523535541534745,13.912762868436973,-14.691313598716869
1649,1,1,4,1,0,0,0,-13.09516262340103,-10.180711667828529,11.031963995876248,-11.241369776187618,0.0,0.0,0.0
1650,4,3,1,4,1,0,0,10.836240718310004,9.335395468957183,-11.03748376738916,11.712832515243901,-11.712832515243901,0.0,0.0
1651,4,3,1,4,4,2,1,11.429945193504365,10.49598971092233,-11.761394319212313,9.217864561220095,13.714133494141633,-12.858427555783184,-13.17998371316692
1652,4,2,3,1,2,3,3,15.63239185015583,-14.852255151593956,15.015232633812449,-15.65340604130018,-13.617551317900144,14.457084324342166,14.16437573860955
1653,3,3,3,2,3,1,4,12.136623516233437,12.362817806573121,14.012796116724777,-13.281614782350156,12.339749604463982,-13.863937470453427,14.218432468064256
1654,2,3,1,3,4,1,4,-13.145206212951969,13.514556621892376,-14.3400654245971,11.317809654431974,12.864502413334948,-12.916935133025028,14.248019556830352
1655,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,4,3,1,1,0,4,2,14.603337662984783,13.608856821877822,-14.71074057945608,-13.242838429272314,0.0,13.27351396863738,-12.502232299561145
1657,2,4,1,4,4,1,0,-10.113146269033706,11.7809538853147,-12.339749382742317,10.931608240327282,11.793728117370938,-12.289659307694796,0.0
1658,3,1,3,3,4,1,3,13.277636383543257,-13.824590855471358,13.30113850760996,12.83860744229248,14.849391148361814,-15.10929899822337,13.337011229238643
1659,3,3,1,3,2,3,2,13.996876520596867,13.936204316648494,-14.877738651464847,13.296017915021878,-13.3534627128177,13.486452472661446,-12.869087696414482
1660,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.847806166713825,-12.847806166713825
1661,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,4,2,2,3,4,2,1,13.878900133425645,-10.99044723422072,-11.813019753611872,11.201854970317154,14.34871781450314,-13.419288561337524,-14.502740056517778
1663,1,4,3,4,1,4,3,-14.234092514987957,13.028051744550678,12.191036192086148,14.890097555175782,-15.088170602742014,10.868176281756345,8.556122048740239
1664,1,3,3,1,3,4,1,-14.978469968901798,13.405108768943157,13.81499441347581,-14.806461149069241,12.784451737769198,14.340400437269992,-14.130330835136517
1665,1,1,3,4,4,1,2,-12.009828576134979,-9.81014913730868,8.589360231320539,10.623689379611278,12.873337631185999,-12.570076944870747,-11.315525216446995
1666,3,3,1,4,4,3,2,12.735259773860532,12.371446725909143,-13.803591241033795,11.959269840713477,13.784578242973101,13.640402984461096,-13.54722371461293
1667,4,4,2,1,1,4,2,12.561156644055467,13.563668937165204,-12.924659022638588,-13.17963970320316,-11.440800278266899,13.671607775271445,-11.172885410877731
1668,3,2,3,1,4,3,1,12.621304660832761,-13.189014100275742,13.372314418575993,-14.621586416987435,14.794805738887623,7.345354814110616,-14.75953278914402
1669,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.468928979142051,-9.468928979142051
1670,3,3,1,2,4,2,2,13.485040189108254,11.769700429681974,-13.752100665176412,9.525257268679946,13.601641809141377,-13.458838033315624,-11.490952868150838
1671,1,4,3,3,1,3,2,-15.236486208190625,14.784672867972894,12.875848304168512,14.588759860344295,-15.162247184773818,13.911746452820626,-14.202030720078879
1672,0,0,4,1,1,0,0,0.0,0.0,12.208460704348427,-12.047462599426435,-10.302712292758265,0.0,0.0
1673,4,4,2,2,1,3,2,13.295692033527617,15.06327831378263,-14.62776466786827,-13.722866312878374,-13.56072803494903,12.777406519104265,-11.295391099507155
1674,4,2,2,2,3,3,1,12.136480002605937,-11.748002771123312,-11.325481174870488,-10.803897968953757,10.549295554833098,11.45895736200615,-12.103683505269798
1675,3,4,1,4,2,4,1,12.236599584905745,13.711268707460327,-14.095830546518629,13.493017428547853,-12.188192229799261,15.80299869791864,-15.798320338069663
1676,0,4,1,1,4,4,3,0.0,11.803911520520314,-11.397755404687542,-10.706702211067004,11.029981660297931,12.133712806140588,11.831496331824233
1677,2,2,3,1,4,2,1,-10.613134030819413,-12.046465947536444,9.141762785125088,-12.139815395422636,13.170921618194143,-10.921224087267639,-12.866155835462113
1678,4,1,4,3,3,1,4,13.666841077306406,-13.81940169874249,13.82125929875581,13.344006245056054,13.297655841480271,-14.570428261917995,13.730408188879123
1679,1,2,2,3,2,4,2,-13.793981469671017,-9.934590973710327,-12.415297164228244,13.162681626173804,-12.56380758780376,13.954809444404578,-12.478519822243372
1680,3,1,0,4,1,4,4,8.822847547387227,-11.537574749001857,0.0,11.30357647689291,-11.30357647689291,8.775859009662335,11.892001714596674
1681,1,4,1,2,4,2,2,-14.258903064669672,14.969629212949837,-14.411258208985089,-12.294322755217284,14.561692428983225,-14.368920980238087,-13.546991690689776
1682,2,4,2,1,3,1,0,-14.10571198273252,14.58577043495609,-14.00537557524153,-14.539111345434407,11.599975261021246,-13.652246803605316,0.0
1683,2,2,4,1,2,1,2,-12.656086831647631,-12.350801281387284,14.861280515413839,-14.532379539400027,-12.29687039136358,-13.547629399657648,-9.211408345682935
1684,2,1,4,1,3,1,4,-12.921401016701024,-12.76082779321655,14.270609810491909,-14.125650751010761,12.943470693687468,-13.510432990173031,15.025337540414826
1685,3,3,2,2,2,3,2,12.386677399461034,14.466664074072456,-14.766283965648391,-12.450049445876939,-13.418264608703865,9.831537124622484,-13.366584013282191
1687,1,4,2,1,2,2,3,-9.22801593015427,13.152971838824385,-10.54894664580372,-12.962445235326872,-9.521331962110859,-9.255031055244126,8.167425498540428
1688,1,2,3,3,1,4,3,-15.19860036020803,-12.983903355152664,12.993330998324327,13.294302084269788,-14.050969987562802,15.093117555791927,11.89717641887281
1689,4,2,1,0,0,0,0,12.48203039550698,-11.700154442829579,-11.870383797491648,0.0,0.0,0.0,0.0
1690,4,1,0,0,0,0,4,11.783837666294072,-12.270722194598187,0.0,0.0,0.0,0.0,12.818357563286407
1691,3,4,1,3,1,1,1,12.339844884843705,15.160812717855304,-15.495297217108392,13.64233463428355,-14.184240869570205,-13.795830338179108,-10.416671090827123
1692,1,2,4,2,3,4,1,-12.50660106240552,-11.311381615366708,15.121429528100947,-14.437143406930089,14.562092003175602,16.569603960364937,-16.589127758424134
1693,4,3,2,1,4,1,4,11.334636100219821,10.254647825771228,-10.48751840164415,-11.241369776187618,12.145115135697345,-11.980943520973494,11.496668805144965
1694,2,3,1,4,1,4,1,-9.350940720026511,11.767791855036837,-12.620259244619737,12.357882799629001,-12.559110167365239,12.59367214118627,-12.741839838720027
1695,4,2,2,4,1,4,3,14.544064943441928,-12.890782610944406,-14.01418056064817,14.636303685420504,-14.770880154038439,14.969619290976608,11.890322422212055
1696,2,2,2,3,2,3,2,-11.889840747825843,-14.096769663455337,-12.715453879909637,15.068630599481406,-14.793063121205805,14.643874765009977,-12.955986361251155
1697,4,1,4,2,1,4,1,13.25330169299812,-13.344599977195859,13.049647578093504,-12.124238911672967,-12.54485827858056,12.705766983039119,-12.203737319261526
1698,0,4,1,0,0,0,0,0.0,10.632026702871697,-10.632026702871697,0.0,0.0,0.0,0.0
1699,3,3,2,3,1,2,3,14.916611169848643,15.522997667031111,-15.755271031348384,15.480781610029114,-16.07716457118448,-13.082146094002697,14.641004454351538
1700,1,3,1,4,1,0,0,-12.025245322142837,9.48228379378324,-11.056059856877766,12.50029012149743,-12.50029012149743,0.0,0.0
1701,4,1,4,1,0,0,0,12.313894168421985,-12.254004237526695,11.636536867527553,-11.744890907113295,0.0,0.0,0.0
1702,1,4,3,1,2,4,2,-15.157143748959626,16.299132865535856,14.839037653583397,-16.65914333309023,-13.085643562830231,15.702322979991795,-14.339100735297412
1703,3,2,1,0,0,0,4,8.540505989337092,-8.60377668939389,-10.056681326094836,0.0,0.0,0.0,9.234098498111246
1704,0,0,0,4,1,0,0,0.0,0.0,0.0,10.302712292758265,-10.302712292758265,0.0,0.0
1705,4,1,4,1,4,1,0,13.710693128699594,-13.710693128699594,10.53808361186928,-10.53808361186928,11.03690783677546,-11.03690783677546,0.0
1706,1,3,1,0,0,0,4,-13.037101346224821,11.7483972235893,-12.482427746506941,0.0,0.0,0.0,11.442285986678185
1707,3,1,3,3,1,1,4,14.498587719093845,-14.755102493073744,13.502187395553824,13.911504281521099,-14.737106737839406,-13.056224376800447,14.177180412430761
1708,3,1,4,1,2,4,1,11.77665312252329,-13.464606292893022,14.952416770466485,-14.80387982252374,-12.086083539397551,13.394541637758119,-13.301261112483521
1709,3,1,1,4,1,4,3,12.316262773127715,-14.378504015499413,-13.664455465204282,15.414706186970417,-15.385058233745442,13.305130951426056,12.608234435871868
1710,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,1,1,0,0,0,0,0,-11.629729389932244,-9.25527821701833,0.0,0.0,0.0,0.0,0.0
1712,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,3,1,2,4,1,4,1,-9.713239202358332,-14.0311699167982,-11.873599202662811,14.231515141211228,-14.161395147767,14.280871400420292,-14.144542434616806
1714,2,4,3,1,2,4,2,-9.31429011607024,12.89771480743231,12.0669003582109,-12.864162496806923,-10.798165917510495,12.435921150321247,-12.280291762244085
1715,4,4,1,0,0,0,4,9.982777403707912,12.366326735668691,-12.454537599793884,0.0,0.0,0.0,9.884966194086351
1716,3,1,1,4,3,2,1,14.33687245899751,-14.707326065305981,-14.284292767211165,14.603596256507643,11.384738631393544,-13.10750745095177,-14.026093198912262
1717,1,0,0,0,0,0,4,-10.878923444277184,0.0,0.0,0.0,0.0,0.0,12.278527929426248
1718,1,4,1,3,2,2,3,-12.411726407283709,13.339753644151047,-13.172763239533282,12.27751024425082,-9.7448867786579,-12.084427559249729,10.040625548228405
1719,4,4,2,1,4,2,2,12.419271161834297,13.68326347909227,-12.97499884401391,-12.977777867969953,12.69873491153226,-10.363652499975455,-12.061432362468311
1720,2,1,4,3,2,2,1,-9.292235098844312,-11.561769244365294,10.73893499530367,10.846239179394589,-10.568448617777364,-8.800834605294103,-10.647233996245804
1721,3,2,2,1,4,1,4,12.209330802010832,-11.65597538052404,-10.963940173917152,-12.489784987882143,12.131573509415444,-12.131573509415444,12.035314466781037
1722,4,1,4,2,4,2,3,13.397658086767223,-13.863349255013334,13.27030375869407,-11.864987174511025,13.57408942791149,-12.384600885248647,11.553424751690573
1723,4,2,3,1,4,2,3,15.13419770705043,-14.398234272729761,14.855044400756878,-15.69141959383128,15.432376540109129,-14.640848318797632,13.944873637681562
1724,4,1,0,0,0,0,0,11.650749939460075,-11.851339564386993,0.0,0.0,0.0,0.0,0.0
1725,3,2,3,3,2,2,2,14.075396373627216,-14.638032633393417,12.657504543037208,13.059500117491849,-13.20528487145386,-14.772868879289158,-13.743312603719145
1726,3,2,2,2,3,3,1,11.75004945982082,-9.068137984866935,-10.496508232754296,8.061994022284754,12.548659330761454,11.435899239594658,-13.36107534681433
1727,4,1,0,0,4,1,4,12.683998255798992,-12.683998255798992,0.0,0.0,9.897086815259279,-9.897086815259279,10.013577424598516
1728,4,3,1,3,4,2,1,15.341659644489983,15.351254680882512,-15.570531480893504,12.513606793259598,15.821472002254502,-15.431127722805128,-15.252428857030194
1729,0,4,2,1,0,4,2,0.0,12.289044065036716,-11.45641889270131,-11.718288871698899,0.0,13.05901737406767,-12.188230762804437
1730,4,3,1,4,4,4,3,11.91264772682853,9.005354401194692,-11.965825084219894,9.836857960698032,10.191729997919635,12.253555907391977,12.312081858889572
1731,3,2,3,2,3,1,4,13.69723855178385,-13.843342917465625,13.906311239207605,-11.916457820684375,12.580752259133485,-14.687329610353848,13.167340389323176
1732,1,4,1,1,4,4,4,-13.041516710710997,10.950473852875378,-10.453182048410902,-10.013577424598516,10.61618367621603,10.677924528239089,12.905179895389207
1733,2,2,3,3,2,2,2,-16.610194700315677,-15.75091257780627,16.064490129625703,15.162340807231812,-16.438242960679467,-14.718680942376375,-15.911074212675665
1734,0,4,3,1,0,0,0,0.0,9.874368348898626,9.670076862699778,-10.470549256928061,0.0,0.0,0.0
1735,4,1,4,3,1,4,3,11.78693626751911,-11.856776111415924,11.873140481898416,12.096157538038248,-12.760588426062956,12.340305771947525,12.427182508686165
1736,2,3,1,2,1,4,1,-13.022537623922636,13.59610972956776,-14.006343819454003,-12.596482092260244,-12.612862682269693,13.334171545287681,-13.453520753986197
1737,0,0,4,1,0,0,4,0.0,0.0,11.350630404128262,-11.350630404128262,0.0,0.0,10.227288784520537
1738,2,2,3,4,1,2,2,-12.949046353071173,-12.368068094243487,12.068323148027199,15.583438875549833,-15.374319508822786,-13.256964849397091,-13.833549668440108
1739,4,2,3,2,3,2,2,14.030686916626964,-12.151861131348365,14.163394282872703,-13.648928806389879,13.292425763153865,-13.598328117925004,-11.886737431151994
1740,1,4,1,0,4,2,1,-10.026469588526425,10.90395467294001,-10.90395467294001,0.0,12.199626618270788,-10.89599349489906,-11.882806231138122
1741,3,1,4,2,4,4,1,12.093776643150202,-13.184559973924483,14.5969437446867,-14.029360410060823,14.487712424844352,15.024058562729126,-15.403846496623482
1742,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,4,1,0,4,1,4,1,12.658381423130175,-13.316488962011649,0.0,13.10290145040877,-12.96082052219696,12.37410035030546,-12.511778466535475
1744,1,4,1,0,0,4,2,-11.946024699291899,11.400384364948163,-11.400384364948163,0.0,0.0,11.39893405461316,-9.473341229141804
1745,3,3,2,3,3,3,2,11.903477743861028,12.98160557091604,-13.175475248433774,13.363134380860556,13.314281402670337,14.857542915762846,-14.657227640542597
1746,3,1,1,0,4,1,3,10.858111584992407,-12.440752503263909,-10.829848115045433,0.0,12.02915135225393,-11.410422988720212,7.669137056001568
1747,1,3,4,3,2,1,4,-14.613160794062479,11.18186809380853,13.702444214512253,12.994978993557929,-12.553339940380567,-13.820874382203392,15.231877730001134
1748,3,1,3,1,4,4,1,13.57254813122759,-13.765572540529716,12.880317089038382,-13.882433085101802,12.100911167450057,14.121685605428361,-14.246159129911032
1749,4,4,4,1,4,4,3,11.263322316559846,12.918813693974062,14.320714980671719,-14.593066586187637,12.601207614638994,14.07693520902846,13.750957048810578
1750,4,1,0,4,1,4,1,12.24086937347818,-12.24086937347818,0.0,11.41045549995596,-11.41045549995596,12.122099164722066,-12.122099164722066
1751,2,1,4,1,0,0,0,-11.066445925251717,-12.81047625576172,12.24281001593458,-12.24281001593458,0.0,0.0,0.0
1752,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.474396483674925,-11.474396483674925,0.0
1753,3,4,1,1,4,1,4,11.146333060441263,11.891926062494186,-12.017220367512651,-11.185342054083609,13.384122420758347,-13.47019634113918,12.155427952673397
1754,1,1,4,2,3,3,3,-15.15231911799121,-14.003769410490184,15.329960794857396,-14.548159728042709,14.697807204502462,12.656149148710709,14.939435792381973
1755,4,1,3,1,4,1,0,10.77460624419497,-10.90216913116943,9.189718688019074,-10.407467128163473,11.360547176296684,-11.360547176296684,0.0
1756,3,3,1,4,1,4,2,12.947968815484664,14.125672502910941,-14.718746439734243,14.031036763623245,-14.378292611197363,13.623416678056385,-12.772563170040263
1757,4,1,1,0,0,0,0,13.49687902507061,-13.49493140716992,-9.731275424821307,0.0,0.0,0.0,0.0
1758,0,0,4,1,0,4,3,0.0,0.0,9.347685189639018,-9.347685189639018,0.0,11.652662015014677,9.073936486786383
1759,1,1,1,4,1,2,4,-13.243002537583422,-12.849270667530096,-11.556340656201922,14.01273658189088,-13.412825181813185,-12.577809160021204,13.069409698696985
1760,3,2,3,3,2,3,3,12.771217806257802,-14.5267174038218,13.239722658863634,15.194107529969788,-15.1387602995322,10.099937798895725,14.452404460148596
1762,1,2,1,4,2,1,4,-11.650410445358295,-9.660299472688036,-11.127094547171087,13.018288747007022,-10.501363162499555,-12.719446792799182,12.53108695672697
1763,2,3,3,3,2,3,3,-13.669148896030979,10.332182497485908,10.718508510458605,13.214441290617584,-12.779907225592908,13.1623728555006,13.14018216066945
1764,4,3,1,2,2,2,3,13.516463471794497,12.932951835937734,-13.987379654342583,-11.759725184466353,-9.574021977399202,-9.709707295403529,12.205242371115249
1765,4,4,1,0,0,0,0,8.05152846775795,10.972438496118496,-11.024905188818305,0.0,0.0,0.0,0.0
1766,2,3,2,2,4,2,1,-13.299487771543626,11.35981718157582,-11.484714706361197,10.27358621059197,15.550815388272424,-13.90207161801158,-15.4848667147551
1767,3,1,1,0,4,1,0,9.545719937891903,-11.286013936189683,-9.731275424821307,0.0,9.502117380986393,-9.502117380986393,0.0
1768,0,4,1,4,1,3,3,0.0,12.558077895129472,-12.558077895129472,12.967751793053418,-12.66497304594157,11.2996061150756,10.129263304445864
1769,1,0,4,4,3,3,2,-11.372737500524329,0.0,9.63198434253383,13.101142518280213,13.204868987482971,11.41621126208409,-12.251868672678068
1770,0,0,4,4,4,2,1,0.0,0.0,10.401636384496443,12.178638739560299,13.039299380710474,-11.181205603328134,-13.171213526319512
1771,1,4,1,4,4,3,1,-14.096901748828625,13.381151500998838,-14.023974753901138,11.350670412371125,12.97325436011207,12.109023193498482,-13.39238097583599
1772,1,4,1,0,0,0,0,-11.011240526023247,10.632026702871697,-10.632026702871697,0.0,0.0,0.0,0.0
1773,4,1,0,0,0,4,1,10.337020188391277,-10.337020188391277,0.0,0.0,0.0,11.188054377111174,-11.188054377111174
1774,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,0,4,1,1,0,4,1,0.0,14.854946815871882,-14.835398466373512,-10.910342411218837,0.0,10.381165484153215,-10.381165484153215
1776,4,1,4,1,4,1,1,12.290140190321063,-12.290140190321063,11.768421220111023,-11.768421220111023,11.455745562705221,-11.137095327475985,-10.15702520411529
1777,3,4,1,1,4,2,1,13.230466201131023,15.273875753335341,-15.083646150792422,-14.496823982731975,14.803932162140828,-11.493761916639768,-14.707190557280795
1778,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,1,4,1,4,2,1,4,-12.854129820022967,12.66775781188546,-12.727716166424623,13.34805586831748,-12.242217404419236,-12.329533579577216,13.340518455438325
1780,3,1,3,2,4,1,2,14.62921556379584,-16.158186167427047,16.18099439616297,-15.396908359013857,16.832393700164584,-16.852251782468063,-14.785323504564154
1781,2,4,2,4,1,1,3,-12.05763873828585,14.647546356788055,-13.375762012724072,15.623773433954165,-15.44064525319795,-14.54767281293382,12.140119678331223
1782,4,1,4,1,4,1,4,15.219169640851002,-15.197734664617695,14.550848160626396,-14.5856944298926,13.689945237345269,-13.610642634748997,12.785358095447197
1783,3,2,1,1,4,2,2,12.886047875787462,-12.55098130866802,-14.50362221527512,-12.568756602446902,14.317297116850694,-13.58551136712441,-11.778588172592883
1784,1,4,3,2,2,3,2,-14.989377268273461,14.509464082005719,14.155789867092887,-14.28156613975405,-13.566227893403052,13.673917261470415,-13.608367991128262
1785,2,3,2,3,3,1,4,-13.848215938402996,14.59561672376505,-14.116009590918457,14.157013004118706,12.497152934640798,-15.071513429377635,14.795354490669354
1786,4,3,2,2,2,2,3,14.869442312355861,14.591341114615068,-13.478915004927831,-14.280622128522179,-12.658890114261865,-13.425742997427076,14.831508160107989
1787,2,1,3,2,4,2,4,-11.416115532103069,-11.402502712441128,9.14607476758784,-7.935703406061312,11.313467341465465,-9.836232735659665,12.082211825412363
1788,4,2,3,1,3,3,1,13.902405045515684,-13.463969377304442,14.282208463997478,-14.66089509129177,12.566048304066223,13.507766504389531,-14.180375617317548
1789,1,1,4,2,4,3,2,-14.021349393672491,-12.861226379376816,11.337596604608112,-10.426767530231025,11.843201037267916,11.80412048031462,-11.19409276853677
1790,3,4,1,1,0,4,3,9.253054311110109,11.975598411762713,-12.469706775163496,-10.59942668529625,0.0,10.972946318734087,10.057641721324647
1791,3,2,3,2,3,1,2,11.902486928020789,-13.42661181011612,12.81297755754674,-8.530091207137076,13.460584587786498,-14.072994615810904,-12.876905905169497
1792,2,3,1,3,3,1,4,-14.871491553583622,13.659725681484884,-14.581534221012925,14.176218222127437,12.161922763282668,-14.577881658802966,15.022965739059135
1793,4,4,1,0,4,4,2,11.592661335249636,12.634125032229935,-12.936400933060456,0.0,12.373225235056855,13.163622599703615,-11.929433689869974
1794,4,3,1,1,4,1,2,14.23101955423843,10.942869109224993,-14.204247434711515,-11.918599930057757,14.584520198531054,-14.580226825201532,-9.662420729124205
1795,1,3,2,1,4,1,4,-13.449574827796258,11.693451801935252,-12.015561410498634,-12.765214383165203,12.426252080873667,-12.35358490264399,14.498911994135257
