CUSTNO,Monetary_가구인테리어/잡화_중가_증감여부_q2_q1,Monetary_가구인테리어/잡화_중가_증감여부_q3_q2,Monetary_가구인테리어/잡화_중가_증감여부_q4_q3,Monetary_가구인테리어/잡화_중가_증감여부_q5_q4,Monetary_가구인테리어/잡화_중가_증감여부_q6_q5,Monetary_가구인테리어/잡화_중가_증감여부_q7_q6,Monetary_가구인테리어/잡화_중가_증감여부_q8_q7,Monetary_가구인테리어/잡화_중가_q2_q1_로그변환,Monetary_가구인테리어/잡화_중가_q3_q2_로그변환,Monetary_가구인테리어/잡화_중가_q4_q3_로그변환,Monetary_가구인테리어/잡화_중가_q5_q4_로그변환,Monetary_가구인테리어/잡화_중가_q6_q5_로그변환,Monetary_가구인테리어/잡화_중가_q7_q6_로그변환,Monetary_가구인테리어/잡화_중가_q8_q7_로그변환
2133,2,3,2,3,2,2,4,-13.200669247734812,12.110042644159625,-11.292887562697317,13.331751233236,-13.334903890454768,-12.789504947847188,13.527323135507201
2134,1,4,1,1,0,0,0,-10.644013179953435,12.275171903616211,-12.093147952444854,-10.481951114643978,0.0,0.0,0.0
2135,1,4,3,1,4,3,1,-12.487045875374791,10.858120465505198,11.634612497261363,-12.013054449828116,11.309730519304964,11.271866654199837,-11.984118723093408
2136,0,4,1,1,4,3,3,0.0,13.479141441617656,-13.326749613651247,-11.52262262076861,11.858041580204546,10.848305503421043,12.686697330602492
2137,2,1,0,0,4,3,1,-12.884899641878867,-12.337333632147896,0.0,0.0,11.988157193751668,11.168828479351873,-12.353301009592782
2138,2,2,4,1,3,3,2,-11.811335692099156,-11.970112734493892,14.621575054279294,-14.500371799227379,12.639536819064716,14.70250360460872,-13.253382640602728
2139,4,4,1,4,2,1,0,10.0400013419187,12.43286538471065,-12.413279984257082,12.642337407320623,-11.962174765282557,-12.103275422351397,0.0
2140,0,4,1,0,0,0,0,0.0,12.134865060734995,-12.134865060734995,0.0,0.0,0.0,0.0
2141,4,1,0,0,0,0,0,11.673120680115062,-11.673120680115062,0.0,0.0,0.0,0.0,0.0
2142,1,1,4,1,4,2,4,-12.735379513962373,-11.621005134766351,11.173784749012052,-11.173784749012052,11.77832408278505,-11.105494761805765,12.353387429747732
2143,4,3,2,1,4,2,3,13.910384341181086,12.163098767519873,-13.325652082810485,-13.427483885968845,13.855400300130304,-13.47699427994732,13.011114441777082
2144,2,3,2,2,4,1,1,6.693520155265172,11.973948214836383,-11.683922260004888,-11.516185626382871,14.048711651654028,-13.928327863660753,-12.11086968556927
2145,4,1,4,2,2,3,3,14.457241016122492,-14.448543342569772,15.165751130918334,-14.415523143328302,-14.080369683928836,13.505471604987486,12.714010319192935
2146,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,2,3,2,4,1,4,2,-13.072907812306013,12.130644975626202,-12.52089675016021,14.134071580958164,-14.149646457804065,14.476176184648814,-13.806166493675827
2148,2,3,2,3,3,1,4,-12.461696479476968,11.93918081507885,-11.88381449111935,12.26639247380287,13.064466246054861,-13.670425012955226,13.68395242075252
2149,0,0,0,0,4,3,4,0.0,0.0,0.0,0.0,10.733126712383548,9.020417766207595,12.81237868499658
2150,4,1,0,0,4,1,1,11.524548608473461,-11.721910438580862,0.0,0.0,12.623807611584837,-12.587518318445007,-9.289577686068375
2151,4,1,0,0,0,0,0,9.123776037475904,-9.123776037475904,0.0,0.0,0.0,0.0,0.0
2152,4,2,4,3,2,3,3,12.916908914985965,-12.420219463197911,13.084716971195146,11.968218652470458,-13.045679019795037,9.73113767024387,11.809286361551228
2153,0,0,0,4,2,1,0,0.0,0.0,0.0,9.309078871840306,-7.626280727439712,-9.103575555505945,0.0
2154,4,1,0,4,3,1,4,13.751167087309014,-13.751167087309014,0.0,13.67227911311142,14.158351155695417,-14.534457285925411,13.907859733298158
2155,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,13.295082294343569,-13.295082294343569,11.765746534222457
2156,4,2,3,2,1,4,1,13.743046828888419,-13.227808416682146,12.917572741742337,-12.49969086377763,-13.149302374494262,14.0076903099157,-13.810804457280268
2157,3,1,4,3,4,3,3,9.729248482619322,-12.756507936106749,9.028609348678524,7.901199751589876,10.863519639439106,11.073617651555773,10.523385740732685
2158,4,3,1,4,2,4,3,11.927636231581543,11.869403634688714,-12.648597841466758,11.565522732633108,-10.814317894201547,13.249212376433842,14.015726916342812
2159,4,3,1,4,4,1,0,12.632226154447096,12.978204927512536,-13.513249995622225,10.002180752394679,12.6229857142618,-12.693202757800188,0.0
2160,4,2,4,1,4,1,0,11.649404357972314,-9.053882246253236,12.464259507906176,-12.776913085803727,12.107149742022726,-12.166288051778041,0.0
2161,2,3,2,1,4,2,4,-11.296238389436207,11.605779233297925,-13.108002698234154,-12.654313924234188,10.712924450174764,-8.243578683423388,12.157206492707603
2162,2,3,1,1,4,4,2,-12.058164862029653,12.949135734286045,-13.204141079022065,-11.601958607653373,11.59177576267564,13.238054881530756,-12.362676121204778
2163,4,1,0,0,0,4,2,13.204928153557386,-13.204928153557386,0.0,0.0,0.0,11.757592660887571,-11.307149351662437
2164,0,0,0,4,1,0,4,0.0,0.0,0.0,12.253432017677724,-12.253432017677724,0.0,12.804568159667099
2165,0,4,1,4,1,0,0,0.0,13.77812270756286,-13.77812270756286,12.523859712042942,-12.523859712042942,0.0,0.0
2166,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.939082238962273,-11.939082238962273,0.0
2167,0,0,4,1,4,1,1,0.0,0.0,10.297034471345153,-10.297034471345153,11.757719605857833,-11.669178686732044,-9.289577686068375
2168,1,3,1,2,4,2,3,-13.448343676766335,12.463928827144953,-12.916441486539469,-10.379696135821511,13.317333277955521,-11.747281930614411,-9.554190776886282
2169,2,2,3,1,1,4,4,-11.465367848257888,-9.616897945361698,11.15451064687548,-11.877485800857148,-7.412472143650476,9.982678674528344,11.326989256684758
2170,0,0,4,1,4,2,2,0.0,0.0,12.19724589435701,-11.908858116396436,12.530975202710264,-11.285601976615633,-11.678567542081725
2171,2,3,1,4,2,3,1,-12.669931818867898,14.119170956692814,-14.349088337520035,13.104787522164738,-13.090669018349487,10.940377654854721,-12.452852321244269
2172,4,2,3,4,1,2,3,12.903759812224836,-12.493223237272986,11.981378366159605,14.003661653479663,-14.00256695340351,-12.279280039181803,9.346625716310964
2173,4,1,0,4,1,1,0,13.011399536949263,-13.011399536949263,0.0,13.33895590858021,-13.334515648888736,-7.920057632475059,0.0
2174,0,4,1,0,0,0,4,0.0,9.931387811357146,-9.931387811357146,0.0,0.0,0.0,9.77576062790766
2175,0,0,4,1,4,1,4,0.0,0.0,11.992622536196038,-11.992622536196038,13.728838265906587,-13.560302502145998,13.752847382335863
2176,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,2,3,1,4,3,1,3,-10.308442654341892,12.256149549865736,-13.057413995675743,12.677462706187713,13.428134111852259,-13.63960485663285,12.750332768253251
2178,0,4,2,3,3,2,1,0.0,13.567609971082012,-12.788851882907903,12.897879764873593,13.748448684244224,-13.998250962812012,-13.125716349230668
2179,2,2,4,2,2,3,3,-11.103122481227446,-13.704389914383562,14.625269363942857,-14.517298521465987,-12.383330017215929,12.992021748361063,14.35121354188283
2180,1,0,0,0,0,4,3,-11.495049726931548,0.0,0.0,0.0,0.0,11.49776986601923,11.130951043549626
2181,1,4,3,1,4,1,0,-11.083955977548332,12.2299211396836,11.48420605416104,-12.460124887378942,11.889085615499898,-12.15380595794737,0.0
2182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,11.08771297881891,-11.08771297881891,11.71634506550555
2184,1,1,4,3,3,2,2,-14.986509511541957,-11.56749556031924,13.745588729509244,12.327105043341264,14.837313930017306,-14.751009877390796,-12.055135357167966
2185,4,3,3,2,1,0,4,13.029271622131166,11.92648258411768,12.344475762881684,-12.966077137837116,-12.920989125722803,0.0,13.402989291205445
2186,2,1,4,3,3,2,1,-12.109816055934933,-12.430617656025543,12.874353327152503,10.843965056611545,10.539154861311905,-11.73445747519772,-12.887895379159698
2187,4,1,3,3,2,4,2,14.013941746820262,-13.821108402752882,11.31737240294341,8.839878384173296,-12.157228928543276,12.792172448696478,-12.414981316371383
2188,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,4,1,0,0,4,1,4,11.649404357972314,-11.649404357972314,0.0,0.0,12.32234455810487,-12.32234455810487,10.386643738632106
2190,4,1,1,4,3,1,4,12.81940062617343,-12.792669863935346,-9.184227435031898,11.495049726931548,11.721904103245972,-12.308038697094434,11.70264633369025
2191,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,12.702614295426104,11.674465695426516
2192,4,3,1,4,1,4,1,11.908993555603534,10.308770790032698,-12.092851280055864,11.976222768434127,-11.976222768434127,13.9588979542029,-13.776724793371045
2193,1,0,0,0,0,0,0,-12.936526502104375,0.0,0.0,0.0,0.0,0.0,0.0
2195,1,1,4,4,3,2,1,-12.191914369834745,-11.190543553065622,11.426395589026798,13.088636144770547,12.326626771913586,-13.283675129858594,-12.243695837424081
2196,3,3,1,1,4,2,1,10.40061302067365,12.536171493463973,-12.93367326366076,-11.062484270098409,12.187063007376807,-10.49251032047001,-11.924550470010692
2197,3,2,4,2,2,2,2,12.1199428149937,-12.13473160505259,13.782734338735558,-13.249052008353678,-12.461433886694852,-11.231550712161273,-11.40292991425618
2198,4,1,0,4,1,4,2,10.188415330506526,-10.188415330506526,0.0,12.984278066521064,-12.984278066521064,12.116804388548195,-11.725071852490082
2199,1,0,0,0,4,3,1,-13.292589160644475,0.0,0.0,0.0,12.408858844205811,12.711399519594513,-13.264672614827898
2200,1,4,3,1,0,4,2,-11.963644065873535,12.423242895158785,12.077954208900252,-12.958572960950312,0.0,11.978019115130513,-10.821594887852978
2201,0,0,4,1,0,0,0,0.0,0.0,12.184075498042839,-12.184075498042839,0.0,0.0,0.0
2202,4,3,1,4,3,3,1,12.091005398171102,12.484499548897467,-13.000128505671576,12.59560089356677,11.861228493102077,13.425238880192696,-13.92328271234357
2203,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,1,0,4,4,3,2,1,-12.3872259363887,0.0,10.0501838386043,11.101037424397122,12.221545476673342,-10.549586166236091,-12.342978811446237
2205,1,4,1,4,4,1,3,-12.291639893749887,12.259904503272654,-12.259904503272654,11.323903371068647,13.895546416804493,-13.768285143160618,12.530875918530528
2206,2,1,0,0,0,0,4,-11.939632304656772,-11.64137225663188,0.0,0.0,0.0,0.0,12.61420063576166
2207,4,4,3,1,2,4,3,11.637331882700558,13.173667739576812,13.575021813230142,-14.044372744348555,-10.994113565622678,13.2417556187386,11.902089715155274
2208,1,4,1,0,0,4,1,-12.367699596294006,12.285222192808009,-12.285222192808009,0.0,0.0,11.524871524334143,-11.524871524334143
2209,1,3,2,2,1,0,0,-13.734016978035754,13.831307507125251,-13.247071853933356,-13.203206790112255,-12.577305117671182,0.0,0.0
2210,0,4,1,0,0,0,0,0.0,12.649863894878363,-12.649863894878363,0.0,0.0,0.0,0.0
2211,1,0,0,0,0,4,1,-8.341642652377352,0.0,0.0,0.0,0.0,13.219350038428962,-13.219350038428962
2212,0,4,1,0,0,4,1,0.0,9.184227435031898,-9.184227435031898,0.0,0.0,9.982678674528344,-9.982678674528344
2213,1,0,0,0,0,4,1,-9.309078871840306,0.0,0.0,0.0,0.0,11.66903998851352,-11.66903998851352
2214,1,3,3,1,3,1,0,-13.655573703487882,12.03714139417827,13.361738666690362,-13.566666598125778,11.331392318331055,-12.461573393318785,0.0
2215,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,0,0,4,1,4,4,3,0.0,0.0,12.81771955256523,-12.81771955256523,11.00391174322835,11.994176226282034,12.13439066371326
2217,2,3,2,3,3,2,3,7.856109763169608,10.648496968260325,-11.94078780623997,10.682166042204052,12.009181882757359,-12.402505280196024,12.225408026334442
2218,4,4,2,2,3,3,1,12.285172526134383,13.3102386791366,9.941730186846122,-12.371204838184159,11.926311837639433,14.245068554489434,-14.514333505056754
2219,1,4,2,4,1,4,4,-12.424727353729471,13.0171068041582,-12.456082881537691,13.858026521370576,-14.027934278646237,10.878739359898233,13.35588308109159
2220,0,0,0,4,1,0,0,0.0,0.0,0.0,12.348741763961689,-12.348741763961689,0.0,0.0
2221,4,2,3,4,2,1,3,12.731881495814898,-11.811348710902937,12.024360686568967,14.616435043934144,-13.450391128940165,-14.327070698360423,10.773814311408204
2222,0,4,4,1,1,4,1,0.0,10.957209552329713,12.580899430324717,-12.472744894020815,-11.375862498319352,11.475546957385287,-11.475546957385287
2223,2,2,1,0,4,4,2,-13.052538569063817,-12.366701743693488,-12.585140385906934,0.0,13.545984786354818,14.493407583737568,-13.837317159732445
2224,1,4,3,2,3,2,4,-12.642088471777893,12.889536064472122,13.228555500352206,-13.233488009740412,11.692363919107523,-12.73632314934714,14.41256495007425
2225,4,1,4,2,1,4,3,13.157024211842138,-13.157024211842138,12.164471815799796,-11.56896232920887,-11.363123619580419,11.626963716860223,11.07134260340065
2226,1,2,3,1,0,4,1,-14.258197810053002,-8.836150490088732,12.130549066298057,-12.724568110397,0.0,13.384980739286625,-13.376538819750378
2227,4,1,0,0,0,4,3,12.057104039934863,-12.057104039934863,0.0,0.0,0.0,12.310889822493005,12.425698779309402
2228,3,3,2,3,3,1,3,12.518131344034607,10.401015088988098,-12.499306302094338,12.710790948344302,10.879982673017643,-13.19601104905703,12.640415487496442
2229,4,1,4,1,0,4,1,12.482167330497226,-12.633423038775344,11.80800602215774,-11.80800602215774,0.0,12.648126280558948,-12.511151076859573
2230,4,4,1,4,3,1,3,12.650324794921383,13.971105427448707,-14.160215306166371,13.646534854489964,12.517974991712455,-13.74162085304834,13.131356548811631
2231,3,1,1,0,4,3,1,11.42997934643749,-13.21582668431498,-12.337577187508606,0.0,12.259165946776706,12.077239012128322,-12.865478557565678
2232,1,4,2,2,1,0,4,-9.571422228867911,12.4293219168475,-11.455271506636064,-11.539112091117628,-10.877623063797632,0.0,11.900175826447585
2233,2,3,1,4,1,4,1,-13.069821937582013,10.0874466353025,-12.821099423254447,12.886938694078975,-12.817264562092594,13.185444204887988,-12.95943572154648
2234,1,3,4,2,1,2,3,-13.822381312661353,11.103854295356413,14.147794528809628,-13.87286024752682,-12.954058499906587,-8.992283510426208,10.906172910845422
2235,1,2,4,2,3,2,1,-14.02842445685296,-10.627485730904906,13.218199793678648,-11.932712576734913,12.151266741795133,-12.42891691447408,-12.813321964618616
2236,1,0,4,4,2,1,4,-14.008059375812511,0.0,8.440918622499657,13.452764380243481,-12.975534111220883,-12.50125822737575,12.947159343457793
2237,1,3,1,0,0,0,0,-13.647197509907002,9.961512091420522,-11.977339078574484,0.0,0.0,0.0,0.0
2238,2,1,3,1,4,3,1,-12.054722076843126,-13.825112815214913,12.005431228416198,-12.959663589965986,12.870817923642583,13.376617349679016,-13.848507797238423
2239,4,3,2,3,2,3,1,12.523767404727984,9.832998165596567,-11.482500953040619,10.695958959659373,-10.131150213047198,10.938314856799197,-12.512755152331886
2240,1,0,0,4,1,0,4,-12.097086754301355,0.0,0.0,12.289611504808203,-12.289611504808203,0.0,11.065386984277986
2241,4,3,1,4,1,0,0,11.673120680115062,11.763156610486785,-12.412294724122162,10.264534562723304,-10.264534562723304,0.0,0.0
2242,3,1,0,4,4,1,0,11.514783773051517,-11.879879160809175,0.0,12.170050823410147,13.312428793197936,-13.58934645033034,0.0
2243,4,1,0,4,1,0,4,10.88154370917551,-10.88154370917551,0.0,11.375862498319352,-11.375862498319352,0.0,13.369319386662157
2244,2,1,4,1,4,3,3,-13.71590180919732,-13.804335193603299,13.553053216383162,-13.553053216383162,14.104482796095715,8.250126207775553,13.668479792471285
2245,4,1,4,1,0,4,1,11.673120680115062,-11.673120680115062,11.721622079662403,-11.721622079662403,0.0,12.049501087256862,-12.049501087256862
2246,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,1,2,3,3,1,4,2,-13.650985389592838,-11.088805008079895,12.186201157515734,11.893058607213291,-13.277846903960965,12.293190325794418,-11.337172965044003
2249,4,4,2,1,4,1,4,11.673120680115062,13.64688530417302,-13.206298845257479,-12.944241189444009,12.095726718915097,-12.095726718915097,12.955074933282186
2250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,3,1,0,4,1,0,0,9.914870244677328,-11.055204205790773,0.0,12.488295090062062,-12.488295090062062,0.0,0.0
2252,4,1,0,0,0,0,0,11.59177576267564,-11.59177576267564,0.0,0.0,0.0,0.0,0.0
2253,4,1,4,1,0,0,4,11.309730519304964,-11.309730519304964,11.065386984277986,-11.065386984277986,0.0,0.0,11.52262262076861
2254,4,3,3,2,2,2,3,13.01344661600103,12.846888538416202,13.211887260136468,-12.849029833215656,-10.680742848562765,-12.995092750167538,13.234756107756217
2255,0,4,1,4,2,1,3,0.0,9.289577686068375,-9.289577686068375,11.437230762016624,-10.021953275578117,-10.991577052706646,10.138776929667396
2256,2,3,3,3,2,3,2,-12.233044749801353,11.825437578451307,13.358552084479426,11.305029507342866,-13.142083872574748,13.494556495721502,-13.948887972524526
2257,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,11.583265151997324,-11.583265151997324,12.58384090077142
2258,4,3,2,1,4,2,1,12.377914168656105,13.053880504879332,-13.067469755059495,-12.350647913609478,13.028002704236917,-12.304315154011208,-12.238255871660684
2259,4,2,2,4,1,2,4,13.377018603261037,-12.917370911212496,-11.968317976821874,13.234742271434994,-13.322286326113401,-10.803074160174495,14.724428357756151
2260,4,1,3,2,1,0,4,12.809394206761777,-12.479193910176397,11.363897344677682,-10.479190690058465,-11.94088362832172,0.0,12.355924947936908
2261,2,1,0,0,0,0,0,-11.769049732166792,-11.831724460723986,0.0,0.0,0.0,0.0,0.0
2262,4,1,4,3,1,4,1,11.90559379159686,-11.689412577154014,11.544586371623218,9.616092622607114,-11.89826173713094,12.11086968556927,-12.11086968556927
2263,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,0,4,1,0,0,0,0,0.0,13.660452154775909,-13.660452154775909,0.0,0.0,0.0,0.0
2265,4,3,1,0,0,4,1,9.123776037475904,7.411463399251467,-9.289577686068375,0.0,0.0,9.384879467467773,-9.384879467467773
2266,3,1,3,3,1,3,3,13.13791812708941,-15.098314972172119,12.120330261734937,13.680694430309915,-13.923003182940558,12.773176185808126,-9.46738980699944
2267,0,0,4,1,0,0,0,0.0,0.0,11.2007263518211,-11.2007263518211,0.0,0.0,0.0
2268,4,3,3,1,4,3,3,10.863519639439106,9.342467969222056,11.041634934188838,-11.82848440259486,11.902493034889192,11.719598678816288,12.20608506393724
2269,1,4,2,2,2,4,1,-13.705325589325094,13.30737083463107,-12.10383113325048,-11.95139356253468,-12.134809728382136,13.099847845367242,-13.27017751556834
2270,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,2,2,1,4,1,3,2,-12.811993598531966,-12.254581923629692,-11.285480585773279,13.330211395990057,-13.16746548008106,8.145071869176059,-10.116478407888634
2273,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,1,4,1,2,2,3,3,-11.311830936563231,14.644079461233131,-14.482289252326995,-12.099863227755579,-9.88592205897809,12.230557042109984,12.53909845731534
2275,1,3,2,1,4,3,2,-12.50250329267787,11.598519097308184,-11.562907360648966,-11.065386984277986,12.702036834366954,12.463431501177752,-11.953310465610608
2276,3,4,1,4,2,3,1,7.851704931246937,12.626656433343918,-12.81540726909952,12.502755110236974,-10.733904727320914,11.617664140207532,-12.719597016810336
2277,2,1,4,2,2,2,3,-10.797983787466567,-12.863408484937487,13.789286406694572,-11.754025822523394,-12.569956476760256,-10.608046226940209,12.77624601351479
2278,1,4,1,4,1,0,0,-12.641196015881512,12.93598144711972,-12.93598144711972,13.409978874818739,-13.409978874818739,0.0,0.0
2279,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,4,3,1,0,4,1,0,12.52276580572693,12.051358159714042,-13.007731605401785,0.0,12.704936428887091,-12.704936428887091,0.0
2281,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.733744800768163,-11.733744800768163,0.0
2282,0,4,1,0,0,0,0,0.0,9.289577686068375,-9.289577686068375,0.0,0.0,0.0,0.0
2283,4,1,0,0,4,4,1,8.430737893123014,-8.430737893123014,0.0,0.0,9.123776037475904,11.38785804046327,-11.48672014264053
2284,1,4,3,3,2,3,1,-11.79390247005046,12.201840985565289,12.531760120246377,13.224663966196793,-13.33488383882698,13.181590703334395,-13.485432268818137
2285,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,1,3,1,3,4,2,2,-12.805613219799396,12.03148348615667,-12.561416263801876,7.242748074319037,12.86875785450407,-12.518486301342621,-11.056317910693085
2287,1,3,3,3,2,3,1,-14.326045402677373,12.050864996955372,13.302467049299262,13.424918469508588,-13.5575097004134,14.305124361655647,-14.858848063953747
2288,0,4,1,1,0,4,4,0.0,13.860872124206445,-13.84115867459844,-9.924626392235453,0.0,10.68822499308706,13.274729535247863
2289,1,0,4,1,4,1,4,-10.669988054993436,0.0,11.601958607653373,-11.601958607653373,12.678017669478379,-12.608113986697301,13.664202897031991
2290,3,1,4,3,1,4,1,14.276900843539192,-14.63214873091523,15.054250032894926,13.977405565544004,-15.131303981119329,16.292082715336928,-16.25883171561565
2291,4,1,0,0,0,0,0,11.673120680115062,-11.673120680115062,0.0,0.0,0.0,0.0,0.0
2292,4,1,4,1,4,1,4,9.123776037475904,-9.123776037475904,11.52262262076861,-11.406872001701288,12.339999742632012,-12.387137869488113,10.198597888144757
2293,2,1,4,2,3,3,3,-12.62809276792174,-12.733727013657303,13.246752451004742,-12.839128029061483,11.170884695204464,12.179869322218986,13.094211023077593
2294,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,4,4,2,3,1,4,1,10.235560377193895,11.901362571354523,-10.14479224739372,10.380419441457686,-12.112354141951336,12.212651847678071,-12.212651847678071
2296,0,4,1,1,4,1,0,0.0,11.356359754152052,-11.140783770763283,-9.716125852830293,10.898637823855646,-10.898637823855646,0.0
2297,4,1,0,0,0,0,0,13.975698105282625,-13.975698105282625,0.0,0.0,0.0,0.0,0.0
2298,4,2,1,1,0,4,1,11.834387558807787,-9.620214370196365,-11.611349967510543,-9.434034479601976,0.0,11.66903998851352,-11.66903998851352
2299,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.650485542487436,-10.650485542487436
2300,1,3,3,3,1,1,3,-15.672334887679117,14.213213004495744,15.033676471615635,14.859584193920366,-15.790970512291045,-14.585633722299049,14.038695110035913
2301,3,1,3,4,1,4,2,13.421567788251952,-14.243148070612095,12.21561984308157,13.673007756108724,-13.977847465602897,13.080065660085586,-12.568778653601704
2302,1,3,4,3,2,2,2,-13.630387508330477,12.182041429021776,13.972837308274169,12.9355581260585,-14.12584699340794,-10.635930378251487,-12.814133620772324
2303,1,3,3,2,4,3,1,-12.219030766015827,10.866088390816948,10.816039154838872,-11.279014302300562,12.47313581776385,12.55887503536429,-13.202516841650795
2304,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.946867044248142
2305,4,4,1,0,0,0,0,9.123776037475904,11.24292307965048,-11.356359754152052,0.0,0.0,0.0,0.0
2306,3,3,1,4,1,0,4,11.754212940365326,10.489114918866793,-12.745804895143616,11.553953847999324,-11.553953847999324,0.0,9.827051081684475
2307,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,2,1,4,1,1,4,1,-12.708592198214198,-13.641863350988846,14.605061671228473,-14.443095336927241,-12.401169425154276,13.940777092472016,-13.789872699517476
2310,4,3,1,2,1,4,1,13.59198724309313,13.331057711612546,-13.80655576617811,-12.550622244829695,-11.551792903317684,13.544291598986058,-13.593443527642425
2311,4,4,1,1,4,1,0,11.309730519304964,14.674026283836602,-14.679061548010546,-11.151962186636826,11.733744800768163,-11.733744800768163,0.0
2312,1,1,4,1,3,4,2,-13.498895293950513,-12.599699555182628,13.420397505334725,-13.190226891210562,11.475788206284715,13.865755641807791,-13.274257237956581
2313,4,2,2,4,2,1,4,13.929648071412133,-13.701665046646346,-12.05948676781907,13.855840292462753,-13.56420971426128,-13.063579619387708,12.309405137262734
2314,0,0,4,1,0,4,2,0.0,0.0,12.119537317652165,-12.119537317652165,0.0,11.571877112979099,-11.268067121640604
2315,2,1,4,1,4,2,2,-9.635096996041254,-12.04430436837967,13.113159698715478,-13.072117726997066,13.741453275617667,-13.22897112730361,-11.481943706615498
2316,3,1,4,1,4,1,0,10.591085912768872,-11.835052226663118,12.535050907949303,-12.535050907949303,10.898637823855646,-10.898637823855646,0.0
2317,4,1,0,0,0,0,0,13.02604581997477,-13.02604581997477,0.0,0.0,0.0,0.0,0.0
2318,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,2,3,1,4,2,3,1,-13.484220867313349,10.632573825077285,-13.128939599220605,12.289611504808203,-11.010907682400326,10.13083602382054,-12.111762139446482
2320,4,2,1,4,4,1,1,10.733126712383548,-10.296016337329922,-9.695011999680302,10.002180752394679,12.971255978258093,-13.016528323573805,-7.6805092336406275
2321,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,11.982439660938748,-11.982439660938748,11.767902465152325
2322,4,1,0,0,0,0,0,9.123776037475904,-9.123776037475904,0.0,0.0,0.0,0.0,0.0
2323,1,0,4,1,4,1,0,-12.277354002544955,0.0,11.758526342524826,-11.758526342524826,12.576827561042887,-12.576827561042887,0.0
2324,4,1,4,1,4,2,2,12.179558320110365,-12.179558320110365,11.835218385824453,-11.835218385824453,12.676300199106219,-10.637458065351996,-11.310156707918392
2325,0,4,2,3,1,1,0,0.0,11.66903998851352,-8.933969872719006,11.9965546372295,-12.24641923282502,-11.055204205790773,0.0
2326,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,1,4,1,2,4,1,4,-12.422507605920037,12.168688947502412,-11.961023280758257,-9.052184651093679,13.277711767810837,-13.323873577292051,11.765026856443185
2328,0,0,4,1,3,1,0,0.0,0.0,13.372584950092474,-13.355598138159323,9.898659597627118,-10.332659888131515,0.0
2329,2,2,2,1,4,4,2,-11.525732993706438,-12.440918645625256,-11.700555627072875,-11.996710923526228,12.477183612844238,13.511796916896197,-13.507568328626045
2330,2,1,4,1,0,0,0,-12.566713553996934,-12.057529659944716,13.334341315882348,-13.334341315882348,0.0,0.0,0.0
2331,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.347307673437882,-10.347307673437882
2332,4,1,0,0,0,0,0,10.047969165379607,-10.047969165379607,0.0,0.0,0.0,0.0,0.0
2333,1,4,1,1,4,3,2,-14.604577371022376,13.26403403431672,-12.970057656536126,-11.826301637699935,12.74872405223503,11.23105671980365,-12.446661303495857
2334,2,3,1,2,4,2,1,-11.903025184047326,13.19024686959471,-13.529358762488721,-11.046466649145616,13.238350621994098,-13.050514872596652,-11.990852713378313
2335,3,2,3,2,2,3,2,12.903343423614235,-12.604758060147839,13.294559550775663,-13.325768703166919,-11.830160462696153,12.799174391784367,-12.275909342790515
