CUSTNO,Monetary_교육문화/아동_중가_증감여부_q2_q1,Monetary_교육문화/아동_중가_증감여부_q3_q2,Monetary_교육문화/아동_중가_증감여부_q4_q3,Monetary_교육문화/아동_중가_증감여부_q5_q4,Monetary_교육문화/아동_중가_증감여부_q6_q5,Monetary_교육문화/아동_중가_증감여부_q7_q6,Monetary_교육문화/아동_중가_증감여부_q8_q7,Monetary_교육문화/아동_중가_q2_q1_로그변환,Monetary_교육문화/아동_중가_q3_q2_로그변환,Monetary_교육문화/아동_중가_q4_q3_로그변환,Monetary_교육문화/아동_중가_q5_q4_로그변환,Monetary_교육문화/아동_중가_q6_q5_로그변환,Monetary_교육문화/아동_중가_q7_q6_로그변환,Monetary_교육문화/아동_중가_q8_q7_로그변환
2442,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,4,1,0,0,0,0,0,12.099894317580748,-12.099894317580748,0.0,0.0,0.0,0.0,0.0
2444,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.106278386895038,-11.106278386895038
2448,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,3,1,3,4,1,0,4,12.398295381987673,-13.06823723494264,10.723469153386745,12.40784759628923,-12.705480777549617,0.0,12.153009028413713
2452,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.442034842422502
2453,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,1,0,0,0,0,0,0,-9.408266581822215,0.0,0.0,0.0,0.0,0.0,0.0
2455,4,3,1,0,4,1,0,10.801907364328754,8.769524944301631,-10.92501189264561,0.0,10.915880384911272,-10.915880384911272,0.0
2456,1,4,1,4,1,4,1,-10.730019281025019,11.06874104202488,-10.902826432957843,11.624113155246077,-11.57817482925113,11.502469962428348,-11.362951630286316
2457,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,11.089471523116591,-10.27605357918072
2458,4,2,2,3,1,4,2,13.832724889793298,-12.866281159655818,-12.449214479509726,12.888703764265813,-13.602508556333728,13.233138382285102,-10.510249101392084
2459,0,0,4,1,1,4,1,0.0,0.0,9.233305782856679,-8.792290226275895,-8.202487737119064,9.355833321684651,-9.355833321684651
2460,2,4,3,4,2,2,2,-11.695276366630994,12.22657499540842,12.03591152633089,13.946893713788318,-13.350994871746689,-12.36373088595464,-12.554459393582333
2461,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,1,0,0,4,1,0,0,-11.634364770427682,0.0,0.0,12.62894381784114,-12.62894381784114,0.0,0.0
2463,0,0,4,1,0,0,0,0.0,0.0,10.252391439434652,-10.252391439434652,0.0,0.0,0.0
2464,1,3,1,4,1,4,1,-12.954241030271888,9.020536722823914,-10.559359546908977,10.37778361772417,-10.482030698194615,12.227488438125372,-11.824788495936575
2465,4,2,1,1,4,2,4,13.466967917607127,-12.625781094178665,-13.093199203717278,-12.33781403338719,13.51382340734838,-13.010407356276469,13.857092242220341
2466,4,1,1,0,0,0,0,10.110790513352825,-9.648286328316363,-9.117445575552965,0.0,0.0,0.0,0.0
2467,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,0,0,4,2,1,0,0,0.0,0.0,10.169339735978397,-9.393998989565084,-9.552211491877626,0.0,0.0
2470,0,0,0,4,1,0,0,0.0,0.0,0.0,8.741370076688414,-8.741370076688414,0.0,0.0
2471,4,1,1,4,1,3,3,12.189985614982225,-12.300455277270032,-10.777048913937756,12.204709043845666,-12.02360685813192,10.376650245163182,8.871464416028344
2472,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,0,0,4,1,4,3,1,0.0,0.0,11.365905688486583,-11.365905688486583,11.326710916110512,9.437517084191896,-11.331516075241929
2474,1,0,0,4,1,0,0,-9.758911234459193,0.0,0.0,12.085254839096157,-12.085254839096157,0.0,0.0
2475,0,4,1,0,0,0,0,0.0,8.2872392729163,-8.2872392729163,0.0,0.0,0.0,0.0
2476,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,0,0,0,4,1,0,0,0.0,0.0,0.0,11.183571165330036,-11.183571165330036,0.0,0.0
2478,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,4,2,1,0,4,1,4,11.374366089574574,-10.661248537421086,-10.700820787628698,0.0,9.786310045813329,-9.786310045813329,10.934939061611137
2481,0,0,4,1,0,0,0,0.0,0.0,9.78331077177053,-9.78331077177053,0.0,0.0,0.0
2482,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.38064152911964
2483,4,2,2,2,4,1,4,11.084035867529002,-10.428678998549097,-9.209670132804781,-9.295642708624941,11.964476270828015,-12.00973091032538,11.448798156046259
2484,1,1,4,1,4,1,4,-13.140479752507428,-12.475993000891425,14.202732633246486,-14.159444398718072,12.254906402827245,-12.515053963633141,12.96010792207767
2485,1,4,1,1,0,0,0,-9.25512698662915,12.294325295720448,-11.790543775100376,-11.367386056521264,0.0,0.0,0.0
2486,3,3,2,4,1,1,4,7.110760733000887,9.309206884679393,-9.340256429077723,11.572075627111161,-11.361885987827788,-9.906393735123364,10.041795411524669
2487,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,4,1,1,4,1,0,0,11.268040782901354,-11.202327925142988,-10.659999731709707,10.546241217606969,-10.546241217606969,0.0,0.0
2489,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,2,3,2,3,1,0,0,-10.057004680923857,9.816293731449223,-9.557946299853963,10.317210253095526,-10.958617883596341,0.0,0.0
2491,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,0,4,1,4,1,0,0,0.0,8.449720445440898,-8.449720445440898,12.085254839096157,-12.085254839096157,0.0,0.0
2493,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,0,4,4,1,0,0,0,0.0,11.070560850392448,12.305297941552059,-12.560642787255391,0.0,0.0,0.0
2495,4,1,4,1,0,0,0,10.689144331097104,-10.689144331097104,11.29160865819851,-11.29160865819851,0.0,0.0,0.0
2496,1,2,3,3,3,1,4,-13.740459935175743,-11.667218124161367,12.875086113111175,14.011370611886186,13.343549793278516,-14.829473352879768,14.512301510231657
2497,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,0,0,4,1,0,4,4,0.0,0.0,9.456429788054125,-9.456429788054125,0.0,9.078229251775188,10.7414461423638
2500,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,0,4,1,0,0,0,0,0.0,11.924967237584257,-11.924967237584257,0.0,0.0,0.0,0.0
2502,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,1,0,0,0,0,0,0,-12.145186851608177,0.0,0.0,0.0,0.0,0.0,0.0
2504,0,0,4,1,4,3,3,0.0,0.0,12.054592752652793,-12.054592752652793,11.725722736891818,10.92478530835729,11.645598949983395
2505,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.449741324636285
2506,1,0,0,0,0,4,1,-11.377775875704254,0.0,0.0,0.0,0.0,13.188772254294483,-13.188772254294483
2507,1,0,4,1,4,1,0,-9.728329605417615,0.0,13.13585586526588,-13.13585586526588,12.500952295217642,-12.500952295217642,0.0
2508,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2509,1,4,1,4,1,0,0,-9.588576598760424,9.956405210016467,-9.956405210016467,10.643341615020544,-10.643341615020544,0.0,0.0
2510,4,4,1,0,0,0,0,9.42169166693721,11.543123453328473,-11.656318370134882,0.0,0.0,0.0,0.0
2511,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,1,0,0,0,4,1,4,-11.347854543530827,0.0,0.0,0.0,9.55270998819327,-9.55270998819327,10.214073952984947
2514,0,4,1,0,0,0,4,0.0,12.310240678747697,-12.310240678747697,0.0,0.0,0.0,10.737307164810467
2515,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,2,1,4,1,0,0,0,-11.180513327353685,-11.793729422130786,12.844128602692342,-12.844128602692342,0.0,0.0,0.0
2518,1,0,0,0,0,4,1,-9.211313766105809,0.0,0.0,0.0,0.0,9.687942722174366,-9.687942722174366
2519,0,0,4,1,0,0,4,0.0,0.0,8.337775936397264,-8.337775936397264,0.0,0.0,8.523452521373374
2520,4,1,4,1,0,0,4,10.533494859864096,-10.533494859864096,9.328607078109837,-9.328607078109837,0.0,0.0,10.516481120376591
2521,1,0,4,1,0,0,4,-14.652206021917065,0.0,11.658461799804194,-11.658461799804194,0.0,0.0,12.170963218146381
2522,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,1,1,0,4,1,1,0,-12.319503180428738,-12.021041834222194,0.0,11.4532630663709,-11.23099362595383,-9.840374308345053,0.0
2524,4,1,0,0,0,0,0,8.090111141542083,-8.090111141542083,0.0,0.0,0.0,0.0,0.0
2525,4,3,1,1,4,1,1,9.87146326508602,8.549536501715702,-9.916896003809514,-8.357973857623756,12.600334360480678,-12.239622566683405,-11.405729109309313
2526,0,0,4,3,1,1,0,0.0,0.0,11.653584864991991,11.27753944659534,-12.166044259564401,-7.589535094974427,0.0
2527,4,1,4,1,1,4,4,10.574736742462395,-10.574736742462395,12.98787753100362,-12.557210344232727,-11.937846983314735,10.930046425837322,11.800541278607673
2528,0,0,0,4,1,2,1,0.0,0.0,0.0,10.172755130773224,-9.762803315918022,-6.214595574993777,-9.024834734967992
2529,4,1,0,0,4,1,0,10.040077966383476,-10.040077966383476,0.0,0.0,10.942453659945176,-10.942453659945176,0.0
2530,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.095492936607235
2531,1,4,1,0,4,1,1,-11.912791485032795,8.821217598220946,-8.821217598220946,0.0,11.725003576908366,-11.70303002411412,-7.896493339263436
2532,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,9.866624361013178,-9.250428311636792
2534,4,1,4,3,1,3,3,12.912285570336843,-12.912285570336843,12.286348690436498,10.400232490244369,-12.09611524054071,10.513168807188475,9.287830729196251
2535,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,0,4,1,0,0,0,0,0.0,9.104543595841086,-9.104543595841086,0.0,0.0,0.0,0.0
2538,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,0,4,1,0,4,1,0,0.0,8.56747970745685,-8.56747970745685,0.0,8.95013553207523,-8.95013553207523,0.0
2540,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,1,1,0,0,4,1,0,-9.978066231567256,-9.445406296311365,0.0,0.0,10.903233654432254,-10.903233654432254,0.0
2542,0,4,1,0,0,0,0,0.0,9.090156469396312,-9.090156469396312,0.0,0.0,0.0,0.0
2543,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,2,3,3,2,1,4,2,-9.897847736817551,10.88219079736751,12.193575193545295,-11.86233482268246,-12.066729764634962,11.799511542103271,-10.309656904495702
2545,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,0,4,1,4,1,0,0,0.0,10.847421190028461,-10.847421190028461,11.235805337808452,-11.235805337808452,0.0,0.0
2547,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,0,0,0,4,1,0,0,0.0,0.0,0.0,13.22602086154812,-13.22602086154812,0.0,0.0
2549,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,1,4,3,2,3,2,2,-12.652361027040634,11.564669346222507,10.57479681308307,-10.45287870329159,11.58620148513449,-11.581470464257483,-10.970234707351693
2552,4,1,4,1,0,4,1,10.971740341610282,-10.971740341610282,11.321993021410904,-11.321993021410904,0.0,10.70868434764158,-10.70868434764158
2553,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.994857566570605,-8.994857566570605
2554,1,4,4,1,4,3,2,-11.925501228712443,11.885112162986355,13.404642453913864,-13.602519998087908,11.866743514523586,10.411762024974678,-10.892225829265309
2555,3,2,3,1,4,1,4,9.340013651950791,-3.374131476223247,8.361310114622942,-10.38328345671612,10.55946966346211,-10.55946966346211,11.518148154166187
2556,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,3,2,3,1,1,4,3,12.549955087498239,-8.77548327623232,11.10158525946138,-13.20888530546449,-10.490437885376174,10.172311274697305,9.939193508718402
2558,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.360601406319976
2559,1,0,0,0,0,0,0,-11.783197385629391,0.0,0.0,0.0,0.0,0.0,0.0
2560,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,1,0,0,0,0,0,0,-7.132571298972037,0.0,0.0,0.0,0.0,0.0,0.0
2563,1,4,2,2,1,0,0,-8.291259957036521,10.10777530114972,-9.371087708916418,-8.1637144228844,-9.135609801855598,0.0,0.0
2564,0,0,4,1,4,4,1,0.0,0.0,10.30368297016832,-9.926184643043246,10.210277028319512,12.169289698269587,-12.204205506539274
2565,1,4,1,0,0,0,0,-11.734447385513066,9.953631414864025,-9.953631414864025,0.0,0.0,0.0,0.0
2566,1,0,0,0,0,4,1,-12.03098529757441,0.0,0.0,0.0,0.0,12.383784262618398,-12.383784262618398
2567,4,1,1,4,1,2,1,10.191756415096153,-10.02283554910244,-8.330400809158643,10.50196507191087,-10.087244450116954,-7.135403305427388,-8.829924802074535
2568,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,4,3,1,0,0,0,0,9.786310045813329,9.529130364397787,-10.359080671303415,0.0,0.0,0.0,0.0
2570,0,0,4,1,0,0,0,0.0,0.0,10.704363736533065,-10.704363736533065,0.0,0.0,0.0
2571,4,2,2,3,3,3,2,11.750000652195205,-11.171081428022937,-10.209575930454553,11.075294946460955,9.900249618615852,9.78622242106424,-10.996187317550927
2572,1,0,0,0,0,0,4,-8.80589860810409,0.0,0.0,0.0,0.0,0.0,11.450608938431282
2573,2,1,4,2,1,0,0,-10.409081573294067,-11.923053302111327,11.024983807410957,-10.333225886695635,-10.330478058297603,0.0,0.0
2574,1,0,0,0,0,0,0,-12.413286629195811,0.0,0.0,0.0,0.0,0.0,0.0
2575,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,4,1,4,2,1,4,3,9.881615115063749,-9.881615115063749,10.170646021856394,-8.590009986405585,-9.940218689588761,9.548190083787892,9.81911931706323
2577,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,0,4,1,0,0,0,0,0.0,9.531384174458035,-9.531384174458035,0.0,0.0,0.0,0.0
2579,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,7.874522700197026,-7.874522700197026
2580,3,1,1,4,3,4,1,12.303363932465542,-12.974417952572669,-11.833819231349029,9.25213176450976,8.134464209162966,11.298158407095313,-11.456436506477433
2581,1,1,4,2,3,2,1,-12.998072350091647,-12.508885935002816,11.6536234309413,-10.763284543339793,9.79793200515219,-10.089480634082086,-11.539080292605366
2582,2,1,0,0,0,0,0,-9.125036213189652,-9.634203567030635,0.0,0.0,0.0,0.0,0.0
2583,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,2,1,1,0,4,4,1,-8.12125666196786,-11.02169542260728,-8.226630382751285,0.0,7.484230768416773,8.954545274278896,-9.16133505656903
2585,0,0,0,4,1,0,4,0.0,0.0,0.0,10.687143215142237,-10.687143215142237,0.0,9.051003771797445
2586,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.24358911702053,-11.24358911702053,0.0
2588,4,2,1,0,0,0,0,9.603999732146033,-8.052627564243869,-9.365882792941793,0.0,0.0,0.0,0.0
2589,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,0,4,1,4,1,0,0,0.0,10.800902100808056,-10.800902100808056,11.174837607297263,-11.174837607297263,0.0,0.0
2591,0,0,0,4,1,0,0,0.0,0.0,0.0,10.481704449275977,-10.481704449275977,0.0,0.0
2592,4,1,3,4,2,2,2,13.120674781732134,-13.093148813721902,10.246712966528895,13.388696452974733,-13.006887365784808,-12.18321315657299,-10.780547526912711
2593,0,0,4,1,0,0,0,0.0,0.0,11.878207053623289,-11.878207053623289,0.0,0.0,0.0
2594,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.442034842422502
2597,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,0,0,0,0,4,3,3,0.0,0.0,0.0,0.0,14.585706627470687,14.147218341986267,15.093837057710504
2599,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.784095327934146,-10.784095327934146
2600,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,1,0,0,0,0,0,0,-8.903465005031508,0.0,0.0,0.0,0.0,0.0,0.0
2604,1,0,0,0,0,0,0,-12.181366319367317,0.0,0.0,0.0,0.0,0.0,0.0
2605,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2606,0,4,1,4,1,0,0,0.0,8.629921207318645,-8.629921207318645,9.657564903112613,-9.657564903112613,0.0,0.0
2607,1,0,0,0,4,1,0,-11.544580298524345,0.0,0.0,0.0,9.27552189864462,-9.27552189864462,0.0
2608,0,0,4,4,4,4,2,0.0,0.0,9.734042570477342,11.52270409610062,11.954227146073631,13.199554346790828,-13.049971830611033
2609,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,0,4,1,0,0,4,1,0.0,10.94685324562234,-10.94685324562234,0.0,0.0,10.274090270881205,-10.274090270881205
2611,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,0,4,1,4,4,1,4,0.0,10.995054518576199,-10.995054518576199,7.774046799445083,9.763527802771852,-9.891664939860423,11.350980212461902
2613,4,1,0,0,0,0,4,10.294443044578934,-10.294443044578934,0.0,0.0,0.0,0.0,11.439660041112155
2614,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2615,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2616,1,3,2,3,1,4,1,-13.388181277065511,11.046323164936819,-11.649332657608785,11.897461557227906,-12.529799653253983,11.377229515781627,-11.282043767907686
2617,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,0,4,1,0,0,0,0,0.0,9.309317423165025,-9.309317423165025,0.0,0.0,0.0,0.0
2619,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620,3,3,3,3,2,1,1,10.379976856147147,10.064543284140717,10.357538744193702,10.136959678003524,-11.098850684017084,-11.096797652565385,-9.872666362953712
2622,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,7.064067759065415,-7.064067759065415
2623,1,4,3,1,2,4,2,-10.66995343350704,10.485079306161587,10.623633053052348,-10.957290148895563,-9.572405530490183,9.981402296786838,-9.561684564883834
2624,4,1,0,0,0,0,0,10.55946966346211,-10.55946966346211,0.0,0.0,0.0,0.0,0.0
2625,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,0,0,4,1,0,0,0,0.0,0.0,10.360601406319976,-10.360601406319976,0.0,0.0,0.0
2627,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,4,1,4,1,4,1,2,10.702567047549044,-10.662365771386341,10.324738862464102,-10.38064152911964,11.029463562682448,-10.629536503854256,-8.38565713664463
2631,0,0,0,4,2,1,0,0.0,0.0,0.0,10.956801384319675,-10.032576964192424,-10.451259044144129,0.0
2632,0,0,4,1,0,0,0,0.0,0.0,9.351077959606473,-9.351077959606473,0.0,0.0,0.0
2633,2,4,1,0,4,4,1,-9.012507885064831,11.837202904716824,-12.221352361350121,0.0,10.389385485861514,11.478674422777955,-11.768687751801268
2634,2,4,2,1,4,1,2,-9.532993337443205,10.984281343412164,-10.327330611100864,-10.993952211588825,12.274400648711314,-11.798285386617621,-10.31058203359294
2635,0,0,4,1,1,0,0,0.0,0.0,9.436228676352295,-8.912706208955434,-8.53888169320407,0.0,0.0
2636,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.314742948259061
2637,0,4,1,1,0,0,0,0.0,10.698185799427211,-10.607542918540608,-8.252639399295505,0.0,0.0,0.0
2638,1,0,0,0,4,1,0,-10.633341771476662,0.0,0.0,0.0,9.840374308345053,-9.840374308345053,0.0
2639,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,4,1,1,4,2,2,4,12.145215049162799,-11.837423331600728,-11.29471894009364,11.803517691887713,-10.108300705453932,-9.845636061673682,12.522354640544128
2641,2,2,1,4,3,1,4,-9.888408011396574,-9.588402084595335,-9.771319368950724,10.097945285401144,9.55044890025235,-10.554328397707087,12.22246596212207
2642,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643,1,4,1,0,0,4,1,-12.318980307930728,10.986444082895089,-11.335156758645821,0.0,0.0,12.719905959324999,-12.690403338002588
2644,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.755655908581382
2645,1,0,0,0,0,4,3,-10.900712923764376,0.0,0.0,0.0,0.0,11.180635878023168,9.819825687123291
2646,1,0,0,0,0,0,0,-10.160333088236312,0.0,0.0,0.0,0.0,0.0,0.0
2647,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,0,4,1,0,0,0,0,0.0,10.618584620227654,-10.618584620227654,0.0,0.0,0.0,0.0
2649,2,4,1,2,4,2,2,-9.989645968919303,11.555798405617448,-11.61650489585633,-7.625716861969052,11.166776411637947,-9.277825163660278,-9.337553129907553
2650,2,2,3,3,2,4,2,-10.636972987618664,-11.030867626119704,10.9050970931027,12.00279834128051,-12.030357098759497,12.670455412396024,-11.998299748821765
2651,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.216500320973312
2652,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,4,1,0,0,0,0,0,10.990243498200472,-10.990243498200472,0.0,0.0,0.0,0.0,0.0
2655,0,0,0,4,4,1,4,0.0,0.0,0.0,10.368846841517101,12.342058344920412,-12.472213721353153,12.660590621669364
2656,4,1,4,1,0,0,0,9.840374308345053,-9.840374308345053,10.749272074541624,-10.749272074541624,0.0,0.0,0.0
2657,0,4,3,1,4,1,4,0.0,10.058987175047603,9.909481742187822,-10.680150028578302,10.407457716045304,-10.407457716045304,11.70659845169507
2658,0,4,1,4,1,0,0,0.0,7.896493339263436,-7.896493339263436,10.415216636090832,-10.415216636090832,0.0,0.0
2659,1,0,0,0,0,0,0,-8.65800236632686,0.0,0.0,0.0,0.0,0.0,0.0
2660,0,0,0,0,4,3,1,0.0,0.0,0.0,0.0,10.584786822780986,8.704931437339019,-10.726795696430743
2661,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,12.995459559273911,-12.995459559273911
2662,0,0,0,4,1,0,0,0.0,0.0,0.0,11.430767815027552,-11.430767815027552,0.0,0.0
2663,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,0,0,0,4,1,0,4,0.0,0.0,0.0,10.316779663918474,-10.316779663918474,0.0,11.746872025598499
2666,4,1,4,1,0,0,4,7.925862830838971,-7.925862830838971,10.250886601377287,-10.250886601377287,0.0,0.0,10.65633993402721
2667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,0,4,1,0,0,0,0,0.0,10.75710039073623,-10.75710039073623,0.0,0.0,0.0,0.0
2671,3,1,3,3,1,4,2,9.66927184224227,-11.22664134060738,10.300529640195396,11.201917842803645,-11.815992095581583,11.448992382427836,-9.403173752957107
2672,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,0,0,4,1,0,0,0,0.0,0.0,11.76968652485245,-11.76968652485245,0.0,0.0,0.0
2676,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.344383702858329,-8.344383702858329
2679,1,1,4,1,3,1,0,-14.04588766035526,-13.44033867568513,14.158753927040863,-13.865637433347759,13.385594806562786,-14.034511750067022,0.0
2680,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,0,4,1,0,0,0,0,0.0,9.771319368950724,-9.771319368950724,0.0,0.0,0.0,0.0
