CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids
1152,1,0,4,1,5,3,0,0,0,3,0,4,0,0,1,2,3,2
1153,1,4,5,5,2,3,0,0,0,2,0,2,2,2,0,5,3,1
1154,2,0,0,0,2,1,0,0,0,3,4,2,3,1,5,2,0,3
1155,1,5,4,2,5,3,0,0,0,0,0,2,2,5,3,3,2,3
1156,1,4,3,0,0,1,0,0,0,2,1,1,1,5,0,0,1,1
1157,5,2,0,4,3,3,0,0,2,1,4,4,3,2,0,2,3,5
1158,1,4,0,0,4,3,0,3,2,2,4,2,3,0,4,5,4,3
1159,1,0,4,5,4,3,0,0,1,0,1,1,0,0,2,0,2,0
1160,1,0,5,0,3,0,0,0,0,2,1,2,0,5,2,2,1,1
1161,1,4,0,2,2,2,0,0,0,3,0,0,3,4,1,5,4,1
1162,2,5,3,0,2,5,0,2,0,5,2,2,1,0,2,2,4,5
1163,4,3,1,5,2,2,1,0,5,2,1,0,5,0,0,0,4,0
1164,1,2,3,0,3,3,0,1,0,0,1,3,2,0,2,4,1,1
1165,1,5,5,1,2,0,4,0,0,5,0,2,5,1,5,4,0,1
1166,2,4,2,4,1,2,0,2,0,0,3,0,2,4,1,2,5,4
1167,1,0,2,0,0,3,0,0,0,5,4,0,1,4,0,4,1,1
1168,1,5,1,0,2,3,0,0,5,1,3,1,2,1,2,5,1,5
1169,3,4,5,0,4,3,0,2,0,1,1,5,3,4,5,0,4,5
1170,1,3,1,0,5,3,0,1,5,3,4,5,3,5,0,0,1,3
1172,4,2,2,5,5,3,0,2,0,4,3,3,1,1,4,2,1,2
1173,2,4,5,0,0,3,0,4,1,2,3,1,5,2,5,3,0,2
1174,1,0,2,0,4,0,0,0,3,3,1,3,0,5,1,0,3,2
1175,1,0,3,0,5,5,0,5,4,5,4,3,2,4,5,0,1,5
1176,3,1,0,4,3,3,0,2,2,2,3,5,1,2,1,1,5,2
1177,1,0,0,0,4,3,0,0,0,2,3,0,2,1,0,0,1,1
1178,0,0,1,3,4,3,0,5,0,2,0,4,3,3,4,5,2,0
1179,5,1,3,3,1,4,0,3,3,0,3,2,0,3,1,5,5,5
1180,1,0,2,0,0,4,0,0,5,4,5,3,0,1,4,0,1,4
1181,0,5,2,5,4,3,0,0,0,2,1,0,2,4,2,5,3,4
1182,1,1,5,0,4,4,0,5,1,5,4,3,0,3,4,0,4,4
1183,1,0,1,0,4,5,0,0,0,3,5,1,0,1,3,0,1,2
1184,2,0,2,0,2,5,0,2,3,3,4,3,2,0,1,1,0,1
1185,4,4,3,0,2,3,0,4,2,0,1,2,1,1,1,0,4,5
1186,2,4,3,0,3,1,0,5,2,2,5,0,4,3,0,0,0,3
1187,0,4,5,5,3,5,0,1,4,3,3,1,1,4,4,3,3,1
1188,1,0,3,0,2,4,0,5,2,5,3,4,0,5,1,0,4,3
1189,5,5,1,1,0,2,0,0,0,5,2,1,4,2,2,3,4,1
1190,1,0,4,0,3,3,0,0,0,2,2,1,0,2,5,2,3,1
1191,2,5,0,0,4,3,0,1,0,0,2,2,0,1,3,4,1,3
1192,1,0,0,2,4,4,1,2,2,1,0,1,2,5,1,0,3,0
1193,5,4,0,0,3,3,0,5,2,4,3,2,3,0,2,3,1,3
1194,4,3,1,5,3,5,0,0,0,2,0,0,0,3,2,5,0,5
1195,1,0,5,0,4,1,4,0,0,2,4,3,0,3,0,0,5,5
1196,3,3,0,2,3,5,0,0,0,5,3,4,0,1,5,5,2,2
1197,0,4,3,2,4,5,0,0,0,4,0,3,2,4,4,0,0,3
1198,1,0,3,0,0,2,3,5,3,3,5,0,0,3,2,0,0,4
1199,3,5,1,1,0,5,0,2,4,5,3,2,3,3,2,0,3,0
1200,4,5,5,5,4,2,0,3,0,5,2,2,5,4,2,3,4,5
1201,3,3,2,3,1,2,0,5,3,5,3,0,4,2,5,0,0,4
1202,4,0,3,0,5,4,0,0,1,2,1,3,0,2,0,0,4,3
1203,2,4,2,5,1,2,0,3,5,4,4,0,3,5,0,4,4,5
1204,1,1,0,0,4,4,2,5,0,0,0,0,3,3,0,0,1,3
1205,1,0,3,0,2,0,0,0,0,4,3,4,0,3,4,0,1,1
1206,1,0,1,0,2,3,0,0,5,1,3,4,3,0,4,4,3,0
1207,2,1,5,3,2,3,0,3,0,3,1,4,3,3,1,1,4,1
1209,3,1,0,3,4,3,2,1,4,0,2,2,3,3,5,2,0,0
1210,0,0,4,0,0,0,0,1,1,5,1,0,3,2,4,0,4,0
1211,5,3,2,3,0,0,0,0,3,2,0,0,4,3,3,3,4,5
1212,4,2,4,5,5,3,0,5,0,5,1,4,0,3,0,4,0,2
1213,0,5,1,0,3,3,0,0,0,5,1,4,4,2,3,0,1,2
1214,2,0,4,0,1,3,0,2,0,2,0,0,0,3,5,2,3,4
1215,2,4,2,3,2,5,0,3,0,0,1,5,1,5,1,0,5,5
1216,3,0,3,0,1,3,0,0,0,4,4,4,3,5,0,0,4,1
1217,1,5,3,0,2,5,0,5,5,2,0,1,2,1,4,0,4,2
1218,5,5,4,1,3,3,0,0,0,2,0,4,5,1,4,0,0,0
1219,3,1,4,3,1,3,0,0,0,0,0,2,0,2,5,0,1,1
1220,1,0,4,0,4,1,0,0,0,2,0,3,0,3,5,0,1,1
1221,2,4,2,2,4,3,0,0,0,0,3,1,2,2,1,5,3,4
1222,3,4,1,0,3,3,0,5,2,2,1,3,2,5,1,4,0,5
1223,1,0,2,0,4,5,0,4,0,4,2,0,0,3,3,1,5,3
1224,5,0,4,0,5,3,0,0,1,2,4,1,0,3,5,4,4,2
1225,1,0,2,0,2,2,0,0,0,2,1,0,0,2,4,5,5,0
1226,3,1,0,4,3,5,0,0,3,3,3,4,1,3,4,2,5,3
1227,1,1,3,4,1,3,0,4,4,1,5,3,0,5,0,3,3,5
1228,1,2,5,2,4,1,0,4,5,2,0,1,1,0,3,5,1,4
1229,5,4,1,2,4,3,0,3,5,3,2,0,5,4,0,0,0,1
1230,2,0,1,0,2,3,0,0,0,3,5,5,5,4,2,4,2,1
1231,1,0,4,0,4,2,1,0,3,5,2,2,4,1,4,0,1,4
1232,2,1,1,4,0,3,0,0,0,5,5,0,0,5,3,4,0,3
1233,4,3,0,0,5,3,0,1,0,3,4,2,3,1,0,5,0,1
1234,1,3,0,5,3,3,0,0,1,1,5,3,2,2,4,0,0,4
1235,4,1,0,1,4,3,0,3,0,5,0,5,5,2,0,2,1,0
1236,1,0,0,0,3,4,0,4,4,5,1,2,2,3,1,3,4,2
1237,1,5,2,0,1,5,0,2,3,4,1,4,4,0,1,0,1,0
1238,0,3,5,2,2,2,0,3,0,3,3,5,0,0,0,4,3,1
1239,1,0,2,0,1,3,0,0,5,4,1,2,0,3,0,2,3,5
1240,1,2,1,1,3,3,0,0,0,5,0,2,3,2,0,2,3,2
1241,4,3,3,0,3,3,0,0,3,5,5,0,4,5,4,5,2,4
1242,3,5,2,5,4,1,0,5,0,1,2,0,0,3,1,0,1,3
1243,0,0,1,0,2,3,0,0,0,1,2,3,5,1,3,5,5,2
1244,1,2,5,0,3,3,0,4,2,5,3,4,3,0,0,4,1,2
1245,2,4,0,2,0,3,4,3,0,0,4,5,5,3,5,4,5,3
1246,0,1,4,1,5,0,0,2,0,4,2,0,2,3,0,3,5,1
1247,5,3,0,4,4,3,0,0,1,5,3,4,5,4,4,4,0,0
1248,1,5,0,0,3,4,0,0,0,2,2,2,4,2,2,0,5,5
1249,1,0,4,0,3,2,0,0,0,1,2,0,0,2,2,0,1,3
1250,1,0,4,0,2,4,3,0,0,4,4,2,4,0,1,0,0,2
1251,1,0,2,0,4,2,0,4,1,1,0,2,0,5,2,0,3,5
1252,2,2,0,0,4,4,0,5,4,2,4,2,5,3,5,0,2,5
1253,1,0,4,0,4,0,0,3,0,5,5,0,0,3,5,0,1,1
1254,0,4,2,1,4,1,0,5,2,1,0,4,1,3,4,4,0,3
1255,3,1,2,1,2,3,0,0,0,2,0,2,1,4,0,0,5,1
1256,1,0,0,0,2,0,0,3,0,0,1,3,0,0,3,0,4,5
1257,3,2,4,4,0,3,0,1,1,2,1,4,2,2,4,4,4,2
1258,1,3,2,1,2,5,5,3,5,0,4,3,0,1,3,0,5,2
1259,5,0,0,5,1,3,0,0,0,4,0,2,3,1,0,0,2,1
1260,1,2,4,0,2,1,5,1,2,4,5,4,0,3,2,0,1,1
1261,1,5,4,0,3,5,0,3,1,5,1,0,5,2,5,4,4,3
1263,5,1,5,3,3,4,0,5,0,3,4,3,1,3,0,4,4,0
1264,2,2,5,5,1,2,0,3,0,0,0,2,5,3,4,4,2,5
1265,1,2,1,0,4,4,0,0,3,1,5,5,1,2,4,0,1,1
1266,2,5,4,0,3,3,0,0,4,3,1,5,4,5,4,5,4,2
1267,2,1,0,0,3,3,0,2,0,0,3,4,1,5,0,5,3,3
1268,0,3,0,4,5,4,0,0,0,1,2,0,0,0,2,5,0,1
1269,2,3,2,3,3,0,0,4,0,4,3,2,3,1,5,1,5,4
1270,1,2,3,0,1,0,0,0,0,4,3,4,0,4,4,2,3,5
1271,0,5,4,5,0,3,0,0,0,3,5,1,0,0,5,0,0,0
1272,0,5,1,0,0,3,0,4,0,2,0,4,0,1,1,2,3,1
1273,2,1,3,0,2,3,0,2,0,0,1,2,0,5,0,1,3,1
1274,0,3,0,1,2,0,0,1,0,2,5,0,5,1,5,4,1,4
1275,2,1,1,1,1,4,0,0,0,5,3,3,3,4,1,0,2,4
1276,1,0,1,0,0,1,0,0,0,5,3,2,0,5,4,0,1,3
1277,5,0,2,1,5,2,0,3,2,4,1,2,0,3,0,1,1,3
1278,1,0,4,0,4,0,0,0,5,4,5,4,0,3,1,0,2,1
1279,2,5,3,5,5,5,0,3,0,4,5,5,3,1,3,5,5,2
1280,1,1,0,0,2,5,0,3,4,0,1,1,3,5,0,0,4,4
1281,1,0,3,0,4,4,0,0,0,0,3,2,0,5,2,0,1,1
1282,1,5,3,4,3,3,0,1,1,1,3,3,3,3,0,5,2,0
1283,4,3,4,4,0,3,0,4,0,1,2,5,2,5,1,1,3,1
1284,5,4,4,1,3,3,0,0,3,3,2,1,4,0,4,1,3,2
1285,2,0,3,1,5,3,0,4,0,5,2,2,5,3,0,3,5,1
1286,1,4,1,0,4,4,0,3,0,1,3,5,0,3,2,0,1,5
1287,1,5,1,0,0,3,0,2,0,0,1,4,0,2,1,3,5,4
1288,4,2,1,2,3,3,0,4,0,4,4,1,1,1,3,4,4,1
1289,1,3,2,0,3,3,0,1,0,5,3,1,0,3,3,0,4,1
1290,2,5,3,1,1,5,0,0,0,4,3,0,0,1,4,4,3,0
1291,1,3,0,2,4,3,0,4,2,0,0,0,2,2,3,3,5,4
1292,3,2,1,3,1,3,0,3,2,5,5,0,3,5,5,5,2,4
1293,1,0,2,0,4,4,0,5,5,4,4,2,3,3,2,0,1,1
1294,1,2,4,0,5,3,0,0,0,4,1,3,2,4,0,1,1,1
1295,0,4,1,0,1,3,0,2,0,3,1,1,4,1,0,2,3,1
1296,2,0,3,4,2,3,0,4,4,2,1,4,3,0,0,0,1,1
1297,1,3,4,0,2,3,0,0,0,2,5,0,4,3,0,4,3,3
1298,4,5,2,0,3,3,0,4,3,0,1,3,2,0,5,0,5,0
1299,1,2,0,0,4,0,0,0,5,4,1,3,1,2,3,0,4,4
1300,1,1,2,0,5,0,3,5,3,1,2,3,0,5,4,1,2,4
1301,0,2,1,4,5,2,2,1,5,3,4,3,3,1,1,1,1,0
1302,2,0,5,2,2,3,0,0,0,1,0,3,5,4,4,3,4,3
1303,1,0,2,0,4,5,0,0,2,3,1,2,3,1,5,4,1,3
1304,1,2,4,0,3,1,0,1,2,5,0,5,3,3,2,5,4,4
1305,5,2,0,5,1,3,0,4,1,4,5,3,2,3,5,3,4,2
1306,1,0,1,0,4,1,0,5,1,0,1,1,0,5,4,0,4,5
1307,5,5,4,3,2,0,0,0,0,0,1,3,1,5,4,4,3,2
1308,2,1,1,0,2,0,0,2,0,5,4,4,1,3,4,0,3,0
1309,1,5,1,0,4,0,0,0,0,0,4,2,0,2,2,0,1,4
1310,0,2,0,2,4,1,0,1,0,2,3,3,1,2,5,4,3,2
1311,0,5,4,0,0,3,0,0,4,3,1,5,1,4,3,0,2,2
1312,1,2,4,1,0,5,0,5,5,3,4,4,4,4,3,3,0,0
1313,2,5,3,1,4,3,2,0,3,4,1,2,1,2,5,2,1,1
1314,1,1,0,0,1,3,0,0,4,0,1,2,1,5,2,2,3,1
1315,1,4,4,4,3,3,0,5,0,1,3,3,0,1,0,0,1,5
1316,3,5,5,3,0,4,0,5,5,2,1,2,0,5,4,3,3,3
1317,1,3,2,0,4,3,1,5,0,2,0,5,5,5,0,5,4,1
1318,1,2,4,0,1,2,0,0,0,2,5,4,0,3,4,0,4,5
1319,1,2,4,1,5,3,0,0,0,5,0,1,4,1,2,0,2,0
1320,1,0,0,0,2,3,0,0,2,4,3,4,0,1,1,0,1,0
1321,1,5,5,0,4,2,3,4,1,2,4,4,0,3,2,0,5,0
1322,1,4,0,0,0,3,0,0,2,4,3,3,0,1,0,0,1,2
1323,1,0,5,0,5,3,0,0,0,4,5,3,4,0,0,0,1,2
1324,1,0,2,0,2,5,0,4,4,5,1,2,2,2,5,0,1,3
1325,1,5,2,0,2,3,0,0,2,2,3,2,0,5,0,0,1,1
1326,0,0,0,0,2,4,0,0,1,3,4,5,0,3,2,2,2,3
1327,2,5,0,5,0,3,0,3,0,1,3,0,0,3,3,5,0,2
1328,1,4,1,0,2,0,0,0,4,4,5,4,5,5,1,0,0,4
1329,1,3,3,1,4,3,0,0,0,5,5,1,3,4,4,0,0,1
1331,1,1,0,0,4,4,0,0,0,2,0,5,4,3,5,0,1,3
1332,0,2,5,2,2,3,0,0,1,0,4,3,3,5,0,4,3,3
1333,1,0,2,0,4,2,0,0,1,1,3,3,5,3,4,0,1,3
1334,3,4,4,1,3,3,0,3,0,2,3,1,0,2,5,2,3,3
1335,5,0,2,5,2,5,0,0,0,2,1,2,1,1,1,3,1,1
1336,2,0,5,1,5,1,0,4,1,1,2,0,2,5,4,2,1,3
1337,1,4,1,0,1,2,2,3,1,2,1,1,3,1,4,1,4,3
1338,1,3,2,0,3,2,0,0,2,2,1,1,0,0,1,0,4,5
1339,1,5,0,0,2,2,0,4,3,5,2,4,0,1,1,5,3,1
1340,1,5,5,1,0,3,0,2,0,0,2,0,0,3,3,4,0,4
1341,3,1,1,5,3,0,0,2,2,0,1,4,0,5,3,2,0,3
1342,3,2,0,5,3,4,0,0,0,4,3,4,3,5,2,0,0,1
1343,4,5,1,2,3,1,0,2,3,1,2,0,0,4,3,2,5,3
1344,0,0,0,0,2,3,0,0,1,2,3,3,5,4,4,4,5,1
1345,0,1,1,4,1,1,0,4,0,5,0,3,0,5,2,1,4,2
1346,2,0,3,5,0,0,0,4,1,0,4,5,2,0,1,1,5,2
1347,2,4,0,0,4,3,0,3,0,0,1,3,4,4,2,1,4,5
1348,3,2,4,5,0,3,0,1,0,4,4,4,0,0,2,4,0,2
1349,4,5,1,5,0,4,0,1,5,4,2,5,1,2,1,4,4,2
1350,1,2,2,0,4,3,0,0,4,1,5,3,0,3,3,0,2,1
1351,1,3,3,0,4,0,0,0,0,5,3,5,3,5,0,0,4,4
1352,1,3,1,0,2,5,1,3,3,5,1,5,0,1,0,0,1,5
1353,5,1,3,0,4,3,0,0,0,4,4,5,4,2,3,4,2,5
1354,1,0,3,5,3,5,0,2,4,5,5,5,4,5,1,0,0,2
1355,3,5,0,4,4,3,0,4,0,1,0,4,1,3,3,2,1,2
1356,2,1,2,4,4,2,0,0,4,3,4,4,2,1,1,0,5,2
1357,5,4,4,3,0,4,2,5,3,2,3,3,1,4,5,2,1,2
1358,3,0,1,0,1,3,0,0,2,4,5,4,1,2,0,4,2,4
1359,1,5,1,0,4,3,0,0,0,0,0,2,3,5,0,4,1,3
1360,2,3,0,0,1,3,0,4,0,4,3,4,0,4,3,2,3,1
1361,2,3,3,0,5,3,0,0,3,2,2,0,4,1,3,0,1,1
1362,1,1,0,0,3,3,0,4,0,3,3,2,0,0,2,0,1,2
1363,1,5,1,0,2,3,0,1,5,4,3,3,1,2,2,2,5,1
1364,0,5,5,5,5,3,4,2,1,5,2,0,0,5,1,2,1,2
1365,2,4,1,1,2,3,0,4,0,1,1,4,3,4,4,1,3,0
1366,0,4,4,1,2,3,0,0,2,2,0,1,4,0,3,3,3,0
1367,2,3,1,2,4,3,0,0,0,2,0,2,0,4,0,1,2,1
1368,1,3,2,0,0,5,0,5,3,2,3,4,2,4,0,0,1,0
1369,1,1,2,0,0,2,3,0,2,4,2,3,2,0,3,0,1,5
1370,4,5,2,0,1,3,0,1,0,0,2,3,4,3,0,3,1,3
1371,1,0,5,0,2,5,0,0,0,2,3,3,0,1,5,0,1,0
1372,5,1,4,4,4,3,0,0,0,5,2,2,0,2,0,2,0,1
1373,4,0,3,0,3,2,0,2,3,1,5,0,3,2,3,4,0,2
1374,1,0,1,0,0,2,4,0,4,4,1,4,2,0,5,0,5,4
1375,3,1,0,1,1,0,0,0,5,3,3,3,5,4,1,2,0,2
1376,1,4,0,0,0,2,0,3,0,5,4,5,4,2,0,3,3,5
1377,3,2,4,0,5,4,0,3,0,5,1,2,0,1,1,2,5,0
1378,4,0,0,4,1,3,0,0,0,4,0,0,1,3,0,1,5,1
1380,1,0,2,0,3,3,0,0,0,4,3,2,1,4,0,3,0,1
1381,0,1,3,0,4,4,0,2,0,4,5,2,3,3,3,4,5,5
1382,2,3,0,0,2,3,0,0,0,0,0,3,3,4,3,4,1,5
1383,1,0,5,0,4,0,0,4,0,3,4,3,0,3,5,0,1,2
1384,4,4,1,4,1,5,0,0,1,2,0,2,2,1,0,5,0,2
1385,5,5,4,2,4,3,2,4,0,4,0,1,1,3,0,0,4,0
1386,1,3,5,0,2,2,0,4,4,3,3,4,0,5,4,0,1,4
1387,1,5,4,0,4,0,0,0,2,0,0,3,0,0,1,0,0,1
1388,1,1,2,0,2,5,0,1,0,5,5,1,3,2,3,4,4,1
1389,1,4,4,0,4,3,0,1,0,2,4,3,4,0,2,3,1,1
1390,1,0,2,0,4,3,0,0,2,3,3,3,0,0,0,0,1,3
1391,4,1,1,2,4,3,0,3,0,0,0,1,3,1,5,4,5,0
1392,1,0,2,0,4,3,0,0,0,1,2,1,0,0,0,0,1,1
1393,1,0,3,0,0,2,0,0,5,2,1,2,2,0,4,0,2,3
1394,2,4,1,3,0,2,0,3,0,3,4,0,1,0,5,0,3,3
1395,0,3,5,0,0,4,0,5,2,2,2,4,0,2,5,0,5,2
1396,1,5,5,2,1,3,0,0,0,2,3,4,2,5,4,4,5,4
1397,1,0,2,0,5,3,0,0,0,1,3,2,0,3,5,0,1,4
1398,1,0,4,0,3,2,0,4,3,2,1,1,0,4,0,0,5,5
1399,0,4,2,0,2,3,0,0,0,4,3,1,5,2,2,1,3,0
1400,1,4,4,0,1,0,0,5,5,0,5,0,1,1,3,4,1,1
1401,1,2,1,0,3,0,0,0,1,0,3,4,3,5,0,0,1,1
1402,1,4,4,0,4,2,0,0,0,2,0,5,4,5,2,1,1,2
1403,2,2,4,4,4,1,0,5,5,2,2,3,2,0,3,5,4,1
1404,1,4,3,0,4,4,0,1,0,2,1,1,0,1,2,0,2,0
1405,3,0,4,0,1,3,0,0,0,2,1,4,0,3,3,0,0,2
1406,1,2,5,5,2,3,0,0,0,2,4,2,0,3,0,3,4,1
1407,1,0,0,4,3,3,0,4,0,3,2,2,3,1,0,5,5,1
1408,4,1,1,3,2,0,0,0,2,3,0,0,0,2,0,5,5,4
1409,4,1,2,1,2,0,0,0,2,5,1,2,0,1,2,0,1,5
1410,1,3,0,0,4,4,0,2,0,4,4,4,0,3,3,0,0,0
1411,2,0,3,0,4,1,0,3,0,3,5,2,3,2,0,1,5,2
1412,1,2,3,0,0,1,0,0,2,4,4,3,3,1,1,0,5,1
1413,1,1,1,0,4,3,0,0,1,0,5,4,1,3,5,2,3,0
1414,1,3,2,3,3,0,0,0,5,2,5,2,0,0,2,3,0,0
1415,4,1,1,2,5,5,0,0,0,2,1,2,5,3,0,5,2,0
1416,1,0,2,0,1,5,0,0,4,5,3,5,0,3,3,0,1,2
1417,1,5,5,3,0,1,0,0,2,4,0,1,0,3,4,4,3,5
1418,1,4,0,0,2,3,2,4,1,2,1,3,2,1,2,0,0,3
1419,3,2,4,4,5,3,0,0,0,2,0,0,5,3,3,0,4,1
1420,3,0,2,5,0,2,0,0,5,2,4,3,2,2,3,0,0,1
1421,1,0,3,5,4,0,0,5,3,2,4,3,4,3,5,5,5,4
1422,2,5,4,0,0,1,3,4,0,3,3,4,0,2,4,4,5,2
1423,1,4,1,0,2,5,0,2,3,3,4,3,5,4,2,5,4,3
1424,5,1,2,4,5,3,0,0,0,5,4,2,1,2,5,3,1,2
1425,3,4,4,0,2,3,0,3,0,2,2,2,4,1,0,4,4,1
1426,2,2,3,3,5,4,0,0,0,2,0,5,3,3,1,5,0,2
1427,1,0,0,0,4,1,1,5,0,2,0,1,0,2,0,0,1,1
1428,1,4,3,0,5,1,0,0,5,1,3,3,0,5,1,0,3,3
1429,5,0,1,2,4,0,0,0,0,1,0,2,0,2,4,1,1,1
1430,4,1,0,3,1,3,0,2,0,4,5,3,2,0,3,2,0,5
1431,5,0,1,1,2,1,0,1,5,0,1,5,2,0,0,0,0,0
1432,1,3,2,0,4,2,0,2,4,3,4,2,0,3,1,0,4,2
1433,4,3,4,2,1,0,0,0,0,3,5,2,0,5,2,4,1,2
1434,5,4,0,1,4,3,0,0,0,4,3,1,0,4,4,0,4,0
1435,1,0,1,0,5,3,0,5,2,1,0,0,1,0,4,0,0,4
1436,5,1,5,1,2,3,0,0,0,2,0,2,2,4,4,4,3,1
1437,1,3,3,0,4,3,0,4,3,1,0,0,5,1,1,2,0,2
1438,2,0,1,5,4,2,0,3,2,0,4,5,5,0,4,2,0,5
1439,0,4,2,1,5,4,0,2,0,1,4,2,4,3,1,2,2,2
1440,0,3,0,1,2,3,0,0,4,0,3,4,0,4,5,2,5,5
1441,3,3,0,2,2,0,0,3,2,1,2,5,5,4,3,5,3,1
1442,4,4,4,2,2,3,0,1,0,4,0,5,5,3,3,0,5,1
1443,2,2,0,0,1,0,0,5,2,2,0,0,3,5,0,3,1,4
1444,1,0,1,0,1,3,2,3,0,1,0,0,0,3,0,0,1,1
1445,3,4,3,1,0,0,0,5,3,5,0,4,1,3,5,4,0,0
1446,4,1,4,0,0,3,0,4,2,1,4,0,3,5,0,2,0,1
1447,3,1,3,2,5,2,0,0,0,3,4,4,5,0,0,0,4,1
1448,4,4,5,0,2,2,5,1,2,4,2,0,1,4,3,0,1,1
1449,5,2,5,2,4,1,0,3,2,2,2,2,4,5,0,2,1,1
1450,0,4,2,3,1,3,0,3,0,3,4,2,1,2,4,4,1,1
1451,2,1,3,0,5,0,5,5,0,1,3,4,2,2,4,5,1,1
1452,2,2,4,1,3,3,0,2,4,1,3,5,0,3,4,3,5,3
1453,4,5,1,5,1,0,0,3,0,2,0,3,4,5,0,2,2,1
1454,4,2,1,4,5,2,0,2,0,2,5,2,0,3,1,5,1,0
1455,4,4,5,5,0,3,0,4,0,2,3,2,1,5,0,5,1,1
1456,2,3,1,0,2,2,0,0,5,5,4,3,2,2,5,0,4,5
1457,5,4,0,5,4,3,0,5,0,3,4,1,0,3,3,1,3,4
1458,2,1,2,3,2,3,0,3,0,4,2,2,1,1,0,3,4,1
1459,1,5,3,0,2,3,0,5,0,5,0,3,0,4,0,1,3,1
1460,1,4,2,3,5,5,1,4,4,3,4,1,0,3,3,2,2,4
1461,5,3,0,2,1,0,0,0,5,0,5,4,3,4,2,3,0,1
1462,4,0,1,0,3,0,0,2,0,2,0,0,5,1,2,2,1,5
1463,1,3,0,0,5,5,0,0,0,0,3,2,0,2,2,0,1,4
1464,1,1,3,1,2,4,0,4,1,3,5,4,3,0,2,0,4,0
1465,2,5,2,2,1,1,0,0,0,2,5,0,0,4,3,2,1,3
1466,1,2,3,0,2,0,0,1,0,3,1,2,1,2,0,0,2,5
1467,4,4,1,2,2,3,0,4,0,1,2,0,3,3,0,3,5,1
1468,1,3,3,0,4,0,0,0,0,2,1,2,0,3,5,0,1,3
1469,1,0,1,0,5,1,0,0,0,2,1,2,2,5,4,0,1,4
1470,3,2,1,0,2,2,0,1,0,5,0,2,1,3,4,4,0,1
1471,2,3,3,1,2,3,0,5,0,1,0,0,3,4,4,2,5,1
1472,2,2,3,0,3,5,0,4,5,4,4,2,1,1,2,2,3,2
1473,1,0,3,0,4,3,0,0,0,4,0,2,4,0,0,1,4,1
1474,1,3,3,0,4,0,0,4,0,5,1,2,0,2,5,0,4,5
1475,1,1,3,0,3,3,0,2,4,2,3,5,0,3,0,0,1,2
1476,4,5,3,0,2,4,0,0,0,0,4,2,1,3,1,3,5,2
1477,1,5,1,0,3,4,0,0,2,3,3,4,0,5,4,0,3,5
1478,1,4,0,2,3,3,0,0,4,2,0,0,1,2,2,2,5,5
1479,3,5,5,0,3,3,0,5,0,1,0,4,3,4,3,1,1,3
1480,4,0,3,0,0,3,0,1,4,2,3,5,0,3,5,5,3,0
1481,1,5,0,0,2,4,0,0,0,2,5,3,2,5,2,1,1,2
1482,2,5,5,5,0,4,0,3,3,4,1,4,0,2,5,3,4,2
1483,1,0,1,0,2,5,0,0,1,3,4,5,0,3,5,2,1,2
1484,5,0,3,0,4,3,0,2,3,2,2,4,3,2,2,0,1,3
1485,1,3,3,0,1,2,0,0,4,2,1,2,1,0,0,0,4,1
1486,1,1,0,0,0,3,0,1,0,0,4,3,5,1,1,0,0,4
1487,1,0,1,0,3,0,0,0,0,1,0,5,0,5,0,5,0,4
1488,1,3,0,0,4,4,0,4,0,1,0,4,0,0,0,2,2,1
1489,4,4,3,0,3,2,0,0,0,4,1,3,0,2,1,0,1,2
1490,4,4,2,0,4,2,0,0,0,4,4,3,3,3,1,5,3,1
1491,2,2,1,3,5,3,0,3,3,4,5,5,2,5,5,4,0,3
1492,3,2,5,3,0,3,0,0,0,2,0,0,5,4,5,2,1,5
1493,1,4,4,0,3,4,0,5,2,2,0,0,0,5,0,0,2,2
1494,5,0,2,5,0,3,0,3,0,0,0,2,0,3,0,4,3,1
1495,1,2,2,0,4,3,0,0,2,5,3,4,2,5,2,0,1,1
1496,1,0,5,0,1,1,0,3,3,2,2,0,0,3,2,0,0,4
1497,5,0,1,0,3,1,0,5,3,2,2,2,4,1,1,1,4,1
1498,5,1,2,5,5,2,0,0,5,2,2,0,2,3,4,5,2,3
1499,1,3,0,0,0,3,0,4,0,4,1,1,2,4,1,4,3,3
1500,1,0,1,0,4,5,0,0,0,5,5,5,0,3,1,0,1,2
1501,4,4,3,1,3,3,0,2,0,0,0,0,4,5,3,0,2,3
1502,2,0,3,0,0,3,0,0,0,4,0,0,0,2,3,2,3,3
1503,4,1,4,0,0,1,0,4,0,4,0,1,0,4,4,4,0,5
1504,1,0,1,0,4,0,0,0,0,2,4,0,0,5,1,0,1,0
1505,1,4,4,1,5,3,0,2,0,0,3,4,0,4,4,5,4,1
1506,1,0,0,0,5,4,0,0,0,1,5,4,0,3,2,0,1,3
