CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,교육문화_아동_저가_clust_id
3824,-3,-1,4,-3,-1,0,5
3825,-1,-1,2,0,0,-2,0
3826,3,-3,3,-1,-2,3,4
3827,-1,0,4,-1,-1,1,5
3828,0,0,0,0,0,0,0
3829,0,0,0,0,0,0,0
3830,1,-1,0,1,-1,-1,0
3831,0,0,0,0,0,0,0
3832,4,-3,-1,4,-3,-1,3
3833,-3,-1,0,0,0,0,0
3834,-2,-1,0,0,0,0,0
3835,0,0,0,0,0,0,0
3836,3,-3,2,0,-1,-1,4
3837,-1,0,0,0,0,0,0
3838,0,0,0,0,0,4,0
3839,-2,-1,0,4,-1,0,3
3840,0,0,0,0,0,0,0
3841,3,-3,3,-3,3,-3,4
3842,0,0,4,-3,3,-3,5
3843,0,0,0,0,0,0,0
3844,0,0,0,0,0,0,0
3845,0,0,0,0,0,0,0
3846,3,-2,2,-3,2,0,4
3847,4,-3,-1,0,0,0,4
3848,-1,4,-2,-1,-1,0,2
3849,4,-1,-2,3,-3,3,3
3850,-1,-1,3,-1,-1,-1,5
3851,3,-3,-1,4,-3,3,3
3852,0,0,-1,2,-1,2,3
3853,0,0,4,-3,3,-3,5
3854,0,0,0,4,-3,3,3
3855,0,0,0,0,0,0,0
3856,0,4,-3,-1,4,-2,1
3857,0,0,0,0,4,-3,1
3858,0,0,0,0,0,0,0
3859,0,0,0,0,0,0,0
3860,0,4,-3,0,-1,0,2
3861,-3,3,0,-2,-1,3,2
3862,-1,0,0,4,-3,-1,3
3863,0,0,0,0,0,0,0
3864,-2,-1,0,0,4,-3,1
3865,-3,3,-3,0,3,0,1
3866,0,0,0,0,0,0,0
3867,0,0,0,0,0,0,0
3868,0,0,0,0,0,0,0
3869,-1,0,0,0,0,0,0
3870,4,-3,3,-3,-1,4,4
3871,0,0,0,0,0,0,0
3872,4,-3,-1,0,0,0,4
3873,0,0,0,0,0,0,0
3874,1,-2,3,-1,0,1,5
3875,0,4,-3,-1,0,0,2
3876,-1,0,0,0,0,0,0
3877,0,0,4,-3,-1,0,5
3878,0,0,0,0,4,-3,1
3879,0,0,0,0,0,0,0
3880,0,0,0,0,0,0,0
3881,0,0,4,-3,-1,0,5
3882,0,0,0,0,0,0,0
3883,4,-2,-1,-1,0,0,4
3884,0,0,0,0,0,0,0
3885,-1,3,-3,-1,4,0,1
3886,4,-1,0,-1,-1,3,4
3887,0,0,0,0,0,0,0
3888,-1,2,-2,1,-2,3,2
3889,0,0,0,0,0,0,0
3890,0,0,0,0,0,0,0
3891,0,0,0,0,0,0,0
3892,0,0,0,0,0,4,0
3893,0,0,0,0,0,0,0
3894,0,0,4,-3,-1,4,5
3895,3,-3,1,-1,-1,0,4
3896,3,-2,-1,3,-1,-1,3
3897,-3,-1,4,-1,-2,2,5
3898,0,-2,2,-2,0,-1,5
3899,0,0,0,0,0,0,0
3900,0,0,0,0,0,0,0
3901,0,0,0,4,-3,3,3
3902,4,-3,2,0,-2,-1,4
3903,0,0,0,0,0,0,0
3904,2,-1,-1,2,0,0,3
3905,-2,-1,-1,4,-3,-1,3
3906,0,0,0,0,0,0,0
3907,0,-2,3,-2,0,1,5
3908,0,0,0,0,4,-3,1
3909,0,0,0,0,0,0,0
3910,1,-3,1,-1,-1,4,4
3911,0,-2,1,-2,3,-3,1
3912,-1,0,0,0,0,0,0
3913,4,-1,-2,3,-2,0,3
3914,0,0,0,0,0,4,0
3915,3,-3,1,2,-1,-2,4
3916,0,0,0,0,0,4,0
3917,0,0,0,0,0,0,0
3918,0,0,0,0,0,0,0
3919,-1,0,4,-3,-1,4,5
3920,0,0,0,0,0,0,0
3921,-1,0,0,0,0,4,0
3922,3,-3,-1,4,-3,-1,3
3923,3,-2,0,-1,2,-2,4
3924,0,0,0,0,0,0,0
3925,0,0,0,0,0,0,0
3926,0,0,0,0,0,0,0
3927,0,0,0,0,0,0,0
3928,4,-3,3,-3,-1,0,4
3929,-1,0,0,0,4,-3,1
3930,0,4,-3,-1,0,0,2
3931,0,0,0,0,0,0,0
3932,0,-3,3,-3,3,-3,5
3933,0,0,0,0,0,0,0
3934,0,0,0,0,0,0,0
3935,-3,2,-2,-1,0,0,2
3936,4,-3,-1,0,0,0,4
3937,-3,3,-2,2,-1,-2,2
3938,-3,0,3,-3,3,-3,5
3939,0,0,0,0,0,0,0
3940,0,0,0,0,0,0,0
3941,0,0,0,0,0,0,0
3942,0,0,0,0,0,0,0
3943,3,-1,-2,3,-3,1,3
3944,3,-3,0,3,-3,-1,3
3945,0,0,0,0,0,0,0
3946,3,-3,0,3,-1,0,3
3947,4,-3,-1,4,-1,-2,3
3948,0,0,0,0,0,0,0
3949,0,3,-3,2,-2,-1,2
3950,0,0,0,0,0,0,0
3951,0,0,4,-3,0,-1,5
3952,-1,4,-1,-2,2,-2,1
3953,-3,-1,0,0,0,0,0
3954,4,-3,-1,4,-3,-1,3
3955,0,0,0,4,-3,-1,3
3956,0,0,0,0,0,0,0
3957,1,-1,3,-3,-1,4,5
3958,-1,2,0,-1,2,0,1
3959,0,0,0,0,0,0,0
3960,0,1,0,-2,0,3,0
3961,0,0,0,0,0,0,0
3962,-2,-1,-1,4,-3,3,3
3963,0,0,0,0,0,0,0
3964,0,0,0,0,0,0,0
3965,0,0,0,0,0,4,0
3966,4,-3,-1,0,0,0,4
3967,0,-2,3,0,-3,-1,5
3968,0,0,4,-3,3,-3,5
3969,0,0,2,-2,-1,3,5
3970,-1,0,0,0,4,-3,1
3971,-2,-1,2,1,-1,-2,0
3972,0,0,0,0,0,0,0
3973,0,0,0,0,0,0,0
3974,0,0,0,0,0,0,0
3975,0,0,4,-3,3,-3,5
3976,0,0,0,0,0,0,0
3977,0,0,0,0,4,-3,1
3978,0,0,0,0,0,0,0
3979,-1,-2,2,-1,0,2,5
3980,-1,-1,0,4,-3,-1,3
3981,0,4,-3,-1,4,-3,1
3982,-1,1,-1,1,-1,0,0
3983,0,0,0,0,0,0,0
3984,0,-2,3,-1,0,-2,5
3985,-2,1,2,-1,-1,0,5
3987,0,0,0,0,0,0,0
3988,3,-3,3,-3,3,-3,4
3989,0,0,4,-3,3,-3,5
3990,-1,-2,2,1,-3,2,3
3991,0,4,-3,-1,4,-1,1
3992,0,0,0,4,-3,-1,3
3993,4,-3,0,3,-3,-1,3
3994,0,0,0,4,-3,-1,3
3995,-2,-1,0,4,-3,-1,3
3996,0,0,0,0,0,0,0
3997,-3,1,-1,3,-3,3,3
3998,0,0,0,0,0,0,0
3999,-1,4,-3,-1,0,0,2
4000,0,0,0,0,0,0,0
4001,0,-1,-1,0,0,0,0
4002,0,0,0,0,0,0,0
4003,4,-2,-1,3,-3,-1,3
4004,-1,-1,-1,3,-3,3,3
4005,-1,0,0,0,0,4,0
4006,0,0,0,0,0,4,0
4007,-1,0,3,-1,-2,3,5
4008,0,0,0,0,0,0,0
4009,0,0,0,0,0,0,0
4010,3,-3,3,-3,-1,0,4
4011,4,-3,-1,0,0,0,4
4012,-1,4,-3,3,-1,-2,2
4013,0,0,0,0,0,0,0
4014,4,-3,3,-3,-1,0,4
4015,0,0,0,0,0,0,0
4016,0,0,0,0,0,0,0
4017,0,-1,-1,-1,0,0,0
4018,-3,-1,0,0,0,0,0
4019,0,4,-3,-1,0,0,2
4020,-3,0,3,-3,-1,0,5
4021,0,0,0,0,0,0,0
4022,2,-2,0,0,1,-1,4
4023,0,0,0,0,0,0,0
4024,-1,0,0,0,0,0,0
4025,2,1,-2,0,0,1,0
4026,0,0,0,0,0,0,0
4027,0,0,0,0,0,0,0
4028,0,0,0,0,0,0,0
4029,0,0,0,0,0,0,0
4030,4,-1,-2,-1,4,-3,4
4031,0,0,0,0,0,0,0
4032,0,0,0,0,0,0,0
4033,0,0,0,4,-3,-1,3
4034,4,-3,-1,0,0,0,4
4035,0,4,-3,-1,4,-3,1
4036,-1,4,-3,-1,0,0,2
4037,0,0,0,0,0,0,0
4038,0,0,0,0,0,0,0
4039,4,-3,-1,0,0,4,4
4040,0,0,0,0,0,0,0
4041,3,-3,3,-3,-1,0,4
4042,-1,0,4,-3,3,-1,5
4043,0,0,0,0,0,0,0
4044,0,0,4,-3,3,-3,5
4045,0,0,0,0,0,0,0
4046,-1,0,0,0,0,0,0
4047,0,-1,1,-1,1,0,0
4048,1,2,-2,-1,3,-3,1
4049,0,0,0,0,0,0,0
4050,0,0,0,0,0,0,0
4051,3,-3,3,-3,-1,0,4
4052,1,-1,2,-3,0,3,5
4053,4,-3,-1,4,-3,1,3
4054,0,0,0,0,4,-3,1
4055,0,0,0,0,4,-3,1
4056,0,4,-2,2,-2,0,2
4057,0,0,0,0,0,0,0
4058,0,0,0,0,0,4,0
4059,3,-3,-1,4,-1,-2,3
4060,-1,0,0,1,-1,1,0
4061,-1,0,0,4,-3,-1,3
4062,0,0,0,0,0,0,0
4063,0,0,4,-2,-1,-1,5
4064,0,0,0,0,0,0,0
4065,0,0,0,0,0,0,0
4066,0,0,0,0,0,0,0
4067,0,0,0,0,0,0,0
4068,0,0,0,0,0,0,0
4069,0,0,0,0,0,0,0
4070,1,-1,0,2,-3,2,3
4071,-1,-2,-1,0,0,0,0
4072,4,-3,-1,0,0,0,4
4073,0,0,0,0,0,0,0
4074,3,-3,3,-3,-1,4,4
4075,0,0,0,0,0,0,0
4076,-1,1,-1,-1,0,4,0
4077,0,0,0,0,0,0,0
4078,-3,3,-2,-1,-1,0,2
4079,0,0,0,0,0,0,0
4080,1,0,-1,1,0,-1,0
4081,0,-1,3,-2,1,-1,5
4082,0,0,0,0,0,0,0
4083,4,-3,-1,4,-3,3,3
4084,0,0,0,0,0,0,0
4085,0,0,0,0,0,0,0
4086,2,-1,1,0,-2,-1,0
4087,1,-1,1,-2,3,-2,1
4088,-3,3,-1,0,-1,-1,2
4089,0,0,0,0,0,0,0
4090,3,-3,3,-3,3,-3,4
4091,0,3,-3,3,0,-2,2
4092,-1,-1,0,4,0,-2,3
4093,0,0,0,0,0,0,0
4094,-1,4,-2,1,-1,-1,2
4095,0,0,0,0,0,0,0
4096,1,-1,3,-2,-1,-1,5
4097,0,0,0,0,0,0,0
4098,0,4,0,-1,-2,0,2
4099,-1,3,-3,3,-1,-2,2
4100,0,0,0,0,4,0,1
4101,-2,0,3,-3,3,-2,5
4102,-1,0,0,4,0,-3,3
4103,0,0,0,0,0,0,0
4104,0,0,0,0,0,0,0
4105,0,0,0,0,0,0,0
4106,0,0,0,0,0,0,0
4107,0,0,0,0,0,0,0
4108,4,-3,3,-3,-1,4,4
4109,0,0,0,0,0,0,0
4110,0,0,0,0,0,0,0
4111,0,0,0,0,0,0,0
4112,-3,1,2,-2,2,-3,5
4113,0,0,3,-3,1,1,5
4114,0,0,0,0,0,0,0
4115,3,-2,-1,-1,0,0,4
4116,0,0,0,0,0,0,0
4117,0,0,0,0,0,0,0
4118,0,0,0,0,0,0,0
4119,0,0,0,4,-3,0,3
4120,0,0,0,0,0,0,0
4121,0,0,4,-3,-1,4,5
4122,0,0,0,0,0,0,0
4123,1,-2,3,-1,-1,1,5
4124,4,0,0,-3,0,3,4
4125,0,0,0,4,-3,-1,3
4126,4,-2,-1,-1,0,0,4
4127,0,0,0,0,0,0,0
4128,0,0,0,0,0,0,0
4129,-2,-1,-1,4,-2,1,3
4130,-1,3,-1,-2,3,-3,1
4131,0,0,4,-3,-1,0,5
4132,-3,-1,0,0,0,0,0
4133,-1,0,0,0,0,0,0
4134,0,0,0,0,0,0,0
4135,0,0,0,0,0,0,0
4136,0,0,0,0,0,0,0
4137,-1,0,-1,4,-3,2,3
4138,0,0,0,0,0,0,0
4139,0,4,-1,-2,3,-3,1
4140,0,0,0,0,0,0,0
4141,0,0,0,0,0,0,0
4142,-3,2,0,-2,3,-3,1
4143,0,0,0,0,0,0,0
4144,-3,3,-2,-1,3,-3,1
4145,-1,0,2,-3,0,3,5
4146,0,0,4,-3,-1,4,5
4147,0,0,0,0,0,0,0
4148,0,4,-3,-1,0,0,2
4149,0,0,0,0,0,0,0
4150,0,-3,3,-3,3,-1,5
4151,0,0,0,0,0,0,0
4152,0,-3,1,0,2,-3,0
4153,0,4,-3,3,-3,-1,2
4154,-1,-1,3,-2,-1,0,5
4155,0,0,0,0,0,0,0
4156,0,0,0,0,0,0,0
4157,0,0,0,0,0,0,0
4158,3,-1,1,-2,-1,-1,4
4159,0,0,0,0,4,-3,1
4160,0,0,0,0,0,0,0
4161,0,0,0,0,0,0,0
4162,4,-3,-1,0,0,0,4
4163,0,0,0,0,0,0,0
4164,0,0,0,0,0,0,0
4165,0,0,0,0,0,0,0
4166,0,0,0,0,0,0,0
4167,0,0,0,0,0,0,0
4168,-2,1,0,-1,-1,-1,0
4169,0,0,0,0,0,0,0
4170,-1,4,-3,-1,0,0,2
4171,0,0,0,0,0,0,0
4172,0,0,0,0,0,0,0
4173,0,0,0,0,0,0,0
4174,0,0,0,4,-3,-1,3
4175,0,0,0,0,0,0,0
4176,-3,3,-3,3,-3,-1,2
4177,0,0,0,0,0,0,0
4178,0,0,0,0,0,0,0
4179,-2,-1,-1,4,-3,-1,3
4180,3,-3,-1,0,0,0,4
4181,0,0,0,0,0,0,0
4182,0,4,-3,3,-3,-1,2
4183,0,0,4,-3,2,-2,5
4184,0,0,0,0,0,0,0
4185,3,0,-2,0,1,-2,4
4186,0,0,0,0,0,0,0
4187,0,0,0,0,0,0,0
4188,0,0,0,0,0,0,0
4189,4,-3,3,-3,-1,0,4
4190,0,0,0,0,0,0,0
4191,-3,-1,4,-1,-2,-1,5
4192,0,0,0,0,0,0,0
4193,0,0,0,0,0,0,0
4194,0,0,0,0,0,0,0
4195,4,-2,-1,-1,0,4,4
4196,-1,4,-3,3,-3,-1,2
4197,0,0,4,-2,-1,-1,5
4198,0,0,0,0,0,0,0
4199,0,0,0,0,0,0,0
4200,4,-1,-2,3,-3,-1,3
4201,0,4,-3,-1,0,0,2
4202,0,0,0,0,0,0,0
4203,-1,1,-2,3,-2,2,3
4204,0,0,0,0,0,0,0
4205,0,4,-3,-1,0,0,2
4206,-2,-1,-1,4,-3,3,3
4207,3,-3,3,-3,2,-2,4
4208,0,0,0,0,0,0,0
4209,0,0,0,0,0,0,0
4210,4,-3,-1,0,0,0,4
4211,-1,0,0,0,-1,3,0
4212,-1,-1,0,0,0,0,0
4213,3,-3,3,-3,-1,0,4
4214,4,-3,0,-1,0,0,4
4215,-3,-1,0,0,0,0,0
4216,3,-1,-2,-1,0,0,4
4217,0,0,0,4,-1,0,3
4218,0,0,2,-3,-1,0,5
4219,3,-1,-2,2,1,-3,4
4220,0,0,0,0,0,0,0
4221,-1,2,0,-2,0,-1,0
4222,4,0,-1,1,-3,3,3
4223,0,0,0,0,0,0,0
4224,3,-3,-1,0,0,0,4
4225,0,0,0,4,-2,-1,3
4226,0,0,0,4,-3,-1,3
4227,0,0,0,0,0,0,0
4228,0,0,0,0,0,0,0
4229,0,0,4,-3,-1,0,5
4230,0,0,0,0,0,0,0
4231,0,0,0,0,0,0,0
4232,0,0,0,0,0,0,0
4233,-2,-1,3,-1,-2,0,5
4234,-3,1,-1,-1,0,0,0
4235,0,0,0,0,0,0,0
4236,2,-3,3,-3,3,-3,4
4237,-2,3,0,-3,-1,4,2
4238,0,0,0,0,0,0,0
4239,0,0,0,0,0,0,0
4241,3,-3,3,-3,3,0,4
4242,-3,-1,0,0,0,0,0
4243,3,-3,0,3,-3,3,3
4244,-3,-1,0,0,4,0,1
4245,3,-3,-1,0,0,0,4
4246,-1,0,0,0,0,0,0
4247,4,-3,-1,0,0,0,4
4248,4,-3,2,-2,-1,4,4
4249,3,-3,3,-3,0,-1,4
4250,0,0,4,-3,-1,0,5
4251,4,-2,-1,3,0,-2,3
4252,0,0,0,0,0,0,0
4253,0,0,0,0,0,0,0
4254,-1,0,0,0,4,-1,1
4255,0,0,0,0,0,0,0
4256,2,-2,3,-3,2,1,4
4257,-1,0,4,-3,-1,4,5
4258,0,0,0,0,0,0,0
4259,0,0,0,0,0,0,0
4260,0,0,0,0,0,0,0
4261,-1,3,-1,-1,0,1,2
4262,0,0,0,0,0,0,0
4263,0,0,0,0,0,0,0
4264,-1,-1,-1,0,0,4,0
4265,0,0,0,0,0,4,0
4266,0,0,0,0,0,0,0
4267,3,-2,2,-3,-1,4,4
4268,-1,-2,2,1,-1,0,0
4269,3,0,-3,-1,0,4,4
4270,0,0,0,0,4,-3,1
4271,-1,0,0,4,-2,2,3
4272,0,0,0,0,0,0,0
4273,2,-2,0,2,-3,3,3
4274,0,0,0,0,0,0,0
4275,3,-2,-1,3,-3,3,3
4276,0,0,0,0,0,0,0
4277,0,4,0,-3,2,-2,1
4278,-2,2,-1,1,-2,-1,2
4279,0,0,0,0,0,0,0
4280,3,-3,3,-1,0,-1,4
4281,-2,-1,0,0,0,4,0
4282,-1,4,-3,3,0,-3,2
4283,0,0,0,0,0,0,0
4284,-1,-2,3,-3,3,0,5
4285,3,-1,0,0,-1,0,4
4286,0,-1,-1,3,-1,-2,3
4287,-2,3,-3,0,3,-2,1
4288,0,0,0,0,0,0,0
4289,0,0,0,0,0,0,0
4291,0,0,0,0,0,0,0
4292,0,0,0,0,0,0,0
4293,0,0,0,4,0,-3,3
4294,0,0,0,0,0,0,0
4295,-1,4,-2,2,0,-3,2
4296,0,0,0,0,0,0,0
4297,-3,3,-3,-1,0,4,2
4298,-2,3,-3,-1,0,0,2
4299,-3,-1,0,0,0,0,0
4300,1,-2,3,-3,3,-3,5
4301,0,0,0,0,0,0,0
4302,4,-3,-1,0,4,-3,4
4303,0,0,4,-3,-1,0,5
4304,1,-1,0,1,-2,3,3
4305,0,0,0,0,0,4,0
4306,0,0,0,0,0,0,0
4307,0,1,-2,0,3,-3,1
4308,-1,4,-1,-2,2,-2,1
4309,0,0,0,0,0,0,0
4310,0,0,0,0,0,0,0
4311,-3,3,-3,-1,4,-2,1
4312,-3,-1,0,4,-3,-1,3
4313,4,-3,3,-3,-1,0,4
4314,-1,0,4,-1,-1,0,5
4315,0,0,0,0,0,0,0
4316,-1,4,-3,-1,0,0,2
4317,3,-3,3,0,-1,-1,4
4318,0,0,0,0,0,0,0
4319,-1,0,1,0,0,-2,0
4320,3,-3,-1,0,4,-3,4
4321,-3,-1,0,0,0,0,0
4322,0,0,0,0,0,0,0
4323,2,-2,-1,0,4,-3,4
4324,0,0,0,0,0,0,0
4325,-1,0,4,-3,3,-3,5
4326,4,-3,-1,0,4,-3,4
4327,0,0,0,0,0,0,0
4328,0,0,0,0,0,0,0
4329,0,0,0,0,0,0,0
4330,0,0,0,0,0,0,0
4331,0,4,-3,-1,0,0,2
4332,0,0,0,0,0,0,0
4333,-1,1,0,1,-3,2,0
4334,-2,3,-3,-1,4,-3,1
4335,0,0,-2,1,0,0,0
4336,4,-3,3,-2,-1,3,4
4337,3,-3,-1,0,0,0,4
4338,0,0,0,0,0,0,0
4339,0,0,0,0,0,0,0
4340,0,0,0,0,0,0,0
4341,0,0,0,0,0,0,0
4342,-1,0,0,4,-3,-1,3
4343,-2,0,1,-1,2,-3,1
4344,0,0,0,0,0,0,0
4345,0,0,0,0,0,0,0
4346,3,-1,-1,-1,-1,0,4
4347,0,0,0,0,0,0,0
4348,0,0,0,0,0,0,0
4349,-2,1,-2,-1,0,0,2
4350,3,-3,-1,0,4,-3,4
4351,0,0,0,4,-3,3,3
4352,1,1,-1,0,-2,1,0
4353,0,0,0,0,0,0,0
4354,-2,3,-3,0,3,-3,1
4355,3,-2,-1,-1,0,0,4
4356,0,0,0,0,0,0,0
4357,0,0,0,0,0,0,0
4358,0,0,0,0,0,0,0
4359,-1,0,0,-1,3,-2,1
4360,0,0,4,-3,1,-1,5
4361,0,0,0,0,0,0,0
4362,-3,-1,0,0,0,0,0
4363,-1,0,2,-3,2,0,5
4364,0,0,0,0,0,0,0
4365,0,0,0,0,0,0,0
4366,4,-3,0,-1,0,0,4
4367,3,-3,3,-3,3,-3,4
4368,0,0,0,4,-3,-1,3
4369,0,0,0,0,0,0,0
4370,0,0,0,0,0,0,0
4371,0,0,0,4,-3,-1,3
4372,0,0,0,0,0,0,0
4373,-1,4,-2,0,1,0,2
4374,-3,-1,4,-2,-1,-1,5
4375,0,0,0,0,0,0,0
4376,-1,0,4,-3,-1,0,5
4377,1,0,2,-2,0,0,5
4378,-1,4,-3,-1,4,-2,1
4379,-1,4,-3,-1,0,0,2
4380,-3,3,-3,0,3,-3,1
4381,-2,-1,0,0,0,0,0
4382,0,0,0,0,0,0,0
4383,-1,-2,-1,0,0,0,0
4384,0,0,4,-3,-1,0,5
4385,0,4,-1,-2,3,-3,1
4386,-2,-1,-1,0,4,-3,1
4387,0,0,0,0,0,0,0
4388,-1,-2,-1,0,0,0,0
4389,1,-2,3,-1,-2,3,5
4390,0,0,0,0,0,0,0
4391,2,-2,3,-1,-2,-1,4
4392,3,-3,3,-3,-1,0,4
4393,0,4,-3,-1,0,0,2
4394,0,0,0,0,0,0,0
4396,0,2,-2,3,-2,2,3
4397,0,0,0,0,0,0,0
4398,-2,0,3,-3,3,-3,5
4399,0,0,0,0,0,0,0
4400,0,0,0,0,0,0,0
4401,0,0,0,0,0,0,0
4402,-3,2,0,-2,3,-3,1
4403,-1,0,0,0,0,0,0
4404,-1,0,0,0,4,-3,1
4405,3,-3,-1,0,0,0,4
4406,0,0,0,0,0,0,0
4407,0,0,0,0,0,0,0
4408,0,0,0,0,0,0,0
4409,4,-3,-1,0,4,-3,4
4410,0,-3,3,-3,-1,4,5
4411,-2,1,-1,0,2,-1,1
4412,3,-3,-1,0,4,-2,4
4413,-3,1,-1,3,-2,0,3
4414,-1,0,0,0,0,4,0
4415,2,-3,3,-3,3,-2,4
4416,0,-2,1,-1,1,-1,0
4417,0,0,0,0,0,0,0
4418,-2,2,-1,0,-1,-1,2
4420,0,0,0,0,0,0,0
4421,0,4,-3,-1,0,0,2
4422,0,0,0,0,0,0,0
4423,0,0,0,4,-3,0,3
4424,-1,0,0,0,0,0,0
4426,-3,-1,0,0,0,4,0
4427,0,0,0,0,0,0,0
4428,0,0,0,0,0,0,0
4429,3,-1,-2,-1,0,0,4
4430,0,0,0,0,4,-3,1
4431,0,0,0,0,0,4,0
4432,-1,0,0,0,4,-3,1
4433,0,0,0,0,0,0,0
4434,-1,0,0,0,0,0,0
4435,4,-3,-1,0,0,0,4
4436,0,0,0,0,0,0,0
4437,0,0,4,-3,3,0,5
4438,0,0,0,0,0,0,0
4439,0,0,0,0,4,-2,1
4440,0,0,0,0,0,0,0
4441,2,-1,2,-3,0,-1,4
4442,3,-3,-1,4,-2,2,3
4443,-3,3,-1,0,0,-1,2
4444,0,0,0,0,0,0,0
4445,-1,0,4,-3,0,3,5
4446,0,0,4,-3,-1,0,5
4447,-3,-1,4,-3,-1,0,5
4448,3,-3,-1,0,0,0,4
4449,0,0,0,0,0,0,0
4450,4,0,-2,0,-1,3,4
4451,0,0,0,0,0,0,0
4452,-2,-1,0,0,0,0,0
4453,-2,-1,4,-3,-1,0,5
4454,0,0,0,0,0,0,0
4455,-1,0,0,4,-3,-1,3
4456,4,-3,-1,0,0,0,4
4457,-2,-1,4,-3,-1,4,5
4458,3,0,-3,0,3,0,1
4459,0,0,0,0,0,0,0
4460,-1,0,0,0,0,0,0
4461,1,1,-2,3,-3,-1,3
4462,3,-3,-1,0,0,0,4
4463,0,0,0,0,0,0,0
4464,1,-2,3,-3,1,1,5
4465,0,0,0,0,0,0,0
4466,0,0,0,4,-3,-1,3
4467,3,-2,-1,3,-3,-1,3
4468,-1,1,-1,1,0,-2,0
4469,-1,0,0,0,0,0,0
4470,0,0,0,0,0,0,0
4472,0,0,0,0,0,0,0
4473,0,0,0,0,0,0,0
4474,0,0,0,0,0,0,0
4475,0,0,0,0,0,4,0
4476,0,0,0,0,0,0,0
4477,0,4,0,-2,1,0,2
4478,2,0,-1,0,1,-2,0
4479,0,0,0,0,0,0,0
4480,-1,0,0,0,0,0,0
4481,0,0,0,0,0,0,0
4482,0,0,4,-2,-1,-1,5
4483,-1,0,0,0,0,0,0
4484,-1,-1,0,3,-3,1,3
4485,-1,0,0,0,0,0,0
4486,-1,-2,3,-3,-1,0,5
4487,-1,4,-3,-1,0,4,2
4488,4,-2,-1,0,-1,4,4
4489,0,4,-3,3,-3,-1,2
4490,0,0,0,4,-3,-1,3
4491,4,-1,-2,3,-1,-2,3
4492,0,0,0,0,0,0,0
4493,-3,0,3,-3,-1,0,5
4494,0,0,4,-3,-1,0,5
4495,0,0,0,4,-3,3,3
4496,0,0,0,0,0,0,0
4497,0,0,0,0,0,0,0
4498,-2,2,-1,2,-2,1,2
4499,0,0,0,0,0,0,0
4500,0,0,0,0,0,0,0
4501,-3,-1,0,0,0,0,0
4502,-2,3,-1,-1,-1,1,2
4503,-2,1,2,-2,-1,-1,5
4504,0,0,0,0,0,0,0
4505,0,0,0,0,0,0,0
4506,-1,2,0,0,-1,0,0
4507,0,0,0,0,0,0,0
4508,0,0,0,0,0,0,0
4509,0,0,0,0,0,0,0
4510,0,0,0,0,0,0,0
4511,0,0,0,0,0,0,0
4512,4,-3,-1,0,0,4,4
4513,-1,0,0,0,0,0,0
4514,3,-1,-1,1,-2,3,3
4515,0,0,0,0,0,0,0
4516,-1,-1,4,-3,3,-3,5
4517,4,-3,-1,0,4,-3,4
4518,-1,0,0,0,0,0,0
4519,4,-3,-1,0,0,0,4
4520,0,0,0,0,0,0,0
4521,-2,0,-1,0,0,0,0
4522,-3,0,-1,0,4,-3,1
4523,0,0,0,0,0,0,0
4524,-1,0,4,-3,3,-3,5
4525,0,0,0,4,-3,-1,3
4526,-1,-1,2,-3,-1,0,5
4527,0,0,0,0,0,0,0
4528,0,0,4,-3,-1,0,5
4529,-1,-1,4,-3,-1,0,5
4530,0,0,4,-3,-1,0,5
4531,0,0,0,0,0,0,0
4532,0,0,0,0,0,0,0
4533,0,0,0,0,0,0,0
4535,-3,3,0,-2,-1,-1,2
4536,0,0,0,0,0,0,0
4537,4,-3,-1,0,0,0,4
4538,-3,-1,4,-3,-1,4,5
4539,0,0,0,0,0,0,0
4540,1,2,-3,2,1,-3,2
4541,-1,4,0,0,-1,-1,2
4542,0,0,0,0,0,0,0
4543,0,-2,-1,-1,0,4,0
4544,3,-2,2,-2,-1,2,4
4545,0,4,-3,-1,0,0,2
4546,0,0,0,0,0,0,0
4547,0,0,0,0,0,0,0
4548,0,0,0,0,0,0,0
4549,0,0,1,0,-1,2,0
4550,0,4,-3,-1,0,0,2
4551,0,-1,0,1,0,-1,0
4552,4,-3,3,-3,-1,4,4
4553,0,0,4,-3,-1,0,5
4554,0,0,0,0,0,0,0
4555,-2,-1,3,-3,-1,0,5
4556,0,0,0,0,0,0,0
4557,3,-3,3,-2,-1,-1,4
4558,0,-3,-1,0,4,-2,1
4559,0,0,0,0,0,0,0
4560,3,-2,-1,-1,4,-3,4
4561,0,0,0,0,0,0,0
4562,4,-3,-1,0,4,-3,4
4563,0,-1,-1,4,-2,-1,3
4564,3,-3,3,-3,3,-1,4
4565,-1,0,0,0,4,-3,1
4566,3,-2,1,-2,-1,0,4
4567,-3,3,-3,3,-3,2,2
4568,0,0,0,0,0,0,0
4569,-3,-1,4,-2,-1,-1,5
4570,0,0,0,0,0,0,0
4571,4,-3,-1,0,0,0,4
4572,3,-3,-1,0,0,4,4
4573,0,0,0,0,0,0,0
4574,3,-3,3,-3,3,-2,4
4575,0,0,0,0,0,0,0
4576,-3,-1,0,0,0,4,0
4577,-3,0,-1,0,0,0,0
4578,0,0,0,0,0,0,0
