CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_중가_clust_id
4918,0,4,-3,-1,4,-3,2
4919,0,0,4,-3,-1,0,4
4920,0,0,0,0,0,0,1
4921,0,0,0,0,0,0,1
4922,0,-1,-2,1,-1,-1,1
4923,0,0,4,-1,-2,-1,4
4924,0,0,0,0,0,0,1
4925,-1,1,0,0,-2,2,1
4927,-2,-1,3,-3,3,-1,4
4928,0,0,0,0,0,0,1
4929,-1,0,0,0,0,0,1
4930,-1,-1,-1,3,-2,-1,3
4931,0,4,-3,-1,0,0,0
4932,0,0,0,4,-3,-1,3
4933,1,-2,3,0,-3,2,4
4934,0,4,-2,-1,-1,4,0
4935,0,-1,-1,4,-3,3,3
4936,0,-1,4,-3,-1,4,4
4937,3,-3,0,3,-1,-2,3
4938,-1,0,-2,3,-1,-2,3
4939,4,-3,-1,4,-2,-1,3
4940,0,0,0,0,0,0,1
4941,0,4,-3,3,-3,-1,0
4942,0,0,4,-3,-1,0,4
4943,0,-1,1,-2,3,-1,2
4944,-1,0,-1,1,-2,3,1
4945,0,4,-3,-1,0,0,0
4946,-3,3,-3,-1,0,0,0
4947,0,-1,1,-2,3,-2,2
4948,0,4,0,-3,3,-3,2
4949,-3,3,-3,-1,0,4,0
4950,0,0,0,0,4,-3,2
4951,0,0,4,-3,-1,0,4
4952,-1,4,-3,3,-3,0,0
4953,0,4,-2,-1,-1,4,0
4954,4,-3,0,-1,0,0,5
4955,1,-1,-1,3,-3,-1,3
4956,0,0,0,0,0,4,1
4957,0,0,0,0,0,4,1
4958,-1,4,-3,-1,4,-1,2
4959,3,-3,0,3,-1,-2,3
4960,0,0,4,-3,-1,0,4
4961,0,0,0,4,-3,-1,3
4962,-1,4,-3,-1,0,0,0
4963,0,4,-3,-1,4,-1,2
4964,0,0,0,0,4,-3,2
4965,0,-2,3,-3,3,-3,4
4966,0,2,-2,-1,-1,4,0
4967,-3,-1,4,-1,0,-2,4
4968,-3,3,-3,-1,0,0,0
4969,0,0,0,0,0,0,1
4970,4,-3,-1,4,-3,3,3
4971,4,-1,0,0,-2,3,5
4972,0,0,0,4,-3,3,3
4973,0,0,0,0,0,0,1
4974,-1,0,-1,3,-2,0,3
4975,-3,-1,4,-1,0,-2,4
4976,0,0,0,0,0,0,1
4977,0,0,0,0,0,0,1
4978,4,-1,-1,-1,3,-3,5
4979,0,0,4,-3,-1,0,4
4980,-1,1,0,-1,0,-1,1
4981,4,-3,-1,0,0,0,5
4982,0,4,-3,-1,0,4,0
4983,0,4,-1,-1,0,1,0
4984,4,-2,-1,-1,0,4,5
4985,4,-3,-1,0,0,0,5
4986,0,0,0,0,0,0,1
4987,-1,4,-3,-1,0,4,0
4988,3,-1,-1,0,1,-1,5
4989,2,0,-1,-1,3,-3,2
4990,4,-3,-1,0,0,0,5
4991,0,0,0,0,0,0,1
4992,-2,0,-1,-1,0,0,1
4993,0,0,0,0,0,0,1
4994,4,-2,-1,3,-3,-1,3
4995,4,-3,3,-3,3,-3,5
4996,0,4,0,-3,-1,0,0
4997,4,-2,0,2,-3,3,3
4998,4,-3,3,-2,-1,-1,5
4999,0,0,0,0,0,0,1
5000,4,-3,3,-3,3,-3,5
5001,0,0,0,0,0,0,1
5002,0,0,0,0,0,0,1
5003,0,4,-1,-2,-1,4,0
5004,3,-2,1,-1,1,0,5
5005,0,-3,-1,0,4,-1,2
5006,3,-1,-2,-1,4,-1,2
5007,-3,3,-3,3,-3,-1,0
5008,4,-3,-1,0,0,0,5
5009,4,-3,-1,0,0,4,5
5010,-3,-1,0,0,0,4,1
5011,0,4,-3,-1,0,0,0
5012,4,-1,0,-2,-1,4,5
5013,0,4,-3,3,-1,-2,0
5014,3,-1,-2,3,-3,3,3
5015,-1,-1,4,-2,1,0,4
5016,4,-3,-1,0,0,4,5
5017,0,4,-2,1,-2,-1,0
5018,0,0,0,0,0,0,1
5019,4,-1,-2,3,-3,-1,3
5020,0,0,0,4,-3,-1,3
5021,-1,-2,-1,4,-3,-1,3
5022,1,2,-3,0,3,-3,2
5023,0,0,4,-3,-1,0,4
5024,0,0,0,0,0,0,1
5025,-1,-1,3,-3,-1,4,4
5026,3,-2,0,1,-2,-1,5
5027,1,-1,0,2,-3,-1,3
5028,-3,-1,0,0,0,4,1
5029,3,-3,-1,0,4,-3,5
5030,-1,0,0,0,0,0,1
5031,0,0,4,-3,-1,0,4
5032,-1,0,4,-2,-1,-1,4
5033,-1,2,-2,-1,0,4,0
5034,0,4,-3,3,-3,3,0
5035,1,-2,3,-1,-2,3,4
5036,4,-3,-1,0,0,0,5
5037,0,0,0,0,0,0,1
5038,0,0,0,0,0,0,1
5039,0,0,4,-3,-1,0,4
5040,0,4,-1,-2,3,-1,2
5041,-2,1,2,-3,-1,0,4
5042,-1,4,0,-2,-1,-1,0
5043,-1,4,-3,-1,0,0,0
5044,-1,-2,3,-2,-1,-1,4
5045,0,0,0,0,0,0,1
5046,0,0,4,-3,-1,0,4
5047,0,0,0,4,-3,-1,3
5048,0,0,4,-3,0,-1,4
5049,0,0,4,-3,3,-3,4
5050,-1,0,4,-3,3,-3,4
5051,0,0,4,-3,-1,0,4
5052,0,4,-3,-1,4,-3,2
5053,4,0,-3,-1,4,-3,2
5054,4,-3,-1,0,0,4,5
5055,0,0,0,0,0,0,1
5056,-1,-2,3,-3,0,-1,4
5057,-2,3,-3,-1,4,-2,2
5058,4,-3,3,-3,-1,0,5
5059,0,0,0,0,0,0,1
5060,-1,0,0,4,-2,0,3
5061,-1,-1,0,4,-1,-1,3
5062,3,-3,-1,0,4,-3,5
5063,3,-2,1,-2,3,-3,5
5064,-3,-1,0,0,0,0,1
5065,4,-2,-1,-1,4,-3,5
5066,0,4,-3,-1,0,0,0
5067,0,0,0,0,4,-3,2
5068,4,-3,3,-3,-1,0,5
5069,-1,4,-3,-1,4,-3,2
5070,-1,4,-2,-1,3,-3,2
5071,0,0,0,0,0,0,1
5072,-2,-1,3,-3,3,-1,4
5073,0,0,0,0,0,0,1
5074,0,0,0,0,0,0,1
5075,-3,3,0,-2,-1,3,0
5076,0,0,0,4,-3,-1,3
5078,-1,-1,0,4,-3,3,3
5079,3,-1,-2,-1,0,4,5
5080,3,-3,-1,4,-3,-1,3
5081,4,-3,-1,0,0,0,5
5082,-2,1,-1,0,1,-2,1
5083,0,0,0,0,4,-3,2
5084,0,0,0,0,0,0,1
5085,0,0,0,0,0,0,1
5086,-3,-1,4,-1,-2,-1,4
5087,-1,4,-3,3,-3,-1,0
5088,3,-3,0,3,-3,3,3
5089,3,-2,-1,-1,4,-3,5
5090,0,0,0,0,0,0,1
5091,-1,-1,0,0,0,0,1
5092,-3,3,-2,2,-3,3,0
5093,0,0,0,0,0,0,1
5094,-3,3,-1,-2,3,-3,2
5095,-1,0,0,0,0,0,1
5096,-3,3,-3,-1,0,0,0
5098,0,0,0,4,-1,-2,3
5099,-2,-1,3,-1,-2,3,4
5100,0,0,0,0,0,0,1
5101,-3,3,-3,-1,0,0,0
5102,-3,-1,0,0,0,0,1
5103,-1,4,-3,3,-2,0,0
5104,1,-3,-1,0,0,0,5
5105,3,-3,2,-2,-1,4,5
5106,0,4,-2,-1,-1,4,0
5107,0,4,-3,3,0,-2,0
5108,0,0,0,0,0,0,1
5109,0,0,0,0,0,0,1
5110,0,0,0,0,0,0,1
5111,0,1,-1,0,0,1,1
5112,0,0,4,-1,-2,-1,4
5113,3,-2,1,-1,0,1,5
5114,-1,3,-2,-1,-1,0,0
5115,-1,4,-3,-1,0,0,0
5116,-1,0,0,0,0,0,1
5117,4,-1,-2,-1,4,-3,5
5118,0,0,0,0,0,0,1
5119,0,4,-3,3,-1,-2,0
5120,-1,0,0,0,0,4,1
5121,0,4,-3,-1,4,-3,2
5122,0,4,-3,-1,0,0,0
5123,-1,-1,4,-1,-2,-1,4
5124,-1,0,1,-1,0,1,1
5125,0,4,-1,-1,-1,-1,0
5126,-1,4,-3,3,-3,-1,0
5127,4,-3,-1,4,-3,3,3
5128,4,-3,-1,0,0,0,5
5129,0,0,0,0,0,0,1
5130,0,0,0,0,0,0,1
5131,0,0,0,0,0,0,1
5132,4,-3,3,-2,-1,3,5
5133,-3,3,-2,-1,-1,0,0
5134,0,0,0,0,0,0,1
5135,-1,4,-3,-1,0,0,0
5136,0,0,0,0,0,0,1
5137,0,0,0,4,-3,3,3
5138,0,0,4,-2,-1,-1,4
5139,0,0,0,0,0,4,1
5140,0,0,0,0,4,-3,2
5141,4,-3,3,-3,-1,0,5
5142,-2,1,2,-2,2,-3,4
5143,0,0,-1,-1,4,0,2
5144,-3,3,-2,-1,3,-3,2
5145,0,0,0,0,0,0,1
5146,3,-3,3,-3,-1,0,5
5147,0,0,0,0,0,0,1
5148,-3,-1,0,4,-3,-1,3
5149,0,0,0,0,4,-3,2
5150,1,0,-2,0,3,-3,2
5151,-1,3,-3,-1,0,0,0
5152,0,0,0,0,0,0,1
5153,0,0,0,0,0,0,1
5154,0,0,0,0,0,0,1
5155,-3,-1,0,0,0,0,1
5156,0,0,0,0,0,0,1
5157,4,-3,-1,0,0,4,5
5158,-1,0,1,0,-2,3,1
5159,-2,3,-3,-1,4,-1,2
5160,4,-1,-2,-1,4,-3,5
5161,1,-2,-1,4,0,-3,3
5162,4,-3,3,-3,3,-2,5
5163,0,0,0,0,4,-3,2
5164,0,0,0,0,4,-3,2
5165,2,-2,-1,-1,4,-3,5
5166,0,-2,3,-3,1,0,4
5167,3,-3,3,-1,-2,2,5
5168,0,0,0,0,0,0,1
5169,-1,4,-3,3,-1,-2,0
5170,0,0,0,0,0,4,1
5171,0,4,-3,3,-3,3,0
5172,-1,1,-1,-1,-1,4,1
5173,0,0,0,0,0,4,1
5174,3,-1,0,-2,-1,4,5
5175,0,0,0,0,0,0,1
5176,0,0,0,0,0,0,1
5177,0,4,-1,-1,-1,-1,0
5178,-1,1,-2,3,-3,3,3
5179,0,0,0,0,0,0,1
5180,0,0,0,4,-1,-2,3
5181,-2,1,0,-1,0,0,1
5182,-2,-1,-1,4,-3,-1,3
5183,0,0,0,0,0,0,1
5184,-3,3,-3,2,-1,-1,0
5185,-1,-2,3,-3,-1,0,4
5186,-1,-1,0,4,-2,-1,3
5187,-3,3,-2,-1,3,-2,2
5188,0,0,0,0,0,4,1
5189,0,0,0,0,0,0,1
5190,-1,0,0,4,-3,-1,3
5191,0,0,0,4,-3,-1,3
5192,0,0,0,0,0,0,1
5193,4,-3,3,-1,-1,0,5
5194,0,0,0,0,0,0,1
5195,-2,-1,-1,4,-1,-2,3
5196,0,3,0,-2,-1,-1,0
5197,0,0,4,-3,-1,0,4
5198,4,-3,3,-3,-1,0,5
5200,4,-1,-2,-1,4,-3,5
5201,0,0,0,0,0,0,1
5202,-1,4,-3,-1,0,0,0
5203,1,1,0,0,0,0,1
5204,0,0,0,4,-3,-1,3
5205,-2,2,-3,3,-3,-1,0
5206,0,0,0,0,0,0,1
5207,1,-2,-1,4,-2,-1,3
5208,-1,0,-1,0,0,0,1
5209,0,0,4,-1,-2,-1,4
5210,-1,-1,3,-1,-2,3,4
5211,-1,4,-2,-1,3,-3,2
5212,-1,0,4,-3,-1,0,4
5213,-1,-1,0,4,-2,2,3
5214,0,0,0,0,0,4,1
5215,-2,3,-3,0,3,-3,2
5216,4,-1,-1,1,-1,0,5
5217,-1,-2,3,-1,-1,0,4
5218,0,0,0,0,0,0,1
5219,-2,-1,3,0,-2,-1,4
5220,0,0,4,-3,-1,4,4
5221,0,4,0,-3,-1,0,0
5222,0,4,-3,-1,4,-3,2
5223,-1,3,-3,-1,4,-1,2
5224,4,-3,-1,0,0,4,5
5225,0,0,4,-3,-1,0,4
5226,0,4,-3,3,-2,-1,0
5227,-2,-1,3,-1,-2,3,4
5228,0,-3,2,-1,2,-3,4
5229,0,0,0,0,0,0,1
5230,4,-3,-1,4,-3,3,3
5231,-2,3,-2,0,-1,-1,0
5232,0,4,-3,3,-2,-1,0
5233,0,0,0,4,-3,-1,3
5234,0,0,0,0,0,4,1
5235,0,1,-1,-1,0,3,1
5236,4,-1,0,-2,-1,0,5
5237,3,-1,0,0,-1,0,5
5238,-1,3,-1,-2,3,-3,2
5239,-3,0,3,-2,1,-1,4
5240,0,-2,0,3,-2,0,3
5241,-2,3,-2,0,-1,3,0
5242,4,-3,-1,4,-3,-1,3
5243,0,4,-3,-1,0,0,0
5244,-3,-1,0,0,0,0,1
5245,0,0,0,0,0,0,1
5246,3,-1,-2,-1,4,-1,2
5247,0,0,0,0,0,0,1
5248,-1,4,-3,-1,0,0,0
5249,0,0,0,0,0,4,1
5250,3,-1,-1,1,-2,3,3
5251,-3,-1,0,0,0,0,1
5252,0,4,-3,0,3,-2,2
5253,0,0,0,0,4,-3,2
5254,0,0,0,0,0,0,1
5255,0,0,0,0,0,0,1
5256,-1,-1,3,-2,-1,3,4
5257,0,0,0,0,0,0,1
5258,-1,-1,0,-1,3,0,2
5259,-1,0,4,-3,-1,4,4
5260,4,-2,-1,3,-3,3,3
5261,3,-3,-1,0,4,-3,5
5262,0,4,-1,-2,-1,0,0
5263,0,0,0,0,0,0,1
5264,-3,-1,4,-3,-1,0,4
5265,-1,0,0,0,0,4,1
5266,4,-3,-1,0,4,-2,5
5267,-1,0,4,-2,-1,-1,4
5268,0,0,0,4,-2,-1,3
5269,0,4,-3,3,-3,3,0
5270,0,-2,-1,0,0,0,1
5271,4,-3,-1,4,-1,-2,3
5272,2,0,-1,1,0,-1,1
5273,-1,-1,3,-3,3,-2,4
5274,0,0,0,0,0,0,1
5275,-1,0,4,-2,-1,-1,4
5276,0,0,0,0,0,0,1
5277,0,0,0,4,-1,-2,3
5278,0,0,0,0,0,0,1
5279,0,0,4,-3,-1,4,4
5280,4,-3,-1,0,0,4,5
5281,0,1,-2,3,-1,-1,3
5282,4,-2,-1,3,-1,0,3
5283,4,-3,3,-3,-1,4,5
5284,4,-3,-1,0,0,0,5
5285,-2,-1,3,-1,-2,3,4
5286,0,0,0,0,0,0,1
5287,-1,4,-3,-1,0,0,0
5288,4,-3,-1,0,0,0,5
5289,0,0,0,0,0,0,1
5290,-1,0,0,0,0,0,1
5291,4,0,-3,2,-2,-1,3
5292,0,0,4,-3,-1,4,4
5293,-1,0,-1,0,1,-2,1
5294,0,0,4,-3,-1,4,4
5295,-1,-1,-1,0,0,0,1
5296,0,0,0,0,0,0,1
5297,0,4,-3,2,0,-1,0
5298,0,-1,3,-2,0,1,4
5299,-3,2,-2,-1,0,4,0
5300,0,0,0,0,0,0,1
5301,-1,2,0,-2,3,-2,2
5302,-1,4,-3,3,-3,3,0
5303,-1,3,-1,-1,-1,-1,0
5304,3,-2,-1,3,-1,-2,3
5305,-3,-1,4,-3,-1,0,4
5306,1,-2,-1,4,-1,-1,3
5307,0,0,0,0,0,0,1
5308,-1,4,-2,0,1,-2,0
5309,4,-1,1,-2,1,-1,5
5310,-2,-1,4,-1,-2,-1,4
5311,-1,1,-3,-1,4,-1,2
5312,0,-1,0,3,-1,-2,3
5313,0,0,0,0,0,0,1
5314,0,0,0,0,0,0,1
5315,0,0,0,0,0,0,1
5316,-1,1,0,0,-2,2,1
5317,0,0,0,0,0,0,1
5318,3,-3,-1,0,0,0,5
5319,0,0,0,0,0,0,1
5320,0,0,0,0,0,0,1
5321,0,0,0,0,0,4,1
5322,-1,-1,3,-3,3,-3,4
5323,1,0,-1,-1,3,-3,2
5325,0,0,4,-3,3,-1,4
5326,0,0,0,0,0,0,1
5327,0,4,-3,-1,0,0,0
5328,-3,3,-1,-2,3,-1,2
5329,0,0,0,0,0,0,1
5330,0,0,0,0,0,4,1
5331,2,0,-2,3,-1,-1,3
5332,-1,0,0,0,4,-3,2
5333,-3,-1,0,0,0,4,1
5334,3,-3,0,3,-3,-1,3
5335,0,0,0,0,0,0,1
5336,0,4,-2,-1,3,-3,2
5337,0,4,-3,-1,4,-3,2
5338,-3,-1,4,-3,1,-1,4
5339,-2,-1,4,-2,-1,-1,4
5340,0,0,0,0,0,0,1
5341,0,-2,2,-2,0,0,4
5342,-3,-1,0,0,0,0,1
5343,0,4,-3,-1,0,0,0
5344,0,0,0,0,0,4,1
5345,0,0,0,0,0,0,1
5346,0,0,4,-3,3,-3,4
5347,0,0,0,0,0,0,1
5348,3,-3,3,-1,0,-1,5
5349,0,0,0,0,0,4,1
5350,-1,0,0,0,0,0,1
5351,-1,0,1,-2,3,-3,2
5352,0,0,0,0,0,0,1
5353,0,0,0,0,0,0,1
5354,0,0,0,0,0,0,1
5355,0,0,0,0,0,0,1
5356,-1,0,4,-3,-1,0,4
5357,-3,-1,4,-3,3,-1,4
5358,-3,3,-3,3,-3,-1,0
5359,-1,0,0,0,4,-3,2
5360,-1,3,-3,-1,4,-1,2
5361,0,4,-3,-1,0,4,0
5362,4,-2,-1,-1,4,-3,5
5363,0,0,0,0,4,-3,2
5364,-2,3,-1,-1,-1,3,0
5365,-2,3,0,-3,3,-3,2
5366,-1,0,0,4,-3,3,3
5367,0,0,0,0,0,0,1
5368,-3,3,-2,0,2,-2,2
5369,-1,0,0,0,0,0,1
5370,-1,0,0,2,-3,3,3
5371,3,-2,1,-1,0,0,5
5372,-3,-1,0,0,4,-3,2
5373,-3,-1,0,0,0,0,1
5374,-1,0,0,0,4,-1,2
5375,-3,-1,0,0,0,4,1
5376,4,-2,1,-2,-1,4,5
5377,0,0,4,-3,-1,4,4
5378,-3,3,-2,-1,3,-1,2
5379,-3,3,-3,3,-3,-1,0
5380,-2,3,0,-2,-1,0,0
5381,0,1,-2,1,1,0,1
5382,0,4,-3,3,0,-3,0
5383,0,0,0,0,0,0,1
5384,3,-2,0,1,-2,3,5
5385,0,-3,0,3,0,-3,3
5386,4,-1,-2,3,-3,-1,3
5387,-1,0,0,-2,-1,0,1
5388,0,-1,1,-2,3,-3,2
5389,3,-1,-2,-1,0,4,5
5390,0,-3,-1,0,0,0,1
5391,-3,-1,0,0,0,0,1
5392,0,0,0,0,0,0,1
5393,0,0,0,0,0,0,1
5394,3,-3,3,-3,-1,4,5
5395,0,0,0,0,0,0,1
5396,-3,-1,4,0,-3,3,4
5397,2,-3,3,-3,0,3,5
5398,-3,-1,4,-1,-2,3,4
5399,0,0,0,0,0,4,1
5400,0,0,0,0,0,0,1
5401,0,0,0,0,0,0,1
5402,0,4,-3,3,-3,-1,0
5403,-1,4,-3,-1,0,0,0
5404,-1,-1,4,-3,3,-1,4
5405,-1,0,0,0,0,0,1
5406,0,0,0,0,0,0,1
5407,0,4,-3,3,-1,-2,0
5408,-1,0,4,-2,-1,-1,4
5409,4,0,-1,-1,-1,0,5
5410,0,0,0,0,0,0,1
5411,0,0,0,0,4,-3,2
5412,0,0,0,4,-3,-1,3
5413,4,-3,3,-1,0,-2,5
5414,0,4,-2,1,-2,3,0
5415,4,-2,-1,3,-2,-1,3
5416,0,4,-3,-1,0,0,0
5417,-3,3,0,-3,3,-3,2
5418,4,-3,3,-3,-1,0,5
5419,-2,0,2,-3,0,3,4
5420,-3,3,-3,-1,4,0,2
5421,-1,0,4,-3,-1,0,4
5422,0,0,0,0,0,4,1
5423,0,4,-3,3,-1,-2,0
5424,3,-3,-1,4,-2,1,3
5425,3,-3,3,-3,3,-3,5
5426,0,0,0,0,0,4,1
5427,4,-2,-1,-1,0,4,5
5428,-3,-1,0,0,0,0,1
5429,0,0,0,0,0,0,1
5430,-1,3,0,-3,3,-2,2
5431,0,0,0,0,0,0,1
5432,4,-3,3,-1,-2,3,5
5433,4,-3,-1,0,4,-3,5
5434,0,0,4,-3,-1,0,4
5435,0,0,0,0,0,0,1
5436,0,0,0,0,0,0,1
5437,-1,4,-1,-2,-1,0,0
5438,0,4,-3,-1,4,-3,2
5439,-1,3,0,-2,1,-2,2
5440,0,0,0,4,-3,-1,3
5441,0,0,0,4,-3,-1,3
5442,0,0,-2,0,3,-1,2
5443,0,0,4,-3,-1,4,4
5444,0,4,-2,-1,3,-2,2
5445,0,-1,-1,3,-1,-1,3
5446,4,-3,-1,4,-3,-1,3
5447,0,0,0,0,0,0,1
5448,-3,-1,0,0,4,-3,2
5449,-3,-1,4,-3,-1,0,4
5450,0,0,0,0,0,0,1
5451,0,0,0,0,0,0,1
5452,0,0,0,0,0,0,1
5453,0,0,0,0,0,4,1
5454,0,0,0,0,0,0,1
5455,0,0,0,0,0,4,1
5456,-3,3,-1,-2,-1,0,0
5457,3,-2,0,1,0,-1,5
5458,0,0,0,0,0,0,1
5459,-3,-1,4,-2,-1,3,4
5460,2,-2,3,-3,3,-3,5
5461,-3,3,-2,-1,3,-2,2
5462,-2,0,3,-3,3,-3,4
5463,0,0,0,0,0,0,1
5464,0,0,0,0,0,0,1
5465,0,0,0,0,4,-3,2
5466,-3,0,-1,4,-2,1,3
5467,4,-2,1,-2,3,-3,5
5468,-1,-1,0,4,-1,-2,3
5469,-2,3,-3,3,-3,-1,0
5470,-3,-1,0,4,-3,-1,3
5471,0,0,0,0,0,0,1
5472,-3,-1,0,0,0,0,1
5473,1,-2,3,-2,1,-1,4
5474,0,0,0,0,0,4,1
5475,0,-1,-1,4,-2,1,3
5476,0,0,0,0,0,0,1
5477,0,0,0,0,0,0,1
5478,0,0,0,0,0,0,1
5479,0,0,0,0,0,0,1
5480,0,0,0,0,0,0,1
5481,-3,-1,0,0,0,4,1
5482,-2,3,-2,-1,-1,4,0
5483,0,4,-3,-1,0,0,0
5484,3,-3,-1,4,-3,3,3
5485,3,-1,-2,3,-3,3,3
5486,0,4,-3,3,-2,1,0
5487,4,-1,0,0,-2,3,5
5488,0,0,0,0,0,0,1
5489,-2,1,-1,1,-1,0,1
5490,-1,-2,3,-3,-1,4,4
5491,2,-1,-2,2,0,-1,3
5492,0,0,0,0,0,0,1
5493,-3,0,-1,4,-3,-1,3
5494,-2,-1,3,-3,-1,4,4
5495,0,4,-2,2,-2,-1,0
5496,-1,4,-1,-1,0,1,0
5497,0,0,0,0,0,0,1
5498,4,-1,-2,3,-1,-2,3
5499,-3,3,-3,-1,4,-3,2
5500,-1,0,0,0,4,-3,2
5501,0,0,4,-3,3,-2,4
5502,0,0,0,0,0,0,1
5503,0,0,0,4,-1,0,3
5504,-3,-1,0,0,0,0,1
5505,3,0,-3,3,-2,1,3
5506,-3,3,-3,-1,0,0,0
5507,0,0,4,-1,-2,-1,4
5508,0,0,0,0,0,0,1
5509,-1,0,0,0,0,0,1
5510,4,-1,0,-1,2,-2,5
5511,0,0,0,0,0,4,1
5512,-2,2,-2,-1,3,-2,2
5513,-3,-1,0,0,0,0,1
5514,-1,0,0,0,0,4,1
5515,-1,0,4,-3,0,3,4
5516,-1,0,2,-2,1,0,4
5517,-1,4,-3,3,-1,-1,0
5518,0,4,0,-3,-1,0,0
5519,0,0,0,0,0,0,1
5520,4,-1,-1,-1,3,-1,5
5521,-2,1,1,-2,1,-2,1
5522,0,0,0,0,0,0,1
5523,0,0,0,0,0,0,1
5524,0,0,0,0,4,-2,2
5525,0,0,0,0,0,0,1
5526,-3,-1,4,-3,3,-1,4
5527,-3,-1,0,0,4,0,2
5528,0,0,0,0,0,0,1
5529,-2,-1,3,-2,-1,-1,4
5530,-1,0,0,0,4,-2,2
5531,0,0,0,0,0,0,1
5532,-1,4,-3,3,-3,3,0
5533,-1,0,0,0,0,0,1
5534,0,0,0,0,0,0,1
5535,0,0,0,0,0,4,1
5536,-3,-1,0,0,0,0,1
5537,0,0,4,-3,-1,0,4
5538,0,0,4,-3,-1,0,4
5539,-1,-2,2,0,-1,1,1
5540,0,4,-3,3,-3,-1,0
5541,-2,-1,0,4,-3,-1,3
5542,-3,-1,0,0,0,0,1
5543,-1,-2,3,-3,3,-3,4
5544,0,0,-1,3,-3,0,3
5545,0,0,0,4,-3,3,3
5546,-1,3,-3,3,-3,3,0
5547,-3,3,-3,3,-1,0,0
5548,0,0,0,0,0,0,1
5549,-2,0,1,0,-1,1,1
5550,4,-3,-1,4,-2,-1,3
5551,0,0,0,0,0,0,1
5552,-3,-1,4,-3,-1,4,4
5553,0,0,4,-3,-1,0,4
5554,-3,3,-2,1,1,-3,0
5555,4,-3,-1,0,0,0,5
5556,3,-3,3,-1,0,-1,5
5557,-2,1,-2,-1,4,-3,2
5558,0,0,4,-1,-1,-1,4
5559,0,0,0,4,-3,3,3
5560,3,-3,-1,0,4,-3,5
5561,-3,3,-2,1,-2,3,0
5562,-1,0,4,-2,-1,-1,4
5563,0,0,0,0,0,4,1
5564,1,-2,3,-3,3,-3,4
5565,0,4,-1,-1,-1,-1,0
5566,-1,4,-3,3,-3,3,0
5567,4,-3,-1,0,0,4,5
5568,3,-3,3,-1,-1,1,5
5569,-1,4,-2,0,-1,3,0
5570,-2,3,-2,0,2,-3,2
5571,0,0,0,0,0,0,1
5572,0,0,0,0,0,0,1
5573,4,-1,-2,3,-3,3,3
5574,-3,-1,4,-3,-1,0,4
5575,-2,3,-1,-1,0,0,0
5576,4,-1,-2,3,-3,-1,3
5577,-1,-2,3,-3,3,-3,4
5579,4,-1,-2,-1,4,-2,5
5580,-2,-1,0,0,4,-3,2
5581,0,0,0,0,0,0,1
5582,2,-2,3,-3,3,-1,5
5583,0,0,0,4,-1,-2,3
5584,-1,1,-2,-1,0,0,1
5585,0,0,0,0,0,0,1
5586,0,0,0,0,0,0,1
5587,0,4,-3,-1,0,0,0
5588,0,0,0,0,0,0,1
5589,3,-2,1,-2,2,-1,5
5590,4,-3,-1,0,0,0,5
5591,3,-1,-2,-1,4,-3,2
5592,4,-3,-1,4,-3,-1,3
5593,0,0,0,0,4,-1,2
5594,4,-3,3,-1,0,-2,5
5595,0,0,0,0,0,0,1
5596,0,4,-2,0,-1,3,0
5597,4,-3,3,0,-3,3,5
5598,-3,3,-3,3,-3,2,0
5599,0,0,0,0,0,0,1
5600,0,0,0,0,0,0,1
5601,1,-2,3,0,-2,-1,4
5602,-1,1,-2,3,-3,3,3
5603,0,0,0,0,0,4,1
5604,0,0,0,0,0,0,1
5605,0,0,0,0,0,0,1
5606,-2,1,-2,3,-2,0,3
5607,-1,2,0,-1,0,1,1
5608,0,0,0,0,0,0,1
5609,-2,-1,3,-3,3,-1,4
5611,0,0,0,0,0,4,1
5612,-1,0,0,0,0,0,1
5613,0,0,0,0,0,0,1
5614,-1,0,0,0,0,0,1
5615,-2,-1,0,4,-3,-1,3
5616,0,0,4,-3,-1,0,4
5617,4,-3,3,0,-3,3,5
5618,-3,-1,0,4,-2,-1,3
5619,-2,-1,4,-3,-1,4,4
5620,4,-2,-1,3,-3,-1,3
5621,0,0,0,0,0,4,1
5622,0,0,4,-3,-1,0,4
5623,-1,0,4,-1,0,0,4
5624,1,-1,-1,3,-3,3,3
5625,0,0,0,0,0,0,1
5626,0,0,0,0,0,0,1
5627,-3,-1,0,0,0,0,1
5628,-3,-1,0,0,0,0,1
5629,4,-1,-1,1,-2,-1,5
5630,0,4,-3,-1,4,-2,2
5631,0,4,-3,3,-1,-2,0
5632,0,0,0,0,0,4,1
5633,4,-3,-1,0,0,0,5
5634,3,-2,-1,-1,0,4,5
5635,0,0,0,0,0,0,1
5636,-3,3,-1,-1,0,-1,0
5637,-3,3,-2,-1,-1,4,0
5638,0,0,4,-2,-1,3,4
5639,0,2,-1,2,-3,3,3
5640,0,0,0,4,-3,-1,3
5641,0,4,-3,-1,4,-2,2
5642,-1,4,-1,-2,3,-2,2
5643,-3,-1,4,-3,3,-1,4
5644,4,-3,-1,0,0,0,5
5645,3,-3,3,-3,-1,0,5
5646,0,0,0,0,0,0,1
5647,-3,3,-3,2,1,-1,0
