CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_고가_clust_id
2795,-3,-1,0,0,0,0,0
2796,0,4,-2,1,-2,3,2
2797,0,0,0,0,0,4,0
2798,-3,-1,0,0,0,0,0
2799,0,0,0,0,0,0,0
2800,0,-1,3,-1,1,-3,3
2801,0,0,0,0,0,0,0
2802,0,0,0,0,0,0,0
2803,0,0,0,0,0,0,0
2804,-2,1,-2,3,-1,-1,1
2805,-2,-1,0,-1,0,4,0
2806,0,0,0,0,0,0,0
2807,0,0,0,0,0,0,0
2808,-3,2,-2,3,-2,2,2
2809,2,-3,3,-2,0,1,3
2810,-3,-1,0,4,-3,3,1
2811,0,4,-3,-1,0,0,2
2812,0,-1,0,0,4,0,4
2813,0,0,0,0,0,0,0
2814,0,0,0,0,0,0,0
2815,0,0,0,0,0,0,0
2816,0,0,0,0,0,0,0
2817,0,0,0,0,0,0,0
2818,3,-1,-1,1,0,-2,5
2819,0,-1,3,-2,-1,3,3
2820,-1,0,4,-1,-2,-1,3
2821,1,-1,1,-1,0,0,0
2822,4,-3,-1,0,4,-3,5
2823,-3,3,-3,-1,0,0,2
2824,0,0,0,0,0,0,0
2825,0,0,0,0,0,0,0
2826,-2,-1,4,0,-3,3,3
2827,0,0,0,0,4,-2,4
2828,-2,3,-3,3,-3,-1,2
2829,3,0,-1,-1,-1,3,5
2830,0,0,0,0,0,4,0
2831,0,0,0,0,0,0,0
2832,0,0,0,0,0,0,0
2833,-3,-1,0,4,-3,-1,1
2834,0,-1,4,-3,0,-1,3
2835,0,0,0,0,0,0,0
2836,-3,3,-3,3,-3,-1,2
2837,0,0,0,0,0,0,0
2838,-1,4,-3,3,-3,3,2
2839,0,0,0,0,0,0,0
2840,0,0,0,0,0,0,0
2841,0,0,0,0,0,0,0
2842,0,0,0,0,0,4,0
2843,0,0,0,4,0,-2,1
2844,0,0,0,0,0,0,0
2845,0,0,0,0,0,0,0
2846,0,0,0,4,-3,-1,1
2847,0,0,0,0,0,0,0
2848,-1,0,0,0,0,0,0
2849,-3,3,-3,1,2,-3,2
2850,0,0,0,0,0,0,0
2851,0,0,0,0,0,0,0
2852,0,-2,-1,0,4,-3,4
2853,0,0,0,0,0,0,0
2854,0,0,0,0,0,0,0
2855,-1,3,-3,-1,0,0,2
2856,3,-3,3,-2,-1,-1,5
2857,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,0
2859,0,0,0,0,0,0,0
2860,4,-3,-1,4,-3,-1,1
2861,0,0,0,4,-3,-1,1
2862,-3,-1,4,-2,-1,-1,3
2863,0,0,0,0,0,4,0
2864,0,4,-3,3,-3,-1,2
2865,0,0,0,0,0,0,0
2866,0,0,0,0,0,0,0
2867,-3,-1,0,4,-3,3,1
2868,-1,1,0,-1,0,1,0
2869,0,0,0,0,0,0,0
2870,-3,3,-3,3,-3,-1,2
2871,0,0,0,0,0,0,0
2872,0,0,0,0,0,4,0
2873,0,0,0,0,0,0,0
2874,0,0,0,4,-3,-1,1
2875,-1,0,4,-3,-1,0,3
2876,-2,2,-2,0,-1,3,2
2877,0,0,0,0,0,0,0
2878,-1,3,-3,0,3,-3,4
2879,-1,1,-1,0,1,0,0
2880,0,0,0,0,0,0,0
2881,0,0,0,0,0,0,0
2882,0,0,0,0,0,0,0
2883,0,0,0,0,0,0,0
2884,0,0,0,0,0,0,0
2885,0,0,0,4,-3,-1,1
2886,0,0,0,0,0,0,0
2887,-3,-1,0,0,0,0,0
2888,0,0,0,4,-3,-1,1
2889,0,0,0,0,0,0,0
2890,0,0,0,0,0,0,0
2891,0,4,-3,-1,0,0,2
2892,-1,0,0,0,0,4,0
2893,0,0,0,4,-3,-1,1
2894,0,0,0,0,0,0,0
2895,0,0,0,0,0,0,0
2896,0,0,0,0,0,0,0
2897,4,-3,-1,4,-3,-1,1
2898,-1,0,0,0,0,0,0
2899,-1,0,0,0,0,4,0
2901,0,0,0,0,0,0,0
2902,0,0,0,0,0,0,0
2903,-1,0,0,0,0,0,0
2904,0,0,0,0,0,0,0
2905,0,0,0,0,0,0,0
2906,0,0,-2,3,-1,0,1
2907,0,0,0,0,0,0,0
2908,0,0,0,4,-3,3,1
2909,0,0,0,0,0,0,0
2910,0,0,0,0,0,0,0
2911,0,0,0,0,0,0,0
2912,0,-2,-1,3,-3,3,1
2913,0,0,0,0,0,0,0
2914,-3,-1,0,0,0,0,0
2916,0,0,0,0,0,0,0
2917,0,0,0,0,0,0,0
2918,-2,1,-2,3,0,-2,2
2919,0,0,0,0,0,0,0
2920,-3,-1,0,0,0,0,0
2921,0,0,0,0,0,0,0
2922,0,0,0,0,0,0,0
2924,0,0,4,-3,-1,0,3
2925,0,0,0,0,0,0,0
2926,0,0,0,0,0,0,0
2927,-3,-1,0,4,-3,-1,1
2928,0,0,0,0,0,0,0
2929,-1,-2,-1,4,0,-3,1
2930,0,0,0,0,0,0,0
2931,-1,0,0,-2,-1,0,0
2932,0,3,-3,3,-3,3,2
2933,0,0,0,0,0,0,0
2934,0,0,0,0,0,0,0
2935,0,0,0,0,0,0,0
2936,0,0,0,0,0,0,0
2937,4,-3,3,-3,-1,4,5
2938,0,0,0,0,0,0,0
2939,0,0,0,0,0,0,0
2940,0,-2,-1,0,-1,4,0
2941,-3,-1,0,0,0,0,0
2942,0,0,0,0,0,0,0
2943,0,0,0,0,0,0,0
2944,-3,-1,0,0,0,0,0
2946,0,0,0,0,0,0,0
2947,-3,3,-1,-2,1,0,2
2948,0,0,0,0,0,0,0
2949,-3,-1,0,4,-3,-1,1
2950,0,0,0,0,0,0,0
2951,0,0,4,-3,-1,0,3
2952,0,0,0,0,0,0,0
2953,-1,0,4,-3,3,0,3
2954,0,0,0,0,0,0,0
2955,0,0,0,0,0,0,0
2956,0,0,0,0,0,0,0
2957,-3,-1,0,0,0,0,0
2958,4,-3,-1,0,0,0,5
2959,0,-3,-1,0,0,4,0
2960,0,0,0,0,0,0,0
2961,0,0,0,0,0,0,0
2962,0,0,0,0,0,0,0
2963,0,0,0,0,0,0,0
2964,-3,-1,0,0,0,0,0
2965,-1,4,-1,-2,-1,0,2
2966,0,0,0,0,0,0,0
2967,0,0,0,0,0,0,0
2968,-3,-1,0,4,0,-3,1
2969,0,0,0,0,0,0,0
2970,0,4,-3,-1,0,4,2
2971,0,0,0,0,4,-3,4
2972,0,0,0,0,0,0,0
2973,-2,3,-2,-1,0,-1,2
2974,0,0,-1,0,1,0,0
2975,-3,-1,0,0,0,0,0
2976,-1,0,1,0,-2,2,0
2977,0,0,0,0,0,0,0
2978,-1,0,0,0,0,4,0
2979,0,0,0,0,0,0,0
2980,0,0,0,0,0,0,0
2981,0,0,0,0,0,0,0
2982,-3,-1,0,0,0,0,0
2983,1,0,-2,0,-1,4,0
2984,0,0,0,0,0,0,0
2985,0,0,0,0,0,0,0
2986,0,0,0,4,-3,3,1
2987,3,-3,-1,4,-2,-1,1
2988,-1,0,0,0,0,0,0
2989,0,0,0,0,0,0,0
2990,0,0,0,0,0,0,0
2991,4,-3,-1,0,0,0,5
2992,-1,0,-1,0,3,-3,4
2993,0,0,0,0,0,0,0
2994,-3,3,-2,-1,3,-3,4
2995,0,0,0,0,0,0,0
2996,1,-2,2,0,-2,3,0
2997,-1,-1,-1,4,-3,3,1
2998,0,0,4,-3,-1,0,3
2999,0,0,0,0,0,0,0
3000,0,0,4,-3,-1,0,3
3001,-3,-1,4,-2,1,-1,3
3002,0,0,0,0,0,0,0
3003,-2,1,0,-1,1,-2,0
3004,0,0,0,0,0,0,0
3005,0,0,0,4,-3,-1,1
3006,0,0,0,0,0,0,0
3007,0,0,0,0,0,0,0
3008,-3,-1,0,0,0,0,0
3009,-1,0,0,0,0,4,0
3010,1,-1,0,1,-2,3,0
3011,0,0,0,0,0,0,0
3012,0,0,0,4,-3,-1,1
3013,0,0,0,0,0,0,0
3014,-1,3,-3,-1,0,0,2
3015,0,0,0,0,0,0,0
3016,0,0,0,0,4,-3,4
3017,0,0,0,0,0,0,0
3018,0,0,0,0,0,0,0
3019,0,0,0,0,0,0,0
3020,0,0,0,0,0,0,0
3021,0,0,0,0,0,0,0
3022,0,0,4,-3,-1,0,3
3023,0,0,0,0,0,0,0
3024,0,0,0,0,0,0,0
3025,-2,-1,3,-3,-1,0,3
3026,4,0,-3,-1,0,0,5
3027,-1,0,-1,3,-2,0,1
3028,0,0,0,0,0,0,0
3029,0,-1,-1,3,-2,1,1
3030,3,-3,-1,0,0,0,5
3031,-2,1,-1,-1,-1,4,0
3032,0,0,0,4,-1,0,1
3033,-1,0,0,0,0,0,0
3034,4,-3,-1,0,0,0,5
3035,0,0,0,0,0,0,0
3036,0,0,0,0,0,0,0
3037,-3,2,-2,3,-3,2,2
3038,0,0,0,0,0,0,0
3039,0,0,0,0,0,0,0
3040,-2,-1,3,-3,-1,4,3
3041,0,0,0,0,0,0,0
3042,0,0,0,0,0,0,0
3043,0,0,0,0,0,0,0
3044,0,0,4,-3,-1,0,3
3045,-2,-1,-1,0,0,0,0
3046,0,0,0,0,0,0,0
3047,1,1,-1,-1,3,-2,4
3048,0,0,0,0,0,0,0
3049,0,0,4,-3,-1,0,3
3050,0,0,0,0,0,0,0
3051,3,0,-3,3,-3,3,1
3052,-1,0,2,-2,0,0,3
3053,0,0,0,0,0,0,0
3054,0,3,-3,3,-2,2,2
3055,-1,-1,4,-1,0,-2,3
3056,0,-1,1,-1,0,0,0
3057,0,0,0,0,0,0,0
3058,0,0,0,0,0,0,0
3059,0,0,0,0,0,4,0
3060,0,0,0,0,0,0,0
3061,0,0,0,0,0,0,0
3062,0,0,0,0,0,0,0
3063,0,0,0,0,0,0,0
3064,-3,3,-2,0,-1,-1,2
3065,0,0,0,4,-3,-1,1
3066,4,-3,3,-1,-2,-1,5
3067,0,0,0,0,0,0,0
3068,-1,0,-1,0,0,0,0
3069,-1,3,-3,3,-2,1,2
3070,-3,3,-3,3,-2,-1,2
3071,0,0,0,0,0,0,0
3072,0,0,0,0,0,0,0
3073,0,0,0,0,0,0,0
3074,0,0,0,0,0,0,0
3075,0,0,0,0,0,0,0
3076,-1,2,-2,3,-3,3,1
3077,0,0,0,0,0,4,0
3078,0,0,0,0,0,0,0
3079,0,4,-3,-1,4,-3,4
3080,0,0,0,0,0,0,0
3081,0,0,1,-2,3,-1,4
3082,-3,-1,0,4,-3,3,1
3083,0,0,0,0,0,0,0
3084,0,0,0,0,0,0,0
3085,0,4,-3,-1,0,0,2
3086,0,-3,-1,4,-3,-1,1
3087,0,0,0,0,0,0,0
3088,0,0,0,0,0,0,0
3089,0,0,0,0,0,0,0
3090,-1,-1,0,0,0,0,0
3091,-3,-1,0,0,0,0,0
3092,0,3,-2,1,0,-2,2
3093,0,0,0,0,0,0,0
3094,0,0,0,0,0,0,0
3095,-1,4,-2,2,-3,-1,2
3096,0,0,0,0,0,0,0
3097,0,0,0,0,0,0,0
3098,-2,3,-2,2,-3,0,2
3099,0,0,0,0,0,0,0
3100,2,0,-1,-1,3,-3,4
3101,0,0,0,0,0,0,0
3102,0,-1,1,0,-1,1,0
3103,0,0,0,0,0,0,0
3104,-3,3,-3,-1,0,4,2
3105,0,-1,-2,3,-2,2,1
3106,0,0,0,0,0,0,0
3107,0,0,0,0,0,0,0
3108,0,0,0,0,0,0,0
3109,0,0,0,0,0,0,0
3110,0,0,0,0,0,0,0
3111,0,0,0,0,0,0,0
3112,2,1,-3,1,2,-2,4
3113,0,0,0,0,0,4,0
3114,0,0,0,0,0,0,0
3115,0,0,0,0,0,0,0
3116,0,0,0,4,-2,0,1
3117,-3,-1,0,0,0,0,0
3118,-2,2,-2,3,-2,2,2
3119,0,0,0,0,0,0,0
3120,0,0,0,4,-3,-1,1
3121,0,0,0,0,0,0,0
3122,-1,-2,1,2,0,-3,0
3123,0,-1,0,0,0,0,0
3124,0,0,0,0,0,0,0
3125,0,0,0,0,0,0,0
3126,-1,0,0,0,0,0,0
3127,0,0,0,0,0,0,0
3128,-2,2,0,-1,1,-1,0
3129,0,0,0,0,0,0,0
3130,1,1,0,0,-1,0,0
3131,0,0,0,0,0,0,0
3132,0,0,0,0,0,0,0
3133,-2,3,-2,1,-2,3,2
3134,-1,0,0,0,0,0,0
3135,1,-1,0,1,-1,0,0
3136,0,0,0,0,0,0,0
3137,0,0,0,0,0,0,0
3138,4,0,-3,-1,4,-2,5
3139,0,0,0,0,0,0,0
3140,-1,0,0,0,0,0,0
3141,0,0,0,0,0,0,0
3142,0,0,0,0,0,0,0
3143,0,0,0,0,0,0,0
3144,0,0,0,0,0,0,0
3145,4,-3,-1,4,-3,-1,1
3146,0,0,0,0,0,0,0
3147,0,0,0,0,0,0,0
3148,0,0,0,0,0,0,0
3149,0,-3,0,3,-3,3,1
3150,4,-3,-1,0,0,4,5
3151,0,0,0,0,0,0,0
3152,0,0,0,0,0,0,0
3153,0,0,0,0,0,0,0
3154,-1,-1,3,-3,3,-3,3
3155,4,-3,-1,0,0,0,5
3156,-3,-1,0,0,0,0,0
3157,0,0,0,0,0,0,0
3158,4,-2,-1,-1,0,0,5
3159,-2,-1,-1,4,-3,-1,1
3160,-2,2,-3,3,-1,0,2
3161,-1,0,4,-1,-1,1,3
3162,0,0,4,-2,0,-1,3
3163,0,0,0,0,0,0,0
3164,0,-1,0,-1,-1,3,0
3165,0,0,0,0,0,0,0
3166,0,0,0,0,0,0,0
3167,0,0,0,0,0,0,0
3168,0,0,-1,-1,3,-3,4
3169,0,0,0,0,0,0,0
3170,0,0,0,0,0,0,0
3171,0,0,0,0,0,0,0
3172,0,0,0,0,0,0,0
3173,-2,3,-3,3,-3,3,2
3174,-1,0,4,-2,-1,-1,3
3175,-1,4,-1,-2,-1,0,2
3176,0,-1,0,0,0,0,0
3177,0,0,0,0,0,4,0
3178,3,-3,3,-3,3,-3,5
3179,-3,-1,0,4,-2,2,1
3180,0,4,-3,3,-1,-1,2
3181,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,0
3183,0,0,0,0,0,0,0
3184,0,0,4,-3,0,-1,3
3185,0,0,0,4,-3,-1,1
3186,0,0,0,0,0,0,0
3187,0,0,0,0,0,0,0
3188,0,0,0,0,0,0,0
3189,0,0,0,0,0,0,0
3190,0,0,0,0,0,0,0
3191,0,0,0,0,0,4,0
3192,0,0,0,0,0,0,0
3193,-3,-1,4,-3,2,-1,3
3194,0,0,0,0,0,0,0
3195,-2,0,0,2,-2,0,1
3196,4,-3,-1,0,0,4,5
3197,0,0,0,0,0,0,0
3198,0,0,0,0,0,0,0
3199,0,0,0,0,0,4,0
3200,0,0,0,0,0,0,0
3201,-3,2,-1,-1,0,3,2
3202,0,0,0,0,0,0,0
3203,0,0,0,4,-3,-1,1
3204,-3,2,-2,3,-2,1,2
3205,0,2,-3,3,-3,3,1
3206,3,-1,-1,0,-1,-1,5
3207,1,-1,-1,3,-3,1,1
3208,-1,-1,1,-1,2,-3,0
3209,0,0,0,0,0,0,0
3210,0,0,0,4,-3,-1,1
3211,0,0,0,0,0,0,0
3212,-3,3,-2,-1,0,3,2
3213,-1,-2,-1,4,-3,-1,1
3214,-3,3,-3,2,-2,3,2
3215,0,0,4,-3,-1,0,3
3216,4,-3,-1,0,0,0,5
3217,0,0,4,-3,-1,0,3
3218,0,0,0,0,0,4,0
3219,0,0,0,0,0,0,0
3220,0,0,0,0,0,0,0
3221,0,0,0,0,0,4,0
3222,0,0,0,0,0,0,0
3223,-1,0,0,0,4,-3,4
3224,0,0,0,0,0,4,0
3225,0,0,0,0,0,0,0
3226,0,0,0,0,0,0,0
3227,1,0,-2,3,-3,2,1
3228,0,0,0,0,0,0,0
3229,0,0,0,0,4,-3,4
3230,0,0,0,0,0,0,0
3231,0,0,0,0,0,0,0
3232,0,0,0,0,0,0,0
3233,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0
3235,0,0,4,-3,-1,0,3
3236,0,0,0,0,0,0,0
3237,-1,0,4,-2,-1,3,3
3238,1,0,-1,0,-1,3,0
3239,4,-3,-1,0,0,0,5
3240,0,0,0,0,4,-3,4
3241,0,0,0,0,0,0,0
3242,0,0,0,0,0,0,0
3243,0,0,0,0,0,0,0
3244,0,0,0,0,0,0,0
3245,0,0,0,0,0,0,0
3246,-1,4,-3,3,-1,-2,2
3247,4,-3,-1,0,0,0,5
3248,0,0,0,0,0,0,0
3249,-1,1,-1,0,1,0,0
3250,0,0,4,-3,-1,4,3
3251,0,0,0,0,0,0,0
3252,0,0,0,0,4,-3,4
3253,3,-2,-1,3,-3,-1,1
3254,0,0,0,0,0,0,0
3255,0,0,0,0,0,0,0
3256,0,0,0,0,0,0,0
3258,0,0,0,0,0,0,0
3259,0,0,0,0,0,0,0
3260,0,0,4,-3,-1,0,3
3261,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,0
3263,0,0,0,0,0,0,0
3264,0,0,0,0,0,0,0
3265,4,-3,-1,4,-1,1,1
3266,0,0,0,0,0,0,0
3267,1,-2,-1,0,0,0,0
3268,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0
3270,0,0,0,0,0,0,0
3271,0,0,0,0,0,0,0
3272,-3,3,-3,3,-3,-1,2
3273,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0
3275,-3,-1,4,-3,0,3,3
3276,0,0,0,0,0,0,0
3277,0,4,-3,-1,0,0,2
3278,-3,3,-3,3,-3,-1,2
3279,1,-1,2,-3,2,0,3
3280,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,0
3282,0,0,0,0,0,0,0
3283,0,-2,2,0,-1,-1,0
3284,0,0,0,0,0,0,0
3285,0,0,0,0,0,0,0
3286,0,0,0,0,0,0,0
3287,0,0,0,0,0,0,0
3288,0,1,0,-1,1,0,0
3289,0,0,0,0,0,0,0
3290,0,0,0,0,0,0,0
3291,-3,-1,0,0,4,-3,4
3292,4,0,-3,-1,0,4,5
3293,-3,-1,0,0,0,0,0
3294,0,0,4,-3,-1,0,3
3295,-1,2,-1,0,0,0,2
3296,-3,3,-3,3,-3,3,2
3297,-1,0,4,0,-1,-2,3
3298,0,0,0,0,0,0,0
3299,4,-3,-1,0,0,0,5
3300,0,0,0,0,0,0,0
3301,0,0,0,0,0,0,0
3302,0,0,0,0,0,0,0
3303,-2,-1,-1,4,-3,3,1
3304,0,0,0,0,0,0,0
3305,4,-2,-1,3,-3,-1,1
3306,-1,0,-2,1,0,1,0
3307,2,-2,-1,2,-2,-1,1
3308,3,-2,1,0,0,-2,5
3309,0,0,0,0,0,0,0
3310,0,0,0,0,0,0,0
3311,3,-3,3,-3,3,-3,5
3312,-1,-2,-1,0,0,0,0
3313,0,0,0,0,0,4,0
3314,0,0,0,0,0,0,0
3315,0,0,0,0,0,0,0
3316,0,0,0,0,0,0,0
3317,-3,-1,0,0,0,4,0
3318,0,0,0,0,0,0,0
3319,0,0,0,0,0,0,0
3320,0,0,4,-3,-1,0,3
3321,-2,2,0,-2,3,0,4
3322,0,0,0,0,0,0,0
3323,-3,-1,4,-2,-1,-1,3
3324,0,0,0,0,0,0,0
3325,-2,1,2,-1,-2,0,3
3326,0,0,0,0,0,0,0
3327,-3,3,-3,1,0,2,2
3328,-1,0,0,0,0,0,0
3329,0,0,0,0,0,0,0
3330,0,0,0,0,0,0,0
3331,0,4,-3,-1,0,0,2
3332,-1,0,0,4,-3,-1,1
3333,0,0,0,0,0,0,0
3334,0,0,0,0,0,0,0
3335,-3,-1,0,0,0,4,0
3336,0,4,-3,-1,0,4,2
3337,0,0,0,0,0,0,0
3338,0,0,0,0,0,0,0
3339,0,0,0,0,0,0,0
3340,-1,2,-2,1,0,-1,2
3341,0,0,0,0,0,0,0
3342,-3,-1,0,0,0,0,0
3343,4,-1,-1,1,-2,3,5
3344,0,0,0,0,0,0,0
3345,-1,4,-1,0,0,-2,2
3346,0,0,0,0,0,0,0
3347,0,0,0,0,0,0,0
3348,-3,2,-2,0,-1,4,2
3349,0,0,0,0,4,-3,4
3350,2,0,0,-2,2,1,0
3351,-3,-1,4,-3,3,-3,3
3352,-2,2,-3,3,-1,-1,2
3353,0,0,0,0,0,0,0
3354,0,0,0,0,0,0,0
3355,-1,0,4,-3,-1,0,3
3356,-2,-1,3,-2,0,0,3
3357,0,0,0,0,0,0,0
3358,0,0,0,0,0,0,0
3359,0,0,0,0,0,0,0
3360,0,0,0,0,0,0,0
3361,0,0,0,0,0,0,0
3362,0,0,0,4,-3,3,1
3363,0,0,0,0,4,-3,4
3364,0,-2,-1,3,-1,-2,1
3365,-3,3,-3,3,-3,-1,2
3366,0,0,0,0,0,0,0
3367,0,0,0,0,0,0,0
3368,0,0,0,0,0,0,0
3369,0,0,0,0,4,-3,4
3370,0,0,0,0,0,0,0
3371,0,4,-3,-1,0,0,2
3372,-3,3,-1,-1,-1,3,2
3373,4,-1,-2,-1,0,0,5
3374,0,0,0,0,0,4,0
3375,0,0,0,0,0,0,0
3376,-3,-1,0,0,0,0,0
3377,0,0,0,0,0,0,0
3378,0,0,0,0,0,0,0
3379,0,0,0,0,0,0,0
3380,0,0,0,0,0,0,0
3381,0,0,0,0,0,0,0
3382,0,0,0,0,0,0,0
3383,0,1,0,-2,-1,4,0
3384,0,0,0,0,0,0,0
3385,-3,-1,0,0,0,0,0
3386,-1,-1,4,-2,-1,-1,3
3387,0,0,0,0,0,0,0
3388,-1,-1,0,1,-2,2,0
3389,0,0,0,0,4,-3,4
3390,-1,0,-2,3,-1,-2,1
3391,1,0,-1,1,-1,1,0
3392,0,0,0,0,0,0,0
3393,-3,-1,0,0,0,0,0
3394,0,0,0,0,0,0,0
3395,0,0,0,4,-3,-1,1
3396,0,0,0,0,0,0,0
3397,1,0,-1,-1,3,-1,4
3398,-3,0,-1,4,-2,-1,1
3399,1,0,-2,2,0,-1,0
3400,-1,0,0,0,-1,0,0
3401,0,0,0,0,0,0,0
3402,0,0,0,0,0,0,0
3403,0,0,0,4,-3,3,1
3404,0,0,0,0,0,0,0
3405,3,-1,-1,-1,-1,0,5
3406,-2,1,-2,3,-1,-1,1
3407,-3,3,-1,0,-1,0,2
3408,4,-3,-1,0,0,0,5
3409,0,0,0,0,0,0,0
3410,0,0,0,0,0,0,0
3411,0,1,-1,-1,-1,0,0
3412,0,-1,-1,4,-3,3,1
3413,0,0,0,0,0,0,0
3414,0,0,0,0,0,0,0
3415,0,0,0,0,0,0,0
3416,-3,-1,4,-2,-1,3,3
3417,0,0,0,0,0,0,0
3418,-1,-1,0,-1,0,4,0
3419,-3,-1,4,0,-3,-1,3
3420,0,0,0,0,0,0,0
3421,0,0,0,0,4,-3,4
3422,-3,-1,0,0,0,0,0
3423,0,0,0,0,0,0,0
3424,0,0,0,0,0,0,0
3425,0,0,0,0,0,0,0
3426,0,0,0,0,0,0,0
3427,0,0,0,0,0,4,0
3428,3,-3,-1,0,4,-3,5
3429,0,0,0,0,0,0,0
3431,0,0,0,0,0,0,0
3432,-1,-1,3,-1,-1,-1,3
3433,0,0,0,0,0,4,0
3434,-1,-1,0,0,4,-3,4
3435,0,0,0,0,0,0,0
3436,3,-3,-1,0,0,0,5
3437,-1,-1,0,0,0,4,0
3438,0,0,4,-3,-1,4,3
3439,0,0,0,0,0,0,0
3440,-3,3,-3,-1,0,0,2
3441,0,0,0,0,4,-2,4
3442,0,0,0,0,0,0,0
3443,0,-1,0,0,0,0,0
3444,0,0,0,0,0,0,0
3445,0,0,0,4,-3,-1,1
3446,0,0,0,0,0,0,0
3447,0,4,-3,-1,0,4,2
3448,-3,3,-2,-1,-1,0,2
3450,0,0,0,0,0,0,0
3451,0,0,0,0,0,0,0
3452,1,2,-3,2,1,-3,2
3453,-2,2,0,-2,-1,0,0
3454,0,-1,3,-3,-1,0,3
3455,0,0,0,4,-3,-1,1
3456,0,0,0,0,0,0,0
3457,-3,3,0,-3,2,0,4
3458,4,-3,3,-3,-1,0,5
3459,3,-3,2,0,-2,3,5
3460,1,-1,-1,0,0,0,0
3461,0,0,0,0,0,0,0
3462,-3,-1,0,0,0,0,0
3463,0,0,0,0,0,0,0
3464,-1,1,-1,0,-1,3,0
3465,0,0,0,0,0,0,0
3466,0,0,0,0,0,0,0
3467,-1,0,0,0,4,-3,4
3468,0,0,0,0,0,0,0
3469,0,0,4,-3,-1,0,3
3470,-3,3,-1,-1,0,-1,2
3471,0,0,0,0,0,0,0
3472,-1,0,1,1,-2,0,0
3473,0,0,0,0,0,0,0
3474,0,0,0,0,0,0,0
3475,0,0,0,0,0,0,0
3476,0,0,0,0,0,0,0
3477,-3,-1,4,-3,-1,0,3
3478,0,0,0,0,0,0,0
3479,0,0,0,0,0,0,0
3480,0,0,0,0,0,0,0
3481,0,0,0,0,0,0,0
3482,0,1,-1,2,-2,1,1
3483,0,4,-1,-2,-1,4,2
3484,0,0,0,0,0,0,0
3485,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0
3487,0,0,-2,2,-2,-1,1
3488,0,0,0,0,0,0,0
3489,0,4,-3,-1,0,0,2
3490,0,0,0,4,-3,-1,1
3491,0,0,4,-3,-1,0,3
3492,0,0,0,4,-3,-1,1
3493,0,0,0,0,0,0,0
3494,0,0,0,0,0,0,0
3495,0,0,0,0,0,0,0
3496,-1,-2,0,3,-1,-1,1
3497,-3,-1,0,0,0,0,0
3498,0,0,0,4,-3,-1,1
3499,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0
3501,4,-3,3,-3,-1,4,5
3502,-1,-1,0,4,-3,3,1
3503,0,0,0,0,0,0,0
3504,-3,-1,0,0,0,0,0
3505,-3,3,-3,3,-3,3,2
3506,0,0,0,0,0,0,0
3507,0,0,0,0,0,0,0
3508,0,0,0,0,0,0,0
3509,-1,-2,-1,4,-3,3,1
3510,0,0,4,-3,3,-3,3
3511,0,0,0,0,0,0,0
3512,0,-2,2,-2,-1,4,3
3513,0,0,0,0,0,0,0
3514,-1,3,-1,-2,0,-1,2
3515,0,0,0,0,0,0,0
3516,-2,0,1,-1,-1,3,0
3517,-1,0,4,-3,-1,0,3
3518,3,-3,-1,0,0,0,5
3519,0,0,0,4,-2,1,1
3520,0,0,0,0,0,0,0
3521,0,0,0,0,0,0,0
3522,0,0,0,0,0,0,0
3523,0,0,0,0,0,0,0
3524,0,0,0,0,0,0,0
3525,0,0,0,0,0,0,0
3526,4,-3,-1,4,-3,-1,1
3527,0,0,0,0,0,0,0
3528,0,0,0,0,0,0,0
3529,0,0,0,0,0,0,0
3530,4,-3,-1,0,0,4,5
3531,0,0,0,0,0,0,0
3532,0,4,-3,3,-1,-1,2
3533,0,0,0,0,0,0,0
3534,-1,0,0,0,0,0,0
3535,0,0,0,0,0,0,0
3536,0,0,0,0,0,0,0
3537,4,-3,-1,0,0,4,5
3538,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,0
3540,0,0,0,0,0,0,0
3541,-1,0,4,-3,-1,0,3
3543,0,0,0,0,0,0,0
3544,0,0,0,0,0,0,0
3545,0,0,0,0,0,0,0
3546,3,-3,3,-1,0,-1,5
3547,0,0,0,0,0,0,0
3548,0,0,0,0,0,0,0
3549,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0
3551,0,0,0,0,0,0,0
3552,0,0,0,0,4,-2,4
3553,-3,3,-1,0,-2,3,2
3554,0,0,0,0,0,0,0
3555,-3,0,-1,0,0,4,0
3556,-3,-1,0,4,-1,-2,1
3557,0,0,0,0,0,0,0
3558,-3,3,-3,-1,0,0,2
3559,0,0,0,0,0,0,0
3560,0,0,4,-3,-1,0,3
3561,0,0,0,0,0,0,0
3562,0,0,0,0,-2,1,0
3563,0,0,0,0,0,0,0
