CUSTNO,가구인테리어/잡화_고가_증감여부,가구인테리어/잡화_저가_증감여부,가구인테리어/잡화_중가_증감여부,가전/레저취미/멀티샵_고가_증감여부,가전/레저취미/멀티샵_저가_증감여부,가전/레저취미/멀티샵_중가_증감여부,교육문화/아동_고가_증감여부,교육문화/아동_저가_증감여부,교육문화/아동_중가_증감여부,식품/생활_고가_증감여부,식품/생활_저가_증감여부,식품/생활_중가_증감여부,의류/이미용_고가_증감여부,의류/이미용_저가_증감여부,의류/이미용_중가_증감여부,침구/주방_고가_증감여부,침구/주방_저가_증감여부,침구/주방_중가_증감여부
3141,0,0,4,0,1,0,0,2,1,2,1,1,0,3,1,0,3,0
3142,0,2,0,0,0,0,0,0,0,2,2,4,0,3,0,0,4,0
3143,1,1,3,0,0,3,0,0,0,1,1,1,1,2,1,1,0,0
3144,0,1,0,0,0,1,0,0,0,4,4,2,1,4,0,0,4,0
3145,4,2,4,0,1,2,0,1,0,3,4,4,4,1,3,0,0,4
3146,0,1,0,0,0,0,0,0,0,1,2,2,0,4,0,0,1,0
3147,1,2,4,0,0,3,0,0,4,3,4,2,1,0,1,4,4,0
3148,0,4,0,0,0,0,0,2,4,2,3,3,0,3,0,0,4,4
3149,0,1,1,1,0,1,0,0,1,3,4,1,1,4,3,4,0,3
3150,0,3,3,0,0,3,0,3,0,4,1,1,1,0,3,1,0,4
3151,0,0,0,0,1,0,0,3,0,1,4,2,3,2,1,0,3,0
3152,0,3,0,0,2,0,0,0,0,1,2,2,0,3,0,0,1,0
3153,0,4,4,0,0,4,0,3,2,3,4,3,0,4,0,0,3,4
3154,4,2,1,4,0,1,0,0,0,2,4,1,2,4,4,3,0,0
3155,1,3,1,0,4,3,0,4,4,3,3,3,0,4,4,3,3,4
3156,0,4,0,0,4,1,0,0,0,3,3,3,4,4,1,1,2,1
3157,0,3,1,0,0,0,0,0,0,3,0,3,3,0,2,0,0,4
3158,3,3,1,1,0,2,0,0,0,4,4,4,2,0,1,3,0,1
3159,0,2,4,0,4,4,1,4,1,2,4,2,4,4,1,4,4,3
3160,4,3,1,1,0,0,0,0,3,3,1,2,2,1,4,1,1,4
3161,0,4,2,4,0,1,0,4,0,2,4,3,3,3,4,0,0,1
3162,0,2,4,4,1,0,0,0,0,2,2,2,4,2,4,0,4,1
3163,0,4,0,0,1,0,4,0,0,2,4,4,0,1,4,0,1,0
3164,1,4,1,3,4,2,0,1,1,4,2,1,2,2,1,1,3,2
3165,0,1,0,0,1,1,0,0,0,2,2,2,0,2,1,0,4,0
3166,0,2,0,0,4,1,0,0,0,2,3,3,0,4,1,0,3,0
3167,0,2,0,0,3,4,0,0,0,1,3,1,0,3,1,0,1,2
3168,4,3,1,2,0,2,0,0,0,2,0,4,1,0,4,1,0,1
3169,0,4,0,0,4,1,0,4,1,1,2,1,3,2,1,0,3,0
3170,0,2,2,0,0,1,0,3,0,2,4,4,0,1,4,0,1,0
3171,0,4,0,0,2,0,0,0,0,2,3,1,4,1,0,0,3,0
3172,0,3,4,0,4,1,0,0,1,4,2,2,1,2,1,0,2,0
3173,0,3,1,1,0,2,0,0,1,3,4,2,1,0,3,4,0,0
3174,0,1,4,4,3,4,0,1,4,3,2,3,1,1,1,0,2,4
3175,1,1,2,3,0,2,0,0,1,2,0,2,4,0,1,2,0,1
3176,0,2,2,2,0,3,1,3,1,2,4,3,3,1,1,1,2,3
3177,1,3,4,0,0,0,0,0,0,2,0,3,3,4,3,4,0,4
3178,4,3,4,4,0,4,0,0,0,4,0,4,3,0,2,3,0,4
3179,2,2,3,0,0,4,1,0,1,3,4,3,1,3,4,3,4,0
3180,2,3,4,1,0,4,0,0,4,4,1,3,2,1,2,3,1,3
3181,1,2,3,0,0,1,0,0,4,3,4,3,3,1,3,2,0,2
3182,0,2,0,0,1,4,0,0,0,2,2,2,0,4,0,0,4,0
3183,0,3,3,0,1,2,2,0,2,2,2,1,1,4,2,4,1,2
3184,0,2,0,4,4,2,0,1,0,2,2,2,0,3,2,0,3,3
3185,0,1,0,0,4,1,0,4,0,3,4,2,0,3,1,1,0,0
3186,0,1,4,0,2,4,1,0,0,2,4,3,0,3,0,0,1,4
3187,0,2,1,0,0,0,0,0,0,3,4,3,4,0,1,1,0,0
3188,0,0,0,0,3,0,0,2,0,3,3,2,0,2,4,0,1,0
3189,0,4,1,0,3,1,0,2,1,3,4,3,1,1,2,0,1,0
3190,0,4,0,0,1,0,0,0,0,3,1,2,0,2,0,0,3,0
3191,0,4,4,0,0,4,0,0,1,1,1,1,1,0,4,0,0,1
3192,0,2,4,0,1,4,0,0,0,2,1,4,1,1,1,1,0,2
3193,0,2,2,4,0,3,0,0,1,1,4,3,3,4,4,4,4,3
3194,0,1,0,0,0,0,0,1,1,2,2,2,0,3,1,0,3,0
3195,0,1,1,2,0,2,0,0,4,3,1,3,2,3,2,1,2,1
3196,3,1,2,0,0,3,0,0,0,1,1,4,1,0,2,1,0,0
3197,0,4,4,0,4,1,0,0,1,3,3,2,0,1,1,3,4,0
3198,1,3,1,0,4,4,4,4,3,2,2,3,1,4,3,1,3,2
3199,0,3,2,0,0,1,0,0,0,3,1,3,2,0,1,3,0,0
3200,0,1,0,0,0,0,0,1,0,3,2,2,0,4,0,0,0,4
3201,4,2,2,2,0,1,0,0,4,3,0,1,3,0,1,4,0,0
3202,0,3,1,0,2,1,0,0,0,3,4,3,2,2,1,0,0,0
3203,0,4,2,0,1,2,0,0,0,1,2,4,4,1,3,1,2,0
3204,2,1,1,1,0,4,0,0,0,4,1,3,3,0,2,3,0,3
3205,0,1,4,1,4,2,0,0,4,3,3,3,2,0,4,1,4,4
3206,4,4,3,2,2,0,0,0,1,3,2,4,2,3,2,4,3,4
3207,4,1,2,1,0,3,0,0,0,3,0,3,3,1,1,4,0,0
3208,2,4,1,3,0,3,0,0,0,2,4,1,1,1,2,1,0,1
3209,0,3,0,0,4,0,0,0,0,1,4,1,0,4,0,0,0,0
3210,1,1,4,0,4,4,0,0,1,4,1,4,2,1,1,2,4,1
3211,4,4,2,0,3,1,0,0,0,2,2,1,1,3,1,1,3,2
3212,0,4,1,2,0,0,0,4,1,2,3,2,3,4,3,1,4,4
3213,0,3,4,0,1,3,0,0,0,2,2,3,0,2,4,0,2,0
3214,1,2,3,1,3,4,0,0,0,2,4,1,4,0,3,2,0,3
3215,0,4,4,4,4,2,0,0,0,4,3,4,4,0,4,3,0,2
3216,0,4,0,0,4,2,0,0,0,3,3,3,0,4,4,0,1,0
3217,1,2,3,4,0,0,0,0,0,3,0,3,2,0,4,2,0,1
3218,0,4,0,0,0,2,0,0,1,1,3,1,2,3,3,1,2,0
3219,0,4,0,0,1,1,0,3,0,3,4,4,0,2,4,0,4,0
3220,0,3,0,0,3,3,0,2,4,2,3,2,0,2,1,0,1,2
3221,0,3,1,0,0,1,0,0,0,4,1,3,1,4,4,4,1,4
3222,0,2,2,0,0,4,0,0,3,2,1,2,4,1,3,0,1,1
3223,1,3,2,0,1,2,0,0,4,1,1,1,3,0,2,1,0,1
3224,1,4,0,0,2,1,0,0,0,1,1,2,0,2,0,0,0,1
3225,0,3,0,0,3,0,4,4,3,2,2,2,0,3,0,0,0,0
3226,0,0,0,0,0,0,0,0,0,2,4,3,4,2,0,0,3,4
3227,3,1,4,1,4,2,0,0,0,3,2,2,3,3,3,1,2,4
3228,0,3,1,0,0,2,0,0,0,1,3,2,3,3,4,3,4,1
3229,4,3,2,0,3,3,0,4,1,2,1,3,2,2,2,3,2,3
3230,0,2,1,0,4,4,0,3,0,3,1,2,0,4,1,0,3,1
3231,0,4,0,0,3,0,0,0,0,4,4,2,1,4,1,0,2,4
3232,0,1,0,0,1,0,0,1,0,2,2,3,0,1,1,0,4,0
3233,0,4,0,0,3,1,0,4,2,2,3,3,0,4,0,0,2,1
3234,0,3,3,0,1,2,0,0,0,2,1,3,3,1,1,1,2,3
3235,0,4,0,4,3,0,0,1,0,3,4,2,3,4,4,0,2,1
3236,0,0,0,0,4,0,0,0,0,2,4,2,0,0,0,0,0,4
3237,1,4,2,4,0,2,0,0,4,4,0,3,3,0,1,1,0,1
3238,1,3,2,2,3,1,1,0,4,4,1,2,3,2,2,2,2,1
3239,4,2,0,0,0,1,0,0,0,2,4,1,2,1,1,1,3,4
3240,0,3,4,0,3,2,0,0,0,3,3,1,0,1,4,1,1,4
3241,0,4,0,0,0,0,0,0,0,3,3,3,0,1,0,0,2,0
3242,0,3,3,0,1,2,0,1,1,2,2,2,0,3,4,0,4,4
3243,0,1,0,0,4,0,0,4,0,2,2,3,0,1,0,0,1,4
3244,0,1,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0
3245,0,3,0,0,1,1,0,0,0,4,2,1,1,3,3,1,1,1
3246,0,4,1,1,0,4,0,3,2,2,3,4,3,1,3,4,3,4
3247,0,4,3,0,0,3,0,0,0,1,1,1,3,0,1,2,0,4
3248,0,2,1,0,4,1,0,3,1,2,2,1,0,3,1,0,2,0
3249,0,3,3,2,3,1,0,4,0,4,4,4,1,4,3,2,4,0
3250,0,3,3,4,0,3,0,0,0,1,1,3,2,1,2,3,0,3
3251,0,3,0,0,0,0,0,3,1,1,2,2,0,1,0,0,1,2
3252,1,2,0,0,0,1,0,0,4,4,4,3,4,0,3,0,0,1
3253,0,1,0,1,0,1,0,0,0,3,2,1,4,0,2,4,0,1
3254,4,4,4,0,1,0,0,0,0,1,2,3,0,4,4,4,0,0
3255,0,0,1,0,1,0,0,0,0,1,4,3,0,2,0,0,4,0
3256,0,4,0,0,1,0,1,0,0,1,2,1,0,2,0,0,1,0
3258,4,2,1,0,4,0,1,1,4,2,2,2,2,2,1,3,2,4
3259,0,1,0,0,0,1,0,0,0,4,4,4,4,0,1,0,0,0
3260,0,3,1,4,1,1,0,0,0,3,2,1,4,1,4,4,0,1
3261,0,3,0,0,4,1,0,1,0,3,4,2,0,4,1,0,4,0
3262,0,3,2,0,4,0,0,0,3,2,2,2,0,4,1,0,4,4
3263,0,0,0,0,3,1,0,4,0,2,3,3,0,4,2,0,1,0
3264,0,1,0,0,1,0,0,0,0,2,4,3,1,3,1,0,1,0
3265,3,2,2,0,2,1,0,4,4,2,3,2,1,1,3,1,1,3
3266,0,0,0,0,1,0,0,0,0,4,1,1,0,0,4,0,0,0
3267,0,4,2,0,0,3,0,0,0,2,0,3,4,0,3,3,0,1
3268,0,1,0,0,0,1,0,0,0,2,1,3,2,0,3,2,3,1
3269,0,1,0,0,2,1,0,0,0,3,2,4,0,3,0,0,4,1
3270,0,4,4,0,4,1,0,0,0,3,2,3,0,1,4,0,3,0
3271,2,2,3,0,1,4,0,4,0,2,3,3,2,4,3,4,4,4
3272,4,1,4,1,1,1,0,0,0,1,4,1,3,1,1,1,0,3
3273,0,1,0,0,3,0,0,4,2,1,3,2,0,2,0,0,4,0
3274,0,3,0,0,0,4,0,0,4,1,1,2,4,4,2,0,0,1
3275,0,1,1,4,0,0,0,0,0,1,1,1,2,1,1,2,1,1
3276,0,4,1,0,0,0,0,4,2,1,1,1,0,3,1,0,4,0
3277,0,2,4,1,0,4,0,0,4,1,0,3,4,0,1,0,0,4
3278,1,4,2,1,0,1,0,0,0,3,3,4,4,0,1,1,4,1
3279,0,1,3,4,0,1,0,0,4,2,4,4,1,0,3,4,0,0
3280,4,3,4,0,0,3,0,0,0,1,0,3,2,3,2,4,0,4
3281,0,2,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0
3282,0,4,0,0,3,0,0,4,4,3,4,4,4,4,0,0,4,1
3283,2,3,4,3,1,4,0,4,0,3,2,2,3,1,3,0,4,4
3284,4,0,4,0,1,0,0,0,4,3,4,2,0,3,4,0,4,0
3285,3,4,1,0,0,1,0,0,0,1,4,2,0,4,1,4,0,2
3286,0,0,0,0,3,0,0,0,4,1,2,2,0,1,1,0,1,0
3287,0,4,1,0,0,0,0,0,0,3,0,3,4,4,1,0,0,0
3288,0,2,0,3,0,1,0,0,4,4,0,4,2,4,4,1,4,0
3289,0,1,0,0,1,0,0,0,0,1,3,2,1,1,1,0,3,4
3290,0,4,0,0,0,0,0,0,0,4,2,3,1,0,0,1,4,0
3291,4,1,4,0,0,3,0,0,4,1,1,4,2,0,4,1,1,0
3292,0,1,2,1,0,1,0,0,0,2,4,2,3,0,2,0,0,0
3293,0,0,0,0,2,1,0,1,0,1,3,3,4,4,0,0,0,0
3294,4,4,1,4,2,0,0,0,1,2,2,1,2,4,3,4,3,1
3295,4,2,2,2,0,4,0,0,3,1,0,2,3,4,2,4,0,4
3296,1,4,4,1,0,4,0,0,0,2,2,3,1,1,2,3,1,1
3297,4,2,3,4,4,4,0,4,0,4,3,2,4,1,2,2,1,1
3298,0,4,4,0,0,1,0,0,0,4,4,4,3,0,2,0,0,0
3299,2,2,2,0,4,1,0,1,1,2,1,1,1,1,1,1,0,0
3300,0,4,1,0,0,1,0,0,0,2,3,2,0,1,1,0,3,0
3301,0,1,1,0,1,1,0,4,1,2,2,2,0,3,1,0,4,1
3302,0,4,1,0,0,1,0,0,0,4,3,3,0,1,1,0,4,0
3303,1,1,4,0,0,4,0,0,0,4,0,3,2,0,2,4,0,4
3304,0,1,4,0,3,1,0,1,4,4,1,2,0,2,3,0,3,0
3305,0,1,3,1,0,1,0,0,0,2,1,4,1,0,4,1,0,0
3306,2,2,4,1,3,1,0,0,1,2,2,1,2,1,2,4,0,2
3307,0,2,4,1,0,1,0,0,0,3,2,3,3,4,3,2,0,2
3308,1,4,1,3,0,4,0,0,4,3,3,4,1,0,4,1,0,0
3309,0,3,0,0,0,3,0,0,0,1,4,3,2,3,2,4,4,0
3310,0,1,1,0,0,1,0,0,4,2,4,3,2,4,3,0,4,0
3311,2,3,4,4,0,3,0,0,0,2,1,1,3,1,3,1,1,1
3312,1,1,2,0,0,3,0,0,0,2,1,4,1,0,2,1,0,0
3313,1,1,1,0,0,0,0,3,0,2,1,3,0,4,4,0,4,1
3314,0,0,0,0,2,2,0,0,0,3,2,2,0,4,1,0,1,4
3315,0,0,3,0,0,1,0,0,0,0,0,1,4,0,2,0,0,0
3316,0,1,1,0,3,4,1,4,1,4,4,4,2,3,3,0,3,4
3317,4,2,3,0,0,2,0,0,0,1,0,2,4,0,2,3,0,2
3318,0,1,2,0,0,3,0,0,0,4,1,1,2,0,3,0,1,4
3319,0,3,0,0,2,0,0,4,0,3,2,2,0,2,0,0,2,2
3320,0,1,0,4,3,0,0,4,4,3,3,4,0,4,4,0,4,1
3321,1,4,2,3,0,2,0,4,0,1,4,2,2,4,1,3,1,4
3322,0,3,4,0,3,1,0,1,0,2,1,2,2,1,2,4,1,1
3323,0,2,4,4,3,0,0,4,0,1,3,2,4,4,4,2,2,4
3324,0,3,0,0,2,4,0,4,1,1,1,3,0,4,0,0,3,0
3325,1,3,3,4,0,4,0,0,0,2,3,2,2,4,1,2,3,2
3326,0,2,4,0,2,4,0,0,0,1,1,3,0,2,3,0,0,3
3327,1,3,2,1,0,4,0,0,4,3,0,2,1,0,2,4,0,2
3328,4,4,3,0,0,3,0,0,4,1,0,2,1,0,3,3,0,3
3329,0,1,0,0,0,3,0,0,0,1,4,1,1,0,4,1,4,0
3330,0,3,1,0,0,0,0,1,1,1,4,4,0,2,1,0,1,0
3331,0,3,2,1,4,1,0,0,4,2,1,1,1,3,2,1,2,1
3332,0,1,4,0,1,1,0,0,0,3,4,3,1,4,4,4,0,1
3333,0,4,0,0,4,1,0,0,1,1,1,1,0,2,4,0,1,0
3334,0,3,0,0,1,0,0,3,0,1,3,3,0,1,0,4,3,0
3335,4,4,1,0,0,2,0,3,1,4,3,4,4,1,3,4,4,4
3336,4,1,0,1,0,0,0,0,0,1,1,4,1,1,4,1,0,1
3337,0,0,0,0,0,0,0,0,0,2,2,2,1,3,0,0,3,0
3338,0,1,0,0,4,0,0,0,0,3,2,3,0,1,0,0,3,0
3339,0,4,0,0,0,0,0,0,0,2,1,2,0,4,0,0,0,0
3340,4,4,3,2,0,2,0,0,0,4,4,4,4,0,4,4,0,4
3341,0,1,0,0,4,0,0,0,0,4,2,2,0,2,1,0,1,1
3342,0,4,1,0,0,1,0,0,0,2,2,1,0,4,1,0,1,0
3343,3,3,1,2,0,3,0,0,1,3,0,3,3,0,1,0,0,0
3344,3,2,4,0,0,0,0,0,0,2,4,2,2,3,3,1,4,0
3345,0,1,4,3,4,2,0,0,0,2,3,3,1,2,1,4,3,1
3346,4,2,1,0,2,0,0,0,0,1,1,1,3,0,3,0,3,4
3347,0,4,4,0,3,4,0,2,0,2,1,3,0,2,4,0,3,1
3348,4,4,1,1,0,4,0,0,0,1,4,3,2,4,1,2,0,1
3349,0,4,4,0,0,0,0,3,4,2,3,2,0,1,4,0,0,4
3350,3,4,2,3,0,3,0,0,4,4,0,2,2,0,2,1,0,1
3351,4,1,1,4,0,1,0,0,0,4,4,2,1,2,4,1,0,0
3352,0,1,1,1,0,3,0,4,4,3,4,3,3,2,3,3,4,1
3353,0,0,0,0,1,0,0,0,0,3,2,3,4,4,0,0,1,0
3354,1,1,0,0,0,1,0,1,4,2,3,3,1,4,4,4,0,1
3355,3,1,1,4,0,1,0,0,4,2,0,3,2,0,2,1,4,0
3356,3,1,3,4,1,4,0,0,1,4,1,1,4,2,2,4,1,3
3357,0,4,4,0,1,0,0,0,0,2,2,1,0,1,1,0,2,4
3358,0,4,1,0,1,0,0,0,0,3,2,3,4,3,3,0,2,4
3359,0,3,0,0,0,1,0,0,0,1,0,1,3,0,1,4,0,0
3360,0,3,1,0,4,1,0,3,3,1,2,3,0,2,4,0,2,3
3361,0,4,0,0,3,0,0,4,1,4,4,3,0,2,0,0,4,0
3362,1,2,4,0,0,1,0,0,0,1,1,4,3,1,1,3,0,4
3363,0,0,0,0,1,0,0,0,0,3,4,3,0,1,0,0,1,0
3364,0,2,4,1,4,4,0,0,1,2,1,1,4,0,2,4,1,0
3365,3,3,3,1,4,1,0,0,0,3,4,2,3,1,1,2,0,3
3366,0,1,0,0,0,4,0,0,0,3,4,4,2,3,2,0,1,4
3367,1,1,4,0,1,4,0,0,1,1,3,3,0,1,3,0,2,4
3368,0,4,4,0,4,4,0,4,0,1,2,2,4,3,4,0,3,0
3369,4,2,3,0,0,2,0,0,0,3,3,2,2,1,2,2,4,1
3370,1,4,4,0,1,1,0,1,0,2,3,3,4,4,0,0,2,1
3371,0,2,0,1,3,1,0,0,0,3,2,2,0,3,1,0,1,0
3372,4,4,3,3,0,3,0,0,0,3,0,2,3,0,3,4,0,0
3373,4,2,4,1,0,2,1,1,2,4,3,3,3,1,3,4,3,3
3374,0,4,0,0,0,4,0,4,4,4,3,3,0,2,0,0,3,4
3375,0,2,1,0,0,0,0,0,1,4,2,3,4,1,3,1,0,1
3376,0,1,0,0,0,1,0,1,0,3,1,2,1,2,2,3,2,3
3377,0,2,2,0,0,2,0,3,1,2,3,2,0,2,4,0,3,1
3378,1,1,3,0,0,2,0,0,0,2,3,3,3,0,1,0,1,0
3379,0,3,1,0,0,3,0,0,0,2,4,3,2,0,1,1,0,1
3380,0,4,4,0,2,1,0,4,0,3,2,2,4,4,4,0,4,4
3381,0,3,0,0,3,4,0,1,0,4,3,2,0,2,4,0,0,0
3382,1,3,0,0,0,4,0,0,0,2,4,1,4,0,3,0,4,0
3383,1,1,2,3,0,4,0,0,0,4,4,4,1,0,1,0,1,1
3384,0,1,4,0,1,1,0,2,0,2,3,3,1,3,3,0,4,4
3385,1,1,1,0,0,3,0,0,0,1,0,4,1,0,1,0,0,0
3386,1,1,3,4,0,2,0,0,4,3,1,4,3,1,3,4,0,3
3387,0,2,0,0,2,0,0,0,0,3,3,2,0,4,4,0,3,4
3388,0,2,4,2,0,1,0,0,0,2,4,2,1,4,4,4,0,4
3389,0,2,4,0,1,4,4,4,4,3,2,2,3,2,4,0,2,0
3390,4,4,0,1,0,4,0,0,0,4,0,4,1,0,3,1,0,4
3391,1,1,4,2,4,4,0,1,3,2,1,2,1,0,2,4,1,1
3392,0,3,0,0,4,0,0,4,0,3,3,4,0,1,0,0,4,0
3393,4,4,4,0,0,0,0,0,0,1,0,3,3,0,3,2,0,0
3394,0,4,3,0,4,4,0,0,0,2,2,4,4,4,1,0,3,0
3395,0,4,4,0,4,1,0,1,2,2,3,3,4,3,4,0,3,3
3396,0,2,2,0,1,3,0,3,3,4,2,2,4,2,1,4,2,3
3397,4,4,2,2,4,1,0,4,0,3,1,2,3,4,2,2,4,0
3398,0,1,1,0,3,4,0,0,0,3,3,2,0,1,3,0,2,4
3399,0,1,1,1,0,1,0,0,4,4,4,1,2,4,4,1,0,4
3400,1,1,3,3,0,2,0,0,2,2,0,2,2,0,1,4,0,4
3401,1,3,3,0,1,4,0,0,4,1,1,1,3,1,4,1,0,2
3402,0,4,0,0,2,0,0,1,4,3,4,2,0,2,4,0,1,4
3403,4,1,4,0,0,1,0,0,1,2,0,3,4,0,4,1,0,3
3404,0,4,1,0,4,0,0,0,0,1,3,3,2,1,1,1,3,0
3405,1,4,1,2,1,4,0,1,0,1,1,1,4,1,4,1,2,2
3406,4,1,1,1,0,2,2,0,3,4,4,3,4,4,1,1,1,2
3407,3,4,4,3,0,3,0,0,0,4,4,4,3,4,3,2,0,2
3408,0,3,4,0,1,4,0,0,0,2,1,2,2,0,3,0,1,1
3409,0,2,0,0,0,4,0,0,0,1,1,3,1,1,3,0,0,0
3410,0,4,4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
3411,0,4,1,2,0,1,0,0,4,2,1,2,1,2,1,4,1,4
3412,0,3,2,0,0,3,0,0,4,1,3,2,3,0,2,1,0,4
3413,0,0,0,0,4,0,0,0,0,4,4,2,0,4,0,0,0,4
3414,0,1,1,0,2,4,0,0,0,3,1,3,2,2,3,0,4,4
3415,0,3,4,0,3,1,0,1,2,1,1,2,0,2,3,4,2,0
3416,1,3,3,4,0,2,0,0,4,4,4,4,3,2,3,2,0,0
3417,0,0,0,0,4,0,0,0,0,2,3,3,0,4,0,0,0,0
3418,0,4,4,1,4,1,0,0,0,2,3,3,4,3,3,4,3,4
3419,4,3,4,4,0,4,0,0,0,3,4,2,1,0,2,1,0,4
3420,0,4,0,0,4,0,0,0,0,3,3,2,0,1,0,0,0,0
3421,0,2,4,0,3,0,0,1,4,3,3,2,3,3,1,0,4,3
3422,0,4,1,0,0,4,0,0,1,3,3,3,4,1,4,4,0,4
3423,0,1,1,0,0,3,0,0,4,2,4,3,3,4,3,1,0,1
3424,0,3,1,0,0,0,0,0,0,2,0,1,2,1,2,1,0,4
3425,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,4
3426,0,0,0,0,3,0,0,0,0,2,3,2,3,1,0,1,4,2
3427,0,4,1,0,2,1,0,0,0,1,2,2,4,4,4,1,3,0
3428,0,3,4,0,4,4,0,0,0,2,2,2,2,4,2,1,3,1
3429,0,4,1,0,0,0,0,3,0,2,4,1,1,4,3,1,3,0
3431,0,4,0,0,3,4,0,1,4,4,3,4,4,3,4,0,1,4
3432,0,4,4,4,0,1,0,0,0,3,2,3,0,4,4,3,4,2
3433,4,3,4,0,4,4,0,0,0,4,2,3,1,3,4,0,4,0
3434,2,3,1,0,1,1,0,3,4,1,4,2,3,4,3,1,4,4
3435,0,1,1,0,0,0,0,1,0,3,2,2,3,1,1,4,4,4
3436,0,1,4,0,0,4,0,1,0,3,4,4,4,2,1,0,4,4
3437,1,3,3,0,0,1,0,0,0,2,0,1,2,4,3,4,0,2
3438,4,3,3,4,0,4,0,0,0,2,1,1,4,1,3,4,1,3
3439,0,2,0,0,4,0,0,4,1,1,2,3,0,1,3,0,3,4
3440,4,1,0,1,4,1,0,3,0,2,3,2,0,4,3,0,3,2
3441,0,4,1,0,1,3,0,0,0,1,3,1,3,0,3,0,1,1
3442,0,3,1,0,0,0,0,0,4,1,0,1,1,0,4,4,0,3
3443,1,1,4,0,0,3,0,0,1,4,0,3,3,0,4,3,0,3
3444,0,2,1,0,4,0,0,1,0,2,1,1,0,3,4,0,1,0
3445,0,2,1,0,3,1,0,0,0,2,4,2,4,1,1,0,3,4
3446,0,3,3,0,4,1,0,1,0,3,2,3,0,1,1,0,1,2
3447,1,4,2,1,0,3,0,0,1,2,4,3,3,0,4,2,0,0
3448,4,4,4,2,0,1,0,1,1,2,3,3,4,2,4,1,2,1
3450,0,4,1,0,0,2,0,0,0,4,0,3,0,4,1,0,0,0
3451,0,4,0,0,0,0,0,4,0,3,1,2,2,4,4,0,2,1
3452,1,1,1,1,0,1,0,4,0,2,4,4,3,4,3,2,4,2
3453,0,3,0,3,4,0,0,0,1,1,3,1,0,1,1,4,4,4
3454,2,1,1,4,1,1,0,0,0,3,1,4,4,0,3,1,0,4
3455,0,2,3,0,0,4,0,0,0,3,2,3,1,4,4,1,3,0
3456,0,1,0,0,3,4,0,3,4,3,3,3,3,1,3,0,2,1
3457,2,3,1,4,0,1,0,0,1,1,4,2,1,1,1,2,1,1
3458,0,4,1,4,0,4,0,0,0,1,4,1,3,1,1,0,3,4
3459,1,3,3,3,2,4,0,0,0,2,2,2,1,1,4,0,2,0
3460,0,2,0,0,1,3,0,3,0,2,4,3,1,3,4,3,1,1
3461,0,2,0,0,0,2,0,0,0,3,4,3,2,4,1,0,0,4
3462,1,3,4,0,4,1,0,4,0,4,4,2,1,4,2,0,0,0
3463,0,2,4,0,1,0,0,4,0,1,4,4,0,4,4,4,4,4
3464,1,4,2,2,4,1,0,0,4,1,1,1,1,3,1,1,0,1
3465,0,2,0,0,4,0,0,0,0,1,2,1,0,3,0,0,3,0
3466,0,3,0,0,3,4,0,0,0,2,3,3,0,2,4,0,0,0
3467,1,3,4,0,0,4,0,1,0,1,1,1,2,3,2,1,1,0
3468,0,1,0,0,3,0,0,4,0,3,4,3,0,4,4,0,4,4
3469,0,3,2,4,0,3,0,4,1,3,1,3,2,4,4,4,4,0
3470,0,2,3,3,4,2,1,0,2,3,2,3,3,4,3,2,2,3
3471,0,1,0,0,3,3,0,3,0,1,3,2,4,3,4,3,3,2
3472,4,4,3,3,4,4,0,0,4,2,4,4,2,4,3,2,0,0
3473,0,0,3,0,1,0,0,0,0,4,1,2,0,1,1,0,2,0
3474,0,1,3,0,4,1,0,0,0,1,2,2,0,2,3,0,2,2
3475,0,2,0,0,1,0,0,0,0,1,3,3,1,1,1,0,2,0
3476,0,3,4,0,0,4,0,4,0,2,2,1,0,1,4,0,4,0
3477,0,1,0,4,1,4,0,0,0,2,3,2,0,0,0,0,2,0
3478,0,4,1,0,4,0,0,4,0,2,4,4,1,2,0,0,2,4
3479,0,0,0,0,0,0,0,1,0,2,3,3,0,3,1,0,4,0
3480,0,4,4,0,4,1,0,4,0,4,4,3,1,3,2,0,2,0
3481,0,4,0,0,2,1,0,1,0,3,1,1,0,3,0,0,0,4
3482,1,2,0,2,0,1,0,1,0,3,2,3,1,1,4,1,1,1
3483,1,1,2,3,0,0,0,0,4,1,1,2,4,0,4,3,0,0
3484,0,1,2,0,4,0,0,0,0,1,3,3,4,2,4,0,4,4
3485,0,1,0,0,1,1,0,0,0,2,3,2,3,2,4,0,4,0
3486,0,4,1,0,1,4,0,4,4,1,4,3,1,4,1,0,2,4
3487,0,4,4,1,0,3,0,1,4,2,2,2,3,4,3,2,3,1
3488,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0
3489,1,4,0,1,3,2,0,4,4,2,3,4,3,1,2,0,0,0
3490,1,2,3,0,3,0,0,0,3,1,2,2,3,0,3,3,1,3
3491,4,4,1,4,0,3,0,1,0,3,1,1,3,4,3,4,1,0
3492,1,4,3,0,1,1,0,4,2,2,1,1,3,0,2,3,1,3
3493,0,4,0,0,0,0,0,4,0,3,3,2,4,2,0,0,2,4
3494,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,0,4,0
