CUSTNO,purchase_sum
3645,15903618.061881918
3646,11737801.276910683
3647,13156408.392263886
3648,42300933.514344536
3649,23577228.777894147
3650,13485703.045245906
3651,15760089.330714896
3652,11221545.478970617
3653,55106032.94045814
3654,106474836.47595127
3655,40150790.361580834
3656,40419566.8372444
3657,34217114.15509426
3658,21262526.011736702
3659,16534527.803620042
3660,12671350.690956406
3661,58144013.010442205
3662,21703745.300340038
3663,36676398.481047355
3664,79156462.51858744
3665,48459512.67511508
3666,11715943.307736352
3667,34437739.12707174
3668,28907334.13565531
3669,7254579.175584396
3670,16186699.656378478
3671,5839534.921060179
3672,63354284.69661468
3673,22698216.121197578
3674,65893343.82803541
3675,13245774.071356498
3676,10527861.534098757
3677,59048758.791849025
3678,59066328.665360145
3679,168603563.88125113
3680,19349432.676501974
3681,47944966.91767983
3682,35930683.898185104
3683,69995400.2724605
3684,9733925.657492781
3685,18340560.633953486
3686,33985317.682112314
3687,7469242.289545704
3688,31666320.557779163
3689,18583229.062639162
3690,36260901.47262944
3691,9235586.17759232
3692,12019379.827700889
3693,55973194.356278844
3694,11001736.026528114
3695,6221339.45793353
3696,11944561.284753086
3697,66218002.9909759
3698,70415735.52203898
3699,128372956.14736164
3700,34441940.37402397
3701,14054265.729443576
3702,33333462.983771026
3703,13840254.11713664
3704,19736517.12073198
3706,12545074.116789343
3707,9940745.621028896
3708,13329832.404365819
3709,24030525.17059406
3710,20936108.061408658
3711,38762314.63902465
3712,34259022.48395871
3713,5047653.241475906
3714,52851450.96243173
3715,12210277.230902044
3716,14517773.199499888
3717,22573572.823705867
3718,6384548.86592865
3719,21419331.033886008
3720,82775249.00947815
3721,83918174.05219421
3722,29196511.529514104
3723,80093694.36628973
3724,22295176.41536075
3725,23715574.561551504
3726,79844928.52706753
3727,21460154.497529943
3728,10746477.622263866
3729,124822290.95331389
3730,12835808.85901111
3731,21996191.56163212
3732,13442289.955321813
3733,15464678.348702382
3734,5702909.063520991
3735,14850934.986859437
3736,10797006.36067066
3737,16982582.685421344
3738,9688473.661123242
3739,64150989.28134533
3740,7585227.83820613
3741,16466531.68913901
3742,53505295.066299096
3743,79453816.15302566
3744,57664145.81874387
3745,41940713.90145658
3746,8508570.416247668
3747,54838680.92271863
3748,105051585.91227198
3749,21620032.920874577
3750,9602113.110926732
3751,19466477.550459433
3752,73255279.32210566
3754,12818438.589240601
3755,355192883.2219862
3756,38297473.6279819
3757,18698829.103437107
3758,25214458.669270188
3759,8220435.553354071
3760,16167041.072750233
3761,11507009.93030873
3762,37700619.657408975
3763,12504292.661306763
3764,35227117.95004119
3765,36733448.23332332
3766,16178924.524128098
3767,20463157.463818144
3768,15983993.89229719
3769,24285040.21858816
3770,61221322.900967106
3771,52988915.818837136
3772,21549862.25631531
3773,17515494.682957463
3774,74154978.37757751
3775,19375838.002192922
3776,8846314.246404365
3777,29526461.996952232
3778,8128059.234247714
3779,9616587.608565299
3780,9956948.267321276
3781,140650288.9656875
3782,9249123.77793228
3783,14435890.975142077
3784,48646278.9002021
3785,17474441.673870742
3786,21856433.830240663
3787,41943144.30223761
3788,50335152.061594605
3789,82324609.49824962
3790,10579466.194031132
3791,33113575.597277626
3792,14744672.014089528
3793,9697649.641338857
3794,28092768.226948645
3795,173126199.2176313
3796,39109899.34252347
3797,37584602.54902522
3798,23796090.39098848
3799,13397850.430025073
3800,22047544.301003035
3801,18246423.556214806
3802,16268682.73189502
3803,8958245.889221996
3804,17907583.909641076
3805,33410913.56173819
3806,23073467.476332642
3807,82763896.29207619
3808,7215739.008443313
3809,38112723.82906597
3810,17406958.95800027
3811,48775496.4353357
3812,30013780.21235454
3813,8985669.400746396
3814,33207446.54907326
3815,10153954.780889567
3816,16451352.455224289
3817,29926934.414789118
3818,53154499.4002885
3819,46718336.926577345
3820,18007174.14076873
3821,14070983.160929006
3822,163716040.60164055
3823,70486865.66892864
3824,71862593.29482633
3825,31824338.66798661
3826,23045684.259945124
3827,72539385.6435862
3828,54264646.59563972
3829,18330917.319837935
3830,8532514.567726139
3831,40968924.54761415
3832,36120648.60369661
3833,1027414808.6980169
3834,38848885.190179475
3835,71281075.64323696
3836,26555339.85610848
3837,37838790.618638255
3838,7162694.21532484
3839,10801623.413156278
3840,71057511.58314988
3841,33445703.120471723
3842,20253281.250114255
3843,16714274.303855281
3844,5680475.58706655
3845,10211466.956452366
3846,51828604.08954161
3847,58623509.083448246
3848,16458380.20011792
3849,15531737.010419097
3850,14343774.5265102
3851,98216796.45600033
3852,12303415.667559717
3853,9543383.548057878
3854,12303305.056021072
3855,70663379.65500826
3856,9049619.390347172
3857,50802820.778719105
3858,8727742.364298495
3859,57011425.76738907
3860,27072670.853549324
3861,21693896.278228126
3862,127512823.54915696
3863,44400847.79019494
3864,146478769.71514264
3865,84659613.12481378
3866,63671271.593695454
3867,9963891.3984664
3868,25594362.397950754
3869,31387305.78053902
3870,14395034.370196985
3871,10565884.255483702
3872,11582987.935532276
3873,25070201.560285524
3874,18468415.12656317
3875,10832552.534016475
3876,79857209.44518627
3877,17396734.52631118
3878,16446261.79858034
3879,155731187.812641
3880,179806383.04584327
3881,120984740.00187653
3882,86814489.1347449
3883,95152920.42429681
3884,7755143.001275811
3885,9725581.836038439
3886,14464068.864352081
3887,57910358.21193946
3888,25869976.200744096
3889,14336930.532584002
3890,354889760.1766151
3891,17584585.968827497
3892,75229411.75082293
3893,25968924.622533415
3894,41559504.83479702
3895,96637029.42171378
3896,80069218.29341017
3897,4982198.511317671
3898,85732371.18331186
3899,60791088.732274696
3900,9220534.71501088
3901,14455321.730609959
3902,64413693.107182905
3903,23169670.863823675
3904,38896453.562854685
3905,30337971.05609553
3906,10438902.699362803
3907,21592992.131728265
3908,82767931.21732312
3909,15745291.16813109
3910,20107089.591167428
3911,23196915.452594068
3912,54141630.752023704
3913,12421866.059743222
3914,6755148.083391994
3915,18143998.77439541
3916,37129376.12501431
3917,5998303.123030837
3918,26609090.90862912
3919,23505064.194818027
3920,38581525.279980116
3921,9289407.889152031
3922,49494835.505163886
3923,25544217.161095474
3924,70678361.99204311
3925,9812747.835003257
3926,18686163.798039712
3927,3629824.420769163
3928,19267724.839291718
3929,21903494.52111945
3930,13573476.009766461
3931,40085475.74222199
3932,17476740.225145817
3933,37440671.90046515
3934,38280938.02057506
3935,19201667.960171107
3936,46110509.251724675
3937,14166620.955529759
3938,19101558.945167795
3939,55870248.72579609
3940,75172493.21424738
3941,28539546.496443074
3942,26670316.285170816
3943,17953840.499643072
3944,16036423.389054406
3945,10480176.364560528
3946,10709042.874243794
3947,8267380.272346983
3948,62374090.64068541
3949,17108434.66418064
3950,121443482.54426
3951,44741457.94740858
3952,8995383.00478224
3953,137890894.63292697
3954,12573080.34313474
3955,64812168.601674534
3956,33323197.306078494
3957,23516665.959773827
3958,19960676.941798855
3959,5687659.36853158
3960,10919994.83033156
3961,14015767.761186566
3962,5028625.474444739
3963,74406422.47476241
3964,17502060.08546912
3965,88449908.5401965
3966,207292321.8069344
3967,9549689.150229435
3968,10993957.467055473
3969,12939770.59967353
3970,10411690.11986927
3971,17857238.09547881
3972,79910602.51595598
3973,182119033.25256097
3974,15243654.589997232
3975,28867877.23417198
3976,15773775.082913876
3977,15807575.005314153
3978,37701356.66033183
3979,9393309.184611447
3980,40426766.03334398
3981,39024103.172267035
3982,16702996.663917592
3983,11956134.99213137
3984,43152173.203188166
3985,26159462.01126363
3987,17248503.973424066
3988,25950499.88871964
3989,24910870.366601624
3990,16328800.794690639
3991,12525975.80867312
3992,18225028.103241708
3993,37517720.71985475
3994,88631317.06846565
3995,20426235.641700856
3996,51426792.25275633
3997,78985063.20623973
3998,113876546.52977236
3999,59768332.87970518
4000,12705039.800578024
4001,18276841.564101115
4002,26986360.440594003
4003,139572934.7343713
4004,14450306.325444587
4005,29988304.76375233
4006,18711083.24726727
4007,9996577.219573928
4008,20595224.488937844
4009,49531490.2995806
4010,10879073.157045726
4011,13062711.990780208
4012,36569480.973599225
4013,11685517.606517335
4014,10408145.559134176
4015,23071094.671030253
4016,63656781.03265389
4017,11814480.821767358
4018,41107549.496235825
4019,15336540.469852732
4020,25943513.095145375
4021,18476133.983347572
4022,17149773.191305935
4023,72740620.17113191
4024,33602883.66151203
4025,11265956.623279512
4026,85460510.96659434
4027,70160983.14408816
4028,8818016.204809878
4029,29849471.28679388
4030,14356896.917226555
4031,59280166.93616423
4032,16794901.78231088
4033,250204728.7433079
4034,13727062.245886773
4035,14753013.49328007
4036,15068618.036696596
4037,29577815.01147978
4038,7913681.8012061175
4039,128119625.79722628
4040,24057064.48790867
4041,34251976.273958415
4042,16921802.08287276
4043,85605729.57294935
4044,6299404.515175436
4045,85633226.56121035
4046,1376304.2169226995
4047,21290113.066670597
4048,14151655.930934256
4049,106406080.90192214
4050,8170439.7249793
4051,7909630.781136294
4052,39426379.373273686
4053,13207537.787664978
4054,33371354.17236491
4055,27493055.581372637
4056,14167502.71226463
4057,7709669.90334319
4058,38486644.84359769
4059,12333454.960609624
4060,11462923.035337275
4061,101434810.11872768
4062,16210037.803038621
4063,14780665.40453275
4064,118387521.37741831
4065,122513125.51365513
4066,7719152.332786432
4067,357211918.9698048
4068,19098324.455232196
4069,32128363.034858994
4070,12850315.678906523
4071,6009642.718037308
4072,78399001.55680041
4073,54691935.90848111
4074,20278721.112170428
4075,99506653.73957947
4076,15368118.26953292
4077,20423410.33748379
4078,17126869.47028357
4079,75485970.0239624
4080,30195941.282250028
4081,5995742.2015088145
4082,32817426.98393479
4083,81339100.25191984
4084,40325783.387613654
4085,21399821.49113529
4086,49101676.34251916
4087,21546284.186672036
4088,11354703.250947554
4089,31971440.900036484
4090,50029466.620593004
4091,26591575.854903534
4092,21526875.841636125
4093,24527087.80131128
4094,55573167.178286
4095,135289371.65367484
4096,10795604.590538923
4097,70226937.4867453
4098,13002180.902283564
4099,42182936.04286103
4100,12701051.03146183
4101,43506940.30399469
4102,12300483.040762616
4103,17720605.928786937
4104,63773804.869281635
4105,20444098.64873969
4106,20423503.684696246
4107,22791752.137100466
4108,15790546.454077814
4109,52292027.96679781
4110,11077939.703231392
4111,25577493.59002646
4112,42178324.03443733
4113,15413538.784143383
4114,8338177.416605781
4115,62299341.05375668
4116,33463328.22745235
4117,144382826.59049526
4118,18682879.034516983
4119,45256668.17347869
4120,63016081.84176783
4121,115406302.40935609
4122,56713377.67843107
4123,34521659.33714368
4124,9155957.677167501
4125,181638988.23557946
4126,23708207.394228604
4127,16421145.405911596
4128,21572543.544649865
4129,127593338.23521084
4130,10799330.05751188
4131,71072547.604195
4132,6494179.636968779
4133,95891241.22435683
4134,248309396.5325237
4135,52784309.058485
4136,20980658.655622974
4137,27406688.79721901
4138,85345171.86462793
4139,49567227.03909591
4140,85194093.71234612
4141,51635499.03477356
4142,60922739.11726075
4143,51088057.77340722
4144,13761401.33041272
4145,17847697.075161193
4146,17743358.64224952
4147,28981766.307937946
4148,24457625.01271269
4149,16021573.792150188
4150,18109768.167574346
4151,17234263.01161931
4152,23293461.494537048
4153,54337203.00170884
4154,29788313.907510623
4155,26699421.96616874
4156,89212543.88176143
4157,18203808.854434274
4158,42469752.78809989
4159,14582973.878620116
4160,10198666.511194319
4161,42282238.301327884
4162,8115098.618887354
4163,14680927.60524231
4164,15496794.470005043
4165,35749129.47341795
4166,26610824.51830218
4167,39970603.09625016
4168,16955291.371436924
4169,32249176.22717009
4170,3686640.5671091676
4171,2235845.0306801447
4172,22105053.994202234
4173,9193143.836679254
4174,298147964.7170676
4175,36306654.89628988
4176,9361228.362634985
4177,34108967.73716135
4178,44599326.697097935
4179,17649966.115641978
4180,10899965.495464109
4181,16211247.440517316
4182,49181301.97411779
4183,6726705.2379242275
4184,22002326.252295963
4185,17991017.03270738
4186,10070352.938296705
4187,17263802.088733535
4188,8674172.864229033
4189,7741405.454114357
4190,20692587.35947737
4191,13053484.01875712
4192,33823342.20469754
4193,53227166.077008836
4194,8660770.904501507
4195,20296367.289953172
4196,5945469.239920509
4197,73855081.15195674
4198,26423075.693842337
4199,66379395.017564334
4200,123471191.46038507
4201,60677848.09843156
4202,14662595.371597271
4203,25882688.34856179
4204,57368960.76236905
4205,32737935.05904588
4206,10042855.194030732
4207,15499435.405162286
4208,9623982.854905128
4209,22860157.437298264
4210,31689509.181579042
4211,28379181.15129885
4212,100538631.12682006
4213,14561389.460210646
4214,15378926.631092414
4215,84297251.3735237
4216,8948439.420384368
4217,59073015.46130903
4218,13653323.401511053
4219,10071059.085778775
4220,17057705.70554656
4221,18276486.45375159
4222,63127534.6522354
4223,12857360.037490077
4224,9590044.37995817
4225,10887611.400289642
4226,43011607.229301825
4227,10333061.22983402
4228,48609176.291684784
4229,36647870.74707588
4230,70856882.41399167
4231,18706999.42595072
4232,89434856.5739938
4233,13954486.583545573
4234,27654279.764914494
4235,12298647.878241615
4236,10115579.238701629
4237,91063063.87020183
4238,17363862.353830196
4239,9761176.033695923
4241,18768007.58092101
4242,21073316.8939135
4243,34351392.194432914
4244,11053562.707359992
4245,12481507.575491432
4246,124944116.20159358
4247,7565503.971209244
4248,12365143.052301887
4249,14203177.082026254
4250,8015069.678465438
4251,297855441.4476803
4252,62987078.72297956
4253,16482335.764110427
4254,13499119.246827692
4255,78130162.72978723
4256,15984897.21260936
4257,9085886.371237002
4258,48308152.7405478
4259,48734407.289107084
4260,142619277.08843347
4261,61650709.16589246
4262,63613095.2690486
4263,17869063.593659893
4264,21357028.543033414
4265,12584506.680834569
4266,145269628.71583796
4267,61625908.5902851
4268,13049296.17068519
4269,13570583.221454345
4270,32161438.698318966
4271,38153198.37222264
4272,142541803.63608864
4273,21473371.894162543
4274,40017316.05647699
4275,28704209.69814769
4276,69774324.32601057
4277,43618733.31612526
4278,22293549.800104517
4279,4987656.337925001
4280,14462738.779317342
4281,16340840.104814343
4282,12130932.466570329
4283,19369090.85364478
4284,13102318.823734678
4285,8390735.155109119
4286,13757820.896449668
4287,14818805.46066827
4288,13332880.105287617
4289,15693401.306893261
4291,15328191.63637286
4292,25279748.896301795
4293,96473517.206023
4294,35535197.875498526
4295,15579197.014312958
4296,27425398.138563257
4297,51237130.46733073
4298,11062797.365244318
4299,19362715.00283761
4300,9489244.32328267
4301,8417297.47598808
4302,7455670.99582574
4303,27010307.61437253
4304,27290552.062024392
4305,8936175.09845274
4306,13646917.469734231
4307,30805121.431137577
4308,8574572.026889887
4309,50344477.25250405
4310,16643364.434821034
4311,11940754.114992034
4312,11771817.73096177
4313,23350925.80147546
4314,18403425.953581046
4315,12064355.080157647
4316,12599232.277726838
4317,18922192.702300765
4318,79613580.41480835
4319,16373531.942515926
4320,131135594.72904347
4321,20032524.05103571
4322,29307456.90666735
4323,11445273.966602214
4324,58878959.27181413
4325,49860374.80347668
4326,32481780.107574653
4327,62574898.52687524
4328,106846058.6260092
4329,39427147.51963045
4330,12376346.466874942
4331,14010225.698593426
4332,66218228.17575441
4333,14569944.063204635
4334,10673113.247374412
4335,24655566.06601266
4336,13727622.563688442
4337,6106751.915652171
4338,42612015.66761765
4339,29832264.64575116
4340,200038656.03224555
4341,94208981.71917254
4342,29359910.079836085
4343,26729818.129704975
4344,103120480.48203279
4345,40545016.33270702
4346,11801407.8028609
4347,38776938.260975346
4348,109216113.57239784
4349,10396984.76277849
4350,66701845.84088777
4351,9645431.136690626
4352,11135669.841570819
4353,12956498.109603927
4354,14289775.488850085
4355,7983326.897638255
4356,28717476.289968472
4357,47036352.42830891
4358,18871988.128635127
4359,14871316.034407377
4360,48890826.086169265
4361,51261336.3924669
4362,84514222.28973274
4363,25098857.09413259
4364,11832331.815925274
4365,34821436.992871776
4366,7924106.524536446
4367,10069759.900985653
4368,21913897.591337353
4369,253290025.59098846
4370,15415661.936454685
4371,38805071.497650206
4372,17587335.744892124
4373,11196766.165466975
4374,20129029.056294106
4375,142142730.17270666
4376,15765229.932594193
4377,12456303.554077307
4378,57987946.04478876
4379,29064494.324763454
4380,15247746.280067842
4381,104363243.16864446
4382,114278719.16698655
4383,79228041.07931544
4384,74061829.01662478
4385,11815918.384809557
4386,13738471.555912543
4387,12337080.04872716
4388,54731562.71485387
4389,40848750.76251293
4390,6264405.403638061
4391,21006860.889368117
4392,14371194.344687313
4393,7695293.737915229
4394,9657159.725980803
4396,12250164.214357087
4397,9627679.713353522
4398,14120803.537661152
4399,111646914.95613185
4400,9788247.28399295
4401,11702165.808540873
4402,18869417.235959634
4403,40686490.08477225
4404,14058967.091753842
4405,65227165.358854964
4406,19041098.151068263
4407,21592261.38577186
4408,180538568.3384747
4409,38550157.448556356
4410,26645167.82251459
4411,23828387.83192269
4412,218237794.8831331
4413,10065528.559155384
4414,88494690.680697
4415,28342062.110009693
4416,17158885.85144736
4417,80386789.19006965
4418,9879576.420945788
4420,25691388.168376215
4421,13332480.0877917
4422,102700868.34123966
4423,10805928.416975442
4424,12478941.117567819
4426,23300157.97972247
4427,93534304.79340163
4428,78439771.72526842
4429,11188780.546168234
4430,48097278.52367699
4431,35509812.413393125
4432,40441611.067025095
4433,70416721.03367671
4434,11717016.58747635
4435,5918052.6918127425
4436,23801757.452778716
4437,27353285.935915697
4438,82807727.17118508
4439,36881733.61332984
4440,8886802.482973792
4441,12275266.638469564
4442,17367965.596638456
4443,19033646.674196675
4444,16248945.067935249
4445,46925292.93356746
4446,54460511.31049037
4447,12085118.120356768
4448,14690386.819163438
4449,35757051.031269066
4450,17584058.434429243
4451,11364726.784510484
4452,11438019.813134015
4453,64594828.08605334
4454,8679472.035871623
4455,12910054.579926586
4456,25811167.49261242
4457,8908326.002121102
4458,30001847.27188323
4459,18333904.736388586
4460,19902840.330651604
4461,12934433.527099513
4462,11346539.404602552
4463,31871386.23259659
4464,8201525.738037991
4465,136204030.0081982
4466,39077887.275290176
4467,21869192.296467446
4468,14199788.792272888
4469,21988217.656055823
4470,98696490.39673926
4472,32942097.082252778
4473,90512743.08925757
4474,19088398.98853599
4475,116520103.44165422
4476,71202115.41914086
4477,7092252.98159082
4478,8093166.270827787
4479,21348068.489938844
4480,9978793.947910838
4481,95410735.80627927
4482,10530496.74092289
4483,45894601.04341454
4484,15918817.850836433
4485,35768500.13380506
4486,20588042.682787213
4487,66448546.707097135
4488,9900995.361099675
4489,14458429.143238876
4490,19800223.142810006
4491,9247439.76684598
4492,13324613.833830062
4493,9315874.725171722
4494,162313048.3228495
4495,27176857.704124942
4496,36330423.33149271
4497,14824701.489947302
4498,18962530.626555588
4499,55781049.170386374
4500,5315332.548318008
4501,38576869.751878895
4502,17048179.821070697
4503,15247103.8191992
4504,45662919.40424365
4505,15573619.283381421
4506,7452015.573326801
4507,8300948.801074358
4508,6070591.089177061
4509,2826648.423897612
4510,17410228.74451119
4511,18052980.748059377
4512,35757505.722116694
4513,74329203.35397798
4514,16112999.975383297
4515,15579447.818881959
4516,7030463.333511701
4517,171917912.9368806
4518,81130705.5813382
4519,49914565.61315012
4520,45961802.58258095
4521,18960526.014252327
4522,18809816.25842298
4523,85985323.52904996
4524,11263069.133649757
4525,185773164.2846011
4526,13184404.295432508
4527,71439503.69877401
4528,7897359.085755852
4529,6049902.551885939
4530,18664256.182833634
4531,10935057.878079265
4532,60189370.313501164
4533,13683029.46166012
4535,20512321.49257896
4536,88400277.68727998
4537,105366674.54082803
4538,132445907.32587935
4539,74035812.50808537
4540,14534533.670426425
4541,12904433.651199799
4542,46619440.35005985
4543,13004465.103994459
4544,16176783.780134525
4545,67290064.47469355
4546,107767082.2944506
4547,47897429.053878725
4548,28659408.588935576
4549,21502166.013393804
4550,24320640.231402203
4551,33293562.05639932
4552,77538164.9958826
4553,10502420.986208854
4554,7834430.559854361
4555,10152692.582284758
4556,10571728.065493198
4557,11621057.79163587
4558,6208545.3074204
4559,11332223.560038816
4560,65378041.955139644
4561,32387856.725117594
4562,16055935.16455374
4563,148878434.0436806
4564,32495972.0716407
4565,14035314.503593806
4566,46121166.937141
4567,24151397.313566923
4568,8590242.952630768
4569,16769819.893757408
4570,6944419.628550643
4571,20096657.2004956
4572,57724755.538550615
4573,13253164.407098798
4574,45533563.37642275
4575,26139518.373302672
4576,56598926.954694934
4577,13298824.415537944
4578,6553813.080860823
4579,20654500.608882595
4580,12128096.314404126
4581,12031040.712580016
4582,49282552.28206179
4583,284518639.41591173
4584,31457412.343216855
4585,10480206.22350895
4586,16658482.12763007
4587,54476689.53236132
4588,96364253.4087528
4589,90599956.99725384
4590,18832065.96907536
4591,21047533.269934755
4592,49786640.77822483
4593,22476499.56444791
4594,14457160.991273196
4595,8872604.926331095
4596,38084803.96033501
4597,44713182.38900623
4598,13002365.670961099
4599,46465766.36965187
4600,13101476.948472282
4601,56496989.76219392
4602,7169739.800832758
4603,11765188.356700612
4604,12477371.133999262
4605,45416378.34415196
4606,64346016.095176384
4607,34192028.601860344
4608,37576213.54086431
4609,30929604.98124766
4610,119590027.65336849
4611,60726215.48187308
4612,52928159.66272475
4613,15197596.835700642
4614,54591336.184209794
4615,23968427.10341676
4616,12175159.219692687
4617,32172259.816508412
4618,98269261.33621155
4619,7606621.108690168
4620,215186939.10350746
4621,26775692.510558993
4622,10691312.578184376
4623,9334555.12102498
4624,44049774.08338941
4625,4066627.974003431
4626,22474542.436720572
4627,71009657.371365
4628,11548146.19191506
4629,13214854.891190512
4630,103145117.1179114
4631,11037904.046539357
4632,18248917.69676714
4633,92664466.21176593
4634,17658667.955355134
4635,12670254.047426281
4636,58794883.60944037
4637,116488193.1125568
4638,123973685.19337294
4639,13823757.304026557
4640,87465845.1119257
4641,16309149.512845326
4642,10584965.86701309
4643,8484082.888699163
4644,13974608.026779309
4645,78416609.47625464
4646,24475304.472848814
4647,15678337.151509088
4648,15412460.60058295
4649,79466444.13617389
4650,120976695.57698548
4651,46620342.30046103
4652,57042247.71225252
4653,46550260.577227406
4654,20299712.332504768
4655,48103573.47008264
4656,81841255.39543468
4657,34613454.647769116
4658,47964684.62090309
4659,847614815.8122352
4660,20397374.410918683
4661,90356588.6569302
4662,102131165.18292214
4663,55353512.53727736
4664,91289231.05552791
4665,10649032.824585464
4666,48765711.4067179
4667,33190443.971128784
4668,12957877.623176645
4669,22118663.971501503
4670,10107507.593823453
4671,9805826.857570624
4672,46097101.64685968
4673,14441102.445374459
4674,28785265.607372746
4675,67306672.22033197
4676,13449814.44331448
4677,38857725.82349219
4678,6590526.233776335
4679,55494451.80724845
4680,26010068.74896717
4681,92174772.05609706
4682,9281479.912440412
4683,8825356.59540624
4684,7363251.364651927
4685,11416785.934650242
4686,28347214.57167037
4687,52955187.23348933
4688,14000690.335391117
4689,111789762.98719433
4690,18322649.81076557
4691,11016317.730469635
4692,15086332.748329962
4693,24483431.592335552
4694,29215230.311052367
4695,27604117.497013975
4696,3984236.445610614
4697,176016608.61723673
4698,19157872.845075857
4699,85966943.95841697
4700,10741907.497640528
4701,19266600.224838573
4702,17908541.378382955
4703,38997195.69600988
4704,25633966.598043513
4705,35666107.36855017
4706,11657902.388016703
4707,10351952.704611367
4708,21499557.243171997
4709,11423936.91140663
4710,41471149.7112044
4711,73925387.34393394
4712,52646122.53448409
4713,5681760.921825281
4714,26806366.428367402
4715,36879350.21184874
4716,18117057.24684596
4717,45437093.99846603
4718,7631526.031995611
4719,17149418.537298195
4720,119478688.04288106
4721,11505223.038735824
4722,41673314.40567324
4723,5908583.639578861
4724,9906087.734814487
4725,97928301.76008832
4726,34333996.00266158
4727,15059190.37089277
4728,9912019.221449
4729,37850523.82453132
4730,70909832.61906391
4731,10594405.746747093
4732,27280694.013848193
4733,125117639.50937852
4734,57749091.175968036
4735,58537464.28245928
4736,12554371.032240732
4737,16929343.041670393
4738,66040063.311830424
4739,72846802.14542156
4740,111524140.38188411
4741,66014080.12168324
4742,14662814.687332336
4743,53143662.739198714
4744,28490803.297001608
4745,34510312.11231747
4746,105646092.41708986
4747,12700766.043087475
4748,14095272.563554954
4749,35465942.7177542
4750,19392627.42984047
4751,32880168.50735301
4752,21323034.87507834
4753,15634345.753481258
4754,12109805.608482078
4755,12515516.443256358
4756,30268043.045807853
4757,88295956.81240615
4758,8097320.079478572
4759,31103937.086422235
4760,19334444.267962866
4761,261769566.7873338
4762,28611505.36733944
4763,11769595.090380121
4764,32636548.78715742
4765,93863322.67564218
4766,23860382.15043789
4767,44241208.222221464
4768,21939842.05011693
4769,40063246.93365837
4770,58094601.60872065
4771,13716959.217887029
4772,8074922.377125578
4773,74102643.33399174
4774,86710533.4063598
4775,76170992.34963086
4776,23181975.263856262
4777,46491158.24560008
4778,26081219.81509782
4779,21074304.861932855
4780,6789365.04034465
4781,95020386.94401547
4782,32755079.157277867
4783,3502244.821307249
4784,49930311.689439505
4785,10374029.487390747
4786,20083805.58624228
4787,5357193.836810767
4788,136301006.0088227
4789,2181419.4206606457
4790,9126573.704797324
4791,13423946.275666852
4792,65888200.591050535
4793,12613853.474669872
4794,9233340.855272071
4795,18374733.16026897
4796,8503365.771000776
4797,43700366.782556325
4798,66296077.857816085
4799,167462676.20042577
4800,158997602.9793262
4801,29818131.873133406
4802,26954551.490577705
4803,26532269.52643398
4804,17722422.745018233
4805,17652827.266422234
4806,7970714.0617779335
4807,7586230.363577998
4808,31482991.899231516
4809,12951068.572270222
4810,70711018.05826522
4811,89170962.98988026
4812,28038351.395720813
4813,27958115.959532212
4814,63263509.29720594
4815,12531453.94049763
4816,29388835.171052344
4817,9086401.759754185
4818,262836682.96667865
4819,1466506.6442878707
4820,174346313.22484037
4821,145733596.21171096
4823,40140608.54409526
4824,181095990.3580617
4826,230796082.48964173
4827,77740758.28646995
4828,26502324.267647885
4829,24934193.294829573
4830,92002401.66588156
4831,28221768.52419669
4832,24975055.141797915
4833,39954266.02108788
4835,32435062.232350543
4836,20771621.789813258
4837,27070365.691215903
4838,34366700.07805055
4839,17059264.20879938
4840,10866754.929252468
4841,27764501.087452006
4842,13161533.783132162
4843,40282714.33881202
4844,11752285.103054166
4845,8024026.989546551
4846,8824705.094920276
4847,30077156.27630526
4848,66159433.030958116
4849,22962646.334797844
4850,41030750.3638258
4851,25205254.62413206
4852,53737639.67101928
4853,51080859.801889405
4854,23752618.579566494
4855,26050833.331893235
4856,8342170.395756891
4857,16680823.620353473
4858,38352994.688127264
4859,12009531.188242693
4860,79449568.08463886
4861,85374885.80373165
4862,38905028.64809848
4863,35777654.83802745
4864,44524228.03943401
4865,41808758.244495615
4866,139107384.36135828
4867,21663779.485113986
4868,15882386.735979386
4869,8606742.195778672
4870,19193092.866724238
4871,16156601.394557081
4872,11015983.631596094
4873,42038002.905469164
4874,11264788.565561082
4875,98317471.2403864
4876,18512361.785295326
4877,53621821.19427695
4878,98964529.77413319
4879,14839078.859213565
4880,24969181.854250733
4881,51858271.45271579
4882,22913336.574823525
4883,28346216.605889067
4884,79708810.41076154
4885,33338351.650738962
4886,10112459.889162237
4887,74805560.17404783
4888,191073067.22914785
4889,54093863.580509685
4890,29663668.823021196
4891,8371771.5069900695
4892,10458017.704940662
4893,15487694.750625832
4894,101157850.47285388
4895,12540951.284978682
4896,33433233.06062685
4897,15555940.436946481
4898,22759023.43149828
4899,8946625.618093232
4900,63757210.90726878
4901,10765119.880524643
4902,32770734.60742554
4903,23796759.94010464
4904,16730647.815717194
4905,119453804.04207501
4906,18586967.79319167
4907,36244327.541864395
4908,15200461.830651576
4909,29599890.037258588
4910,25720664.753804374
4911,8247142.876331183
4912,112157195.50724882
4913,55551545.25612552
4914,19819443.931995615
4915,18664429.78698267
4916,11577360.056775445
4917,14921759.251732865
4918,16940840.468570583
4919,21087719.18188959
4920,13690013.53972419
4921,15167786.928723052
4922,93698670.64745033
4923,7382375.874800054
4924,26392621.35584815
4925,51982328.204928994
4927,55882642.10371873
4928,8757546.937818622
4929,20923759.21351729
