CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_저가_clust_id
3926,0,1,0,-1,2,-3,2
3927,1,-1,1,-1,1,0,3
3928,1,0,0,-1,0,1,1
3929,0,0,0,2,-1,1,4
3930,-1,0,1,-1,1,-1,2
3931,0,-1,1,0,-1,1,0
3932,-1,-1,2,-1,1,-1,3
3933,-2,1,0,-1,-1,3,2
3934,2,-2,0,1,-2,0,0
3935,-2,2,-1,-2,0,1,2
3936,0,-1,-1,3,-2,0,4
3937,-3,2,1,-3,2,-1,2
3938,0,-3,1,2,-3,2,0
3939,0,1,2,-1,0,-1,2
3940,1,0,0,-2,2,1,3
3941,2,0,-2,2,0,-2,4
3942,0,1,-1,0,1,1,1
3943,1,-1,1,-1,0,1,3
3944,2,-2,0,0,0,1,0
3945,-1,1,-1,0,1,-1,1
3946,0,1,-1,0,2,-1,1
3947,1,-1,1,-1,1,0,3
3948,-2,-1,3,-1,0,-1,2
3949,0,1,-1,2,-1,-2,4
3950,1,-1,0,1,1,-3,1
3951,3,-2,1,-1,-1,3,0
3952,0,0,-2,2,0,-1,4
3953,3,-3,2,-1,2,-3,3
3954,-1,1,-2,3,-2,1,4
3955,-3,3,-3,3,-3,3,5
3956,0,3,-2,0,1,-1,1
3957,2,-1,0,0,2,-3,1
3958,0,1,0,-1,1,0,2
3959,1,0,0,-1,3,-1,1
3960,1,-1,1,-2,1,0,3
3961,1,0,0,1,1,-3,1
3962,1,0,-2,3,-3,2,4
3963,-2,-1,3,0,-1,-1,0
3964,3,-2,0,0,2,-3,3
3965,0,-1,2,-3,2,0,3
3966,0,0,1,1,-1,-2,0
3967,1,-1,1,-1,0,0,3
3968,-2,1,0,-1,0,0,2
3969,0,0,1,0,0,0,0
3970,-2,1,0,-1,1,-1,2
3971,-1,1,-1,1,-1,0,5
3972,0,0,0,2,-2,0,4
3973,3,-2,-1,3,-3,3,4
3974,-3,3,-1,-1,1,-2,2
3975,0,-1,1,0,-1,1,0
3976,2,-2,2,0,0,0,0
3977,0,1,-1,1,0,0,1
3978,-3,2,-2,1,0,1,5
3979,0,0,-1,0,0,1,1
3980,-2,3,-2,0,0,2,5
3981,1,1,1,-1,-1,0,0
3982,-1,1,-1,0,1,-1,1
3983,1,-1,1,-1,2,-3,3
3984,-2,1,1,-3,2,-2,2
3985,0,1,0,0,-1,1,1
3987,1,0,-1,0,2,-2,1
3988,0,1,-1,0,0,1,1
3989,1,-1,2,-3,3,-3,3
3990,-1,0,1,0,-1,0,0
3991,0,3,-1,-1,2,-1,2
3992,2,-1,-1,0,0,2,1
3993,0,-2,-1,2,-2,2,4
3994,-3,2,0,0,-2,3,5
3995,0,1,0,-1,1,-1,2
3996,-3,3,-3,3,-2,1,5
3997,3,-2,-1,1,0,1,0
3998,2,-1,1,0,1,-3,3
3999,-2,2,0,0,0,0,2
4000,3,-2,2,-2,1,-1,3
4001,-1,0,1,0,-1,-1,0
4002,3,-3,2,-1,2,-2,3
4003,1,2,-3,3,-1,0,4
4004,0,-1,1,-1,1,-1,3
4005,-2,0,1,-1,0,1,2
4006,-1,1,0,0,-1,0,5
4007,1,0,2,-2,0,1,3
4008,0,0,-2,3,-3,2,4
4009,3,-2,1,-1,1,-1,3
4010,0,2,-3,2,-1,1,5
4011,-1,0,1,-2,2,-1,2
4012,-1,2,-3,2,-1,0,5
4013,1,0,-1,1,-1,-1,4
4014,0,-1,0,1,0,-1,0
4015,-1,0,-1,2,0,-1,4
4016,2,-2,-1,3,0,-2,4
4017,1,0,0,-1,0,0,1
4018,1,-1,0,1,-1,1,0
4019,-1,-1,0,1,-1,0,0
4020,0,1,0,0,-2,3,4
4021,3,-2,1,0,-1,1,0
4022,1,-1,0,0,1,-1,1
4023,2,-1,-1,3,-1,-2,4
4024,0,-1,0,-1,2,0,3
4025,-1,2,0,0,-1,0,5
4026,1,0,-2,1,1,0,1
4027,-1,2,-1,1,1,-3,5
4028,0,0,-2,2,-1,1,4
4029,0,2,-2,3,-2,0,4
4030,-1,0,1,-1,0,1,2
4031,3,0,-3,1,1,1,1
4032,-1,1,-1,1,-1,0,5
4033,-3,3,-2,0,0,0,5
4034,2,-1,0,1,-1,0,0
4035,-1,1,-1,1,0,-1,5
4036,0,1,-1,2,-1,-2,4
4037,3,-2,1,-2,2,0,3
4038,3,0,-3,2,1,-3,1
4039,1,-1,1,0,0,-1,0
4040,0,-1,1,-1,1,-1,3
4041,-1,0,2,0,-3,1,0
4042,-3,1,2,-1,-1,0,2
4043,-1,2,-2,0,0,1,5
4044,2,0,-1,1,-1,-1,4
4045,-3,3,-1,1,-3,1,5
4046,-2,3,-1,-1,2,-2,2
4047,1,2,-1,-1,1,0,1
4048,0,-1,0,1,-2,1,0
4049,-1,-1,-1,3,-3,2,4
4050,-3,2,0,-1,1,0,2
4051,-1,0,0,-1,0,1,2
4052,0,-1,0,2,-2,1,4
4053,2,-2,0,1,0,-1,0
4054,-1,0,-1,3,-2,0,4
4055,0,-1,-2,0,2,0,1
4056,3,0,-2,0,1,-1,1
4057,-1,0,1,0,0,-1,2
4058,0,0,1,0,-1,1,0
4059,1,-2,0,3,-2,1,4
4060,0,-1,0,1,-1,0,0
4061,-1,1,1,0,-1,1,2
4062,0,1,-1,1,0,0,1
4063,1,-3,1,1,0,-1,0
4064,-1,0,0,1,-2,1,4
4065,1,1,-3,1,0,2,1
4066,0,-2,1,-1,1,0,3
4067,-1,0,0,0,1,1,2
4068,-1,2,-2,1,-1,3,5
4069,-1,1,-1,0,0,0,1
4070,1,-1,0,1,0,0,0
4071,-1,1,0,0,-1,1,5
4072,3,-2,1,-1,1,-2,3
4073,0,1,-1,2,-3,2,4
4074,-3,2,-1,0,1,0,5
4075,-1,-1,-1,3,0,-3,4
4076,1,0,0,-1,1,0,1
4077,0,2,-3,1,2,-3,1
4078,1,-1,0,0,2,-2,1
4079,2,1,-3,2,1,-2,1
4080,-1,-1,0,1,0,-1,0
4081,0,0,-1,1,0,-1,1
4082,1,-1,1,0,-2,2,0
4083,2,-1,0,0,2,-1,1
4084,0,1,1,-3,3,-1,2
4085,0,2,0,0,-1,1,5
4086,-1,0,2,-1,-1,0,2
4087,0,-1,1,0,-1,0,0
4088,0,1,0,-1,0,1,2
4089,0,-2,3,-3,3,0,3
4090,-3,0,1,1,-1,1,5
4091,0,-1,-1,3,-3,1,4
4092,0,-1,1,-1,1,-2,3
4093,3,-2,2,-2,0,0,3
4094,-2,0,-1,2,-2,2,5
4095,-3,2,0,1,-3,2,5
4096,-3,3,-2,2,-2,1,5
4097,-1,1,-3,0,0,1,5
4098,0,0,-1,1,0,0,1
4099,0,-1,0,1,-1,-1,0
4100,-2,2,0,-1,0,2,2
4101,-1,3,-2,1,0,-1,5
4102,-1,1,0,-1,2,-1,2
4103,0,0,0,0,1,-1,1
4104,1,1,-3,1,-1,3,4
4105,1,0,-1,0,0,1,1
4106,-3,2,-1,2,-1,0,5
4107,0,-1,1,-1,0,1,3
4108,2,-2,1,-1,0,1,3
4109,0,1,0,-1,1,-1,2
4110,0,0,-2,1,2,-2,1
4111,2,-2,2,-1,0,-1,3
4112,-1,-1,0,0,2,-3,1
4113,0,0,0,0,-1,2,0
4114,-1,1,0,-1,0,0,2
4115,-1,0,0,-1,1,1,2
4116,1,0,-1,2,-3,2,4
4117,0,3,-3,0,3,0,1
4118,0,1,-1,1,1,-2,1
4119,-1,2,-2,1,-2,2,5
4120,2,-2,0,0,0,2,0
4121,3,-2,-1,3,-3,2,4
4122,0,1,0,-1,-1,3,2
4123,1,-1,1,-1,0,0,3
4124,-1,0,1,-1,0,1,2
4125,3,-3,1,1,1,-3,0
4126,-1,1,-1,0,0,2,1
4127,0,-1,3,-1,0,0,3
4128,0,-1,0,1,1,-3,1
4129,1,0,1,-2,2,0,3
4130,-1,1,-1,1,-1,1,5
4131,3,-3,1,-1,1,1,3
4132,0,0,-1,0,1,0,1
4133,1,-3,2,1,-3,3,0
4134,1,-1,0,0,1,0,1
4135,3,-1,-2,2,-2,1,4
4136,1,0,-2,2,-2,3,4
4137,1,0,-1,1,1,-2,1
4138,-2,3,-3,2,-1,1,5
4139,2,-2,3,-3,2,1,3
4140,0,0,-1,0,1,1,1
4141,0,-1,1,-2,1,2,3
4142,-2,1,-2,0,1,1,5
4143,0,1,-1,2,-1,-1,4
4144,-3,3,-2,0,-1,2,5
4145,1,-2,1,1,-1,0,0
4146,3,0,-2,0,-1,3,1
4147,0,1,-2,1,-1,3,4
4148,0,1,0,0,0,-1,1
4149,0,-1,1,0,0,-1,0
4150,-1,1,0,-1,0,1,2
4151,1,0,-1,0,1,-1,1
4152,-1,0,0,1,0,0,1
4153,-1,1,0,-1,1,-1,2
4154,1,-1,0,1,-1,1,0
4155,-2,0,1,0,-2,3,0
4156,-3,2,-2,3,0,-3,5
4157,-3,2,0,-1,1,1,2
4158,-1,1,0,1,1,-3,1
4159,0,-1,0,1,-1,1,0
4160,0,-2,1,0,0,1,0
4161,-2,3,-2,2,-3,3,5
4162,-1,-2,1,1,-1,1,0
4163,0,0,-1,1,0,-1,1
4164,-1,0,1,-1,1,0,2
4165,-3,1,2,0,-2,0,2
4166,-2,3,-3,3,-2,-1,5
4167,3,0,-3,1,-1,3,4
4168,1,1,-1,0,1,-1,1
4169,-1,0,-2,1,2,-2,1
4170,2,1,-2,0,1,-1,1
4171,2,-1,-1,3,-1,-1,4
4172,-3,3,-1,-2,1,1,2
4173,-2,3,-1,0,1,-3,5
4174,3,-3,3,-1,-2,1,0
4175,-2,0,1,-2,3,-2,2
4176,0,-1,0,2,-3,2,4
4177,-1,0,0,0,-1,1,0
4178,-3,1,1,0,0,1,2
4179,-1,0,1,0,-1,1,0
4180,1,-1,0,1,-1,-1,0
4181,-3,1,0,1,-1,0,5
4182,-2,3,-2,1,-2,3,5
4183,0,-1,2,-2,1,0,3
4184,-2,2,-2,0,2,-2,5
4185,0,1,-1,1,0,-1,1
4186,2,-1,0,1,1,-2,1
4187,-1,-1,-1,0,3,-3,1
4188,3,-2,0,1,-2,2,0
4189,2,-2,0,0,1,-1,3
4190,0,1,0,0,1,-3,1
4191,1,0,0,0,-1,0,0
4192,2,-1,1,-2,3,-2,3
4193,-3,2,-1,1,0,-1,5
4194,1,0,-1,1,-1,1,4
4195,1,-2,2,0,1,-3,3
4196,1,1,-1,-1,1,0,1
4197,2,-2,3,-1,-2,2,0
4198,1,-1,1,-1,0,1,3
4199,-2,3,0,-3,2,-1,2
4200,-2,2,-1,2,-3,3,5
4201,-2,1,-2,3,-3,2,5
4202,-1,1,-1,0,1,0,1
4203,2,-1,-1,0,0,1,1
4204,0,0,0,1,-2,3,4
4205,2,-1,0,0,1,0,1
4206,-2,1,0,-1,1,0,2
4207,1,0,-1,0,1,0,1
4208,0,0,0,0,1,-1,1
4209,-1,0,1,-1,0,2,2
4210,1,0,0,1,0,-2,1
4211,0,-1,3,-2,0,1,3
4212,0,0,2,-3,3,-3,3
4213,1,0,-1,1,0,-1,1
4214,-1,3,-2,0,2,0,5
4215,0,-1,1,0,1,0,3
4216,2,-1,-2,3,-2,1,4
4217,1,-1,1,0,0,-1,0
4218,1,0,-1,1,-1,0,4
4219,2,-2,1,-1,1,-1,3
4220,3,-2,1,1,-2,1,0
4221,-1,1,0,-1,0,1,2
4222,1,1,-3,2,0,1,4
4223,1,0,0,0,-1,0,0
4224,1,-1,0,1,-1,1,0
4225,-1,0,-1,1,0,-1,1
4226,-1,-2,2,1,-3,3,0
4227,-2,3,-1,-1,0,0,2
4228,-2,-1,1,2,-2,1,0
4229,0,1,-1,1,-1,1,4
4230,2,-2,0,2,-3,1,0
4231,-1,3,-3,3,-2,1,5
4232,0,2,-3,0,0,1,5
4233,0,0,-1,2,-1,1,4
4234,0,-2,-1,3,0,-3,4
4235,0,0,1,1,-3,3,0
4236,0,1,-1,0,2,-2,1
4237,2,-3,3,-3,3,-1,3
4238,0,-3,2,1,-3,2,0
4239,2,-3,1,1,-1,1,0
4241,0,-1,0,1,-1,1,0
4242,-1,0,1,-1,0,2,2
4243,3,-2,0,1,-1,1,0
4244,2,0,-2,3,-3,1,4
4245,0,0,-1,0,0,1,1
4246,-2,2,1,-2,1,0,2
4247,-1,-1,0,0,0,1,0
4248,-1,1,-2,0,0,0,5
4249,-1,1,-1,1,0,-1,5
4250,1,0,-1,0,1,-1,1
4251,0,0,-1,1,-1,1,4
4252,-3,2,-2,2,0,-1,5
4253,1,-1,-1,1,-1,0,4
4254,-1,1,0,-1,1,1,2
4255,-3,3,-3,2,1,0,5
4256,-1,-1,3,-1,-1,1,0
4257,1,-1,1,-2,2,-1,3
4258,1,-3,2,0,-1,1,0
4259,-2,3,-3,3,-1,-1,5
4260,2,-1,0,1,0,-1,0
4261,-2,3,-1,-1,1,0,2
4262,2,-1,0,-1,2,-2,3
4263,-1,0,1,0,-1,1,0
4264,-1,2,-2,1,-1,0,5
4265,-1,1,0,0,-1,0,5
4266,-1,-1,2,-3,2,1,3
4267,-2,3,-2,-1,3,-3,2
4268,1,-2,1,2,-2,2,0
4269,0,-1,0,1,-1,0,0
4270,2,-2,3,-3,1,0,3
4271,1,0,0,-2,1,1,3
4272,0,0,0,-1,1,0,1
4273,2,-1,1,-1,1,-1,3
4274,-2,2,1,-3,1,2,2
4275,0,1,1,-3,3,-2,2
4276,0,0,-2,2,0,0,4
4277,0,2,-3,0,2,-1,1
4278,0,1,-1,1,-1,0,4
4279,-2,1,1,-1,-1,3,2
4280,1,-1,1,0,-1,0,0
4281,-2,1,-1,1,-1,1,5
4282,-1,2,-2,1,-1,1,5
4283,0,-1,-2,1,1,-1,1
4284,1,-2,0,1,-1,1,0
4285,-2,0,1,1,0,-2,2
4286,0,-1,1,-1,1,-1,3
4287,2,-1,0,0,0,0,0
4288,-1,1,1,-3,3,-3,2
4289,-1,0,0,1,-1,1,4
4291,2,-3,2,-1,2,-2,3
4292,1,-3,3,-2,0,1,3
4293,-1,-1,3,-3,1,0,3
4294,2,-1,1,0,-1,1,0
4295,-1,0,1,-1,1,-2,2
4296,0,-1,1,0,-2,0,0
4297,-2,1,-1,2,-3,2,5
4298,-1,3,-3,2,-1,-1,5
4299,0,0,2,-2,0,0,3
4300,1,-1,0,1,-1,1,0
4301,0,2,-1,-1,0,1,1
4302,1,-1,-1,3,-1,-1,4
4303,-2,1,1,0,-2,3,5
4304,0,1,-1,0,2,-3,1
4305,0,-1,0,1,-1,0,0
4306,-2,1,-1,2,-3,1,5
4307,-2,1,-1,0,2,-3,2
4308,-1,0,0,1,0,0,1
4309,-1,0,1,-1,0,0,2
4310,1,0,-2,1,1,0,1
4311,-1,2,-2,0,1,-1,5
4312,2,-1,1,-1,1,-1,3
4313,3,-3,3,-2,0,0,3
4314,1,0,-1,0,1,-1,1
4315,0,-1,1,0,-1,1,0
4316,0,1,0,-1,1,0,2
4317,-1,1,0,-1,1,-1,2
4318,-3,2,1,-2,-1,1,2
4319,-1,-1,1,-1,0,1,2
4320,1,1,-1,0,2,-2,1
4321,-1,0,0,0,0,-2,2
4322,0,1,0,-1,1,-2,2
4323,0,1,-1,1,0,-1,1
4324,3,-3,3,-2,1,1,3
4325,3,-3,3,-3,3,-3,3
4326,0,1,0,-1,1,1,2
4327,0,2,-1,-2,3,-2,2
4328,-3,3,-1,-1,1,-2,2
4329,1,-1,2,-1,-1,2,0
4330,3,0,-2,0,-1,1,1
4331,1,0,0,-1,-1,3,0
4332,1,1,-3,3,-3,3,4
4333,0,0,-1,1,-1,0,4
4334,3,-3,2,-1,1,0,3
4335,1,-1,1,0,-1,1,0
4336,-3,2,-1,1,-1,1,5
4337,0,0,1,-1,1,0,2
4338,0,1,2,-2,-1,2,2
4339,-1,1,-1,1,-1,1,5
4340,-1,1,1,-2,1,2,2
4341,1,1,-3,2,0,0,4
4342,-1,2,-2,-1,2,0,2
4343,0,0,1,-1,-1,1,0
4344,-1,0,-1,3,-1,0,4
4345,-1,-1,3,-3,3,-3,3
4346,1,-1,0,1,-1,0,0
4347,0,0,0,0,1,-3,1
4348,-2,0,1,-1,2,-3,2
4349,2,-2,0,1,-1,1,0
4350,2,0,-1,1,-2,1,4
4351,1,-1,1,0,-1,1,0
4352,0,0,0,0,-2,2,0
4353,-1,1,-1,1,0,0,5
4354,3,-1,-1,1,0,0,1
4355,0,1,-1,1,-1,2,4
4356,-1,2,-3,0,3,0,1
4357,-2,1,1,0,-2,3,5
4358,1,-1,1,-2,0,3,3
4359,-1,1,-1,1,-1,1,5
4360,1,1,-3,0,2,0,1
4361,1,-3,1,-1,2,-1,3
4362,-1,2,0,-1,-1,2,2
4363,2,1,-1,-1,0,1,1
4364,-2,3,-1,-1,1,-1,2
4365,-1,1,-1,1,0,0,5
4366,2,-3,0,3,-2,0,0
4367,-1,1,-1,1,-1,0,5
4368,0,-1,0,0,1,-2,1
4369,-2,2,-1,1,-1,0,5
4370,1,-1,1,1,-2,0,0
4371,0,1,-1,-1,2,0,1
4372,1,-1,1,0,0,0,0
4373,-1,2,-3,2,0,-1,5
4374,-1,0,-2,2,-1,1,4
4375,-1,3,-1,-2,3,-1,2
4376,0,1,0,0,0,-2,1
4377,0,0,-1,0,1,0,1
4378,-2,1,1,0,-1,-1,2
4379,2,-3,3,-3,3,-3,3
4380,-2,2,-2,3,-2,1,5
4381,0,0,1,0,0,-1,0
4382,-3,2,1,-3,0,1,2
4383,1,-2,2,-1,-1,2,0
4384,1,2,-1,-1,0,2,1
4385,-2,1,1,-1,0,1,2
4386,1,0,-2,1,0,-1,1
4387,1,-1,0,2,-2,0,4
4388,-3,0,3,-3,1,1,2
4389,2,-1,0,2,-3,2,4
4390,0,0,0,0,-2,3,0
4391,1,-1,1,0,-1,-1,0
4392,-1,3,-3,2,-1,0,5
4393,1,-2,2,0,0,0,0
4394,0,1,0,-2,2,-1,2
4396,2,-2,2,0,-1,2,0
4397,1,-1,1,1,-3,3,0
4398,0,1,0,-1,1,0,2
4399,1,0,-1,1,1,-2,1
4400,0,-1,0,-1,2,1,3
4401,0,-1,1,0,-1,0,0
4402,0,1,-1,0,1,-1,1
4403,2,-3,1,1,0,-1,0
4404,3,-3,2,0,-1,-1,0
4405,2,-3,2,0,-1,2,0
4406,0,1,-1,0,1,1,1
4407,-2,0,0,1,0,0,5
4408,-2,1,-2,3,-1,-2,5
4409,3,-1,-2,3,0,-3,4
4410,-1,1,-1,0,1,-2,1
4411,0,-2,0,1,-1,0,0
4412,3,0,-3,2,-1,2,4
4413,2,-2,0,1,-1,0,0
4414,0,0,-2,2,1,-1,1
4415,1,0,0,-1,0,0,1
4416,-1,1,-1,1,0,0,5
4417,3,-3,2,0,-1,-1,0
4418,0,1,0,-1,0,0,2
4420,0,-1,1,-1,1,-1,3
4421,-1,3,-3,2,-1,1,5
4422,0,-1,1,0,2,-3,3
4423,0,0,-1,0,2,-3,1
4424,0,-1,2,-2,2,-1,3
4426,-1,1,-1,1,-1,1,5
4427,-1,-2,1,1,-1,1,0
4428,1,0,1,-2,2,-1,3
4429,0,1,0,0,-1,0,1
4430,3,-1,1,-3,2,-1,3
4431,-1,1,0,0,-2,1,5
4432,-1,2,-1,-1,0,1,2
4433,-2,0,1,0,0,-2,2
4434,2,0,0,-2,3,-2,3
4435,-1,1,-2,1,1,-2,1
4436,0,1,-1,0,1,-1,1
4437,1,-1,1,-1,1,0,3
4438,1,1,-1,1,-1,1,4
4439,0,-1,1,-2,3,-2,3
4440,-1,1,-1,0,1,0,1
4441,0,0,0,-2,3,-3,2
4442,1,0,-1,1,0,-1,1
4443,-2,1,-1,1,0,-1,5
4444,2,0,-1,0,1,-2,1
4445,1,0,-1,0,0,0,1
4446,1,-2,-1,2,-1,0,4
4447,0,0,-1,1,-1,1,4
4448,-1,3,0,-1,-1,1,2
4449,0,1,-3,2,0,-2,4
4450,0,0,-1,1,-1,1,4
4451,1,1,-2,2,0,-1,4
4452,0,1,-1,0,1,-2,1
4453,1,-3,3,-2,1,-2,3
4454,-1,0,0,2,-2,1,4
4455,1,-1,1,-1,2,-2,3
4456,3,-2,2,0,-3,2,0
4457,-2,2,0,-1,1,-1,2
4458,0,-1,1,-1,1,0,3
4459,0,1,0,-1,0,0,2
4460,1,0,1,0,-2,3,0
4461,0,-2,1,1,1,-3,0
4462,-1,0,0,1,-1,0,4
4463,-2,2,-2,3,-3,1,5
4464,-1,1,0,-2,1,1,2
4465,-1,1,-3,1,0,2,5
4466,3,-1,-1,0,-1,3,0
4467,-2,-1,1,1,0,-2,0
4468,-1,1,-1,1,0,-2,5
4469,3,-2,1,0,-1,1,0
4470,0,-1,0,1,0,-2,0
4472,-2,1,0,-1,0,0,2
4473,-2,2,-2,0,0,0,5
4474,0,0,-1,-1,1,0,1
4475,0,-2,2,0,-1,-1,0
4476,1,-2,3,-1,-2,1,0
4477,0,3,0,-1,-1,0,2
4478,-2,0,1,-1,1,-2,2
4479,2,-1,0,0,-2,1,0
4480,-1,1,-1,0,1,-2,1
4481,-1,0,-1,0,1,-1,1
4482,-1,2,-2,1,-1,0,5
4483,0,1,-1,0,0,1,1
4484,3,-1,-1,0,0,1,1
4485,-1,-2,3,-3,2,1,3
4486,-1,1,-2,2,1,-1,5
4487,0,2,-3,1,1,0,1
4488,2,0,-2,3,-2,2,4
4489,0,1,-1,1,-1,1,4
4490,2,1,-3,3,-2,0,4
4491,0,0,-2,1,0,0,1
4492,2,-2,0,3,-3,1,4
4493,1,-2,2,-1,0,2,3
4494,0,-1,1,-2,1,2,3
4495,0,1,2,-3,3,-2,2
4496,3,-2,2,-1,-1,2,3
4497,1,-1,1,0,-1,0,0
4498,-2,2,-1,1,-1,0,5
4499,0,1,-2,3,-1,0,4
4500,0,-1,1,0,0,0,0
4501,0,-2,2,0,-1,0,0
4502,-2,1,-1,2,-2,0,5
4503,0,1,-1,0,0,1,1
4504,-3,1,0,2,-2,0,5
4505,-2,1,-1,2,-2,-1,5
4506,0,1,-1,1,-1,1,4
4507,-1,1,-1,0,2,-2,1
4508,0,-2,1,0,-2,0,0
4509,-1,0,1,1,-2,0,0
4510,0,0,-1,1,0,0,1
4511,-1,-1,1,-2,1,1,2
4512,0,1,-1,2,-2,0,4
4513,-1,1,0,0,-1,0,5
4514,1,0,-1,2,-3,3,4
4515,1,-1,0,1,0,-1,0
4516,0,0,-1,0,0,1,1
4517,-3,3,-3,3,-3,3,5
4518,-2,2,-3,2,0,-1,5
4519,-1,2,-3,3,-2,1,5
4520,0,1,0,0,1,-1,1
4521,3,-2,0,0,1,-1,3
4522,0,-1,1,-2,2,-1,3
4523,1,1,0,-2,3,-2,2
4524,0,2,-3,2,-1,1,5
4525,1,0,0,1,0,1,1
4526,0,0,1,1,-3,2,0
4527,0,1,0,-1,0,1,2
4528,1,-2,2,1,-2,2,0
4529,1,-1,0,1,0,0,0
4530,3,-1,-1,1,-1,-1,4
4531,0,1,-1,1,0,-1,1
4532,-2,0,1,-1,-1,3,2
4533,-1,0,1,-1,0,-1,2
4535,-1,0,-1,1,0,-1,1
4536,2,1,-2,1,-2,2,4
4537,3,-2,2,-3,2,0,3
4538,0,-2,2,-2,0,2,3
4539,0,1,0,0,-1,0,1
4540,-1,1,-1,0,0,0,1
4541,0,2,-1,0,0,-1,1
4542,-1,0,0,-1,3,-1,2
4543,-1,1,0,-2,2,1,2
4544,-1,-1,2,0,0,-1,0
4545,3,-3,2,-1,1,-1,3
4546,0,0,0,0,1,-2,1
4547,1,-2,0,2,-3,2,0
4548,-1,-2,2,-1,2,-3,3
4549,-1,1,0,-1,1,-1,2
4550,0,2,-2,0,0,1,1
4551,0,-1,1,-1,1,-1,3
4552,1,-2,0,1,0,-2,0
4553,2,0,-1,-1,0,3,1
4554,0,-1,1,0,-1,0,0
4555,1,0,-1,1,0,-1,1
4556,1,0,1,-2,2,0,3
4557,-2,3,-1,-1,0,0,2
4558,1,-1,1,-1,0,1,3
4559,-1,0,2,-3,2,-1,2
4560,0,3,-1,-2,2,-1,2
4561,0,0,-3,3,0,-3,4
4562,2,-2,0,1,-1,2,0
4563,-2,0,1,0,0,-1,2
4564,1,-2,2,-2,1,-1,3
4565,2,-2,1,-1,0,1,3
4566,1,-2,0,0,2,-2,3
4567,-3,2,-2,3,-1,-2,5
4568,-1,2,-3,3,-3,0,5
4569,1,-1,1,0,-1,0,0
4570,-1,-1,0,0,2,-2,1
4571,-1,-1,1,1,0,-1,0
4572,0,-1,1,-1,0,1,3
4573,1,-1,1,0,-1,0,0
4574,2,-1,1,-1,0,1,3
4575,3,-1,-2,3,-3,2,4
4576,2,0,-1,1,-2,2,4
4577,1,-1,2,-2,1,-2,3
4578,-1,0,1,-2,1,1,2
4579,1,2,-2,2,-1,-2,4
4580,-1,1,0,0,-1,1,5
4581,1,-1,-1,3,-2,0,4
4582,0,0,0,1,-1,1,4
4583,-1,0,1,0,0,-2,2
4584,0,0,-1,1,-1,0,4
4585,-2,3,-2,1,0,-1,5
4586,-3,1,2,-2,1,-2,2
4587,-3,0,2,-2,3,0,2
4588,2,-3,1,1,0,1,0
4589,1,-2,3,-2,1,-1,3
4590,2,-1,2,-3,1,0,3
4591,-1,2,-1,-2,3,-2,2
4592,1,-1,0,0,2,-2,1
4593,2,-2,3,-3,1,1,3
4594,0,2,-2,0,1,-1,1
4595,-1,1,0,0,-2,2,5
4596,-2,1,-1,0,0,1,5
4597,-2,1,2,-3,1,1,2
4598,-1,1,0,0,-1,1,5
4599,0,-3,2,-2,2,-1,3
4600,-1,0,-1,1,0,-1,1
4601,2,-2,0,0,-1,1,0
4602,1,0,-1,1,-2,1,4
4603,0,1,-3,3,-2,0,4
4604,1,0,0,-1,1,-1,1
4605,1,2,-2,2,-1,-2,4
4606,-3,3,-1,-1,1,0,2
4607,-2,3,-3,1,1,-1,5
4608,1,-2,3,-2,1,-1,3
4609,-2,0,1,1,-3,1,0
4610,0,-2,3,-1,-2,1,0
4611,3,-1,1,-3,2,-2,3
4612,3,-3,0,2,1,-2,0
4613,-1,1,0,-1,1,-1,2
4614,0,0,-2,3,0,-1,4
4615,1,0,-3,0,2,0,1
4616,-2,1,-1,1,-1,0,5
4617,3,-1,-2,2,-1,2,4
4618,-3,1,0,0,-1,2,5
4619,0,0,0,1,-1,2,4
4620,2,1,-3,0,3,0,1
4621,0,1,-2,1,-1,1,4
4622,1,-2,2,0,-1,1,0
4623,-1,1,-1,-2,3,-2,2
4624,-1,1,0,0,0,-2,2
4625,-1,1,0,0,0,-2,2
4626,1,1,-1,0,0,1,1
4627,-1,1,0,-1,0,1,2
4628,-1,1,0,-1,1,0,2
4629,0,2,0,-2,1,-1,2
4630,-1,1,0,-1,0,1,2
4631,1,-1,2,-3,2,1,3
4632,0,0,0,-1,1,0,1
4633,2,-3,2,1,-3,2,0
4634,2,-1,0,1,1,-3,1
4635,1,0,-1,0,0,0,1
4636,1,0,1,-2,1,0,3
4637,3,-3,3,-2,1,1,3
4638,0,2,0,0,-1,-1,5
4639,-1,0,1,0,-1,0,0
4640,-2,0,1,0,-2,3,0
4641,0,0,1,-1,1,-1,2
4642,-1,0,1,1,-2,-1,0
4643,0,0,-1,1,-1,0,4
4644,0,1,-1,0,0,2,1
4645,-1,3,-3,2,-1,0,5
4646,-2,-1,2,-1,1,-1,2
4647,-1,1,-2,3,-1,0,5
4648,-1,1,-1,1,-1,2,5
4649,0,-1,2,-2,0,0,3
4650,1,-1,1,0,-2,2,0
4651,1,-3,3,-3,1,0,3
4652,-1,0,1,-1,1,-1,2
4653,-1,1,-1,1,-2,3,5
4654,-2,2,0,1,-2,0,5
