CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_고가_clust_id
3857,-3,-1,4,-1,-1,-1,5
3858,0,0,0,0,0,0,1
3859,0,4,-1,-2,3,-2,0
3860,0,0,4,-3,-1,0,5
3861,-2,-1,-1,0,0,0,1
3862,-1,0,4,0,-3,3,5
3863,-3,-1,4,-3,-1,0,5
3864,2,-3,3,-1,-2,3,3
3865,-1,0,1,0,-2,2,1
3866,0,0,0,0,4,-3,0
3867,0,0,0,0,0,0,1
3868,0,0,0,0,0,0,1
3869,4,-1,-2,-1,4,-3,3
3870,0,0,0,0,0,0,1
3871,0,0,0,0,0,0,1
3872,-3,-1,0,0,0,0,1
3873,-3,-1,4,-3,-1,0,5
3874,-1,0,0,0,4,-3,0
3875,0,0,0,0,0,0,1
3876,4,-2,-1,3,-3,-1,2
3877,0,0,0,4,-3,-1,2
3878,0,0,0,0,4,-1,0
3879,0,4,-3,-1,0,0,4
3880,2,-2,3,-1,0,-2,3
3881,3,-3,3,-3,2,-1,3
3882,-1,0,0,0,0,0,1
3883,1,0,-2,3,-3,3,2
3884,0,0,0,0,0,0,1
3885,0,0,0,0,0,0,1
3886,3,-1,0,-2,3,-3,3
3887,3,-3,-1,4,-3,3,2
3888,0,0,0,0,0,0,1
3889,0,0,0,0,0,0,1
3890,-3,3,-2,-1,3,-1,0
3891,-3,-1,0,0,0,0,1
3892,0,0,4,-3,3,-2,5
3893,-3,-1,0,4,-3,-1,2
3894,-1,0,0,0,0,0,1
3895,-1,0,2,-2,-1,3,5
3896,-3,1,-1,3,-3,-1,2
3897,0,0,0,0,0,0,1
3898,-1,4,-1,-2,3,-1,0
3899,-3,0,-1,4,-3,3,2
3900,0,0,0,0,0,0,1
3901,0,0,0,0,0,0,1
3902,0,4,-3,-1,0,0,4
3903,-3,-1,0,0,0,0,1
3904,0,0,0,0,0,0,1
3905,4,-3,-1,4,-2,-1,2
3906,0,0,0,4,-3,-1,2
3907,0,0,0,0,0,0,1
3908,1,-2,3,0,-2,0,5
3909,4,-3,-1,4,-3,-1,2
3910,0,0,0,0,0,0,1
3911,4,-3,-1,0,0,0,3
3912,-1,-1,0,0,4,-3,0
3913,0,0,0,0,0,0,1
3914,0,0,0,0,0,0,1
3915,0,0,0,0,0,0,1
3916,-3,3,-3,-1,4,-3,0
3917,0,0,0,0,0,0,1
3918,0,0,0,4,-3,-1,2
3919,-1,4,-3,-1,0,0,4
3920,0,0,0,0,4,0,0
3921,0,0,0,0,0,0,1
3922,-3,0,3,-3,3,-3,5
3923,0,0,0,0,0,0,1
3924,0,0,4,-3,3,0,5
3925,0,4,-3,-1,0,0,4
3926,4,-3,-1,0,0,4,3
3927,0,0,0,0,0,0,1
3928,0,0,0,0,0,0,1
3929,0,0,0,0,0,0,1
3930,0,0,0,0,0,0,1
3931,-2,-1,-1,4,-3,3,2
3932,0,0,0,0,0,0,1
3933,0,0,0,0,0,0,1
3934,-3,3,-3,3,-3,0,4
3935,0,0,0,0,0,0,1
3936,-3,-1,0,0,0,4,1
3937,0,0,4,-3,-1,0,5
3938,0,0,0,0,4,-3,0
3939,0,0,3,-3,3,-3,5
3940,-2,3,-1,-2,-1,0,4
3941,0,0,0,0,0,0,1
3942,-3,-1,0,0,0,4,1
3943,0,0,0,0,0,0,1
3944,0,0,0,0,0,0,1
3945,-3,-1,0,0,0,0,1
3946,0,0,0,0,0,0,1
3947,4,-3,-1,0,0,0,3
3948,-3,-1,0,0,0,0,1
3949,0,0,0,0,0,0,1
3950,-2,2,0,-1,2,-2,0
3951,-2,-1,-1,0,0,0,1
3952,0,0,0,0,0,0,1
3953,-1,4,0,-3,3,-3,0
3954,0,0,0,4,-3,3,2
3955,-3,3,-3,3,-3,3,4
3956,0,0,0,0,0,0,1
3957,0,0,0,0,0,0,1
3958,0,0,0,0,0,0,1
3959,0,-1,0,0,0,0,1
3960,0,0,0,0,0,0,1
3961,0,0,0,0,0,0,1
3962,0,4,-3,-1,0,4,4
3963,-3,3,-3,3,-1,-1,4
3964,0,4,-3,-1,0,0,4
3965,-2,2,0,-3,2,-1,0
3966,-1,0,3,0,-2,-1,5
3967,0,0,0,0,0,0,1
3968,0,0,0,0,0,0,1
3969,0,0,0,0,0,0,1
3970,0,0,0,0,0,0,1
3971,0,0,0,0,0,0,1
3972,-2,3,-2,0,1,-1,4
3973,4,-3,2,1,-3,0,3
3974,0,4,-3,-1,0,0,4
3975,4,-3,-1,0,4,-3,3
3976,0,0,0,0,0,0,1
3977,0,0,0,0,0,0,1
3978,-1,-2,-1,0,0,4,1
3979,0,0,0,0,0,0,1
3980,0,4,-3,-1,4,-3,0
3981,-3,3,-1,0,-2,-1,4
3982,0,0,0,0,0,0,1
3983,0,0,0,0,0,0,1
3984,-1,-2,3,-3,3,-3,5
3985,0,0,0,0,0,0,1
3987,0,0,0,0,4,-3,0
3988,-3,3,-1,-2,3,-3,0
3989,0,0,4,-3,3,-3,5
3990,0,0,0,0,0,0,1
3991,0,0,0,0,4,-1,0
3992,0,0,0,0,0,4,1
3993,0,-3,-1,4,-3,0,2
3994,0,0,0,4,-3,-1,2
3995,0,0,0,0,0,0,1
3996,-3,-1,0,0,0,0,1
3997,0,0,0,0,0,0,1
3998,3,-1,-2,3,0,-2,2
3999,-3,3,-3,3,-3,2,4
4000,-1,0,0,0,0,0,1
4001,0,0,0,0,0,0,1
4002,0,0,0,0,4,-3,0
4003,2,0,-2,3,-1,0,2
4004,0,0,0,0,0,0,1
4005,-3,-1,0,0,0,4,1
4006,4,-3,-1,4,-3,3,2
4007,0,0,0,0,0,0,1
4008,0,0,0,0,4,-3,0
4009,-1,0,0,0,0,0,1
4010,0,0,0,0,0,0,1
4011,0,0,0,0,0,0,1
4012,0,4,-3,-1,0,0,4
4013,0,4,-3,-1,0,0,4
4014,0,0,0,0,0,0,1
4015,3,-3,-1,4,-1,-2,2
4016,-2,3,-3,-1,0,4,4
4017,0,0,0,0,4,-3,0
4018,4,-3,-1,0,0,4,3
4019,-1,4,-2,-1,3,-3,0
4020,0,0,0,0,0,4,1
4021,0,4,-1,-1,1,0,4
4022,0,0,0,0,0,0,1
4023,0,0,-1,3,-3,3,2
4024,-1,0,-2,-1,0,4,1
4025,0,0,0,0,0,0,1
4026,4,-3,0,-1,0,0,3
4027,0,3,-3,3,-2,-1,4
4028,0,0,0,0,0,0,1
4029,-1,3,-3,3,-2,0,4
4030,0,0,0,0,0,0,1
4031,0,4,-3,-1,4,0,0
4032,0,4,-3,-1,0,0,4
4033,-3,3,-2,0,0,1,4
4034,-3,3,-3,-1,0,0,4
4035,0,0,0,0,0,0,1
4036,0,0,0,0,0,0,1
4037,0,0,0,0,4,-3,0
4038,0,0,0,0,0,0,1
4039,3,-1,0,-1,2,-1,3
4040,0,0,0,0,0,0,1
4041,-1,3,-3,3,-3,3,4
4042,0,0,0,4,-3,-1,2
4043,0,2,-3,0,-1,4,4
4044,0,0,0,0,0,0,1
4045,-3,3,-1,0,-2,3,4
4046,0,0,0,0,0,0,1
4047,0,0,0,4,-3,-1,2
4048,0,0,0,0,0,0,1
4049,-3,2,0,0,-2,2,4
4050,0,0,0,0,0,0,1
4051,0,0,0,0,0,0,1
4052,0,4,-3,3,-3,-1,4
4053,0,0,0,0,0,0,1
4054,3,-2,-1,-1,0,0,3
4055,0,4,-2,-1,1,0,4
4056,0,0,0,0,0,0,1
4057,0,0,0,0,0,0,1
4058,-3,-1,0,0,0,0,1
4059,0,0,0,0,0,0,1
4060,0,0,0,0,0,0,1
4061,4,-3,3,-3,-1,0,3
4062,0,0,0,0,0,0,1
4063,0,0,0,0,0,0,1
4064,0,0,0,0,4,-3,0
4065,0,4,-3,-1,0,4,4
4066,0,0,0,0,0,0,1
4067,-1,3,-2,2,-2,1,4
4068,-1,0,-1,0,0,0,1
4069,0,0,0,0,0,0,1
4070,0,0,0,0,0,0,1
4071,0,0,0,0,0,0,1
4072,3,-2,1,-2,2,-1,3
4073,-1,0,4,-1,0,-2,5
4074,0,0,0,0,0,0,1
4075,-1,-2,3,-3,3,-3,5
4076,0,0,0,0,0,0,1
4077,0,0,0,0,0,0,1
4078,0,0,0,0,0,0,1
4079,3,0,-3,1,-1,3,1
4080,0,0,0,0,0,0,1
4081,0,0,0,0,0,0,1
4082,4,-3,-1,4,-3,0,2
4083,-1,-2,3,-3,3,-1,5
4084,0,-1,4,-3,0,-1,5
4085,0,0,0,0,0,0,1
4086,0,0,0,4,-1,-1,2
4087,0,4,-3,-1,0,0,4
4088,0,0,0,0,0,0,1
4089,4,-2,-1,0,-1,4,3
4090,-3,3,-2,1,-2,3,4
4091,4,-3,-1,4,-3,-1,2
4092,0,0,0,4,-3,3,2
4093,4,-3,3,-2,-1,-1,3
4094,-3,-1,0,0,0,0,1
4095,-3,-1,0,4,-3,3,2
4096,0,0,0,0,0,0,1
4097,0,-1,-1,-1,-1,4,1
4098,-1,0,0,0,4,-3,0
4099,0,0,0,0,0,0,1
4100,0,0,0,0,0,0,1
4101,0,4,-3,3,0,-2,4
4102,-3,3,-3,-1,0,0,4
4103,0,0,0,0,0,0,1
4104,3,0,-2,-1,-1,4,3
4105,4,-3,-1,0,0,0,3
4106,-3,-1,0,0,0,0,1
4107,0,0,0,0,0,0,1
4108,0,0,0,0,0,0,1
4109,0,0,4,-3,3,-2,5
4110,0,0,0,0,0,0,1
4111,-1,0,0,0,0,0,1
4112,-2,-1,-1,0,4,-1,0
4113,0,0,0,0,0,0,1
4114,0,0,0,0,0,0,1
4115,0,0,4,-2,-1,3,5
4116,0,4,-3,-1,0,0,4
4117,-3,0,0,-1,4,-3,0
4118,0,0,0,0,0,0,1
4119,-1,-1,1,-2,3,0,0
4120,0,-1,0,0,4,-1,0
4121,3,-2,0,2,-2,1,2
4122,-3,-1,0,4,-3,-1,2
4123,0,4,-3,-1,0,0,4
4124,0,0,0,0,0,0,1
4125,-2,-1,0,4,0,-3,2
4126,0,0,0,0,0,0,1
4127,0,0,4,-3,-1,0,5
4128,0,4,-3,3,-1,-2,4
4129,4,-2,0,0,-1,3,3
4130,0,0,0,0,0,0,1
4131,4,-3,3,-3,-1,4,3
4132,0,0,0,0,0,0,1
4133,0,0,4,0,-3,3,5
4134,0,-1,1,-2,3,-1,0
4135,-1,4,-3,3,-3,-1,4
4136,-2,2,-3,0,-1,4,4
4137,3,-3,-1,4,-3,-1,2
4138,-1,1,-1,1,-2,3,1
4139,4,-1,-2,2,0,0,3
4140,4,-2,1,-2,-1,4,3
4141,0,4,-3,-1,0,4,4
4142,-1,-1,-1,0,-1,4,1
4143,0,0,0,0,0,0,1
4144,0,0,0,0,0,0,1
4145,0,0,0,0,0,0,1
4146,0,0,0,0,0,0,1
4147,0,0,0,0,0,0,1
4148,0,0,0,0,4,-3,0
4149,0,0,0,0,0,0,1
4150,0,0,4,-3,-1,4,5
4151,0,0,0,0,0,0,1
4152,0,0,0,0,0,0,1
4153,0,-1,-1,0,0,4,1
4154,-1,0,0,0,0,0,1
4155,0,0,4,0,-3,3,5
4156,3,-1,-2,3,0,-3,2
4157,0,0,0,0,0,4,1
4158,-1,0,3,-3,-1,0,5
4159,0,0,0,0,0,0,1
4160,0,0,0,0,0,0,1
4161,0,4,-3,3,-3,3,4
4162,0,0,0,0,0,0,1
4163,0,0,4,-3,3,-2,5
4164,0,0,0,0,0,0,1
4165,-1,-1,-1,4,-1,-2,2
4166,0,4,-3,-1,4,-3,0
4167,0,4,-1,-2,-1,4,4
4168,0,0,0,0,0,0,1
4169,-3,-1,4,-3,3,-3,5
4170,0,0,0,0,0,0,1
4171,0,0,0,0,0,0,1
4172,-3,-1,0,0,0,0,1
4173,0,0,0,0,0,0,1
4174,-1,-1,3,0,-2,-1,5
4175,-3,3,-3,-1,0,4,4
4176,0,0,0,0,0,0,1
4177,-3,3,-1,1,-2,1,4
4178,-3,0,3,-2,-1,3,5
4179,0,4,-3,-1,0,4,4
4180,0,0,0,0,0,0,1
4181,0,0,4,-3,3,-3,5
4182,0,4,-3,3,-1,-2,4
4183,0,0,0,0,0,0,1
4184,0,0,0,4,-1,-2,2
4185,0,0,0,0,0,0,1
4186,0,0,0,0,0,0,1
4187,4,-3,-1,0,0,0,3
4188,0,0,0,4,-3,-1,2
4189,0,0,0,0,0,0,1
4190,4,-1,-2,3,-3,-1,2
4191,0,0,0,0,0,0,1
4192,-1,4,-3,3,-3,-1,4
4193,-3,3,-2,1,0,-1,4
4194,0,0,0,4,-3,-1,2
4195,0,0,0,0,0,0,1
4196,0,0,0,0,0,0,1
4197,0,0,4,-3,3,0,5
4198,0,0,0,0,0,4,1
4199,-2,3,0,-3,3,-3,0
4200,-2,2,-3,3,-2,1,4
4201,-3,2,-2,3,-3,0,4
4202,0,0,0,0,0,0,1
4203,0,0,0,0,0,0,1
4204,-1,0,0,0,0,4,1
4205,0,0,0,0,0,0,1
4206,0,0,0,0,0,0,1
4207,0,0,0,0,0,0,1
4208,0,0,0,0,0,0,1
4209,0,0,0,0,0,0,1
4210,0,-1,4,-3,3,-3,5
4211,0,0,0,0,0,0,1
4212,-1,-1,-1,-1,4,-3,0
4213,0,0,0,0,0,0,1
4214,0,0,0,0,0,4,1
4215,-2,-1,4,-3,3,-1,5
4216,0,0,0,0,0,0,1
4217,-1,4,-3,3,-1,-2,4
4218,0,0,0,0,0,0,1
4219,0,0,0,0,0,0,1
4220,0,0,0,0,4,-3,0
4221,0,0,0,0,0,0,1
4222,3,0,-3,2,1,0,1
4223,0,0,0,0,0,0,1
4224,0,0,0,0,0,0,1
4225,0,0,0,0,0,0,1
4226,0,-2,0,0,-1,3,1
4227,0,0,0,0,0,0,1
4228,0,0,0,4,-3,3,2
4229,-3,3,-1,-2,-1,4,4
4230,4,-3,-1,4,-3,3,2
4231,0,0,0,0,0,0,1
4232,-1,4,-2,-1,-1,0,4
4233,0,0,0,0,0,0,1
4234,0,0,0,4,0,-3,2
4235,0,0,0,0,0,0,1
4236,-3,-1,0,0,0,0,1
4237,4,-3,0,3,0,-3,3
4238,0,0,0,0,0,0,1
4239,0,0,0,0,0,0,1
4241,0,0,0,0,0,0,1
4242,0,0,0,0,0,0,1
4243,0,4,-3,-1,0,0,4
4244,0,0,0,0,0,0,1
4245,0,0,0,0,0,0,1
4246,0,0,0,4,-3,3,2
4247,0,0,0,0,0,0,1
4248,0,0,0,0,0,0,1
4249,0,0,0,0,0,0,1
4250,0,0,0,0,0,0,1
4251,0,0,0,4,-3,-1,2
4252,0,0,0,0,0,0,1
4253,0,0,0,0,0,0,1
4254,0,0,0,0,0,4,1
4255,-3,3,-3,3,0,0,4
4256,0,0,0,0,0,0,1
4257,0,0,0,0,0,0,1
4258,4,-3,0,3,-2,0,2
4259,-3,3,-3,2,1,-2,4
4260,0,3,-1,0,-1,2,4
4261,-3,3,0,-3,-1,4,4
4262,0,4,-1,-2,-1,0,4
4263,4,-3,-1,4,-3,-1,2
4264,0,0,0,0,0,0,1
4265,0,0,0,0,0,0,1
4266,-1,-2,2,-2,1,2,5
4267,-3,3,-1,-2,3,-3,0
4268,0,0,0,0,0,0,1
4269,0,0,0,0,0,0,1
4270,-3,-1,4,-3,-1,0,5
4271,0,0,0,0,0,0,1
4272,-3,-1,0,0,0,0,1
4273,0,0,0,4,-3,3,2
4274,-3,3,0,-3,-1,0,4
4275,0,0,4,-3,3,-3,5
4276,-3,1,-1,3,-3,-1,2
4277,-3,3,-3,-1,0,0,4
4278,0,0,0,0,0,0,1
4279,0,0,0,0,0,0,1
4280,0,0,0,0,0,0,1
4281,0,0,0,0,0,0,1
4282,0,0,0,0,0,0,1
4283,0,0,0,4,-3,-1,2
4284,0,0,0,0,0,0,1
4285,0,0,0,0,0,0,1
4286,0,0,0,0,0,0,1
4287,0,0,0,0,0,0,1
4288,0,0,0,0,0,0,1
4289,4,-3,-1,0,0,0,3
4291,4,-3,3,-3,-1,0,3
4292,0,0,4,-3,0,-1,5
4293,-3,3,0,-3,0,3,4
4294,3,-2,1,-2,3,-1,3
4295,0,0,0,0,0,0,1
4296,0,0,0,0,0,0,1
4297,-3,3,-2,2,-2,-1,4
4298,0,4,-3,-1,0,0,4
4299,0,0,0,0,0,0,1
4300,0,0,0,0,0,0,1
4301,0,0,4,-3,-1,0,5
4302,0,0,0,0,0,0,1
4303,-3,-1,0,0,0,4,1
4304,-1,0,0,4,-2,-1,2
4305,0,0,0,0,0,0,1
4306,0,0,0,0,0,0,1
4307,4,-1,-1,-1,-1,0,3
4308,0,0,0,0,0,0,1
4309,-3,-1,0,0,0,0,1
4310,0,0,0,0,0,0,1
4311,0,0,0,0,0,0,1
4312,0,0,0,0,0,0,1
4313,0,0,4,-3,-1,0,5
4314,0,0,0,0,0,0,1
4315,1,0,-1,1,-1,-1,1
4316,0,0,0,0,0,0,1
4317,-1,0,0,0,0,0,1
4318,-3,1,2,-1,-2,2,5
4319,0,0,4,-3,-1,0,5
4320,-1,0,0,4,-3,0,2
4321,0,0,0,0,0,0,1
4322,-3,-1,0,0,0,0,1
4323,0,0,0,0,0,0,1
4324,-1,0,4,-3,3,0,5
4325,3,-3,3,-3,3,-2,3
4326,-2,-1,3,-3,3,0,5
4327,-3,3,-2,-1,3,0,0
4328,-3,2,1,-2,-1,1,1
4329,-3,-1,4,-1,1,-3,5
4330,0,0,0,0,0,0,1
4331,0,0,4,-3,-1,0,5
4332,-1,3,-3,-1,0,4,4
4333,0,0,0,0,0,0,1
4334,4,-3,-1,0,0,0,3
4335,0,0,0,0,0,4,1
4336,-3,-1,0,0,0,0,1
4337,0,0,0,0,0,0,1
4338,-2,-1,0,4,-3,-1,2
4339,0,0,0,0,0,0,1
4340,-2,1,-1,3,0,-3,1
4341,1,0,-2,2,-1,2,2
4342,0,4,-1,-2,-1,4,4
4343,0,4,-3,-1,0,0,4
4344,0,0,0,4,-3,3,2
4345,0,-2,-1,4,0,-3,2
4346,0,0,0,0,0,0,1
4347,0,0,0,0,0,0,1
4348,-1,0,4,-3,3,-2,5
4349,0,0,0,4,-3,-1,2
4350,-2,-1,4,-3,-1,0,5
4351,0,0,0,0,0,0,1
4352,0,0,0,0,0,0,1
4353,0,0,0,0,0,0,1
4354,0,0,0,0,0,0,1
4355,0,0,0,0,0,0,1
4356,-3,-1,0,0,4,-3,0
4357,-1,4,-3,3,-3,3,4
4358,-3,0,-1,4,-3,3,2
4359,0,0,0,0,0,0,1
4360,0,4,-3,3,-3,3,4
4361,4,-3,0,-1,0,4,3
4362,-1,4,-3,3,-2,-1,4
4363,0,0,0,0,0,0,1
4364,0,0,4,-3,-1,0,5
4365,0,0,0,0,0,0,1
4366,4,-3,-1,0,0,0,3
4367,0,0,0,0,0,0,1
4368,0,0,4,-1,-2,-1,5
4369,1,2,-3,0,3,-3,0
4370,0,0,0,0,0,0,1
4371,0,3,-1,-1,0,0,4
4372,-1,0,0,0,0,0,1
4373,0,0,0,0,0,0,1
4374,-1,-2,-1,0,0,0,1
4375,-2,3,-1,-2,3,-3,0
4376,0,0,0,0,0,0,1
4377,0,0,0,0,0,4,1
4378,1,-1,2,-1,0,-2,1
4379,0,0,0,0,0,0,1
4380,0,0,0,0,0,0,1
4381,1,-1,2,-3,1,-1,5
4382,-3,3,-2,1,-2,3,4
4383,0,4,-2,-1,3,-3,0
4384,1,1,0,-2,3,-1,0
4385,0,0,0,0,0,0,1
4386,0,0,0,0,0,0,1
4387,-1,-1,0,0,0,0,1
4388,-3,-1,4,-3,0,3,5
4389,4,0,-2,-1,-1,4,3
4390,0,0,0,0,0,0,1
4391,0,0,0,4,-3,-1,2
4392,0,0,0,0,0,0,1
4393,0,0,0,0,0,0,1
4394,0,0,0,0,0,0,1
4396,0,0,0,0,0,0,1
4397,0,0,0,0,0,0,1
4398,0,0,0,0,0,0,1
4399,-2,0,1,-2,3,-3,0
4400,0,0,0,0,0,0,1
4401,0,0,0,0,0,0,1
4402,0,0,0,0,0,0,1
4403,0,0,0,0,0,0,1
4404,2,-1,0,1,-2,3,2
4405,-1,0,0,4,-3,-1,2
4406,-3,-1,0,4,-3,3,2
4407,0,0,0,0,0,0,1
4408,-3,-1,0,4,-3,-1,2
4409,0,4,-3,-1,0,0,4
4410,0,0,0,0,0,4,1
4411,0,0,0,0,0,0,1
4412,3,-1,-2,1,0,1,3
4413,0,4,-3,-1,0,0,4
4414,-3,3,-3,3,-1,0,4
4415,0,0,0,0,0,0,1
4416,-3,-1,0,0,0,0,1
4417,1,-3,1,1,1,-3,3
4418,0,0,0,0,0,0,1
4420,4,-3,-1,0,0,0,3
4421,-1,4,-3,-1,0,0,4
4422,-1,-1,0,0,4,-3,0
4423,0,0,0,0,0,0,1
4424,0,0,0,0,0,0,1
4426,0,-2,-1,-1,0,0,1
4427,-1,1,-3,3,-2,-1,2
4428,-3,3,-3,-1,0,0,4
4429,0,0,0,0,0,0,1
4430,3,-3,-1,4,-3,3,2
4431,-1,4,-1,-1,-1,-1,4
4432,4,-3,-1,0,4,-3,3
4433,-3,3,-2,-1,3,-3,0
4434,-2,3,-3,-1,0,0,4
4435,0,0,0,0,0,0,1
4436,0,4,-3,-1,0,0,4
4437,-1,0,0,4,-3,-1,2
4438,0,0,-1,4,-3,-1,2
4439,4,-3,3,-3,0,-1,3
4440,0,0,0,0,0,0,1
4441,0,0,0,0,0,0,1
4442,0,0,0,0,0,0,1
4443,0,0,0,0,0,0,1
4444,0,4,-3,-1,0,0,4
4445,1,0,-1,-1,2,-2,1
4446,4,-3,-1,0,0,0,3
4447,0,0,0,0,0,0,1
4448,0,0,0,0,0,0,1
4449,4,-1,-2,-1,0,0,3
4450,0,0,0,0,0,0,1
4451,0,0,0,0,0,0,1
4452,0,0,0,0,4,-3,0
4453,-1,-1,1,-1,1,-2,1
4454,0,0,0,0,0,0,1
4455,0,0,0,0,4,-3,0
4456,0,0,0,4,-3,-1,2
4457,0,0,0,0,0,0,1
4458,-1,4,-3,-1,0,0,4
4459,4,-3,-1,0,0,0,3
4460,0,0,0,0,0,0,1
4461,0,0,4,-3,-1,0,5
4462,0,0,0,0,0,0,1
4463,-3,3,-3,3,-2,-1,4
4464,0,0,0,0,0,0,1
4465,-2,1,-1,0,0,2,1
4466,-1,4,-1,-1,-1,-1,4
4467,-2,-1,3,-3,-1,0,5
4468,0,0,0,0,0,0,1
4469,0,0,0,4,-3,-1,2
4470,-3,3,-3,2,-1,2,4
4472,4,-3,-1,0,0,0,3
4473,0,0,0,0,0,4,1
4474,-1,0,4,-3,-1,0,5
4475,2,-2,2,1,-3,3,2
4476,0,1,-2,3,-2,-1,2
4477,0,0,0,0,0,0,1
4478,0,0,0,0,0,0,1
4479,3,-3,-1,0,0,0,3
4480,0,0,0,0,0,0,1
4481,-1,-2,3,-3,3,-2,5
4482,0,0,0,0,0,0,1
4483,0,4,-3,-1,0,0,4
4484,0,0,0,0,0,0,1
4485,-1,-2,-1,0,4,-1,0
4486,0,0,0,0,4,-3,0
4487,4,-2,-1,-1,4,-2,3
4488,0,0,0,0,0,0,1
4489,0,0,0,0,0,0,1
4490,-1,0,0,0,0,0,1
4491,-1,0,0,0,4,-3,0
4492,4,-3,-1,4,-3,-1,2
4493,0,0,0,0,0,4,1
4494,-1,0,1,-2,1,1,1
4495,0,0,0,0,4,-2,0
4496,0,0,4,-2,0,2,5
4497,0,0,0,0,0,0,1
4498,0,0,0,0,0,0,1
4499,-3,-1,0,4,-3,2,2
4500,0,0,0,0,0,0,1
4501,-1,-2,3,-3,3,-3,5
4502,0,0,4,-3,-1,0,5
4503,0,0,0,0,0,0,1
4504,0,0,0,0,0,0,1
4505,0,0,0,0,0,0,1
4506,0,0,0,0,0,0,1
4507,0,0,0,0,0,0,1
4508,0,0,0,0,0,0,1
4509,0,0,0,0,0,0,1
4510,0,0,0,0,0,0,1
4511,-3,-1,4,-3,-1,4,5
4512,-1,0,0,0,0,0,1
4513,3,-1,0,-1,0,1,3
4514,4,-3,-1,0,0,0,3
4515,0,-1,0,0,0,0,1
4516,0,0,0,0,0,0,1
4517,-3,2,-2,2,-1,1,4
4518,-3,3,-3,1,2,-2,4
4519,3,-1,-2,-1,4,-3,3
4520,0,0,0,0,0,4,1
4521,0,0,0,0,0,0,1
4522,0,0,4,-3,3,-3,5
4523,-1,0,-1,0,2,-2,0
4524,0,0,0,0,0,0,1
4525,0,-1,0,0,4,-3,0
4526,0,0,0,0,0,0,1
4527,-1,0,0,0,4,0,0
4528,0,0,0,0,0,0,1
4529,0,0,0,0,0,0,1
4530,0,0,0,0,0,0,1
4531,0,0,0,0,0,0,1
4532,4,-3,3,-3,-1,0,3
4533,0,0,0,0,0,0,1
4535,-3,-1,0,4,-3,3,2
4536,2,1,-3,1,-1,3,4
4537,3,0,-3,-1,0,4,3
4538,4,-3,3,0,-3,3,3
4539,0,0,0,4,-2,-1,2
4540,0,0,0,0,0,0,1
4541,0,0,0,0,0,0,1
4542,-2,-1,-1,0,4,-1,0
4543,0,0,0,0,0,0,1
4544,0,0,0,0,0,0,1
4545,2,-1,1,-2,3,-2,3
4546,-1,2,-1,1,-1,-1,4
4547,0,0,0,4,-3,3,2
4548,0,0,0,0,0,0,1
4549,0,0,0,0,0,0,1
4550,0,4,-3,-1,0,0,4
4551,0,0,0,4,-3,-1,2
4552,-3,0,-1,4,-3,-1,2
4553,0,0,0,0,0,0,1
4554,0,0,0,0,0,0,1
4555,0,0,0,0,0,0,1
4556,-1,0,0,0,0,0,1
4557,0,0,0,0,0,0,1
4558,0,0,0,0,0,0,1
4559,0,0,0,0,0,0,1
4560,-1,3,-1,-2,3,-3,0
4561,0,4,-3,-1,4,-3,0
4562,0,0,0,0,0,0,1
4563,0,-1,-1,3,-1,-1,2
4564,0,0,0,0,0,0,1
4565,0,0,0,0,0,0,1
4566,4,-3,0,-1,4,-3,3
4567,0,0,0,0,0,4,1
4568,0,0,0,0,0,0,1
4569,0,0,0,0,0,0,1
4570,0,0,0,0,0,0,1
4571,0,0,0,0,4,-2,0
4572,0,-3,0,-1,4,-1,0
4573,0,0,0,0,0,0,1
4574,0,3,-3,-1,0,4,4
4575,0,4,-1,-2,-1,0,4
4576,1,-1,0,0,-1,3,1
4577,0,0,0,0,0,0,1
4578,0,0,0,0,0,0,1
4579,-1,0,0,4,-1,-2,2
4580,0,0,0,4,-3,3,2
4581,0,0,0,0,0,0,1
4582,-2,2,-2,3,-3,0,4
4583,-2,2,-1,1,0,-1,4
4584,0,4,-3,-1,0,0,4
4585,0,0,0,0,0,0,1
4586,0,0,0,0,4,-3,0
4587,-1,-2,-1,0,0,4,1
4588,0,1,-2,3,-2,1,2
4589,3,-2,2,-3,3,0,3
4590,-1,0,0,0,0,4,1
4591,0,4,-3,-1,0,0,4
4592,0,0,4,-3,3,-1,5
4593,0,0,4,-3,-1,0,5
4594,0,0,0,0,0,0,1
4595,0,0,0,0,0,0,1
4596,-3,3,-2,-1,0,-1,4
4597,-3,-1,0,4,-3,3,2
4598,0,0,0,0,0,0,1
4599,0,0,0,0,0,0,1
4600,0,0,0,0,0,0,1
4601,4,-1,-2,-1,0,0,3
4602,0,0,0,0,0,0,1
4603,0,0,0,0,0,0,1
4604,0,0,0,0,0,0,1
4605,1,-1,-1,0,4,-1,0
4606,4,-1,-2,3,-1,0,2
4607,-3,3,-3,-1,0,0,4
4608,-3,-1,0,0,0,4,1
4609,4,-3,-1,0,0,0,3
4610,-3,3,0,-2,-1,3,4
4611,0,0,0,0,4,-3,0
4612,3,-1,0,-2,2,1,3
4613,0,0,0,0,0,0,1
4614,0,4,-3,0,3,0,0
4615,0,0,4,-3,-1,0,5
