CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_중가_clust_id
5263,0,0,0,0,0,0,4
5264,-3,3,-3,3,-3,3,2
5265,-2,3,-3,1,0,2,2
5266,3,-1,-2,1,2,-1,1
5267,3,-3,-1,0,4,-3,1
5268,-1,4,-3,-1,4,0,5
5269,3,-3,3,-1,-2,3,1
5270,-1,1,-2,2,-1,1,2
5271,-3,-1,4,-1,-2,0,0
5272,-3,0,3,-3,-1,4,0
5273,1,-3,3,-3,3,-1,0
5274,-1,-2,2,-2,-1,4,0
5275,0,0,0,0,0,0,4
5276,4,-3,-1,0,0,0,1
5277,-1,0,-2,-1,0,0,4
5278,0,0,0,0,0,0,4
5279,3,-3,0,3,-3,-1,3
5280,0,0,0,4,0,-3,3
5281,0,-1,3,-1,-1,-1,0
5282,1,-2,2,0,-1,0,4
5283,2,-3,3,-2,-1,3,1
5284,-1,4,-3,3,0,-3,2
5285,1,2,-1,-2,1,-1,5
5286,-3,-1,4,-2,1,-2,0
5287,0,4,-3,3,-3,0,2
5288,2,-3,3,-2,-1,3,1
5289,0,4,-3,-1,4,-3,5
5290,-1,0,0,4,-2,-1,3
5291,4,-3,0,3,-2,0,3
5292,0,3,0,-3,2,-1,5
5293,1,-2,2,-2,3,-3,1
5294,4,-3,-1,4,-1,1,3
5295,-2,2,0,-2,3,-1,5
5296,-1,0,4,-3,0,3,0
5297,-1,0,-1,3,-1,-1,3
5298,-3,3,-3,3,-1,-1,2
5299,-2,1,2,-2,0,2,0
5300,0,0,4,-3,-1,4,0
5301,1,-1,1,-2,2,-2,1
5302,-1,-2,3,-1,0,-2,0
5303,0,3,0,-1,-2,3,2
5304,0,0,4,-3,-1,0,0
5305,-1,-2,3,-3,0,-1,0
5306,0,-3,3,-2,-1,2,0
5307,0,0,0,0,0,0,4
5308,-2,1,-2,1,1,0,2
5309,-1,-1,1,-1,2,-3,4
5310,-2,2,-2,2,-3,3,2
5311,0,-1,-1,1,0,-2,4
5312,0,-3,0,3,-2,-1,3
5313,0,0,0,0,0,0,4
5314,0,4,-3,3,-3,-1,2
5315,0,0,0,0,0,0,4
5316,1,0,-2,3,-1,-2,3
5317,-2,-1,4,-3,-1,0,0
5318,-2,3,-3,2,1,-2,2
5319,0,0,0,0,0,0,4
5320,-1,4,-3,-1,0,0,2
5321,0,0,0,0,0,0,4
5322,-2,3,0,-3,3,-2,5
5323,1,-2,3,-3,3,-2,0
5325,-1,0,-1,1,-1,1,4
5326,0,4,-3,-1,4,-3,5
5327,4,0,0,-3,-1,4,1
5328,0,3,-3,-1,4,-1,5
5329,0,0,0,0,0,0,4
5330,-1,3,-2,-1,3,-1,5
5331,0,1,-1,1,1,-2,4
5332,0,1,-2,0,3,-1,5
5333,3,-3,3,-3,3,-1,1
5334,2,-2,0,1,-1,0,1
5335,0,4,-3,-1,0,0,2
5336,-3,3,-3,3,-1,-2,2
5337,-1,-2,3,-3,3,0,0
5338,0,0,4,-3,3,-3,0
5339,-2,2,0,-1,2,-3,5
5340,-1,4,0,-3,-1,4,2
5341,-2,2,-3,3,-3,1,2
5342,0,1,0,-2,2,-1,5
5343,-1,0,0,0,0,0,4
5344,-3,3,0,-3,2,0,5
5345,4,-2,-1,-1,0,0,1
5346,0,0,0,0,0,0,4
5347,2,0,0,-2,3,-3,5
5348,1,0,0,0,-2,2,4
5349,4,-2,1,-1,-1,3,1
5350,4,-3,-1,0,0,0,1
5351,0,0,2,-3,1,2,0
5352,3,0,-3,3,-3,3,3
5353,4,-2,2,-3,0,3,1
5354,0,0,0,0,0,4,4
5355,0,0,4,-3,-1,0,0
5356,0,-3,3,-2,-1,-1,0
5357,-2,1,1,-3,0,3,0
5358,-2,-1,-1,0,0,0,4
5359,-1,4,-3,3,-3,0,2
5360,-1,1,-2,3,-1,-1,3
5361,0,0,0,4,-3,3,3
5362,0,-1,-1,3,-2,0,3
5363,-1,-2,2,-2,3,-3,0
5364,-3,3,-3,3,-1,0,2
5365,1,-1,2,0,-2,3,4
5366,-1,0,0,0,0,0,4
5367,4,-3,-1,0,0,0,1
5368,-2,1,0,0,-2,-1,4
5369,0,0,0,0,0,0,4
5370,-1,1,-1,0,-1,3,4
5371,1,0,-1,2,-1,2,3
5372,-3,3,-1,-1,0,-1,2
5373,0,-1,-1,3,0,-3,3
5374,0,0,0,0,0,0,4
5375,-1,3,-3,3,0,-3,2
5376,-2,-1,3,-2,0,-1,0
5377,3,-2,-1,-1,0,4,1
5378,-3,3,-1,-1,0,0,2
5379,0,1,-1,0,-1,3,4
5380,-2,0,1,0,-2,1,4
5381,-3,3,-3,3,-2,1,2
5382,-3,3,-2,0,1,0,2
5383,-1,-2,-1,0,0,0,4
5384,-3,3,-3,3,-2,-1,2
5385,3,-1,-2,3,-3,3,3
5386,3,-3,0,3,-3,0,3
5387,-1,-2,-1,0,0,0,4
5388,0,3,-2,2,-2,-1,2
5389,-2,-1,0,0,0,4,4
5390,0,-1,0,1,1,-3,4
5391,0,0,0,4,-3,3,3
5392,0,0,0,0,0,0,4
5393,-1,3,-1,-1,1,0,2
5394,3,-1,-1,1,-2,-1,3
5395,1,1,-1,2,-3,0,3
5396,-1,0,-2,3,0,-2,3
5397,3,-1,-1,-1,3,-2,1
5398,1,-3,3,-2,1,-2,0
5399,0,4,-3,3,-3,-1,2
5400,0,0,0,0,0,0,4
5401,-3,3,-1,-1,-1,-1,2
5402,0,4,-1,-2,3,-3,5
5403,-1,-2,-1,4,0,-2,3
5404,2,-2,0,0,1,-2,1
5405,0,4,-3,-1,0,0,2
5406,0,0,0,4,-3,-1,3
5407,0,-3,3,-2,-1,-1,0
5408,0,-1,0,4,-3,-1,3
5409,-1,2,-2,3,-3,3,2
5410,0,0,0,0,0,0,4
5411,4,-1,-2,-1,0,0,1
5412,4,-3,-1,0,0,0,1
5413,-2,-1,3,-3,3,-2,0
5414,0,0,4,-3,-1,0,0
5415,-1,-1,0,1,0,0,4
5416,0,0,0,4,-2,-1,3
5417,0,1,-1,1,-1,1,4
5418,-3,0,3,-2,1,-1,0
5419,3,-1,-2,1,-1,3,1
5420,1,-1,1,1,-3,-1,3
5421,3,-3,-1,4,-3,3,3
5422,0,4,-3,-1,0,4,2
5423,3,-1,-1,1,-2,3,3
5424,2,-3,3,-2,0,0,1
5425,0,4,-3,3,-3,-1,2
5426,-3,-1,0,4,-2,2,3
5427,2,-1,-2,3,-2,1,3
5428,0,0,0,0,0,4,4
5429,3,-1,0,-2,-1,0,1
5430,3,-3,3,0,-1,-2,1
5431,0,0,0,0,0,0,4
5432,1,-3,3,0,-3,1,0
5433,0,-1,-1,3,-3,-1,3
5434,0,0,0,0,0,0,4
5435,0,3,-3,-1,4,-2,5
5436,0,0,0,0,0,0,4
5437,3,-2,0,-1,3,-2,1
5438,-1,4,-3,-1,0,0,2
5439,4,-2,1,-1,1,0,1
5440,-1,0,1,0,-1,0,4
5441,0,0,4,-3,3,-1,0
5442,0,0,2,-2,0,0,0
5443,0,4,-3,-1,4,-2,5
5444,0,0,0,0,0,0,4
5445,-3,3,-2,-1,3,-2,5
5446,0,-1,0,4,-1,0,3
5447,0,4,-3,-1,0,0,2
5448,0,0,4,-3,-1,0,0
5449,-1,4,-3,3,-3,-1,2
5450,2,-2,2,-2,-1,4,1
5451,0,0,4,-3,3,-3,0
5452,0,0,0,4,-3,-1,3
5453,4,-3,-1,4,-3,-1,3
5454,1,-1,2,-2,-1,-1,0
5455,0,0,0,0,0,0,4
5456,-1,4,-3,-1,0,0,2
5457,1,1,-3,3,0,-2,3
5458,0,0,0,0,4,-3,5
5459,-2,1,0,0,-2,1,4
5460,2,-2,0,3,-3,3,3
5461,-1,1,0,-1,-1,3,4
5462,-1,-1,-1,3,-1,-2,3
5463,0,0,0,0,4,-3,5
5464,0,0,0,4,-3,-1,3
5465,-3,0,3,-1,-1,-1,0
5466,-1,3,-2,-1,3,-3,5
5467,0,4,-3,-1,0,0,2
5468,0,-2,2,-1,2,-2,0
5469,-1,-2,-1,0,4,-3,5
5470,-1,-2,-1,4,-2,-1,3
5471,0,0,0,4,-3,3,3
5472,-1,4,-3,3,-3,-1,2
5473,-1,0,0,0,4,-1,5
5474,0,0,4,-2,-1,-1,0
5475,1,-2,-1,3,-2,1,3
5476,0,3,-3,3,-2,-1,2
5477,0,0,4,-3,-1,4,0
5478,4,-3,-1,4,-2,2,3
5479,-3,0,3,-2,-1,-1,0
5480,0,0,0,0,0,0,4
5481,-1,-1,1,-2,2,1,0
5482,1,-1,2,-3,1,2,0
5483,-3,-1,0,0,0,0,4
5484,-2,3,-1,-1,0,-1,2
5485,3,-3,0,3,-1,0,3
5486,3,-1,0,0,-2,-1,1
5487,-2,3,-2,0,1,-2,2
5488,4,-1,0,-1,-1,3,1
5489,-2,3,-3,3,-3,0,2
5490,-1,0,-1,1,-1,-1,4
5491,-1,-2,1,2,-2,1,3
5492,-3,3,-2,2,-3,2,2
5493,-1,4,-1,-1,-1,-1,2
5494,-3,2,-1,2,-2,1,2
5495,0,0,0,0,0,0,4
5496,-2,3,-2,1,-2,3,2
5497,-1,0,4,-2,0,-1,0
5498,-1,0,0,-1,3,0,5
5499,-3,3,-1,-1,-1,-1,2
5500,0,0,4,-3,-1,0,0
5501,0,4,-1,0,-1,1,2
5502,0,4,-3,3,-3,-1,2
5503,0,4,-2,0,1,0,2
5504,-1,2,-1,1,-2,3,2
5505,-2,-1,4,-3,3,-2,0
5506,0,-2,3,-3,0,3,0
5507,-1,1,0,-1,0,0,4
5508,-1,0,4,-3,-1,4,0
5509,-1,-1,-1,-1,0,0,4
5510,-1,4,-2,-1,3,-3,5
5511,-1,-1,3,-3,2,-2,0
5512,-1,1,0,-2,2,0,5
5513,0,4,-3,-1,0,0,2
5514,-1,0,-1,-1,-1,0,4
5515,1,0,-1,-1,0,-1,4
5516,-1,0,-1,1,-2,3,4
5517,0,-1,0,4,-2,-1,3
5518,0,-1,0,0,0,0,4
5519,0,0,0,4,0,-3,3
5520,-1,0,4,-3,2,1,0
5521,1,0,0,0,-1,1,4
5522,-1,0,0,0,0,4,4
5523,0,0,0,4,-3,3,3
5524,3,-3,3,-3,-1,0,1
5525,0,0,4,-3,3,-3,0
5526,-2,3,-2,-1,0,3,2
5527,-1,-1,2,-3,2,-2,0
5528,0,0,0,0,0,0,4
5529,-2,0,0,1,-2,3,4
5530,-1,4,0,-3,3,-2,5
5531,0,0,0,0,0,0,4
5532,1,1,1,-1,-1,1,4
5533,0,0,0,0,0,0,4
5534,-2,3,-3,3,-3,-1,2
5535,0,0,4,-3,-1,0,0
5536,0,0,4,-2,1,-2,0
5537,0,0,0,0,0,0,4
5538,4,-3,1,-1,3,-3,1
5539,3,-2,1,-2,3,-2,1
5540,3,-1,0,-1,1,0,1
5541,-2,3,-3,3,-2,2,2
5542,1,0,0,-2,0,3,4
5543,0,-3,3,-1,-2,3,0
5544,1,0,-1,0,2,-3,5
5545,0,0,0,0,0,0,4
5546,3,-2,1,-1,1,-1,1
5547,-3,0,3,-2,-1,0,0
5548,-1,-1,4,-3,-1,4,0
5549,3,-1,-1,0,2,-3,1
5550,0,0,0,0,0,4,4
5551,0,0,0,0,0,4,4
5552,-2,2,-3,2,0,0,2
5553,0,-2,2,1,-3,-1,3
5554,-3,1,1,-1,1,-2,4
5555,-2,-1,0,3,0,-3,3
5556,0,0,-1,3,-1,0,3
5557,1,-3,3,-2,0,1,0
5558,-1,4,-3,3,-3,-1,2
5559,0,0,0,0,4,-2,5
5560,3,-3,-1,4,-3,-1,3
5561,2,-3,2,0,-1,0,1
5562,2,0,0,-2,3,-3,5
5563,0,4,-3,-1,4,-3,5
5564,-1,3,-2,2,-3,2,2
5565,3,-3,3,-3,-1,0,1
5566,-1,4,-3,3,-3,3,2
5567,1,0,-2,3,-1,-2,3
5568,3,-2,-1,3,-3,0,3
5569,-3,-1,4,-2,0,0,0
5570,-1,0,1,-1,0,0,4
5571,-1,4,-2,2,-3,3,2
5572,0,0,0,0,0,0,4
5573,0,0,2,-1,-1,0,4
5574,-1,0,0,4,-2,-1,3
5575,-1,3,-3,-1,4,-3,5
5576,-3,-1,0,0,0,4,4
5577,-1,-1,-1,3,-3,-1,3
5579,0,0,0,4,-3,3,3
5580,0,-3,0,3,0,-2,3
5581,0,0,0,0,0,0,4
5582,-3,2,0,-1,1,0,5
5583,1,0,0,-2,1,1,4
5584,0,0,3,-3,3,-2,0
5585,0,0,4,-3,-1,4,0
5586,4,-3,-1,0,0,0,1
5587,0,0,0,0,0,4,4
5588,0,0,0,0,0,0,4
5589,-3,0,3,-1,0,0,0
5590,0,-2,0,-1,3,-2,5
5591,-3,-1,0,0,0,0,4
5592,1,-1,0,1,1,-1,4
5593,0,0,-2,3,-3,-1,3
5594,0,1,-1,1,-1,1,4
5595,3,-3,-1,0,0,0,1
5596,0,-1,-1,-1,-1,0,4
5597,-2,0,1,1,-3,3,4
5598,0,1,0,-2,2,1,5
5599,0,0,0,0,0,0,4
5600,0,4,-3,-1,0,0,2
5601,3,-3,3,-2,-1,-1,1
5602,2,-2,3,0,-1,-2,1
5603,-1,0,0,0,0,0,4
5604,-3,-1,0,0,0,4,4
5605,0,0,0,4,-3,3,3
5606,3,-2,0,1,-2,3,1
5607,0,4,-3,3,-3,3,2
5608,0,0,0,0,0,0,4
5609,0,2,-3,3,-2,0,2
5611,-3,-1,0,0,4,-3,5
5612,0,3,-3,3,0,-2,2
5613,0,0,4,-2,-1,-1,0
5614,4,-3,-1,4,-1,-2,3
5615,4,-3,-1,0,4,-3,1
5616,2,-2,3,-1,-2,0,1
5617,-1,-1,1,-1,0,2,4
5618,4,-3,3,-3,-1,0,1
5619,-1,0,3,0,-2,-1,0
5620,0,0,4,-2,-1,-1,0
5621,1,-2,0,3,-1,1,3
5622,3,-3,3,-3,3,0,1
5623,0,-1,0,0,0,1,4
5624,2,-2,0,1,-2,3,3
5625,4,-3,-1,4,-2,-1,3
5626,0,0,0,0,0,4,4
5627,-1,4,-3,3,-3,-1,2
5628,-3,-1,4,-3,-1,0,0
5629,2,-3,3,-3,3,-3,1
5630,-1,0,3,-3,3,-3,0
5631,-3,-1,0,4,-2,-1,3
5632,2,-2,3,-2,0,1,1
5633,0,-2,3,-3,3,-3,0
5634,0,-3,2,-1,0,-1,0
5635,-3,-1,0,0,0,0,4
5636,-3,3,-3,2,0,0,2
5637,-2,3,-3,3,0,-3,2
5638,-1,1,-1,2,-1,-1,4
5639,0,-2,-1,0,4,0,5
5640,0,0,0,0,0,0,4
5641,-1,4,-3,-1,0,4,2
5642,-2,3,-1,-1,0,1,2
5643,-1,2,0,-1,2,-1,5
5644,1,-2,2,0,-2,1,4
5645,-3,1,1,0,-2,2,4
5646,-2,3,-2,1,-1,-1,2
5647,3,-1,-1,0,-1,3,1
5648,0,1,0,0,-2,2,4
5649,0,0,4,-3,-1,4,0
5650,0,0,4,-3,0,-1,0
5651,0,1,-2,3,-3,-1,3
5652,-1,0,-2,1,1,-2,4
5653,0,-2,-1,0,0,0,4
5654,0,2,-3,3,-3,-1,2
5655,3,-2,-1,3,-3,3,3
5656,0,0,0,0,0,4,4
5657,-1,1,0,0,-1,0,4
5658,-2,2,-3,1,-1,2,2
5659,0,0,0,0,0,0,4
5660,-2,-1,3,0,-2,-1,0
5661,-2,1,0,1,-3,3,4
5662,0,-1,-1,0,0,1,4
5663,-1,-1,1,-2,2,1,0
5664,1,2,-3,3,-2,0,2
5665,0,0,0,0,0,0,4
5666,3,-2,-1,1,1,1,1
5667,0,0,4,-3,3,-3,0
5668,0,4,-3,3,-3,-1,2
5669,2,-2,3,-2,-1,-1,1
5670,-1,-1,3,-2,-1,2,0
5671,-1,-2,0,-1,0,4,4
5672,3,-3,3,-3,3,-3,1
5673,-2,3,-2,1,-1,0,2
5674,1,-2,3,-1,-2,3,0
5675,0,0,0,0,0,0,4
5676,4,0,-3,-1,4,-3,5
5677,0,0,0,0,0,0,4
5678,-1,-2,3,-1,0,0,0
5679,-3,3,0,-3,1,0,5
5680,-3,-1,4,-3,-1,4,0
5681,0,-1,-2,2,1,-2,4
5682,1,1,-3,2,-2,-1,3
5683,-2,1,0,-2,2,0,5
5684,3,-2,-1,3,-3,3,3
5685,0,0,0,4,-3,3,3
5686,-2,3,-2,0,1,-1,2
5687,0,0,0,1,-1,0,4
5688,4,-3,3,-3,-1,0,1
5689,-1,3,-2,2,-3,3,2
5690,4,-2,0,2,-3,2,3
5691,0,0,2,-2,0,1,0
5692,3,-3,-1,0,0,0,1
5693,0,1,-1,0,1,-2,4
5694,1,-2,-1,3,-2,-1,3
5695,-1,4,-3,3,-3,-1,2
5696,0,-1,3,-1,-1,1,0
5697,-3,-1,0,0,4,-3,5
5698,0,-1,3,-2,1,-2,0
5699,-2,3,-2,1,-2,2,2
5700,-3,-1,0,0,4,-3,5
5701,-2,1,1,-2,0,0,4
5702,1,2,-2,1,-1,-1,2
5703,-1,1,-1,1,0,-1,4
5705,-2,3,-3,3,-3,2,2
5706,-1,4,-1,-2,-1,0,2
5707,-1,1,2,-3,1,1,0
5708,1,-1,1,-2,3,-3,5
5709,-1,0,0,0,0,0,4
5710,4,-2,2,-3,3,-3,1
5711,-2,3,-1,-2,1,1,5
5712,-3,3,-1,1,-2,0,2
5713,-2,3,-2,0,-1,-1,2
5714,0,4,-1,-2,-1,4,2
5715,0,3,-1,-2,0,3,2
5716,1,2,-3,3,-2,0,2
5717,-3,2,1,-3,3,-3,5
5718,0,4,-2,-1,3,-3,5
5719,0,0,0,0,0,0,4
5720,-1,-2,3,-3,3,-3,0
5721,-1,-1,1,-1,2,-2,4
5722,1,0,-2,3,-1,1,3
5723,-1,4,-3,-1,0,4,2
5724,-1,3,-2,1,-2,3,2
5725,-2,0,1,0,-1,-1,4
5726,-2,3,-3,3,-2,0,2
5727,-1,0,-2,2,0,0,4
5728,-3,3,-3,2,-2,3,2
5729,-3,-1,0,0,0,0,4
5730,-2,0,-1,3,-1,-1,3
5731,0,3,-1,-2,2,-1,5
5732,3,-3,3,-3,-1,4,1
5733,0,0,0,4,-3,-1,3
5734,0,0,4,-3,-1,4,0
5735,0,0,0,0,4,-3,5
5736,4,-3,-1,0,4,-2,1
5737,-2,-1,0,3,-3,0,3
5738,-3,-1,0,0,4,-2,5
5739,-1,-2,2,0,1,-3,4
5740,-1,3,-3,3,0,-2,2
5741,0,4,-3,3,-3,-1,2
5742,1,-1,0,2,-3,3,3
5743,0,4,-3,3,-1,0,2
5744,-1,-1,0,4,-3,3,3
5745,0,0,0,0,0,0,4
5746,-2,3,-2,1,0,-1,2
5747,4,-1,-2,3,-3,3,3
5748,-1,0,0,0,0,0,4
5749,0,0,0,0,0,0,4
5750,0,3,-3,-1,0,0,2
5751,3,-1,-1,1,-1,0,1
5752,1,1,-1,0,1,0,4
5753,0,-1,3,-1,-2,3,0
5754,0,0,4,-1,-1,-1,0
5755,0,0,0,0,0,0,4
5756,0,4,-1,-2,3,-3,5
5757,0,-3,3,-3,3,-3,0
5758,0,4,-3,3,-2,-1,2
5759,0,0,0,0,0,4,4
5760,-1,-1,0,3,0,-1,3
5761,3,-2,-1,0,3,-2,1
5762,1,0,-2,3,-3,2,3
5763,0,0,0,4,-3,0,3
5764,-3,3,-1,-2,3,-3,5
5765,0,0,0,0,4,-3,5
5766,-1,0,0,0,0,0,4
5767,-2,0,3,-1,-1,1,0
5768,0,-2,2,-3,3,-3,0
5769,0,0,0,0,0,0,4
5770,0,4,-3,0,3,-1,5
5771,0,0,0,0,0,0,4
5772,0,0,0,0,0,0,4
5773,-1,0,-2,3,-2,-1,3
5775,-1,4,-3,3,-3,-1,2
5776,0,0,4,-3,-1,4,0
5777,3,-1,0,-1,-1,-1,1
5778,0,4,-3,-1,0,0,2
5780,-2,-1,4,-2,-1,3,0
5781,-1,2,0,0,-1,2,4
5782,-2,0,0,2,-3,1,3
5783,0,0,-1,0,2,-3,5
5784,2,-2,0,-1,-1,4,1
5785,-1,0,0,0,4,-3,5
5786,0,0,0,0,0,0,4
5787,-1,-1,4,-2,-1,-1,0
5788,0,0,0,0,0,0,4
5789,3,-2,0,-1,-1,0,1
5790,4,-3,-1,4,-3,3,3
5791,-1,-1,0,0,1,0,4
5792,2,0,0,-1,-1,3,4
5793,1,0,-1,0,1,-1,4
5794,1,-1,1,-1,1,-2,4
5795,4,-3,3,-3,3,-3,1
5796,0,0,0,0,0,0,4
5797,4,0,-3,3,-2,0,3
5798,0,-3,3,-3,-1,4,0
5799,-1,4,-3,3,0,-2,2
5800,0,4,-3,3,-3,-1,2
5801,3,-2,0,0,1,-2,1
5802,0,0,0,0,0,0,4
5803,2,0,-2,3,-3,1,3
5804,-2,3,-3,0,3,-1,5
5805,0,4,-3,-1,4,-2,5
5806,0,0,0,0,0,0,4
5807,-2,1,-2,0,3,-1,5
5808,0,3,-1,-2,3,-1,5
5809,-3,-1,0,0,0,0,4
5810,3,-3,3,-1,-2,3,1
5811,-1,-1,3,-3,0,3,0
5812,4,-1,-2,-1,0,0,1
5813,-1,3,0,-3,0,3,4
5814,-1,1,-1,0,1,1,4
5815,0,0,0,0,4,-3,5
5816,0,-1,0,2,-2,1,3
5817,-1,3,-3,2,-2,2,2
5818,0,0,4,-1,-2,-1,0
5819,0,2,-3,2,0,-2,2
5820,-2,3,0,-3,-1,0,2
5821,0,4,-3,3,-3,-1,2
5822,0,-1,-1,4,-3,-1,3
5823,0,0,-2,0,3,-2,5
5824,1,2,-2,0,1,0,4
5825,-3,1,0,1,-2,3,4
5826,0,-2,3,-3,2,0,0
5827,4,-1,-2,3,0,-3,3
5828,-1,-1,3,-2,1,-1,0
5829,0,1,-1,-1,3,-3,5
5830,1,1,-2,-1,2,-1,5
5831,1,-1,3,-3,3,-3,0
5832,-2,1,0,-2,2,-2,5
5833,-2,2,-3,3,-3,3,2
5834,2,-3,3,-3,-1,4,1
5835,0,1,0,1,-3,-1,3
5836,0,0,0,4,-3,3,3
5837,1,0,-2,3,-3,2,3
5838,2,-3,3,-1,1,-3,1
5839,0,0,0,-1,0,0,4
5840,-1,0,-2,-1,4,-3,5
5841,-1,-2,-1,4,-2,0,3
5842,0,4,-3,3,-3,3,2
5843,0,0,0,0,4,-3,5
5844,0,-1,0,4,-3,-1,3
5845,0,0,0,4,-3,-1,3
5846,0,-2,2,-1,-1,3,0
5847,2,0,0,-1,1,-1,1
5848,3,-2,-1,3,-2,2,3
5849,0,0,0,0,4,-3,5
5850,0,0,1,-1,0,1,4
5851,2,-2,0,1,-1,1,1
5852,0,0,0,-1,3,-3,5
5853,-3,3,-2,2,-3,1,2
5854,0,0,0,0,0,0,4
5855,4,-3,3,0,-1,-2,1
5856,2,-2,0,0,1,0,1
5857,0,0,0,4,-1,-1,3
5858,-1,0,0,4,0,-3,3
5859,-3,3,-3,3,-3,3,2
5860,4,-3,-1,0,0,4,1
5861,4,0,-2,-1,1,0,1
5862,0,0,0,0,0,0,4
5863,-2,3,-3,3,0,-2,2
5864,0,0,0,0,0,0,4
5865,-3,3,0,-2,0,1,2
5866,-3,3,-1,-2,-1,4,2
5867,0,0,0,0,0,4,4
5868,0,2,-3,3,-3,3,2
5869,2,-2,-1,0,0,4,1
5870,-2,-1,4,-3,3,-3,0
5871,0,4,-2,1,0,-1,2
5872,-3,3,-2,0,0,0,2
5873,4,-3,3,-3,-1,0,1
5874,-1,-2,3,-3,3,-3,0
5875,0,-1,1,0,-1,0,4
5876,0,1,0,0,-2,2,4
5877,1,0,0,-2,2,-1,5
5878,0,0,-2,3,-1,-1,3
5879,1,-1,1,-1,1,0,4
5880,-3,-1,0,4,0,-3,3
5881,3,-3,1,1,-2,3,1
5882,0,0,0,0,0,0,4
5883,0,-1,-1,-1,4,-2,5
5884,4,-3,0,-1,4,-3,1
5885,-2,3,-1,-1,1,-2,2
5886,-1,4,0,-3,3,-3,5
5887,0,0,0,0,0,0,4
5888,1,2,-2,2,-2,0,2
5889,-1,0,-2,3,-1,-2,3
5890,0,0,0,0,0,0,4
5891,-1,1,-1,0,1,-1,4
5892,-1,4,-3,-1,0,0,2
5893,-3,-1,0,0,0,0,4
5894,2,1,-2,1,-1,-1,4
5895,-3,0,3,0,-3,3,0
5896,-1,0,0,0,0,0,4
5897,-2,0,0,0,1,-2,4
5898,-1,0,0,0,0,0,4
5899,3,-3,3,-3,3,-3,1
5900,1,0,-1,-1,0,3,4
5901,-1,1,0,-1,0,1,4
5902,-2,1,-2,3,-2,0,2
5903,0,-1,-1,3,-2,1,3
5904,-3,3,0,-3,-1,0,2
5905,4,-3,-1,4,-3,-1,3
5906,0,4,-3,-1,0,0,2
5907,3,-3,0,-1,0,0,1
5908,0,0,0,4,-3,3,3
5909,-1,-1,2,0,0,-2,4
5910,0,4,-3,3,0,-3,2
5911,2,-3,0,3,-1,-2,3
5912,0,0,0,0,0,0,4
5913,0,0,0,0,0,0,4
5914,1,0,-2,1,1,0,4
5915,-1,1,-2,3,-2,0,3
5916,-3,3,-3,2,0,-1,2
5917,0,3,-2,-1,3,-3,5
5918,4,-2,1,-1,1,0,1
5919,0,2,-3,3,-1,0,2
5920,0,0,0,4,-2,-1,3
5921,1,-3,3,-3,-1,0,0
5922,1,-1,3,-2,-1,3,0
5924,-2,1,-1,-1,3,0,5
5925,4,-1,-1,1,0,-1,1
5926,1,-2,-1,0,4,-3,5
5927,-2,0,-1,3,-3,3,3
5928,0,0,0,0,0,0,4
5929,0,4,-3,-1,0,0,2
5930,-1,-2,3,-3,3,-2,0
5931,-3,-1,0,0,0,0,4
5932,-2,0,-1,-1,4,-3,5
5933,4,-2,-1,-1,0,0,1
5934,2,-1,1,0,0,-1,1
5935,0,0,0,0,0,0,4
5936,-1,-1,3,-3,0,-1,0
5937,3,-1,-2,3,0,0,3
5938,-1,3,-3,-1,0,0,2
5939,-1,-1,0,-1,4,-3,5
5940,-2,-1,0,4,-3,3,3
5941,-1,-2,-1,0,4,-1,5
5942,-1,-1,1,0,0,-2,4
5943,-1,3,-3,3,-3,-1,2
5944,1,-1,-1,-1,4,-1,5
5945,-1,3,0,-3,3,-3,5
5946,0,4,-3,3,-3,3,2
5947,3,-3,-1,4,-3,-1,3
5948,1,-3,1,0,2,-3,1
5949,0,-3,-1,4,-3,-1,3
5950,2,-1,0,1,-2,-1,3
5951,-1,0,0,0,0,0,4
5952,0,4,-3,2,0,-2,2
5953,1,-3,0,3,-2,-1,3
5954,-1,0,2,-2,2,-1,0
5955,0,4,-3,-1,0,0,2
5956,-1,1,-1,1,1,-1,4
5957,-1,-2,3,-3,2,-1,0
5958,4,-3,3,-3,3,-1,1
5959,-2,-1,3,-2,1,-1,0
5960,-2,-1,-1,4,-3,-1,3
5961,0,0,0,0,0,0,4
5962,0,0,0,4,-3,-1,3
5963,1,-1,0,2,-3,0,3
5964,0,0,0,0,0,0,4
5965,3,-3,3,-2,-1,3,1
5966,-2,3,-2,0,-1,3,2
5967,3,-2,1,-2,2,-2,1
5968,1,1,-2,3,-3,2,3
5969,0,0,0,0,0,0,4
5970,1,-2,2,0,-1,1,4
5971,0,-1,-1,3,-2,-1,3
5972,2,0,-1,1,-1,-1,4
5973,-1,4,-2,-1,0,-1,2
5974,-1,-1,4,-3,3,-3,0
5975,4,-2,2,-3,3,-2,1
5976,-1,1,-1,0,2,-3,5
5977,0,1,-2,3,-1,-1,3
5978,0,3,-2,-1,0,3,2
5979,4,-3,-1,0,0,0,1
5980,-1,0,4,-3,-1,0,0
5981,-3,-1,0,0,0,0,4
5982,-2,1,-1,0,-1,3,4
