,제휴사,대분류코드,금액 타입,대분류명_y,중분류명,소분류명,UPRICE,QTY,AVG,AVGVS,구매금액_min,구매금액_max,구매금액_mean
536,D,4,저가,식품,과자,일반껌,3179,24544,7926,0.4,150,27500,2801.043643
537,D,4,저가,식품,과자,일반스낵,3179,24544,7926,0.4,250,24750,3024.090308
538,D,4,저가,식품,과자,일반시리얼,3179,24544,7926,0.4,600,28800,3182.167832
539,D,4,저가,식품,과자,즉석스프,3179,24544,7926,0.4,2000,8800,4017.647059
540,D,4,저가,식품,과자,컵아이스크림,3179,24544,7926,0.4,10500,10500,10500
541,D,4,저가,식품,과자,쿠키,3179,24544,7926,0.4,200,34320,3129.065249
542,D,4,저가,식품,과자,파이,3179,24544,7926,0.4,1500,8000,3472.645503
543,D,4,저가,식품,과자,판초콜릿,3179,24544,7926,0.4,300,71000,3814.793564
544,D,4,저가,식품,과자,하드캔디,3179,24544,7926,0.4,100,31000,2971.361417
545,D,4,저가,식품,음료,과일음료,1812,21093,7926,0.2,500,16800,2183.250338
546,D,4,저가,식품,음료,과채혼합음료,1812,21093,7926,0.2,750,9000,1786.778443
547,D,4,저가,식품,음료,기타기능성음료,1812,21093,7926,0.2,900,27700,2538.663304
548,D,4,저가,식품,음료,녹차/홍차,1812,21093,7926,0.2,2000,15600,4139.285714
549,D,4,저가,식품,음료,믹스커피,1812,21093,7926,0.2,950,19800,3778.965517
550,D,4,저가,식품,음료,비타민/에너지음료,1812,21093,7926,0.2,500,12800,1514.569288
551,D,4,저가,식품,음료,생수,1812,21093,7926,0.2,400,8500,1020.88064
552,D,4,저가,식품,음료,숙취해소음료,1812,21093,7926,0.2,1500,9500,3931.764706
553,D,4,저가,식품,음료,스포츠음료,1812,21093,7926,0.2,500,4000,1209.265945
554,D,4,저가,식품,음료,식수용차,1812,21093,7926,0.2,1800,48000,5892.028986
555,D,4,저가,식품,음료,아이스티,1812,21093,7926,0.2,1500,7500,2297.045455
556,D,4,저가,식품,음료,일반두유,1812,21093,7926,0.2,840,3600,1368.686869
557,D,4,저가,식품,음료,일반차음료,1812,21093,7926,0.2,500,17200,1381.421426
558,D,4,저가,식품,음료,전통/한방차,1812,21093,7926,0.2,1250,6000,2779
559,D,4,저가,식품,음료,전통차음료,1812,21093,7926,0.2,900,6400,1482.601351
560,D,4,저가,식품,음료,채소음료,1812,21093,7926,0.2,1000,10000,1558.016878
561,D,4,저가,식품,음료,커피음료,1812,21093,7926,0.2,350,11600,1376.882291
562,D,4,저가,식품,음료,코코아,1812,21093,7926,0.2,800,30400,7680.681818
563,D,4,저가,식품,음료,콜라,1812,21093,7926,0.2,600,4000,1177.52754
564,D,4,저가,식품,음료,탄산수,1812,21093,7926,0.2,800,16200,1314.150943
565,D,4,저가,식품,음료,한방음료,1812,21093,7926,0.2,1000,4800,1413.513514
566,D,4,저가,식품,음료,허브/꽃차,1812,21093,7926,0.2,2000,30000,6133.033033
567,D,4,저가,식품,음료,혼합탄산,1812,21093,7926,0.2,600,18600,1810.726457
568,A,1,중가,식품,가공식품,KKD,14650,1260715,7926,1.8,1200,26000,8596.451613
569,A,1,중가,식품,가공식품,TGIF,14650,1260715,7926,1.8,520,677200,37978.19332
570,A,1,중가,식품,가공식품,가공선물세트,14650,1260715,7926,1.8,1450,10395000,397268.0321
571,A,1,중가,식품,가공식품,기타베이커리,14650,1260715,7926,1.8,1000,65600,11709.32862
572,A,1,중가,식품,가공식품,대형테넌트,14650,1260715,7926,1.8,1000,2527000,42343.61261
573,A,1,중가,식품,가공식품,델리(부대),14650,1260715,7926,1.8,800,30900,6433.525127
574,A,1,중가,식품,가공식품,디저트카페,14650,1260715,7926,1.8,500,206000,9440.413714
575,A,1,중가,식품,가공식품,떡,14650,1260715,7926,1.8,500,1000000,11106.79378
576,A,1,중가,식품,가공식품,레토르,14650,1260715,7926,1.8,39200,1146600,250935.9375
577,A,1,중가,식품,가공식품,롯데리아,14650,1260715,7926,1.8,500,42850,7371.957447
578,A,1,중가,식품,가공식품,면류,14650,1260715,7926,1.8,800,120000,9131.873606
579,A,1,중가,식품,가공식품,반찬장류세트,14650,1260715,7926,1.8,1500,1380000,39026.51822
580,A,1,중가,식품,가공식품,밥류,14650,1260715,7926,1.8,700,125000,9773.393565
581,A,1,중가,식품,가공식품,분식,14650,1260715,7926,1.8,1000,144700,16230.36791
582,A,1,중가,식품,가공식품,브랑제리,14650,1260715,7926,1.8,50,810000,9090.967344
583,A,1,중가,식품,가공식품,브랜드샵,14650,1260715,7926,1.8,20,980000,13280.5072
584,A,1,중가,식품,가공식품,생필(부대),14650,1260715,7926,1.8,60,16231270,28709.82442
585,A,1,중가,식품,가공식품,서양델리,14650,1260715,7926,1.8,50,400000,10210.87524
586,A,1,중가,식품,가공식품,수입단기행사,14650,1260715,7926,1.8,500,10000000,8283.342769
587,A,1,중가,식품,가공식품,스넥(부대),14650,1260715,7926,1.8,100,500000,11915.46459
588,A,1,중가,식품,가공식품,식당가 레스토랑,14650,1260715,7926,1.8,500,2101000,60476.07158
589,A,1,중가,식품,가공식품,식당가 아이스크림,14650,1260715,7926,1.8,1000,36000,6573.49892
590,A,1,중가,식품,가공식품,식당가 양식,14650,1260715,7926,1.8,1000,671220,31836.276
591,A,1,중가,식품,가공식품,식당가 일식,14650,1260715,7926,1.8,100,500000,31093.04092
592,A,1,중가,식품,가공식품,식당가 중식,14650,1260715,7926,1.8,1000,536000,32873.01634
593,A,1,중가,식품,가공식품,식당가 커피숍,14650,1260715,7926,1.8,500,537800,10063.75066
594,A,1,중가,식품,가공식품,식당가 한식,14650,1260715,7926,1.8,200,686000,24041.98818
595,A,1,중가,식품,가공식품,아이스크림,14650,1260715,7926,1.8,100,513000,6542.212951
596,A,1,중가,식품,가공식품,양과(세트행사),14650,1260715,7926,1.8,1000,2500000,63924.61292
597,A,1,중가,식품,가공식품,양과자류,14650,1260715,7926,1.8,100,1440000,13771.89793
598,A,1,중가,식품,가공식품,양식,14650,1260715,7926,1.8,6400,78000,19823.30745
599,A,1,중가,식품,가공식품,에스닉푸드,14650,1260715,7926,1.8,100,825000,11149.14169
600,A,1,중가,식품,가공식품,엔젤리너스,14650,1260715,7926,1.8,500,37050,7497.871546
601,A,1,중가,식품,가공식품,음료,14650,1260715,7926,1.8,500,138600,10126.13806
602,A,1,중가,식품,가공식품,일반가공식품,14650,1260715,7926,1.8,50,4734850,7261.583951
603,A,1,중가,식품,가공식품,일식,14650,1260715,7926,1.8,2000,127000,20714.91326
604,A,1,중가,식품,가공식품,일식델리,14650,1260715,7926,1.8,50,244800,9566.00594
605,A,1,중가,식품,가공식품,전문베이커리,14650,1260715,7926,1.8,50,900000,11471.93669
606,A,1,중가,식품,가공식품,제과제빵,14650,1260715,7926,1.8,50,1100000,10618.11836
607,A,1,중가,식품,가공식품,중식,14650,1260715,7926,1.8,13000,47000,30857.14286
608,A,1,중가,식품,가공식품,중식델리,14650,1260715,7926,1.8,1000,197000,10156.10385
609,A,1,중가,식품,가공식품,즉석.스넥(매장),14650,1260715,7926,1.8,1000,132000,7123.533063
610,A,1,중가,식품,가공식품,지방스넥(부대),14650,1260715,7926,1.8,300,360000,17054.14637
611,A,1,중가,식품,가공식품,초밥,14650,1260715,7926,1.8,200,448000,23273.41412
612,A,1,중가,식품,가공식품,커피숍,14650,1260715,7926,1.8,180,990000,10260.6272
613,A,1,중가,식품,가공식품,케익류,14650,1260715,7926,1.8,100,498000,19995.44299
614,A,1,중가,식품,가공식품,특산물행사,14650,1260715,7926,1.8,400,1060000,14452.87971
615,A,1,중가,식품,가공식품,패밀리레스토랑,14650,1260715,7926,1.8,1000,398000,21985.06233
616,A,1,중가,식품,가공식품,패스트푸드,14650,1260715,7926,1.8,2900,48000,15437.7193
617,A,1,중가,식품,가공식품,포숑,14650,1260715,7926,1.8,50,736000,10979.64676
618,A,1,중가,식품,가공식품,푸드코트,14650,1260715,7926,1.8,1000,89100,11417.86533
619,A,1,중가,식품,가공식품,한과,14650,1260715,7926,1.8,900,900000,21924.85132
620,A,1,중가,식품,가공식품,한과(세트행사),14650,1260715,7926,1.8,2500,9240000,137170.1441
621,A,1,중가,식품,가공식품,한식,14650,1260715,7926,1.8,7000,144000,27007.92839
622,A,1,중가,식품,가공식품,한식델리,14650,1260715,7926,1.8,100,306000,9640.476968
623,A,1,중가,식품,농산물,건과,15090,820228,7926,1.9,330,2000000,16615.90294
624,A,1,중가,식품,농산물,건과세트,15090,820228,7926,1.9,750,10000000,345633.584
625,A,1,중가,식품,농산물,곡물,15090,820228,7926,1.9,700,10974000,79412.0262
626,A,1,중가,식품,농산물,곶감/송이세트,15090,820228,7926,1.9,4800,5200000,270049.0713
627,A,1,중가,식품,농산물,농산가공,15090,820228,7926,1.9,10,1922430,6767.828191
628,A,1,중가,식품,농산물,농산단기행사,15090,820228,7926,1.9,50,1800000,18518.63935
629,A,1,중가,식품,농산물,선식(가루류),15090,820228,7926,1.9,1000,356000,19192.5201
630,A,1,중가,식품,농산물,수삼/더덕세트,15090,820228,7926,1.9,2020,6600000,551700.5618
631,A,1,중가,식품,농산물,유기농채소,15090,820228,7926,1.9,40,2000000,18880.86639
632,A,1,중가,식품,농산물,채소,15090,820228,7926,1.9,170,2000000,7141.807677
633,A,1,중가,식품,농산물,청과,15090,820228,7926,1.9,10,10000000,15299.99814
634,A,1,중가,식품,농산물,청과세트,15090,820228,7926,1.9,5000,20000000,518232.9528
635,A,1,중가,식품,농산물,친환경세트,15090,820228,7926,1.9,40000,13290000,472582.9427
636,A,1,중가,식품,젓갈/반찬,가공행사,10939,146246,7926,1.4,450,480000,8018.46797
637,A,1,중가,식품,젓갈/반찬,규격김치,10939,146246,7926,1.4,770,170000,9423.582562
638,A,1,중가,식품,젓갈/반찬,규격젓갈,10939,146246,7926,1.4,50,639000,18794.18743
639,A,1,중가,식품,젓갈/반찬,벌크김치,10939,146246,7926,1.4,680,402400,16653.59712
640,A,1,중가,식품,젓갈/반찬,벌크젓갈,10939,146246,7926,1.4,1000,309900,15129.91568
641,A,1,중가,식품,젓갈/반찬,어묵,10939,146246,7926,1.4,400,300000,5464.775049
642,A,1,중가,식품,젓갈/반찬,장류,10939,146246,7926,1.4,2000,2016000,20772.09902
643,A,1,중가,식품,젓갈/반찬,젓갈세트,10939,146246,7926,1.4,3500,2505600,129248.6508
644,A,1,중가,식품,젓갈/반찬,즉석반찬,10939,146246,7926,1.4,800,800000,12318.1898
645,A,1,중가,식품,차/커피,가공2단기행사,8619,236864,7926,1.1,3000,5000,4000
646,A,1,중가,식품,차/커피,디저트류,8619,236864,7926,1.1,50,429000,7446.591014
647,A,1,중가,식품,차/커피,수입식품,8619,236864,7926,1.1,50,5000000,9126.938472
648,A,1,중가,식품,차/커피,원두커피,8619,236864,7926,1.1,50,2734630,9137.627427
649,A,1,중가,식품,축산가공,유제품,7757,254240,7926,1,100,1010000,6470.726075
650,A,1,중가,식품,축산가공,직매입,7757,254240,7926,1,108000,216000,172125
651,A,1,중가,식품,축산가공,친환경올가,7757,254240,7926,1,1300,10000000,313243.4098
652,A,1,중가,식품,축산가공,햄,7757,254240,7926,1,200,1047200,6052.355792
653,A,1,중가,식품,축산가공,햄세트,7757,254240,7926,1,2000,5940000,357011.5493
654,A,1,중가,식품,축산가공,화과자,7757,254240,7926,1,550,3000000,24286.36929
655,B,1,중가,식품,온라인버섯/열매채소,온라인열매채소,5900,1,7926,0.7,5900,5900,5900
656,B,2,중가,식품,시즌반찬,김장김치,11587,768,7926,1.5,1340,199000,14317.28177
657,B,2,중가,식품,시즌반찬,제철반찬,11587,768,7926,1.5,1800,37000,9152.12069
658,B,2,중가,식품,조리반찬,나물/부침,9740,20879,7926,1.2,120,87000,9407.827742
659,B,2,중가,식품,조리반찬,반찬류,9740,20879,7926,1.2,1000,255850,9560.130406
660,B,2,중가,식품,조리반찬,젓갈류,9740,20879,7926,1.2,1000,102440,9471.942376
661,B,2,중가,식품,조리반찬,즉석국탕/볶음,9740,20879,7926,1.2,1000,68000,8564.106719
662,B,2,중가,식품,조리반찬,즉석김치류,9740,20879,7926,1.2,1000,147536,10804.72652
663,B,59,중가,식품,포장반찬,메인요리,6072,1429,7926,0.8,4980,5980,5046.666667
664,B,59,중가,식품,포장반찬,볶음/무침반찬,6072,1429,7926,0.8,1120,38100,5289.951766
665,B,59,중가,식품,포장반찬,절임반찬,6072,1429,7926,0.8,520,71720,3083.189394
666,B,59,중가,식품,포장반찬,조림반찬,6072,1429,7926,0.8,1980,95760,5373.346774
667,B,59,중가,식품,포장반찬,포장반찬,6072,1429,7926,0.8,1640,38780,6071.911826
668,B,3,중가,식품,포장젓갈,일반젓갈,6314,1747,7926,0.8,1194,42780,6018.971548
669,B,3,중가,식품,포장젓갈,저염젓갈,6314,1747,7926,0.8,4280,37380,7703.137255
670,B,3,중가,식품,포장젓갈,포장젓갈,6314,1747,7926,0.8,1600,101960,5940.301602
671,B,59,중가,식품,포장젓갈,일반젓갈,5940,1061,7926,0.7,1194,42780,6018.971548
672,B,59,중가,식품,포장젓갈,저염젓갈,5940,1061,7926,0.7,4280,37380,7703.137255
673,B,59,중가,식품,포장젓갈,포장젓갈,5940,1061,7926,0.7,1600,101960,5940.301602
674,B,4,중가,식품,가공양곡,양곡가공,5172,5042,7926,0.7,600,71280,5172.292741
675,B,4,중가,식품,잡곡류,미곡류,15788,20716,7926,2,1750,238800,18006.41991
676,B,4,중가,식품,잡곡류,벌크잡곡,15788,20716,7926,2,1198,66400,11641.59087
677,B,4,중가,식품,잡곡류,보리류,15788,20716,7926,2,3500,55300,9281.720143
678,B,4,중가,식품,잡곡류,잡곡기타,15788,20716,7926,2,1900,127500,13012.98706
679,B,4,중가,식품,잡곡류,친환경잡곡,15788,20716,7926,2,3500,71700,10912.78281
680,B,4,중가,식품,잡곡류,콩류,15788,20716,7926,2,3450,198000,17995.50199
681,B,4,중가,식품,잡곡류,혼합잡곡,15788,20716,7926,2,3000,164000,14265.45889
682,B,11,중가,식품,식자재,식자재,5722,1289,7926,0.7,400,17500,2426.019499
683,B,11,중가,식품,식자재,직영식자재,5722,1289,7926,0.7,1500,52000,5603.752759
684,B,11,중가,식품,식자재,특정식자재,5722,1289,7926,0.7,250,59720,6001.775457
685,B,5,중가,식품,약초,구기자,13734,91,7926,1.7,9500,15000,13166.66667
686,B,5,중가,식품,약초,기타약초,13734,91,7926,1.7,1480,20000,6286.068182
687,B,5,중가,식품,약초,더덕,13734,91,7926,1.7,3400,13300,8166.555556
688,B,5,중가,식품,약초,둥글레,13734,91,7926,1.7,11800,11800,11800
689,B,5,중가,식품,약초,백련초,13734,91,7926,1.7,3781,9800,8295.25
690,B,5,중가,식품,약초,인삼,13734,91,7926,1.7,1000,79600,34022.26087
691,B,5,중가,식품,약초,황기,13734,91,7926,1.7,3980,8000,4680
692,B,6,중가,식품,고등어/삼치,국산고등어,5629,28960,7926,0.7,500,80000,5388.208413
693,B,6,중가,식품,고등어/삼치,국산고등어자반,5629,28960,7926,0.7,1000,58800,5318.173887
694,B,6,중가,식품,고등어/삼치,국산삼치,5629,28960,7926,0.7,1000,68000,6462.34215
695,B,6,중가,식품,국산게/갈치,국산갈치,13660,18859,7926,1.7,1000,195000,13871.54302
696,B,6,중가,식품,국산게/갈치,국산기타게,13660,18859,7926,1.7,21000,21000,21000
697,B,6,중가,식품,국산게/갈치,국산꽃게,13660,18859,7926,1.7,900,684000,13169.99849
698,B,6,중가,식품,국산게/갈치,국산대게,13660,18859,7926,1.7,1000,65000,17144.22535
699,B,6,중가,식품,국산게/갈치,국산홍게,13660,18859,7926,1.7,1000,210000,15595.08974
700,B,6,중가,식품,기타구색생선,국산금태,7544,6017,7926,1,2000,46800,10495.64646
701,B,6,중가,식품,기타구색생선,국산기타구색생선,7544,6017,7926,1,900,50000,6883.312868
702,B,6,중가,식품,기타구색생선,국산병어,7544,6017,7926,1,1500,49000,10229.074
703,B,6,중가,식품,기타구색생선,국산아귀,7544,6017,7926,1,1740,41400,8350.469613
704,B,6,중가,식품,기타구색생선,국산우럭,7544,6017,7926,1,1000,52000,8001.285068
705,B,6,중가,식품,기타구색생선,국산임연수어,7544,6017,7926,1,1200,19800,4982.620896
706,B,6,중가,식품,기타구색생선,국산청어,7544,6017,7926,1,950,11800,4338.77551
707,B,6,중가,식품,꽁치/가자미,국산가자미,6556,4371,7926,0.8,1000,48000,8088.006505
708,B,6,중가,식품,꽁치/가자미,국산꽁치,6556,4371,7926,0.8,500,32800,3468.774483
709,B,6,중가,식품,냉동수산물,굴비,12512,13034,7926,1.6,2000,250000,19287.19888
710,B,6,중가,식품,냉동수산물,냉동포장,12512,13034,7926,1.6,1000,119136,12102.13105
711,B,6,중가,식품,냉동수산물,반건생선,12512,13034,7926,1.6,1000,84000,8665.105728
712,B,6,중가,식품,대구,국산대구,8686,3642,7926,1.1,1000,40000,8686.21307
713,B,6,중가,식품,대중선어,가자미,8250,61671,7926,1,1000,60000,6817.236854
714,B,6,중가,식품,대중선어,갈치,8250,61671,7926,1,1000,529300,13287.36946
715,B,6,중가,식품,대중선어,게,8250,61671,7926,1,100,216000,16008.08534
716,B,6,중가,식품,대중선어,고등어,8250,61671,7926,1,900,62700,5672.899927
717,B,6,중가,식품,대중선어,구색선어,8250,61671,7926,1,1000,120000,7301.290758
718,B,6,중가,식품,대중선어,꽁치,8250,61671,7926,1,480,15000,3093.711141
719,B,6,중가,식품,대중선어,대구,8250,61671,7926,1,1000,26000,8367.414885
720,B,6,중가,식품,대중선어,도미,8250,61671,7926,1,1500,100000,10388.96792
721,B,6,중가,식품,대중선어,명태,8250,61671,7926,1,600,25800,3458.716718
722,B,6,중가,식품,대중선어,민어,8250,61671,7926,1,2000,75000,13394.08696
723,B,6,중가,식품,대중선어,병어,8250,61671,7926,1,3000,39000,11868.31325
724,B,6,중가,식품,대중선어,삼치,8250,61671,7926,1,500,55200,6647.943838
725,B,6,중가,식품,대중선어,아귀,8250,61671,7926,1,1000,26000,7942.625899
726,B,6,중가,식품,대중선어,연어,8250,61671,7926,1,420,94800,11239.81331
727,B,6,중가,식품,대중선어,오징어류,8250,61671,7926,1,700,259200,5088.411564
728,B,6,중가,식품,대중선어,우럭,8250,61671,7926,1,1000,45000,7234.646465
729,B,6,중가,식품,대중선어,임연수,8250,61671,7926,1,500,29500,5549.199297
730,B,6,중가,식품,대중선어,조기,8250,61671,7926,1,1000,118000,8618.566733
731,B,6,중가,식품,도미/민어,국산도미,10892,1168,7926,1.4,1000,118000,10364.40225
732,B,6,중가,식품,도미/민어,국산민어,10892,1168,7926,1.4,2000,79200,12581.83453
733,B,6,중가,식품,오징어,국산오징어,5172,28926,7926,0.7,500,750000,5170.042828
734,B,6,중가,식품,오징어,국산한치,5172,28926,7926,0.7,1000,17600,8129
735,B,6,중가,식품,조기/명태,국산명태,7796,4647,7926,1,1000,14500,3382.173913
736,B,6,중가,식품,조기/명태,국산백조기,7796,4647,7926,1,1000,50000,7848.334971
737,B,6,중가,식품,조기/명태,국산참조기,7796,4647,7926,1,1300,52800,7619.610964
738,B,6,중가,식품,조기/명태,기타조기,7796,4647,7926,1,2900,25600,13655.55556
739,B,6,중가,식품,조기/명태,긴가이석태,7796,4647,7926,1,1900,85000,11705.63584
740,B,6,중가,식품,조기/명태,부세조기,7796,4647,7926,1,1000,59000,8667.38758
741,B,6,중가,식품,조기/명태,영상가이석태,7796,4647,7926,1,3000,51900,11126.08136
742,B,7,중가,식품,건오징어,동해안건오징어,10812,4595,7926,1.4,2000,240000,10293.76357
743,B,7,중가,식품,건오징어,반건오징어,10812,4595,7926,1.4,5000,84000,10896.41243
744,B,7,중가,식품,건오징어,울릉도건오징어,10812,4595,7926,1.4,5900,310500,16282.53012
745,B,7,중가,식품,건오징어,원양산건오징어,10812,4595,7926,1.4,5900,99000,10153.55649
746,B,7,중가,식품,마른안주,건오징어,8591,20053,7926,1.1,1400,122500,11608.43118
747,B,7,중가,식품,마른안주,온라인 안주,8591,20053,7926,1.1,8900,8900,8900
748,B,7,중가,식품,마른안주,육포,8591,20053,7926,1.1,1900,359700,10424.82464
749,B,7,중가,식품,마른안주,조미오징어,8591,20053,7926,1.1,1900,76500,8002.691444
750,B,7,중가,식품,마른안주,쥐치포,8591,20053,7926,1.1,1300,94320,6446.063158
751,B,7,중가,식품,멸치건명태,멸치,9437,13752,7926,1.2,1800,178000,9737.474473
752,B,7,중가,식품,멸치건명태,황태북어,9437,13752,7926,1.2,2310,87200,8829.045315
753,B,14,중가,식품,선물세트,PB세트,12233,276,7926,1.5,50000,2200000,162458.3333
754,B,14,중가,식품,선물세트,과자선물세트,12233,276,7926,1.5,2980,781860,12232.5
755,B,14,중가,식품,선물세트,기타과일세트,12233,276,7926,1.5,11000,390000,57338.65979
756,B,14,중가,식품,선물세트,기타수입과일세트,12233,276,7926,1.5,37000,74000,41000
757,B,14,중가,식품,선물세트,마른안주 선물세트,12233,276,7926,1.5,14900,242910,66303.21429
758,B,14,중가,식품,선물세트,멸치황태세트,12233,276,7926,1.5,3500,1100000,17013.54455
759,B,14,중가,식품,선물세트,배세트,12233,276,7926,1.5,10000,2992000,110421.8137
760,B,14,중가,식품,선물세트,사과세트,12233,276,7926,1.5,14990,2923000,119768.4735
761,B,14,중가,식품,선물세트,친환경과일선물세트,12233,276,7926,1.5,23600,1880000,111126.2136
762,B,14,중가,식품,선물세트,키위세트,12233,276,7926,1.5,25000,234000,45753.48837
763,B,14,중가,식품,선물세트,해조류세트,12233,276,7926,1.5,3900,1190400,58559.1253
764,B,14,중가,식품,선물세트,혼합세트,12233,276,7926,1.5,8000,2400000,103856.446
765,B,7,중가,식품,육포,국산육포,11926,6946,7926,1.5,3010,324000,15100.46091
766,B,7,중가,식품,육포,돈닭치즈육포,11926,6946,7926,1.5,1750,1620000,10253.22506
767,B,7,중가,식품,육포,수입산육포,11926,6946,7926,1.5,1320,514900,11334.0717
768,B,7,중가,식품,조미오징어,백진미,9268,17182,7926,1.2,3950,170700,9607.539975
769,B,7,중가,식품,조미오징어,홍진미,9268,17182,7926,1.2,3600,212900,9815.437586
770,B,7,중가,식품,조미오징어,훈제구이진미,9268,17182,7926,1.2,2000,184200,8172.357423
771,B,7,중가,식품,쥐치포,구운쥐치포,6761,11182,7926,0.9,1500,62000,6444.225192
772,B,7,중가,식품,쥐치포,어포류,6761,11182,7926,0.9,780,157500,5389.942948
773,B,7,중가,식품,쥐치포,쥐치포,6761,11182,7926,0.9,3600,233100,8930.871154
774,B,7,중가,식품,즉석구이안주,즉석어포,8806,534,7926,1.1,1000,40000,7482.111212
775,B,7,중가,식품,즉석구이안주,즉석오징어,8806,534,7926,1.1,1500,60000,9488.095334
776,B,7,중가,식품,즉석구이안주,즉석쥐포,8806,534,7926,1.1,3000,20874,8014.571429
777,B,63,중가,식품,즉석구이안주,즉석어포,8962,3570,7926,1.1,1000,40000,7482.111212
778,B,63,중가,식품,즉석구이안주,즉석오징어,8962,3570,7926,1.1,1500,60000,9488.095334
779,B,63,중가,식품,즉석구이안주,즉석쥐포,8962,3570,7926,1.1,3000,20874,8014.571429
780,B,7,중가,식품,특산물,즉석김,7350,13510,7926,0.9,1000,79500,5471.67772
781,B,7,중가,식품,특산물,즉석안주,7350,13510,7926,0.9,600,60000,8124.269886
782,B,7,중가,식품,특산물,특산물행사,7350,13510,7926,0.9,1000,333770,11509.92963
783,B,7,중가,식품,해조류,김,4588,41569,7926,0.6,1000,64200,3266.972733
784,B,7,중가,식품,해조류,다시마,4588,41569,7926,0.6,1800,18400,4245.82879
785,B,7,중가,식품,해조류,미역,4588,41569,7926,0.6,1000,43500,3348.418721
786,B,7,중가,식품,해조류,조미김,4588,41569,7926,0.6,1000,416200,5399.171675
787,B,8,중가,식품,Fast Food,F/F기타,7530,3909,7926,1,300,105000,7637.445994
788,B,8,중가,식품,Fast Food,햄버거,7530,3909,7926,1,1000,26900,5964.484127
789,B,8,중가,식품,카페,베이커리,6696,8695,7926,0.8,400,62400,5867.525253
790,B,8,중가,식품,카페,생과일,6696,8695,7926,0.8,500,41500,6574.795539
791,B,8,중가,식품,카페,아이스크림,6696,8695,7926,0.8,1000,48000,6776.651306
792,B,8,중가,식품,카페,커피,6696,8695,7926,0.8,500,66800,6885.498778
793,B,37,중가,식품,카페,베이커리,6340,944,7926,0.8,400,62400,5867.525253
794,B,37,중가,식품,카페,생과일,6340,944,7926,0.8,500,41500,6574.795539
795,B,37,중가,식품,카페,아이스크림,6340,944,7926,0.8,1000,48000,6776.651306
796,B,37,중가,식품,카페,커피,6340,944,7926,0.8,500,66800,6885.498778
797,B,9,중가,식품,간식조리,식사대용,4294,390,7926,0.5,300,24300,2939.700632
798,B,9,중가,식품,간식조리,월드간식,4294,390,7926,0.5,300,10000,2702.325581
799,B,9,중가,식품,간식조리,전통간식,4294,390,7926,0.5,500,112500,4605.074429
800,B,61,중가,식품,간식조리,식사대용,4392,20789,7926,0.6,300,24300,2939.700632
801,B,61,중가,식품,간식조리,월드간식,4392,20789,7926,0.6,300,10000,2702.325581
802,B,61,중가,식품,간식조리,전통간식,4392,20789,7926,0.6,500,112500,4605.074429
803,B,56,중가,식품,간편조리,샐러드,5180,22267,7926,0.7,350,40000,6544.183034
804,B,56,중가,식품,간편조리,아시안,5180,22267,7926,0.7,1000,16750,6989.692961
805,B,56,중가,식품,간편조리,양식,5180,22267,7926,0.7,500,72600,4217.521204
806,B,56,중가,식품,간편조리,요리,5180,22267,7926,0.7,400,56200,6111.915497
807,B,56,중가,식품,간편조리,음료,5180,22267,7926,0.7,100,11000,1623.388042
808,B,56,중가,식품,간편조리,한식,5180,22267,7926,0.7,480,26100,5044.496068
809,B,9,중가,식품,구이,꼬치,6979,18350,7926,0.9,500,27000,3476.681153
810,B,9,중가,식품,구이,훈제/로스트,6979,18350,7926,0.9,650,102800,8073.956432
811,B,9,중가,식품,구이찜조리,구이,6563,9831,7926,0.8,560,51880,8103.317103
812,B,9,중가,식품,구이찜조리,꼬치,6563,9831,7926,0.8,600,15000,3362.913907
813,B,9,중가,식품,구이찜조리,순대,6563,9831,7926,0.8,1320,15900,3718.822222
814,B,9,중가,식품,구이찜조리,족발,6563,9831,7926,0.8,3000,22440,9155.797619
815,B,9,중가,식품,대용식,떡,5235,619,7926,0.7,1000,30000,4463.178771
816,B,9,중가,식품,대용식,선식,5235,619,7926,0.7,2000,50000,10286.5122
817,B,9,중가,식품,반찬류,김치,5826,525,7926,0.7,3500,79150,12220.16667
818,B,9,중가,식품,반찬류,밑반찬,5826,525,7926,0.7,77,107000,9231.445371
819,B,9,중가,식품,반찬류,반찬,5826,525,7926,0.7,2000,40096,9022.622951
820,B,9,중가,식품,반찬류,젓갈,5826,525,7926,0.7,2000,30000,10525.82813
821,B,9,중가,식품,반찬류,즉석반찬,5826,525,7926,0.7,1000,76836,9447.755651
822,B,9,중가,식품,반찬류,포장반찬,5826,525,7926,0.7,520,17850,3145.873016
823,B,59,중가,식품,반찬류,김치,9280,7275,7926,1.2,3500,79150,12220.16667
824,B,59,중가,식품,반찬류,밑반찬,9280,7275,7926,1.2,77,107000,9231.445371
825,B,59,중가,식품,반찬류,반찬,9280,7275,7926,1.2,2000,40096,9022.622951
826,B,59,중가,식품,반찬류,젓갈,9280,7275,7926,1.2,2000,30000,10525.82813
827,B,59,중가,식품,반찬류,즉석반찬,9280,7275,7926,1.2,1000,76836,9447.755651
828,B,59,중가,식품,반찬류,포장반찬,9280,7275,7926,1.2,520,17850,3145.873016
829,B,9,중가,식품,밥류,김밥,4209,468,7926,0.5,250,238000,3486.46791
830,B,9,중가,식품,밥류,도시락,4209,468,7926,0.5,1000,17000,5064.287799
