CUSTNO,Moneytary_가구인테리어/잡화_고가_증감여부,Moneytary_가구인테리어/잡화_저가_증감여부,Moneytary_가구인테리어/잡화_중가_증감여부,Moneytary_가전/레저취미/멀티샵_고가_증감여부,Moneytary_가전/레저취미/멀티샵_저가_증감여부,Moneytary_가전/레저취미/멀티샵_중가_증감여부,Moneytary_교육문화/아동_고가_증감여부,Moneytary_교육문화/아동_저가_증감여부,Moneytary_교육문화/아동_중가_증감여부,Moneytary_식품/생활_고가_증감여부,Moneytary_식품/생활_저가_증감여부,Moneytary_식품/생활_중가_증감여부,Moneytary_의류/이미용_고가_증감여부,Moneytary_의류/이미용_저가_증감여부,Moneytary_의류/이미용_중가_증감여부,Moneytary_침구/주방_고가_증감여부,Moneytary_침구/주방_저가_증감여부,Moneytary_침구/주방_중가_증감여부
5413,0,3,4,0,0,4,4,1,3,3,3,3,1,3,1,4,3,0
5414,0,0,4,0,0,0,0,1,0,2,1,1,0,3,0,0,4,0
5415,4,2,3,2,0,4,0,0,2,2,0,2,2,0,2,3,0,0
5416,0,4,0,0,4,0,0,1,0,2,1,2,0,4,4,0,2,0
5417,4,2,4,0,1,2,1,2,4,1,2,3,3,2,2,0,3,4
5418,0,3,3,0,4,4,0,2,1,2,1,2,0,2,3,0,4,0
5419,1,1,2,2,0,1,0,0,4,4,4,4,3,0,4,4,0,4
5420,0,4,4,0,0,2,0,0,1,4,4,4,4,0,4,3,0,4
5421,4,4,2,0,4,1,0,1,1,3,1,2,1,1,3,3,1,1
5422,0,1,2,0,0,0,0,4,1,1,1,2,4,2,3,4,1,0
5423,0,3,4,0,1,1,3,1,3,2,3,3,4,2,1,0,4,0
5424,0,4,3,0,4,2,4,2,4,4,4,4,2,3,4,4,4,1
5425,0,4,0,0,4,0,0,0,0,2,1,2,0,2,1,0,3,1
5426,1,4,1,0,0,4,0,0,0,4,0,4,4,0,2,2,0,0
5427,0,2,0,0,4,2,1,2,2,2,4,3,4,2,3,1,4,0
5428,0,1,4,0,1,0,0,0,0,3,2,2,3,0,3,1,0,4
5429,0,4,1,0,3,1,0,0,0,2,3,2,0,2,1,0,1,0
5430,1,2,4,0,1,1,0,3,1,3,4,4,4,1,1,1,3,2
5431,0,4,3,0,4,0,0,2,4,3,2,3,4,3,4,0,2,0
5432,4,4,2,0,0,3,0,0,4,4,0,4,3,0,3,3,0,0
5433,0,4,4,0,0,3,0,4,2,4,0,1,1,0,3,4,0,0
5434,0,1,0,0,2,0,1,0,0,1,1,1,0,2,0,0,1,0
5435,0,1,0,0,0,1,0,0,3,4,1,2,1,0,1,3,0,0
5436,0,4,0,0,1,0,0,0,0,3,3,1,0,2,0,0,2,0
5437,0,4,2,4,0,1,0,0,3,2,4,2,2,4,2,1,0,1
5438,4,4,1,0,0,1,0,0,0,3,2,3,3,2,1,0,1,0
5439,0,4,4,0,3,0,0,1,4,2,1,3,0,4,4,0,4,2
5440,0,4,0,4,4,3,0,0,0,4,3,2,4,3,1,0,0,0
5441,0,1,0,0,1,0,0,3,0,4,3,2,0,2,0,0,2,0
5442,0,2,3,2,0,2,0,0,4,2,4,4,1,0,3,3,0,3
5443,0,3,0,0,3,0,0,2,0,3,3,3,1,3,1,0,4,0
5444,0,4,0,0,4,0,0,0,0,2,3,3,0,3,3,0,2,0
5445,1,4,2,4,1,4,0,4,0,1,4,1,3,4,4,1,4,3
5446,0,3,4,0,4,1,0,1,1,2,1,2,0,4,4,0,1,0
5447,0,1,0,0,4,0,0,0,0,4,3,4,0,1,1,0,2,0
5448,0,2,0,0,0,0,0,0,0,0,4,3,0,2,0,0,1,4
5449,0,4,1,0,0,1,0,0,2,4,4,3,2,0,1,0,2,4
5450,4,2,3,0,0,1,0,0,1,2,1,2,1,1,3,0,1,0
5451,0,2,0,0,3,0,0,0,0,3,3,3,0,1,0,0,2,0
5452,0,4,0,0,1,0,0,1,0,2,3,2,0,4,4,0,4,0
5453,0,2,0,0,2,0,2,3,3,3,3,2,0,2,4,0,2,0
5454,0,1,1,0,1,2,0,1,0,1,1,1,4,0,4,0,0,0
5455,0,2,0,0,3,0,1,0,4,3,3,2,0,1,4,0,1,0
5456,0,1,0,0,3,1,3,1,3,2,2,3,0,3,0,0,1,4
5457,1,2,2,4,0,2,0,0,0,4,0,3,3,0,2,2,0,1
5458,0,1,0,0,3,0,0,0,4,3,2,3,0,4,4,0,3,0
5459,0,3,2,0,0,4,0,2,2,2,1,2,4,1,4,0,2,4
5460,2,4,4,0,4,1,1,0,3,4,3,3,2,4,3,1,3,1
5461,0,3,3,0,0,3,0,1,1,3,1,2,3,1,4,0,0,4
5462,1,3,2,0,0,4,0,0,0,2,1,3,2,0,1,2,0,3
5463,0,4,0,0,4,0,0,2,1,1,3,3,0,3,4,0,2,0
5464,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0
5465,3,2,2,0,0,4,0,0,0,1,3,1,1,1,2,0,4,0
5466,1,3,4,4,0,2,1,0,4,4,4,4,4,4,2,0,0,4
5467,0,4,1,0,1,0,0,1,0,2,3,3,0,3,3,0,1,0
5468,4,1,1,0,0,3,0,4,4,3,4,3,2,4,1,3,4,2
5469,0,4,0,0,2,4,1,2,4,3,1,3,0,1,4,0,4,3
5470,4,3,3,1,0,4,0,0,0,3,4,2,2,4,3,2,0,4
5471,0,4,0,0,2,0,0,0,0,3,3,3,0,1,0,0,2,0
5472,0,2,0,0,1,1,3,1,3,3,1,3,0,2,2,0,3,4
5473,4,2,1,4,1,1,1,1,1,1,1,2,3,3,1,4,2,2
5474,0,2,0,0,4,0,0,3,0,3,3,3,0,3,1,0,4,0
5475,1,3,2,4,4,3,0,0,1,2,4,4,2,4,1,1,0,2
5476,2,1,1,0,0,1,0,0,3,3,1,2,2,0,3,0,0,0
5477,0,3,0,0,0,0,1,0,3,3,3,4,0,3,0,0,3,0
5478,0,3,0,0,1,0,0,1,0,3,2,3,0,0,0,0,1,0
5479,0,4,1,0,1,4,0,1,4,1,4,3,4,4,4,0,2,0
5480,0,3,0,0,2,0,0,0,0,3,3,2,0,1,0,0,4,0
5481,3,3,4,1,0,4,0,0,3,3,1,1,4,1,2,3,1,4
5482,2,3,3,1,1,2,0,1,4,2,1,3,4,1,3,4,1,3
5483,0,4,0,0,4,4,4,3,3,4,4,4,0,4,0,0,4,0
5484,1,3,3,4,0,3,0,0,1,4,0,2,4,0,2,4,0,1
5485,0,2,4,0,2,1,0,1,2,2,2,3,0,1,4,1,4,1
5486,0,4,0,0,4,1,0,4,0,0,4,4,0,4,4,0,4,0
5487,0,1,1,0,0,3,0,1,1,2,3,2,1,1,3,4,2,0
5488,0,3,0,0,2,0,0,0,1,1,3,2,0,0,1,0,4,0
5489,1,2,0,0,0,3,0,0,1,4,1,2,1,0,3,3,0,4
5490,0,3,4,0,0,4,0,0,3,3,0,4,3,0,1,0,0,4
5491,3,1,2,4,0,4,0,0,0,1,0,4,1,0,2,2,0,2
5492,0,4,2,0,0,4,0,1,4,2,2,3,0,2,4,4,3,0
5493,2,3,2,2,4,1,0,4,0,2,3,3,1,2,4,4,1,4
5494,4,2,4,4,1,4,0,0,1,4,1,1,4,2,3,3,4,4
5495,0,1,0,0,0,0,0,0,1,4,1,3,2,4,2,0,0,0
5496,1,4,4,3,0,3,0,0,0,2,4,2,3,4,4,4,4,1
5497,0,2,0,0,2,1,4,0,1,2,3,3,4,4,1,4,2,0
5498,4,4,4,1,4,3,0,0,4,4,4,3,4,2,3,4,4,0
5499,4,3,0,0,0,4,0,0,4,3,0,3,4,0,2,2,0,4
5500,0,3,0,0,0,0,0,2,1,1,1,2,0,3,0,0,2,1
5501,0,3,0,0,0,0,0,0,0,4,4,2,0,0,4,0,0,0
5502,0,2,0,0,1,0,0,4,0,4,2,2,0,2,1,0,4,0
5503,0,4,4,0,0,0,1,1,3,2,4,1,1,4,4,2,3,0
5504,1,2,2,0,0,2,3,1,4,3,4,3,4,1,4,4,1,4
5505,0,1,2,3,0,3,0,0,3,1,4,4,1,0,1,2,0,1
5506,0,3,4,0,0,3,0,1,4,1,1,3,0,1,4,4,1,4
5507,3,2,3,4,0,3,0,1,0,4,4,4,2,1,3,0,4,0
5508,0,4,0,0,4,1,0,0,4,3,2,2,0,0,0,0,4,0
5509,0,4,3,0,0,4,0,0,1,2,0,2,0,0,1,3,0,1
5510,0,1,4,0,0,1,1,1,1,3,1,2,2,3,1,1,1,0
5511,0,4,4,0,0,3,0,0,0,4,0,4,4,0,3,4,0,0
5512,4,2,1,0,1,3,0,0,0,3,1,1,4,1,4,0,1,4
5513,0,4,4,0,0,0,0,1,0,1,2,3,0,1,0,0,4,4
5514,0,4,0,0,0,4,0,0,0,4,3,3,0,2,4,0,1,1
5515,0,4,0,0,0,2,0,2,1,2,1,1,0,3,4,0,3,1
5516,0,3,1,0,0,4,0,0,0,2,1,2,3,1,1,4,2,3
5517,0,3,0,0,3,1,4,3,4,2,4,3,1,3,1,0,4,1
5518,0,1,4,0,4,1,0,0,0,2,1,1,0,1,2,0,4,0
5519,0,4,0,0,3,0,0,2,4,2,3,4,0,4,1,0,4,0
5520,4,0,0,4,0,1,0,0,2,3,0,1,1,0,3,4,0,0
5521,4,3,4,0,0,2,0,0,0,4,0,4,3,4,3,4,0,4
5522,0,1,0,0,0,1,0,1,0,2,3,1,0,1,0,0,4,0
5523,0,1,0,0,4,0,0,0,0,3,3,2,0,3,1,0,1,0
5524,0,1,0,0,0,1,0,1,0,1,1,3,1,2,1,0,2,0
5525,0,2,1,0,0,0,0,1,0,2,1,2,0,3,1,0,4,0
5526,0,4,4,4,0,3,0,0,4,4,4,4,4,4,2,0,0,4
5527,2,2,1,2,0,4,0,0,0,3,1,2,1,0,1,3,0,4
5528,0,1,0,0,1,0,0,1,0,2,3,3,0,3,0,0,1,0
5529,4,1,4,0,0,4,0,4,3,2,4,2,4,4,1,4,4,4
5530,0,1,1,0,0,1,1,1,1,1,1,2,3,3,3,1,1,1
5531,0,0,0,0,4,0,0,3,1,1,1,1,0,0,0,0,1,0
5532,4,3,1,2,0,1,0,0,4,3,2,2,4,0,3,3,0,1
5533,0,1,4,0,0,0,1,0,0,4,4,3,0,1,1,0,2,1
5534,0,4,4,0,1,3,0,0,0,3,3,3,0,2,2,1,1,0
5535,0,2,0,0,3,0,0,4,0,2,3,4,0,4,1,0,1,0
5536,0,3,3,1,4,0,0,0,2,2,2,3,2,1,1,4,4,4
5537,0,1,0,0,0,0,0,1,1,4,4,3,0,3,0,0,2,0
5538,0,4,4,0,0,0,0,1,1,1,3,2,1,4,4,0,3,0
5539,1,2,1,0,0,1,0,0,1,4,0,2,3,0,1,3,0,4
5540,1,4,4,0,0,1,0,0,0,1,1,3,4,1,2,0,4,0
5541,1,4,4,4,0,3,0,1,0,2,0,3,3,0,4,4,1,3
5542,0,4,4,0,0,2,0,0,0,4,0,2,3,0,4,4,0,4
5543,0,2,0,0,0,4,0,0,0,1,1,1,0,1,1,0,0,4
5544,1,2,3,0,4,2,0,3,1,4,2,3,3,4,2,0,4,2
5545,0,0,1,0,4,0,0,1,1,1,1,2,0,2,1,0,2,0
5546,1,1,0,0,0,1,0,0,3,2,0,4,3,0,2,1,4,2
5547,0,0,3,1,1,4,0,0,0,3,4,3,4,4,2,4,0,4
5548,0,3,0,0,4,2,1,4,2,1,1,3,0,1,4,0,1,0
5549,0,2,3,0,0,1,0,1,0,3,1,3,3,1,1,3,0,4
5550,0,2,4,4,4,0,4,4,4,2,2,3,3,2,4,0,1,0
5551,0,0,0,0,0,0,0,0,0,4,4,4,0,4,1,0,0,0
5552,4,3,4,0,0,4,0,0,4,1,4,3,2,0,3,4,0,4
5553,0,3,1,0,3,3,0,0,0,3,2,3,0,1,4,0,1,0
5554,4,3,4,0,2,4,0,0,2,2,4,3,4,2,4,4,4,4
5555,4,0,4,1,0,4,0,0,0,4,3,4,4,0,1,4,0,0
5556,4,1,0,0,0,2,0,0,0,1,3,2,2,0,2,1,1,1
5557,0,3,1,0,2,3,0,3,1,2,3,3,4,3,4,4,3,4
5558,0,4,0,0,4,1,4,1,1,3,2,3,2,1,4,0,3,0
5559,0,4,1,0,4,0,0,1,1,4,2,3,0,3,1,0,2,0
5560,0,3,1,4,0,1,0,1,4,3,3,2,0,2,3,0,2,1
5561,2,2,2,2,1,2,0,1,2,1,4,1,1,0,1,2,0,4
5562,0,3,1,0,1,1,0,0,0,2,2,2,2,1,3,2,0,1
5563,0,4,1,0,2,0,1,4,0,4,3,4,0,4,4,0,4,0
5564,3,1,4,1,0,2,0,0,1,4,3,3,2,0,4,4,1,2
5565,0,1,3,1,1,1,0,0,0,3,1,2,2,0,2,1,0,0
5566,0,1,0,0,0,1,0,3,1,2,2,3,1,3,1,0,4,1
5567,0,4,0,0,3,2,0,3,2,4,3,3,0,2,0,0,3,0
5568,0,4,0,0,0,1,0,1,0,2,3,2,1,2,1,4,4,1
5569,4,4,4,0,4,4,1,2,1,3,2,4,4,3,4,0,4,1
5570,1,3,2,4,0,3,0,0,1,2,1,2,4,3,3,4,0,3
5571,0,1,0,0,4,1,2,2,3,3,1,1,3,4,4,0,1,0
5572,0,0,0,0,3,0,0,0,0,4,2,3,0,3,0,0,1,0
5573,0,1,1,1,0,2,0,0,0,1,1,1,2,0,2,2,0,0
5574,0,4,3,0,0,1,4,3,1,4,4,3,0,4,4,0,1,4
5575,0,3,4,0,1,2,0,4,0,4,3,3,4,4,1,4,4,3
5576,0,1,1,0,0,4,0,1,0,1,3,2,2,2,4,0,2,0
5577,1,4,0,0,2,4,4,2,2,3,3,3,4,2,1,4,2,4
5579,0,1,4,0,3,0,0,3,2,2,2,2,2,2,4,4,4,0
5580,0,4,4,0,1,4,4,2,1,3,3,3,3,1,0,0,3,3
5581,0,3,0,0,4,0,0,0,0,3,3,2,0,4,4,0,2,0
5582,3,3,3,0,4,4,0,0,4,3,2,2,3,1,4,1,4,1
5583,0,4,0,0,4,2,1,1,3,2,1,4,1,2,4,0,2,0
5584,3,1,1,0,0,1,0,0,0,3,1,4,4,0,2,4,0,3
5585,0,0,0,0,2,0,0,4,4,4,2,2,0,0,0,0,4,0
5586,0,4,0,0,0,0,0,0,0,1,3,2,0,1,0,0,1,0
5587,0,3,0,0,3,0,0,3,1,3,3,2,0,2,0,0,2,0
5588,0,2,0,0,4,0,0,4,0,2,2,1,0,4,0,0,3,0
5589,4,2,2,4,0,4,0,0,0,3,4,1,2,0,4,3,0,1
5590,2,4,1,4,0,4,0,0,4,4,0,3,2,0,3,0,0,0
5591,0,1,0,0,1,4,0,2,1,2,2,1,0,2,3,0,2,1
5592,0,4,2,3,3,2,0,1,4,3,4,3,4,3,2,4,1,0
5593,0,0,3,0,0,3,0,0,1,4,0,4,3,0,3,4,0,0
5594,0,1,2,3,0,2,0,0,0,3,1,1,1,0,3,4,0,0
5595,0,4,0,0,3,1,0,1,1,2,3,2,0,1,1,0,3,0
5596,4,4,0,1,1,4,0,0,4,3,2,4,4,2,4,0,0,0
5597,2,3,4,0,0,4,0,0,4,4,4,4,2,4,3,0,0,0
5598,0,2,1,4,4,2,0,2,1,3,4,2,4,3,3,1,2,4
5599,0,0,0,0,1,0,0,1,1,2,2,3,0,2,0,0,2,0
5600,0,3,0,0,1,0,0,0,0,2,2,1,0,1,0,0,3,0
5601,0,3,1,0,4,1,0,0,2,3,3,3,1,0,1,4,0,2
5602,1,2,3,2,1,1,0,1,1,4,1,2,1,3,2,4,0,3
5603,0,2,0,0,0,1,0,2,1,1,2,2,0,4,4,0,4,0
5604,0,2,0,0,4,4,0,1,0,2,2,3,0,3,3,0,3,0
5605,0,3,0,0,1,0,0,0,0,2,2,2,0,2,4,0,0,0
5606,0,2,0,1,0,1,0,0,2,4,1,2,4,1,3,4,0,4
5607,3,2,3,0,0,0,0,0,4,4,0,3,4,0,1,3,0,2
5608,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,0
5609,0,4,1,4,0,2,0,0,3,4,0,3,4,0,3,3,0,4
5611,0,1,2,1,1,4,0,0,0,1,4,2,0,2,1,0,1,0
5612,0,1,2,1,0,1,0,0,4,2,0,2,0,0,2,1,0,1
5613,0,4,0,0,4,0,0,4,0,2,1,4,0,3,0,0,4,0
5614,0,1,0,0,4,0,0,0,0,3,3,2,2,0,0,0,1,1
5615,4,1,1,4,0,0,0,0,0,2,1,1,1,0,3,0,4,3
5616,3,1,3,2,0,1,0,0,0,2,0,2,1,0,2,0,0,0
5617,2,2,4,2,1,4,0,0,0,1,1,1,4,4,2,4,4,0
5618,0,1,0,0,1,0,0,1,0,2,1,2,0,3,0,0,2,4
5619,4,2,3,4,0,2,0,0,2,2,2,2,3,1,2,2,2,3
5620,0,2,0,0,0,0,1,4,4,2,1,3,0,3,3,0,1,0
5621,0,2,4,0,4,2,4,3,1,2,4,2,1,3,3,0,2,0
5622,0,1,4,0,0,1,0,0,1,4,3,4,4,4,4,4,1,0
5623,1,3,4,3,1,3,0,0,4,3,1,3,2,0,2,1,0,1
5624,2,3,0,0,0,2,0,0,0,4,4,3,3,0,3,2,4,2
5625,0,2,4,0,1,0,0,0,0,2,2,1,0,4,0,0,0,0
5626,0,3,0,0,3,0,0,0,0,0,2,4,0,4,0,0,3,0
5627,0,1,4,0,1,1,0,0,4,3,2,3,4,4,1,0,1,4
5628,0,2,0,0,2,4,0,3,0,4,3,3,0,3,0,0,3,4
5629,4,3,4,4,3,2,2,1,2,4,4,2,3,4,2,1,4,0
5630,1,1,3,4,0,2,0,0,3,1,0,1,3,0,1,1,0,0
5631,0,3,4,0,3,4,4,4,2,4,3,4,0,4,0,0,4,0
5632,0,4,2,4,0,1,4,4,4,2,3,2,0,2,3,0,1,0
5633,0,4,1,0,1,3,0,0,1,3,2,1,0,4,4,0,3,0
5634,0,3,3,0,0,4,4,0,1,2,4,2,2,4,1,4,4,1
5635,1,4,0,0,2,4,0,0,0,3,2,2,0,1,4,0,1,0
5636,1,3,1,0,1,4,2,1,3,3,1,3,4,2,1,3,3,4
5637,0,1,4,1,0,3,0,4,2,2,4,3,1,4,2,4,4,4
5638,1,3,2,0,0,3,0,4,1,1,4,3,1,4,4,1,4,0
5639,2,1,1,0,0,3,0,0,0,2,4,4,3,0,2,4,0,1
5640,0,3,0,0,3,0,0,0,0,1,2,2,0,0,1,0,4,0
5641,0,4,4,0,0,1,0,1,0,1,1,1,4,1,2,0,3,0
5642,2,4,3,3,0,3,0,1,4,3,4,3,3,4,3,4,2,1
5643,4,3,4,4,1,2,0,0,3,2,4,3,2,0,4,4,0,4
5644,1,3,1,4,0,2,2,4,2,3,1,1,1,2,3,2,4,0
5645,2,1,1,2,0,4,0,0,0,4,0,4,4,0,2,3,0,1
5646,0,2,0,0,2,3,0,3,0,2,1,1,0,3,0,0,2,0
5647,1,1,3,0,0,1,0,0,1,3,2,3,4,1,2,4,0,4
5648,2,1,1,4,0,2,0,0,1,3,4,3,3,1,2,4,2,4
5649,0,4,3,0,0,0,0,4,1,2,4,4,4,2,1,0,1,0
5650,0,4,1,0,3,0,0,2,0,1,3,2,1,2,0,0,3,4
5651,4,4,4,4,1,2,0,0,0,3,2,2,3,2,3,2,4,4
5652,0,4,4,0,0,4,0,0,4,4,0,4,4,0,4,3,0,3
5653,0,1,4,0,4,3,0,1,1,3,2,2,0,1,3,0,1,0
5654,4,1,4,0,0,2,0,0,0,3,2,3,1,0,4,3,0,1
5655,0,1,4,0,0,1,0,0,3,3,0,1,1,0,2,2,0,0
5656,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1
5657,2,4,4,0,1,3,4,4,0,2,2,3,1,1,1,4,3,1
5658,1,2,1,2,0,4,0,0,0,4,4,3,2,1,4,4,4,4
5659,0,4,0,0,2,0,0,0,0,3,4,2,0,2,4,0,4,0
5660,0,3,0,0,2,4,0,3,4,2,2,3,4,1,0,0,1,0
5661,0,1,4,0,0,4,0,3,3,3,3,3,4,3,4,0,1,4
5662,0,1,3,0,3,4,0,0,0,2,2,3,4,4,4,0,3,0
5663,3,3,4,0,0,4,0,1,1,3,1,3,4,2,4,4,4,0
5664,0,3,4,2,0,1,0,0,0,3,3,2,3,4,2,2,0,0
5665,0,0,4,0,0,0,0,3,0,2,2,4,0,3,0,0,3,1
5666,1,1,4,0,0,1,0,4,1,1,1,2,2,0,2,3,0,1
5667,0,2,0,0,1,0,0,2,4,2,3,3,0,2,3,0,3,4
5668,0,0,0,0,1,0,0,0,0,4,4,4,0,2,0,0,3,0
5669,0,4,4,1,4,1,0,4,4,4,3,1,2,4,2,0,2,4
5670,0,3,4,0,0,3,0,0,0,1,0,1,2,0,2,3,0,1
5671,0,3,2,4,4,4,0,0,0,1,4,3,1,1,3,0,3,1
5672,0,1,0,0,1,1,1,1,1,3,1,1,0,1,4,0,2,0
5673,0,3,0,4,0,3,0,0,0,2,1,2,1,2,4,0,1,0
5674,0,2,4,0,0,2,0,2,4,4,2,3,0,1,2,0,2,0
5675,0,3,0,0,0,0,0,0,0,1,4,1,0,1,4,4,1,0
5676,0,3,4,0,0,0,0,1,1,1,1,1,2,1,1,0,3,1
5677,0,3,0,0,4,0,0,0,0,4,4,4,0,4,0,0,0,0
5678,0,1,4,0,0,4,0,0,0,3,1,1,1,0,3,4,0,3
5679,0,4,4,4,0,4,0,1,4,2,1,3,3,1,4,0,0,0
5680,0,4,1,0,0,4,0,2,0,4,4,4,2,1,1,0,4,0
5681,4,3,3,2,0,4,0,0,2,2,4,2,3,2,2,1,1,0
5682,4,1,1,0,0,2,0,0,0,4,0,1,1,0,3,0,0,0
5683,2,4,0,2,0,4,0,0,1,3,0,2,2,0,4,1,0,0
5684,0,3,1,1,0,1,0,2,0,3,3,1,0,2,1,0,4,0
5685,0,1,0,0,1,0,0,2,1,3,2,2,0,2,2,0,2,0
5686,1,3,3,1,0,3,0,0,3,2,1,1,4,0,3,2,0,4
5687,4,4,1,0,0,2,0,0,4,0,2,3,1,2,3,1,4,0
5688,0,3,0,0,2,0,0,1,0,1,3,2,0,3,2,0,2,4
5689,0,2,2,0,0,2,0,4,0,3,2,3,0,2,0,0,2,0
5690,0,2,3,0,1,0,0,1,0,1,4,4,0,4,1,0,2,1
5691,3,4,4,4,0,2,0,1,3,4,4,4,4,1,2,4,3,3
5692,0,4,1,0,3,1,0,1,0,4,4,3,0,4,1,0,4,0
5693,0,4,1,0,0,2,0,0,4,4,0,3,4,0,4,3,4,4
5694,3,1,0,1,0,3,0,0,4,4,0,2,3,0,3,1,0,0
5695,0,1,4,0,0,1,0,0,0,4,0,3,2,0,4,0,0,0
5696,0,1,2,0,2,2,0,2,4,2,4,3,1,3,1,0,2,0
5697,3,4,4,2,0,4,0,0,1,1,1,1,2,1,2,0,2,1
5698,4,1,2,2,0,2,0,4,3,3,4,2,3,0,4,4,4,2
5699,3,4,4,4,0,3,0,4,0,3,4,4,4,4,4,4,4,0
5700,0,3,0,0,2,4,2,1,2,2,3,3,0,3,0,0,3,0
5701,0,2,1,0,4,4,0,1,1,3,3,1,0,2,2,0,2,0
5702,0,1,4,3,4,1,0,0,0,2,4,1,2,2,1,0,0,0
5703,4,2,4,4,0,3,0,0,0,3,1,1,2,0,2,2,1,1
5705,0,2,4,0,4,3,0,0,1,3,2,3,3,1,4,4,4,4
5706,0,3,0,0,1,1,1,4,1,2,2,2,0,2,0,0,3,0
5707,3,4,2,4,0,2,0,0,2,3,1,3,2,0,4,0,0,0
5708,3,2,1,1,0,2,0,1,3,3,4,4,4,1,3,2,4,4
5709,0,4,0,0,4,1,0,0,0,4,2,3,0,3,0,0,4,0
5710,0,2,4,1,0,0,0,4,1,3,4,2,4,4,2,4,4,4
5711,1,1,3,0,4,3,0,4,2,2,4,3,1,4,4,4,0,0
5712,0,3,4,2,0,4,0,1,0,3,1,3,2,1,1,4,1,0
5713,0,1,1,1,0,3,0,0,0,4,0,1,4,1,4,3,0,3
5714,0,2,0,0,0,0,0,0,0,3,3,3,0,1,1,0,3,0
5715,4,3,0,2,0,1,0,0,4,4,0,3,3,0,3,1,0,4
5716,1,1,1,4,1,1,0,0,1,3,1,1,4,0,3,1,0,1
5717,0,3,2,0,0,4,0,0,4,1,4,2,1,0,2,0,0,2
5718,0,3,4,0,4,0,0,1,0,4,2,3,0,2,1,0,4,0
5719,0,1,0,0,4,0,0,0,0,3,2,3,0,1,4,0,4,0
5720,0,1,0,0,2,4,0,2,0,1,1,4,0,2,3,0,1,0
5721,0,2,3,0,0,4,0,3,3,2,3,3,3,3,4,1,4,4
5722,4,1,3,3,0,2,0,0,0,3,4,2,1,0,1,1,0,3
5723,0,1,0,0,2,1,0,4,0,3,3,1,1,4,1,0,1,0
5724,4,1,0,4,0,2,0,0,2,3,1,4,3,0,2,1,1,1
5725,4,2,4,1,4,4,0,4,4,2,4,3,2,1,2,0,4,4
5726,0,3,3,4,0,3,0,0,1,3,1,2,2,1,3,4,1,0
5727,0,2,4,4,0,4,0,0,4,4,0,3,4,0,3,4,0,4
5728,0,3,0,0,1,4,0,4,4,3,3,2,1,4,1,0,4,0
5729,0,1,0,0,3,4,4,3,4,4,4,3,0,1,0,0,1,4
5730,4,4,0,0,0,4,4,0,2,4,4,3,2,0,3,0,0,0
5731,0,4,4,0,0,1,0,0,2,2,4,1,2,0,3,1,0,3
5732,0,1,4,0,0,1,0,0,0,2,0,2,4,0,1,0,0,1
5733,0,4,0,0,0,0,0,2,4,2,3,3,0,1,1,0,2,4
5734,0,3,0,0,3,0,0,0,0,1,3,2,0,1,4,0,3,3
5735,0,0,0,0,2,0,0,0,4,1,4,3,0,4,0,0,4,0
5736,1,1,2,4,0,0,0,0,1,1,0,1,3,0,3,4,0,0
5737,0,2,0,0,0,4,0,2,2,2,1,1,0,1,1,0,4,0
5738,0,1,2,0,2,4,0,0,0,3,2,2,0,2,1,0,1,0
5739,2,4,4,3,0,4,0,0,0,1,1,2,1,1,4,1,1,0
5740,3,3,0,0,4,2,4,0,4,2,3,2,1,4,3,4,4,3
5741,0,2,0,0,4,0,0,2,0,2,2,2,0,1,0,0,3,0
5742,4,2,0,3,0,2,0,1,3,3,2,3,3,1,4,4,2,0
5743,0,1,4,0,1,0,0,4,0,4,3,3,0,2,4,0,4,0
5744,0,4,4,0,4,2,0,0,0,2,4,4,0,3,1,0,4,0
5745,0,4,1,1,2,0,0,1,0,3,4,1,0,2,4,0,3,1
5746,0,1,4,0,0,3,0,0,3,4,0,4,2,0,4,2,0,4
5747,2,3,0,0,0,0,0,0,0,1,4,3,2,0,3,0,0,0
5748,0,4,0,0,3,1,0,1,0,3,4,3,0,4,1,0,4,0
5749,0,1,0,0,0,0,0,0,3,4,0,4,0,0,4,0,0,0
5750,0,1,1,0,2,1,0,4,0,2,1,3,0,3,3,0,1,0
5751,3,2,4,0,0,1,0,0,0,2,0,3,2,0,3,1,0,1
5752,4,2,1,3,0,1,0,0,1,3,3,4,2,0,1,0,1,0
5753,1,2,3,0,0,2,0,0,0,2,4,3,4,4,2,1,2,4
5754,2,2,3,0,0,0,0,0,0,2,0,1,3,0,3,2,0,2
5755,0,1,0,0,0,0,0,1,0,2,2,2,0,3,0,0,1,0
5756,0,4,4,0,4,0,0,2,0,4,4,2,0,3,0,0,2,0
5757,0,4,0,4,2,4,0,1,1,3,2,3,4,2,4,0,3,0
5758,0,3,0,0,0,0,0,0,0,3,0,1,1,0,2,4,0,0
5759,0,4,1,0,0,0,0,0,1,2,1,2,3,0,4,2,0,0
5760,4,3,2,0,0,3,0,0,4,2,4,4,2,0,1,1,0,4
5761,1,3,4,2,0,1,0,0,1,3,4,3,3,1,1,4,0,1
5762,2,1,1,3,0,2,0,0,1,4,0,1,2,0,1,3,0,2
5763,0,1,0,0,4,0,0,0,0,1,1,2,0,2,1,0,2,0
